param_08,command_type,param_02,param_03,drama_id,param_04,param_01,param_05,command_id,param_06,param_07
"",3,doya_talk,1,5152063,"",132011,"",63071,0.2,""
"",21,vo_rag_5010,0,5152063,0,vo_rag,"",63072,"",""
0,11,"そちらもぜひご教授願いたいね\nああ、ボクは見ているだけで\n大丈夫だよ",10,5152063,1,132011,1,63073,0,0
"",91,"",0,5152063,0,0,"",63074,"",""
"",3,doya_idle,1,5152063,"",132011,"",63075,0.2,""
"",3,sad_talk_anger,1,5152063,"",131711,"",63076,0.2,""
"",21,vo_rag_5011,0,5152063,0,vo_rag,"",63077,"",""
0,11,"さすがは『強欲の魔女』\n体力は絶望的でも、\nその知的好奇心は無限なのね",10,5152063,1,131711,1,63078,0,0
"",91,"",0,5152063,0,0,"",63079,"",""
"",3,doya_to_doya,0,5152063,doya_idle_normal2,132011,1,63080,0.2,0
"",3,cool_in_joy2,0,5152063,cool_talk_joy2,131711,1,63081,0.2,0
"",23,se_10058300_emotion_isekai_1,0,5152063,"",se_10058300,"",63082,"",""
"",12,10,0.8,5152063,0,131711,0,63083,"",""
"",93,0,"",5152063,"",1.5,"",63084,"",""
"",3,sad_idle_surprise1,1,5152063,"",132011,"",63085,0.2,""
"",3,ames_idol_dance,0,5152063,"",131711,"",63086,0.2,""
"",93,0,"",5152063,"",1.8,"",63087,"",""
"",3,echidna_interest_in,0,5152063,echidna_interest_talk,132011,1,63088,0.2,0
"",23,se_10058300_emotion_isekai_2,0,5152063,"",se_10058300,"",63089,"",""
"",12,7,2,5152063,0,132011,0,63090,"",""
"",93,0,"",5152063,"",1.1,"",63091,"",""
"",93,0,"",5152063,"",0.5,"",63092,"",""
"",101,"","",5152063,"",63094,"",63093,"",""
"",25,bgm_MC173B,"",5152063,"",bgm_MC173B,"",63094,"",""
"",22,0,"",5152063,"",0,"",63095,"",""
idle_normal,1,102611,110,5152064,410,1,-295,64001,1.55,1
cool_idle,1,107811,105,5152064,176,1,-114,64002,1.45,0
joy_idle_normal,1,102311,106,5152064,12,1,-179,64003,1.5,0
idle_normal,1,110311,105,5152064,-177,1,-116,64004,1.45,0
wish_idle,1,102111,107,5152064,-226,1,-258,64005,1.55,0
idle_normal,1,131911,107,5152064,115,1,-260,64006,1.55,0
doya_idle,1,122811,106,5152064,-350,1,-178,64007,1.5,0
idle_normal,1,122911,108,5152064,-391,1,-334,64008,1.6,0
idle_normal,1,122711,108,5152064,-60,1,-330,64009,1.6,0
"",13,210,"",5152064,"",102611,"",64010,"",""
"",13,207,"",5152064,"",131911,"",64011,"",""
"",13,205,"",5152064,"",110311,"",64012,"",""
"",13,208,"",5152064,"",122711,"",64013,"",""
"",13,206,"",5152064,"",122811,"",64014,"",""
"",13,208,"",5152064,"",122911,"",64015,"",""
"",13,207,"",5152064,"",102111,"",64016,"",""
"",13,206,"",5152064,"",102311,"",64017,"",""
"",13,205,"",5152064,"",107811,"",64018,"",""
empty,5,11,115,5152064,410,1,-295,64019,1.55,1
empty,5,61,131,5152064,115,1,-260,64020,1.55,0
empty,5,62,131,5152064,146,1,-134,64021,1.55,0
empty,5,63,132,5152064,410,1,-295,64022,1.55,0
empty,5,64,132,5152064,-177,1,-136,64023,1.55,0
"",31,1,0,5152064,40,1,1.3,64024,1,""
"",31,13,385,5152064,-235,13,1,64025,0,""
"",31,2,0,5152064,0,2,1,64026,0,""
"",31,3,0,5152064,0,3,1,64027,1,""
"",91,0,"",5152064,"",0,"",64028,"",""
"",37,telop_4,"",5152064,"",3,"",64029,"",""
"",102,0,0,5152064,"",0,"",64030,"",""
"",93,0,"",5152064,"",1,"",64031,"",""
"",3,sad_talk_dead,1,5152064,"",102611,"",64032,0.2,""
"",21,vo_rag_3001,0,5152064,0,vo_rag,"",64033,"",""
0,11,"えぇ…うそ、めっちゃ来てるじゃん…\nこんな朝早くからご苦労さんだねぇ…",10,5152064,1,102611,1,64034,0,0
"",91,"",0,5152064,0,0,"",64035,"",""
"",3,talk_normal_surprise,1,5152064,"",102611,"",64036,0.2,""
"",21,vo_rag_3002,0,5152064,0,vo_rag,"",64037,"",""
0,11,"ほんとはやりたくないけど、\n体操はじめるよ～",10,5152064,1,102611,1,64038,0,0
"",91,"",0,5152064,0,0,"",64039,"",""
"",3,idle_normal,1,5152064,"",102611,"",64040,0.2,""
"",25,bgm_MC175B,"",5152064,"",bgm_MC175B,"",64041,"",""
"",32,1,"",5152064,"",2,"",64042,"",""
"",21,vo_rag_3003,0,5152064,0,vo_rag,"",64043,"",""
2.2,11,"まずはその場で跳躍～\nいち、に、さん…",10,5152064,1,102611,0,64044,0,0
"",93,"",0,5152064,0,3.2,"",64045,"",""
"",3,gutara_jump3time,0,5152064,tired_idle,11,1,64046,0.2,0.2
"",3,gutara_jump3time,0,5152064,tired_idle,102611,1,64047,0.2,0.2
"",93,"",0,5152064,0,0.1,"",64048,"",""
"",3,jump3time,0,5152064,idle_normal,131911,1,64049,0.2,0.2
"",3,jump3time,0,5152064,idle_normal,122911,1,64050,0.2,0.2
"",3,jump3time,0,5152064,joy_idle_normal,102311,1,64051,0.2,0.2
"",93,"",0,5152064,0,0.1,"",64052,"",""
"",3,jump3time,0,5152064,idle_normal,107811,1,64053,0.2,0.2
"",3,jump3time,0,5152064,idle_normal,110311,1,64054,0.2,0.2
"",3,jump3time,0,5152064,wish_idle,102111,1,64055,0.2,0.2
"",93,"",0,5152064,0,0.1,"",64056,"",""
"",3,jump3time,0,5152064,doya_idle,122811,1,64057,0.2,0.2
"",3,jump3time,0,5152064,idle_normal,122711,1,64058,0.2,0.2
"",93,0,"",5152064,"",2.1,"",64059,"",""
"",23,se_10058300_isekai_breath,0,5152064,"",se_10058300,"",64060,"",""
"",93,0,"",5152064,"",1.7,"",64061,"",""
"",91,"",0,5152064,0,64044,"",64062,"",""
"",27,bgm_MC173B,0.5,5152064,0.5,bgm_MC173B,0,64063,0,1
"",37,out,"",5152064,"",2,"",64064,"",""
"",21,vo_rag_3004,0,5152064,0,vo_rag,"",64065,"",""
0,11,"…ふぅ、ちょっと休憩しよっか",10,5152064,1,102611,1,64066,0,""
"",91,"",0,5152064,0,0,"",64067,"",""
"",3,talk_normal_shy,1,5152064,"",107811,"",64068,0.2,""
"",21,vo_rag_3005,0,5152064,0,vo_rag,"",64069,"",""
0,11,"いくら何でも早すぎるでしょ！？",10,5152064,1,107811,1,64070,0,""
"",91,"",0,5152064,0,0,"",64071,"",""
"",3,idle_normal_shy,1,5152064,"",107811,"",64072,0.2,""
"",24,0.3,"",5152064,"",se_10058300_isekai_breath,"",64073,"",""
"",3,empty,1,5152064,"",11,"",64074,0.2,""
"",3,talk_normal_joy,1,5152064,"",102611,"",64075,0.2,""
"",21,vo_rag_3006,0,5152064,0,vo_rag,"",64076,"",""
0,11,"じゃあ次は横になって深呼吸～",10,5152064,1,102611,1,64077,0,""
"",91,"",0,5152064,0,0,"",64078,"",""
"",3,idle_to_layLongHair,0,5152064,gutara_sleepy_idle,102611,1,64079,0.2,0
"",93,"",0,5152064,0,0.2,"",64080,"",""
"",3,idle_to_layLongHair,0,5152064,gutara_breathLongHair_idle,131911,1,64081,0.2,0
"",3,idle_to_layShortHair,0,5152064,gutara_breathShortHair_idle,122911,1,64082,0.2,0
"",3,idle_to_layShortHair,0,5152064,gutara_breathShortHair_idle,102311,1,64083,0.2,0
"",93,"",0,5152064,0,0.2,"",64084,"",""
"",3,idle_to_layLongHair,0,5152064,gutara_breathLongHair_idle,110311,1,64085,0.2,0
"",3,idle_to_layShortHair,0,5152064,gutara_breathShortHair_idle,122711,1,64086,0.2,0
"",3,idle_to_layLongHair,0,5152064,gutara_breathLongHair_idle,107811,1,64087,0.2,0
"",93,"",0,5152064,0,0.1,"",64088,"",""
"",3,idle_to_layShortHair,0,5152064,gutara_breathShortHair_idle,102111,1,64089,0.2,0
"",3,idle_to_layShortHair,0,5152064,gutara_breathShortHair_idle,122811,1,64090,0.2,0
"",121,105,1,5152064,1,0,2.8,64091,12,""
"",93,"",0,5152064,0,2,"",64092,"",""
"",12,12,1.5,5152064,0,102611,0,64093,50,-120
"",93,"",0,5152064,0,1.5,"",64094,"",""
"",3,gutara_sleep2_in,0,5152064,gutara_sleep2_idle,102611,1,64095,0.2,0
"",93,"",0,5152064,0,1.5,"",64096,"",""
"",32,1,"",5152064,"",13,"",64097,"",""
"",21,vo_rag_3007,0,5152064,0,vo_rag,"",64098,"",""
0,11,"すぅ…むにゃむにゃ…",10,5152064,1,102611,1,64099,15,-100
"",91,"",0,5152064,0,0,"",64100,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64101,"",""
"",4,0,"",5152064,"",11,"",64102,"",""
"",2,460,-310,5152064,0,11,0,64103,"",""
"",3,gutara_sleep,0,5152064,"",11,"",64104,"",""
"",3,gutara_surprise,0,5152064,gutara_sleep1_idle,107811,1,64105,0.2,0
"",21,vo_rag_3008,0,5152064,0,vo_rag,"",64106,"",""
1.5,11,"ウソでしょ？　寝てる！？\nやだ、あたしまで眠くなってきた…",10,5152064,1,107811,0,64107,-15,-40
"",93,0,"",5152064,"",6.8,"",64108,"",""
"",93,0,"",5152064,"",0.5,"",64109,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64110,"",""
"",3,gutara_sleep2,0,5152064,"",62,"",64111,"",""
"",91,"",0,5152064,0,64107,"",64112,"",""
"",3,gutara_sleep1ShortHair_in,0,5152064,gutara_sleep1_idle,122911,1,64113,0.2,0
"",93,"",0,5152064,0,0.2,"",64114,"",""
"",3,gutara_sleep1ShortHair_in,0,5152064,gutara_sleep1_idle,102311,1,64115,0.2,0
"",93,"",0,5152064,0,0.2,"",64116,"",""
"",3,gutara_sleep1ShortHair_in,0,5152064,gutara_sleep1_idle,122811,1,64117,0.2,0
"",93,"",0,5152064,0,1.5,"",64118,"",""
"",3,gutara_sleepy_in,0,5152064,gutara_sleep1_idle,110311,1,64119,0.2,0
"",21,vo_rag_3009,0,5152064,0,vo_rag,"",64120,"",""
1.5,11,"今日は朝が早かったから…\nあたしも…ふあ……",10,5152064,1,110311,0,64121,-40,-110
"",93,0,"",5152064,"",7.4,"",64122,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64123,"",""
"",3,gutara_sleep,0,5152064,"",64,"",64124,"",""
"",91,"",0,5152064,0,64121,"",64125,"",""
"",3,gutara_sleep1ShortHair_in,0,5152064,gutara_sleep1_idle,102111,1,64126,0.2,0
"",93,"",0,5152064,0,0.2,"",64127,"",""
"",3,gutara_sleep1ShortHair_in,0,5152064,gutara_sleep1_idle,122711,1,64128,0.2,0
"",93,"",0,5152064,0,4,"",64129,"",""
"",3,gutara_notice_in,0,5152064,gutara_notice_talk_shy,131911,1,64130,0.2,0
"",21,vo_rag_3010,0,5152064,0,vo_rag,"",64131,"",""
0,11,"え、みんな寝ちゃったの！？\nびっくり仰天だわ\nみんなを起こさないと…",10,5152064,1,131911,1,64132,-15,-50
"",91,"",0,5152064,0,0,"",64133,"",""
"",3,gutara_notice_to_notice,0,5152064,gutara_notice_talk_dead,131911,1,64134,0.2,0
"",21,vo_rag_3011,0,5152064,0,vo_rag,"",64135,"",""
0,11,"ふわぁ……\nあれ、どうしてかしら、\n私まで急に眠く…すぅ",10,5152064,1,131911,1,64136,-15,-50
"",91,"",0,5152064,0,0,"",64137,"",""
"",3,gutara_notice_out,0,5152064,gutara_sleep1_idle,131911,1,64138,0.2,0
"",93,"",0,5152064,0,0.5,"",64139,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64140,"",""
"",3,gutara_sleep,0,5152064,"",61,"",64141,"",""
"",93,"",0,5152064,0,1.3,"",64142,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64143,"",""
"",2,-205,-305,5152064,0,64,0,64144,"",""
"",3,gutara_sleep2,0,5152064,"",64,"",64145,"",""
"",93,"",0,5152064,0,1.3,"",64146,"",""
"",23,se_10058300_gutara_sleep,0,5152064,"",se_10058300,"",64147,"",""
"",2,-300,-190,5152064,0,62,0,64148,"",""
"",3,gutara_sleep,0,5152064,"",62,"",64149,"",""
"",93,"",0,5152064,0,2,"",64150,"",""
"",93,0,"",5152064,"",0.5,"",64151,"",""
"",101,"","",5152064,"",64153,"",64152,"",""
"",25,bgm_MC173B,"",5152064,"",bgm_MC173B,"",64153,"",""
"",22,0,"",5152064,"",0,"",64154,"",""
idle_normal,1,127111,109,5152065,335,1,-280,65001,1.55,1
wish_idle_normal,1,132111,105,5152065,-252,1,-179,65002,1.5,0
doya_idle,5,4,104,5152065,-74,4,-163,65003,1.5,0
idle_normal,1,131911,107,5152065,29,1,-264,65004,1.55,0
wish_idle_normal,1,126911,109,5152065,-346,1,-304,65005,1.55,0
idle_normal,1,113111,108,5152065,-150,1,-285,65006,1.55,0
ghost_dokuro_idle,5,6,110,5152065,1000,6,-280,65007,1.5,1
"",6,1,1,5152065,1,6,0,65008,0,0
idle_normal,5,7,106,5152065,-507,7,-178,65009,1.5,0
"",6,1,1,5152065,1,7,0,65010,0,0
"",13,209,"",5152065,"",127111,"",65011,"",""
"",13,205,"",5152065,"",132111,"",65012,"",""
"",13,204,"",5152065,"",4,"",65013,"",""
"",13,207,"",5152065,"",131911,"",65014,"",""
"",13,209,"",5152065,"",126911,"",65015,"",""
"",13,208,"",5152065,"",113111,"",65016,"",""
"",31,1,0,5152065,0,1,1.03,65017,1,""
"",31,14,-507,5152065,-178,14,1,65018,0,""
"",31,16,0,5152065,0,16,1.03,65019,0,""
"",31,2,0,5152065,0,2,1,65020,0,""
"",31,3,0,5152065,0,3,1,65021,1,""
"",31,15,1000,5152065,-130,15,1,65022,0,""
"",91,0,"",5152065,"",0,"",65023,"",""
"",37,telop_5,"",5152065,"",3,"",65024,"",""
"",102,0,0,5152065,"",0,"",65025,"",""
"",93,0,"",5152065,"",1,"",65026,"",""
"",3,talk_normal,1,5152065,"",127111,"",65027,0.2,""
"",21,vo_rag_4001,0,5152065,0,vo_rag,"",65028,"",""
0,11,"本日の体操のお手本を\n務めさせていただくシノブです",10,5152065,1,127111,1,65029,0,0
"",91,"",0,5152065,0,0,"",65030,"",""
"",3,talk_normal,1,5152065,"",127111,"",65031,0.2,""
"",21,vo_rag_4002,0,5152065,0,vo_rag,"",65032,"",""
0,11,"そちらのあなたも一緒にどうぞ\nそれでは始めましょう。いちに、いち…",10,5152065,1,127111,1,65033,0,0
"",91,"",0,5152065,0,0,"",65034,"",""
"",32,1,"",5152065,"",2,"",65035,"",""
"",25,bgm_MC175C,"",5152065,"",bgm_MC175C,"",65036,"",""
"",93,0,"",5152065,"",0.5,"",65037,"",""
"",3,radio_stretch1_loop,1,5152065,"",127111,"",65038,0.3,""
"",93,0,"",5152065,"",0.1,"",65039,"",""
"",3,radio_stretch1_loop,1,5152065,"",132111,"",65040,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",4,"",65041,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",131911,"",65042,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",126911,"",65043,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",113111,"",65044,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",7,"",65045,0.2,""
"",93,0,"",5152065,"",1,"",65046,"",""
"",32,1,"",5152065,"",16,"",65047,"",""
"",32,1,"",5152065,"",14,"",65048,"",""
"",93,0,"",5152065,"",0.7,"",65049,"",""
"",121,0,1,5152065,1,65,2.8,65050,12,""
"",93,0,"",5152065,"",1,"",65051,"",""
"",6,1,1,5152065,1,7,1,65052,1,0
"",93,0,"",5152065,"",2.2,"",65053,"",""
"",3,ghost_stretch1_turn,0,5152065,sad_talkR,131911,1,65054,0.2,0
"",21,vo_rag_4003,0,5152065,0,vo_rag,"",65055,"",""
0.5,11,"ええと、そっちには誰も…\nきゃあっ！",10,5152065,1,131911,0,65056,0,50
"",93,0,"",5152065,"",2.5,"",65057,"",""
"",3,shock_inR,0,5152065,shock_loopR,131911,1,65058,0.2,0
"",93,0,"",5152065,"",2.1,"",65059,"",""
"",91,"",0,5152065,0,65056,"",65060,"",""
"",3,ghost_stretch2_turn,0,5152065,"",131911,"",65061,0.2,""
"",93,0,"",5152065,"",0.4,"",65062,"",""
"",3,radio_stretch2R_loop,1,5152065,"",127111,"",65063,0.2,""
"",93,0,"",5152065,"",0.1,"",65064,"",""
"",3,radio_stretch2_loop,1,5152065,"",132111,"",65065,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",4,"",65066,0.2,""
"",3,radio_stretch2_loop_faceBlue,1,5152065,"",131911,"",65067,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",126911,"",65068,0.2,""
"",3,radio_stretch2_loop_faceBlue,1,5152065,"",113111,"",65069,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",7,"",65070,0.2,""
"",21,vo_rag_4004,0,5152065,0,vo_rag,"",65071,"",""
0.5,11,"お、おいおい、勘弁しとくれよ…",10,5152065,1,113111,0,65072,0,50
"",93,0,"",5152065,"",6.6,"",65073,"",""
"",21,vo_rag_4005,0,5152065,0,vo_rag,"",65074,"",""
0.5,11,"はい、その調子です",10,5152065,1,127111,0,65075,0,0
"",93,0,"",5152065,"",3.4,"",65076,"",""
"",37,spread,"",5152065,"",14,"",65077,"",""
"",93,0,"",5152065,"",0.3,"",65078,"",""
"",3,radio_stretch1_loop_surprise1,1,5152065,"",127111,"",65079,0.2,""
"",93,0,"",5152065,"",0.1,"",65080,"",""
"",3,radio_stretch1_loop_faceBlue,1,5152065,"",132111,"",65081,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",4,"",65082,0.2,""
"",3,radio_stretch1_loop_faceBlue,1,5152065,"",131911,"",65083,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",126911,"",65084,0.2,""
"",3,radio_stretch1_loop_faceBlue,1,5152065,"",113111,"",65085,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",7,"",65086,0.2,""
"",23,se_10058300_ghost_cold,0,5152065,"",se_10058300,"",65087,"",""
"",93,0,"",5152065,"",1,"",65088,"",""
"",21,vo_rag_4006,0,5152065,0,vo_rag,"",65089,"",""
0.5,11,"ひゃっ！　ね、姉様…",10,5152065,1,132111,0,65090,0,0
"",93,0,"",5152065,"",4.6,"",65091,"",""
"",21,vo_rag_4007,0,5152065,0,vo_rag,"",65092,"",""
0.5,11,"にーにっ、さんし…",10,5152065,1,127111,0,65093,0,0
"",93,0,"",5152065,"",3.7,"",65094,"",""
"",93,0,"",5152065,"",1.1,"",65095,"",""
"",91,"",0,5152065,0,0,"",65096,"",""
"",3,radio_stretch2R_loop,1,5152065,"",127111,"",65097,0.2,""
"",93,0,"",5152065,"",0.1,"",65098,"",""
"",3,radio_stretch2_loop_faceBlue,1,5152065,"",132111,"",65099,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",4,"",65100,0.2,""
"",3,radio_stretch2_loop_faceBlue,1,5152065,"",131911,"",65101,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",126911,"",65102,0.2,""
"",3,radio_stretch2_loop_faceBlue,1,5152065,"",113111,"",65103,0.2,""
"",3,radio_stretch2_loop,1,5152065,"",7,"",65104,0.2,""
"",21,vo_rag_4008,0,5152065,0,vo_rag,"",65105,"",""
0.5,11,"風よ\n風の仕業に決まってるわ\nタイソーに集中なさい、レム",10,5152065,1,4,0,65106,0,0
"",93,0,"",5152065,"",5.1,"",65107,"",""
"",93,0,"",5152065,"",0,"",65108,"",""
"",32,1,"",5152065,"",15,"",65109,"",""
"",33,197,-130,5152065,0.8,15,11,65110,"",""
"",2,197,-280,5152065,0.8,6,11,65111,"",""
"",23,se_10058300_ghost_soul,0,5152065,"",se_10058300,"",65112,"",""
"",93,0,"",5152065,"",0.5,"",65113,"",""
"",3,shock_jump,0,5152065,escape,131911,1,65114,0.2,0
"",3,shock_jump,0,5152065,escape,113111,1,65115,0.2,0
"",21,vo_rag_4010,0,5152065,0,vo_rag,"",65116,"",""
0.8,11,"きゃああぁー！",20,5152065,0,131911,0,65117,20,80
"",21,vo_rag_4011,1,5152065,0,vo_rag,"",65118,"",""
0,11,"ひ、ひいいいぃー！？",20,5152065,0,113111,0,65119,-20,80
"",93,0,"",5152065,"",0.3,"",65120,"",""
"",4,0,"",5152065,"",6,"",65121,"",""
"",93,0,"",5152065,"",0.7,"",65122,"",""
"",2,-1050,-264,5152065,2,131911,0,65123,"",""
"",2,-1229,-285,5152065,2,113111,0,65124,"",""
"",37,out,"",5152065,"",2,"",65125,"",""
"",37,out,"",5152065,"",16,"",65126,"",""
"",37,out,"",5152065,"",14,"",65127,"",""
"",27,bgm_MC173B,0.5,5152065,0.5,bgm_MC173B,0,65128,0,1
"",3,idle_normal,1,5152065,"",7,"",65129,0.2,""
"",6,1,1,5152065,1,7,0,65130,1.2,0
"",3,sad_idle_normal,1,5152065,"",127111,"",65131,0.2,""
"",93,0,"",5152065,"",0.1,"",65132,"",""
"",3,idle_normal_surprise1,1,5152065,"",132111,"",65133,0.2,""
"",3,idle_normal_surprise1,1,5152065,"",4,"",65134,0.2,""
"",3,idle_normal,1,5152065,"",126911,"",65135,0.2,""
"",93,0,"",5152065,"",0.1,"",65136,"",""
"",6,1,1,5152065,1,6,1,65137,1,0
"",93,0,"",5152065,"",2,"",65138,"",""
"",21,vo_rag_4009,0,5152065,0,vo_rag,"",65139,"",""
0,11,"おーい、シノブ…\n捜したんだぞ",10,5152065,1,6,1,65140,0,20
"",91,"","",5152065,"",0,"",65141,"",""
"",3,sad_talk_talk2,1,5152065,"",127111,"",65142,0.2,""
"",3,ghost_dokuro_turn,0,5152065,ghost_dokuro_idleR,6,1,65143,0.2,0
"",21,vo_rag_4012,0,5152065,0,vo_rag,"",65144,"",""
0,11,"さあ、気を取り直して\n体操を続けましょう",10,5152065,1,127111,1,65145,0,0
"",91,"",0,5152065,0,65145,"",65146,"",""
"",3,radio_stretch1_loop_surprise1,1,5152065,"",127111,"",65147,0.2,""
"",93,0,"",5152065,"",0.1,"",65148,"",""
"",3,radio_stretch1_loop,1,5152065,"",132111,"",65149,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",4,"",65150,0.2,""
"",3,radio_stretch1_loop,1,5152065,"",126911,"",65151,0.2,""
"",93,0,"",5152065,"",2.5,"",65152,"",""
"",93,0,"",5152065,"",0.5,"",65153,"",""
"",101,"","",5152065,"",65155,"",65154,"",""
"",25,bgm_MC173B,"",5152065,"",bgm_MC173B,"",65155,"",""
"",22,0,"",5152065,"",0,"",65156,"",""
"",22,0,"",5152065,"",1,"",65157,"",""
idle_normal,1,131911,108,5152066,-151,1,-259,66001,1.55,0
wish_idle_normal,1,132111,110,5152066,-460,1,-295,66002,1.55,0
doya_idle,5,4,109,5152066,-305,4,-277,66003,1.55,0
idle_normal,1,107511,105,5152066,89,1,-258,66004,1.55,1
wish_idle_normal,1,107611,107,5152066,407,1,-297,66005,1.55,1
cool_idle,1,107811,106,5152066,245,1,-278,66006,1.55,1
wish_idle_normal,1,126911,103,5152066,329,1,-142,66007,1.45,1
idle_normal,1,110311,104,5152066,479,1,-158,66008,1.45,1
sad_idle_normal,1,113511,102,5152066,178,1,-132,66009,1.45,1
empty,5,5,107,5152066,-151,5,-259,66010,1.55,0
empty,5,2,210,5152066,15,2,120,66011,0.75,0
"",13,208,"",5152066,"",131911,"",66012,"",""
"",13,210,"",5152066,"",132111,"",66013,"",""
"",13,209,"",5152066,"",4,"",66014,"",""
"",13,205,"",5152066,"",107511,"",66015,"",""
"",13,207,"",5152066,"",107611,"",66016,"",""
"",13,206,"",5152066,"",107811,"",66017,"",""
"",13,203,"",5152066,"",126911,"",66018,"",""
"",13,204,"",5152066,"",110311,"",66019,"",""
"",13,202,"",5152066,"",113511,"",66020,"",""
"",31,1,0,5152066,0,1,1,66021,1,""
"",31,4,0,5152066,0,4,1,66022,0,""
"",31,2,0,5152066,0,2,1,66023,0,""
"",31,3,0,5152066,0,3,1,66024,1,""
"",31,17,0,5152066,0,17,1,66025,0,""
"",91,0,"",5152066,"",0,"",66026,"",""
"",37,telop_6,"",5152066,"",3,"",66027,"",""
"",102,0,0,5152066,"",0,"",66028,"",""
"",93,0,"",5152066,"",1,"",66029,"",""
"",3,talk_normal_joy,1,5152066,"",131911,"",66030,0.2,""
"",21,vo_rag_1001,0,5152066,0,vo_rag,"",66031,"",""
0,11,"それじゃあみんな、\nラジーオタイソーをはじめるわ！",10,5152066,1,131911,1,66032,-10,5
"",91,"",0,5152066,0,66032,"",66033,"",""
"",3,idle_normal_joy,1,5152066,"",131911,"",66034,0.2,""
"",3,gutsB_in,0,5152066,gutsB_idle,132111,1,66035,0.2,0
"",3,cool_in_talk2,0,5152066,cool_talk_talk2,4,1,66036,0.2,0
"",3,handsup_in,0,5152066,handsup_loop,107511,1,66037,0.2,0
"",3,wish_talk,1,5152066,"",107611,"",66038,0.2,""
"",3,wish2_idle,1,5152066,"",126911,"",66039,0.2,""
"",3,joy_idle,1,5152066,"",110311,"",66040,0.2,""
"",3,doya_in,0,5152066,doya_idle_normal2,107811,1,66041,0.2,0
"",3,wish_talk_joy_shy,1,5152066,"",113511,"",66042,0.2,""
"",93,"",0,5152066,0,2.5,"",66043,"",""
"",25,bgm_MC175A,"",5152066,"",bgm_MC175A,"",66044,"",""
"",32,1,"",5152066,"",2,"",66045,"",""
"",3,wish_idle_normal,1,5152066,"",132111,"",66046,0.2,""
"",3,doya_idle,1,5152066,"",4,"",66047,0.2,""
"",3,idle_normal,1,5152066,"",107511,"",66048,0.2,""
"",3,wish_idle_normal,1,5152066,"",107611,"",66049,0.2,""
"",3,cool_idle,1,5152066,"",126911,"",66050,0.2,""
"",3,wish_idle_normal,1,5152066,"",110311,"",66051,0.2,""
"",3,idle_normal,1,5152066,"",107811,"",66052,0.2,""
"",3,sad_idle_normal,1,5152066,"",113511,"",66053,0.2,""
"",21,vo_rag_1002,0,5152066,0,vo_rag,"",66054,"",""
0.5,11,"まずはぴょんぴょん跳ねて\n全身をほぐしていきます",10,5152066,1,131911,0,66055,-10,5
"",93,0,"",5152066,"",0.5,"",66056,"",""
"",3,radio_jump_loop_normal2,1,5152066,"",131911,"",66057,0.2,""
"",93,"",0,5152066,0,1.6,"",66058,"",""
"",3,radio_jump_loop,1,5152066,"",132111,"",66059,0.2,""
"",3,radio_jump_loop_talk2,1,5152066,"",4,"",66060,0.2,""
"",93,"",0,5152066,0,0.1,"",66061,"",""
"",3,radio_jump_loop,1,5152066,"",107511,"",66062,0.2,""
"",3,radio_jump_loop,1,5152066,"",107611,"",66063,0.2,""
"",3,radio_jump_loop,1,5152066,"",126911,"",66064,0.2,""
"",3,radio_jump_loop,1,5152066,"",110311,"",66065,0.2,""
"",3,radio_jump_loop,1,5152066,"",107811,"",66066,0.2,""
"",3,radio_jump_loop,1,5152066,"",113511,"",66067,0.2,""
"",93,0,"",5152066,"",3,"",66068,"",""
"",91,"",0,5152066,0,66055,"",66069,"",""
"",21,vo_rag_1003,0,5152066,0,vo_rag,"",66070,"",""
0.5,11,"ただ跳ねるだけでも\n案外疲れるものね",10,5152066,1,4,0,66071,-10,5
"",93,0,"",5152066,"",3.2,"",66072,"",""
"",91,"",0,5152066,0,66071,"",66073,"",""
"",93,0,"",5152066,"",1.5,"",66074,"",""
"",3,idle_normal,1,5152066,"",131911,"",66075,0.3,""
"",3,wish_talk,1,5152066,"",132111,"",66076,0.3,""
"",3,cool_idle,1,5152066,"",4,"",66077,0.3,""
"",93,0,"",5152066,"",0.1,"",66078,"",""
"",3,idle_normal,1,5152066,"",107511,"",66079,0.3,""
"",3,wish_idle,1,5152066,"",107611,"",66080,0.3,""
