teaser_time,count_start_time,teaser_dialog_type,backgroud_size_y,banner_unit_id,close_time,event_id,sheet_id,que_id,series_event_id,backgroud_pos_y,start_time,backgroud_size_x,end_time,backgroud_pos_x,background,original_event_id
"2024/10/14 15:00:00","2024/10/20 15:00:00",0,1060,123101,"2024/10/25 14:59:59",10127,bgm_M618,bgm_M618,0,50,"2024/10/16 15:00:00",1768,"2024/10/23 14:59:59",60,500016,10100
"2024/10/27 15:00:00","2024/11/09 15:00:00",0,1060,127501,"2024/11/17 14:59:59",10128,bgm_MC075,bgm_MC075,0,50,"2024/10/30 15:00:00",1768,"2024/11/13 14:59:59",60,500016,0
"2024/11/15 15:00:00","2024/11/21 15:00:00",0,1060,123501,"2024/11/26 14:59:59",10129,bgm_M623,bgm_M623,0,50,"2024/11/17 15:00:00",1768,"2024/11/24 14:59:59",60,500096,10102
"2024/11/25 15:00:00","2024/12/08 15:00:00",0,1060,128601,"2024/12/16 14:59:59",10130,bgm_MC082,bgm_MC082,0,50,"2024/11/28 15:00:00",1768,"2024/12/12 14:59:59",60,500118,0
"2024/12/12 15:00:00","2024/12/18 15:00:00",0,1060,123901,"2024/12/23 14:59:59",10131,bgm_M630,bgm_M630,0,50,"2024/12/14 15:00:00",1768,"2024/12/21 14:59:59",60,500096,10104
"2024/12/24 15:00:00","2025/01/06 15:00:00",0,1060,127901,"2025/01/14 14:59:59",10132,bgm_MC091,bgm_MC091,0,50,"2024/12/27 15:00:00",1768,"2025/01/10 14:59:59",60,500881,0
"2025/01/14 15:00:00","2025/01/20 15:00:00",0,1060,124001,"2025/01/25 14:59:59",10133,bgm_M638,bgm_M638,0,50,"2025/01/16 15:00:00",1768,"2025/01/23 14:59:59",60,501463,10106
"2025/01/24 15:00:00","2025/02/06 15:00:00",0,1060,128301,"2025/02/14 14:59:59",10134,bgm_MC099,bgm_MC099,0,50,"2025/01/27 15:00:00",1768,"2025/02/10 14:59:59",60,500183,0
"2025/02/15 15:00:00","2025/02/21 15:00:00",0,1060,124701,"2025/02/26 14:59:59",10135,bgm_M647,bgm_M647,0,50,"2025/02/17 15:00:00",1768,"2025/02/24 14:59:59",60,501884,10108
"2025/02/24 15:00:00","2025/03/21 15:00:00",0,1060,130601,"2025/03/29 14:59:59",10136,bgm_MC110,bgm_MC110,0,50,"2025/02/27 15:00:00",1768,"2025/03/25 14:59:59",60,500016,0
"2025/02/24 15:00:00","2025/03/21 15:00:00",0,1060,130601,"2025/03/29 14:59:59",10137,bgm_MC111,bgm_MC111,10136,50,"2025/03/06 15:00:00",1768,"2025/03/25 14:59:59",60,500175,0
"2025/03/06 15:00:00","2025/03/17 15:00:00",0,1060,125901,"2025/03/25 14:59:59",10138,bgm_M659,bgm_M659,0,50,"2025/03/08 15:00:00",1768,"2025/03/21 14:59:59",60,500013,10110
"2025/03/06 15:00:00","2025/03/17 15:00:00",0,1060,125901,"2025/03/25 14:59:59",10139,bgm_M660,bgm_M660,10138,50,"2025/03/13 15:00:00",1768,"2025/03/21 14:59:59",60,501931,10111
"2025/03/28 15:00:00","2025/04/10 15:00:00",0,1060,129401,"2025/04/18 14:59:59",10140,bgm_MC124,bgm_MC124,0,50,"2025/03/31 15:00:00",1768,"2025/04/14 14:59:59",60,500751,0
"2025/04/13 15:00:00","2025/04/19 15:00:00",0,1060,125201,"2025/04/24 14:59:59",10141,bgm_M668,bgm_M668,0,50,"2025/04/15 15:00:00",1768,"2025/04/22 14:59:59",60,501463,10114
"2025/04/27 15:00:00","2025/05/10 15:00:00",0,1060,129901,"2025/05/18 14:59:59",10142,bgm_MC136,bgm_MC136,0,50,"2025/04/30 15:00:00",1768,"2025/05/14 14:59:59",60,500096,0
"2025/05/13 15:00:00","2025/05/19 15:00:00",0,1060,125401,"2025/05/24 14:59:59",10143,bgm_MC017,bgm_MC017,0,50,"2025/05/15 15:00:00",1768,"2025/05/22 14:59:59",60,501683,10116
"2025/05/26 15:00:00","2025/06/08 15:00:00",0,1060,130801,"2025/06/16 14:59:59",10144,bgm_MC143,bgm_MC143,0,50,"2025/05/29 15:00:00",1768,"2025/06/12 14:59:59",60,502263,0
"2025/06/11 15:00:00","2025/06/17 15:00:00",0,1060,127401,"2025/06/22 14:59:59",10145,bgm_MC026,bgm_MC026,0,50,"2025/06/13 15:00:00",1768,"2025/06/20 14:59:59",60,500013,10118
"2025/06/27 15:00:00","2025/07/10 15:00:00",0,1060,130901,"2025/07/18 14:59:59",10146,bgm_MC147,bgm_MC147,0,50,"2025/06/30 15:00:00",1768,"2025/07/14 14:59:59",60,502273,0
"2025/07/13 15:00:00","2025/07/19 15:00:00",0,1060,126201,"2025/07/24 14:59:59",10147,bgm_MC036,bgm_MC036,0,50,"2025/07/15 15:00:00",1768,"2025/07/22 14:59:59",60,501983,10120
"2025/07/26 15:00:00","2025/08/08 15:00:00",0,1060,131201,"2025/08/16 14:59:59",10148,bgm_MC156,bgm_MC156,0,50,"2025/07/29 15:00:00",1768,"2025/08/12 14:59:59",60,500164,0
"2025/08/11 15:00:00","2025/08/17 15:00:00",0,1060,126701,"2025/08/22 14:59:59",10149,bgm_MC046,bgm_MC046,0,50,"2025/08/13 15:00:00",1768,"2025/08/20 14:59:59",60,500016,10122
"2025/08/26 15:00:00","2025/09/08 15:00:00",0,1060,131701,"2025/09/16 14:59:59",10150,bgm_MC162,bgm_MC162,0,50,"2025/08/29 15:00:00",1768,"2025/09/12 14:59:59",60,502332,0
"2025/09/13 15:00:00","2025/09/19 15:00:00",0,1060,127001,"2025/09/24 14:59:59",10151,bgm_MC056,bgm_MC056,0,50,"2025/09/15 15:00:00",1768,"2025/09/22 14:59:59",60,501613,10124
"2025/10/28 15:00:00","2025/11/10 15:00:00",0,1060,132201,"2025/11/18 14:59:59",10154,bgm_MC186,bgm_MC186,0,50,"2025/10/31 15:00:00",1768,"2025/11/14 14:59:59",60,502364,0
"2025/09/28 15:00:00","2025/10/11 15:00:00",0,1060,127201,"2025/10/19 14:59:59",10155,bgm_MC063,bgm_MC063,0,50,"2025/10/01 15:00:00",1768,"2025/10/15 14:59:59",60,502032,10126
"2025/11/28 15:00:00","2025/12/11 15:00:00",0,1060,134101,"2025/12/19 14:59:59",10156,bgm_MC194,bgm_MC194,0,50,"2025/12/01 15:00:00",1768,"2025/12/15 14:59:59",60,500016,0
"2025/10/14 15:00:00","2025/10/20 15:00:00",0,1060,127501,"2025/10/25 14:59:59",10157,bgm_MC075,bgm_MC075,0,50,"2025/10/16 15:00:00",1768,"2025/10/23 14:59:59",60,500016,10128
"2025/12/28 15:00:00","2026/01/10 15:00:00",0,1060,134201,"2026/01/18 14:59:59",10158,bgm_MC213,bgm_MC213,0,50,"2025/12/31 15:00:00",1768,"2026/01/14 14:59:59",60,500881,0
"2025/11/16 15:00:00","2025/11/22 15:00:00",0,1060,128601,"2025/11/27 14:59:59",10159,bgm_MC082,bgm_MC082,0,50,"2025/11/18 15:00:00",1768,"2025/11/25 14:59:59",60,500118,10130
"2026/01/27 15:00:00","2026/02/09 15:00:00",0,1060,133201,"2026/02/17 14:59:59",10160,bgm_MC215B,bgm_MC215B,0,50,"2026/01/30 15:00:00",1768,"2026/02/13 14:59:59",60,502116,0
"2025/12/17 15:00:00","2025/12/23 15:00:00",0,1060,127901,"2025/12/28 14:59:59",10161,bgm_MC091,bgm_MC091,0,50,"2025/12/19 15:00:00",1768,"2025/12/26 14:59:59",60,500881,10132
"2026/01/13 15:00:00","2026/01/19 15:00:00",0,1060,128301,"2026/01/24 14:59:59",10163,bgm_MC099,bgm_MC099,0,50,"2026/01/15 15:00:00",1768,"2026/01/22 14:59:59",60,500183,10134
"2026/02/11 15:00:00","2026/02/23 15:00:00",0,1060,130601,"2026/02/28 14:59:59",10164,bgm_MC110,bgm_MC110,0,50,"2026/02/13 15:00:00",1768,"2026/02/26 14:59:59",60,500016,10136
"2026/02/11 15:00:00","2026/02/23 15:00:00",0,1060,130601,"2026/02/28 14:59:59",10165,bgm_MC111,bgm_MC111,10164,50,"2026/02/18 15:00:00",1768,"2026/02/26 14:59:59",60,500175,10137
