param_01,param_06,param_02,param_07,param_08,command_type,command_id,drama_id,param_05,param_03,param_04
2,"",1500,"","",33,18710009,871,"",-250,10
se_10053800,"",se_fpc_water_random,"","",23,18720001,872,"","",""
1,1.75,110311,0,cmn_boat_relax_l,1,18720002,872,-180,23,-850
1,1.75,126711,0,cmn_boat_relax,1,18720003,872,-180,23,-1200
2,1.75,1,0,cmn_boat_idle_blue,5,18720004,872,-180,22,-850
2,1.75,2,0,cmn_boat_idle_l,5,18720005,872,-180,22,-1200
116,1,1,"","",31,18720006,872,1,-850,-180
116,1,2,"","",31,18720007,872,1,-1200,-180
110311,"",1750,"","",2,18720008,872,"",-180,13.5
126711,"",1400,"","",2,18720009,872,"",-180,13.5
1,"",1750,"","",2,18720010,872,"",-180,13.5
2,"",1400,"","",2,18720011,872,"",-180,13.5
1,"",1750,"","",33,18720012,872,"",-180,13.5
2,"",1400,"","",33,18720013,872,"",-180,13.5
2.7,"","","","",93,18720014,872,"","",""
vo_fpc,"",vo_fpc_87201,"","",21,18720015,872,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18730001,873,"","",""
1,1.75,110411,0,cmn_swm_breastStroke,1,18730002,873,-125,12,-850
1,1.75,115711,0,cmn_swm_breastStroke,1,18730003,873,-250,32,-1100
2,1,1,"","",31,18730004,873,1,-850,-125
2,1,2,"","",31,18730005,873,1,-1100,-250
110411,"",1750,"","",2,18730006,873,"",-125,10
115711,"",1500,"","",2,18730007,873,"",-250,10
1,"",1750,"","",33,18730008,873,"",-125,10
2,"",1500,"","",33,18730009,873,"",-250,10
se_10053800,"",se_fpc_water_random,"","",23,18740001,874,"","",""
1,1.75,110411,1,cmn_float,1,18740002,874,-180,22,-1100
1,1.75,122611,0,cmn_float,1,18740003,874,-125,12,-1350
6,1,2,"","",31,18740004,874,1,-1070,-180
6,1,3,"","",31,18740005,874,1,-1350,-125
110411,"",1500,"","",2,18740006,874,"",-180,13.5
122611,"",1250,"","",2,18740007,874,"",-125,13.5
2,"",1530,"","",33,18740008,874,"",-180,13.5
3,"",1250,"","",33,18740009,874,"",-125,13.5
2.6,"","","","",93,18740010,874,"","",""
vo_fpc,"",vo_fpc_87401,"","",21,18740011,874,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18750001,875,"","",""
1,1.75,108011,0,cmn_swm_diving,1,18750002,875,-125,12,-850
1,1.75,129411,0,cmn_swm_diving,1,18750003,875,-180,22,-1100
9,1,1,"","",31,18750004,875,1,-850,-125
9,1,2,"","",31,18750005,875,1,-1100,-180
108011,"",1750,"","",2,18750006,875,"",-125,13.5
129411,"",1500,"","",2,18750007,875,"",-180,13.5
1,"",1750,"","",33,18750008,875,"",-125,13.5
2,"",1500,"","",33,18750009,875,"",-180,13.5
se_10053800,"",se_fpc_water_random,"","",23,18760001,876,"","",""
1,1.75,117111,1,cmn_float,1,18760002,876,-180,22,-1100
1,1.75,129311,0,cmn_float,1,18760003,876,-125,12,-1350
6,1,2,"","",31,18760004,876,1,-1070,-180
6,1,3,"","",31,18760005,876,1,-1350,-125
117111,"",1500,"","",2,18760006,876,"",-180,13.5
129311,"",1250,"","",2,18760007,876,"",-125,13.5
2,"",1530,"","",33,18760008,876,"",-180,13.5
3,"",1250,"","",33,18760009,876,"",-125,13.5
2.8,"","","","",93,18760010,876,"","",""
vo_fpc,"",vo_fpc_87601,"","",21,18760011,876,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18770001,877,"","",""
1,1.75,117211,0,cmn_crawl,1,18770002,877,-125,12,-850
1,1.75,117311,0,cmn_crawl,1,18770003,877,-250,32,-1100
1,1.75,117411,0,cmn_crawl,1,18770004,877,-125,12,-1350
1,1.75,129511,0,cmn_swm_diving,1,18770005,877,-250,32,-1600
7,1,1,"","",31,18770006,877,1,-850,-125
1,1,2,"","",31,18770007,877,1,-1100,-250
7,1,3,"","",31,18770008,877,1,-1350,-125
9,1,4,"","",31,18770009,877,1,-1600,-250
117211,"",1750,"","",2,18770010,877,"",-125,10
117311,"",1500,"","",2,18770011,877,"",-250,10
117411,"",1250,"","",2,18770012,877,"",-125,10
129511,"",1000,"","",2,18770013,877,"",-250,10
1,"",1750,"","",33,18770014,877,"",-125,10
2,"",1500,"","",33,18770015,877,"",-250,10
3,"",1250,"","",33,18770016,877,"",-125,10
4,"",1000,"","",33,18770017,877,"",-250,10
se_10053800,"",se_fpc_water_random,"","",23,18780001,878,"","",""
1,1.75,110611,0,cmn_swm_tread,1,18780002,878,-125,13,-850
1,1.75,129511,0,cmn_swm_tread,1,18780003,878,-250,33,-1100
1,1.75,1,0,cmn_swm_tread_pink,5,18780004,878,-125,12,-850
1,1.75,2,0,cmn_swm_tread_blue,5,18780005,878,-250,32,-1100
13,1,1,"","",31,18780006,878,1,-850,-125
3,1,2,"","",31,18780007,878,1,-1100,-250
110611,"",1750,"","",2,18780008,878,"",-125,13.5
129511,"",1500,"","",2,18780009,878,"",-250,13.5
1,"",1750,"","",2,18780010,878,"",-125,13.5
2,"",1500,"","",2,18780011,878,"",-250,13.5
1,"",1750,"","",33,18780012,878,"",-125,13.5
2,"",1500,"","",33,18780013,878,"",-250,13.5
se_10053800,"",se_fpc_water_random,"","",23,18790001,879,"","",""
1,1.75,107611,1,cmn_float,1,18790002,879,-180,22,-1100
1,1.75,122611,0,cmn_float,1,18790003,879,-125,12,-1350
6,1,2,"","",31,18790004,879,1,-1070,-180
6,1,3,"","",31,18790005,879,1,-1350,-125
107611,"",1500,"","",2,18790006,879,"",-180,13.5
122611,"",1250,"","",2,18790007,879,"",-125,13.5
2,"",1530,"","",33,18790008,879,"",-180,13.5
3,"",1250,"","",33,18790009,879,"",-125,13.5
2.6,"","","","",93,18790010,879,"","",""
vo_fpc,"",vo_fpc_87901,"","",21,18790011,879,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18800001,880,"","",""
1,1.75,110311,1,cmn_float,1,18800002,880,-180,22,-1100
1,1.75,129311,1,04_misogi_float_loop,1,18800003,880,-125,12,-1350
6,1,2,"","",31,18800004,880,1,-1070,-180
6,1,3,"","",31,18800005,880,1,-1350,-125
110311,"",1500,"","",2,18800006,880,"",-180,13.5
129311,"",1250,"","",2,18800007,880,"",-125,13.5
2,"",1530,"","",33,18800008,880,"",-180,13.5
3,"",1250,"","",33,18800009,880,"",-125,13.5
2.5,"","","","",93,18800010,880,"","",""
vo_fpc,"",vo_fpc_88001,"","",21,18800011,880,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18810001,881,"","",""
1,1.75,113511,1,cmn_float,1,18810002,881,-180,22,-1100
1,1.75,129311,1,04_misogi_float_loop,1,18810003,881,-125,12,-1350
6,1,2,"","",31,18810004,881,1,-1070,-180
6,1,3,"","",31,18810005,881,1,-1350,-125
113511,"",1500,"","",2,18810006,881,"",-180,13.5
129311,"",1250,"","",2,18810007,881,"",-125,13.5
2,"",1530,"","",33,18810008,881,"",-180,13.5
3,"",1250,"","",33,18810009,881,"",-125,13.5
2.4,"","","","",93,18810010,881,"","",""
vo_fpc,"",vo_fpc_88101,"","",21,18810011,881,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18820001,882,"","",""
1,1.75,108011,0,cmn_boat_relax_l,1,18820002,882,-180,23,-850
1,1.75,107911,0,cmn_boat_cat,1,18820003,882,-180,23,-1200
2,1.75,1,0,cmn_boat_idle_blue,5,18820004,882,-180,22,-850
2,1.75,2,0,cmn_boat_idle_l,5,18820005,882,-180,22,-1200
116,1,1,"","",31,18820006,882,1,-850,-180
116,1,2,"","",31,18820007,882,1,-1200,-180
108011,"",1750,"","",2,18820008,882,"",-180,13.5
107911,"",1400,"","",2,18820009,882,"",-180,13.5
1,"",1750,"","",2,18820010,882,"",-180,13.5
2,"",1400,"","",2,18820011,882,"",-180,13.5
1,"",1750,"","",33,18820012,882,"",-180,13.5
2,"",1400,"","",33,18820013,882,"",-180,13.5
1,"","","","",93,18820014,882,"","",""
vo_fpc,"",vo_fpc_88201,"","",21,18820015,882,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18830001,883,"","",""
1,1.75,110411,0,10_cmn_dogscratch,1,18830002,883,-125,12,-850
1,1.75,110511,0,10_cmn_dogscratch,1,18830003,883,-250,32,-1100
1,1.75,115711,0,10_cmn_dogscratch,1,18830004,883,-125,12,-1350
1,1.75,122411,0,10_cmn_dogscratch,1,18830005,883,-250,32,-1600
117,1,1,"","",31,18830006,883,1,-850,-125
117,1,2,"","",31,18830007,883,1,-1100,-250
117,1,3,"","",31,18830008,883,1,-1350,-125
117,1,4,"","",31,18830009,883,1,-1600,-250
110411,"",1750,"","",2,18830010,883,"",-125,10
110511,"",1500,"","",2,18830011,883,"",-250,10
115711,"",1250,"","",2,18830012,883,"",-125,10
122411,"",1000,"","",2,18830013,883,"",-250,10
1,"",1750,"","",33,18830014,883,"",-125,10
2,"",1500,"","",33,18830015,883,"",-250,10
3,"",1250,"","",33,18830016,883,"",-125,10
4,"",1000,"","",33,18830017,883,"",-250,10
se_10053800,"",se_fpc_water_random,"","",23,18840001,884,"","",""
1,1.75,107511,1,cmn_float,1,18840002,884,-180,22,-1100
1,1.75,126611,0,cmn_float,1,18840003,884,-125,12,-1350
6,1,2,"","",31,18840004,884,1,-1070,-180
6,1,3,"","",31,18840005,884,1,-1350,-125
107511,"",1500,"","",2,18840006,884,"",-180,13.5
126611,"",1250,"","",2,18840007,884,"",-125,13.5
2,"",1530,"","",33,18840008,884,"",-180,13.5
3,"",1250,"","",33,18840009,884,"",-125,13.5
2.2,"","","","",93,18840010,884,"","",""
vo_fpc,"",vo_fpc_88401,"","",21,18840011,884,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18850001,885,"","",""
1,1.75,107611,1,cmn_float,1,18850002,885,-180,22,-1100
1,1.75,107711,0,cmn_float,1,18850003,885,-125,12,-1350
6,1,2,"","",31,18850004,885,1,-1070,-180
6,1,3,"","",31,18850005,885,1,-1350,-125
107611,"",1500,"","",2,18850006,885,"",-180,13.5
107711,"",1250,"","",2,18850007,885,"",-125,13.5
2,"",1530,"","",33,18850008,885,"",-180,13.5
3,"",1250,"","",33,18850009,885,"",-125,13.5
2.6,"","","","",93,18850010,885,"","",""
vo_fpc,"",vo_fpc_88501,"","",21,18850011,885,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18860001,886,"","",""
1,1.75,113111,0,cmn_boat_relax_l,1,18860002,886,-180,23,-850
1,1.75,122511,0,cmn_boat_relax,1,18860003,886,-180,23,-1200
2,1.75,1,0,cmn_boat_idle_blue,5,18860004,886,-180,22,-850
2,1.75,2,0,cmn_boat_idle_l,5,18860005,886,-180,22,-1200
116,1,1,"","",31,18860006,886,1,-850,-180
116,1,2,"","",31,18860007,886,1,-1200,-180
113111,"",1750,"","",2,18860008,886,"",-180,13.5
122511,"",1400,"","",2,18860009,886,"",-180,13.5
1,"",1750,"","",2,18860010,886,"",-180,13.5
2,"",1400,"","",2,18860011,886,"",-180,13.5
1,"",1750,"","",33,18860012,886,"",-180,13.5
2,"",1400,"","",33,18860013,886,"",-180,13.5
2.6,"","","","",93,18860014,886,"","",""
vo_fpc,"",vo_fpc_88601,"","",21,18860015,886,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18870001,887,"","",""
1,1.75,107711,1,cmn_float,1,18870002,887,-180,22,-1100
1,1.75,122711,0,cmn_float,1,18870003,887,-125,12,-1350
6,1,2,"","",31,18870004,887,1,-1070,-180
6,1,3,"","",31,18870005,887,1,-1350,-125
107711,"",1500,"","",2,18870006,887,"",-180,13.5
122711,"",1250,"","",2,18870007,887,"",-125,13.5
2,"",1530,"","",33,18870008,887,"",-180,13.5
3,"",1250,"","",33,18870009,887,"",-125,13.5
2.5,"","","","",93,18870010,887,"","",""
vo_fpc,"",vo_fpc_88701,"","",21,18870011,887,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18890001,889,"","",""
1,1.49,122811,1,09_misogi_run,1,18890002,889,-15,12,750
122811,"",-750,0,"",2,18890003,889,"",-15,5.65
0.5,"","","","",93,18890004,889,"","",""
vo_fpc,"",vo_fpc_88901,"","",21,18890005,889,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18900001,890,"","",""
1,1.49,107911,1,09_misogi_run,1,18900002,890,-15,12,750
107911,"",-750,0,"",2,18900003,890,"",-15,5.65
0.6,"","","","",93,18900004,890,"","",""
vo_fpc,"",vo_fpc_89001,"","",21,18900005,890,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18910001,891,"","",""
1,1.75,122411,1,04_misogi_flutterKick_loop,1,18910002,891,-180,22,1000
12,1,12,"","",31,18910003,891,1,1000,-180
122411,"",-1200,0,"",2,18910004,891,"",-180,10
12,"",-1200,0,"",33,18910005,891,"",-180,10
2,"","","","",93,18910006,891,"","",""
vo_fpc,"",vo_fpc_89101,"","",21,18910007,891,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18920001,892,"","",""
1,1.75,107911,0,cmn_boat_cat,1,18920002,892,-180,23,-850
2,1.75,1,0,cmn_boat_idle_l,5,18920003,892,-180,22,-850
116,1,1,"","",31,18920004,892,1,-850,-180
107911,"",1750,"","",2,18920005,892,"",-180,13.5
1,"",1750,"","",2,18920006,892,"",-180,13.5
1,"",1750,"","",33,18920007,892,"",-180,13.5
1.6,"","","","",93,18920008,892,"","",""
vo_fpc,"",vo_fpc_89201,"","",21,18920009,892,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18930001,893,"","",""
1,1.75,107811,0,cmn_boat_nervous,1,18930002,893,-180,23,-850
2,1.75,1,0,cmn_boat_idle_l,5,18930003,893,-180,22,-850
116,1,1,"","",31,18930004,893,1,-850,-180
107811,"",1750,"","",2,18930005,893,"",-180,13.5
1,"",1750,"","",2,18930006,893,"",-180,13.5
1,"",1750,"","",33,18930007,893,"",-180,13.5
1.6,"","","","",93,18930008,893,"","",""
vo_fpc,"",vo_fpc_89301,"","",21,18930009,893,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18940001,894,"","",""
1,1.75,127011,0,00_kuka_float,1,18940002,894,-180,22,-1100
9,0.3,1,0,idle,5,18940003,894,-180,22,-1250
9,0.3,2,0,idle,5,18940004,894,-180,22,-950
6,1,1,"","",31,18940005,894,1,-1100,-180
125,1,2,"","",31,18940006,894,1,-1250,-180
125,1,3,"","",31,18940007,894,1,-950,-180
127011,"",1050,"","",2,18940008,894,"",-180,10
1,"",900,"","",2,18940009,894,"",-180,10
2,"",1200,"","",2,18940010,894,"",-180,10
1,"",1050,"","",33,18940011,894,"",-180,10
2,"",900,"","",33,18940012,894,"",-180,10
3,"",1200,"","",33,18940013,894,"",-180,10
2.1,"","","","",93,18940014,894,"","",""
vo_fpc,"",vo_fpc_89401,"","",21,18940015,894,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18950001,895,"","",""
22,1.66,22,0,48_kyaru_floatRing,5,18950002,895,-180,22,-1100
102,1,1,"","",31,18950003,895,1,-1100,-180
22,"",1050,"","",2,18950004,895,"",-180,10
1,"",1050,"","",33,18950005,895,"",-180,10
2.1,"","","","",93,18950006,895,"","",""
vo_fpc,"",vo_fpc_89501,"","",21,18950007,895,"","",0
se_10053800,"",se_fpc_water_random,"","",23,18960001,896,"","",""
21,1.66,21,0,02_neneka_floatRing,5,18960002,896,-180,22,-1100
102,1,1,"","",31,18960003,896,1,-1100,-180
21,"",1050,"","",2,18960004,896,"",-180,10
1,"",1050,"","",33,18960005,896,"",-180,10
2.5,"","","","",93,18960006,896,"","",""
vo_fpc,"",vo_fpc_89601,"","",21,18960007,896,"","",0
1,1.75,126811,0,01_yukari_idle,1,19010001,901,-250,33,-900
3,1.75,3,0,01_yukari_idle,5,19010002,901,-250,34,-900
2,1.75,2,0,cmn_boat_idle,5,19010003,901,-250,32,-900
101,1,126811,"","",31,19010004,901,1,-900,-250
se_10053800,"",se_fpc_water_random,"","",23,19010005,901,"",1,""
19010004,"",0,"","",91,19010006,901,"","",""
126811,"",0,"","",2,19010007,901,12,-250,5.29411764705882
3,"",0,"","",2,19010008,901,12,-250,5.29411764705882
2,"",0,"","",2,19010009,901,12,-250,5.29411764705882
126811,"",0,"","",33,19010010,901,12,-250,5.29411764705882
"","","","","",91,19010011,901,"","",""
126811,0.1,01_yukari_talk,0.1,"",3,19010012,901,1,0,01_yukari_talk_loop
3,0.1,01_yukari_talk,0.1,"",3,19010013,901,1,0,01_yukari_talk_loop
2,0.1,cmn_boat_idle,"","",3,19010014,901,"",1,""
4,"",0,"","",93,19010015,901,"","",""
vo_fpc,"",vo_fpc_20100,"","",21,19010016,901,"","",0
126811,0,"푸하아~…",0,0.5,11,19010017,901,0,10,1
0,"","","","",91,19010018,901,"","",""
0.5,"",0,"","",93,19010019,901,"","",""
vo_fpc,"",vo_fpc_20101,"","",21,19010020,901,"","",0
126811,0,"한여름의 해변에서 마시는 것도 좋지만\n한겨울에 이렇게 수영장에서 마시는 것도\n사치스럽고 좋네…",0,0.5,11,19010021,901,0,10,1
0,"","","","",91,19010022,901,"","",""
0.5,"",0,"","",93,19010023,901,"","",""
vo_fpc,"",vo_fpc_20102,"","",21,19010024,901,"","",0
126811,0,"성기샤 맥주랑 우랴 맥주,\n추가로 입고하자고\n아키노 씨에게 부탁해야지…",0,0.5,11,19010025,901,0,10,1
0,"","","","",91,19010026,901,"","",""
0.5,"",0,"","",93,19010027,901,"","",""
126811,0.1,01_yukari_talk2_loop,"","",3,19010028,901,"",1,""
3,0.1,01_yukari_talk2_loop,"","",3,19010029,901,"",1,""
2,0.1,cmn_boat_idle,"","",3,19010030,901,"",1,""
vo_fpc,"",vo_fpc_20103,"","",21,19010031,901,"","",0
126811,0,"그건 그렇고 뭔가 빙빙 도는 것 같네~\n수영장인데 큰 파도라도\n치는 걸까… 앗, 우웁!",0,0.5,11,19010032,901,0,10,1
0,"","","","",91,19010033,901,"","",""
126811,0.1,01_yukari_sick_1,0.1,"",3,19010034,901,1,0,01_yukari_sick_1_loop
3,0.1,01_yukari_sick_1,0.1,"",3,19010035,901,1,0,01_yukari_sick_1_loop
2,0.1,cmn_boat_idle,"","",3,19010036,901,"",1,""
2,"",0,"","",93,19010037,901,"","",""
126811,0.1,01_yukari_sick_2,0.1,"",3,19010038,901,1,0,01_yukari_sick_2_loop
3,0.1,01_yukari_sick_2,0.1,"",3,19010039,901,1,0,01_yukari_sick_2_loop
2,0.1,cmn_boat_idle,"","",3,19010040,901,"",1,""
vo_fpc,"",vo_fpc_20104,"","",21,19010041,901,"","",0
126811,0,"아, 안 돼…\n나에게도 위기가…\n차, 참는 거야, 유카리…",0,0.5,11,19010042,901,0,10,1
0,"","","","",91,19010043,901,"","",""
0.5,"",0,"","",93,19010044,901,"","",""
126811,"",1000,"","",2,19010045,901,"",-250,4.52488687782805
3,"",1000,"","",2,19010046,901,"",-250,4.52488687782805
2,"",1000,"","",2,19010047,901,"",-250,4.52488687782805
126811,"",1000,"","",33,19010048,901,"",-250,4.52488687782805
0,"","","","",91,19010049,901,"","",""
21,1.75,1,0,02_neneka_floatRing,5,19020001,902,-180,22,-780
21,1.6625,2,0,02_neneka_floatRing,5,19020002,902,-125,12,-780
21,1.8375,3,0,02_neneka_floatRing,5,19020003,902,-250,32,-780
21,1.75,4,0,02_neneka_floatRing,5,19020004,902,-180,22,-780
21,1.6625,5,0,02_neneka_floatRing,5,19020005,902,-125,12,-780
21,1.8375,6,0,02_neneka_floatRing,5,19020006,902,-250,32,-780
102,1,1,"","",31,19020007,902,1,-780,-180
102,1,2,"","",31,19020008,902,1,-780,-125
102,1,3,"","",31,19020009,902,1,-780,-250
102,1,4,"","",31,19020010,902,1,-780,-180
102,1,5,"","",31,19020011,902,1,-780,-125
102,1,6,"","",31,19020012,902,1,-780,-250
se_10053800,"",se_fpc_water_random,"","",23,19020013,902,"",1,""
19020012,"","","","",91,19020014,902,"","",""
1,"",0,"","",2,19020015,902,12,-180,4.58823529411765
1,"",0,"","",33,19020016,902,12,-180,4.58823529411765
19020015,"","","","",91,19020017,902,"","",""
vo_fpc,"",vo_fpc_20200,"","",21,19020018,902,"","",0
1,0,"흠…",0,0.5,11,19020019,902,0,10,1
0,"","","","",91,19020020,902,"","",""
0.5,"",0,"","",93,19020021,902,"","",""
1,"",150,"","",2,19020022,902,12,-180,3.70588235294118
1,"",150,"","",33,19020023,902,12,-180,3.70588235294118
2,0.1,02_neneka_floatRing,"","",3,19020024,902,"",1,""
2,"",-150,"","",2,19020025,902,12,-125,3.70588235294118
2,"",-150,"","",33,19020026,902,12,-125,3.70588235294118
19020025,"","","","",91,19020027,902,"","",""
vo_fpc,"",vo_fpc_20201,"","",21,19020028,902,"","",0
2,0,"그저 둥둥 떠내려간다는\n이 세상 평범한 사람들 같은 행위가\n뭐가 재밌나 했는데…",0,0.5,11,19020029,902,0,10,1
0,"","","","",91,19020030,902,"","",""
0.5,"",0,"","",93,19020031,902,"","",""
1,"",250,"","",2,19020032,902,12,-180,3.11764705882353
1,"",250,"","",33,19020033,902,12,-180,3.11764705882353
2,"",0,"","",2,19020034,902,12,-125,3.11764705882353
2,"",0,"","",33,19020035,902,12,-125,3.11764705882353
3,0.1,02_neneka_floatRing,"","",3,19020036,902,"",1,""
3,"",-250,"","",2,19020037,902,12,-250,3.11764705882353
3,"",-250,"","",33,19020038,902,12,-250,3.11764705882353
19020037,"","","","",91,19020039,902,"","",""
vo_fpc,"",vo_fpc_20202,"","",21,19020040,902,"","",0
3,0,"이건 이거대로 꽤 좋네요…\n다음에 노웸이라도 데려와서\n체험하게 해볼까.",0,0.5,11,19020041,902,0,10,1
4.5,"",1,"","",93,19020042,902,"","",""
0.9,"",0,"","",93,19020043,902,"","",""
19020041,"","","","",91,19020044,902,"","",""
4,0.1,02_neneka_floatRing,"","",3,19020045,902,"",1,""
4,"",850,"","",2,19020046,902,"",-180,7.37556561085973
4,"",850,"","",33,19020047,902,"",-180,7.37556561085973
0.2,"",0,"","",93,19020048,902,"","",""
5,0.1,02_neneka_floatRing,"","",3,19020049,902,"",1,""
1,"",850,"","",2,19020050,902,12,-180,2.71493212669683
1,"",850,"","",33,19020051,902,12,-180,2.71493212669683
0.2,"",0,"","",93,19020052,902,"","",""
2,"",850,"","",2,19020053,902,12,-125,3.84615384615385
2,"",850,"","",33,19020054,902,12,-125,3.84615384615385
0.1,"",0,"","",93,19020055,902,"","",""
3,"",850,"","",2,19020056,902,12,-250,4.97737556561086
3,"",850,"","",33,19020057,902,12,-250,4.97737556561086
1.5,"",0,"","",93,19020058,902,"","",""
5,"",850,"","",2,19020059,902,"",-125,6.26923076923077
5,"",850,"","",33,19020060,902,"",-125,6.26923076923077
1,"",0,"","",93,19020061,902,"","",""
6,0.1,02_neneka_floatRing,"","",3,19020062,902,"",1,""
6,"",850,"","",2,19020063,902,"",-250,6.63800904977376
6,"",850,"","",33,19020064,902,"",-250,6.63800904977376
0,"","","","",91,19020065,902,"","",""
1,"",0,"","",93,19020066,902,"","",""
0,"","","","",91,19020067,902,"","",""
1,1.4875,113211,0,03_cmn_walk_styk_N2,1,19030001,903,-15,12,-750
1,1.4875,113311,0,03_cmn_run_def_N,1,19030002,903,-15,12,750
se_10053800,"",se_fpc_water_random,"","",23,19030003,903,"",1,""
19030002,"",0,"","",91,19030004,903,"","",""
113211,"",-150,"","",2,19030005,903,"",-15,3.52941176470588
1.5,"",0,"","",93,19030006,903,"","",""
113311,"",150,"","",2,19030007,903,"",-15,2.71493212669683
19030005,"","","","",91,19030008,903,"","",""
113211,0.1,03_cmn_idol_def_N,"","",3,19030009,903,"",1,""
19030007,"","","","",91,19030010,903,"","",""
113311,0.3,03_nanaka_gufufu,"","",3,19030011,903,"",1,""
0.3,"",0,"","",93,19030012,903,"","",""
vo_fpc,"",vo_fpc_20300,"","",21,19030013,903,"","",0
113311,0,"크흐흣,\n역시 안나♪",0,0.5,11,19030014,903,0,10,1
0,"","","","",91,19030015,903,"","",""
0.5,"",0,"","",93,19030016,903,"","",""
vo_fpc,"",vo_fpc_20301,"","",21,19030017,903,"","",0
113311,0,"나나카가 선택한 전설의 학교 수영복을\n완벽하게 소화했구려!",0,0.5,11,19030018,903,0,10,1
0,"","","","",91,19030019,903,"","",""
0.5,"",0,"","",93,19030020,903,"","",""
113211,0.1,03_anna_shy,"","",3,19030021,903,"",1,""
vo_fpc,"",vo_fpc_20302,"","",21,19030022,903,"","",0
113211,0,"앗, 이건 다른 수영복이 없어서\n어쩔 수 없이…",0,0.5,11,19030023,903,0,10,1
0,"","","","",91,19030024,903,"","",""
0.5,"",0,"","",93,19030025,903,"","",""
vo_fpc,"",vo_fpc_20303,"","",21,19030026,903,"","",0
113311,0,"괜찮아, 괜찮아\n어울린다는 건 사실이라니까!",0,0.5,11,19030027,903,0,10,1
0,"","","","",91,19030028,903,"","",""
0.5,"",0,"","",93,19030029,903,"","",""
vo_fpc,"",vo_fpc_20304,"","",21,19030030,903,"","",0
113311,0,"아니면…\n내 수영복하고 교환할래?",0,0.5,11,19030031,903,0,10,1
0,"","","","",91,19030032,903,"","",""
0.5,"",0,"","",93,19030033,903,"","",""
113211,0.1,03_anna_pui_in,"","",3,19030034,903,1,0,03_anna_pui_loop
vo_fpc,"",vo_fpc_20305,"","",21,19030035,903,"","",0
113211,0,"그건 그거대로 부끄럽지 않나!",0,0.5,11,19030036,903,0,10,1
0,"","","","",91,19030037,903,"","",""
0.5,"",0,"","",93,19030038,903,"","",""
vo_fpc,"",vo_fpc_20306,"","",21,19030039,903,"","",0
113211,0,"나, 나는 친구가 골라준\n이 학교 수영복이면 충분하다!",0,0.5,11,19030040,903,0,10,1
0,"","","","",91,19030041,903,"","",""
0.5,"",0,"","",93,19030042,903,"","",""
113311,0.1,1,"","",4,19030043,903,"",1,""
113211,0.1,1,"","",4,19030044,903,"",1,""
113311,0.1,03_cmn_run_def_N,"","",3,19030045,903,"",1,""
113211,0.1,03_cmn_walk_styk_N2,"","",3,19030046,903,"",1,""
113311,"",750,"","",2,19030047,903,"",-15,2.71493212669683
113211,"",-750,"","",2,19030048,903,"",-15,3.52941176470588
0,"","","","",91,19030049,903,"","",""
1,1.75,122811,0,04_misogi_flutterKick_loop,1,19040001,904,-180,22,-910
1,1.75,122911,0,04_mimi_flutterKick_loop,1,19040002,904,-125,12,-910
1,1.75,122711,0,04_kyouka_flutterKick_loop,1,19040003,904,-180,22,-910
1,1.75,129311,0,04_yuni_flutterKick_loop,1,19040004,904,-180,23,-910
1,1.75,1,0,cmn_swm_flutterKick_floatBoad,5,19040005,904,-180,22,-910
3,1.75,3,0,empty,5,19040006,904,-180,24,-50
1,1,1,"","",31,19040007,904,1,-910,-180
4,0,11,"","",31,19040008,904,1,-910,-180
7,1,2,"","",31,19040009,904,1,-910,-125
4,0,21,"","",31,19040010,904,1,-910,-125
1,1,3,"","",31,19040011,904,1,-910,-180
4,0,31,"","",31,19040012,904,1,-910,-180
1,1,4,"","",31,19040013,904,1,-910,-180
4,0,41,"","",31,19040014,904,1,-50,-180
1006,0,1006,"","",31,19040015,904,1,-180,0
se_10053800,"",se_fpc_water_random,"","",23,19040016,904,"",1,""
19040015,"",0,"","",91,19040017,904,"","",""
122811,"",375,"","",2,19040018,904,12,-180,5.81447963800905
1,"",375,"","",33,19040019,904,12,-180,5.81447963800905
11,"",375,"","",33,19040020,904,12,-180,5.81447963800905
"","","","","",91,19040021,904,"","",""
1,"",0,"","",32,19040022,904,"","",""
11,"",1,"","",32,19040023,904,"","",""
122811,0.1,04_misogi_float_in,0.1,"",3,19040024,904,1,0,04_misogi_float_loop
0.9,"",0,"","",93,19040025,904,"","",""
vo_fpc,"",vo_fpc_20400,"","",21,19040026,904,"","",0
