id,story_id,cue_name,seek_time,command_param,start_pos,type,command,sheet_name,seq_num,end_pos,line_num
100981423,1009814,0,0.82,0.0,0,1,0,0,23,50,12
100981424,1009814,0,0.0,1.4,0,4,1,0,24,0,0
100981425,1009814,0,1.83,0.0,52,1,0,0,25,300,12
100981501,1009815,0,0.0,0.8,0,4,1,0,1,0,0
100981502,1009815,vo_lsv_1501,0.0,0.0,0,2,0,vo_lsv,2,0,0
100981503,1009815,0,2.384,0.0,0,1,0,0,3,300,1
100981504,1009815,0,0.0,2.41,0,4,1,0,4,0,0
100981505,1009815,0,1.0,0.0,0,1,0,0,5,180,2
100981506,1009815,0,0.0,2.0,0,4,1,0,6,0,0
100981507,1009815,vo_lsv_1502,0.0,0.0,0,2,0,vo_lsv,7,0,0
100981508,1009815,0,1.71,0.0,0,1,0,0,8,300,3
100981509,1009815,0,0.0,2.0,0,4,1,0,9,0,0
100981510,1009815,0,1.369,0.0,0,1,0,0,10,300,4
100981511,1009815,0,0.0,1.39,0,4,1,0,11,0,0
100981512,1009815,0,2.431,0.0,0,1,0,0,12,327,5
100981513,1009815,0,0.0,2.432,0,4,1,0,13,0,0
100981514,1009815,0,1.164,0.0,0,1,0,0,14,250,6
100981515,1009815,0,0.0,2.5,0,4,1,0,15,0,0
100981516,1009815,vo_lsv_1503,0.0,0.0,0,2,0,vo_lsv,16,0,0
100981517,1009815,0,3.101,0.0,0,1,0,0,17,327,7
100981518,1009815,0,0.0,4.5,0,4,1,0,18,0,0
100981519,1009815,vo_lsv_1504,0.0,0.0,0,2,0,vo_lsv,19,0,0
100981520,1009815,0,2.454,0.0,0,1,0,0,20,327,8
100981521,1009815,0,0.0,2.484,0,4,1,0,21,0,0
100981522,1009815,0,0.727,0.0,0,1,0,0,22,150,9
100981523,1009815,0,0.0,2.0,0,4,1,0,23,0,0
100981524,1009815,vo_lsv_1505,0.0,0.0,0,2,0,vo_lsv,24,0,0
100981525,1009815,0,1.984,0.0,0,1,0,0,25,300,10
100981526,1009815,0,0.0,3.0,0,4,1,0,26,0,0
100981527,1009815,vo_lsv_1506,0.0,0.0,0,2,0,vo_lsv,27,0,0
100981528,1009815,0,1.9,0.0,0,1,0,0,28,235,11
100981529,1009815,0,0.0,2.0,0,4,1,0,29,0,0
100981530,1009815,0,1.0,0.0,0,1,0,0,30,130,12
