reward_lot_count_1,disp_reward_type_4,disp_reward_type_1,reward_group_id_3,reward_lot_count_4,disp_reward_id_3,enemy_id_5,drop_gold_2,enemy_id_3,reward_lot_count_5,disp_reward_type_2,disp_reward_type_5,reward_odds_1,drop_gold_3,disp_reward_id_5,disp_reward_id_4,enemy_id_2,enemy_id_1,disp_reward_id_1,reward_group_id_2,reward_odds_3,reward_odds_4,reward_lot_count_3,drop_gold_4,enemy_id_4,disp_reward_id_2,reward_group_id_1,wave_group_id,reward_odds_2,wave,reward_lot_count_2,reward_odds_5,disp_reward_type_3,drop_gold_1,drop_gold_5,reward_group_id_4,difficulty,reward_group_id_5
1,0,0,61001007,0,0,0,0,670020021,0,0,0,30,0,0,0,670280021,670030021,0,61001004,36,0,1,0,0,0,61001005,650008121,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390021,0,4,0,66,0,0,0,670300021,670120019,0,10011002,66,0,1,0,0,101011,10011003,650008122,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160021,0,0,0,66,0,0,0,670380120,670290121,101011,10011005,66,0,1,0,670340021,0,10011006,650008123,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020022,0,0,0,30,0,0,0,670280022,670030022,0,61001004,36,0,1,0,0,0,61001005,650008131,18,1,1,0,0,326,0,0,1,0
1,0,0,10011001,0,0,0,0,670070022,0,4,0,66,0,0,0,670300122,670090022,0,10011002,66,0,1,0,0,101011,10011003,650008132,66,2,1,0,0,326,0,0,1,0
1,0,4,10011004,0,0,0,0,670100022,0,0,0,66,0,0,0,670030022,670040021,101011,10011005,66,0,1,0,670210122,0,10011006,650008133,66,3,1,0,0,326,0,0,1,0
1,0,0,61001007,0,0,0,0,670440023,0,0,0,30,0,0,0,670060023,670370023,0,61001004,36,0,1,0,0,0,61001005,650008141,18,1,1,0,0,336,0,0,1,0
1,0,0,10011001,0,0,0,0,670140023,0,4,0,66,0,0,0,670300023,670050022,0,10011002,66,0,1,0,0,101011,10011003,650008142,66,2,1,0,0,336,0,0,1,0
1,0,4,10011004,0,0,0,0,670420023,0,0,0,66,0,0,0,670050022,670380022,101011,10011005,66,0,1,0,670230023,0,10011006,650008143,66,3,1,0,0,336,0,0,1,0
1,0,0,61001007,0,0,0,0,670110025,0,0,0,30,0,0,0,670300025,670090125,0,61001004,36,0,1,0,0,0,61001005,650008151,18,1,1,0,0,341,0,0,1,0
1,0,0,10011001,0,0,0,0,670080025,0,4,0,66,0,0,0,670210125,670330023,0,10011002,66,0,1,0,0,101011,10011003,650008152,66,2,1,0,0,341,0,0,1,0
1,0,4,10011004,0,0,0,0,670420025,0,0,0,66,0,0,0,670380124,670270025,101011,10011005,66,0,1,0,670160025,0,10011006,650008153,66,3,1,0,0,341,0,0,1,0
1,0,0,10011002,0,101011,0,0,670020040,0,4,0,86,0,0,0,670290134,670030040,0,10011003,86,0,1,0,0,101011,10011004,650008161,86,1,1,0,4,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670130140,0,0,0,60,0,0,0,670210140,670330040,0,61001004,36,0,1,0,0,0,62001005,650008162,36,2,1,0,0,386,0,0,2,0
1,0,4,10011005,0,0,0,0,670420040,0,0,0,86,0,0,0,670380140,670120040,101011,10011006,86,0,1,0,670140040,0,10011007,650008163,86,3,1,0,0,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670300144,0,0,0,60,0,0,0,670230044,670060044,0,61001004,36,0,1,0,0,0,62001005,650008171,36,1,1,0,0,405,0,0,2,0
1,0,0,10011002,0,101011,0,0,670070044,0,4,0,86,0,0,0,670300144,670090044,0,10011003,86,0,1,0,0,101011,10011004,650008172,86,2,1,0,4,405,0,0,2,0
1,0,4,10011005,0,0,0,0,670050044,0,0,0,86,0,0,0,670040044,670130144,101011,10011006,86,0,1,0,670020044,0,10011007,650008173,86,3,1,0,0,405,0,0,2,0
1,0,0,10011003,0,101011,0,0,670010047,0,4,0,86,0,0,0,670270047,670280047,0,10011004,86,0,1,0,0,101011,10011005,650008181,86,1,1,0,4,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670280047,0,0,0,60,0,0,0,670010047,670210147,0,61001004,36,0,1,0,0,0,62001005,650008182,36,2,1,0,0,422,0,0,2,0
1,0,4,10011006,0,0,0,0,670160047,0,0,0,86,0,0,0,670380147,670290147,101011,10011007,86,0,1,0,670340047,0,10011008,650008183,86,3,1,0,0,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670380049,0,0,0,60,0,0,0,670190049,670050049,0,61001004,36,0,1,0,0,0,62001005,650008191,36,1,1,0,0,433,0,0,2,0
1,0,0,10011003,0,101011,0,0,670070049,0,4,0,86,0,0,0,670300149,670090049,0,10011004,86,0,1,0,0,101011,10011005,650008192,86,2,1,0,4,433,0,0,2,0
1,0,4,10011006,0,0,0,0,670220049,0,0,0,86,0,0,0,670380149,670240049,101011,10011007,86,0,1,0,670150049,0,10011008,650008193,86,3,1,0,0,433,0,0,2,0
1,0,0,62001007,0,0,0,0,670300150,0,0,0,60,0,0,0,670230050,670060050,0,61001004,36,0,1,0,0,0,62001005,650008201,36,1,1,0,0,442,0,0,2,0
1,0,0,10011003,0,101011,0,0,670390050,0,4,0,86,0,0,0,670300050,670120050,0,10011004,86,0,1,0,0,101011,10011005,650008202,86,2,1,0,4,442,0,0,2,0
1,0,4,10011006,0,0,0,0,670420050,0,0,0,86,0,0,0,670380150,670120050,101011,10011007,86,0,1,0,670140050,0,10011008,650008203,86,3,1,0,0,442,0,0,2,0
1,0,0,61001007,0,0,0,0,670440010,0,0,0,30,0,0,0,670060010,670370010,0,61001004,36,0,1,0,0,0,61001005,650009011,18,1,1,0,0,273,0,0,1,0
1,0,0,10011001,0,0,0,0,670070010,0,4,0,66,0,0,0,670300110,670090010,0,10011002,66,0,1,0,0,101011,10011003,650009012,66,2,1,0,0,273,0,0,1,0
1,0,4,10011004,0,0,0,0,670420010,0,0,0,66,0,0,0,670380109,670270010,101011,10011005,66,0,1,0,670160010,0,10011006,650009013,66,3,1,0,0,273,0,0,1,0
1,0,0,61001007,0,0,0,0,670110011,0,0,0,30,0,0,0,670300011,670090111,0,61001004,36,0,1,0,0,0,61001005,650009021,18,1,1,0,0,281,0,0,1,0
1,0,0,10011001,0,0,0,0,670280011,0,4,0,66,0,0,0,670010011,670210111,0,10011002,66,0,1,0,0,101011,10011003,650009022,66,2,1,0,0,281,0,0,1,0
1,0,4,10011004,0,0,0,0,670420011,0,0,0,66,0,0,0,670050010,670380010,101011,10011005,66,0,1,0,670230011,0,10011006,650009023,66,3,1,0,0,281,0,0,1,0
1,0,0,61001007,0,0,0,0,670340012,0,0,0,30,0,0,0,670320012,670380011,0,61001004,36,0,1,0,0,0,61001005,650009031,18,1,1,0,0,288,0,0,1,0
1,0,0,10011001,0,0,0,0,670080012,0,4,0,66,0,0,0,670210112,670330010,0,10011002,66,0,1,0,0,101011,10011003,650009032,66,2,1,0,0,288,0,0,1,0
1,0,4,10011004,0,0,0,0,670160012,0,0,0,66,0,0,0,670380111,670290112,101011,10011005,66,0,1,0,670340012,0,10011006,650009033,66,3,1,0,0,288,0,0,1,0
1,0,0,61001007,0,0,0,0,670130013,0,0,0,30,0,0,0,670090013,670060013,0,61001004,36,0,1,0,0,0,61001005,650009041,18,1,1,0,0,298,0,0,1,0
1,0,0,10011001,0,0,0,0,670070013,0,4,0,66,0,0,0,670300113,670090013,0,10011002,66,0,1,0,0,101011,10011003,650009042,66,2,1,0,0,298,0,0,1,0
1,0,4,10011004,0,0,0,0,670100013,0,0,0,66,0,0,0,670030013,670040012,101011,10011005,66,0,1,0,670210113,0,10011006,650009043,66,3,1,0,0,298,0,0,1,0
1,0,0,61001007,0,0,0,0,670020014,0,0,0,30,0,0,0,670280014,670030014,0,61001004,36,0,1,0,0,0,61001005,650009051,18,1,1,0,0,309,0,0,1,0
1,0,0,10011001,0,0,0,0,670280014,0,4,0,66,0,0,0,670010014,670210114,0,10011002,66,0,1,0,0,101011,10011003,650009052,66,2,1,0,0,309,0,0,1,0
1,0,4,10011004,0,0,0,0,670420014,0,0,0,66,0,0,0,670380113,670270014,101011,10011005,66,0,1,0,670160014,0,10011006,650009053,66,3,1,0,0,309,0,0,1,0
1,0,0,61001007,0,0,0,0,670130015,0,0,0,30,0,0,0,670090015,670060015,0,61001004,36,0,1,0,0,0,61001005,650009061,18,1,1,0,0,313,0,0,1,0
1,0,0,10011001,0,0,0,0,670390015,0,4,0,66,0,0,0,670300015,670120013,0,10011002,66,0,1,0,0,101011,10011003,650009062,66,2,1,0,0,313,0,0,1,0
1,0,4,10011004,0,0,0,0,670250015,0,0,0,66,0,0,0,670290215,670330013,101011,10011005,66,0,1,0,670130115,0,10011006,650009063,66,3,1,0,0,313,0,0,1,0
1,0,0,61001007,0,0,0,0,670110016,0,0,0,30,0,0,0,670300016,670090116,0,61001004,36,0,1,0,0,0,61001005,650009071,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140016,0,4,0,66,0,0,0,670300016,670050015,0,10011002,66,0,1,0,0,101011,10011003,650009072,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420016,0,0,0,66,0,0,0,670050015,670380015,101011,10011005,66,0,1,0,670230016,0,10011006,650009073,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670130017,0,0,0,30,0,0,0,670090017,670060017,0,61001004,36,0,1,0,0,0,61001005,650009081,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070017,0,4,0,66,0,0,0,670300117,670090017,0,10011002,66,0,1,0,0,101011,10011003,650009082,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160017,0,0,0,66,0,0,0,670380116,670290117,101011,10011005,66,0,1,0,670340017,0,10011006,650009083,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110018,0,0,0,30,0,0,0,670300018,670090118,0,61001004,36,0,1,0,0,0,61001005,650009091,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390018,0,4,0,66,0,0,0,670300018,670120016,0,10011002,66,0,1,0,0,101011,10011003,650009092,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670100018,0,0,0,66,0,0,0,670030018,670040017,101011,10011005,66,0,1,0,670210118,0,10011006,650009093,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670440019,0,0,0,30,0,0,0,670060019,670370019,0,61001004,36,0,1,0,0,0,61001005,650009101,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670280019,0,4,0,66,0,0,0,670010019,670210119,0,10011002,66,0,1,0,0,101011,10011003,650009102,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420019,0,0,0,66,0,0,0,670380118,670270019,101011,10011005,66,0,1,0,670160019,0,10011006,650009103,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670340020,0,0,0,30,0,0,0,670320020,670380019,0,61001004,36,0,1,0,0,0,61001005,650009111,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140020,0,4,0,66,0,0,0,670300020,670050019,0,10011002,66,0,1,0,0,101011,10011003,650009112,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670250020,0,0,0,66,0,0,0,670290220,670330018,101011,10011005,66,0,1,0,670130120,0,10011006,650009113,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020021,0,0,0,30,0,0,0,670280021,670030021,0,61001004,36,0,1,0,0,0,61001005,650009121,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390021,0,4,0,66,0,0,0,670300021,670120019,0,10011002,66,0,1,0,0,101011,10011003,650009122,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160021,0,0,0,66,0,0,0,670380120,670290121,101011,10011005,66,0,1,0,670340021,0,10011006,650009123,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020022,0,0,0,30,0,0,0,670280022,670030022,0,61001004,36,0,1,0,0,0,61001005,650009131,18,1,1,0,0,326,0,0,1,0
1,0,0,10011001,0,0,0,0,670070022,0,4,0,66,0,0,0,670300122,670090022,0,10011002,66,0,1,0,0,101011,10011003,650009132,66,2,1,0,0,326,0,0,1,0
1,0,4,10011004,0,0,0,0,670100022,0,0,0,66,0,0,0,670030022,670040021,101011,10011005,66,0,1,0,670210122,0,10011006,650009133,66,3,1,0,0,326,0,0,1,0
1,0,0,61001007,0,0,0,0,670440023,0,0,0,30,0,0,0,670060023,670370023,0,61001004,36,0,1,0,0,0,61001005,650009141,18,1,1,0,0,336,0,0,1,0
1,0,0,10011001,0,0,0,0,670140023,0,4,0,66,0,0,0,670300023,670050022,0,10011002,66,0,1,0,0,101011,10011003,650009142,66,2,1,0,0,336,0,0,1,0
1,0,4,10011004,0,0,0,0,670420023,0,0,0,66,0,0,0,670050022,670380022,101011,10011005,66,0,1,0,670230023,0,10011006,650009143,66,3,1,0,0,336,0,0,1,0
1,0,0,61001007,0,0,0,0,670110025,0,0,0,30,0,0,0,670300025,670090125,0,61001004,36,0,1,0,0,0,61001005,650009151,18,1,1,0,0,341,0,0,1,0
1,0,0,10011001,0,0,0,0,670080025,0,4,0,66,0,0,0,670210125,670330023,0,10011002,66,0,1,0,0,101011,10011003,650009152,66,2,1,0,0,341,0,0,1,0
1,0,4,10011004,0,0,0,0,670420025,0,0,0,66,0,0,0,670380124,670270025,101011,10011005,66,0,1,0,670160025,0,10011006,650009153,66,3,1,0,0,341,0,0,1,0
1,0,0,10011002,0,101011,0,0,670300140,0,4,0,86,0,0,0,670230040,670060040,0,10011003,86,0,1,0,0,101011,10011004,650009161,86,1,1,0,4,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670070040,0,0,0,60,0,0,0,670300140,670090040,0,61001004,36,0,1,0,0,0,62001005,650009162,36,2,1,0,0,386,0,0,2,0
1,0,4,10011005,0,0,0,0,670050040,0,0,0,86,0,0,0,670040040,670130140,101011,10011006,86,0,1,0,670020040,0,10011007,650009163,86,3,1,0,0,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670380044,0,0,0,60,0,0,0,670190044,670050044,0,61001004,36,0,1,0,0,0,62001005,650009171,36,1,1,0,0,405,0,0,2,0
1,0,0,10011002,0,101011,0,0,670070044,0,4,0,86,0,0,0,670300144,670090044,0,10011003,86,0,1,0,0,101011,10011004,650009172,86,2,1,0,4,405,0,0,2,0
1,0,4,10011005,0,0,0,0,670220044,0,0,0,86,0,0,0,670380144,670240044,101011,10011006,86,0,1,0,670150044,0,10011007,650009173,86,3,1,0,0,405,0,0,2,0
1,0,0,10011003,0,101011,0,0,670020047,0,4,0,86,0,0,0,670290147,670030047,0,10011004,86,0,1,0,0,101011,10011005,650009181,86,1,1,0,4,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670130147,0,0,0,60,0,0,0,670210147,670330047,0,61001004,36,0,1,0,0,0,62001005,650009182,36,2,1,0,0,422,0,0,2,0
1,0,4,10011006,0,0,0,0,670420047,0,0,0,86,0,0,0,670380147,670120047,101011,10011007,86,0,1,0,670140047,0,10011008,650009183,86,3,1,0,0,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670010049,0,0,0,60,0,0,0,670270049,670280049,0,61001004,36,0,1,0,0,0,62001005,650009191,36,1,1,0,0,433,0,0,2,0
1,0,0,10011003,0,101011,0,0,670280049,0,4,0,86,0,0,0,670010049,670210149,0,10011004,86,0,1,0,0,101011,10011005,650009192,86,2,1,0,4,433,0,0,2,0
1,0,4,10011006,0,0,0,0,670160049,0,0,0,86,0,0,0,670380149,670290149,101011,10011007,86,0,1,0,670340049,0,10011008,650009193,86,3,1,0,0,433,0,0,2,0
1,0,0,62001007,0,0,0,0,670380050,0,0,0,60,0,0,0,670190050,670050050,0,61001004,36,0,1,0,0,0,62001005,650009201,36,1,1,0,0,442,0,0,2,0
1,0,0,10011003,0,101011,0,0,670070050,0,4,0,86,0,0,0,670300150,670090050,0,10011004,86,0,1,0,0,101011,10011005,650009202,86,2,1,0,4,442,0,0,2,0
1,0,4,10011006,0,0,0,0,670220050,0,0,0,86,0,0,0,670380150,670240050,101011,10011007,86,0,1,0,670150050,0,10011008,650009203,86,3,1,0,0,442,0,0,2,0
1,0,0,61001007,0,0,0,0,670440010,0,0,0,30,0,0,0,670060010,670370010,0,61001004,36,0,1,0,0,0,61001005,650010011,18,1,1,0,0,273,0,0,1,0
1,0,0,10011001,0,0,0,0,670070010,0,4,0,66,0,0,0,670300110,670090010,0,10011002,66,0,1,0,0,101011,10011003,650010012,66,2,1,0,0,273,0,0,1,0
1,0,4,10011004,0,0,0,0,670420010,0,0,0,66,0,0,0,670380109,670270010,101011,10011005,66,0,1,0,670160010,0,10011006,650010013,66,3,1,0,0,273,0,0,1,0
1,0,0,61001007,0,0,0,0,670110011,0,0,0,30,0,0,0,670300011,670090111,0,61001004,36,0,1,0,0,0,61001005,650010021,18,1,1,0,0,281,0,0,1,0
1,0,0,10011001,0,0,0,0,670280011,0,4,0,66,0,0,0,670010011,670210111,0,10011002,66,0,1,0,0,101011,10011003,650010022,66,2,1,0,0,281,0,0,1,0
1,0,4,10011004,0,0,0,0,670420011,0,0,0,66,0,0,0,670050010,670380010,101011,10011005,66,0,1,0,670230011,0,10011006,650010023,66,3,1,0,0,281,0,0,1,0
1,0,0,61001007,0,0,0,0,670340012,0,0,0,30,0,0,0,670320012,670380011,0,61001004,36,0,1,0,0,0,61001005,650010031,18,1,1,0,0,288,0,0,1,0
1,0,0,10011001,0,0,0,0,670080012,0,4,0,66,0,0,0,670210112,670330010,0,10011002,66,0,1,0,0,101011,10011003,650010032,66,2,1,0,0,288,0,0,1,0
1,0,4,10011004,0,0,0,0,670160012,0,0,0,66,0,0,0,670380111,670290112,101011,10011005,66,0,1,0,670340012,0,10011006,650010033,66,3,1,0,0,288,0,0,1,0
1,0,0,61001007,0,0,0,0,670130013,0,0,0,30,0,0,0,670090013,670060013,0,61001004,36,0,1,0,0,0,61001005,650010041,18,1,1,0,0,298,0,0,1,0
1,0,0,10011001,0,0,0,0,670070013,0,4,0,66,0,0,0,670300113,670090013,0,10011002,66,0,1,0,0,101011,10011003,650010042,66,2,1,0,0,298,0,0,1,0
1,0,4,10011004,0,0,0,0,670100013,0,0,0,66,0,0,0,670030013,670040012,101011,10011005,66,0,1,0,670210113,0,10011006,650010043,66,3,1,0,0,298,0,0,1,0
1,0,0,61001007,0,0,0,0,670020014,0,0,0,30,0,0,0,670280014,670030014,0,61001004,36,0,1,0,0,0,61001005,650010051,18,1,1,0,0,309,0,0,1,0
1,0,0,10011001,0,0,0,0,670280014,0,4,0,66,0,0,0,670010014,670210114,0,10011002,66,0,1,0,0,101011,10011003,650010052,66,2,1,0,0,309,0,0,1,0
1,0,4,10011004,0,0,0,0,670420014,0,0,0,66,0,0,0,670380113,670270014,101011,10011005,66,0,1,0,670160014,0,10011006,650010053,66,3,1,0,0,309,0,0,1,0
1,0,0,61001007,0,0,0,0,670130015,0,0,0,30,0,0,0,670090015,670060015,0,61001004,36,0,1,0,0,0,61001005,650010061,18,1,1,0,0,313,0,0,1,0
1,0,0,10011001,0,0,0,0,670390015,0,4,0,66,0,0,0,670300015,670120013,0,10011002,66,0,1,0,0,101011,10011003,650010062,66,2,1,0,0,313,0,0,1,0
1,0,4,10011004,0,0,0,0,670250015,0,0,0,66,0,0,0,670290215,670330013,101011,10011005,66,0,1,0,670130115,0,10011006,650010063,66,3,1,0,0,313,0,0,1,0
1,0,0,61001007,0,0,0,0,670110016,0,0,0,30,0,0,0,670300016,670090116,0,61001004,36,0,1,0,0,0,61001005,650010071,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140016,0,4,0,66,0,0,0,670300016,670050015,0,10011002,66,0,1,0,0,101011,10011003,650010072,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420016,0,0,0,66,0,0,0,670050015,670380015,101011,10011005,66,0,1,0,670230016,0,10011006,650010073,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670130017,0,0,0,30,0,0,0,670090017,670060017,0,61001004,36,0,1,0,0,0,61001005,650010081,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670070017,0,4,0,66,0,0,0,670300117,670090017,0,10011002,66,0,1,0,0,101011,10011003,650010082,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160017,0,0,0,66,0,0,0,670380116,670290117,101011,10011005,66,0,1,0,670340017,0,10011006,650010083,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670110018,0,0,0,30,0,0,0,670300018,670090118,0,61001004,36,0,1,0,0,0,61001005,650010091,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390018,0,4,0,66,0,0,0,670300018,670120016,0,10011002,66,0,1,0,0,101011,10011003,650010092,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670100018,0,0,0,66,0,0,0,670030018,670040017,101011,10011005,66,0,1,0,670210118,0,10011006,650010093,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670440019,0,0,0,30,0,0,0,670060019,670370019,0,61001004,36,0,1,0,0,0,61001005,650010101,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670280019,0,4,0,66,0,0,0,670010019,670210119,0,10011002,66,0,1,0,0,101011,10011003,650010102,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670420019,0,0,0,66,0,0,0,670380118,670270019,101011,10011005,66,0,1,0,670160019,0,10011006,650010103,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670340020,0,0,0,30,0,0,0,670320020,670380019,0,61001004,36,0,1,0,0,0,61001005,650010111,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670140020,0,4,0,66,0,0,0,670300020,670050019,0,10011002,66,0,1,0,0,101011,10011003,650010112,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670250020,0,0,0,66,0,0,0,670290220,670330018,101011,10011005,66,0,1,0,670130120,0,10011006,650010113,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020021,0,0,0,30,0,0,0,670280021,670030021,0,61001004,36,0,1,0,0,0,61001005,650010121,18,1,1,0,0,321,0,0,1,0
1,0,0,10011001,0,0,0,0,670390021,0,4,0,66,0,0,0,670300021,670120019,0,10011002,66,0,1,0,0,101011,10011003,650010122,66,2,1,0,0,321,0,0,1,0
1,0,4,10011004,0,0,0,0,670160021,0,0,0,66,0,0,0,670380120,670290121,101011,10011005,66,0,1,0,670340021,0,10011006,650010123,66,3,1,0,0,321,0,0,1,0
1,0,0,61001007,0,0,0,0,670020022,0,0,0,30,0,0,0,670280022,670030022,0,61001004,36,0,1,0,0,0,61001005,650010131,18,1,1,0,0,326,0,0,1,0
1,0,0,10011001,0,0,0,0,670070022,0,4,0,66,0,0,0,670300122,670090022,0,10011002,66,0,1,0,0,101011,10011003,650010132,66,2,1,0,0,326,0,0,1,0
1,0,4,10011004,0,0,0,0,670100022,0,0,0,66,0,0,0,670030022,670040021,101011,10011005,66,0,1,0,670210122,0,10011006,650010133,66,3,1,0,0,326,0,0,1,0
1,0,0,61001007,0,0,0,0,670440023,0,0,0,30,0,0,0,670060023,670370023,0,61001004,36,0,1,0,0,0,61001005,650010141,18,1,1,0,0,336,0,0,1,0
1,0,0,10011001,0,0,0,0,670140023,0,4,0,66,0,0,0,670300023,670050022,0,10011002,66,0,1,0,0,101011,10011003,650010142,66,2,1,0,0,336,0,0,1,0
1,0,4,10011004,0,0,0,0,670420023,0,0,0,66,0,0,0,670050022,670380022,101011,10011005,66,0,1,0,670230023,0,10011006,650010143,66,3,1,0,0,336,0,0,1,0
1,0,0,61001007,0,0,0,0,670110025,0,0,0,30,0,0,0,670300025,670090125,0,61001004,36,0,1,0,0,0,61001005,650010151,18,1,1,0,0,341,0,0,1,0
1,0,0,10011001,0,0,0,0,670080025,0,4,0,66,0,0,0,670210125,670330023,0,10011002,66,0,1,0,0,101011,10011003,650010152,66,2,1,0,0,341,0,0,1,0
1,0,4,10011004,0,0,0,0,670420025,0,0,0,66,0,0,0,670380124,670270025,101011,10011005,66,0,1,0,670160025,0,10011006,650010153,66,3,1,0,0,341,0,0,1,0
1,0,0,10011002,0,101011,0,0,670020040,0,4,0,86,0,0,0,670290134,670030040,0,10011003,86,0,1,0,0,101011,10011004,650010161,86,1,1,0,4,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670130140,0,0,0,60,0,0,0,670210140,670330040,0,61001004,36,0,1,0,0,0,62001005,650010162,36,2,1,0,0,386,0,0,2,0
1,0,4,10011005,0,0,0,0,670420040,0,0,0,86,0,0,0,670380140,670120040,101011,10011006,86,0,1,0,670140040,0,10011007,650010163,86,3,1,0,0,386,0,0,2,0
1,0,0,62001007,0,0,0,0,670300144,0,0,0,60,0,0,0,670230044,670060044,0,61001004,36,0,1,0,0,0,62001005,650010171,36,1,1,0,0,405,0,0,2,0
1,0,0,10011002,0,101011,0,0,670070044,0,4,0,86,0,0,0,670300144,670090044,0,10011003,86,0,1,0,0,101011,10011004,650010172,86,2,1,0,4,405,0,0,2,0
1,0,4,10011005,0,0,0,0,670050044,0,0,0,86,0,0,0,670040044,670130144,101011,10011006,86,0,1,0,670020044,0,10011007,650010173,86,3,1,0,0,405,0,0,2,0
1,0,0,10011003,0,101011,0,0,670010043,0,4,0,86,0,0,0,670270047,670280047,0,10011004,86,0,1,0,0,101011,10011005,650010181,86,1,1,0,4,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670280047,0,0,0,60,0,0,0,670010047,670210147,0,61001004,36,0,1,0,0,0,62001005,650010182,36,2,1,0,0,422,0,0,2,0
1,0,4,10011006,0,0,0,0,670160047,0,0,0,86,0,0,0,670380147,670290147,101011,10011007,86,0,1,0,670340047,0,10011008,650010183,86,3,1,0,0,422,0,0,2,0
1,0,0,62001007,0,0,0,0,670010049,0,0,0,60,0,0,0,670270049,670280049,0,61001004,36,0,1,0,0,0,62001005,650010191,36,1,1,0,0,433,0,0,2,0
1,0,0,10011003,0,101011,0,0,670280049,0,4,0,86,0,0,0,670010049,670210149,0,10011004,86,0,1,0,0,101011,10011005,650010192,86,2,1,0,4,433,0,0,2,0
1,0,4,10011006,0,0,0,0,670160049,0,0,0,86,0,0,0,670380149,670290149,101011,10011007,86,0,1,0,670340049,0,10011008,650010193,86,3,1,0,0,433,0,0,2,0
1,0,0,62001007,0,0,0,0,670300150,0,0,0,60,0,0,0,670230050,670060050,0,61001004,36,0,1,0,0,0,62001005,650010201,36,1,1,0,0,442,0,0,2,0
1,0,0,10011003,0,101011,0,0,670390050,0,4,0,86,0,0,0,670300050,670120050,0,10011004,86,0,1,0,0,101011,10011005,650010202,86,2,1,0,4,442,0,0,2,0
1,0,4,10011006,0,0,0,0,670420050,0,0,0,86,0,0,0,670380150,670120050,101011,10011007,86,0,1,0,670140050,0,10011008,650010203,86,3,1,0,0,442,0,0,2,0
1,0,0,61001007,0,0,0,0,670440010,0,0,0,30,0,0,0,670060010,670370010,0,61001004,36,0,1,0,0,0,61001005,650011011,18,1,1,0,0,273,0,0,1,0
1,0,0,10011001,0,0,0,0,670070010,0,4,0,66,0,0,0,670300110,670090010,0,10011002,66,0,1,0,0,101011,10011003,650011012,66,2,1,0,0,273,0,0,1,0
