param_05,param_02,param_01,command_id,param_04,param_07,command_type,param_06,drama_id,param_03,param_08
"","",0,1007405054,"","",91,"",1007405,"",""
"",mhp_yuni_sleep_in,111011,1007405055,"","",3,0.2,1007405,0,""
1,mhp_yuni_sleep_in,31,1007405056,NoItem,0,3,0,1007405,0,""
"",vo_mhp_1108,vo_mhp_1007405,1007405057,0,"",21,"",1007405,0,""
0,"어쩐지 그렇게 됐는데 아무튼 졸리다.\n자나깨나 오로지 졸려.\n그럴 마음만 먹으면 평생 잘 수 있겠어.",111011,1007405058,1,0,11,0,1007405,6,0.5
"",1,8.2,1007405059,"","",93,"",1007405,"",""
"",mhp_yuni_sleep_out,111011,1007405060,"","",3,0.2,1007405,0,""
"",mhp_yuni_sleep_out,31,1007405061,"","",3,0.2,1007405,0,""
"","",1007405058,1007405062,"","",91,"",1007405,"",""
"",mhp_sit_idle_sad,111011,1007405063,"","",3,0.2,1007405,1,""
"",NoItem_idle,31,1007405064,"","",3,0.2,1007405,1,""
"",mhp_sit_talk_thinking,117531,1007405065,"","",3,0.2,1007405,1,""
"",vo_mhp_1109,vo_mhp_1007405,1007405066,0,"",21,"",1007405,0,""
0,"아~ 그런…… 네네.",117531,1007405067,1,0,11,0,1007405,5,0.5
"","",0,1007405068,"","",91,"",1007405,"",""
"",mhp_sit_idle,117531,1007405069,"","",3,0.2,1007405,1,""
"",mhp_sit_talk_sad2,111011,1007405070,"","",3,0.2,1007405,1,""
"",vo_mhp_1110,vo_mhp_1007405,1007405071,0,"",21,"",1007405,0,""
0,"내가 생각하기에 이건 아마\n과면증이라 불리는 수면장애가 틀림없네.\n주치의, 뭔가 좋은 포션을 주게.",111011,1007405072,1,0,11,0,1007405,5,0.5
"","",0,1007405073,"","",91,"",1007405,"",""
"",mhp_sit_idle_sad2,111011,1007405074,"","",3,0.2,1007405,1,""
"",1007405078,"허슬 포션",1007405075,"","",103,"",1007405,0,""
"",1007405124,"숙면 포션",1007405076,"","",103,"",1007405,0,""
"",1007405166,"허세 포션",1007405077,"","",103,"",1007405,0,""
1,mhp_sit_out,117531,1007405078,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.6,1007405079,"","",93,"",1007405,"",""
1,mhp_sit_out,111011,1007405080,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.2,1007405081,"","",93,"",1007405,"",""
0,mhp_walk,111011,1007405082,"","",3,0.2,1007405,1,""
0,35,111011,1007405083,1.5,"",2,"",1007405,-220,""
0,35,31,1007405084,1.5,"",2,"",1007405,-220,""
0,35,11,1007405085,1.5,"",2,"",1007405,-220,""
0,35,12,1007405086,1.5,"",2,"",1007405,-220,""
"",0,0.3,1007405087,"","",93,"",1007405,"",""
1,mhp_handover_in,117531,1007405088,mhp_handover_loop,0,3,0.2,1007405,0,""
1,1,21,1007405089,1,0,6,0,1007405,1,""
1,1,22,1007405090,1,0,6,0,1007405,1,""
1,mhp_handover_in,21,1007405091,mhp_handover_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0001_handover_in,22,1007405092,mhp_item_EX0001_handover_loop,0,3,0.2,1007405,0,""
"",0,1.2,1007405093,"","",93,"",1007405,"",""
1,mhp_handover_receive_in,111011,1007405094,mhp_handover_receive_loop,0,3,0.2,1007405,0,""
1,1,11,1007405095,1,0,6,0,1007405,1,""
1,1,12,1007405096,1,0,6,0,1007405,1,""
1,mhp_receive_yuni_in,11,1007405097,mhp_receive_yuni_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0001_receive_in,12,1007405098,mhp_item_EX0001_receive_loop,0,3,0.2,1007405,0,""
"",0,0.6,1007405099,"","",93,"",1007405,"",""
1,1,22,1007405100,1,0,6,0.4,1007405,1,""
"",0,0.4,1007405101,"","",93,"",1007405,"",""
1,mhp_handover_out,117531,1007405102,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_handover_out,21,1007405103,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0001_handover_out,22,1007405104,NoItem_idle,0,3,0.2,1007405,0,""
"",0,0.4,1007405105,"","",93,"",1007405,"",""
1,mhp_handover_receive_out,111011,1007405106,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_receive_yuni_out,11,1007405107,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0001_receive_out,12,1007405108,NoItem_idle,0,3,0.2,1007405,0,""
"","",2,1007405109,"","",93,"",1007405,"",""
"",mhp_talk_joy2,111011,1007405110,"","",3,0.2,1007405,1,""
"",vo_mhp_1111,vo_mhp_1007405,1007405111,0,"",21,"",1007405,0,""
0,"와아~ 늘 주던 포션이다~!",111011,1007405112,1,0,11,0,1007405,8,0.5
"","",0,1007405113,"","",91,"",1007405,"",""
"",mhp_idle_joy2,111011,1007405114,"","",3,0.2,1007405,1,""
"",mhp_talk_worry,117531,1007405115,"","",3,0.2,1007405,1,""
"",vo_mhp_1112,vo_mhp_1007405,1007405116,0,"",21,"",1007405,0,""
0,"알고 있을까, 이 아이……\n말해두겠는데 그건 응급처치야?\n어디까지나 자신의 체력을\n당겨 쓰는 것뿐이니까?",117531,1007405117,1,0,11,0,1007405,6,0.5
"","",0,1007405118,"","",91,"",1007405,"",""
"",mhp_talk_wish2,117531,1007405119,"","",3,0.2,1007405,1,""
"",vo_mhp_1113,vo_mhp_1007405,1007405120,0,"",21,"",1007405,0,""
0,"예를 들어 한 시간 활발하게 활동하면\n그 후에 이자를 붙여\n세 시간은 확실하게 푹 자는 거야.\n그러니까 용량과 용법은 신중하게 지켜?",117531,1007405121,1,0,11,0,1007405,5,0.5
"","",0,1007405122,"","",91,"",1007405,"",""
"","",1007405213,1007405123,"","",101,"",1007405,"",""
1,mhp_sit_out,117531,1007405124,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.6,1007405125,"","",93,"",1007405,"",""
1,mhp_sit_out,111011,1007405126,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.2,1007405127,"","",93,"",1007405,"",""
0,mhp_walk,111011,1007405128,"","",3,0.2,1007405,1,""
0,35,111011,1007405129,1.5,"",2,"",1007405,-220,""
0,35,31,1007405130,1.5,"",2,"",1007405,-220,""
0,35,11,1007405131,1.5,"",2,"",1007405,-220,""
0,35,12,1007405132,1.5,"",2,"",1007405,-220,""
"",0,0.3,1007405133,"","",93,"",1007405,"",""
1,mhp_handover_in,117531,1007405134,mhp_handover_loop,0,3,0.2,1007405,0,""
1,1,21,1007405135,1,0,6,0,1007405,1,""
1,1,22,1007405136,1,0,6,0,1007405,1,""
1,mhp_handover_in,21,1007405137,mhp_handover_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0002_handover_in,22,1007405138,mhp_item_EX0002_handover_loop,0,3,0.2,1007405,0,""
"",0,1.2,1007405139,"","",93,"",1007405,"",""
1,mhp_handover_receive_in,111011,1007405140,mhp_handover_receive_loop,0,3,0.2,1007405,0,""
1,1,11,1007405141,1,0,6,0,1007405,1,""
1,1,12,1007405142,1,0,6,0,1007405,1,""
1,mhp_receive_yuni_in,11,1007405143,mhp_receive_yuni_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0002_receive_in,12,1007405144,mhp_item_EX0002_receive_loop,0,3,0.2,1007405,0,""
"",0,0.6,1007405145,"","",93,"",1007405,"",""
1,1,22,1007405146,1,0,6,0.4,1007405,1,""
"",0,0.4,1007405147,"","",93,"",1007405,"",""
1,mhp_handover_out,117531,1007405148,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_handover_out,21,1007405149,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0002_handover_out,22,1007405150,NoItem_idle,0,3,0.2,1007405,0,""
"",0,0.4,1007405151,"","",93,"",1007405,"",""
1,mhp_handover_receive_out,111011,1007405152,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_receive_yuni_out,11,1007405153,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0002_receive_out,12,1007405154,NoItem_idle,0,3,0.2,1007405,0,""
"","",2,1007405155,"","",93,"",1007405,"",""
"",mhp_talk_anger2,111011,1007405156,"","",3,0.2,1007405,1,""
"",vo_mhp_1114,vo_mhp_1007405,1007405157,0,"",21,"",1007405,0,""
0,"숙면……?\n이봐, 잠깐만 주치의.\n너무 자서 고민하는 환자를 더욱 재우다니,\n너는 머리라도 치에룻 한 건가.",111011,1007405158,1,0,11,0,1007405,6,0.5
"","",0,1007405159,"","",91,"",1007405,"",""
"",mhp_idle_sad,111011,1007405160,"","",3,0.2,1007405,1,""
"",mhp_talk_worry,117531,1007405161,"","",3,0.2,1007405,1,""
"",vo_mhp_1115,vo_mhp_1007405,1007405162,0,"",21,"",1007405,0,""
0,"충분한 수면 시간을 확보했는데\n잠이 부족하다면 그건 수면이 얕은 거야.\n그러니까 반대로 수면의 질을 높여.",117531,1007405163,1,0,11,0,1007405,6,0.5
"","",0,1007405164,"","",91,"",1007405,"",""
"","",1007405213,1007405165,"","",101,"",1007405,"",""
1,mhp_sit_out,117531,1007405166,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.6,1007405167,"","",93,"",1007405,"",""
1,mhp_sit_out,111011,1007405168,mhp_idle_normal,0,3,0.2,1007405,0,""
"",0,0.2,1007405169,"","",93,"",1007405,"",""
0,mhp_walk,111011,1007405170,"","",3,0.2,1007405,1,""
0,35,111011,1007405171,1.5,"",2,"",1007405,-220,""
0,35,31,1007405172,1.5,"",2,"",1007405,-220,""
0,35,11,1007405173,1.5,"",2,"",1007405,-220,""
0,35,12,1007405174,1.5,"",2,"",1007405,-220,""
"",0,0.3,1007405175,"","",93,"",1007405,"",""
1,mhp_handover_in,117531,1007405176,mhp_handover_loop,0,3,0.2,1007405,0,""
1,1,21,1007405177,1,0,6,0,1007405,1,""
1,1,22,1007405178,1,0,6,0,1007405,1,""
1,mhp_handover_in,21,1007405179,mhp_handover_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0003_handover_in,22,1007405180,mhp_item_EX0003_handover_loop,0,3,0.2,1007405,0,""
"",0,1.2,1007405181,"","",93,"",1007405,"",""
1,mhp_handover_receive_in,111011,1007405182,mhp_handover_receive_loop,0,3,0.2,1007405,0,""
1,1,11,1007405183,1,0,6,0,1007405,1,""
1,1,12,1007405184,1,0,6,0,1007405,1,""
1,mhp_receive_yuni_in,11,1007405185,mhp_receive_yuni_loop,0,3,0.2,1007405,0,""
1,mhp_item_EX0003_receive_in,12,1007405186,mhp_item_EX0003_receive_loop,0,3,0.2,1007405,0,""
"",0,0.6,1007405187,"","",93,"",1007405,"",""
1,1,22,1007405188,1,0,6,0.4,1007405,1,""
"",0,0.4,1007405189,"","",93,"",1007405,"",""
1,mhp_handover_out,117531,1007405190,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_handover_out,21,1007405191,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0003_handover_out,22,1007405192,NoItem_idle,0,3,0.2,1007405,0,""
"",0,0.4,1007405193,"","",93,"",1007405,"",""
1,mhp_handover_receive_out,111011,1007405194,mhp_idle_normal,0,3,0.2,1007405,0,""
1,mhp_receive_yuni_out,11,1007405195,NoItem_idle,0,3,0.2,1007405,0,""
1,mhp_item_EX0003_receive_out,12,1007405196,NoItem_idle,0,3,0.2,1007405,0,""
"",0,2,1007405197,"","",93,"",1007405,"",""
"",mhp_anna_ahahaStand_loop,117531,1007405198,"","",3,0.2,1007405,1,""
"",vo_mhp_1116,vo_mhp_1007405,1007405199,0,"",21,"",1007405,0,""
0,"호~호호, 이걸 마셔!\n이 약학 왕 미츠키가 개발한 만능 약이야!\n뭐든 네가 바라는 효과를 발휘할 거야!",117531,1007405200,1,0,11,0,1007405,4,0.5
"",1,2.5,1007405201,"","",93,"",1007405,"",""
"",mhp_talk_joy1,117531,1007405202,"","",3,0.2,1007405,1,""
"","",1007405200,1007405203,"","",91,"",1007405,"",""
"",mhp_idle_joy1,117531,1007405204,"","",3,0.2,1007405,1,""
"",mhp_talk_surprise2,111011,1007405205,"","",3,0.2,1007405,1,""
"",vo_mhp_1117,vo_mhp_1007405,1007405206,0,"",21,"",1007405,0,""
0,"진짜로! 미츠킹 굉장해!",111011,1007405207,1,0,11,0,1007405,8,0.5
"",0,0,1007405208,"","",91,"",1007405,"",""
"",mhp_idle_surprise2,111011,1007405209,"","",3,0.2,1007405,1,""
"",mhp_idle_thinking,117531,1007405210,"","",3,0.2,1007405,1,""
"",vo_mhp_1118,vo_mhp_1007405,1007405211,0,"",21,"",1007405,0,""
0,"(라는 건 허세고 그저 가짜 약이야.\n유니의 병명은 과면증이 아니라\n그냥 게으른 것. 약으로는 안 나아)",117531,1007405212,1,0,11,0,1007405,6,0.5
"","",0,1007405213,"","",91,"",1007405,"",""
"",mhp_idle_normal,117531,1007405214,"","",3,0.2,1007405,1,""
"",mhp_talk_wish,111011,1007405215,"","",3,0.2,1007405,1,""
"",vo_mhp_1119,vo_mhp_1007405,1007405216,0,"",21,"",1007405,0,""
0,"오오, 미츠키 선생, 고맙네!\n좋아, 이걸로 나도 모르게 빈둥거리다\n헛되이 잃는 시간이 사라질 거라고!",111011,1007405217,1,0,11,"",1007405,6,0.5
"","",0,1007405218,"","",91,"",1007405,"",""
"",mhp_idle_joy1,111011,1007405219,"","",3,0.2,1007405,1,""
"",mhp_talk_sad,117531,1007405220,"","",3,0.2,1007405,1,""
"",vo_mhp_1120,vo_mhp_1007405,1007405221,0,"",21,"",1007405,0,""
0,"글쎄.\n그건 본인 하기 나름이라고 해야겠지.\n응원할게, 몸 조심해.",117531,1007405222,1,0,11,"",1007405,6,0.5
"","",0,1007405223,"","",91,"",1007405,"",""
"",0,0,1007405224,"","",22,"",1007405,"",""
"",mhp_idle_normal,117531,1007405225,"","",3,0.2,1007405,1,""
0,mhp_walk_glad,111011,1007405226,"","",3,0.2,1007405,1,""
"",1,111011,1007405227,"","",4,"",1007405,"",""
0,-1000,111011,1007405228,5,"",2,"",1007405,-220,""
"","",0,1007405229,"","",91,"",1007405,"",""
-240,111011,1,1007406001,-1000,0,1,1.7,1007406,100,mhp_idle_normal
-220,117531,1,1007406002,185,1,1,1.7,1007406,100,mhp_sit_idle
-200,117631,1,1007406003,365,1,1,1.7,1007406,100,mhp_sit_idle
0.85,1,1,1007406004,-154,"",31,1,1007406,-240,""
1,130,30,1007406005,0,"",31,0,1007406,0,""
1,112,12,1007406006,0,"",31,0,1007406,0,""
-220,11,1,1007406007,-200,0,5,1.7,1007406,110,NoItem
-220,12,1,1007406008,-200,0,5,1.7,1007406,105,NoItem
-220,21,1,1007406009,185,1,5,1.7,1007406,110,NoItem
-220,22,1,1007406010,185,1,5,1.7,1007406,105,NoItem
0,1,11,1007406011,1,0,6,0,1007406,1,""
0,1,12,1007406012,1,0,6,0,1007406,1,""
0,1,21,1007406013,1,0,6,0,1007406,1,""
0,1,22,1007406014,1,0,6,0,1007406,1,""
"","",0,1007406015,"","",91,"",1007406,"",""
"",mhp_sit_talk_normal,117531,1007406016,"","",3,0.2,1007406,1,""
"",vo_mhp_1201,vo_mhp_1007406,1007406017,0,"",21,"",1007406,0,""
0,"유니, 어서 와~",117531,1007406018,0,0,11,0,1007406,8,0.5
"","",0,1007406019,"","",91,"",1007406,"",""
"",mhp_sit_idle,117531,1007406020,"","",3,0.2,1007406,1,""
"",mhp_walk,111011,1007406021,"","",3,0.2,1007406,1,""
0,-200,111011,1007406022,4,"",2,"",1007406,-220,""
"","",0,1007406023,"","",91,"",1007406,"",""
1,mhp_sit_in_2,111011,1007406024,mhp_sit_idle_2,0.2,3,0.2,1007406,0,""
"",0,1,1007406025,"","",93,"",1007406,"",""
"",mhp_sit_talk_normal,111011,1007406026,"","",3,0.2,1007406,1,""
"",vo_mhp_1202,vo_mhp_1007406,1007406027,0,"",21,"",1007406,0,""
0,"안녕하신가, 미츠키 선생, 기다렸지.\n길드 마스터 유니네.",111011,1007406028,1,0,11,0,1007406,7,0.5
"","",0,1007406029,"","",91,"",1007406,"",""
"",mhp_sit_idle_2,111011,1007406030,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_thinking,117531,1007406031,"","",3,0.2,1007406,1,""
"",vo_mhp_1203,vo_mhp_1007406,1007406032,0,"",21,"",1007406,0,""
0,"딱히 기다린 기억은 없지만,\n뭐 됐어, 어서 와, 나의 진찰실에.",117531,1007406033,1,0,11,0,1007406,7,0.5
"","",0,1007406034,"","",91,"",1007406,"",""
"",mhp_sit_talk_normal,117531,1007406035,"","",3,0.2,1007406,1,""
"",vo_mhp_1204,vo_mhp_1007406,1007406036,0,"",21,"",1007406,0,""
0,"자, 유니…… 아아, 실례,\n지금은 학위를 갖고 있었지.\n유니 박사라고 불러야 하는 걸까?",117531,1007406037,1,0,11,0,1007406,5,0.5
"","",0,1007406038,"","",91,"",1007406,"",""
"",mhp_sit_idle,117531,1007406039,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_thinking2,111011,1007406040,"","",3,0.2,1007406,1,""
"",vo_mhp_1205,vo_mhp_1007406,1007406041,0,"",21,"",1007406,0,""
0,"아니, 괜찮네.\n학교 사정으로 억지로 떠맡은\n명예 학위 따위는 닉네임이나 마찬가지네.",111011,1007406042,1,0,11,0,1007406,6,0.5
"","",0,1007406043,"","",91,"",1007406,"",""
"",mhp_sit_idle_2,111011,1007406044,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_normal,117531,1007406045,"","",3,0.2,1007406,1,""
"",vo_mhp_1206,vo_mhp_1007406,1007406046,0,"",21,"",1007406,0,""
0,"후후…… 성 테레사 여학원이었던가?\n마을 밖에 전혀 흥미가 없던 네가\n지금은 어엿한 전통 학교의 일원이지.",117531,1007406047,1,0,11,0,1007406,6,0.5
"","",0,1007406048,"","",91,"",1007406,"",""
"",mhp_sit_idle,117531,1007406049,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_joy1,111011,1007406050,"","",3,0.2,1007406,1,""
"",vo_mhp_1207,vo_mhp_1007406,1007406051,0,"",21,"",1007406,0,""
0,"어쩔 수 없군.\n이 취약한 몸으로\n제 구실 하며 사회 생활을 하는 건\n오로지 미츠키 선생의 조력 덕분임에 틀림없네.",111011,1007406052,1,0,11,0,1007406,5,0.5
"","",0,1007406053,"","",91,"",1007406,"",""
"",mhp_sit_talk_worry,111011,1007406054,"","",3,0.2,1007406,1,""
"",vo_mhp_1208,vo_mhp_1007406,1007406055,0,"",21,"",1007406,0,""
0,"나는 언젠가 말하려고 생각했다.\n자네한테는 깊이 감사하고 있어. 꾸벅.",111011,1007406056,1,0,11,0,1007406,6,0.5
"",1,5.5,1007406057,"","",93,"",1007406,"",""
1,mhp_yuni_pekori,111011,1007406058,mhp_sit_idle_2,0,3,0.2,1007406,0,""
"",0,1,1007406059,"","",93,"",1007406,"",""
"","",1007406056,1007406060,"","",91,"",1007406,"",""
"",mhp_sit_idle_2,111011,1007406061,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_memory,117531,1007406062,"","",3,0.2,1007406,1,""
"",vo_mhp_1209,vo_mhp_1007406,1007406063,0,"",21,"",1007406,0,""
0,"아, 아이참, 갑자기 무슨 소리를 하는 거야!\n나는 그저 내 일을 하는 것뿐이야.",117531,1007406064,1,0,11,0,1007406,6,0.5
"","",0,1007406065,"","",91,"",1007406,"",""
"",mhp_sit_idle,117531,1007406066,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_sad,111011,1007406067,"","",3,0.2,1007406,1,""
"",vo_mhp_1210,vo_mhp_1007406,1007406068,0,"",21,"",1007406,0,""
0,"그렇지 않네.\n마을을 떠나 외톨이였던 나를\n미츠키 선생은 무슨 일이 있을 때마다 신경 써줬어.",111011,1007406069,1,0,11,0,1007406,6,0.5
"","",0,1007406070,"","",91,"",1007406,"",""
"",mhp_sit_talk_wish,111011,1007406071,"","",3,0.2,1007406,1,""
"",vo_mhp_1211,vo_mhp_1007406,1007406072,0,"",21,"",1007406,0,""
0,"「척안의 악마」에게 어울리지는 않겠지만\n감히 말하겠네.\n나는 자네를 랜드솔에서의\n새로운 가족이라고까지 생각하고 있네.",111011,1007406073,1,0,11,0,1007406,6,0.5
"","",0,1007406074,"","",91,"",1007406,"",""
"",mhp_sit_idle_wish,111011,1007406075,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_sad,117531,1007406076,"","",3,0.2,1007406,1,""
"",vo_mhp_1212,vo_mhp_1007406,1007406077,0,"",21,"",1007406,0,""
0,"유니……",117531,1007406078,1,0,11,0,1007406,8,0.5
"","",0,1007406079,"","",91,"",1007406,"",""
"",mhp_sit_idle_sad,117531,1007406080,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_thinking2,111011,1007406081,"","",3,0.2,1007406,1,""
"",vo_mhp_1213,vo_mhp_1007406,1007406082,0,"",21,"",1007406,0,""
0,"단적으로 바꿔 말하면\n어머니다.",111011,1007406083,1,0,11,0,1007406,5,1
"","",0,1007406084,"","",91,"",1007406,"",""
"",mhp_sit_idle_thinking2,111011,1007406085,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_wish2,117531,1007406086,"","",3,0.2,1007406,1,""
"",vo_mhp_1214,vo_mhp_1007406,1007406087,0,"",21,"",1007406,0,""
0,"유……니……?",117531,1007406088,1,0,11,0,1007406,8,0.5
"","",0,1007406089,"","",91,"",1007406,"",""
"",mhp_sit_idle_wish2,117531,1007406090,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_normal,111011,1007406091,"","",3,0.2,1007406,1,""
"",vo_mhp_1215,vo_mhp_1007406,1007406092,0,"",21,"",1007406,0,""
0,"그래서 상담할 게 하나 있는데\n앞으로는 자네를\n마마라고 부르는 건 어떨까 싶네만.",111011,1007406093,1,0,11,0,1007406,6,0.5
"","",0,1007406094,"","",91,"",1007406,"",""
"",mhp_sit_idle_wish,111011,1007406095,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_anger2,117531,1007406096,"","",3,0.2,1007406,1,""
"",vo_mhp_1216,vo_mhp_1007406,1007406097,0,"",21,"",1007406,0,""
0,"어, 어떻긴 뭘 어때!?\n너 말이지,\n최소한 언니로 해!",117531,1007406098,1,0,11,0,1007406,7,0.5
"","",0,1007406099,"","",91,"",1007406,"",""
"",mhp_sit_idle_anger2,117531,1007406100,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_memory,111011,1007406101,"","",3,0.2,1007406,1,""
"",vo_mhp_1217,vo_mhp_1007406,1007406102,0,"",21,"",1007406,0,""
0,"마마, 포션 줘.",111011,1007406103,1,0,11,0,1007406,8,0.5
"","",0,1007406104,"","",91,"",1007406,"",""
"",mhp_sit_idle_joy1,111011,1007406105,"","",3,0.2,1007406,1,""
"",mhp_sit_talk_anger2,117531,1007406106,"","",3,0.2,1007406,1,""
"",vo_mhp_1218,vo_mhp_1007406,1007406107,0,"",21,"",1007406,0,""
0,"시끄러워!\n넌 이만 고향으로 돌아가!\n유키, 손님 끌어내!\n다음 분~! 다음 분 들어오세요~!",117531,1007406108,1,0,11,0,1007406,7,0.5
"",1,3.5,1007406109,"","",93,"",1007406,"",""
"",mhp_sit_idle_surprise2,117631,1007406110,"","",3,0.2,1007406,1,""
"","",1007406108,1007406111,"","",91,"",1007406,"",""
"",0,0,1007406112,"","",22,"",1007406,"",""
"","",1,1007406113,"","",93,"",1007406,"",""
1,1,112,1007406114,"","",32,1,1007406,"",""
"","",1,1007406115,"","",93,"",1007406,"",""
1,1,130,1007406116,"","",32,1,1007406,"",""
"","",4,1007406117,"","",93,"",1007406,"",""
1,0,130,1007406118,"","",32,1,1007406,"",""
-200,102511,1,1007407001,-1000,0,1,1.7,1007407,100,mhp_idle_normal
-220,117531,1,1007407002,185,1,1,1.7,1007407,100,mhp_sit_idle
-200,117631,1,1007407003,365,1,1,1.7,1007407,100,mhp_sit_idle
0.85,1,1,1007407004,-154,"",31,1,1007407,-240,""
-220,11,1,1007407005,-200,0,5,1.7,1007407,110,NoItem
-220,12,1,1007407006,-200,0,5,1.7,1007407,105,NoItem
-220,21,1,1007407007,185,1,5,1.7,1007407,110,NoItem
-220,22,1,1007407008,185,1,5,1.7,1007407,105,NoItem
0,1,11,1007407009,1,0,6,0,1007407,1,""
0,1,12,1007407010,1,0,6,0,1007407,1,""
0,1,21,1007407011,1,0,6,0,1007407,1,""
0,1,22,1007407012,1,0,6,0,1007407,1,""
-220,31,1,1007407013,-1000,0,5,1.7,1007407,110,NoItem
"","",0,1007407014,"","",91,"",1007407,"",""
"",mhp_sit_talk_normal,117531,1007407015,"","",3,0.2,1007407,1,""
"",vo_mhp_2001,vo_mhp_1007407,1007407016,0,"",21,"",1007407,0,""
0,"다음 분 들어오세요~",117531,1007407017,0,0,11,0,1007407,8,0.5
"","",0,1007407018,"","",91,"",1007407,"",""
"",mhp_sit_idle,117531,1007407019,"","",3,0.2,1007407,1,""
"",mhp_walk,102511,1007407020,"","",3,0.2,1007407,1,""
0,-400,102511,1007407021,3,"",2,"",1007407,-220,""
"","",3,1007407022,"","",93,"",1007407,"",""
"",mhp_talk_sad,102511,1007407023,"","",3,0.2,1007407,1,""
"",vo_mhp_2002,vo_mhp_1007407,1007407024,0,"",21,"",1007407,0,""
0,"아, 네, 실례했, 꺄악!\n아야야야, 죄, 죄송합니다……!",102511,1007407025,1,10,11,0,1007407,4,0.5
"",1,2,1007407026,"","",93,"",1007407,"",""
"",se_10031400_panic,se_10031400,1007407027,"","",23,"",1007407,"",""
"",mhp_suzume_fall_in,102511,1007407028,"","",3,0.2,1007407,0,""
"","",3,1007407029,"","",93,"",1007407,"",""
1,mhp_suzume_fall_out,102511,1007407030,mhp_idle_sad,0.2,3,0.2,1007407,0,""
"","",2,1007407031,"","",93,"",1007407,"",""
"","",1007407025,1007407032,"","",91,"",1007407,"",""
"",mhp_suzume_walk_sad,102511,1007407033,"","",3,0.2,1007407,1,""
0,-200,102511,1007407034,2,"",2,"",1007407,-220,""
"","",0,1007407035,"","",91,"",1007407,"",""
1,mhp_suzume_sit_in_sad,102511,1007407036,mhp_suzume_sit_idle_sad2,0.2,3,0.2,1007407,0,""
"",0,1,1007407037,"","",93,"",1007407,"",""
"",mhp_sit_idle_sad,117631,1007407038,"","",3,0.2,1007407,1,""
"",vo_mhp_2003,vo_mhp_1007407,1007407039,0,"",21,"",1007407,0,""
0,"(……저 사람 지금\n아무것도 없는 데서 넘어지지 않았어?)",117631,1007407040,1,0,11,0,1007407,8,0.5
"","",0,1007407041,"","",91,"",1007407,"",""
"",mhp_sit_idle,117631,1007407042,"","",3,0.2,1007407,1,""
"",mhp_sit_talk_normal,117531,1007407043,"","",3,0.2,1007407,1,""
"",vo_mhp_2004,vo_mhp_1007407,1007407044,0,"",21,"",1007407,0,""
0,"그러니까, 스즈메 씨지.\n오늘은 무슨 일로 왔죠?\n넘어져서 다리를 다쳤다, 같은 걸까?",117531,1007407045,1,0,11,0,1007407,6,0.5
"","",0,1007407046,"","",91,"",1007407,"",""
"",mhp_sit_idle,117531,1007407047,"","",3,0.2,1007407,1,""
"",mhp_sit_talk_wish,102511,1007407048,"","",3,0.2,1007407,1,""
"",vo_mhp_2005,vo_mhp_1007407,1007407049,0,"",21,"",1007407,0,""
0,"아, 아뇨, 사실은……\n더, 덜렁대는 걸 고쳤으면 해요!",102511,1007407050,1,0,11,0,1007407,4,0.5
"","",0,1007407051,"","",91,"",1007407,"",""
"",0,2,1007407052,"","",93,"",1007407,"",""
"",mhp_sit_idle_wish,102511,1007407053,"","",3,0.2,1007407,1,""
"",mhp_sit_talk_surprise2,117531,1007407054,"","",3,0.2,1007407,1,""
"",vo_mhp_2006,vo_mhp_1007407,1007407055,0,"",21,"",1007407,0,""
