param_04,param_05,param_02,command_type,param_06,param_07,drama_id,param_03,param_08,param_01,command_id
1,0,1,6,0.2,0,1007005,1,"",113411,1007005097
"","","",91,"","",1007005,"","",0,1007005098
-750,-300,113511,5,2.08,0,1007006,100,svd_idle_normal,2,1007006001
650,-300,113411,5,2.08,1,1007006,100,svd_idle_normal,1,1007006002
0,0,333,5,1,0,1007006,0,svd_white_loop,3,1007006003
1,0,1,6,0,0,1007006,1,"",333,1007006004
0,"",2,7,"","",1007006,0,"",113511,1007006005
0.5,0,-750,2,"","",1007006,-300,"",113511,1007006006
1,0,1,6,0,0,1007006,1,"",113411,1007006007
-40,0.8,17,31,0,"",1007006,-140,"",7,1007006008
0,"",2,34,"","",1007006,0,"",17,1007006009
"","","",93,"","",1007006,"","",1,1007006010
1,0.4,1,6,0.8,0,1007006,1,"",333,1007006011
svd_idle_see_sad2,1,svd_idle_see_sad_pre2,3,0.2,0,1007006,0,"",113511,1007006012
1.1,0,-600,2,"","",1007006,-300,"",113511,1007006013
"","","",93,"","",1007006,"","",1,1007006014
"","",1,32,"","",1007006,"","",17,1007006015
"","","",91,"","",1007006,"","",0,1007006016
0,80,240,94,"","",1007006,260,"",113511,1007006017
"","",0,32,"","",1007006,"","",17,1007006018
"","",15,12,0,0,1007006,1,"",113511,1007006019
"","",svd_walk_sad2,3,0.2,"",1007006,1,"",113511,1007006020
0,"",0,7,"","",1007006,2,"",113511,1007006021
2,0,-250,2,"","",1007006,-300,"",113511,1007006022
"","","",93,"","",1007006,"","",2,1007006023
"","",svd_idle_sad,3,0.2,"",1007006,1,"",113511,1007006024
"","","",93,"","",1007006,"","",0.5,1007006025
"","","",91,"","",1007006,"","",0,1007006026
"","",svd_talk_sad,3,0.2,"",1007006,1,"",113511,1007006027
0,"",vo_svd_0621,21,"","",1007006,0,"",vo_svd,1007006028
0,0,"한 마리도 못 잡다니…\n정말 한심하네요…",11,0,0,1007006,6,1,113511,1007006029
"","","",91,"","",1007006,"","",0,1007006030
"","",svd_idle_sad,3,0.2,"",1007006,1,"",113511,1007006031
"","",svd_walk_glad,3,0.2,"",1007006,1,"",113411,1007006032
2,0,250,2,"","",1007006,-300,"",113411,1007006033
1,1,1,6,0.4,0,1007006,1,"",113411,1007006034
"","","",93,"","",1007006,"","",2,1007006035
"","",svd_idle_normal,3,0.2,"",1007006,1,"",113411,1007006036
"","","",93,"","",1007006,"","",0.4,1007006037
"","",svd_talk_memory,3,0.2,"",1007006,1,"",113411,1007006038
0,"",vo_svd_0622,21,"","",1007006,0,"",vo_svd,1007006039
0,0,"하지만 물고기를 낚을 때의\n동생은 멋있었지…",11,0,0,1007006,6,1,113411,1007006040
"","","",91,"","",1007006,"","",0,1007006041
"","",svd_idle_memory,3,0.2,"",1007006,1,"",113411,1007006042
"","",svd_talk_memory,3,0.2,"",1007006,1,"",113511,1007006043
0,"",vo_svd_0623,21,"","",1007006,0,"",vo_svd,1007006044
0,0,"네… 그런 표정을 한\n그분에게 낚인다면\n물고기도 만족하겠죠…",11,0,0,1007006,6,1,113511,1007006045
"","","",91,"","",1007006,"","",0,1007006046
"","",svd_idle_memory,3,0.2,"",1007006,1,"",113511,1007006047
"","",svd_talk_normal,3,0.2,"",1007006,1,"",113411,1007006048
0,"",vo_svd_0624,21,"","",1007006,0,"",vo_svd,1007006049
0,0,"그래도 다음에는 우리가 대접하고 싶네!",11,0,0,1007006,6,1,113411,1007006050
"","","",91,"","",1007006,"","",0,1007006051
"","",svd_idle_normal,3,0.2,"",1007006,1,"",113411,1007006052
"","",svd_talk_sad,3,0.2,"",1007006,1,"",113511,1007006053
0,"",vo_svd_0625,21,"","",1007006,0,"",vo_svd,1007006054
0,0,"그러나 낚시는 예상과 달리\n어려워요…\n그렇게 되면…",11,0,0,1007006,5,1,113511,1007006055
"","","",91,"","",1007006,"","",0,1007006056
"","",svd_idle_sad,3,0.2,"",1007006,1,"",113511,1007006057
svd_talk_joy2,1,svd_surprise,3,0.2,0.2,1007006,0,"",113411,1007006058
0,"",vo_svd_0626,21,"","",1007006,0,"",vo_svd,1007006059
0,0,"…! 맨몸 잠수!\n잠수라면 할 수 있을 것 같아!",11,0,0,1007006,6,1,113411,1007006060
"","","",91,"","",1007006,"","",0,1007006061
"","",svd_idle_joy2,3,0.2,"",1007006,1,"",113411,1007006062
svd_talk_wish,1,svd_surprise,3,0.2,0.2,1007006,0,"",113511,1007006063
0,"",vo_svd_0627,21,"","",1007006,0,"",vo_svd,1007006064
0,0,"그렇군요!\n당장 가요!\n심해의 주인을 잡으러!",11,0,0,1007006,6,1,113511,1007006065
"","","",93,"","",1007006,"","",3,1007006066
svd_attack_idle,1,svd_attack_standby,3,0.2,0.2,1007006,0,"",113511,1007006067
"","","",91,"","",1007006,"","",1007006065,1007006068
"","","",93,"","",1007006,"","",0,1007006069
svd_idle_normal,1,svd_attack_finish,3,0.2,0.2,1007006,0,"",113511,1007006070
"","","",93,"","",1007006,"","",0.4,1007006071
"","","",102,"","",1007006,"","","",1007006072
"","","",93,"","",1007006,"","",1,1007006073
"","",11,12,0,0,1007006,1,"",113511,1007006074
svd_idle_thinking,1,svd_cmn_think,3,0.2,0.2,1007006,0,"",113511,1007006075
"","","",93,"","",1007006,"","",3,1007006076
"","",svd_idle_thinking,3,0.2,"",1007006,1,"",113511,1007006077
"","",4,12,0,0,1007006,1,"",113411,1007006078
svd_idle_surprise1,1,svd_surprise,3,0.2,0.2,1007006,0,"",113411,1007006079
"","","",93,"","",1007006,"","",3,1007006080
"",1,svd_idle_surprise1,3,0.2,"",1007006,1,"",113411,1007006081
"","",1,12,0,0,1007006,1,"",113511,1007006082
"","",svd_talk_sad,3,0.2,"",1007006,1,"",113511,1007006083
"","","",93,"","",1007006,"","",3,1007006084
"","",svd_idle_sad,3,0.2,"",1007006,1,"",113511,1007006085
"","",7,12,0,0,1007006,1,"",113411,1007006086
"",1,svd_talk_normal,3,0.2,"",1007006,1,"",113411,1007006087
"","","",93,"","",1007006,"","",3,1007006088
"",1,svd_idle_normal,3,0.2,"",1007006,1,"",113411,1007006089
"","","",101,"","",1007006,"","",1007006074,1007006090
1,0,1,6,1,0,1007006,1,"",333,1007006091
"","",1,4,"","",1007006,"","",113511,1007006092
"","",svd_run,3,0.2,"",1007006,1,"",113511,1007006093
0.8,0,-750,2,"","",1007006,-300,"",113511,1007006094
"","",0,4,"","",1007006,"","",113411,1007006095
"","",svd_run,3,0.2,"",1007006,1,"",113411,1007006096
0.8,0,750,2,"","",1007006,-300,"",113411,1007006097
"","","",93,"","",1007006,"","",0.6,1007006098
1,0,1,6,0.2,0,1007006,1,"",113511,1007006099
1,0,1,6,0.2,0,1007006,1,"",113411,1007006100
"","","",91,"","",1007006,"","",0,1007006101
-250,-560,113511,5,2.08,0,1007007,100,svd_idle_normal,1,1007007001
250,-560,113411,5,2.08,1,1007007,100,svd_idle_normal,2,1007007002
0,0,333,5,1,0,1007007,0,svd_white_loop,3,1007007003
1,0,1,6,0,0,1007007,1,"",333,1007007004
1,0,1,6,0,0,1007007,1,"",113511,1007007005
1,0,1,6,0,0,1007007,1,"",113411,1007007006
"","","",93,"","",1007007,"","",1,1007007007
1,0.4,1,6,0.8,0,1007007,1,"",333,1007007008
svd_idle_normal,1,svd_jump2,3,0.2,0.2,1007007,0,"",113511,1007007009
svd_idle_normal,1,svd_jump2,3,0.2,0.2,1007007,0,"",113411,1007007010
"","","",93,"","",1007007,"","",0.3,1007007011
0.75,0,-250,2,"","",1007007,-300,"",113511,1007007012
0.75,0,250,2,"","",1007007,-300,"",113411,1007007013
1,1,1,6,0.4,0,1007007,1,"",113511,1007007014
1,1,1,6,0.4,0,1007007,1,"",113411,1007007015
"","",6,12,0,0,1007007,0.2,"",113511,1007007016
"","",6,12,0,0,1007007,0.2,"",113411,1007007017
"","","",93,"","",1007007,"","",1.2,1007007018
"","","",91,"","",1007007,"","",0,1007007019
"","",svd_idle_normal,3,0.2,"",1007007,1,"",113411,1007007020
"","",svd_talk_joy2,3,0.2,"",1007007,1,"",113511,1007007021
0,"",vo_svd_0721,21,"","",1007007,0,"",vo_svd,1007007022
0,0,"누나도 동생의\n즐거워 보이는 얼굴을 봐서\n기뻤어!",11,0,0,1007007,7,1,113511,1007007023
"","","",91,"","",1007007,"","",0,1007007024
"","",svd_idle_joy2,3,0.2,"",1007007,1,"",113511,1007007025
"","",svd_talk_memory,3,0.2,"",1007007,1,"",113411,1007007026
0,"",vo_svd_0722,21,"","",1007007,0,"",vo_svd,1007007027
0,0,"애초에 당신이 주는\n공을 떨어뜨리다니, 절대로\n있어서는 안 되는 일이에요…",11,0,0,1007007,6,1,113411,1007007028
"","","",91,"","",1007007,"","",0,1007007029
"","",svd_idle_memory,3,0.2,"",1007007,1,"",113411,1007007030
"","",svd_talk_joy2,3,0.2,"",1007007,1,"",113511,1007007031
0,"",vo_svd_0723,21,"","",1007007,0,"",vo_svd,1007007032
0,0,"그렇고말고!\n어떤 곳으로 오든\n반드시 받아치겠어!",11,0,0,1007007,6,1,113511,1007007033
"","","",91,"","",1007007,"","",0,1007007034
"","",svd_idle_joy2,3,0.2,"",1007007,1,"",113511,1007007035
"","",svd_talk_sad,3,0.2,"",1007007,1,"",113411,1007007036
0,"",vo_svd_0724,21,"","",1007007,0,"",vo_svd,1007007037
0,0,"하지만 당신이 주는\n선물이라고 생각하면 그대로\n받아내고 싶은 유혹도…",11,0,0,1007007,6,1,113411,1007007038
"","","",91,"","",1007007,"","",0,1007007039
"","",svd_idle_sad,3,0.2,"",1007007,1,"",113411,1007007040
"","",svd_talk_anger,3,0.2,"",1007007,1,"",113511,1007007041
0,"",vo_svd_0725,21,"","",1007007,0,"",vo_svd,1007007042
0,0,"안 돼! 유혹을 떨쳐내고\n우리는 공을 돌려주는 거야!\n그게…",11,0,0,1007007,7,1,113511,1007007043
"","","",93,"","",1007007,"","",4.2,1007007044
"","",svd_talk_sad,3,0.2,"",1007007,1,"",113511,1007007045
"","","",91,"","",1007007,"","",1007007043,1007007046
"","",svd_idle_sad,3,0.2,"",1007007,1,"",113511,1007007047
"","",svd_talk_sad,3,0.2,"",1007007,1,"",113411,1007007048
0,"",vo_svd_0726,21,"","",1007007,0,"",vo_svd,1007007049
0,0,"비치발리볼…\n너무도 가혹한 스포츠…",11,0,0,1007007,5,1,113411,1007007050
"","","",91,"","",1007007,"","",0,1007007051
"","",svd_idle_sad,3,0.2,"",1007007,1,"",113411,1007007052
"","","",102,"","",1007007,"","","",1007007053
"","","",93,"","",1007007,"","",1,1007007054
"","",13,12,0,0,1007007,1,"",113511,1007007055
"","",svd_talk_normal,3,0.2,"",1007007,1,"",113511,1007007056
"","","",93,"","",1007007,"","",3,1007007057
"","",svd_idle_normal,3,0.2,"",1007007,1,"",113511,1007007058
"","",12,12,0,0,1007007,1,"",113411,1007007059
"",1,svd_talk_sad,3,0.2,"",1007007,1,"",113411,1007007060
"","","",93,"","",1007007,"","",3,1007007061
"",1,svd_idle_sad,3,0.2,"",1007007,1,"",113411,1007007062
"","",4,12,0,0,1007007,1,"",113511,1007007063
"","",svd_talk_anger,3,0.2,"",1007007,1,"",113511,1007007064
"","","",93,"","",1007007,"","",3,1007007065
"","",svd_idle_wish,3,0.2,"",1007007,1,"",113511,1007007066
"","",11,12,0,0,1007007,1,"",113411,1007007067
"",1,svd_talk_wish,3,0.2,"",1007007,1,"",113411,1007007068
"","","",93,"","",1007007,"","",3,1007007069
"",1,svd_idle_wish,3,0.2,"",1007007,1,"",113411,1007007070
"","","",101,"","",1007007,"","",1007007055,1007007071
1,0,1,6,1,0,1007007,1,"",333,1007007072
"","",1,4,"","",1007007,"","",113511,1007007073
"","",svd_run,3,0.2,"",1007007,1,"",113511,1007007074
0.8,0,-750,2,"","",1007007,-300,"",113511,1007007075
"","",0,4,"","",1007007,"","",113411,1007007076
"","",svd_run,3,0.2,"",1007007,1,"",113411,1007007077
0.8,0,750,2,"","",1007007,-300,"",113411,1007007078
"","","",93,"","",1007007,"","",0.6,1007007079
1,0,1,6,0.2,0,1007007,1,"",113511,1007007080
1,0,1,6,0.2,0,1007007,1,"",113411,1007007081
"","","",91,"","",1007007,"","",0,1007007082
-650,-300,113511,5,2.08,0,1007008,100,svd_idle_normal,2,1007008001
650,-300,113411,5,2.08,1,1007008,100,svd_idle_normal,1,1007008002
0,0,333,5,1,0,1007008,0,svd_white_loop,3,1007008003
1,0,1,6,0,0,1007008,1,"",333,1007008004
1,0,1,6,0,0,1007008,1,"",113511,1007008005
1,0,1,6,0,0,1007008,1,"",113411,1007008006
"","","",93,"","",1007008,"","",1,1007008007
1,0.4,1,6,0.8,0,1007008,1,"",333,1007008008
"","",svd_walk_sad,3,0.2,"",1007008,1,"",113511,1007008009
2,0,-250,2,"","",1007008,-300,"",113511,1007008010
1,1,1,6,0.4,0,1007008,1,"",113511,1007008011
"","",svd_walk_sad,3,0.2,"",1007008,1,"",113411,1007008012
2,0,250,2,"","",1007008,-300,"",113411,1007008013
1,1,1,6,0.4,0,1007008,1,"",113411,1007008014
"","","",93,"","",1007008,"","",2,1007008015
"","","",91,"","",1007008,"","",0,1007008016
"","",svd_idle_sad,3,0.2,"",1007008,1,"",113411,1007008017
"","",svd_idle_sad,3,0.2,"",1007008,1,"",113511,1007008018
"","","",93,"","",1007008,"","",0.6,1007008019
"","",svd_talk_sad,3,0.2,"",1007008,1,"",113511,1007008020
0,"",vo_svd_0821,21,"","",1007008,0,"",vo_svd,1007008021
0,0,"마침내…\n끝나고 말았군요…",11,0,0,1007008,6,1,113511,1007008022
"","","",91,"","",1007008,"","",0,1007008023
"","",svd_idle_sad,3,0.2,"",1007008,1,"",113511,1007008024
"","",svd_talk_sad,3,0.2,"",1007008,1,"",113411,1007008025
0,"",vo_svd_0822,21,"","",1007008,0,"",vo_svd,1007008026
0,0,"동생의 노력하는 모습을\n마지막까지 지켜봐서\n기쁜 마음이랑…",11,0,0,1007008,6,1,113411,1007008027
"","","",91,"","",1007008,"","",0,1007008028
"","",svd_idle_sad,3,0.2,"",1007008,1,"",113411,1007008029
"","",svd_talk_sad,3,0.2,"",1007008,1,"",113511,1007008030
0,"",vo_svd_0823,21,"","",1007008,0,"",vo_svd,1007008031
0,0,"다시 돌아오지 않는 단 한 번의 여름에 대한\n안타까움이…",11,0,0,1007008,6,1,113511,1007008032
"","","",91,"","",1007008,"","",0,1007008033
"","",svd_idle_sad,3,0.2,"",1007008,1,"",113511,1007008034
"","",svd_talk_anger,3,0.2,"",1007008,1,"",113411,1007008035
0,"",vo_svd_0824,21,"","",1007008,0,"",vo_svd,1007008036
0,0,"안 돼! 에리코!\n교실로 향하는 동생을\n미소로 배웅하자!",11,0,0,1007008,6,1,113411,1007008037
"","","",93,"","",1007008,"","",4,1007008038
svd_idle_guts2,1,svd_talk_guts2,3,0.2,0.2,1007008,0,"",113411,1007008039
"","","",91,"","",1007008,"","",1007008037,1007008040
"","",svd_idle_wish,3,0.2,"",1007008,1,"",113411,1007008041
"","",svd_talk_thinking,3,0.2,"",1007008,1,"",113511,1007008042
0,"",vo_svd_0825,21,"","",1007008,0,"",vo_svd,1007008043
0,0,"그렇네요…!\n그것이야말로 저분을 위한 것.",11,0,0,1007008,6,1,113511,1007008044
"","","",93,"","",1007008,"","",3.5,1007008045
svd_idle_guts2,1,svd_talk_guts2,3,0.2,0.2,1007008,0,"",113511,1007008046
"","","",91,"","",1007008,"","",1007008044,1007008047
"","",svd_idle_wish,3,0.2,"",1007008,1,"",113511,1007008048
svd_idle_wish,1,svd_cmn_smile1,3,0.2,0.2,1007008,0,"",113411,1007008049
0,"",vo_svd_0826,21,"","",1007008,0,"",vo_svd,1007008050
0,0,"다녀와!\n동생아!",11,0,0,1007008,7,1,113411,1007008051
"","","",91,"","",1007008,"","",0,1007008052
"","",svd_idle_wish,3,0.2,"",1007008,1,"",113411,1007008053
"","",svd_talk_wish2,3,0.2,"",1007008,1,"",113511,1007008054
0,"",vo_svd_0827,21,"","",1007008,0,"",vo_svd,1007008055
0,0,"저희는 언제 어디서든\n당신을 지켜보고\n있을게요…!",11,0,0,1007008,7,1,113511,1007008056
"","","",93,"","",1007008,"","",3,1007008057
svd_idle_wish2,1,svd_obsession2,3,0.2,0.2,1007008,0,"",113511,1007008058
"","","",91,"","",1007008,"","",1007008056,1007008059
"","","",102,"","",1007008,"","","",1007008060
"","","",93,"","",1007008,"","",1,1007008061
"","",10,12,0,0,1007008,1,"",113411,1007008062
"","",svd_talk_normal,3,0.2,"",1007008,1,"",113411,1007008063
"","","",93,"","",1007008,"","",3,1007008064
"","",svd_idle_normal,3,0.2,"",1007008,1,"",113411,1007008065
"","",12,12,0,0,1007008,1,"",113511,1007008066
"",1,svd_talk_sad,3,0.2,"",1007008,1,"",113511,1007008067
"","","",93,"","",1007008,"","",3,1007008068
"",1,svd_idle_sad,3,0.2,"",1007008,1,"",113511,1007008069
"","",7,12,0,0,1007008,1,"",113411,1007008070
svd_idle_guts2,1,svd_talk_guts2,3,0.2,0.2,1007008,0,"",113411,1007008071
"","","",93,"","",1007008,"","",3,1007008072
"","",svd_idle_guts2,3,0.2,"",1007008,1,"",113411,1007008073
"","",7,12,0,0,1007008,1,"",113511,1007008074
"",1,svd_talk_wish,3,0.2,"",1007008,1,"",113511,1007008075
"","","",93,"","",1007008,"","",3,1007008076
"",1,svd_idle_wish,3,0.2,"",1007008,1,"",113511,1007008077
"","","",101,"","",1007008,"","",1007008062,1007008078
1,0,1,6,1,0,1007008,1,"",333,1007008079
"","",1,4,"","",1007008,"","",113511,1007008080
"","",svd_run,3,0.2,"",1007008,1,"",113511,1007008081
0.8,0,-750,2,"","",1007008,-300,"",113511,1007008082
"","",0,4,"","",1007008,"","",113411,1007008083
"","",svd_run,3,0.2,"",1007008,1,"",113411,1007008084
0.8,0,750,2,"","",1007008,-300,"",113411,1007008085
"","","",93,"","",1007008,"","",0.6,1007008086
1,0,1,6,0.2,0,1007008,1,"",113511,1007008087
1,0,1,6,0.2,0,1007008,1,"",113411,1007008088
"","","",91,"","",1007008,"","",0,1007008089
