command_id,param_06,param_07,param_04,drama_id,param_08,param_03,command_type,param_05,param_02,param_01
12039,"","",0,12,"",0,21,"",vo_alces_1203,vo_alces
12040,0,0,1,12,0.7,10,11,0,"더 이상 도망칠 곳은 없어, 연금술사!",105111
12041,"","",0,12,"",0,91,"","",0
12042,"","","",12,"","",22,"",0.5,0
12043,0.2,0,sad_talk_anger,12,"",0,3,1,mitsuki_look_in_noface,105111
12044,0.2,"","",12,"",0,3,"",mitsuki_look_in,1002
12045,"","","",12,"","",93,"",0,1.5
12046,"","",0,12,"",0,21,"",vo_alces_1204,vo_alces
12047,0,0,1,12,1.2,10,11,0,"…칫, 놓쳤나 보네…",105111
12048,"","",0,12,"",0,91,"","",0
12049,0.2,0,mitsuki_armcrossed_talk_noface,12,"",0,3,1,mitsuki_armcrossed_in_noface,105111
12050,0.2,0,mitsuki_armcrossed_talk,12,"",0,3,1,mitsuki_armcrossed_in,1002
12051,"","",0,12,"",0,21,"",vo_alces_1205,vo_alces
12052,0,0,1,12,2.3,10,11,0,"나 참,\n아무런 과학적 근거도 없는 물건을 가지고\n장사를 하다니…\n난 인정 못 해",105111
12053,"","",0,12,"",0,91,"","",0
12054,0.2,"","",12,"",1,3,"",mitsuki_ecstatic_talk_noface,105111
12055,0.2,"","",12,"",1,3,"",mitsuki_ecstatic_talk,1002
12056,"","",0,12,"",0,21,"",vo_alces_1206,vo_alces
12057,0,0,1,12,1.5,10,11,0,"……그 마녀 할멈의 손녀라.\n방심하면 안 되겠어.\n【알케스 연금당】……!",105111
12058,"","",0,12,"",0,91,"","",0
12059,"","","",12,"","",22,"",0.5,0
12060,0.2,0,mitsuki_walkR_noface,12,"",0,3,1,mitsuki_turnR_noface,105111
12061,0.2,0,mitsuki_walkR,12,"",0,3,1,mitsuki_turnR,1002
12062,"","",5,12,"",-190,2,0,1050,105111
12063,"","",5,12,"",-190,2,0,1050,1002
12064,"","","",12,"","",93,"",0,4.5
12065,0.2,"","",12,"",1,3,"",idle_normal_Ex0001,1
12066,"","","",12,"","",23,"",se_alces_invisible,se_alces
12067,"","","",12,"","",32,"",0,12
12068,"","","",12,"","",32,"",1,12
12069,"","","",12,"","",93,"",0,0.1
12070,0.3,0,1,12,"",1,6,1,1,1
12071,"","","",12,"","",93,"",0,1.5
12072,"","","",12,"","",23,"",se_alces_breath,se_alces
12073,0.2,0,relief_idle,12,"",0,3,1,relief_in,1
12074,"","","",12,"",0,3,"",relief_in,1001
12075,"","","",12,"","",22,"",0,0
12076,"","","",12,"","",93,"",0,3
12077,"","",0,12,"",0,101,"","",12076
15001,1.43,0,100,15,walk_jog_talkjoy2,100,5,-130,2,2
15002,1.4,1,400,15,sit_readPaper,101,5,-130,3,3
15003,"","","",15,"","",91,"",0,0
15004,"","",0.8,15,"",-130,2,0,235,2
15005,"","",0,15,"",0,93,"",0,0.5
15006,"","",0,15,"",0,21,"",vo_alces_1500,vo_alces
15007,0,0,1,15,0.5,10,11,0,"심부름 다녀왔어~\n소노 고모~",2
15008,"","","",15,"","",93,"",0,0.3
15009,0.2,"","",15,"",1,3,"",talk_normal,2
15010,"","","",15,"","",91,"","",15007
15011,"","","",15,"","",22,"",0.5,0
15012,0.2,"","",15,"",1,3,"",idle_normal,2
15013,"","","",15,"","",93,"",0,1
15014,0.2,0,sit_readPaper,15,"",0,3,1,sit_readPaperTurn,3
15015,"","","",15,"","",93,"",0,0.5
15016,"","",0,15,"",0,21,"",vo_alces_1501,vo_alces
15017,0,0,1,15,0.5,10,11,0,"……소노 고모~!",2
15018,"","","",15,"","",93,"",0,0.3
15019,0.2,0,idle_normal,15,"",0,3,1,smile_normal,2
15020,"","",0,15,"",0,91,"","",15017
15021,"","","",15,"","",22,"",0.5,0
15022,"","","",15,"","",93,"",0,0.5
15023,0.2,"","",15,"",1,3,"",sad_idle_surprise,2
15024,"","","",15,"","",93,"",1,1
15025,0.2,0,sit_readPaper,15,"",0,3,1,sit_readPaperTurn,3
15026,"","","",15,"","",93,"",0,1.2
15027,0.2,"","",15,"",1,3,"",anger_talk_pain,2
15028,"","",0,15,"",0,21,"",vo_alces_1502,vo_alces
15029,0,0,1,15,0.5,10,11,0,"소노 고모~!!!",2
15030,"","",0,15,"",0,91,"","",0
15031,"","","",15,"","",22,"",0.5,0
15032,0.2,"","",15,"",1,3,"",anger_idle_angerR,2
15033,"","","",15,"","",93,"",1,1.2
15034,"","","",15,"","",23,"",se_alces_emotion_quiet,se_alces
15035,10,0,0,15,"",1,12,0,12,3
15036,"","","",15,"","",93,"",0,2.5
15037,"","","",15,"","",23,"",se_alces_emotion_notice,se_alces
15038,0,0,0,15,"",0.3,12,0,10,2
15039,0.2,0,notice_loop_talk2,15,"",0,3,1,notice_in_talk2,2
15040,"","","",15,"","",93,"",0,1.4
15041,0.2,"","",15,"",1,3,"",talk_normal_normal2,2
15042,"","",0,15,"",0,21,"",vo_alces_1503,vo_alces
15043,0,0,1,15,0.5,10,11,0,"소노 언니",2
15044,"","",0,15,"",0,91,"","",0
15045,0.2,"","",15,"",1,3,"",idle_normal,2
15046,0.2,"","",15,"",1,3,"",sit_out_smile,3
15047,"","","",15,"","",93,"",1,0.5
15048,0.2,0,sono_cool_talk,15,"",0,3,1,sono_cool_in,3
15049,0.2,"","",15,"",1,3,"",surprise_idle_shy,2
15050,"","",0,15,"",0,21,"",vo_alces_1504,vo_alces
15051,0,0,1,15,4.8,10,11,0,"응, 고마워.\n이건 소노 언니가 주는\n용돈이야♪",3
15052,"","",0,15,"",0,91,"","",0
15053,"","","",15,"","",22,"",0.5,0
15054,0.2,0,sono_armcrossed_idle,15,"",0,3,1,sono_armcrossed_in,3
15055,"","","",15,"","",93,"",0,0.5
15056,"","","",15,"","",23,"",se_alces_emotion_sweat,se_alces
15057,0,0,0,15,"",1.5,12,0,2,2
15058,0.2,"","",15,"",1,3,"",talk_normal_nervous,2
15059,"","","",15,"","",93,"",0,0.8
15060,0.2,"","",15,"",1,3,"",sono_armcrossed_talk,3
15061,"","","",15,"","",93,"",0,1.7
15062,0.2,"","",15,"",1,3,"",iroha_idle_Ex0001,2
15063,0.2,"","",15,"",1,3,"",sono_armcrossed_idle,3
15064,"","","",15,"","",93,"",0,1
15065,"","","",15,"","",22,"",0,0
15066,"","","",15,"","",93,"",0,3
15067,"","",0,15,"",0,101,"","",15066
16001,1.45,1,150,16,iroha_idle_dere_glass,103,5,-160,5,5
16002,0,"",-160,16,"",150,31,1,11,11
16003,1.45,1,150,16,empty,104,5,-160,1001,10
16004,1.41,1,1000,16,sono_walk_scare,102,5,-160,3,3
16005,1.41,1,300,16,empty,103,5,-160,1002,10
16006,"","","",16,"",110,13,"",130,3
16007,1.42,0,-50,16,idle_normal,100,1,-150,132211,1
16008,1.42,0,-50,16,empty,101,5,-150,1003,10
16009,"","","",16,"","",91,"",0,0
16010,0.2,0,iroha_doya_talk_glass,16,"",0,3,1,iroha_doya_in_glass,5
16011,"","","",16,"","",93,"",0,0.5
16012,"","",0,16,"",0,21,"",vo_alces_1600,vo_alces
16013,0,0,1,16,4.9,10,11,0,"있지, 나 예뻐?\n어른스러워?\n섹시 다이너마이트?",5
16014,"","",0,16,"",0,91,"","",0
16015,0.2,"","",16,"",1,3,"",iroha_doya_idle_glass,5
16016,0.2,"","",16,"",1,3,"",surprise_talk,132211
16017,"","",0,16,"",0,21,"",vo_alces_1601,vo_alces
16018,0,0,1,16,0.8,10,11,0,"왜… 왜 그래, 이로하?\n…아, 혹시 소노 씨랑\n몸이 바뀌었어?",132211
16019,"","",0,16,"",0,91,"","",0
16020,0.2,"","",16,"",1,3,"",surprise_idle,132211
16021,0.2,0,iroha_cool_talk_glass,16,"",0,3,1,iroha_cool_in_glass,5
16022,"","",0,16,"",0,21,"",vo_alces_1602,vo_alces
16023,0,0,1,16,2.4,10,11,0,"맞아, 난 소노야.\n나이스 보디지?",5
16024,"","",0,16,"",0,91,"","",0
16025,"","","",16,"","",22,"",0.5,0
16026,"","",4,16,"",-160,2,0,300,3
16027,0.2,0.2,sono_armcrossed_idle,16,"",0,3,1,sono_walk_scare,3
16028,0.2,0,iroha_armcrossed_talk_glass,16,"",0,3,1,iroha_armcrossed_in_glass,5
16029,"","","",16,"","",93,"",0,0.5
16030,0.2,0,surprise2_idle,16,"",0,3,1,surprise2_in,132211
16031,"","",0,16,"",0,21,"",vo_alces_1603,vo_alces
16032,0,0,1,16,3.9,10,11,0,"그럼 잠깐 놀다 올게~\n곤충 채집… 아니, 어른들의 사교장에서♪",5
16033,"","",0,16,"",0,91,"","",16027
16034,"","",0,16,"",0,91,"","",16032
16035,"","","",16,"","",22,"",0.5,0
16036,"","","",16,"","",23,"",se_alces_surprise,se_alces
16037,0.2,0,iroha_shock_loop,16,"",0,3,1,iroha_shock_in,5
16038,0.2,"","",16,"",0,3,"",iroha_shock_in,1001
16039,"","","",16,"","",93,"",0,1
16040,0.2,"","",16,"",1,3,"",sono_armcrossed_talk,3
16041,"","",0,16,"",0,21,"",vo_alces_1604,vo_alces
16042,0,0,1,16,2.6,10,11,0,"…나인 척하면서 어디 가니?\n이로하?",3
16043,"","",0,16,"",0,91,"","",0
16044,"","","",16,"","",22,"",0.5,0
16045,0.2,0,sono_doya_idle,16,"",0,3,1,sono_doya_in,3
16046,0.2,"","",16,"",0,3,"",iroha_kyorokyoro,5
16047,"","","",16,"","",93,"",0,1.8
16048,"","","",16,"","",23,"",se_alces_dotabata,se_alces
16049,0,0,iroha_escape,16,"",0,3,1,iroha_escape_in,5
16050,"","",3.5,16,"",-160,2,0,-1200,5
16051,"","","",16,"","",32,"",1,11
16052,"","","",16,"","",37,"",sweatR_Loop,11
16053,"","",3.5,16,"",-160,33,0,-1200,11
16054,"","","",16,"","",93,"",0,0.1
16055,0.2,"","",16,"",1,3,"",sono_notice_in_anger,3
16056,0.2,"","",16,"",0,3,"",sono_notice_in_anger,1002
16057,"","","",16,"","",93,"",0,0.3
16058,0.2,0,surprise2R_idle,16,"",0,3,1,surprise2_turn,132211
16059,"","","",16,"","",93,"",0,0.4
16060,0.2,"","",16,"",1,3,"",run_chase,3
16061,"","",3.5,16,"",-160,2,0,-1050,3
16062,"","","",16,"","",93,"",0,2
16063,0.2,"","",16,"",1,3,"",sadR_idle_nervous,132211
16064,0.2,0,sad_idle_nervous,16,"",0,3,1,sad_idle_nervous_in,1003
16065,"","","",16,"","",93,"",0,2
16066,"","","",16,"","",22,"",0,0
16067,"","","",16,"","",93,"",0,3
16068,"","",0,16,"",0,101,"","",16067
17001,1.47,0,-100,17,idle_normal,100,5,-190,5,5
17002,0,"",-190,17,"",-100,31,1,1101,11
17003,1.47,0,-100,17,empty,101,5,-190,1001,10
17004,"","","",17,"","",13,"",130,5
17005,1.43,1,125,17,idle_kyapi_normal,101,5,-190,4,4
17006,0,"",-190,17,"",125,31,1,1102,11
17007,"","","",17,"","",91,"",0,0
17008,"","","",17,"","",23,"",se_alces_breath,se_alces
17009,0.2,0,sono_relief_talk,17,"",0,3,1,sono_relief_in,5
17010,0.2,"","",17,"",0,3,"",sono_relief_in,1001
17011,"","","",17,"","",93,"",0,0.5
17012,"","",0,17,"",0,21,"",vo_alces_1700,vo_alces
17013,0,0,1,17,2.4,10,11,0,"하아…\n원래 모습으로 돌아왔네…",5
17014,"","","",17,"","",93,"",1,3.5
17015,"","",0,17,"",0,91,"","",17013
17016,0.2,0,sono_tired_talk,17,"",0,3,1,sono_ache_in,5
17017,"","",0,17,"",0,21,"",vo_alces_1701,vo_alces
17018,0,0,1,17,4.2,10,11,0,"으윽… 근육통 대박.\n넌 얼마나 뛰어다니는 거야…",5
17019,"","",0,17,"",0,91,"","",0
17020,0.2,"","",17,"",1,3,"",sono_tired_idle,5
17021,0.2,"","",17,"",1,3,"",jump_loop,4
17022,"","",0,17,"",0,21,"",vo_alces_1702,vo_alces
17023,0,0,1,17,1.8,10,11,0,"아하하핫~!!\n이로하의 몸, 둔해졌어~!!",4
17024,"","",0,17,"",0,91,"","",0
17025,0.2,"","",17,"",1,3,"",joy_talk_normal2,4
17026,"","",0,17,"",0,21,"",vo_alces_1703,vo_alces
17027,0,0,1,17,0.5,10,11,0,"잠시 전력을 다해 뛰고 올게~!!",4
17028,"","",0,17,"",0,91,"","",0
17029,0.1,0,iroha_run_dash,17,"",0,3,1,iroha_joy_to_run,4
17030,"","","",17,"","",22,"",0.5,0
17031,"","",2.1,17,"",-190,2,0,1200,4
17032,"","","",17,"","",32,"",1,1102
17033,"","","",17,"","",37,"",smokeL,1102
17034,"","",2.1,17,"",-190,33,0,1200,1102
17035,"","","",17,"","",93,"",0,2
17036,0.2,0,sad_talk_anger,17,"",0,3,1,tired_to_sad,5
17037,"","",0,17,"",0,21,"",vo_alces_1704,vo_alces
17038,0,0,1,17,4.5,10,11,0,"…응?\n나중에 그 몸으로 내가 다시 돌아갈 텐데?\n무리야. 죽을 거야",5
17039,"","",0,17,"",0,91,"","",0
17040,0.1,"","",17,"",1,3,"",run_chase_Ex0006,5
17041,"","",3.5,17,"",-190,2,0,1100,5
17042,"","","",17,"","",32,"",1,1101
17043,"","","",17,"","",37,"",sweatL_Loop,1101
17044,"","",3.5,17,"",-190,33,0,1100,1101
17045,"","",0,17,"",0,21,"",vo_alces_1705,vo_alces
17046,0,0,1,17,0.5,10,11,0,"야, 거기 서~!!",5
17047,"","","",17,"","",93,"",0,3
17048,"","",0,17,"",0,91,"","",0
17049,"","","",17,"","",22,"",0,0
17050,"","","",17,"","",93,"",0,3
17051,"","",0,17,"",0,101,"","",17050
18001,1.4,1,400,18,sit_drink_loop,100,5,-130,5,5
18002,1.37,0,235,18,iroha_sad_lookup_surprise,101,5,-145,4,4
18003,"","","",18,"","",91,"",0,0
18004,"","",0,18,"",0,21,"",vo_alces_1800,vo_alces
18005,0,0,1,18,0.5,10,11,0,"꿀꺽… 꿀꺽… 꿀꺽!",5
18006,"","",0,18,"",0,91,"","",0
18007,0.2,0,sit_drink_handup_talk,18,"",0,3,1,sit_drink_handup_in,5
18008,"","","",18,"","",93,"",0,0.2
18009,0.2,0,iroha_surprise_look_idle,18,"",0,3,1,iroha_surprise_in,4
18010,"","","",18,"","",93,"",0,0.2
18011,"","",0,18,"",0,21,"",vo_alces_1801,vo_alces
18012,0,0,1,18,5.8,10,11,0,"아아, 목이 기뻐하고 있어.\n고향의 포도주도 좋지만\n이쪽의 맥주도 좋네~",5
18013,"","",0,18,"",0,91,"","",0
18014,0.2,0,sit_drink_idle,18,"",0,3,1,sit_drink_idle_in,5
18015,0.2,"","",18,"",1,3,"",iroha_anger_talk_lookup,4
18016,"","",0,18,"",0,21,"",vo_alces_1802,vo_alces
18017,0,20,1,18,4.7,10,11,0,"아~ 이로하의 목도 기뻐하고 싶어~\n소노, 이로하도 마실래~!",4
18018,"","",0,18,"",0,91,"","",0
18019,0.2,"","",18,"",1,3,"",iroha_anger_idle_lookup,4
18020,0.2,0,sit_drink_idle_Jitome,18,"",0,3,1,sit_drink_idle_notice,5
18021,"","",0,18,"",0,21,"",vo_alces_1803,vo_alces
18022,0,0,1,18,4.2,10,11,0,"후, 10년은 일러.\n꿀꺽꿀꺽",5
18023,"","",0,18,"",0,91,"","",0
18024,0.2,0,sit_drink_yareyare,18,"",0,3,1,sit_drink_idle_to_yareyare,5
18025,"","",0,18,"",0,21,"",vo_alces_1804,vo_alces
18026,0,0,1,18,4.7,10,11,0,"너도 언젠가는 알게 될 거야,\n맥주를 마시지 않으면\n살아갈 수 없다는 걸",5
18027,"","",0,18,"",0,91,"","",0
18028,"","","",18,"","",22,"",0,0
18029,0.2,0,iroha_sad_lookup_shy,18,"",0,3,1,iroha_anger_to_sad,4
18030,0.2,0,sit_drink_loop,18,"",0,3,1,sit_drink_yareyare_to_loop,5
18031,"","","",18,"","",93,"",0,2
18032,0.2,0,sit_drink_handup_idle_dead,18,"",0,3,1,sit_drink_handup_in_dead,5
18033,"","","",18,"","",93,"",0,2
18034,"","",0,18,"",0,21,"",vo_alces_1805,vo_alces
18035,0,0,1,18,2.7,10,11,0,"…으어~ 딸꾹",5
18036,"","",0,18,"",0,91,"","",0
18037,0.2,"","",18,"",1,3,"",iroha_sad_talk_lookup,4
18038,"","",0,18,"",0,21,"",vo_alces_1806,vo_alces
18039,0,20,1,18,0.5,10,11,0,"칠칠치 못한 어른이다…",4
18040,"","",0,18,"",0,91,"","",0
18041,0.2,"","",18,"",1,3,"",iroha_sad_lookup_shy,4
18042,"","","",18,"","",22,"",0,0
18043,"","","",18,"","",93,"",0,3
18044,"","",0,18,"",0,101,"","",18043
101001,1.4,0,-1.7,101,adv_luis,100,5,-140,1,1
101002,1,"",87,101,"",108.3,31,1,1,1
102001,1.4,0,-1.7,102,adv_luis,100,5,-140,1,1
102002,1,"",87,102,"",108.3,31,1,1,1
103001,1.4,0,-1.7,103,adv_luis,100,5,-140,1,1
103002,1,"",87,103,"",108.3,31,1,1,1
104001,1.5,0,90,104,adv_iroha,100,5,-190,2,2
104002,1,"",37,104,"",200,31,1,1,1
105001,1.5,0,90,105,adv_iroha,100,5,-190,2,2
105002,1,"",37,105,"",200,31,1,1,1
106001,1.5,0,90,106,adv_iroha,100,5,-190,2,2
106002,1,"",37,106,"",200,31,1,1,1
107001,1.38,1,350,107,adv_sono,100,5,-130,3,3
107002,1,"",-18,107,"",475,31,1,10,10
107003,1,"",125,107,"",460,31,1,1,1
108001,1.38,1,350,108,adv_sono,100,5,-130,3,3
108002,1,"",-18,108,"",475,31,1,10,10
108003,1,"",125,108,"",460,31,1,1,1
109001,1.38,1,350,109,adv_sono,100,5,-130,3,3
109002,1,"",-18,109,"",475,31,1,10,10
109003,1,"",125,109,"",460,31,1,1,1
110001,1.38,1,350,110,adv_sono,100,5,-130,3,3
110002,1,"",-18,110,"",475,31,1,10,10
110003,1,"",125,110,"",460,31,1,1,1
111001,1.4,0,-1.7,111,adv_luis,100,5,-140,1,1
111002,1,"",87,111,"",108.3,31,1,1,1
111003,"","","",111,"","",37,"",special,1
112001,1.38,1,350,112,adv_sono,100,5,-130,3,3
112002,1,"",-18,112,"",475,31,1,10,10
112003,1,"",125,112,"",460,31,1,1,1
112004,"","","",112,"","",37,"",special,1
113001,1.5,0,90,113,adv_iroha,100,5,-190,2,2
113002,1,"",37,113,"",200,31,1,1,1
113003,"","","",113,"","",37,"",special,1
114001,1.5,0,90,114,adv_iroha,100,5,-190,2,2
114002,1,"",37,114,"",200,31,1,1,1
114003,"","","",114,"","",37,"",special,1
115001,1.4,0,-1.7,115,adv_luis,100,5,-140,1,1
115002,1,"",87,115,"",108.3,31,1,1,1
115003,"","","",115,"","",37,"",special,1
116001,1.5,0,90,116,adv_iroha,100,5,-190,2,2
116002,1,"",37,116,"",200,31,1,1,1
116003,"","","",116,"","",37,"",special,1
117001,1.38,1,350,117,adv_sono,100,5,-130,3,3
117002,1,"",-18,117,"",475,31,1,10,10
117003,1,"",125,117,"",460,31,1,1,1
117004,"","","",117,"","",37,"",special,1
118001,1.48,0,90,118,adv_iroha_kodomo,100,5,-190,4,4
118002,1,"",37,118,"",200,31,1,1,1
118003,"","","",118,"","",37,"",special,1
119001,1.38,1,350,119,adv_sono,100,5,-130,3,3
119002,1,"",-18,119,"",475,31,1,10,10
119003,1,"",125,119,"",460,31,1,1,1
119004,"","","",119,"","",37,"",special,1
120001,1.38,1,350,120,adv_sono,100,5,-130,3,3
120002,1,"",-18,120,"",475,31,1,10,10
120003,1,"",125,120,"",460,31,1,1,1
120004,"","","",120,"","",37,"",special,1
121001,1.4,0,-1.7,121,adv_luis,100,5,-140,1,1
121002,1,"",87,121,"",108.3,31,1,1,1
121003,"","","",121,"","",37,"",special,1
122001,1.38,1,350,122,adv_sono,100,5,-130,3,3
122002,1,"",-18,122,"",475,31,1,10,10
122003,1,"",125,122,"",460,31,1,1,1
122004,"","","",122,"","",37,"",special,1
123001,1.4,1,350,123,adv_sono_otona,100,5,-130,5,5
123002,1,"",-18,123,"",475,31,1,10,10
123003,1,"",125,123,"",460,31,1,1,1
123004,"","","",123,"","",37,"",special,1
125001,1.4,0,-1.7,125,adv_luis,100,5,-140,1,1
125002,1,"",87,125,"",108.3,31,1,1,1
125003,"","","",125,"","",37,"",special,1
126001,1.48,0,90,126,adv_iroha_kodomo,100,5,-190,4,4
126002,1,"",37,126,"",200,31,1,1,1
126003,"","","",126,"","",37,"",special,1
127001,1.5,0,90,127,adv_iroha,100,5,-190,2,2
127002,1,"",37,127,"",200,31,1,1,1
127003,"","","",127,"","",37,"",special,1
128001,1.4,0,-1.7,128,adv_luis,100,5,-140,1,1
128002,1,"",87,128,"",108.3,31,1,1,1
128003,"","","",128,"","",37,"",special,1
129001,1.4,1,350,129,adv_sono_otona,100,5,-130,5,5
129002,1,"",-18,129,"",475,31,1,10,10
129003,1,"",125,129,"",460,31,1,1,1
129004,"","","",129,"","",37,"",special,1
130001,1.38,1,350,130,adv_sono,100,5,-130,3,3
130002,1,"",-18,130,"",475,31,1,10,10
130003,1,"",125,130,"",460,31,1,1,1
130004,"","","",130,"","",37,"",special,1
131001,1.4,0,-1.7,131,adv_luis,100,5,-140,1,1
131002,1,"",87,131,"",108.3,31,1,1,1
131003,"","","",131,"","",37,"",special,1
132001,1.5,0,90,132,adv_iroha,100,5,-190,2,2
132002,1,"",37,132,"",200,31,1,1,1
132003,"","","",132,"","",37,"",special,1
