id,unit_id,use_type,voice_id,face_id,change_time,change_face,description
1028012,102831,2,6,1,0.0,1,"생일이었지?\n축하할 겸 놀러 나가자\n오늘 같은 날 정도는 확실하게 쉬고\n가끔은 즐겨야지♪"
1028013,102861,1,1,1,0.0,1,"다들 즐겁게 웃는 게\n무엇보다 기뻐\n그런 곳에서 너와 보내는 게\n정말 행복해"
1028014,102861,1,2,1,0.0,1,"돌아갈 장소가 있다는 건 정말\n멋지지. 너도 지치면\n언제든 이곳으로 와\n기다릴 테니까"
1028015,102861,1,3,1,0.0,1,"익숙한, 별거 아닌 광경이지만\n이런 평범한 나날을\n소중히 하고 싶어"
1028016,102861,1,4,1,0.0,1,"너도 꽤 이곳에\n정이 들었구나\n이대로 계속\n있어도 괜찮은데?"
1028017,102861,1,5,1,0.0,1,"네 앞에서 정도는 어깨 힘을\n빼도 괜찮겠지\n사렌 마마는 잠시 휴식\n…농담이야♪"
1029001,102901,1,1,1,3.6,2,"나, 지금 포지션에는\n만족하지 않아!\n톱 아이돌을 목표로\n노래도 댄스도 갈고닦아야 해!"
1029002,102901,1,2,6,6.0,5,"내 화보집 보는 거야?\n이 화려한 수영복은 촬영용이라니까!\n사적으로 입는 건 더 귀여운걸\n… 보고 싶어?"
1029003,102901,1,3,1,3.6,2,"톱 아이돌의 길은\n아직도 멀구나…\n댄스랑 노래 레슨\n좀 더 힘내야지!"
1029004,102901,1,4,1,3.4,2,"노래도 댄스도 더더욱 잘하고 싶어!\n네가 내가 가장 빛나고 있을 때\n날 봐주길 바라니까♪"
1029005,102901,1,5,1,2.3,5,"아이돌 공부는 잘 돼가고 있어?\n근데… 나 말고 다른 아이돌은\n딱히 공부하지 않아도 되니까!"
1029006,102931,1,1,1,0.0,1,"톱 아이돌이 되면\n세상을 보는 시각이 바뀔까?\n만약 그렇게 되더라도\n넌 내 옆에 있어줄까… ?"
1029007,102931,1,2,1,0.0,1,"스테이지에 서기 위해서는\n도전 정신을 잊으면 안 돼!\n앞으로도 목표를 향해 가자~!"
1029008,102931,1,3,1,0.0,1,"나 힘내서 톱 아이돌 중에서도\n정점에 설 거야!\n응원, 부탁해!"
1029009,102931,1,4,1,0.0,1,"네가 원한다면 아이돌\n그만둬도 괜찮을지도\n하고 생각한 적도 있었어\n잠깐이었지만!"
1029010,102931,1,5,1,0.0,1,"이 노래, 짝사랑하는 소녀의 마음이\n잘 드러나지 않아?\n… 후후후, 넌 둔감하네♪"
1029011,102901,2,6,2,1.2,1,"축하해♪ 네 생일을\n축하할 수 있도록\n얼마 전부터 스케줄을\n조정했었어! 기쁘지?"
1029012,102931,2,6,1,0.0,1,"해피 버스데이 투 유♪\n해피 버스데이 투 유♪\n어때? 너만을 위한\n프라이빗 라이브야!"
1029013,102961,1,1,1,0.0,1,"지금의 내가 할 수 있는 최고의 노래를\n너에게 선사할게. 너를 생각하고\n너를 위해 노래할 테니까…\n부디 마지막까지 들어 줘!"
1029014,102961,1,2,1,0.0,1,"이 노래에는 나의 여러 마음을\n담았어. 어, 무슨\n마음이냐고? 후후, 그건 비밀\n네가 스스로 찾아봐♪"
1029015,102961,1,3,1,0.0,1,"모두의 응원이 톱 아이돌을\n목표로 하는 나한테 힘이 돼\n그러니까 지금까지보다 더 많~이\n응원해 줘야 해?"
1029016,102961,1,4,1,0.0,1,"내가 톱 아이돌이 되어도\n너는 날 지금처럼\n대해 줬으면 좋겠어. 그러는 게\n가장 기뻐"
1029017,102961,1,5,1,0.0,1,"아이돌은 연애 금지지만\n언젠가 제대로 너한테… 아니\n우선 톱 아이돌이 될 거야\n용기를 내는 건 그 다음이야!"
1030001,103001,1,1,1,5.5,2,"두구두구두구둥!\n이 니논, 쇼군을 위해서\n충의를 다하겠다입니다!\n지켜봐 줘입니다!"
1030002,103001,1,2,3,4.0,2,"큰일입니다!\n아쿠다이칸이 나타났다입니다!\n함께 처벌하옵시다!"
1030003,103001,1,3,6,4.0,1,"아, 쇼군!\n그곳에서 뭘… 앗?!\n설마 인법 수련입니다까?!\n니논도 한다입니다!"
1030004,103001,1,4,2,4.5,1,"쇼군을 위해서라면\n불속에도 물속에도 뛰어들겠다입니다!\n왜냐면… 제 목숨은\n쇼군의 것이니까입니다!"
1030005,103001,1,5,1,5.5,5,"동쪽 나라의 아름다운 여성…\n니논의 나라에도 알려진 정도입니다!\n제가 그렇게 꾸미면\n쇼군도 푹 빠질 거입니다?"
1030006,103031,1,1,1,0.0,1,"언젠가…\n쇼군과 함께 천하통일한다입니다!\n그게 니논의 꿈이다입니다!"
1030007,103031,1,2,1,0.0,1,"니논한테 벨 수 없는 것은 없다입니다!\n쇼군은 놀잇배라도 탔다\n생각하고 안심해주세요입니다!"
1030008,103031,1,3,1,0.0,1,"니논이 쇼군의 신발\n품어서 따뜻하게 데워뒀다입니다!\n함께 외출해입니다~!"
1030009,103031,1,4,1,0.0,1,"쇼군, 손 잡아입니다!\n에헤헤… 이걸로 니논과 쇼군은\n끈끈한 인연으로 맺어졌다입니다!"
1030010,103031,1,5,1,0.0,1,"쇼군! 식사하다입니까?\n목욕하다입니까?\n아니면… 니·노·온… ?\n부, 부끄럽다입니다… "
1030011,103001,2,6,1,6.2,2,"생일 축하한다입니다!\n선물로 홍백 만쥬를\n준비했다입니다! 둘이 하나의 옷을 입고\n먹여주는 겁니다!"
1030012,103031,2,6,1,0.0,1,"쇼군의 축하 파티한다입니다!\n생일은 접대 놀이로\n슈라~슈슈슈입니다!\n야단법석입니다!"
1030013,103061,1,1,1,0.0,1,"충신 니논, 부름을 받고\n달립니다, 파바바밧~!\n이 목숨 불태워 쇼군을\n지키겠다입니다!"
1030014,103061,1,2,1,0.0,1,"침략하는 것은 불과 같이입니다\n자자, 쇼군, 명령을!\n최고의 전투를\n보여드리겠다입니다!"
1030015,103061,1,3,1,0.0,1,"쇼군, 보십시오!\n활활 타오르는 궁극 인법입니다!\n이걸로 짚신도 따뜻하게…\n아아~! 타, 타버린다입니다~!"
1030016,103061,1,4,1,0.0,1,"파바바밧!\n이 도장 솜씨는 어떻습니까?\n어, 소, 손가락이 예뻐? 으으…\n기습하다니 치사하다입니다~…"
1030017,103061,1,5,1,0.0,1,"쇼군 곁에 있는 것만으로도\n저는 웃는 얼굴이 됩니다!\n그것이야말로 제게 최고의\n상입니다~!"
1031001,103101,1,1,1,6.5,2,"오늘 운세는 최악이에요\n너무 신경 쓰지 마세요\n참고로… 제 점은 잘 맞아요"
1031002,103101,1,2,6,4.5,4,"당신 뒤에 있는 사람은 누구죠… ?\n네? 안 보인다고요?"
1031003,103101,1,3,1,7.0,2,"타로 카드, 점성술, 사주팔자…\n다양하게 있지만\n제 추천은 아버지를 쓴 수정점이에요"
1031004,103101,1,4,4,4.0,5,"아버지가 당신을\n오해한 모양이에요\n무척 좋은 사람인데… "
1031005,103101,1,5,1,5.0,5,"오늘 당신에겐 여난의 상이 보이네요\n저 이외의 여성과 이야기하는 건\n자제하는 편이… "
1031006,103131,1,1,1,0.0,1,"아름다운 춤이라고요…\n기뻐요\n연습한 보람이 있네요"
1031007,103131,1,2,1,0.0,1,"이것이 퇴마의 춤이에요\n아직 연습 중이니까\n너무 보지 말아 주세요\n… 부끄러우니까요"
1031008,103131,1,3,1,0.0,1,"아버지가 이 춤을 볼 때마다\n성불할 것 같다며 칭찬해줘요\n아버지가 성불하면 곤란하지만… "
1031009,103131,1,4,1,0.0,1,"당신에게 칭찬을 받으면\n평소보다 춤이 잘 춰져요\n플러스 기운은 영을 물리치기에 그만이에요"
1031010,103131,1,5,1,0.0,1,"살아있는 사람에게 춤을 보여준 건\n당신이 처음이에요\n조금 부끄럽지만…\n당신이 봐줬으면 좋겠어요"
1031011,103101,2,6,2,10.3,5,"당신이 나이가 들어\n할아버지가 되면, 똑같이\n저도 할머니가 되겠죠\n물론 유령이 되면…"
1031012,103131,2,6,1,0.0,1,"생일 축하해요\n오늘은 무척 운세가 좋아요\n금전운이라던가 건강운이라던가…\n그… 여, 연애운이라던가…"
1032001,103201,1,1,2,4.0,1,"곤란한 일이 있다면\n사양 말고 말씀하시길!\n제가 어떻게든 해결해 드리겠어요!"
1032002,103201,1,2,2,2.0,1,"평안하신가요?\n어엿한 상인이 되기 위한\n지도 편달 잘 부탁드려요!"
1032003,103201,1,3,4,6.5,5,"분명 저는 방향치가 맞습니다만\n그렇게 심하지는 않답니다\n…그런데 집이 어느 쪽이었지요?"
1032004,103201,1,4,1,6.0,2,"당신께서 제 기사가 되는 날을\n언제까지나 기다리도록 하겠어요\n그날이 오면 둘이서\n다양한 곳을 가도록 해요"
1032005,103201,1,5,1,3.5,2,"돈으로 살 수 없는 것도 있네요…\n예를 들면 당신의 마음… 이요"
1032006,103231,1,1,1,0.0,1,"『어엿한 상인이란 어엿한 무인이기도 하다!』\n위스타리아 가문의 가르침을\n지금이야말로 지키겠어요!"
1032007,103231,1,2,1,0.0,1,"이 정도 상대는 제 적수가 못 된답니다\n빨리 해치우고\n승리의 축하연을 열겠어요!"
1032008,103231,1,3,1,0.0,1,"제 장사를 방해하는 자는\n그 누구라도 용서하지 않아요!\n심판해드리겠어요!"
1032009,103231,1,4,1,0.0,1,"당신께서\n제 옆에 계셔주는게\n저를 얼마나 강하게 만들어주는지\n눈치채고 계신가요?"
1032010,103231,1,5,1,0.0,1,"당신께서 함께라면\n저는 망설임 없이\n어디까지고 올곧게 나아가겠어요! "
1032011,103201,2,6,1,5.2,2,"오늘은 당신의 생일?\n어머, 축하해요!\n당장 파티를\n열어요!"
1032012,103231,2,6,1,0.0,1,"생일 축하해요\n당신 생일의\n가치 앞에서는 어떤 보석도\n빛을 잃고 마네요!"
1032013,103261,1,1,1,0.0,1,"오~호호호!\n정열의 불꽃이 불타오르네요!\n지금의 전 완전무결! 뒤처지지 말고\n따라와 주세요!"
1032014,103261,1,2,1,0.0,1,"역시 저한테는 빨강이 어울려요\n이 모든 것을 태우는 불꽃조차도\n저한테는 아름답게 꾸민 장식의\n하나일 뿐이에요!"
1032015,103261,1,3,1,0.0,1,"당신께서 계셔주신다면\n전 불사조같이 되살아날 거예요!\n자, 단숨에\n결판을 내자고요!"
1032016,103261,1,4,1,0.0,1,"당신과 함께 있으면\n미지의 세계를 이해할 수\n있어요. 자, 다음은 뭘\n보여주실 거죠?"
1032017,103261,1,5,1,0.0,1,"제가 등 뒤를 맡길 수 있는 건\n당신뿐이에요\n나란히 함께 걷는 것도\n전 당신이 좋아요"
1033001,103301,1,1,1,3.0,2,"개그는 심오해!\n나랑 같이 개그를\n갈고닦자!"
1033002,103301,1,2,3,4.0,4,"내가 가장 두려운 건\n적에게 지는 것이 아니야\n못 웃기는 거야~!"
1033003,103301,1,3,2,3.0,1,"형씨, 방금 한 입 베어먹은 사과가 뭔지 아나?\n파인애플일세 사과는 사과인 게지!"
1033004,103301,1,4,1,5.0,2,"형씨, 나랑 같이\n개그의 정점을 찍자!\n목표는 개그 챔피언!"
1033005,103301,1,5,1,4.0,2,"형씨, 나랑 같이 개그 짜자!\n딱 두 시간만 아이디어 「짠」 뒤에…\n나 뭐래니!"
1033006,103331,1,1,1,0.0,1,"자~ 보고 가세요~\n엘리자베스 파크산\n우유, 요구르트, 치즈!\n산지 직송~!"
1033007,103331,1,2,1,0.0,1,"마을 사람들, 맛 한번 봐봐!\n막 만들어서 정말 맛있다고~\n난 거짓말 안 해, 농담은 하지만!"
1033008,103331,1,3,1,0.0,1,"마을 사람들이 이렇게 응원해 줬어!\n반드시 웃겨 죽게 만들겠어!"
1033009,103331,1,4,1,0.0,1,"내 개그 웃겨?\n누가 뭐라 해도 형씨는\n내 첫 번째 팬이야\n우리 진짜 코드 잘 맞는 거 같아"
1033010,103331,1,5,1,0.0,1,"저, 저기… 형씨를\n파트너라고 불러도 돼?\n그게 싫으면 신랑…\n앗, 반대다! 부끄러워~!"
1033011,103301,2,6,1,4.7,2,"마늘이 태닝하는 날이네!\n뭘 어리둥절하는 거야?\n오늘이 태어난 날인 너를 위한\n개그였어! 축하해~♪"
1033012,103331,2,6,1,0.0,1,"생일 축하해!\n오늘은 형씨만을 위해서\n혼신의 개그를 날려줄게~!\n잔뜩 웃었으면 좋겠다♪"
1033013,103361,1,1,1,0.0,1,"내가 직접 만든 요리를 형씨가\n먹어준다니 왠지 두근두근\n거리는데… 맛에는 자신이 있으니까\n기대하고 있어♪"
1033014,103361,1,2,1,0.0,1,"형씨와 둘이서 캠핑\n하는 것도 괜찮겠는걸\n아침까지 쉴 틈 없이 같이 소재 찾고…\n최고의 시간이 될 것 같아!"
1033015,103361,1,3,1,0.0,1,"목장이 이렇게나 시끌시끌\n해지다니… 전부\n형씨가 격려해 준\n덕분이야. 고마워!"
1033016,103361,1,4,1,0.0,1,"모두가 웃는 게 행상인으로서도\n목장 주인으로서도 최고의 행복이야\n이 광경을 계속 형씨와\n함께 보며 살고 싶어…"
1033017,103361,1,5,1,0.0,1,"내 파트너는 엘리자베스뿐이라고\n생각했는데, 형씨도 추가해서\n트리오로 해도 괜찮겠는걸…\n진지하게 고려해 줄 수 없을까"
1034001,103401,1,1,1,5.5,2,"혹시 곤란한 일 있으면 얘기해\n언제라도 힘이 되어 줄 테니까\n누나랑 약속한 거다?"
1034002,103401,1,2,1,6.5,2,"너 지금 한가하지 않아?\n그럼 나랑 같이 마시러 가지 않을래?\n물론 넌 주스"
1034003,103401,1,3,6,5.0,5,"일할 거 들고 왔는데\n끝이 안 보여~!\n으으… 네가 좀 도와주면 안 될까?"
1034004,103401,1,4,2,7.5,2,"에헤헤~\n… 너 참 따뜻하구나~\n좀 많이 마셨으니까\n너로 몸을 녹여야지~"
1034005,103401,1,5,1,4.0,2,"밥은 제대로 먹고 있니?\n아, 괜찮으면 누나가 만들어줄까?"
1034006,103431,1,1,1,0.0,1,"하아…\n이 베리 향긋하다\n술로 만들면 무척 맛있겠어…\n안 되지, 안 돼! 일하는 중인데!"
1034007,103431,1,2,1,0.0,1,"안 돼, 유카리… !\n이대로라면 평소처럼\n한심한 꼴을 보이고 말 거라구!"
1034008,103431,1,3,1,0.0,1,"왠지~ 조금은\n기분이 좋아졌는지도…\n기분 탓… 인가?"
1034009,103431,1,4,1,0.0,1,"네가 성인이 되었을 때를 위해\n술을 한 병 만들어둘까?\n그날이 오면 둘이서\n함께 축하하면서 마시자"
1034010,103431,1,5,1,0.0,1,"있잖아… 다음번에\n데이트하지 않을래?\n혹시 나 같은 사람이\n상대라서 별로야… ?"
1034011,103401,2,6,2,2.0,1,"생일 축하해!\n오늘은 잔뜩\n축하해 줄게!"
1034012,103431,2,6,1,0.0,1,"네 생일이니까\n먼저… 건배~!\n저기, 오늘은 계속\n같이 있어도 될까…?"
1034013,103461,1,1,1,0.0,1,"응후후~ 기분 좋다~♪\n자, 너도 잔뜩 마셔!\n물론 너는 주스 줄게!\n자, 건배~!"
1034014,103461,1,2,1,0.0,1,"아아~ 몸으로 싹 퍼진다~\n일 끝난 뒤에는 이게 최고야~!\n맞다, 어깨 좀 주물러 줄래?\n읏, 아~앗, 너 잘하는구나…"
1034015,103461,1,3,1,0.0,1,"오늘은 누나가 살게\n잔뜩 먹어도 돼~\n사실은 손수 만든 요리 같은 걸\n대접하고 싶지만… 다음에"
1034016,103461,1,4,1,0.0,1,"내가 이렇게 편히 있을 수\n있는 건 네 앞에서만이야~\n민폐 끼칠지도 모르지만\n너는 이해해 주잖아…♪"
1034017,103461,1,5,1,0.0,1,"좋았어~ 말해 버릴까~!\n나 말이지~ 너를~…!\n후후, 역시 비밀~!\n…위, 위험했어…"
1036001,103601,1,1,1,5.9,5,"지금은 공부 시간이에요\n말 걸지 말아 주…\n정말, 그런 표정 짓지 마세요\n놀아줄 테니까요!"
1036002,103601,1,2,5,4.8,4,"피망하고 당근을 안 먹으면\n키가 안 큰다구요… ?\n우읏… 크고는 싶지마아안~"
1036003,103601,1,3,2,0.0,2,"제 말 좀 들어봐요\n키가 컸어요!\n1mm나!"
1036004,103601,1,4,1,5.2,5,"지금은 어리지만\n금방 클 거예요\n그렇게 되면… 그러니까… "
1036005,103601,1,5,2,0.0,2,"후훗 무척 열심히 하셨네요\n오늘은 칭찬해 드릴게요\n머리를 쓰다듬어 드릴게요"
1036006,103631,1,1,1,0.0,1,"저를 지켜준다고요?\n쓸데없는 오지랖이에요!\n그, 그렇지만…\n감사합니다"
1036007,103631,1,2,1,0.0,1,"다, 다리에 힘이 빠져버렸어요…\n부, 부끄러워… "
1036008,103631,1,3,1,0.0,1,"으으… 어째서\n이 사람이 있을 때만\n꼴사나운 모습을 보이는 걸까… "
1036009,103631,1,4,1,0.0,1,"마, 마물 따위 무섭지 않아요!\n하, 하지만 저기…\n지켜주셔서 살았어요… "
1036010,103631,1,5,1,0.0,1,"마을 밖에는 마물이 나와서 위험해요\n그러니까 제가 지켜드릴게요"
1036011,103601,2,6,5,3.0,2,"오늘, 생일이죠\n용돈 모아서\n컵케이크를 사 왔으니\n드세요"
1036012,103631,2,6,1,0.0,1,"생일 축하해요\n점점 어른이 돼 버리네요…\n저도 빨리 따라가지 않으면…\n아, 아무것도 아니에요!"
1036013,103661,1,1,1,0.0,1,"저는 이제 어린애가 아니니까\n혼자서도 싸울 수 있어요!\n다음엔 제가 당신을 지킬 수 있게\n될 거예요!"
1036014,103661,1,2,1,0.0,1,"당신의 힘이 느껴져요…\n신기해요. 지금이라면 무엇이든\n할 수 있을 것 같아…!\n곁에서 지켜봐 주세요!"
1036015,103661,1,3,1,0.0,1,"잔뜩 공부한\n성과를 보여줄게요!\n실패해도\n웃지 마세요?"
1036016,103661,1,4,1,0.0,1,"제 마법… 어떤가요?\n딱히 칭찬받고 싶었던 건…\n아… 머리 쓰다듬지 마세요!\n정말…! 정말…♪"
1036017,103661,1,5,1,0.0,1,"저, 당신 옆에서 잘\n싸우고 있죠?\n앞으로는 더욱더 당신과\n함께 있을 수 있겠죠…♪"
1037001,103701,1,1,3,8.2,1,"어라, 뭘 하고 있는 거지?\n수상한 행동을 하면\n당신이라도 체포한다?\n물론 농담이지만♪"
1037002,103701,1,2,1,6.6,2,"훈련에 어울려 줬으면 좋겠는데\n괜찮아, 괜찮아!\n제대로 완급 조절할 테니까!\n후후, 아마도"
1037003,103701,1,3,1,5.6,2,"자, 오늘도 마을 순찰하러\n가야겠네… 당신도 올래?\n무슨 일이 있어도 내가 지켜줄 테니까\n안심해도 돼"
1037004,103701,1,4,1,6.4,4,"음~ 난 처신을 잘하는 편이라고\n생각했었는데…\n당신 앞에서는 생각처럼 되지 않아\n…어떻게 된 걸까"
1037005,103701,1,5,4,9.1,5,"놀려줄 생각이었는데, 당신한테는\n항상 당하고 말아\n정말이지, 평소 같지 않아서 곤란해\n정말… 곤란해…"
1037006,103731,1,1,1,0.0,1,"상대의 움직임을 보고, 정확히 급소에\n필살의 일격을 쏟아붓는다!\n이게 검술의 기본이야"
1037007,103731,1,2,1,0.0,1,"전투 후에는 엄청 지치고\n배도 고파… 당신도\n같이 식사 어때?"
1037008,103731,1,3,1,0.0,1,"쓸데없는 움직임을 줄여가면\n검술 실력이 연마되지\n단순하지만 어려운 일이야…"
1037009,103731,1,4,1,0.0,1,"당신을 지키기 위해서도\n더욱 강해지고 싶어\n최근에는 그렇게 생각하게 됐어\n…검을 배우길 잘했어"
1037010,103731,1,5,1,0.0,1,"함께 있는 것만으로 힘이 넘쳐\n당신의 존재가\n날 강하게 해줘"
1037011,103701,2,6,1,9.3,2,"흐응~ 오늘이 생일이라고?\n그럼 어른이 된 당신에게\n밥을 얻어먹도록 할까?\n믿었어? 농담이야!"
1037012,103731,2,6,1,0.0,1,"생일 축하해! 음, 갑자기\n찾아와서 민폐였어? 오늘은\n당신 방을 청소해 주려고\n마치 아내 같지 않아?"
1038001,103801,1,1,2,2.5,5,"추천하고 싶은 책이 있어요\n서로 감상을 교환하면\n즐거울 것 같아서… "
1038002,103801,1,2,4,2.0,1,"콜록, 콜록…\n저기, 등 좀 쓸어 주시겠어요?"
1038003,103801,1,3,2,7.0,5,"몸이 좀 더 건강해지면\n함께 어딘가 멀리…\n농담이에요 에헤헤"
1038004,103801,1,4,4,4.5,5,"체력이 없어서\n금방 지쳐요…\n제가 혹시 폐 끼치고 있진 않은가요?"
1038005,103801,1,5,1,5.5,4,"의지만 해서는 안 되겠죠\n저도 제 일은 스스로…\n콜록, 콜록… !\n죄송한데… 물 좀 주세요"
1038006,103831,1,1,1,0.0,1,"이 아이는 냣토라고 해요\n무척 영리하고 착한 아이예요~"
1038007,103831,1,2,1,0.0,1,"냣토는 몸집은 커도\n무척 어리광쟁이예요\n냣토, 참 착하구나~"
1038008,103831,1,3,1,0.0,1,"아가였던 냣토도\n훌륭히 잘 컸어요\n제 소중한 친구예요"
1038009,103831,1,4,1,0.0,1,"힘들지 않으세요?\n괜찮으면… 저랑\n같이 쉬지 않을래요?"
1038010,103831,1,5,1,0.0,1,"냣토를 껴안으면\n폭신폭신해서 기분이 좋아요\n당신 곁도… 기분 좋아요"
1038011,103801,2,6,2,8.2,5,"생일 축하해요\n저기… 언니에게도\n축하받았나요?\n조, 조금 궁금했을 뿐이에요…"
1038012,103831,2,6,1,0.0,1,"이 책, 생일 선물이에요\n연애 소설인데요, 우연히\n여주인공의 이름이 시오리고\n주, 주인공의 이름이…"
1040001,104001,1,1,1,4.5,2,"친구를 사귀기 위한 팀\n그것이 BB단!\n에헤헤… 앞으로도 잘 부탁해요!"
1040002,104001,1,2,1,6.5,5,"친구를 사귀기 위해서는\n누구든 첫걸음부터 시작하는군요\n저도 내딛고 싶네요… "
1040003,104001,1,3,2,0.0,2,"오늘만 해도 꽃에 물 주고\n동물에게 밥 주고~\n에헤헤, 외톨이라도\n나름의 즐거움이 있어요"
1040004,104001,1,4,5,9.0,7,"가끔 생각해요\n당신이 있어 준다면\n친구가 생기지 않아도…\n앗, 아, 아무것도 아니에요… "
1040005,104001,1,5,5,3.5,6,"그 사람은 나를…\n앗, 언제부터 거기에?!\n저, 저기, 이건 꽃점이에요\n어떤 점인지는 … 비밀이에요!"
1040006,104031,1,1,1,0.0,1,"지금은 미력하지만\n분명 모두의 도움이 될 거예요\n그렇게 되면…\n언젠가 친구도 늘어나겠죠?"
1040007,104031,1,2,1,0.0,1,"외톨이라도…\n저에게도 분명 할 수 있는 일이\n있다고 생각해요\n열심히 노력할게요!"
1040008,104031,1,3,1,0.0,1,"지키고 싶은 것을 지킨다…\n그러기 위해 힘낼게요\nBB단은 제게 다양한 걸\n가르쳐줬으니까요!"
1040009,104031,1,4,1,0.0,1,"BB단의 활동 때마다\n당신을 만나는 게 기대돼요…\n매일같이 빨리 내일이 되지 않을까\n하는 생각을 할 정도예요!"
1040010,104031,1,5,1,0.0,1,"에헤헤… 저에게 앞으로\n얼마나 많은 친구가 생긴다해도\n첫번째는 당신이니까\n안심하세요!"
1040011,104001,2,6,5,9.2,2,"새, 새새, 생과일 주스~!\n죄송해요, 행복한 축하의\n말을 해본 적이 었어서…\n생일 축하해바라기~!"
1040012,104031,2,6,1,0.0,1,"생일 축하해요!\n숲에 있는 새들과\n합창단을 결성해서\n축하 노래를 만들었어요!"
1042001,104201,1,1,1,4.5,2,"저의 창환술은\n사람들을 지키기 위한 것…\n이 힘으로 더욱 도움이 되고 싶어요"
1042002,104201,1,2,1,3.5,2,"저기… 괜찮으면 또\n아이돌 연습 때\n와주시겠어요?"
1042003,104201,1,3,7,3.5,6,"~~♪\n… 어, 언제부터 거기에?!\n… 방금 거 들으셨나요?"
1042004,104201,1,4,1,4.0,5,"당신 앞에서는\n긴장하지 않고 노래할 수 있어요…\n어째설까요… ?"
1042005,104201,1,5,2,3.5,5,"노래에는 다양한 가능성이 있다…\n그걸 가르쳐준 건 동료들과\n… 당신이에요 "
1042006,104231,1,1,1,0.0,1,"… 조금만 더 가까이…\n옆에 있는 것만으로도 신기하게\n멜로디가 떠올라요"
1042007,104231,1,2,1,0.0,1,"눈을 뜨셨나요?\n옆 마을에서 축제가 시작되었어요\n나중에 함께 가보지 않을래요?"
1042008,104231,1,3,1,0.0,1,"다 옮겨 적기 힘들 만큼\n마음속에서 가사가 흘러넘쳐요…\n나, 이렇게나 노래하고 싶었구나  "
1042009,104231,1,4,1,0.0,1,"언젠가… 들어주세요\n당신을 향한 마음으로 엮어낸 노래를…\n부끄러워하지 않고 부를 테니까요"
1042010,104231,1,5,1,0.0,1,"파도 소리가 기분 좋네요\n계속 함께 듣고 있고 싶을 정도로\n… 저, 지금 뭔가 말했나요?"
1042011,104201,2,6,1,6.6,5,"생일 축하해요\n노래 이외의 좋은 선물이\n떠오르지 않아서…\n괜찮다면 들어주세요"
1042012,104231,2,6,1,0.0,1,"생일 축하해요\n짧지만, 축하 선물로\n곡을 써 봤어요\n여기서 불러도 될까요?"
1043001,104301,1,1,1,3.3,2,"그럼, 순찰이라도 갈까!\n같이 가고 싶으면\n따라와도 좋아"
1043002,104301,1,2,1,3.5,2,"이봐, 밥은 제대로 먹고 있지?\n안 먹었으면 내가 준비해줄게"
1043003,104301,1,3,6,6.2,5,"나 같은 녀석을\n보통 여자애처럼 대하는 건\n너 정도라고\n의, 의외로 기쁘네"
1043004,104301,1,4,1,4.6,2,"내 친구의 은인이라면\n내 은인이기도 하지\n서로 친하게 지내자!"
1043005,104301,1,5,1,5.1,5,"너 꽤 듬직한 면도 있고\n대담하구나…\n함께 있으면, 난 즐거워\n넌 어때?"
1043006,104331,1,1,1,0.0,1,"나한테서 떨어지지 마!\n어떤 녀석이 오든\n두 동강을 내줄 테다!"
1043007,104331,1,2,1,0.0,1,"약한 녀석만 있어서\n몸도 안 풀리는군\n실력 있는 녀석, 어디 없어?!"
1043008,104331,1,3,1,0.0,1,"너와 함께라면 어떤 적도 쉽지!\n너는 내가 지킬 테니까\n그러니까 넌 날 부탁한다고♪"
1043009,104331,1,4,1,0.0,1,"읏차~! 적을 전부 정리하면\n둘이서 신나게 밥 먹자, 밥!\n네가 좋아하는 걸 잔뜩 만들어줄게!"
1043010,104331,1,5,1,0.0,1,"힘이 끓어오른다!\n나한테서 떨어지지 마!\n무슨 일이 있어도 반드시\n너를 지켜줄 테니까♪"
1043011,104301,2,6,1,3.2,2,"헤에, 오늘이 생일이었구나\n축하해!\n그럼 모처럼이니까\n뭔가 사줄게!"
1043012,104331,2,6,1,0.0,1,"오늘 네 생일 맞지?\n우, 우연히 지금 만든\n케이크가 있는데…\n먹을래?"
1044001,104401,1,1,6,5.0,1,"그대… 이 몸과 어딘가에서\n만난 적 없느냐?\n그대를 보고 있으면 어쩐지\n그리운 느낌이 드는구나… "
1044002,104401,1,2,4,6.4,1,"흐음… 왠지 모르게 무척이나\n토마토 주스가 마시고 싶은 기분이군…\n그대, 어딘가 가서 사 오도록 해라"
1044003,104401,1,3,4,6.9,2,"낮에는 생각처럼 움직일 수 없다…\n밤이 될 때까지 가만히 있도록 하지\n그때까지 그대는 이 몸의\n대화 상대가 되는 거다"
1044004,104401,1,4,6,4.2,4,"그대는 조금도 이 몸을\n겁내지 않는구나?\n뭐라? 귀엽다고?\n권속 주제에 무슨 소리인 게냐~!"
1044005,104401,1,5,2,9.0,5,"그대는 특별한 권속이다\n지금부터 「낮을 통치하는 자」라고\n이름을 대도 좋다"
1044006,104431,1,1,1,0.0,1,"이 몸의 진짜 모습은 아름답지 않느냐?\n뭐라? 익숙하지 않으니까\n평소의 모습이 좋다고?\n참으로 허망한 소리를… !"
1044007,104431,1,2,1,0.0,1,"이 몸의 야망을 듣고 싶느냐?\n물론 세계 정복이다!\n여자로 태어난 이상\n한 번쯤은 해보고 싶은 것인 게지♪"
1044008,104431,1,3,1,0.0,1,"이 몸은 전설의 흡혈귀\n그대의 생명을 빼앗는 것쯤이야 쉬운 일이지만…\n뭐, 권속이니 살려두도록 하지"
