mode,hp_gauge_color_flag,action_start_second,trigger_hp,detail_boss_motion,wave_group_id,purpose_type,recommended_level,detail_boss_bg_height,story_id_mode_end,purpose_count,appear_time,story_start_second,story_id_mode_start,event_id,unnecessary_defeat_chara,detail_boss_bg_size,start_idle_trigger,is_hide_boss
3,1,5.0,0,"",610103006,1,178,-55.0,0,0,0.0,1.5,0,10103,0,2.4,0,0
1,1,5.0,0,"",610104004,2,238,0.0,5104322,0,3.0,5.5,5104321,10104,610104401,1.3,600,0
2,1,5.0,40,"",610104005,1,238,-40.0,5104323,0,0.0,1.5,0,10104,0,1.5,600,0
3,1,5.0,0,"",610104006,1,238,-40.0,0,0,0.0,1.5,0,10104,0,1.5,0,0
1,1,5.0,62,"",610105004,1,181,-45.0,5078322,0,0.0,1.5,5078321,10105,0,1.55,0,0
2,1,5.0,0,"",610105005,4,181,-45.0,5078323,490,0.0,1.5,0,10105,0,1.55,0,0
3,1,5.0,0,"",610105006,1,181,-45.0,0,0,0.0,1.5,0,10105,0,1.55,0,0
1,1,5.0,0,"",610106004,3,240,0.0,5106322,12,3.0,5.5,5106321,10106,610106401,1.2,600,0
2,1,5.0,60,"",610106005,1,240,0.0,5106323,0,0.0,1.5,0,10106,610106402,1.2,600,0
3,1,5.0,0,"",610106006,1,240,0.0,0,0,0.0,1.5,0,10106,0,1.2,0,0
1,1,5.0,0,"",610107004,2,184,-70.0,5080322,0,3.0,5.5,5080321,10107,610107401,1.4,600,0
2,1,5.0,60,"",610107005,1,184,-70.0,5080323,0,0.0,1.5,0,10107,610107402,1.5,0,0
3,1,5.0,0,"",610107006,1,184,-70.0,0,0,0.0,1.5,0,10107,0,1.5,0,0
1,1,5.0,80,"",610108004,1,243,-35.0,5108322,0,3.0,5.5,5108321,10108,610108401,1.55,600,0
2,1,5.0,60,"",610108005,1,243,-35.0,5108323,0,0.0,1.5,0,10108,610108402,1.55,600,0
3,1,5.0,0,"",610108006,1,243,-35.0,0,0,0.0,1.5,0,10108,0,1.55,0,0
1,1,5.0,0,"",610109004,3,187,-20.0,5082322,20,3.0,5.5,5082321,10109,610109401,2.0,600,0
2,1,5.0,69,"",610109005,1,187,-20.0,5082323,0,0.0,1.5,0,10109,0,2.0,0,0
3,1,5.0,0,"",610109006,1,187,-20.0,0,0,0.0,1.5,0,10109,0,2.0,0,0
1,1,5.0,69,"",610110004,5,246,-50.0,5110322,10000000,3.0,5.5,5110321,10110,610110401,1.0,600,0
2,1,5.0,0,"",610110005,2,246,-50.0,5110323,0,0.0,1.5,0,10110,610110402,0.85,600,0
3,1,5.0,0,"",610110006,1,246,-50.0,0,0,0.0,1.5,0,10110,0,1.0,0,0
1,1,5.0,60,"",610111004,1,246,-78.0,5111322,0,3.0,5.5,5111321,10111,610111401,1.35,600,0
2,1,5.0,0,"",610111005,2,246,-55.0,5111323,0,0.0,1.5,0,10111,610111402,1.2,600,0
3,1,5.0,0,"",610111006,1,246,-78.0,0,0,0.0,1.5,0,10111,0,1.35,0,0
1,1,5.0,0,"",610112004,2,190,5.0,5084322,0,3.0,5.5,5084321,10112,610112401,1.35,600,0
2,1,5.0,0,"",610112005,3,190,5.0,5084323,10,0.0,1.5,0,10112,0,1.35,600,0
3,1,5.0,0,"",610112006,1,190,5.0,0,0,0.0,1.5,0,10112,0,1.35,0,0
1,1,5.0,0,"",610113004,2,190,-20.0,5085322,0,3.0,5.5,5085321,10113,610113401,0.95,600,0
2,1,5.0,68,"",610113005,1,190,-20.0,5085323,0,0.0,1.5,0,10113,0,1.2,600,0
3,1,5.0,0,"",610113006,1,190,-20.0,0,0,0.0,1.5,0,10113,0,1.2,0,0
1,1,5.0,0,"",610114004,3,249,20.0,5114322,16,3.0,5.5,5114321,10114,610114401,1.25,600,0
2,1,5.0,58,"",610114005,1,249,20.0,5114323,0,0.0,1.5,0,10114,610114402,1.25,600,0
3,1,5.0,0,"",610114006,1,249,20.0,0,0,0.0,1.5,0,10114,0,1.25,0,0
1,1,5.0,0,"",610115004,3,193,-70.0,5088322,15,3.0,5.5,5088321,10115,610115401,1.4,600,0
2,1,5.0,72,"",610115005,1,193,-70.0,5088323,0,0.0,1.5,0,10115,610115402,1.5,0,0
3,1,5.0,0,"",610115006,1,193,-70.0,0,0,0.0,1.5,0,10115,0,1.5,0,0
1,1,5.0,74,"",610116004,1,252,-25.0,5116322,0,3.0,5.5,5116321,10116,610116401,1.85,600,0
2,1,5.0,53,"",610116005,1,252,-25.0,5116323,0,0.0,1.5,0,10116,610116402,1.85,0,0
3,1,5.0,0,"",610116006,1,252,-25.0,0,0,0.0,1.5,0,10116,0,1.85,0,0
1,1,5.0,86,"",610117004,1,196,-45.0,5090322,0,3.0,5.5,5090321,10117,0,1.18,600,0
2,1,5.0,0,"",610117005,4,196,-45.0,5090323,300,0.0,1.5,0,10117,0,1.18,0,0
3,1,5.0,0,"",610117006,1,196,-45.0,0,0,0.0,1.5,0,10117,0,1.18,0,0
1,1,5.0,69,"",610118004,1,255,-20.0,5118322,0,3.0,5.5,5118321,10118,610118401,1.25,600,0
2,1,5.0,42,"",610118005,1,255,-20.0,5118323,0,0.0,1.5,0,10118,610118402,1.25,600,0
3,1,5.0,0,"",610118006,1,255,-20.0,0,0,0.0,1.5,0,10118,0,1.25,0,0
1,1,5.0,70,"",610119004,1,199,-50.0,5092322,0,3.0,5.5,5092321,10119,0,1.4,600,0
2,1,5.0,0,"",610119005,2,199,-20.0,5092323,0,0.0,1.5,0,10119,610119402,1.15,600,0
3,1,5.0,0,"",610119006,1,199,-50.0,0,0,0.0,1.5,0,10119,0,1.4,0,0
1,1,5.0,71,"",610120004,1,255,-35.0,5120322,0,3.0,5.5,5120321,10120,610120401,1.55,600,0
2,1,5.0,0,"",610120005,2,255,-35.0,5120323,0,0.0,1.5,0,10120,610120402,1.2,600,0
3,1,5.0,0,"",610120006,1,255,-35.0,0,0,0.0,1.5,0,10120,0,1.55,0,0
1,1,5.0,0,"",610121004,3,200,-50.0,5094322,10,3.0,5.5,5094321,10121,610121401,2.2,600,0
2,1,5.0,68,"",610121005,1,200,-50.0,5094323,0,0.0,1.5,0,10121,0,2.2,0,0
3,1,5.0,0,"",610121006,1,200,-50.0,0,0,0.0,1.5,0,10121,0,2.2,0,0
1,1,5.0,68,"",610122004,1,255,40.0,5122322,0,3.0,5.5,5122321,10122,610122401,1.7,600,0
2,1,5.0,0,"",610122005,2,255,20.0,5122323,0,4.5,1.5,0,10122,610122402,1.0,600,0
3,1,5.0,0,"",610122006,1,255,40.0,0,0,0.0,1.5,0,10122,0,1.7,0,0
1,1,5.0,80,"",610123004,1,200,-120.0,5096322,0,3.0,5.5,5096321,10123,0,1.3,600,0
2,1,5.0,0,"",610123005,2,200,-80.0,5096323,0,0.0,1.5,0,10123,610123402,1.0,600,0
3,1,5.0,0,"",610123006,1,200,-120.0,0,0,0.0,1.5,0,10123,0,1.3,0,0
1,1,5.0,0,"",610124004,2,255,-20.0,5124322,0,3.0,5.5,5124321,10124,610124401,0.83,600,0
2,1,5.0,66,"",610124005,1,255,-20.0,5124323,0,0.0,1.5,0,10124,0,0.83,600,0
3,1,5.0,0,"",610124006,1,255,-20.0,0,0,0.0,1.5,0,10124,0,0.83,0,0
1,1,5.0,0,"",610125004,2,200,-120.0,5098322,0,3.0,5.5,5098321,10125,610125401,1.3,600,0
2,1,5.0,0,"",610125005,2,200,-80.0,5098323,0,0.0,1.5,0,10125,610125402,1.1,600,0
3,1,5.0,0,"",610125006,1,200,-85.0,0,0,0.0,1.5,0,10125,0,1.3,0,0
1,1,5.0,83,"",610126004,1,255,-25.0,5126322,0,3.0,5.5,5126321,10126,610126401,1.5,600,0
2,1,5.0,0,"",610126005,2,255,-25.0,5126323,0,3.0,1.5,0,10126,610126402,1.3,600,0
3,1,5.0,0,"",610126006,1,255,-25.0,0,0,0.0,1.5,0,10126,0,1.5,0,0
1,1,5.0,0,"",610127004,2,200,-50.0,5100322,0,3.0,5.5,5100321,10127,610127401,1.1,600,0
2,1,5.0,64,"",610127005,1,200,-70.0,5100323,0,0.0,1.5,0,10127,0,1.5,600,0
3,1,5.0,0,"",610127006,1,200,-70.0,0,0,0.0,1.5,0,10127,0,1.5,0,0
1,1,5.0,0,"",610128004,3,255,-25.0,5128322,15,3.0,5.5,5128321,10128,610128401,1.85,600,0
2,1,5.0,62,"",610128005,1,255,-25.0,5128323,0,0.0,1.5,0,10128,610128402,1.85,0,0
3,1,5.0,0,"",610128006,1,255,-25.0,0,0,0.0,1.5,0,10128,0,1.85,0,0
1,1,5.0,66,"",610129004,1,200,-85.0,5102322,0,3.0,5.5,5102321,10129,0,1.25,600,0
2,1,5.0,0,"",610129005,2,200,-80.0,5102323,0,0.0,1.5,0,10129,610129402,1.1,600,0
3,1,5.0,0,"",610129006,1,200,-85.0,0,0,0.0,1.5,0,10129,0,1.25,0,0
1,1,5.0,78,"",610130004,1,255,0.0,5130322,0,3.0,5.5,5130321,10130,0,1.2,600,0
2,1,5.0,0,"",610130005,2,255,0.0,5130323,0,0.0,1.5,0,10130,610130402,1.0,600,0
3,1,5.0,0,"",610130006,1,255,0.0,0,0,0.0,1.5,0,10130,0,1.2,0,0
1,1,5.0,0,"",610131004,2,200,0.0,5104322,0,3.0,5.5,5104321,10131,610131401,1.3,600,0
2,1,5.0,40,"",610131005,1,200,-40.0,5104323,0,0.0,1.5,0,10131,0,1.5,600,0
3,1,5.0,0,"",610131006,1,200,-40.0,0,0,0.0,1.5,0,10131,0,1.5,0,0
1,1,5.0,0,"",610132004,3,255,-60.0,5132322,15,3.0,5.5,5132321,10132,610132401,1.0,600,0
2,1,5.0,70,"",610132005,1,255,-60.0,5132323,0,0.0,1.5,0,10132,610132402,1.0,0,0
3,1,5.0,0,"",610132006,1,255,-60.0,0,0,0.0,1.5,0,10132,0,1.0,0,0
1,1,5.0,0,"",610133004,3,200,0.0,5106322,12,3.0,5.5,5106321,10133,610133401,1.2,600,0
2,1,5.0,60,"",610133005,1,200,0.0,5106323,0,0.0,1.5,0,10133,610133402,1.2,600,0
3,1,5.0,0,"",610133006,1,200,0.0,0,0,0.0,1.5,0,10133,0,1.2,0,0
1,1,5.0,55,"",610134004,1,255,-50.0,5134322,0,3.0,5.5,5134321,10134,0,1.85,600,0
2,1,5.0,0,"",610134005,3,255,-50.0,5134323,30,3.0,1.5,0,10134,610134402,1.85,600,0
3,1,5.0,0,"",610134006,1,255,-50.0,0,0,0.0,1.5,0,10134,0,1.85,0,0
1,1,5.0,85,"",610135004,1,200,-35.0,5108322,0,3.0,5.5,5108321,10135,610135401,1.55,600,0
2,1,5.0,70,"",610135005,1,200,-35.0,5108323,0,0.0,1.5,0,10135,610135402,1.55,600,0
3,1,5.0,0,"",610135006,1,200,-35.0,0,0,0.0,1.5,0,10135,0,1.55,0,0
1,1,5.0,0,"",610136004,2,255,0.0,5136322,0,3.0,5.5,5136321,10136,610136401,1.1,600,0
2,1,5.0,84,"",610136005,1,255,-50.0,5136323,0,0.0,1.5,0,10136,0,1.5,600,0
3,1,5.0,0,"",610136006,1,255,-50.0,0,0,0.0,1.5,0,10136,0,1.5,0,0
1,1,5.0,75,"",610137004,1,255,0.0,5137322,0,0.0,5.5,5137321,10137,0,0.85,0,0
2,1,5.0,50,"",610137005,1,255,0.0,5137323,0,0.0,1.5,0,10137,0,0.85,0,0
3,1,5.0,0,"",610137006,1,255,0.0,0,0,0.0,1.5,0,10137,0,0.85,0,0
1,1,5.0,69,"",610138004,5,200,-50.0,5110322,2000000,3.0,5.5,5110321,10138,610138401,1.0,600,0
2,1,5.0,0,"",610138005,2,200,-50.0,5110323,0,0.0,1.5,0,10138,610138402,0.85,600,0
3,1,5.0,0,"",610138006,1,200,-50.0,0,0,0.0,1.5,0,10138,0,1.0,0,0
1,1,5.0,62,"",610139004,1,200,-78.0,5111322,0,3.0,5.5,5111321,10139,610139401,1.35,600,0
2,1,5.0,0,"",610139005,2,200,-55.0,5111323,0,0.0,1.5,0,10139,610139402,1.2,600,0
3,1,5.0,0,"",610139006,1,200,-78.0,0,0,0.0,1.5,0,10139,0,1.35,0,0
1,1,5.0,86,"",610140004,1,255,0.0,5140322,0,3.0,5.5,5140321,10140,0,1.4,600,0
2,1,5.0,52,"",610140005,1,255,0.0,5140323,0,0.0,1.5,0,10140,0,1.4,0,0
3,1,5.0,0,"",610140006,1,255,0.0,0,0,0.0,1.5,0,10140,0,1.4,0,0
1,1,5.0,0,"",610141004,3,200,20.0,5114322,16,3.0,5.5,5114321,10141,610141401,1.25,600,0
2,1,5.0,58,"",610141005,1,200,20.0,5114323,0,0.0,1.5,0,10141,610141402,1.25,600,0
3,1,5.0,0,"",610141006,1,200,20.0,0,0,0.0,1.5,0,10141,0,1.25,0,0
1,1,5.0,76,"",610142004,1,255,-33.0,5142322,0,3.0,5.5,5142321,10142,0,1.45,600,0
2,1,5.0,0,"",610142005,2,255,-40.0,5142323,0,3.0,1.5,0,10142,610142402,1.23,600,0
3,1,5.0,0,"",610142006,1,255,-33.0,0,0,0.0,1.5,0,10142,0,1.45,0,0
1,1,5.0,72,"",610143004,1,200,-25.0,5116322,0,3.0,5.5,5116321,10143,610143401,1.85,600,0
2,1,5.0,52,"",610143005,1,200,-25.0,5116323,0,0.0,1.5,0,10143,610143402,1.85,0,0
3,1,5.0,0,"",610143006,1,200,-25.0,0,0,0.0,1.5,0,10143,0,1.85,0,0
1,1,5.0,65,"",610144004,1,255,-33.0,5144322,0,3.0,5.5,5144321,10144,0,1.0,600,0
2,1,5.0,0,"",610144005,2,255,-40.0,5144323,0,3.0,1.5,0,10144,610144402,1.0,600,0
3,1,5.0,0,"",610144006,1,255,-33.0,0,0,0.0,1.5,0,10144,0,1.0,0,0
1,1,5.0,74,"",610145004,1,200,-20.0,5118322,0,3.0,5.5,5118321,10145,610145401,1.25,600,0
2,1,5.0,52,"",610145005,1,200,-20.0,5118323,0,0.0,1.5,0,10145,610145402,1.25,600,0
3,1,5.0,0,"",610145006,1,200,-20.0,0,0,0.0,1.5,0,10145,0,1.25,0,0
1,1,5.0,0,"",610146004,2,255,-45.0,5146322,0,3.0,5.5,5146321,10146,610146401,0.87,600,0
2,1,5.0,58,"",610146005,1,255,-45.0,5146323,0,0.0,1.5,0,10146,0,1.18,0,0
3,1,5.0,0,"",610146006,1,255,-45.0,0,0,0.0,1.5,0,10146,0,1.18,0,0
1,1,5.0,76,"",610147004,1,200,-35.0,5120322,0,0.0,5.5,5120321,10147,610147401,1.55,600,0
2,1,5.0,0,"",610147005,2,200,-35.0,5120323,0,4.0,1.5,0,10147,610147402,1.2,600,0
3,1,5.0,0,"",610147006,1,200,-35.0,0,0,0.0,1.5,0,10147,0,1.55,0,0
1,1,5.0,0,"",610148004,2,255,-50.0,5148322,0,3.0,5.5,5148321,10148,610148401,1.4,600,0
2,1,5.0,72,"",610148005,1,255,-50.0,5148323,0,0.0,1.5,0,10148,0,1.7,0,0
3,1,5.0,0,"",610148006,1,255,-50.0,0,0,0.0,1.5,0,10148,0,1.7,0,0
1,1,5.0,68,"",610149004,1,200,40.0,5122322,0,3.0,5.5,5122321,10149,610149401,1.7,600,0
2,1,5.0,0,"",610149005,2,200,20.0,5122323,0,4.5,1.5,0,10149,610149402,1.0,600,0
3,1,5.0,0,"",610149006,1,200,40.0,0,0,0.0,1.5,0,10149,0,1.7,0,0
1,1,5.0,71,"",610150004,1,255,-33.0,5150322,0,0.0,5.5,5150321,10150,0,1.35,0,0
2,1,5.0,50,"",610150005,1,255,-33.0,5150323,0,0.0,1.5,0,10150,0,1.35,0,0
3,1,5.0,0,"",610150006,1,255,-33.0,0,0,0.0,1.5,0,10150,0,1.35,0,0
1,1,5.0,0,"",610151004,2,200,-20.0,5124322,0,3.0,5.5,5124321,10151,610151401,0.83,600,0
2,1,5.0,66,"",610151005,1,200,-20.0,5124323,0,0.0,1.5,0,10151,0,0.83,600,0
3,1,5.0,0,"",610151006,1,200,-20.0,0,0,0.0,1.5,0,10151,0,0.83,0,0
1,1,5.0,68,"",610154004,1,255,-33.0,5154322,0,3.0,5.5,5154321,10154,0,1.25,600,0
2,1,5.0,0,"",610154005,2,255,-10.0,5154323,0,3.0,1.5,0,10154,610154402,1.0,600,0
3,1,5.0,0,"",610154006,1,255,-33.0,0,0,0.0,1.5,0,10154,0,1.25,0,0
1,1,5.0,83,"",610126004,1,255,-25.0,5126322,0,3.0,5.5,5126321,10155,610126401,1.5,600,0
2,1,5.0,0,"",610126005,2,255,-25.0,5126323,0,3.0,1.5,0,10155,610126402,1.3,600,0
3,1,5.0,0,"",610126006,1,255,-25.0,0,0,0.0,1.5,0,10155,0,1.5,0,0
1,1,5.0,0,"",610156004,2,255,5.0,5156322,0,3.0,5.5,5156321,10156,610156401,0.85,600,0
2,1,5.0,75,"",610156005,1,255,-10.0,5156323,0,3.0,1.5,0,10156,0,1.11,600,0
3,1,5.0,0,"",610156006,1,255,-10.0,0,0,0.0,1.5,0,10156,0,1.11,0,0
1,1,5.0,0,"",610128004,3,255,-25.0,5128322,15,3.0,5.5,5128321,10157,610128401,1.85,600,0
2,1,5.0,62,"",610128005,1,255,-25.0,5128323,0,0.0,1.5,0,10157,610128402,1.85,0,0
3,1,5.0,0,"",610128006,1,255,-25.0,0,0,0.0,1.5,0,10157,0,1.85,0,0
1,1,5.0,0,"",610158004,2,255,-40.0,5158322,0,3.0,5.5,5158321,10158,610158401,1.5,600,0
2,1,5.0,65,"",610158005,1,255,-33.0,5158323,0,0.0,1.5,0,10158,0,1.75,0,0
3,1,5.0,0,"",610158006,1,255,-33.0,0,0,0.0,1.5,0,10158,0,1.75,0,0
1,1,5.0,78,"",610130004,1,255,0.0,5130322,0,3.0,5.5,5130321,10159,0,1.2,600,0
2,1,5.0,0,"",610130005,2,255,0.0,5130323,0,4.5,1.5,0,10159,610130402,1.0,600,0
3,1,5.0,0,"",610130006,1,255,0.0,0,0,0.0,1.5,0,10159,0,1.2,0,0
1,1,5.0,0,"",610160004,3,255,-35.0,5160322,20,4.8,5.5,5160321,10160,610160401,1.4,600,0
2,1,5.0,70,"",610160005,1,255,-35.0,5160323,0,0.0,1.5,0,10160,0,1.4,0,0
3,1,5.0,0,"",610160006,1,255,-35.0,0,0,0.0,1.5,0,10160,0,1.4,0,0
1,1,5.0,0,"",610132004,3,255,-60.0,5132322,15,3.0,5.5,5132321,10161,610132401,1.0,600,0
2,1,5.0,70,"",610132005,1,255,-60.0,5132323,0,0.0,1.5,0,10161,610132402,1.0,0,0
3,1,5.0,0,"",610132006,1,255,-60.0,0,0,0.0,1.5,0,10161,0,1.0,0,0
1,1,5.0,55,"",610134004,1,255,-50.0,5134322,0,3.0,5.5,5134321,10163,0,1.85,600,0
2,1,5.0,0,"",610134005,3,255,-50.0,5134323,30,3.0,1.5,0,10163,610134402,1.85,600,0
3,1,5.0,0,"",610134006,1,255,-50.0,0,0,0.0,1.5,0,10163,0,1.85,0,0
1,1,5.0,0,"",610136004,2,255,0.0,5136322,0,3.0,5.5,5136321,10164,610136401,1.1,600,0
2,1,5.0,84,"",610136005,1,255,-50.0,5136323,0,0.0,1.5,0,10164,0,1.5,600,0
3,1,5.0,0,"",610136006,1,255,-50.0,0,0,0.0,1.5,0,10164,0,1.5,0,0
1,1,5.0,75,"",610137004,1,255,0.0,5137322,0,0.0,5.5,5137321,10165,0,0.85,0,0
2,1,5.0,50,"",610137005,1,255,0.0,5137323,0,0.0,1.5,0,10165,0,0.85,0,0
3,1,5.0,0,"",610137006,1,255,0.0,0,0,0.0,1.5,0,10165,0,0.85,0,0
