param_03,param_04,command_id,param_05,drama_id,param_01,param_02,command_type,param_07,param_06,param_08
"","",72045,"",72,0.4,0,93,"","",""
52,30,82001,-250,82,1,1,5,0,2.2,riri_idle
1,1,82002,0,82,1,1,6,0,0,""
29,50,82003,0,82,0,0,5,0,1,black
1,1,82004,0,82,0,1,6,0,0,""
"","",82005,"",82,0,"",91,"","",""
1,1,82006,1,82,1,1,6,0,0.2,""
1,1,82007,1,82,0,1,6,0,0.2,""
-250,0.3,82008,2,82,1,-20,2,"","",""
0,0.3,82009,2,82,0,0,2,"","",""
"","",82010,"",82,0.6,0,93,"","",""
1,"",82011,"",82,1,riri_talk,3,"",0.2,""
0,0,82012,"",82,vo_asb,vo_asb_0821,21,"","",""
10,1,82013,1,82,1,"그 무렵 저는\n스카우트 제의를 받았어요.\n미사토 님이 말씀하시길, 제겐 보육사의\n『천부적인 재능』이 있는 것 같다고.",11,0,0,0
0,0,82014,"",82,0,"",91,"","",""
1,"",82015,"",82,1,sad_talk_surprise,3,"",0.2,""
0,0,82016,"",82,vo_asb,vo_asb_0822,21,"","",""
10,1,82017,1,82,1,"어린아이는 물론, 동물에게도\n호감을 산다는 건 자각하고 있고……\n모험가라는 일이 맞지 않는 것도\n스스로 인정하지만……",11,0,0,0
0,0,82018,"",82,0,"",91,"","",""
1,"",82019,"",82,1,guts2_talk_Ex1,3,"",0.2,""
0,0,82020,"",82,vo_asb,vo_asb_0823,21,"","",""
10,1,82021,1,82,1,"그래도…… 적성을 넘어서\n자신의 길을 나아가는 게 모험가예요.\n한번 결심한 걸\n굽힐 수는 없어요……!",11,0,0,0
0,0,82022,"",82,0,"",91,"","",""
1,"",82023,"",82,1,talk_joy,3,"",0.2,""
0,0,82024,"",82,vo_asb,vo_asb_0824,21,"","",""
10,1,82025,1,82,1,"라고 불퇴전의 결의를 말씀드렸더니,\n미사토 님은 「네~♪」라며\n흔쾌히 이해해 주셨어요.",11,0,0,0
0,0,82026,"",82,0,"",91,"","",""
1,"",82027,"",82,1,wish_talk_joyR_riri,3,"",0.2,""
0,0,82028,"",82,vo_asb,vo_asb_0825,21,"","",""
10,1,82029,1,82,1,"온화하고 너그럽고 이해심 있는……\n그녀야말로 진정한 보육사\n이시네요.",11,0,0,0
0,0,82030,"",82,0,"",91,"","",""
1,"",82031,"",82,1,surprise_talk_nervous,3,"",0.2,""
0,0,82032,"",82,vo_asb,vo_asb_0826,21,"","",""
10,1,82033,1,82,1,"……헤어질 때\n「또 권유할게~♪」라며\n마찬가지로 온화한 미소로 말씀\n하셨던 게 조금 마음에 걸리지만요……",11,0,0,0
0,0,82034,"",82,0,"",91,"","",""
"","",82035,"",82,82036,"",101,"","",""
1,1,82036,0,82,1,1,6,0,0.3,""
1,1,82037,0,82,0,1,6,0,0.3,""
-250,0.3,82038,1,82,1,-120,2,"","",""
0,0.3,82039,1,82,0,-100,2,"","",""
"","",82040,"",82,0,0,22,"","",""
"","",82041,"",82,0.4,0,93,"","",""
52,30,92001,-250,92,2,1,5,0,2.2,clear_surprise_talk
1,1,92002,0,92,1,1,6,0,0,""
29,50,92003,0,92,0,0,5,0,1,black
1,1,92004,0,92,0,1,6,0,0,""
"","",92005,"",92,0,"",91,"","",""
1,1,92006,1,92,1,1,6,0,0.2,""
1,1,92007,1,92,0,1,6,0,0.2,""
-250,0.3,92008,2,92,1,-20,2,"","",""
0,0.3,92009,2,92,0,0,2,"","",""
"","",92010,"",92,0.6,0,93,"","",""
0,0,92011,"",92,vo_asb,vo_asb_0921,21,"","",""
10,1,92012,1,92,1,"구멍은 신기하네요……",11,0,0,0
0,0,92013,"",92,0,"",91,"","",""
0,0,92014,"",92,vo_asb,vo_asb_0922,21,"","",""
10,1,92015,1,92,1,"어둡고, 좁고.\n서늘하고, 조용하고.\n왠지 차분해진다……고 할까요.",11,0,0,0
0,0,92016,"",92,0,"",91,"","",""
0,clear_kohon_loop_normal2,92017,1,92,1,surpriseToKohon,3,0,0.1,""
0,0,92018,"",92,vo_asb,vo_asb_0923,21,"","",""
10,1,92019,1,92,1,"그런 거.\n저는 의외로 좋아할, 지도……?\n쥐구멍에라도 들어가고 싶다\n같은 건 아니지만요……",11,0,0,0
0,0,92020,"",92,0,"",91,"","",""
1,"",92021,"",92,1,clear_wish_talk_joy_noShy,3,"",0.2,""
0,0,92022,"",92,vo_asb,vo_asb_0924,21,"","",""
10,1,92023,1,92,1,"파는 방법, 배웠으니까.\n나만의 구멍, 파 볼까……?",11,0,0,0
0,0,92024,"",92,0,"",91,"","",""
"","",92025,"",92,92026,"",101,"","",""
1,1,92026,0,92,1,1,6,0,0.3,""
1,1,92027,0,92,0,1,6,0,0.3,""
-250,0.3,92028,1,92,1,-120,2,"","",""
0,0.3,92029,1,92,0,-100,2,"","",""
"","",92030,"",92,0,0,22,"","",""
"","",92031,"",92,0.4,0,93,"","",""
52,30,102001,-250,102,3,1,5,0,2.2,idle_precia
1,1,102002,0,102,1,1,6,0,0,""
29,50,102003,0,102,0,0,5,0,1,black
1,1,102004,0,102,0,1,6,0,0,""
"","",102005,"",102,0,"",91,"","",""
1,1,102006,1,102,1,1,6,0,0.2,""
1,1,102007,1,102,0,1,6,0,0.2,""
-250,0.3,102008,2,102,1,-20,2,"","",""
0,0.3,102009,2,102,0,0,2,"","",""
"","",102010,"",102,0.6,0,93,"","",""
1,"",102011,"",102,1,doya_idle_surprise_precia,3,"",0.3,""
0,0,102012,"",102,vo_asb,vo_asb_1021,21,"","",""
10,1,102013,1,102,1,"「수상한 변태 씨는\n구멍에 떨어져야 해요.」",11,0,0,0
0,0,102014,"",102,0,"",91,"","",""
1,"",102015,"",102,1,talk_precia,3,"",0.3,""
0,0,102016,"",102,vo_asb,vo_asb_1022,21,"","",""
10,1,102017,1,102,1,"쿄우카.\n말씀.",11,0,0,0
0,0,102018,"",102,0,"",91,"","",""
1,"",102019,"",102,1,think_idle_anger_precia,3,"",0.3,""
0,0,102020,"",102,vo_asb,vo_asb_1023,21,"","",""
10,1,102021,1,102,1,"수상한 변태.\n라는 건……?",11,0,0,0
0,0,102022,"",102,0,"",91,"","",""
0,sad_talk_surprise_precia,102023,1,102,1,thinkToSad_precia,3,0,0.2,""
0,0,102024,"",102,vo_asb,vo_asb_1024,21,"","",""
10,1,102025,1,102,1,"……아직, 모르는 거.\n잔뜩.",11,0,0,0
0,0,102026,"",102,0,"",91,"","",""
1,"",102027,"",102,1,guts2_talk_joy_precia,3,"",0.3,""
0,0,102028,"",102,vo_asb,vo_asb_1025,21,"","",""
10,1,102029,1,102,1,"척척.\n배워 나갈. 거야.",11,0,0,0
0,0,102030,"",102,0,"",91,"","",""
"","",102031,"",102,102032,"",101,"","",""
1,1,102032,0,102,1,1,6,0,0.3,""
1,1,102033,0,102,0,1,6,0,0.3,""
-250,0.3,102034,1,102,1,-120,2,"","",""
0,0.3,102035,1,102,0,-100,2,"","",""
"","",102036,"",102,0,0,22,"","",""
"","",102037,"",102,0.4,0,93,"","",""
52,30,112001,-250,112,2,1,5,0,2.2,clear_wish_talk_joy
1,1,112002,0,112,1,1,6,0,0,""
29,50,112003,0,112,0,0,5,0,1,black
1,1,112004,0,112,0,1,6,0,0,""
"","",112005,"",112,0,"",91,"","",""
1,1,112006,1,112,1,1,6,0,0.2,""
1,1,112007,1,112,0,1,6,0,0.2,""
-250,0.3,112008,2,112,1,-20,2,"","",""
0,0.3,112009,2,112,0,0,2,"","",""
"","",112010,"",112,0.6,0,93,"","",""
0,0,112011,"",112,vo_asb,vo_asb_1121,21,"","",""
10,1,112012,1,112,1,"미츠키 씨가 내주신\n오리지널 차,\n신비한 향기가 났어요.",11,0,0,0
0,0,112013,"",112,0,"",91,"","",""
1,"",112014,"",112,1,clear_memoly_talk,3,"",0.2,""
0,0,112015,"",112,vo_asb,vo_asb_1122,21,"","",""
10,1,112016,1,112,1,"향기만 맡아도 화악~\n몸이 뜨거워져서.\n미츠키 씨가 말하길\n자양 강장 효과가 있다고 해요.",11,0,0,0
0,0,112017,"",112,0,"",91,"","",""
1,"",112018,"",112,1,clear_surprise_talk,3,"",0.3,""
0,0,112019,"",112,vo_asb,vo_asb_1123,21,"","",""
10,1,112020,1,112,1,"어째서인지 오빠가 보기 드물게 초조한 기색으로\n안 마시는 게 좋다며 말려서\n향기만 맡고\n마시진 않았지만……",11,0,0,0
0,0,112021,"",112,0,"",91,"","",""
1,"",112022,"",112,1,clear_wish_talk_normal2,3,"",0.2,""
0,0,112023,"",112,vo_asb,vo_asb_1124,21,"","",""
10,1,112024,1,112,1,"미츠키 씨가\n「다음엔 훨씬 효과 있는 걸\n마시게 해줄 테니,\n또 오렴.」",11,0,0,0
"",0,112025,"",112,0,"",91,"","",""
0,0,112026,"",112,vo_asb,vo_asb_1125,21,"","",""
10,1,112027,1,112,1,"이라고 말씀해 주셔서,\n또 놀러 갈까 해요.",11,0,0,0
0,0,112028,"",112,0,"",91,"","",""
0,clear_talk_joyR,112029,1,112,1,wishToTalk,3,0,0.2,""
0,0,112030,"",112,vo_asb,vo_asb_1126,21,"","",""
10,1,112031,1,112,1,"후후…… 입구는 무서웠지만.\n겉보기와는 다르네요,\n길드는. 이것도 배움이에요♪",11,0,0,0
0,0,112032,"",112,0,"",91,"","",""
"","",112033,"",112,112034,"",101,"","",""
1,1,112034,0,112,1,1,6,0,0.3,""
1,1,112035,0,112,0,1,6,0,0.3,""
-250,0.3,112036,1,112,1,-120,2,"","",""
0,0.3,112037,1,112,0,-100,2,"","",""
"","",112038,"",112,0,0,22,"","",""
"","",112039,"",112,0.4,0,93,"","",""
52,30,122001,-250,122,3,1,5,0,2.2,notice_loop
1,1,122002,0,122,1,1,6,0,0,""
29,50,122003,0,122,0,0,5,0,1,black
1,1,122004,0,122,0,1,6,0,0,""
"","",122005,"",122,0,"",91,"","",""
1,1,122006,1,122,1,1,6,0,0.2,""
1,1,122007,1,122,0,1,6,0,0.2,""
-250,0.3,122008,2,122,1,-20,2,"","",""
0,0.3,122009,2,122,0,0,2,"","",""
"","",122010,"",122,0.6,0,93,"","",""
0,0,122011,"",122,vo_asb,vo_asb_1221,21,"","",""
10,1,122012,1,122,1,"미츠키의.\n낌새……",11,0,0,0
0,0,122013,"",122,0,"",91,"","",""
1,"",122014,"",122,1,sad_idle_surprise,3,"",0.3,""
0,0,122015,"",122,vo_asb,vo_asb_1222,21,"","",""
10,1,122016,1,122,1,"낫.\n평범한 사람.",11,0,0,0
0,0,122017,"",122,0,"",91,"","",""
1,"",122018,"",122,1,surprise_idle_anger_precia,3,"",0.3,""
0,0,122019,"",122,vo_asb,vo_asb_1223,21,"","",""
10,1,122020,1,122,1,"악당?\n정의, 의, 아군?",11,0,0,0
0,0,122021,"",122,0,"",91,"","",""
0,think_idle_Ex1_precia,122022,1,122,1,surpriseToThink_precia,3,0,0.2,""
0,0,122023,"",122,vo_asb,vo_asb_1224,21,"","",""
10,1,122024,1,122,1,"복잡해.",11,0,0,0
0,0,122025,"",122,0,"",91,"","",""
"","",122026,"",122,122027,"",101,"","",""
1,1,122027,0,122,1,1,6,0,0.3,""
1,1,122028,0,122,0,1,6,0,0.3,""
-250,0.3,122029,1,122,1,-120,2,"","",""
0,0.3,122030,1,122,0,-100,2,"","",""
"","",122031,"",122,0,0,22,"","",""
"","",122032,"",122,0.4,0,93,"","",""
52,30,132001,-250,132,3,1,5,0,2.2,lift_down_normal
1,1,132002,0,132,1,1,6,0,0,""
29,50,132003,0,132,0,0,5,0,1,black
1,1,132004,0,132,0,1,6,0,0,""
"","",132005,"",132,0,"",91,"","",""
1,1,132006,1,132,1,1,6,0,0.2,""
1,1,132007,1,132,0,1,6,0,0.2,""
-250,0.3,132008,2,132,1,-20,2,"","",""
0,0.3,132009,2,132,0,0,2,"","",""
"","",132010,"",132,0.6,0,93,"","",""
0,0,132011,"",132,vo_asb,vo_asb_1321,21,"","",""
10,1,132012,1,132,1,"모험, 물품.\n많아.",11,0,0,0
0,0,132013,"",132,0,"",91,"","",""
0,lift_down_shy,132014,1,132,1,lift_down_shy_in,3,0,0.2,""
0,0,132015,"",132,vo_asb,vo_asb_1322,21,"","",""
10,1,132016,1,132,1,"다 들 수…… 없어.",11,0,0,0
0,0,132017,"",132,0,"",91,"","",""
0,lift_up_loop,132018,1,132,1,lift_up_in,3,0,0.2,""
0,0,132019,"",132,vo_asb,vo_asb_1323,21,"","",""
10,1,132020,1,132,1,"하지만.\n들 거. 야.",11,0,0,0
0,0,132021,"",132,0,"",91,"","",""
0,0,132022,"",132,vo_asb,vo_asb_1324,21,"","",""
10,1,132023,1,132,1,"이것, 이.\n지키고 싶은 것, 의.\n무게.",11,0,0,0
0,0,132024,"",132,0,"",91,"","",""
"","",132025,"",132,132026,"",101,"","",""
1,1,132026,0,132,1,1,6,0,0.3,""
1,1,132027,0,132,0,1,6,0,0.3,""
-250,0.3,132028,1,132,1,-120,2,"","",""
0,0.3,132029,1,132,0,-100,2,"","",""
"","",132030,"",132,0,0,22,"","",""
"","",132031,"",132,0.4,0,93,"","",""
52,30,142001,-250,142,1,1,5,0,2.2,sad_talk_dere
1,1,142002,0,142,1,1,6,0,0,""
29,50,142003,0,142,0,0,5,0,1,black
1,1,142004,0,142,0,1,6,0,0,""
"","",142005,"",142,0,"",91,"","",""
1,1,142006,1,142,1,1,6,0,0.2,""
1,1,142007,1,142,0,1,6,0,0.2,""
-250,0.3,142008,2,142,1,-20,2,"","",""
0,0.3,142009,2,142,0,0,2,"","",""
"","",142010,"",142,0.6,0,93,"","",""
0,0,142011,"",142,vo_asb,vo_asb_1421,21,"","",""
10,1,142012,1,142,1,"답례로 받은 도시락이\n너무나도 맛있어서요……",11,0,0,0
0,0,142013,"",142,0,"",91,"","",""
1,"",142014,"",142,1,sad_talk_joyR,3,"",0.3,""
0,0,142015,"",142,vo_asb,vo_asb_1422,21,"","",""
10,1,142016,1,142,1,"저도 언젠가\n그런 마음이 담긴 도시락을 만들어서\n오라버니께 살며시 드릴 수\n있었으면, 하고……",11,0,0,0
0,0,142017,"",142,0,"",91,"","",""
1,"",142018,"",142,1,wish_talk_nervous_riri,3,"",0.3,""
0,0,142019,"",142,vo_asb,vo_asb_1423,21,"","",""
10,1,142020,1,142,1,"아직 달걀말이조차도\n태워 버리는 주제에\n무심코 주제넘은\n망상을 해 버렸어요.",11,0,0,0
0,0,142021,"",142,0,"",91,"","",""
1,"",142022,"",142,1,wish_talk_normal2_riri,3,"",0.2,""
0,0,142023,"",142,vo_asb,vo_asb_1424,21,"","",""
10,1,142024,1,142,1,"……하지만.\n이번 모험에서 꿈꾸는 것은\n큰 힘이라는 걸 알았거든요.",11,0,0,0
0,0,142025,"",142,0,"",91,"","",""
1,"",142026,"",142,1,guts2_talk_riri,3,"",0.2,""
0,0,142027,"",142,vo_asb,vo_asb_1425,21,"","",""
10,1,142028,1,142,1,"언젠가 오라버니도 제게 의지할 수 있는\n모험가가 되기를 포기하지 않고,\n언제까지나 계속 꿈을 꾸며\n한 걸음씩 걸어 나갈 작정이에요.",11,0,0,0
0,0,142029,"",142,0,"",91,"","",""
"","",142030,"",142,142031,"",101,"","",""
1,1,142031,0,142,1,1,6,0,0.3,""
1,1,142032,0,142,0,1,6,0,0.3,""
-250,0.3,142033,1,142,1,-120,2,"","",""
0,0.3,142034,1,142,0,-100,2,"","",""
"","",142035,"",142,0,0,22,"","",""
"","",142036,"",142,0.4,0,93,"","",""
