command_type,param_06,param_05,param_03,drama_id,param_01,param_07,param_04,command_id,param_02,param_08
11,0,0,8,313,103031,0,0,313005,"설음식이라고 하면 동국입니다~!\n오에도 마을 사람들에게도\n새해 인사를 해야 한다입니다!",0.5
3,0.2,"",1,313,103031,"","",313006,nop_talk_joy1,""
91,"","","",313,313005,"","",313007,"",""
3,0.2,1,1,313,103031,"","",313008,nop_idle_joy1,""
11,0,0,8,313,100811,0,0,313009,"신년회에서도 나는 아름답네.\n아아, 파티장의 모든 시선이\n모이는 것 같아.",0.5
3,0.2,"",1,313,100811,"","",313010,nop_talk_thinking,""
91,"","","",313,313009,"","",313011,"",""
3,0.2,1,1,313,100811,"","",313012,nop_idle_thinking,""
11,0,0,8,313,104511,0,0,313013,"파티장의 모든 시선……\n아아, 멸시의 시선이 쿠우카에게……\n크흐흐흐……",0.5
3,0.2,"",1,313,104511,"","",313014,nop_13_kuka_talk_memory1,""
91,"","","",313,313013,"","",313015,"",""
3,0.2,1,1,313,104511,"","",313016,nop_13_kuka_idle_memory1,""
11,0,0,8,313,105511,0,0,313017,"커다란 파티장……\n선배는 어디에 있는 걸까?",0.5
3,0.2,"",1,313,105511,"","",313018,nop_talk_sad,""
91,"","","",313,313017,"","",313019,"",""
3,0.2,1,1,313,105511,"","",313020,nop_idle_sad,""
11,0,0,8,314,104931,0,0,314001,"으으음…… 동생의 기척!\n근처에 있어, 리노!",0.5
3,0.2,"",1,314,104931,"","",314002,nop_14_shizuru_talk_thinking,""
93,"","","",314,2,"","",314003,0,""
3,0.2,1,0,314,104931,0,nop_talk_guts3_loop,314004,nop_talk_guts3,""
91,"","","",314,314001,"","",314005,"",""
11,0,0,8,314,101131,0,0,314006,"네! 저도 알아요!\n저, 저기예요! 아마도!",0.5
3,0.2,1,0,314,101131,"",nop_talk_arm_crossed_loop,314007,nop_talk_arm_crossed,""
93,"","","",314,2,"","",314008,0,""
3,0.2,"",1,314,101131,"","",314009,nop_talk_joy1,""
91,"","","",314,314006,"","",314010,"",""
3,0.2,1,1,314,101131,"","",314011,nop_idle_joy_normal,""
11,0,0,8,314,106831,0,0,314012,"하핫, 여전한\n누나 파워와 여동생 파워네.",0.5
3,0.2,1,0,314,106831,0,nop_talk_arm_crossed_loop_joy,314013,nop_talk_arm_crossed_joy,""
91,"","","",314,314012,"","",314014,"",""
3,0.2,1,1,314,106831,"","",314015,nop_idle_normal,""
3,0.2,"",1,314,104931,"","",314016,nop_idle_normal,""
3,0.2,1,1,314,101131,"","",314017,nop_idle_normal,""
11,0,0,8,315,104211,0,0,315001,"아주 멋진 신년회네요.\n여러분이 즐거워하시는 덕분에\n정령도 기뻐하고 있어요.",0.5
3,0.2,"",1,315,104211,"","",315002,nop_talk_wish,""
91,"","","",315,315001,"","",315003,"",""
3,0.2,1,1,315,104211,"","",315004,nop_idle_wish,""
11,0,0,8,315,105411,0,0,315005,"동국의 나들이옷, 예쁘네요……\n무대 의상을 만드는 데 참고할 수 없으려나?",0.5
3,0.2,"",1,315,105411,"","",315006,nop_talk_normal,""
93,"","","",315,2.5,"","",315007,0,""
3,0.2,"",1,315,105411,"","",315008,nop_talk_thinking,""
91,"","","",315,315005,"","",315009,"",""
3,0.2,"",1,315,105411,"","",315010,nop_idle_thinking,""
11,0,0,8,315,102931,0,0,315011,"설음식도 굉장히 맛있어.\n기운을 얻었네♪",0.5
3,0.2,"",1,315,102931,"","",315012,nop_talk_joy1,""
91,"","","",315,315011,"","",315013,"",""
3,0.2,1,1,315,102931,"","",315014,nop_idle_joy1,""
3,0.2,1,0,316,106631,0,nop_16_inori_talk_doya_loop,316001,nop_16_inori_talk_doya,""
11,0,0,8,316,106631,0,0,316002,"빅한 나에게 어울리는 파티장이에요!\n마음에 들었다입니다!",0.5
91,"","","",316,316002,"","",316003,"",""
3,0.2,"",1,316,106631,"","",316004,nop_16_inori_idle_doya,""
3,0.2,"",1,316,106531,"","",316005,nop_talk_joy1,""
11,0,0,8,316,106531,0,0,316006,"즐거운 싸움을 할 수 있을 것 같은\n얼굴도 드문드문 있군……\n왠지 끓어오르기 시작했어.",0.5
93,"","","",316,3.5,"","",316007,1,""
3,0.2,1,0,316,106531,0,nop_talk_arm_crossed_loop,316008,nop_talk_arm_crossed,""
91,"","","",316,316006,"","",316009,"",""
3,0.2,"",1,316,106531,"","",316010,nop_idle_arm_crossed,""
3,0.2,"",1,316,106731,"","",316011,nop_talk_normal,""
11,0,0,8,316,106731,0,0,316012,"둘 다, 문제 일으키면 안 된다~?\n이 파티장에는 화나면 무서운 사람들이\n잔~뜩 있으니까~?",0.5
91,"","","",316,316012,"","",316013,"",""
3,0.2,"",1,316,106731,"","",316014,nop_idle_normal,""
11,0,0,8,317,110931,0,0,317001,"와아~! 맛있어 보이는 요리가\n빽빽하게 듬뿍 담겨있네요!\n치에룬~☆",0.5
3,0.2,"",1,317,110931,"","",317002,nop_17_chieru_talk_memory,""
93,"","","",317,4.2,"","",317003,0,""
3,0.2,1,0,317,110931,0,nop_17_chieru_loop,317004,nop_17_chieru_01,""
3,0.2,1,0,317,1,0,nop_17_chieru_loop,317005,nop_17_chieru_01,""
91,"","","",317,317001,"","",317006,"",""
3,0.2,"",1,317,110931,"","",317007,nop_idle_joy1,""
3,0.2,"",1,317,1,"","",317008,NoItem_idle,""
11,0,0,8,317,111031,0,0,317009,"엄청난 수의 고형 음식…… 우웩!\n이건 보고만 있어도 싫어지는군……",0.5
3,0.2,"",1,317,111031,"","",317010,nop_talk_normal_sad,""
93,"","","",317,1.5,"","",317011,0,""
3,0.2,1,0,317,111031,0,nop_17_yuni_weppu_loop,317012,nop_17_yuni_weppu,""
91,"","","",317,317009,"","",317013,"",""
11,0,0,8,317,110831,0,0,317014,"선배.\n우리까지 기분 나쁘다는 취급을 받으니까,\n다시는 입 열지 말아 줄래여.",0.5
3,0.2,1,0,317,110831,0,nop_17_chloe_talk_normal_anger_loop,317015,nop_17_chloe_talk_normal_anger,""
3,0.2,"",1,317,110931,"","",317016,nop_idle_sad,""
91,"","","",317,317014,"","",317017,"",""
3,0.2,"",1,317,110831,"","",317018,nop_17_chloe_idle_normal2,""
3,0.2,1,1,317,111031,"","",317019,nop_idle_normal,""
3,0.2,"",1,318,114711,"","",318001,nop_talk_joy1,""
11,0,0,8,318,114711,0,0,318002,"설음식, 모두 맛있어 보여!\n……그 녀석도, 제대로\n설날을 즐기고 있을까……",0.5
93,"","","",318,2.5,"","",318003,0,""
3,0.2,"",1,318,114711,"","",318004,nop_18_muimi_talk_thinking,""
91,"","","",318,318002,"","",318005,"",""
3,0.2,1,1,318,114711,"","",318006,nop_18_muimi_idle_thinking,""
3,0.2,1,0,318,115031,0,nop_idle_normal,318007,nop_18_neneka_humu,""
11,0,0,8,318,115031,0,0,318008,"설날 정도는 조금 느긋하게\n보내볼까요.",0.5
91,"","","",318,318008,"","",318009,"",""
3,0.2,1,0,318,118031,0,nop_talk_arm_crossed_loop,318010,nop_talk_arm_crossed,""
11,0,0,8,318,118031,0,0,318011,"읍…… 이 정도 규모의 파티장을\n그 가격에? 당신,\n상당한 수완가군요……!",0.5
93,"","","",318,2.5,"","",318012,0,""
3,0.2,1,0,318,118031,0,nop_talk_doya_loop,318013,nop_talk_doya,""
91,"","","",318,318011,"","",318014,"",""
3,0.2,"",1,318,118031,"","",318015,nop_idle_doya,""
3,0.2,"",1,318,118511,"","",318016,nop_18_karin_talk_normal,""
11,0,0,8,318,118511,0,0,318017,"아뇨아뇨. 그 정도는~",0.5
91,"","","",318,318017,"","",318018,"",""
3,0.2,1,1,318,118511,"","",318019,nop_18_karin_idle_normal,""
3,0.2,"",1,401,111831,"","",401001,nop_talk_joy2,""
93,"","","",401,2,"","",401002,0,""
3,0.2,"",1,401,111831,"","",401003,nop_idle_joy_normal,""
3,0.2,1,0,401,112031,0,nop_idle_normal,401004,nop_18_neneka_humu,""
93,"","","",401,2,"","",401005,0,""
3,0.2,"",1,401,120831,"","",401006,nop_16_kaya_talk_normal2_loop,""
93,"","","",401,2,"","",401007,0,""
3,0.2,"",1,401,120831,"","",401008,nop_16_kaya_idle_normal2,""
3,0.2,"",1,401,120931,"","",401009,nop_talk_surprise1,""
93,"","","",401,2,"","",401010,0,""
3,0.2,"",1,401,120931,"","",401011,nop_idle_normal_joy,""
3,0.2,"",1,401,111931,"","",401012,nop_talk_normal,""
93,"","","",401,2,"","",401013,0,""
3,0.2,"",1,401,111931,"","",401014,nop_idle_normal,""
3,0.2,"",1,401,120731,"","",401015,nop_talk_joy1,""
93,"","","",401,2,"","",401016,0,""
3,0.2,"",1,401,120731,"","",401017,nop_idle_normal_joy,""
3,0.2,"",1,402,108731,"","",402001,nop_talk_joy2,""
93,"","","",402,2,"","",402002,0,""
3,0.2,"",1,402,108731,"","",402003,nop_idle_joy1,""
3,0.2,"",1,402,108831,"","",402004,nop_talk_joy3_blink,""
93,"","","",402,2,"","",402005,0,""
3,0.2,"",1,402,108831,"","",402006,nop_idle_joy_normal,""
3,0.2,"",1,402,108931,"","",402007,nop_talk_normal,""
93,"","","",402,2,"","",402008,0,""
3,0.2,"",1,402,108931,"","",402009,nop_idle_normal,""
3,0.2,"",1,403,102011,"","",403001,nop_talk_surprise_kira,""
93,"","","",403,2,"","",403002,0,""
3,0.2,"",1,403,102011,"","",403003,nop_idle_joy1,""
3,0.2,"",1,403,100411,"","",403004,nop_talk_joy2,""
93,"","","",403,2,"","",403005,0,""
3,0.2,"",1,403,100411,"","",403006,nop_idle_normal,""
3,0.2,"",1,403,103631,"","",403007,nop_talk_wish,""
93,"","","",403,2,"","",403008,0,""
3,0.2,"",1,403,103631,"","",403009,nop_idle_wish,""
3,0.2,"",1,404,101511,"","",404001,nop_talk_wish_joy,""
93,"","","",404,2,"","",404002,0,""
3,0.2,"",1,404,101511,"","",404003,nop_idle_normal,""
3,0.2,"",1,404,101231,"","",404004,nop_talk_joy2,""
93,"","","",404,2,"","",404005,0,""
3,0.2,"",1,404,101231,"","",404006,nop_idle_normal,""
3,0.2,"",1,404,104011,"","",404007,nop_talk_surprise_kira,""
93,"","","",404,2,"","",404008,0,""
3,0.2,"",1,404,104011,"","",404009,nop_idle_normal,""
3,0.2,"",1,405,103111,"","",405001,nop_talk_normal,""
93,"","","",405,2,"","",405002,0,""
3,0.2,"",1,405,103111,"","",405003,nop_idle_normal,""
3,0.2,"",1,405,102211,"","",405004,nop_talk_worry,""
93,"","","",405,2,"","",405005,0,""
3,0.2,"",1,405,102211,"","",405006,nop_idle_worry,""
3,0.2,"",1,405,100711,"","",405007,nop_05_miyako_talk_joy1,""
93,"","","",405,2,"","",405008,0,""
3,0.2,"",1,405,100711,"","",405009,nop_05_miyako_idle_joy1,""
3,0.2,"",1,405,100611,"","",405010,nop_talk_joy1,""
93,"","","",405,2,"","",405011,0,""
3,0.2,"",1,405,100611,"","",405012,nop_idle_joy1,""
3,0.2,"",1,406,107131,"","",406001,nop_talk_thinking,""
93,"","","",406,2,"","",406002,0,""
3,0.2,"",1,406,107131,"","",406003,nop_idle_arm_crossed,""
3,0.2,"",1,406,103731,"","",406004,nop_talk_sad,""
93,"","","",406,2,"","",406005,0,""
3,0.2,"",1,406,103731,"","",406006,nop_idle_sad,""
3,0.2,"",1,406,100511,"","",406007,nop_talk_joy2,""
93,"","","",406,2,"","",406008,0,""
3,0.2,"",1,406,100511,"","",406009,nop_idle_normal,""
3,0.2,"",1,406,104731,"","",406010,nop_talk_normal,""
93,"","","",406,2,"","",406011,0,""
3,0.2,"",1,406,104731,"","",406012,nop_idle_normal,""
3,0.2,"",1,407,102831,"","",407001,nop_talk_joy3,""
93,"","","",407,2,"","",407002,0,""
3,0.2,"",1,407,102831,"","",407003,nop_idle_normal,""
3,0.2,"",1,407,102111,"","",407004,nop_07_kurumi_idle_bitter,""
93,"","","",407,2,"","",407005,0,""
3,0.2,"",1,407,102111,"","",407006,nop_idle_normal,""
3,0.2,"",1,407,102511,"","",407007,nop_talk_joy2,""
93,"","","",407,2,"","",407008,0,""
3,0.2,"",1,407,102511,"","",407009,nop_idle_normal,""
3,0.2,"",1,407,102311,"","",407010,nop_talk_joy1,""
93,"","","",407,2,"","",407011,0,""
3,0.2,"",1,407,102311,"","",407012,nop_idle_normal,""
3,0.2,"",1,408,101011,"","",408001,nop_talk_joy1,""
93,"","","",408,2,"","",408002,0,""
3,0.2,"",1,408,101011,"","",408003,nop_idle_joy_normal,""
3,0.2,"",1,408,104331,"","",408004,nop_talk_arm_crossed_loop,""
93,"","","",408,2,"","",408005,0,""
3,0.2,"",1,408,104331,"","",408006,nop_idle_arm_crossed,""
3,0.2,"",1,408,101711,"","",408007,nop_talk_joy2,""
93,"","","",408,2,"","",408008,0,""
3,0.2,"",1,408,101711,"","",408009,nop_idle_joy1,""
3,0.2,"",1,408,101431,"","",408010,nop_talk_normal,""
93,"","","",408,2,"","",408011,0,""
3,0.2,"",1,408,101431,"","",408012,nop_idle_normal,""
3,0.2,"",1,409,103311,"","",409001,nop_talk_joy1,""
93,"","","",409,2,"","",409002,0,""
3,0.2,"",1,409,103311,"","",409003,nop_idle_joy1,""
3,0.2,"",1,409,105211,"","",409004,nop_talk_joy1,""
93,"","","",409,2,"","",409005,0,""
3,0.2,"",1,409,105211,"","",409006,nop_idle_joy_normal,""
3,0.2,"",1,409,102611,"","",409007,nop_talk_sad2,""
93,"","","",409,2,"","",409008,0,""
3,0.2,"",1,409,102611,"","",409009,nop_idle_sad2,""
3,0.2,"",1,409,103811,"","",409010,nop_talk_normal,""
93,"","","",409,2,"","",409011,0,""
3,0.2,"",1,409,103811,"","",409012,nop_idle_normal,""
3,0.2,"",1,410,103231,"","",410001,nop_talk_joy1,""
93,"","","",410,2,"","",410002,0,""
3,0.2,"",1,410,103231,"","",410003,nop_idle_joy1,""
3,0.2,"",1,410,103411,"","",410004,nop_10_yukari_01,""
3,0.2,"",1,410,11,"","",410005,nop_10_yukari_01,""
93,"","","",410,2,"","",410006,0,""
3,0.2,"",1,410,103411,"","",410007,nop_10_yukari_02,""
3,0.2,"",1,410,11,"","",410008,nop_10_yukari_02,""
3,0.2,"",1,410,104811,"","",410009,nop_talk_doya_loop,""
4,"","","",410,104811,"","",410010,1,""
93,"","","",410,2,"","",410011,0,""
3,0.2,"",1,410,104811,"","",410012,nop_idle_doya,""
3,0.2,"",1,410,104611,"","",410013,nop_talk_joy2,""
93,"","","",410,2,"","",410014,0,""
3,0.2,"",1,410,104611,"","",410015,nop_idle_joy_normal,""
3,0.2,"",1,411,102711,"","",411001,nop_talk_wish2,""
93,"","","",411,2,"","",411002,0,""
3,0.2,"",1,411,102711,"","",411003,nop_idle_memory,""
3,0.2,"",1,411,100911,"","",411004,nop_talk_normal,""
93,"","","",411,2,"","",411005,0,""
3,0.2,"",1,411,100911,"","",411006,nop_idle_arm_crossed,""
3,0.2,"",1,411,101311,"","",411007,nop_talk_joy2,""
93,"","","",411,2,"","",411008,0,""
3,0.2,"",1,411,101311,"","",411009,nop_idle_joy_normal,""
3,0.2,"",1,411,105111,"","",411010,nop_talk_normal,""
93,"","","",411,2,"","",411011,0,""
3,0.2,"",1,411,105111,"","",411012,nop_idle_normal,""
3,0.2,"",1,412,101831,"","",412001,nop_talk_joy1,""
93,"","","",412,2,"","",412002,0,""
3,0.2,"",1,412,101831,"","",412003,nop_idle_joy1,""
3,0.2,"",1,412,101611,"","",412004,nop_talk_joy2,""
93,"","","",412,2,"","",412005,0,""
3,0.2,"",1,412,101611,"","",412006,nop_idle_joy_normal,""
3,0.2,"",1,412,105011,"","",412007,nop_talk_joy1,""
93,"","","",412,2,"","",412008,0,""
3,0.2,"",1,412,105011,"","",412009,nop_idle_joy_normal,""
3,0.2,"",1,413,105331,"","",413001,nop_talk_normal,""
93,"","","",413,2,"","",413002,0,""
3,0.2,"",1,413,105331,"","",413003,nop_idle_normal,""
3,0.2,"",1,413,104511,"","",413004,nop_talk_memory,""
93,"","","",413,2,"","",413005,0,""
3,0.2,"",1,413,104511,"","",413006,nop_idle_memory,""
3,0.2,"",1,413,103031,"","",413007,nop_talk_joy1,""
93,"","","",413,2,"","",413008,0,""
3,0.2,"",1,413,103031,"","",413009,nop_idle_joy1,""
3,0.2,"",1,413,100811,"","",413010,nop_talk_wish,""
93,"","","",413,2,"","",413011,0,""
3,0.2,"",1,413,100811,"","",413012,nop_idle_wish,""
3,0.2,"",1,413,105511,"","",413013,nop_talk_sad,""
93,"","","",413,2,"","",413014,0,""
3,0.2,"",1,413,105511,"","",413015,nop_idle_sad,""
3,0.2,1,0,414,101131,0,nop_talk_guts2_loop,414001,nop_talk_guts2,""
93,"","","",414,2,"","",414002,0,""
3,0.2,"",1,414,101131,"","",414003,nop_idle_normal,""
3,0.2,"",1,414,104931,"","",414004,nop_talk_wish,""
93,"","","",414,2,"","",414005,0,""
3,0.2,"",1,414,104931,"","",414006,nop_idle_normal,""
3,0.2,"",1,414,106831,"","",414007,nop_talk_thinking,""
93,"","","",414,2,"","",414008,0,""
3,0.2,"",1,414,106831,"","",414009,nop_idle_normal,""
3,0.2,"",1,415,104211,"","",415001,nop_talk_wish,""
93,"","","",415,2,"","",415002,0,""
3,0.2,"",1,415,104211,"","",415003,nop_idle_wish,""
3,0.2,"",1,415,102931,"","",415004,nop_talk_joy1,""
93,"","","",415,2,"","",415005,0,""
3,0.2,"",1,415,102931,"","",415006,nop_idle_joy1,""
3,0.2,"",1,415,105411,"","",415007,nop_talk_normal,""
93,"","","",415,2,"","",415008,0,""
3,0.2,"",1,415,105411,"","",415009,nop_idle_normal,""
3,0.2,"",1,416,106731,"","",416001,nop_talk_normal,""
93,"","","",416,2,"","",416002,0,""
3,0.2,"",1,416,106731,"","",416003,nop_idle_normal,""
3,0.2,"",1,416,106631,"","",416004,nop_talk_joy2,""
93,"","","",416,2,"","",416005,0,""
3,0.2,"",1,416,106631,"","",416006,nop_idle_joy1,""
3,0.2,"",1,416,106531,"","",416007,nop_16_kaya_talk_normal2_loop,""
93,"","","",416,2,"","",416008,0,""
3,0.2,"",1,416,106531,"","",416009,nop_16_kaya_idle_normal2,""
3,0.2,1,0,417,111031,0,nop_talk_arm_crossed_loop2,417001,nop_talk_arm_crossed2,""
93,"","","",417,2,"","",417002,0,""
3,0.2,"",1,417,111031,"","",417003,nop_idle_normal,""
3,0.2,"",1,417,110931,"","",417004,nop_talk_joy2,""
93,"","","",417,2,"","",417005,0,""
3,0.2,"",1,417,110931,"","",417006,nop_idle_joy_normal,""
3,0.2,"",1,417,110831,"","",417007,nop_17_chloe_talk_normal2_loop,""
93,"","","",417,2,"","",417008,0,""
3,0.2,"",1,417,110831,"","",417009,nop_17_chloe_idle_normal2,""
3,0.2,1,0,418,115031,0.2,nop_idle_normal,418001,nop_18_neneka_humu,""
93,"","","",418,2,"","",418002,0,""
3,0.2,"",1,418,114711,"","",418003,nop_talk_joy1_normal,""
93,"","","",418,2,"","",418004,0,""
3,0.2,"",1,418,114711,"","",418005,nop_idle_joy1,""
3,0.2,"",1,418,118511,"","",418006,nop_18_karin_talk_normal,""
93,"","","",418,2,"","",418007,0,""
3,0.2,"",1,418,118511,"","",418008,nop_18_karin_idle_normal,""
3,0.2,1,0,418,118031,0,nop_talk_doya_loop,418009,nop_talk_doya,""
93,"","","",418,2,"","",418010,0,""
3,0.2,"",1,418,118031,"","",418011,nop_idle_doya,""
1,1.95,-255,101,501,1,0,-150,501001,111831,nop_idle_joy2
1,1.95,-255,100,501,1,1,150,501002,120731,nop_idle_normal
1,1.95,-265,103,501,1,0,-320,501003,120831,nop_idle_arm_crossed
1,1.95,-265,102,501,1,1,320,501004,111931,nop_idle_normal
1,1.95,-300,105,501,1,0,-450,501005,120931,nop_idle_thinking
1,1.95,-300,104,501,1,1,450,501006,112031,nop_idle_doya
93,"","","",501,0.5,"","",501007,0,""
3,0.2,1,0,501,111831,0.2,nop_talk_joy1,501008,nop_01_peko_oissu,""
21,"","",0,501,vo_drama_10082001,"",0,501009,vo_drama_10082001_001,""
11,0,0,5,501,111831,0,1,501010,"안뇽~!\n신년회, 즐기고 있나요?",0.5
91,"","","",501,501010,"","",501011,"",""
93,"","","",501,0.2,"","",501012,0,""
12,0,0,1,501,120731,0,0,501013,6,0
12,0,0,1,501,111931,0,0,501014,8,0
12,0,0,1,501,112031,0,0,501015,10,0
12,0,0,1,501,120931,0,0,501016,7,0
12,0,0,1,501,120831,0,0,501017,13,0
3,0.2,"",1,501,120731,"","",501018,nop_talk_joy1,""
3,0.2,"",1,501,111931,"","",501019,nop_talk_wish3,""
3,0.2,1,0,501,112031,0,nop_talk_doya_loop,501020,nop_talk_doya,""
3,0.2,1,0,501,120931,0,nop_talk_arm_crossed_loop,501021,nop_talk_arm_crossed,""
3,0.2,"",1,501,120831,"","",501022,nop_01_ruka_hello_long,""
93,"","","",501,2,"","",501023,0,""
3,0.2,"",1,501,111831,"","",501024,nop_idle_joy1,""
3,0.3,"",1,501,120731,"","",501025,nop_idle_normal_joy,""
3,0.3,"",1,501,112031,"","",501026,nop_idle_doya,""
3,0.3,"",1,501,120931,"","",501027,nop_idle_arm_crossed,""
3,0.3,"",1,501,120831,"","",501028,nop_idle_normal,""
3,0.2,"",1,501,111931,"","",501029,nop_talk_normal,""
21,"","",0,501,vo_drama_10082001,"",0,501030,vo_drama_10082001_002,""
11,0,0,6,501,111931,0,1,501031,"네, 신나게 즐기고 있습니다.\n요리도 굉장히 맛있고,\n여러분도 즐기시는 것 같아서\n저도 기쁩니다.",3
93,"","","",501,3,"","",501032,1,""
3,0.2,"",1,501,111931,"","",501033,nop_talk_joy3_dere,""
91,"","","",501,501031,"","",501034,"",""
3,0.2,"",1,501,111931,"","",501035,nop_idle_normal_joy,""
3,0.2,"",1,501,112031,"","",501036,nop_talk_sad,""
21,"","",0,501,vo_drama_10082001,"",0,501037,vo_drama_10082001_003,""
11,0,0,5,501,112031,0,1,501038,"그래 봤자 너만큼은 아니지만.\n그거, 대체 몇 그릇째야……",0.5
93,"","","",501,5,"","",501039,1,""
12,0,0,1,501,111831,0,0,501040,8,0
3,0.2,1,0,501,111831,0.2,nop_idle_joy_normal,501041,nop_17_chieru_swing,""
91,"","","",501,501038,"","",501042,"",""
3,0.2,"",1,501,112031,"","",501043,nop_idle_sad,""
93,"","","",501,0.1,"","",501044,"",""
4,"","","",501,120731,"","",501045,0,""
3,0.2,"",1,501,120731,"","",501046,nop_talk_normal,""
21,"","",0,501,vo_drama_10082001,"",0,501047,vo_drama_10082001_004,""
11,0,0,6,501,120731,0,1,501048,"다 먹어 치워, 라고 말한 건\n캬루잖아.\n맛있게 먹는 모습은\n페코린느 씨다워서 좋네.",0.5
93,"","","",501,2.5,"","",501049,1,""
12,0,0,1,501,112031,0,0,501050,4,0
3,0.2,1,0,501,112031,0.3,nop_idle_surprise1,501051,nop_surprise,""
93,"","","",501,2,"","",501052,1,""
4,"","","",501,120731,"","",501053,1,""
3,0.2,"",1,501,120731,"","",501054,nop_talk_joy1,""
3,0.2,"",1,501,112031,"","",501055,nop_idle_arm_crossed,""
91,"","","",501,501048,"","",501056,"",""
3,0.2,"",1,501,120731,"","",501057,nop_idle_joy1,""
3,0.2,"",1,501,111831,"","",501058,nop_talk_joy1,""
21,"","",0,501,vo_drama_10082001,"",0,501059,vo_drama_10082001_005,""
11,0,0,6,501,111831,0,1,501060,"저희가 만든 설음식도\n여러분에게 호평을 받고 있는 것 같아요!",0.5
91,"","","",501,501060,"","",501061,"",""
3,0.2,"",1,501,111831,"","",501062,nop_idle_joy_normal,""
3,0.2,"",1,501,120831,"","",501063,nop_talk_normal,""
21,"","",0,501,vo_drama_10082001,"",0,501064,vo_drama_10082001_006,""
11,0,0,6,501,120831,0,1,501065,"그래, 맛있게 먹고 있어.\n동국에서도 이 정도로 호화로운 건\n그리 쉽게 먹을 수 없지 않아?",0.5
93,"","","",501,3,"","",501066,1,""
3,0.2,1,0,501,120831,0.2,nop_talk_arm_crossed_loop,501067,nop_talk_arm_crossed,""
91,"","","",501,501065,"","",501068,"",""
3,0.2,"",1,501,120831,"","",501069,nop_idle_arm_crossed,""
3,0.2,1,0,501,120931,0.2,nop_talk_doya_loop,501070,nop_talk_doya,""
21,"","",0,501,vo_drama_10082001,"",0,501071,vo_drama_10082001_007,""
11,0,0,5,501,120931,0,1,501072,"음! 이 몸도 진정한 힘을 되찾게\n될 정도의 요리라니, 대단하군.\n셰피가 열심히 한 덕분이로구나.",0.5
93,"","","",501,5,"","",501073,1,""
3,0.2,"",1,501,120931,"","",501074,nop_talk_normal,""
91,"","","",501,501072,"","",501075,"",""
3,0.2,"",1,501,120931,"","",501076,nop_idle_normal,""
3,0.2,"",1,501,120731,"","",501077,nop_talk_normal,""
21,"","",0,501,vo_drama_10082001,"",0,501078,vo_drama_10082001_008,""
11,0,0,4,501,120731,0,1,501079,"그건 모두가 도와줬기 때문이야.\n두 사람 모두, 작년에는 정말로 고마웠어.",0.5
93,"","","",501,6.5,"","",501080,1,""
3,0.2,1,0,501,120731,0.2,nop_idle_normal_joy,501081,nop_bow,""
91,"","","",501,501079,"","",501082,"",""
3,0.2,"",1,501,120731,"","",501083,nop_idle_normal_joy,""
3,0.2,"",1,501,120831,"","",501084,nop_talk_normal,""
21,"","",0,501,vo_drama_10082001,"",0,501085,vo_drama_10082001_009,""
11,0,0,6,501,120831,0,1,501086,"서운한 말 하지 마.\n우리가 좋아서 한 일이니까.",0.5
93,"","","",501,3,"","",501087,1,""
3,0.2,1,0,501,120831,0.2,nop_talk_doya_loop,501088,nop_talk_doya,""
91,"","","",501,501086,"","",501089,"",""
3,0.2,"",1,501,120831,"","",501090,nop_idle_doya,""
3,0.2,"",1,501,120931,"","",501091,nop_talk_thinking,""
21,"","",0,501,vo_drama_10082001,"",0,501092,vo_drama_10082001_010,""
11,0,0,5,501,120931,0,1,501093,"마치 어린아이의 성장을 지켜보는 것 같아서\n꽤 즐거웠으니 말이다.",0.5
91,"","","",501,501093,"","",501094,"",""
3,0.2,"",1,501,120931,"","",501095,nop_idle_thinking,""
3,0.2,"",1,501,111931,"","",501096,nop_talk_wish3,""
21,"","",0,501,vo_drama_10082001,"",0,501097,vo_drama_10082001_011,""
11,0,0,5,501,111931,0,1,501098,"이리야 님……\n그 마음, 아주 잘 압니다.",0.5
91,"","","",501,501098,"","",501099,"",""
3,0.2,"",1,501,111931,"","",501100,nop_idle_wish3,""
4,"","","",501,120731,"","",501101,0,""
3,0.2,"",1,501,120731,"","",501102,nop_talk_shy,""
21,"","",0,501,vo_drama_10082001,"",0,501103,vo_drama_10082001_012,""
11,0,0,5,501,120731,0,1,501104,"콧코로 씨……",0.5
91,"","","",501,501104,"","",501105,"",""
3,0.2,"",0,501,111831,0.2,nop_idle_joy1,501106,nop_smile2,""
3,0.2,"",0,501,112031,0,nop_idle_normal,501107,nop_smile2,""
93,"","","",501,1,"","",501108,1,""
3,0.2,"",1,501,120731,"","",501109,nop_idle_shy2,""
3,0.2,"",1,501,112031,"","",501110,nop_talk_bitter,""
21,"","",0,501,vo_drama_10082001,"",0,501111,vo_drama_10082001_013,""
11,0,0,7,501,112031,0,1,501112,"자자, 셰피도 부끄러워하니까.\n그 정도로 해둬.\n어쨌든 간에, 셰피는 잘했어.\n가슴을 펴라고.",2
93,"","","",501,6,"","",501113,1,""
3,0.2,1,0,501,112031,0.2,nop_talk_doya_loop,501114,nop_talk_doya,""
91,"","","",501,501112,"","",501115,"",""
3,0.2,"",1,501,112031,"","",501116,nop_idle_doya,""
93,"","","",501,0.5,"","",501117,1,""
3,0.2,"",1,501,111831,"","",501118,nop_talk_joy2,""
21,"","",0,501,vo_drama_10082001,"",0,501119,vo_drama_10082001_014,""
