enemy_id,atk,hp,main_skill_lv_4,resist_variation_id,unique_equipment_flag_1,main_skill_lv_3,def,energy_recovery_rate,unit_id,magic_penetrate,hp_recovery_rate,main_skill_lv_6,wave_hp_recovery,name,wave_energy_recovery,main_skill_lv_8,level,promotion_level,ex_skill_lv_2,virtual_hp,ex_skill_lv_1,physical_critical,energy_reduce_rate,break_durability,magic_def,resist_status_id,ex_skill_lv_5,life_steal,main_skill_lv_10,union_burst_level,main_skill_lv_2,accuracy,main_skill_lv_7,main_skill_lv_5,ex_skill_lv_4,dodge,magic_critical,physical_penetrate,rarity,main_skill_lv_1,magic_str,main_skill_lv_9,ex_skill_lv_3
610201253,50000,300000000,18,0,0,18,150,90,322603,0,0,0,0,"알파 레갈리아스",0,0,300,1,0,0,0,0,0,0,150,300000022,0,0,0,20000,6000,50,0,0,0,0,0,0,1,20000,50000,0,0
610201254,0,99999999,0,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201255,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201256,0,99999999,50,0,0,200,9999,0,216902,0,0,0,0,"어드밴스 에너미",0,0,300,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,0,0,0,0,0,0,1,0,0,0,0
610201301,30000,1000000000,5000,0,0,0,300,0,322504,0,0,50000,0,"여우 요괴 카무라오・시원",0,0,440,1,0,0,0,0,0,0,300,300000022,0,0,0,0,0,50,50000,10000,0,0,0,0,1,0,30000,0,0
610201302,30000,1000000000,0,0,0,50000,99999,180,322505,0,0,0,0,"여우 요괴 카무라오・시원",0,0,440,1,0,0,0,0,0,0,99999,300000033,0,0,0,50000,0,50,0,0,0,0,0,0,1,50000,30000,0,0
610201303,30000,1000000000,0,0,0,0,700,130,322506,0,0,0,0,"여우 요괴 카무라오・시원",0,0,440,1,0,0,0,0,0,0,700,300000022,0,0,0,50000,50000,50,0,0,0,0,0,0,1,50000,30000,0,0
610201304,0,99999999,0,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201305,0,99999999,50,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201306,0,99999999,50,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201351,100000,800000000,0,0,0,0,99999,0,322604,0,0,0,0,"알파 레갈리아스",0,0,440,1,0,0,0,0,0,0,99999,300000033,0,0,0,0,0,50,0,0,0,0,0,0,1,50000,100000,0,0
610201352,100000,800000000,0,0,0,0,1000,130,322605,0,0,0,0,"알파 레갈리아스",0,0,440,1,0,0,0,0,0,0,1000,300000022,0,0,0,20000,9000,50,0,50000,0,0,0,0,1,50000,100000,0,0
610201353,100000,800000000,18,0,0,18,300,90,322606,0,0,0,0,"알파 레갈리아스",0,0,440,1,0,0,0,0,0,0,300,300000022,0,0,0,50000,9000,50,0,0,0,0,0,0,1,50000,100000,0,0
610201354,0,99999999,0,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201355,0,99999999,50,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201356,0,99999999,50,0,0,200,9999,0,216902,0,0,400,0,"어드밴스 에너미",0,400,440,1,0,0,0,0,0,0,9999,300000001,0,0,0,0,200,300,400,400,0,0,0,0,1,0,0,0,0
610201401,5000,6000000,10000,0,0,10000,300,0,215903,0,0,10000,0,"여우 요괴_식신1",0,0,300,1,0,0,0,0,0,0,300,200000011,0,0,0,0,10000,50,0,10000,0,0,0,0,1,10000,5000,0,0
610201402,5000,3000000,10000,0,0,10000,300,0,215904,0,0,10000,0,"여우 요괴_식신2",0,0,300,1,0,0,0,0,0,0,300,200000011,0,0,0,0,10000,50,0,10000,0,0,0,0,1,10000,5000,0,0
610201403,5000,1500000,10000,0,0,10000,300,0,215905,0,0,10000,0,"여우 요괴_식신3",0,0,300,1,0,0,0,0,0,0,300,200000011,0,0,0,0,10000,50,0,10000,0,0,0,0,1,10000,5000,0,0
610201451,38908,35100761,255,0,1,255,875,37,607101,0,30,0,0,"크리스티나의 섀도우",0,0,255,27,0,0,0,1729,0,0,655,200000011,0,0,0,255,255,44,0,255,0,3,0,0,6,255,0,0,0
610201452,31761,29668894,255,0,0,255,983,34,606901,0,40,0,0,"카이저 인사이트의 섀도우",0,0,255,27,0,0,0,1365,0,0,890,200000011,0,0,0,255,255,41,0,255,0,7,0,0,1,255,0,0,0
610201453,0,21234405,255,0,1,255,627,33,607001,0,45,0,0,"네네카의 섀도우",0,0,255,27,0,0,0,0,17,0,752,200000011,0,0,0,255,255,41,0,255,0,0,2144,0,1,255,36637,0,0
610201501,30000,30000000,50000,0,0,50000,300,0,215903,0,0,50000,0,"여우 요괴_식신1",0,0,440,1,0,0,0,0,0,0,300,200000011,0,0,0,0,50000,50,0,50000,0,0,0,0,1,50000,30000,0,0
610201502,30000,15000000,50000,0,0,50000,300,0,215904,0,0,50000,0,"여우 요괴_식신2",0,0,440,1,0,0,0,0,0,0,300,200000011,0,0,0,0,50000,50,0,50000,0,0,0,0,1,50000,30000,0,0
610201503,30000,7500000,50000,0,0,50000,300,0,215905,0,0,50000,0,"여우 요괴_식신3",0,0,440,1,0,0,0,0,0,0,300,200000011,0,0,0,0,50000,50,0,50000,0,0,0,0,1,50000,30000,0,0
610201551,117096,132587056,331,0,1,331,1745,37,607101,0,30,0,0,"크리스티나의 섀도우",0,0,331,35,0,0,0,1947,0,0,1477,200000011,0,0,0,331,331,44,0,331,0,3,0,0,6,331,0,0,0
610201552,101488,116402190,331,0,0,331,1886,34,606901,0,40,0,0,"카이저 인사이트의 섀도우",0,0,331,35,0,0,0,1565,0,0,1786,200000011,0,0,0,331,331,41,0,331,0,7,0,0,1,331,0,0,0
610201553,0,78805071,331,0,1,331,1421,33,607001,0,45,0,0,"네네카의 섀도우",0,0,331,35,0,0,0,0,17,0,1543,200000011,0,0,0,331,331,41,0,331,0,0,2455,0,1,331,115888,0,0
