magic_str,accuracy,physical_critical,physical_penetrate,def,magic_critical,wave_hp_recovery,energy_recovery_rate,wave_energy_recovery,energy_reduce_rate,magic_def,atk,dodge,max_lv,min_lv,id,hp,magic_penetrate,life_steal,hp_recovery_rate,equipment_id
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,4.3,0.0,260,2,1311510,0.0,0.0,0.0,0.0,131151
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,-1,261,1311511,0.0,0.0,0.0,0.0,131151
0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1311610,14.5,0.0,0.0,0.2,131161
3.75,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1311710,5.0,0.0,0.0,0.0,131171
4.25,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1311711,5.0,0.0,0.0,0.0,131171
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,3.5,0.0,260,2,1311810,10.0,0.0,0.0,0.0,131181
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,-1,261,1311811,10.0,0.0,0.0,0.0,131181
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.05,0.0,0.0,0.5,0.0,0.0,260,2,1311910,1.5,0.0,0.0,0.0,131191
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-1,261,1311911,3.6,0.0,0.0,0.0,131191
3.7,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.25,0.0,0.0,0.0,0.0,-1,2,1312010,0.0,0.0,0.0,0.0,131201
3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,260,2,1312110,0.0,0.0,0.0,0.5,131211
4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1312111,0.0,0.0,0.0,0.5,131211
2.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1,2,1312210,0.0,0.0,0.0,0.0,131221
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,-1,2,1312310,0.0,0.0,0.0,0.0,131231
0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.1,0.0,260,2,1312410,0.0,0.0,0.0,0.0,131241
0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,-1,261,1312411,0.0,0.0,0.0,0.0,131241
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1312510,11.0,0.0,0.0,0.0,131251
4.5,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1312610,0.0,0.0,0.0,0.0,131261
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.9,0.0,260,2,1312710,0.0,0.0,0.0,0.0,131271
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,-1,261,1312711,0.0,0.0,0.0,0.0,131271
0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,-1,2,1312810,0.0,0.0,0.0,0.0,131281
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.0,0.0,260,2,1312910,0.0,0.0,0.0,0.0,131291
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1312911,0.0,0.0,0.0,0.0,131291
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.15,260,2,1313010,10.5,0.0,0.0,0.0,131301
0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,300,261,1313011,13.85,0.0,0.0,0.0,131301
0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,301,1313012,13.85,0.0,0.0,0.0,131301
0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,-1,2,1313110,0.0,0.0,0.0,0.0,131311
4.1,0.0,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1313210,0.0,0.0,0.0,0.0,131321
4.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1313211,0.0,0.0,0.0,0.0,131321
4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1313310,0.0,0.0,0.0,0.0,131331
5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1313311,0.0,0.0,0.0,0.0,131331
4.4,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1313410,0.0,0.0,0.0,0.0,131341
1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.6,0.0,0.0,260,2,1313510,0.0,0.0,0.0,0.0,131351
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,-1,261,1313511,0.0,0.0,0.0,0.0,131351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,-1,2,1313610,5.0,0.0,0.0,0.0,131361
4.0,0.0,0.0,0.0,0.0,0.65,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1313710,0.0,0.0,0.0,0.0,131371
4.5,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1313711,0.0,0.0,0.0,0.0,131371
3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1313810,15.0,0.0,0.0,0.0,131381
3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1313811,15.0,0.0,0.0,0.0,131381
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.05,0.0,0.0,0.45,0.0,0.0,260,2,1313910,3.75,0.0,0.0,0.0,131391
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-1,261,1313911,5.85,0.0,0.0,0.0,131391
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.75,0.0,260,2,1314010,0.0,0.0,0.0,0.0,131401
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1,261,1314011,0.0,0.0,0.0,0.0,131401
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,0.0,-1,2,1314110,0.0,0.0,0.0,0.0,131411
0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,-1,2,1314210,0.0,0.0,0.0,0.0,131421
0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,0.0,3.5,0.0,-1,2,1314310,0.0,0.0,0.0,0.0,131431
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,-1,2,1314410,0.0,0.0,0.0,0.0,131441
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1314510,0.0,0.0,0.0,0.3,131451
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.2,0.0,260,2,1314610,5.0,0.0,0.0,0.0,131461
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,0.0,-1,261,1314611,5.0,0.0,0.0,0.0,131461
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,3.05,0.0,-1,2,1314710,0.0,0.0,0.0,0.0,131471
4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1315010,0.0,0.0,0.0,0.3,131501
4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1315011,0.0,0.0,0.0,0.3,131501
0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.75,0.0,260,2,1315510,0.0,0.0,0.0,0.0,131551
0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1315511,0.0,0.0,0.0,0.0,131551
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1315610,0.0,0.0,0.0,0.4,131561
3.6,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.05,0.0,0.0,0.0,260,2,1315710,0.0,0.0,0.0,0.0,131571
4.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1315711,0.0,0.0,0.0,0.0,131571
0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,-1,2,1315810,0.0,0.0,0.0,0.0,131581
0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.1,0.0,260,2,1315910,0.0,0.0,0.0,0.0,131591
0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,0.0,-1,261,1315911,0.0,0.0,0.0,0.0,131591
4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-1,2,1316010,0.0,0.0,0.0,0.0,131601
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.0,-1,2,1316210,0.0,0.0,0.0,0.0,131621
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,-1,2,1316310,0.0,0.0,0.0,0.0,131631
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.05,0.0,0.0,0.3,0.0,0.0,260,2,1316410,15.0,0.0,0.0,0.0,131641
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-1,261,1316411,17.1,0.0,0.0,0.0,131641
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,0.0,-1,2,1316510,10.0,0.0,0.0,0.0,131651
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,0.0,-1,2,1316610,0.0,0.0,0.0,0.0,131661
0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1,2,1316710,0.0,0.0,0.0,0.0,131671
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1316810,0.0,0.0,0.0,0.0,131681
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,2.5,0.0,260,2,1316910,20.0,0.0,0.0,0.0,131691
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,261,1316911,20.0,0.0,0.0,0.0,131691
0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1317010,0.0,0.0,0.0,0.0,131701
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,-1,2,1317110,20.0,0.0,0.0,0.3,131711
0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,-1,2,1317210,10.0,0.0,0.0,0.0,131721
2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1317310,20.0,0.0,0.0,0.0,131731
2.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1317311,20.0,0.0,0.0,0.0,131731
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,-1,2,1317410,15.0,0.0,0.0,0.0,131741
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1317510,0.0,0.0,0.0,0.0,131751
4.3,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1317610,0.0,0.0,0.0,0.0,131761
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1,2,1317710,35.0,0.0,0.0,0.0,131771
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.0,0.0,260,2,1317810,0.0,0.0,0.0,0.0,131781
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1317811,0.0,0.0,0.0,0.0,131781
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1317910,0.0,0.0,0.0,0.0,131791
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,-1,2,1318010,0.0,0.0,0.0,0.0,131801
3.85,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1319010,0.0,0.0,0.0,0.0,131901
2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1319110,25.0,0.0,0.0,0.0,131911
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1319210,12.5,0.0,0.0,0.0,131921
0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1319310,0.0,0.0,0.0,0.0,131931
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1319910,0.0,0.0,0.0,0.0,131991
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1320010,15.0,0.0,0.0,0.0,132001
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1320710,0.0,0.0,0.0,0.0,132071
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.3,0.0,260,2,1320810,0.0,0.0,0.0,0.0,132081
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,-1,261,1320811,0.0,0.0,0.0,0.0,132081
2.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1320910,15.0,0.0,0.0,0.0,132091
0.0,0.0,0.6,0.0,1.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1321010,0.0,0.0,0.05,0.0,132101
0.0,0.0,0.6,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1321011,0.0,0.0,0.05,0.0,132101
4.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1321110,0.0,0.0,0.0,0.0,132111
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1321210,0.0,0.0,0.0,0.0,132121
0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.05,0.0,0.0,0.0,2.75,0.0,260,2,1321310,10.0,0.0,0.0,0.0,132131
0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,3.0,0.0,-1,261,1321311,10.0,0.0,0.0,0.0,132131
2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,-1,2,1321410,13.0,0.0,0.0,0.0,132141
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,-1,2,1321510,0.0,0.0,0.0,0.0,132151
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1321610,0.0,0.0,0.0,0.0,132161
3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1321910,0.0,0.0,0.05,0.0,132191
3.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1321911,0.0,0.0,0.05,0.0,132191
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,-1,2,1322010,7.5,0.0,0.0,0.0,132201
0.0,0.0,1.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,-1,2,1322110,0.0,0.0,0.0,0.0,132211
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1322210,0.0,0.0,0.0,0.0,132221
4.4,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1322310,0.0,0.0,0.0,0.0,132231
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1322410,5.0,0.0,0.0,0.0,132241
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.75,0.0,260,2,1322510,0.0,0.0,0.0,0.0,132251
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1322511,0.0,0.0,0.0,0.0,132251
0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1322610,20.0,0.0,0.0,0.0,132261
4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1322710,0.0,0.0,0.0,0.0,132271
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,-1,2,1322810,0.0,0.0,0.0,0.0,132281
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1322910,10.0,0.0,0.0,0.0,132291
4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1323110,5.0,0.0,0.0,0.0,132311
0.0,0.0,0.75,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1323210,0.0,0.0,0.0,0.0,132321
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,-1,2,1323310,15.0,0.0,0.0,0.0,132331
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,-1,2,1323510,7.5,0.0,0.0,0.0,132351
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1323610,5.0,0.0,0.0,0.0,132361
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,-1,2,1323710,7.5,0.0,0.0,0.0,132371
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.5,0.0,260,2,1323810,0.0,0.0,0.0,0.0,132381
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-1,261,1323811,0.0,0.0,0.0,0.0,132381
0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,-1,2,1323910,20.0,0.0,0.0,0.0,132391
3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1324010,12.5,0.0,0.0,0.0,132401
3.75,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1324110,0.0,0.0,0.0,0.0,132411
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1324210,10.0,0.0,0.0,0.0,132421
3.5,0.0,0.0,0.0,0.0,1.25,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1324510,0.0,0.0,0.0,0.0,132451
3.75,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1324511,0.0,0.0,0.0,0.0,132451
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1324610,15.0,0.0,0.0,0.0,132461
0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1324710,0.0,0.0,0.0,0.0,132471
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,-1,2,1324810,12.5,0.0,0.0,0.0,132481
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1324910,0.0,0.0,0.0,0.0,132491
0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,2,1325010,0.0,0.0,0.0,0.0,132501
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1325110,0.0,0.0,0.0,0.0,132511
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1325210,15.0,0.0,0.0,0.0,132521
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.25,0.0,260,2,1325310,0.0,0.0,0.0,0.0,132531
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,261,1325311,0.0,0.0,0.0,0.0,132531
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,-1,2,1325410,0.0,0.0,0.0,0.0,132541
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1325510,12.5,0.0,0.0,0.0,132551
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1325610,12.5,0.0,0.0,0.0,132561
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1325710,12.5,0.0,0.0,0.0,132571
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,-1,2,1325810,0.0,0.0,0.0,0.0,132581
0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1326010,0.0,0.0,0.0,0.0,132601
0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1326110,15.0,0.0,0.0,0.0,132611
3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1326210,12.5,0.0,0.0,0.0,132621
3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1326310,15.0,0.0,0.0,0.0,132631
3.5,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1326610,10.0,0.0,0.0,0.0,132661
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,-1,2,1326710,12.5,0.0,0.0,0.0,132671
0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,-1,2,1326810,15.0,0.0,0.0,0.0,132681
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1326910,12.5,0.0,0.0,0.0,132691
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1327010,25.0,0.0,0.0,0.0,132701
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1327110,0.0,0.0,0.0,0.0,132711
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1327210,12.0,0.0,0.0,0.0,132721
3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1327211,12.0,0.0,0.0,0.0,132721
0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,2,1327310,0.0,0.0,0.0,0.0,132731
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1327510,15.0,0.0,0.0,0.0,132751
0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,2,1327610,15.0,0.0,0.0,0.0,132761
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.05,0.0,0.0,0.45,0.0,0.0,260,2,1327910,20.0,0.0,0.0,0.0,132791
0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,-1,261,1327911,22.1,0.0,0.0,0.0,132791
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-1,2,1328010,0.0,0.0,0.0,0.0,132801
0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,4.0,0.0,260,2,1380110,0.0,0.0,0.0,0.0,138011
0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,-1,261,1380111,0.0,0.0,0.0,0.0,138011
3.75,0.0,0.0,0.0,0.0,1.5,0.0,0.05,0.0,0.0,0.0,0.0,0.0,260,2,1380210,0.0,0.0,0.0,0.0,138021
4.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,261,1380211,0.0,0.0,0.0,0.0,138021
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,4.0,0.0,260,2,1380310,0.0,0.0,0.0,0.0,138031
0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,-1,261,1380311,0.0,0.0,0.0,0.0,138031
0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.1,0.0,260,2,1380410,25.0,0.0,0.0,0.0,138041
0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,-1,261,1380411,25.0,0.0,0.0,0.0,138041
0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,-1,2,1380510,17.5,0.0,0.0,0.0,138051
3.75,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,260,2,1380610,0.0,0.0,0.05,0.0,138061
