id,description,effect_name,quest_id,icon_name
227,"시즈루(느와르), 콧코로(여름)이 추가된다.","몬스터 추가",74005403,add_shadow
228,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005403,18
229,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005403,17
230,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005403,boss_def_lower_limit
231,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005403,boss_magic_def_lower_limit
232,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005403,9
233,"루나 포드가 추가된다.","몬스터 추가",74005404,add_shadow
234,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005404,18
235,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005404,17
236,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005404,boss_def_lower_limit
237,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005404,boss_magic_def_lower_limit
238,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005404,9
239,"전투 시간이 60초가 된다.","전투 시간 제한",74005405,limit_time
240,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005405,18
241,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005405,17
242,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005405,boss_def_lower_limit
243,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005405,boss_magic_def_lower_limit
244,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005405,9
245,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005501,18
246,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005501,17
247,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005501,boss_def_lower_limit
248,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005501,boss_magic_def_lower_limit
249,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005501,9
250,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74005501,boss_tp_down_cut
251,"골렘, 우파루파가 추가된다.","몬스터 추가",74005502,add_shadow
252,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005502,18
253,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005502,17
254,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005502,boss_def_lower_limit
255,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005502,boss_magic_def_lower_limit
256,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005502,9
257,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74005502,boss_tp_down_cut
258,"미야코, 아오이가 추가된다.","몬스터 추가",74005503,add_shadow
259,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005503,18
260,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005503,17
261,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005503,boss_def_lower_limit
262,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005503,boss_magic_def_lower_limit
263,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005503,9
264,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74005503,boss_tp_down_cut
265,"루나 포드가 추가된다.","몬스터 추가",74005504,add_shadow
266,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005504,18
267,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005504,17
268,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005504,boss_def_lower_limit
269,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005504,boss_magic_def_lower_limit
270,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005504,9
271,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74005504,boss_tp_down_cut
272,"전투 시간이 60초가 된다.","전투 시간 제한",74005505,limit_time
273,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74005505,18
274,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74005505,17
275,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74005505,boss_def_lower_limit
276,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74005505,boss_magic_def_lower_limit
277,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74005505,9
278,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74005505,boss_tp_down_cut
279,"하츠네(여름), 사렌(여름), 스즈나, 쿄우카의 섀도우에 전용 장비가 추가된다.","섀도우 강화",74006102,star6_shadow
280,"스즈나, 쿄우카의 섀도우가 ★6이 된다","섀도우 강화",74006103,star6_shadow
281,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006103,limit_chara_num
282,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006104,limit_chara_num
283,"전투 시작 시, 모든 섀도우에게 물리 무효 배리어를 전개","물리 무효 배리어",74006104,27
284,"전투 시작 시, 모든 섀도우에게 마법 무효 배리어를 전개","마법 무효 배리어",74006104,28
285,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006105,limit_chara_num
286,"전투 시작 시, 모든 섀도우에게 물리 무효 배리어를 전개","물리 무효 배리어",74006105,27
287,"전투 시작 시, 모든 섀도우에게 마법 무효 배리어를 전개","마법 무효 배리어",74006105,28
288,"레이(새해), 시즈루(느와르), 시즈루, 네아의 섀도우에 전용 장비가 추가된다.","섀도우 강화",74006202,star6_shadow
289,"레이(새해), 시즈루의 섀도우가 ★6이 된다","섀도우 강화",74006203,star6_shadow
290,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006203,limit_chara_num
291,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006204,limit_chara_num
292,"전투 시작 시, 모든 섀도우의 TP (특대) 회복","TP 회복",74006204,energy_recover
293,"편성 가능 캐릭터 수가 4명이 된다.","편성 캐릭터 수 제한",74006205,limit_chara_num
294,"전투 시작 시, 모든 섀도우의 TP (특대) 회복 / TP 지속 회복 상태 부여","TP 회복",74006205,energy_recover
295,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006301,boss_def_lower_limit
296,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006301,boss_magic_def_lower_limit
297,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006301,boss_tp_down_cut
298,"전투 시작 시, 모든 몬스터가 마법 데미지 30％ 컷 상태가 된다.","마법 데미지 컷",74006302,boss_magic_cut
299,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006302,boss_def_lower_limit
300,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006302,boss_magic_def_lower_limit
301,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006302,boss_tp_down_cut
302,"전투 시작 시, 모든 몬스터가 마법 데미지 60％ 컷 상태가 된다.","마법 데미지 컷",74006303,boss_magic_cut
303,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006303,boss_def_lower_limit
304,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006303,boss_magic_def_lower_limit
305,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006303,boss_tp_down_cut
306,"보스 몬스터의 행동 패턴이 변화한다.","보스 행동 패턴 변화",74006304,boss_ub_enhance
307,"전투 시작 시, 모든 몬스터가 마법 데미지 90％ 컷 상태가 된다.","마법 데미지 컷",74006304,boss_magic_cut
308,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006304,boss_def_lower_limit
309,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006304,boss_magic_def_lower_limit
310,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006304,boss_tp_down_cut
311,"보스 몬스터의 행동 패턴이 변화한다.","보스 행동 패턴 변화",74006305,boss_ub_enhance
312,"전투 시작 시, 모든 몬스터가 마법 데미지 90％ 컷 상태가 된다.","마법 데미지 컷",74006305,boss_magic_cut
313,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006305,boss_def_lower_limit
314,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006305,boss_magic_def_lower_limit
315,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006305,boss_tp_down_cut
316,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006401,boss_def_lower_limit
317,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006401,boss_magic_def_lower_limit
318,"전투 시작 시, 모든 몬스터가 물리 데미지 30％ 컷 상태가 된다.","물리 데미지 컷",74006402,boss_physics_cut
319,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006402,boss_def_lower_limit
320,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006402,boss_magic_def_lower_limit
321,"전투 시작 시, 모든 몬스터가 물리 데미지 60％ 컷 상태가 된다.","물리 데미지 컷",74006403,boss_physics_cut
322,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006403,boss_def_lower_limit
323,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006403,boss_magic_def_lower_limit
324,"정글 가드, 마코토의 섀도우, 에리코의 섀도우, 스탬프 추가","몬스터 추가",74006404,add_shadow
325,"보스 몬스터의 행동 패턴이 변화한다.","보스 행동 패턴 변화",74006404,boss_ub_enhance
326,"전투 시작 시, 모든 몬스터가 물리 데미지 90％ 컷 상태가 된다.","물리 데미지 컷",74006404,boss_physics_cut
327,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006404,boss_def_lower_limit
328,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006404,boss_magic_def_lower_limit
329,"보스 몬스터의 행동 패턴이 변화한다.","보스 행동 패턴 변화",74006405,boss_ub_enhance
330,"전투 시작 시, 모든 몬스터가 물리 데미지 90％ 컷 상태가 된다.","물리 데미지 컷",74006405,boss_physics_cut
331,"전투 시작 시, 보스 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006405,boss_def_lower_limit
332,"전투 시작 시, 보스 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006405,boss_magic_def_lower_limit
333,"전투 시작 시, 보스 몬스터가 TP 감소 50％ 컷 상태가 된다.","TP 감소 컷",74006405,boss_tp_down_cut
334,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74006501,18
335,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74006501,17
336,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006501,boss_def_lower_limit
337,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006501,boss_magic_def_lower_limit
338,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74006501,9
339,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74006501,boss_tp_down_cut
340,"같은 속성의 캐릭터가 4명 이상 편성되어 있을 때, 캐릭터의 속성 보너스가 강화된다","모든 속성 보너스 (특대) 증가",74006502,33
341,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74006502,18
342,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74006502,17
343,"전투 시작 시, 모든 몬스터의 물리 방어력 (중) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006502,boss_def_lower_limit
344,"전투 시작 시, 모든 몬스터의 마법 방어력 (중) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006502,boss_magic_def_lower_limit
345,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74006502,9
346,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74006502,boss_tp_down_cut
347,"같은 속성의 캐릭터가 4명 이상 편성되어 있을 때, 캐릭터의 속성 보너스가 강화된다","모든 속성 보너스 (특대) 증가",74006503,33
348,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74006503,18
349,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74006503,17
350,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006503,boss_def_lower_limit
351,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006503,boss_magic_def_lower_limit
352,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74006503,9
353,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74006503,boss_tp_down_cut
354,"같은 속성의 캐릭터가 4명 이상 편성되어 있을 때, 캐릭터의 속성 보너스가 강화된다","모든 속성 보너스 (특대) 증가",74006504,33
355,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74006504,18
356,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74006504,17
357,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006504,boss_def_lower_limit
358,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006504,boss_magic_def_lower_limit
359,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74006504,9
360,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74006504,boss_tp_down_cut
361,"전투 시간이 60초가 된다.","전투 시간 제한",74006505,limit_time
362,"같은 속성의 캐릭터가 4명 이상 편성되어 있을 때, 캐릭터의 속성 보너스가 강화된다","모든 속성 보너스 (특대) 증가",74006505,33
363,"모든 몬스터가 한 번의 행동으로 입는 데미지값을 감쇠 / 데미지가 상승할수록 감쇠율도 상승한다.","데미지 감쇠",74006505,18
364,"전투 시작 시, 모든 캐릭터의 TP 상승 상한값을 150으로 한다.","TP 상승 상한 부여",74006505,17
365,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가 / 이 효과는 물리 방어력 감소의 영향을 받지 않는다.","물리 방어력(감소 불가) 증가",74006505,boss_def_lower_limit
366,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가 / 이 효과는 마법 방어력 감소의 영향을 받지 않는다.","마법 방어력(감소 불가) 증가",74006505,boss_magic_def_lower_limit
367,"전투 시작 시, 모든 캐릭터의 HP 흡수 (특대) 감소","HP 흡수 감소",74006505,9
368,"전투 시작 시, 모든 몬스터가 TP 감소\n100％ 컷 상태가 된다.","TP 감소 컷",74006505,boss_tp_down_cut
