disp_group,mission_reward_id,event_id,condition_num,daily_mission_id,condition_value_1,system_id,mission_condition,condition_value_2,start_time,description,category_icon,end_time,condition_value_3
10086101,61086001,10086,1,61086001,0,6008,9012,0,"2023/03/12 15:00:00","보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2023/03/26 14:59:59",0
10086102,61086002,10086,10,61086002,0,6004,9004,0,"2023/03/12 15:00:00","이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2023/03/26 14:59:59",0
10088101,61088001,10088,1,61088001,0,6008,9012,0,"2023/03/29 15:00:00","복수의 쥐ㆍ노발대발 츄우지에게 1회 도전하자(전체 난이도 공통)",601,"2023/04/16 14:59:59",0
10088102,61088002,10088,10,61088002,0,6004,9004,0,"2023/03/29 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/04/16 14:59:59",0
10089101,61089001,10089,1,61089001,0,6008,9012,0,"2023/04/14 15:00:00","마물 공주에게 1회 도전하자(전체 난이도 공통)",601,"2023/04/23 14:59:59",0
10089102,61089002,10089,10,61089002,0,6004,9004,0,"2023/04/14 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/04/23 14:59:59",0
10090101,61090001,10090,1,61090001,0,6008,9012,0,"2023/05/02 15:00:00","탐욕폭군 카지노 왕에게 1회 도전하자(전체 난이도 공통)",601,"2023/05/20 14:59:59",0
10090102,61090002,10090,10,61090002,0,6004,9004,0,"2023/05/02 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/05/20 14:59:59",0
10091101,61091001,10091,1,61091001,0,6008,9012,0,"2023/05/18 15:00:00","이름도 없는 예술에게 1회 도전하자(전체 난이도 공통)",601,"2023/05/27 14:59:59",0
10091102,61091002,10091,10,61091002,0,6004,9004,0,"2023/05/18 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/05/27 14:59:59",0
10092101,61092001,10092,1,61092001,0,6008,9012,0,"2023/05/30 15:00:00","해방된 보물의 수호자에게 1회 도전하자(전체 난이도 공통)",601,"2023/06/17 14:59:59",0
10092102,61092002,10092,10,61092002,0,6004,9004,0,"2023/05/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/06/17 14:59:59",0
10093101,61093001,10093,1,61093001,0,6008,9012,0,"2023/06/15 15:00:00","버스트ㆍ타임 라베에게 1회 도전하자(전체 난이도 공통)",601,"2023/06/24 14:59:59",0
10093102,61093002,10093,10,61093002,0,6004,9004,0,"2023/06/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/06/24 14:59:59",0
10094101,61094001,10094,1,61094001,0,6008,9012,0,"2023/06/29 15:00:00","아스트라이아 모조 버섯에게 1회 도전하자(전체 난이도 공통)",601,"2023/07/17 14:59:59",0
10094102,61094002,10094,10,61094002,0,6004,9004,0,"2023/06/29 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/07/17 14:59:59",0
10095101,61095001,10095,1,61095001,0,6008,9012,0,"2023/07/15 15:00:00","궁극의 장난감 왕 메가 토이킹에게 1회 도전하자(전체 난이도 공통)",601,"2023/07/24 14:59:59",0
10095102,61095002,10095,10,61095002,0,6004,9004,0,"2023/07/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/07/24 14:59:59",0
10096101,61096001,10096,1,61096001,0,6008,9012,0,"2023/08/01 15:00:00","해상 장관 해마 커맨더에게 1회 도전하자(전체 난이도 공통)",601,"2023/08/19 14:59:59",0
10096102,61096002,10096,10,61096002,0,6004,9004,0,"2023/08/01 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/08/19 14:59:59",0
10097101,61097001,10097,1,61097001,0,6008,9012,0,"2023/08/17 15:00:00","숙제에 1회 도전하자(전체 난이도 공통)",601,"2023/08/26 14:59:59",0
10097102,61097002,10097,10,61097002,0,6004,9004,0,"2023/08/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/08/26 14:59:59",0
10098101,61098001,10098,1,61098001,0,6008,9012,0,"2023/08/30 15:00:00","문 레이 게이트에게 1회 도전하자(전체 난이도 공통)",601,"2023/09/17 14:59:59",0
10098102,61098002,10098,10,61098002,0,6004,9004,0,"2023/08/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/09/17 14:59:59",0
10099101,61099001,10099,1,61099001,0,6008,9012,0,"2023/09/17 15:00:00","퀸 노래 해파리에게 1회 도전하자(전체 난이도 공통)",601,"2023/09/26 14:59:59",0
10099102,61099002,10099,10,61099002,0,6004,9004,0,"2023/09/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/09/26 14:59:59",0
10100101,61100001,10100,1,61100001,0,6008,9012,0,"2023/09/25 15:00:00","애집의 바로메츠에게 1회 도전하자(전체 난이도 공통)",601,"2023/10/13 14:59:59",0
10100102,61100002,10100,10,61100002,0,6004,9004,0,"2023/09/25 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/10/13 14:59:59",0
10101101,61101001,10101,1,61101001,0,6008,9012,0,"2023/10/17 15:00:00","닥터 기글에게 1회 도전하자(전체 난이도 공통)",601,"2023/10/26 14:59:59",0
10101102,61101002,10101,10,61101002,0,6004,9004,0,"2023/10/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/10/26 14:59:59",0
10102101,61102001,10102,1,61102001,0,6008,9012,0,"2023/11/02 15:00:00","광란의 스트리머ㆍ카가미에게 1회 도전하자(전체 난이도 공통)",601,"2023/11/20 14:59:59",0
10102102,61102002,10102,10,61102002,0,6004,9004,0,"2023/11/02 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/11/20 14:59:59",0
10103101,61103001,10103,1,61103001,0,6008,9012,0,"2023/11/18 15:00:00","슬프고 난폭한 솜사탕에게 1회 도전하자(전체 난이도 공통)",601,"2023/11/27 14:59:59",0
10103102,61103002,10103,10,61103002,0,6004,9004,0,"2023/11/18 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/11/27 14:59:59",0
10104101,61104001,10104,1,61104001,0,6008,9012,0,"2023/11/30 15:00:00","흑요석 골렘에게 1회 도전하자(전체 난이도 공통)",601,"2023/12/18 14:59:59",0
10104102,61104002,10104,10,61104002,0,6004,9004,0,"2023/11/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/12/18 14:59:59",0
10105101,61105001,10105,1,61105001,0,6008,9012,0,"2023/12/16 15:00:00","안티 비스트 트리니티에게 1회 도전하자(전체 난이도 공통)",601,"2023/12/25 14:59:59",0
10105102,61105002,10105,10,61105002,0,6004,9004,0,"2023/12/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2023/12/25 14:59:59",0
10106101,61106001,10106,1,61106001,0,6008,9012,0,"2023/12/28 15:00:00","언해피 트렌트에게 1회 도전하자(전체 난이도 공통)",601,"2024/01/15 14:59:59",0
10106102,61106002,10106,10,61106002,0,6004,9004,0,"2023/12/28 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/01/15 14:59:59",0
10107101,61107001,10107,1,61107001,0,6008,9012,0,"2024/01/16 15:00:00","외톨이 크리스마스이브의 요정에게 1회 도전하자(전체 난이도 공통)",601,"2024/01/25 14:59:59",0
10107102,61107002,10107,10,61107002,0,6004,9004,0,"2024/01/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/01/25 14:59:59",0
10108101,61108001,10108,1,61108001,0,6008,9012,0,"2024/01/30 15:00:00","추악한 온천의 신ㆍ양란에게 1회 도전하자(전체 난이도 공통)",601,"2024/02/17 14:59:59",0
10108102,61108002,10108,10,61108002,0,6004,9004,0,"2024/01/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/02/17 14:59:59",0
10109101,61109001,10109,1,61109001,0,6008,9012,0,"2024/02/16 15:00:00","간악한 소의 신 모몽에게 1회 도전하자(전체 난이도 공통)",601,"2024/02/25 14:59:59",0
10109102,61109002,10109,10,61109002,0,6004,9004,0,"2024/02/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/02/25 14:59:59",0
10110101,61110001,10110,1,61110001,0,6008,9012,0,"2024/02/29 15:00:00","【전편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2024/03/26 14:59:59",0
10110102,61110002,10110,10,61110002,0,6004,9021,0,"2024/02/29 15:00:00","【전편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2024/03/26 14:59:59",0
10111101,61111001,10110,1,61111001,0,6008,9012,0,"2024/03/07 15:00:00","【후편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2024/03/26 14:59:59",0
10111102,61111002,10110,10,61111002,0,6004,9004,0,"2024/03/07 15:00:00","【후편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2024/03/26 14:59:59",0
10112101,61112001,10112,1,61112001,0,6008,9012,0,"2024/03/09 15:00:00","【전편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2024/03/24 14:59:59",0
10112102,61112002,10112,10,61112002,0,6004,9004,0,"2024/03/09 15:00:00","【전편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2024/03/24 14:59:59",0
10113101,61113001,10112,1,61113001,0,6008,9012,0,"2024/03/14 15:00:00","【후편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2024/03/24 14:59:59",0
10113102,61113002,10112,10,61113002,0,6004,9021,0,"2024/03/14 15:00:00","【후편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2024/03/24 14:59:59",0
10114101,61114001,10114,1,61114001,0,6008,9012,0,"2024/03/30 15:00:00","재앙을 끌어당기는 복 고양이에게 1회 도전하자(전체 난이도 공통)",601,"2024/04/17 14:59:59",0
10114102,61114002,10114,10,61114002,0,6004,9004,0,"2024/03/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/04/17 14:59:59",0
10115101,61115001,10115,1,61115001,0,6008,9012,0,"2024/04/16 15:00:00","복수의 쥐ㆍ노발대발 츄우지에게 1회 도전하자(전체 난이도 공통)",601,"2024/04/25 14:59:59",0
10115102,61115002,10115,10,61115002,0,6004,9004,0,"2024/04/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/04/25 14:59:59",0
10116101,61116001,10116,1,61116001,0,6008,9012,0,"2024/04/30 15:00:00","대왕 성성이에게 1회 도전하자(전체 난이도 공통)",601,"2024/05/18 14:59:59",0
10116102,61116002,10116,10,61116002,0,6004,9004,0,"2024/04/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/05/18 14:59:59",0
10117101,61117001,10117,1,61117001,0,6008,9012,0,"2024/05/16 15:00:00","탐욕폭군 카지노 왕에게 1회 도전하자(전체 난이도 공통)",601,"2024/05/25 14:59:59",0
10117102,61117002,10117,10,61117002,0,6004,9004,0,"2024/05/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/05/25 14:59:59",0
10118101,61118001,10118,1,61118001,0,6008,9012,0,"2024/05/28 15:00:00","예지의 연금술사ㆍ모브에게 1회 도전하자(전체 난이도 공통)",601,"2024/06/15 14:59:59",0
10118102,61118002,10118,10,61118002,0,6004,9004,0,"2024/05/28 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/06/15 14:59:59",0
10119101,61119001,10119,1,61119001,0,6008,9012,0,"2024/06/14 15:00:00","해방된 보물의 수호자에게 1회 도전하자(전체 난이도 공통)",601,"2024/06/23 14:59:59",0
10119102,61119002,10119,10,61119002,0,6004,9004,0,"2024/06/14 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/06/23 14:59:59",0
10120101,61120001,10120,1,61120001,0,6008,9012,0,"2024/07/02 15:00:00","변모한 종자ㆍ블라드에게 1회 도전하자(전체 난이도 공통)",601,"2024/07/20 14:59:59",0
10120102,61120002,10120,10,61120002,0,6004,9004,0,"2024/07/02 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/07/20 14:59:59",0
10121101,61121001,10121,1,61121001,0,6008,9012,0,"2024/07/16 15:00:00","아스트라이아 모조 버섯에게 1회 도전하자(전체 난이도 공통)",601,"2024/07/25 14:59:59",0
10121102,61121002,10121,10,61121002,0,6004,9004,0,"2024/07/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/07/25 14:59:59",0
10122101,61122001,10122,1,61122001,0,6008,9012,0,"2024/07/31 15:00:00","부활한 흰 섬고래에게 1회 도전하자(전체 난이도 공통)",601,"2024/08/18 14:59:59",0
10122102,61122002,10122,10,61122002,0,6004,9004,0,"2024/07/31 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/08/18 14:59:59",0
10123101,61123001,10123,1,61123001,0,6008,9012,0,"2024/08/17 15:00:00","해상 장관 해마 커맨더에게 1회 도전하자(전체 난이도 공통)",601,"2024/08/26 14:59:59",0
10123102,61123002,10123,10,61123002,0,6004,9004,0,"2024/08/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/08/26 14:59:59",0
10124101,61124001,10124,1,61124001,0,6008,9012,0,"2024/08/27 15:00:00","그루지 레이스에게 1회 도전하자(전체 난이도 공통) ",601,"2024/09/14 14:59:59",0
10124102,61124002,10124,10,61124002,0,6004,9004,0,"2024/08/27 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/09/14 14:59:59",0
10125101,61125001,10125,1,61125001,0,6008,9012,0,"2024/09/14 15:00:00","문 레이 게이트에게 1회 도전하자(전체 난이도 공통)",601,"2024/09/23 14:59:59",0
10125102,61125002,10125,10,61125002,0,6004,9004,0,"2024/09/14 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/09/23 14:59:59",0
10126101,61126001,10126,1,61126001,0,6008,9012,0,"2024/09/30 15:00:00","풀려난 폭마ㆍ아르게스에게 1회 도전하자(전체 난이도 공통) ",601,"2024/10/18 14:59:59",0
10126102,61126002,10126,10,61126002,0,6004,9004,0,"2024/09/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/10/18 14:59:59",0
10127101,61127001,10127,1,61127001,0,6008,9012,0,"2024/10/16 15:00:00","애집의 바로메츠에게 1회 도전하자(전체 난이도 공통)",601,"2024/10/25 14:59:59",0
10127102,61127002,10127,10,61127002,0,6004,9004,0,"2024/10/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/10/25 14:59:59",0
10128101,61128001,10128,1,61128001,0,6008,9012,0,"2024/10/30 15:00:00","카리드에게 1회 도전하자(전체 난이도 공통) ",601,"2024/11/17 14:59:59",0
10128102,61128002,10128,10,61128002,0,6004,9004,0,"2024/10/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/11/17 14:59:59",0
10129101,61129001,10129,1,61129001,0,6008,9012,0,"2024/11/17 15:00:00","광란의 스트리머ㆍ카가미에게 1회 도전하자(전체 난이도 공통)",601,"2024/11/26 14:59:59",0
10129102,61129002,10129,10,61129002,0,6004,9004,0,"2024/11/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/11/26 14:59:59",0
10130101,61130001,10130,1,61130001,0,6008,9012,0,"2024/11/28 15:00:00","미소라에게 1회 도전하자(전체 난이도 공통) ",601,"2024/12/16 14:59:59",0
10130102,61130002,10130,10,61130002,0,6004,9004,0,"2024/11/28 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/12/16 14:59:59",0
10131101,61131001,10131,1,61131001,0,6008,9012,0,"2024/12/14 15:00:00","흑요석 골렘에게 1회 도전하자(전체 난이도 공통)",601,"2024/12/23 14:59:59",0
10131102,61131002,10131,10,61131002,0,6004,9004,0,"2024/12/14 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2024/12/23 14:59:59",0
10132101,61132001,10132,1,61132001,0,6008,9012,0,"2024/12/27 15:00:00","바실리스크 아로스에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/01/14 14:59:59",0
10132102,61132002,10132,10,61132002,0,6004,9004,0,"2024/12/27 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/01/14 14:59:59",0
10133101,61133001,10133,1,61133001,0,6008,9012,0,"2025/01/16 15:00:00","언해피 트렌트에게 1회 도전하자(전체 난이도 공통)",601,"2025/01/25 14:59:59",0
10133102,61133002,10133,10,61133002,0,6004,9004,0,"2025/01/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/01/25 14:59:59",0
10134101,61134001,10134,1,61134001,0,6008,9012,0,"2025/01/27 15:00:00","메테오 인 드림에게 1회 도전하자(전체 난이도 공통) ",601,"2025/02/14 14:59:59",0
10134102,61134002,10134,10,61134002,0,6004,9004,0,"2025/01/27 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/02/14 14:59:59",0
10135101,61135001,10135,1,61135001,0,6008,9012,0,"2025/02/17 15:00:00","추악한 온천의 신ㆍ양란에게 1회 도전하자(전체 난이도 공통)",601,"2025/02/26 14:59:59",0
10135102,61135002,10135,10,61135002,0,6004,9004,0,"2025/02/17 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/02/26 14:59:59",0
10136101,61136001,10136,1,61136001,0,6008,9012,0,"2025/02/27 15:00:00","【전편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2025/03/29 14:59:59",0
10136102,61136002,10136,10,61136002,0,6004,9021,0,"2025/02/27 15:00:00","【전편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2025/03/29 14:59:59",0
10137101,61137001,10136,1,61137001,0,6008,9012,0,"2025/03/06 15:00:00","【후편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2025/03/29 14:59:59",0
10137102,61137002,10136,10,61137002,0,6004,9004,0,"2025/03/06 15:00:00","【후편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2025/03/29 14:59:59",0
10138101,61138001,10138,1,61138001,0,6008,9012,0,"2025/03/08 15:00:00","【전편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2025/03/25 14:59:59",0
10138102,61138002,10138,10,61138002,0,6004,9021,0,"2025/03/08 15:00:00","【전편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2025/03/25 14:59:59",0
10139101,61139001,10138,1,61139001,0,6008,9012,0,"2025/03/13 15:00:00","【후편】보스에게 1회 도전하자(전후편의 전체 난이도 공통)",601,"2025/03/25 14:59:59",0
10139102,61139002,10138,10,61139002,0,6004,9004,0,"2025/03/13 15:00:00","【후편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2025/03/25 14:59:59",0
10140101,61140001,10140,1,61140001,0,6008,9012,0,"2025/03/31 15:00:00","나락의 성녀 토미에에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/04/18 14:59:59",0
10140102,61140002,10140,10,61140002,0,6004,9004,0,"2025/03/31 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/04/18 14:59:59",0
10141101,61141001,10141,1,61141001,0,6008,9012,0,"2025/04/15 15:00:00","재앙을 끌어당기는 복 고양이에게 1회 도전하자(전체 난이도 공통)",601,"2025/04/24 14:59:59",0
10141102,61141002,10141,10,61141002,0,6004,9004,0,"2025/04/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/04/24 14:59:59",0
10142101,61142001,10142,1,61142001,0,6008,9012,0,"2025/04/30 15:00:00","강뇌수・라이거 혼에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/05/18 14:59:59",0
10142102,61142002,10142,10,61142002,0,6004,9004,0,"2025/04/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/05/18 14:59:59",0
10143101,61143001,10143,1,61143001,0,6008,9012,0,"2025/05/15 15:00:00","대왕 성성이에게 1회 도전하자(전체 난이도 공통)",601,"2025/05/24 14:59:59",0
10143102,61143002,10143,10,61143002,0,6004,9004,0,"2025/05/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/05/24 14:59:59",0
10144101,61144001,10144,1,61144001,0,6008,9012,0,"2025/05/29 15:00:00","마물 식물・모베르베에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/06/16 14:59:59",0
10144102,61144002,10144,10,61144002,0,6004,9004,0,"2025/05/29 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/06/16 14:59:59",0
10145101,61145001,10145,1,61145001,0,6008,9012,0,"2025/06/13 15:00:00","예지의 연금술사ㆍ모브에게 1회 도전하자(전체 난이도 공통)",601,"2025/06/22 14:59:59",0
10145102,61145002,10145,10,61145002,0,6004,9004,0,"2025/06/13 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/06/22 14:59:59",0
10146101,61146001,10146,1,61146001,0,6008,9012,0,"2025/06/30 15:00:00","권토중래・지노에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/07/18 14:59:59",0
10146102,61146002,10146,10,61146002,0,6004,9004,0,"2025/06/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/07/18 14:59:59",0
10147101,61147001,10147,1,61147001,0,6008,9012,0,"2025/07/15 15:00:00","변모한 종자ㆍ블라드에게 1회 도전하자(전체 난이도 공통)",601,"2025/07/24 14:59:59",0
10147102,61147002,10147,10,61147002,0,6004,9004,0,"2025/07/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/07/24 14:59:59",0
10148101,61148001,10148,1,61148001,0,6008,9012,0,"2025/07/29 15:00:00","한여름의 버서크 슬라임에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/08/16 14:59:59",0
10148102,61148002,10148,10,61148002,0,6004,9004,0,"2025/07/29 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/08/16 14:59:59",0
10149101,61149001,10149,1,61149001,0,6008,9012,0,"2025/08/13 15:00:00","부활한 흰 섬고래에게 1회 도전하자(전체 난이도 공통)",601,"2025/08/22 14:59:59",0
10149102,61149002,10149,10,61149002,0,6004,9004,0,"2025/08/13 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/08/22 14:59:59",0
10150101,61150001,10150,1,61150001,0,6008,9012,0,"2025/08/29 15:00:00","카오스 제네레이터에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/09/16 14:59:59",0
10150102,61150002,10150,10,61150002,0,6004,9004,0,"2025/08/29 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/09/16 14:59:59",0
10151101,61151001,10151,1,61151001,0,6008,9012,0,"2025/09/15 15:00:00","그루지 레이스에게 1회 도전하자(전체 난이도 공통) ",601,"2025/09/24 14:59:59",0
10151102,61151002,10151,10,61151002,0,6004,9004,0,"2025/09/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/09/24 14:59:59",0
10154101,61154001,10154,1,61154001,0,6008,9012,0,"2025/10/31 15:00:00","베놈 히드라에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/11/18 14:59:59",0
10154102,61154002,10154,10,61154002,0,6004,9004,0,"2025/10/31 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/11/18 14:59:59",0
10155101,61155001,10155,1,61155001,0,6008,9012,0,"2025/10/01 15:00:00","풀려난 폭마ㆍ아르게스에게 1회 도전하자(EX 제외)",601,"2025/10/19 14:59:59",0
10155102,61155002,10155,10,61155002,0,6004,9004,0,"2025/10/01 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/10/19 14:59:59",0
10156101,61156001,10156,1,61156001,0,6008,9012,0,"2025/12/01 15:00:00","하이퍼 대시 조에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2025/12/19 14:59:59",0
10156102,61156002,10156,10,61156002,0,6004,9004,0,"2025/12/01 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/12/19 14:59:59",0
10157101,61157001,10157,1,61157001,0,6008,9012,0,"2025/10/16 15:00:00","카리드에게 1회 도전하자(EX 제외)",601,"2025/10/25 14:59:59",0
10157102,61157002,10157,10,61157002,0,6004,9004,0,"2025/10/16 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/10/25 14:59:59",0
10158101,61158001,10158,1,61158001,0,6008,9012,0,"2025/12/31 15:00:00","고스트 키드 베로리에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2026/01/18 14:59:59",0
10158102,61158002,10158,10,61158002,0,6004,9004,0,"2025/12/31 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2026/01/18 14:59:59",0
10159101,61159001,10159,1,61159001,0,6008,9012,0,"2025/11/18 15:00:00","미소라에게 1회 도전하자(EX 제외)",601,"2025/11/27 14:59:59",0
10159102,61159002,10159,10,61159002,0,6004,9004,0,"2025/11/18 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/11/27 14:59:59",0
10160101,61160001,10160,1,61160001,0,6008,9012,0,"2026/01/30 15:00:00","속박의 큰 뱀 메두시아나에게 1회 도전하자(EXㆍEX＋ 제외)",601,"2026/02/17 14:59:59",0
10160102,61160002,10160,10,61160002,0,6004,9004,0,"2026/01/30 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2026/02/17 14:59:59",0
10161101,61161001,10161,1,61161001,0,6008,9012,0,"2025/12/19 15:00:00","바실리스크 아로스에게 1회 도전하자(EX 제외)",601,"2025/12/28 14:59:59",0
10161102,61161002,10161,10,61161002,0,6004,9004,0,"2025/12/19 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2025/12/28 14:59:59",0
10163101,61163001,10163,1,61163001,0,6008,9012,0,"2026/01/15 15:00:00","메테오 인 드림에게 1회 도전하자(EX 제외) ",601,"2026/01/24 14:59:59",0
10163102,61163002,10163,10,61163002,0,6004,9004,0,"2026/01/15 15:00:00","이벤트 퀘스트를 10회 클리어하자",601,"2026/01/24 14:59:59",0
10164101,61164001,10164,1,61164001,0,6008,9012,0,"2026/02/13 15:00:00","【전편】보스에게 1회 도전하자(전후편 EX 제외)",601,"2026/02/28 14:59:59",0
10164102,61164002,10164,10,61164002,0,6004,9021,0,"2026/02/13 15:00:00","【전편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2026/02/28 14:59:59",0
10165101,61165001,10164,1,61165001,0,6008,9012,0,"2026/02/18 15:00:00","【전편】보스에게 1회 도전하자(전후편 EX 제외)",601,"2026/02/28 14:59:59",0
10165102,61165002,10164,10,61165002,0,6004,9004,0,"2026/02/18 15:00:00","【후편】이벤트 퀘스트를 10회 클리어하자(전후편 공통)",601,"2026/02/28 14:59:59",0
