count_4,condition_id_1,class_id,count_5,condition_type_detail_3,count_3,condition_type_1,unit_id,condition_id_4,condition_type_detail_1,pre_unit_id,condition_type_5,release_effect_type,condition_type_3,condition_type_detail_4,condition_type_detail_5,count_2,unit_name,condition_type_4,condition_type_2,condition_type_detail_2,condition_id_3,condition_id_5,count_1,condition_id_2
0,31270,1,0,0,0,1,127001,0,2,0,0,2,0,0,0,0,"쿠우카(여름)",0,0,0,0,0,15,0
0,31271,1,0,0,0,1,127101,0,2,0,0,2,0,0,0,0,"시노부(여름)",0,0,0,0,0,145,0
0,31272,1,0,0,0,1,127201,0,2,0,0,2,0,0,0,0,"캬루(편입생)",0,0,0,0,0,145,0
0,31273,1,0,0,0,1,127301,0,2,0,0,2,0,0,0,0,"스즈나(편입생)",0,0,0,0,0,145,0
0,31275,1,0,0,0,1,127501,0,2,0,0,2,0,0,0,0,"사렌(사라사리아)",0,0,0,0,0,145,0
0,31276,1,0,0,0,1,127601,0,2,0,0,2,0,0,0,0,"루카(사라사리아)",0,0,0,0,0,145,0
0,31277,1,0,0,0,1,127701,0,2,0,0,2,0,0,0,0,"린드",0,0,0,0,0,145,0
0,31278,1,0,0,0,1,127801,0,2,0,0,2,0,0,0,0,"블룸",0,0,0,0,0,145,0
0,31279,1,0,0,0,1,127901,0,2,0,0,2,0,0,0,0,"페코린느(크리스마스)",0,0,0,0,0,145,0
0,31280,1,0,0,0,1,128001,0,2,0,0,2,0,0,0,0,"크레짓타(크리스마스)",0,0,0,0,0,145,0
0,31283,1,0,0,0,1,128301,0,2,0,0,2,0,0,0,0,"이노리(새해)",0,0,0,0,0,15,0
0,31284,1,0,0,0,1,128401,0,2,0,0,2,0,0,0,0,"하츠네(새해)",0,0,0,0,0,145,0
0,31285,1,0,0,0,1,128501,0,2,0,0,2,0,0,0,0,"카스미(새해)",0,0,0,0,0,145,0
0,31287,1,0,0,0,1,128701,0,2,0,0,2,0,0,0,0,"히요리(아스트랄)",0,0,0,0,0,145,0
0,31288,1,0,0,0,1,128801,0,2,0,0,2,0,0,0,0,"레이(아스트랄)",0,0,0,0,0,145,0
0,31289,1,0,0,0,1,128901,0,2,0,0,2,0,0,0,0,"유이(아스트랄)",0,0,0,0,0,145,0
0,31290,1,0,0,0,1,129001,0,2,0,0,2,0,0,0,0,"에리스",0,0,0,0,0,145,0
0,31293,1,0,0,0,1,129301,0,2,0,0,2,0,0,0,0,"유니(겨울)",0,0,0,0,0,145,0
0,31294,1,0,0,0,1,129401,0,2,0,0,2,0,0,0,0,"클로에(겨울)",0,0,0,0,0,145,0
0,31295,1,0,0,0,1,129501,0,2,0,0,2,0,0,0,0,"치에루(겨울)",0,0,0,0,0,145,0
0,31296,1,0,0,0,1,129601,0,2,0,0,2,0,0,0,0,"아네모네",0,0,0,0,0,145,0
0,31297,1,0,0,0,1,129701,0,2,0,0,2,0,0,0,0,"네피＝네라",0,0,0,0,0,145,0
0,31298,1,0,0,0,1,129801,0,2,0,0,2,0,0,0,0,"마코토(커맨더)",0,0,0,0,0,145,0
0,31299,1,0,0,0,1,129901,0,2,0,0,2,0,0,0,0,"에리코(커맨더)",0,0,0,0,0,145,0
0,31300,1,0,0,0,1,130001,0,2,0,0,2,0,0,0,0,"야마토",0,0,0,0,0,145,0
0,31301,1,0,0,0,1,130101,0,2,0,0,2,0,0,0,0,"와카나",0,0,0,0,0,145,0
0,31302,1,0,0,0,1,130201,0,2,0,0,2,0,0,0,0,"후부키",0,0,0,0,0,145,0
0,31307,1,0,0,0,1,130701,0,2,0,0,2,0,0,0,0,"쿄우카(봄)",0,0,0,0,0,145,0
0,31308,1,0,0,0,1,130801,0,2,0,0,2,0,0,0,0,"스즈메(봄)",0,0,0,0,0,145,0
0,31309,1,0,0,0,1,130901,0,2,0,0,2,0,0,0,0,"쿠루루",0,0,0,0,0,145,0
0,31310,1,0,0,0,1,131001,0,2,0,0,2,0,0,0,0,"마호(드림파크)",0,0,0,0,0,145,0
0,31311,1,0,0,0,1,131101,0,2,0,0,2,0,0,0,0,"네아(여름)",0,0,0,0,0,145,0
0,31312,1,0,0,0,1,131201,0,2,0,0,2,0,0,0,0,"미소라(여름)",0,0,0,0,0,145,0
0,31316,1,0,0,0,1,131601,0,2,0,0,2,0,0,0,0,"리리(여름)",0,0,0,0,0,145,0
0,31317,1,0,0,0,1,131701,0,2,0,0,2,0,0,0,0,"아메스(여름)",0,0,0,0,0,145,0
0,31318,1,0,0,0,1,131801,0,2,0,0,2,0,0,0,0,"호마레(여름)",0,0,0,0,0,145,0
0,31322,1,0,0,0,1,132201,0,2,0,0,2,0,0,0,0,"노조미(알케미스트)",0,0,0,0,0,145,0
0,31328,1,0,0,0,1,132801,0,2,0,0,2,0,0,0,0,"라이라엘(크리스마스)",0,0,0,0,0,145,0
0,31329,1,0,0,0,1,132901,0,2,0,0,2,0,0,0,0,"이오(크리아스마스)",0,0,0,0,0,145,0
0,31330,1,0,0,0,1,133001,0,2,0,0,2,0,0,0,0,"그레이스",0,0,0,0,0,145,0
0,31332,1,0,0,0,1,133201,0,2,0,0,2,0,0,0,0,"모니카(새해)",0,0,0,0,0,15,0
0,31335,1,0,0,0,1,133501,0,2,0,0,2,0,0,0,0,"사렌(새해)",0,0,0,0,0,145,0
0,31336,1,0,0,0,1,133601,0,2,0,0,2,0,0,0,0,"메두사",0,0,0,0,0,145,0
0,31337,1,0,0,0,1,133701,0,2,0,0,2,0,0,0,0,"라비리스타(알파)",0,0,0,0,0,145,0
0,31339,1,0,0,0,1,133901,0,2,0,0,2,0,0,0,0,"크리스티나(알파)",0,0,0,0,0,145,0
0,31801,1,0,0,0,1,180101,0,2,0,0,2,0,0,0,0,"히요리(프린세스)",0,0,0,0,0,145,0
0,31802,1,0,0,0,1,180201,0,2,0,0,2,0,0,0,0,"유이(프린세스)",0,0,0,0,0,145,0
0,31803,1,0,0,0,1,180301,0,2,0,0,2,0,0,0,0,"레이(프린세스)",0,0,0,0,0,145,0
0,31804,1,0,0,0,1,180401,0,2,0,0,2,0,0,0,0,"페코린느(프린세스)",0,0,0,0,0,145,0
0,31805,1,0,0,0,1,180501,0,2,0,0,2,0,0,0,0,"콧코로(프린세스)",0,0,0,0,0,145,0
0,31806,1,0,0,0,1,180601,0,2,0,0,2,0,0,0,0,"캬루(프린세스)",0,0,0,0,0,145,0
0,31807,1,0,0,0,1,180701,0,2,0,0,2,0,0,0,0,"하츠네＆시오리",0,0,0,0,0,145,0
0,31808,1,0,0,0,1,180801,0,2,0,0,2,0,0,0,0,"미소기＆미미＆쿄우카",0,0,0,0,0,145,0
0,31809,1,0,0,0,1,180901,0,2,0,0,2,0,0,0,0,"아키노＆사렌",0,0,0,0,0,145,0
0,31810,1,0,0,0,1,181001,0,2,0,0,2,0,0,0,0,"앤＆글레어",0,0,0,0,0,145,0
0,31811,1,0,0,0,1,181101,0,2,0,0,2,0,0,0,0,"시즈루＆리노",0,0,0,0,0,145,0
0,31812,1,0,0,0,1,181201,0,2,0,0,2,0,0,0,0,"셰피(프린세스)",0,0,0,0,0,145,0
