enemy_id_3,enemy_id_2,enemy_id_4,wave_group_id,odds,enemy_id_1,enemy_id_5,id
710046504,710046501,710046502,712604651,100,710046503,710046505,710000465
710046604,710046601,710046602,712604661,100,710046603,710046605,710000466
710046704,710046701,710046705,712604671,100,710046703,710046702,710000467
710046801,710046804,710046802,712604681,100,710046803,710046805,710000468
710046904,710046901,710046902,712604691,100,710046903,710046905,710000469
710047002,710047001,710047003,712604701,100,710047004,710047005,710000470
710047102,710047101,710047104,712704711,100,710047103,710047105,710000471
710047202,710047203,710047204,712704721,100,710047201,710047205,710000472
710047304,710047301,710047305,712704731,100,710047303,710047302,710000473
710047404,710047401,710047405,712704741,100,710047403,710047402,710000474
710047504,710047503,710047502,712704751,100,710047501,710047505,710000475
710047601,710047604,710047602,712704761,100,710047603,710047605,710000476
710047703,710047702,710047704,712704771,100,710047701,710047705,710000477
710047804,710047801,710047805,712704781,100,710047803,710047802,710000478
710047904,710047903,710047902,712704791,100,710047901,710047905,710000479
710048004,710048002,710048003,712704801,100,710048001,710048005,710000480
710048104,710048101,710048102,712804811,100,710048103,710048105,710000481
710048204,710048201,710048205,712804821,100,710048203,710048202,710000482
710048301,710048304,710048302,712804831,100,710048303,710048305,710000483
710048401,710048404,710048402,712804841,100,710048403,710048405,710000484
710048501,710048504,710048502,712804851,100,710048503,710048505,710000485
710048604,710048601,710048602,712804861,100,710048603,710048605,710000486
710048704,710048701,710048705,712804871,100,710048703,710048702,710000487
710048801,710048804,710048802,712804881,100,710048803,710048805,710000488
710048901,710048904,710048902,712804891,100,710048903,710048905,710000489
710049002,710049004,710049003,712804901,100,710049001,710049005,710000490
710049104,710049101,710049102,712904911,100,710049103,710049105,710000491
710049202,710049203,710049204,712904921,100,710049201,710049205,710000492
710049304,710049301,710049305,712904931,100,710049303,710049302,710000493
710049404,710049403,710049402,712904941,100,710049401,710049405,710000494
710049504,710049501,710049502,712904951,100,710049503,710049505,710000495
710049604,710049601,710049602,712904961,100,710049603,710049605,710000496
710049702,710049701,710049704,712904971,100,710049703,710049705,710000497
710049802,710049801,710049804,712904981,100,710049803,710049805,710000498
710049904,710049903,710049902,712904991,100,710049901,710049905,710000499
710050002,710050004,710050003,712905001,100,710050001,710050005,710000500
710050104,710050101,710050102,713005011,100,710050103,710050105,710000501
710050204,710050201,710050205,713005021,100,710050203,710050202,710000502
710050304,710050301,710050305,713005031,100,710050303,710050302,710000503
710050404,710050403,710050402,713005041,100,710050401,710050405,710000504
710050502,710050501,710050504,713005051,100,710050503,710050505,710000505
710050604,710050601,710050602,713005061,100,710050603,710050605,710000506
710050701,710050704,710050702,713005071,100,710050703,710050705,710000507
710050802,710050801,710050804,713005081,100,710050803,710050805,710000508
710050904,710050901,710050905,713005091,100,710050903,710050902,710000509
710051005,710051001,710051003,713005101,100,710051004,710051002,710000510
710051104,710051101,710051102,713105111,100,710051103,710051105,710000511
710051202,710051203,710051204,713105121,100,710051201,710051205,710000512
710051304,710051301,710051305,713105131,100,710051303,710051302,710000513
710051402,710051401,710051404,713105141,100,710051403,710051405,710000514
710051502,710051501,710051504,713105151,100,710051503,710051505,710000515
710051604,710051603,710051602,713105161,100,710051601,710051605,710000516
710051702,710051701,710051704,713105171,100,710051703,710051705,710000517
710051804,710051801,710051802,713105181,100,710051803,710051805,710000518
710051904,710051901,710051905,713105191,100,710051903,710051902,710000519
710052005,710052001,710052003,713105201,100,710052004,710052002,710000520
710052104,710052101,710052102,713205211,100,710052103,710052105,710000521
710052202,710052203,710052204,713205221,100,710052201,710052205,710000522
710052304,710052301,710052305,713205231,100,710052303,710052302,710000523
710052404,710052401,710052402,713205241,100,710052403,710052405,710000524
710052501,710052504,710052502,713205251,100,710052503,710052505,710000525
710052602,710052601,710052604,713205261,100,710052603,710052605,710000526
710052704,710052701,710052705,713205271,100,710052703,710052702,710000527
710052802,710052801,710052804,713205281,100,710052803,710052805,710000528
710052904,710052901,710052902,713205291,100,710052903,710052905,710000529
710053005,710053001,710053003,713205301,100,710053004,710053002,710000530
710053101,710053104,710053102,713305311,100,710053103,710053105,710000531
710053204,710053201,710053202,713305321,100,710053203,710053205,710000532
710053302,710053301,710053304,713305331,100,710053303,710053305,710000533
710053404,710053403,710053402,713305341,100,710053401,710053405,710000534
710053501,710053504,710053505,713305351,100,710053503,710053502,710000535
710053604,710053601,710053602,713305361,100,710053603,710053605,710000536
710053701,710053704,710053705,713305371,100,710053703,710053702,710000537
710053802,710053803,710053804,713305381,100,710053801,710053805,710000538
710053901,710053904,710053902,713305391,100,710053903,710053905,710000539
710054005,710054001,710054003,713305401,100,710054004,710054002,710000540
710054101,710054104,710054102,713405411,100,710054103,710054105,710000541
710054201,710054204,710054205,713405421,100,710054203,710054202,710000542
710054302,710054301,710054304,713405431,100,710054303,710054305,710000543
710054404,710054401,710054405,713405441,100,710054403,710054402,710000544
710054504,710054501,710054502,713405451,100,710054503,710054505,710000545
710054602,710054601,710054604,713405461,100,710054603,710054605,710000546
710054705,710054704,710054701,713405471,100,710054703,710054702,710000547
710054802,710054801,710054804,713405481,100,710054803,710054805,710000548
710054902,710054903,710054904,713405491,100,710054901,710054905,710000549
710055005,710055001,710055003,713405501,100,710055004,710055002,710000550
710055102,710055103,710055104,713505511,100,710055101,710055105,710000551
710055201,710055204,710055205,713505521,100,710055203,710055202,710000552
710055302,710055303,710055304,713505531,100,710055301,710055305,710000553
710055404,710055401,710055405,713505541,100,710055403,710055402,710000554
710055501,710055504,710055502,713505551,100,710055503,710055505,710000555
710055602,710055601,710055604,713505561,100,710055603,710055605,710000556
710055701,710055704,710055702,713505571,100,710055703,710055705,710000557
710055801,710055804,710055802,713505581,100,710055803,710055805,710000558
710055902,710055901,710055904,713505591,100,710055903,710055905,710000559
710056005,710056001,710056003,713505601,100,710056004,710056002,710000560
710056102,710056103,710056104,713605611,100,710056101,710056105,710000561
710056202,710056201,710056204,713605621,100,710056203,710056205,710000562
710056304,710056301,710056305,713605631,100,710056303,710056302,710000563
710056404,710056401,710056405,713605641,100,710056403,710056402,710000564
710056504,710056501,710056505,713605651,100,710056503,710056502,710000565
710056604,710056603,710056602,713605661,100,710056601,710056605,710000566
710056702,710056701,710056704,713605671,100,710056703,710056705,710000567
710056805,710056804,710056801,713605681,100,710056803,710056802,710000568
710056904,710056901,710056902,713605691,100,710056903,710056905,710000569
710057003,710057001,710057002,713605701,100,710057004,710057005,710000570
710057104,710057101,710057102,713705711,100,710057103,710057105,710000571
710057204,710057201,710057205,713705721,100,710057203,710057202,710000572
710057302,710057303,710057304,713705731,100,710057301,710057305,710000573
710057401,710057404,710057405,713705741,100,710057403,710057402,710000574
710057504,710057501,710057502,713705751,100,710057503,710057505,710000575
710057604,710057603,710057602,713705761,100,710057601,710057605,710000576
710057704,710057703,710057705,713705771,100,710057701,710057702,710000577
710057802,710057801,710057804,713705781,100,710057803,710057805,710000578
710057904,710057901,710057905,713705791,100,710057903,710057902,710000579
710058002,710058004,710058003,713705801,100,710058001,710058005,710000580
710058104,710058101,710058102,713805811,100,710058103,710058105,710000581
710058202,710058203,710058204,713805821,100,710058201,710058205,710000582
710058301,710058304,710058302,713805831,100,710058303,710058305,710000583
710058404,710058401,710058402,713805841,100,710058403,710058405,710000584
710058502,710058501,710058504,713805851,100,710058503,710058505,710000585
710058602,710058603,710058604,713805861,100,710058601,710058605,710000586
710058704,710058703,710058702,713805871,100,710058701,710058705,710000587
710058802,710058801,710058804,713805881,100,710058803,710058805,710000588
710058904,710058901,710058902,713805891,100,710058903,710058905,710000589
710059004,710059002,710059005,713805901,100,710059001,0,710000590
710059104,710059101,710059102,713905911,100,710059103,710059105,710000591
710059205,710059204,710059201,713905921,100,710059203,710059202,710000592
710059304,710059301,710059302,713905931,100,710059303,710059305,710000593
710059404,710059401,710059402,713905941,100,710059403,710059405,710000594
710059502,710059503,710059504,713905951,100,710059501,710059505,710000595
710059604,710059601,710059602,713905961,100,710059603,710059605,710000596
710059701,710059704,710059702,713905971,100,710059703,710059705,710000597
710059801,710059804,710059802,713905981,100,710059803,710059805,710000598
710059904,710059901,710059902,713905991,100,710059903,710059905,710000599
710060002,710060005,710060004,713906001,100,710060001,0,710000600
710060102,710060101,710060104,714006011,100,710060103,710060105,710000601
710060202,710060201,710060204,714006021,100,710060203,710060205,710000602
710060302,710060301,710060304,714006031,100,710060303,710060305,710000603
710060404,710060401,710060402,714006041,100,710060403,710060405,710000604
710060501,710060504,710060502,714006051,100,710060503,710060505,710000605
710060601,710060604,710060602,714006061,100,710060603,710060605,710000606
710060702,710060701,710060704,714006071,100,710060703,710060705,710000607
710060801,710060804,710060802,714006081,100,710060803,710060805,710000608
710060904,710060901,710060902,714006091,100,710060903,710060905,710000609
710061005,710061002,710061004,714006101,100,710061001,0,710000610
710061101,710061104,710061102,714106111,100,710061103,710061105,710000611
710061202,710061201,710061204,714106121,100,710061203,710061205,710000612
710061302,710061303,710061304,714106131,100,710061301,710061305,710000613
710061404,710061401,710061402,714106141,100,710061403,710061405,710000614
710061504,710061503,710061502,714106151,100,710061501,710061505,710000615
710061601,710061604,710061602,714106161,100,710061603,710061605,710000616
710061702,710061703,710061704,714106171,100,710061701,710061705,710000617
710061802,710061801,710061804,714106181,100,710061803,710061805,710000618
710061904,710061901,710061902,714106191,100,710061903,710061905,710000619
710062002,710062001,710062004,714106201,100,710062005,0,710000620
710062104,710062103,710062105,714206211,100,710062101,710062102,710000621
710062201,710062204,710062205,714206221,100,710062203,710062202,710000622
710062302,710062303,710062304,714206231,100,710062301,710062305,710000623
710062402,710062401,710062404,714206241,100,710062403,710062405,710000624
710062502,710062503,710062504,714206251,100,710062501,710062505,710000625
710062601,710062604,710062602,714206261,100,710062603,710062605,710000626
710062704,710062701,710062702,714206271,100,710062703,710062705,710000627
710062801,710062804,710062802,714206281,100,710062803,710062805,710000628
710062902,710062901,710062904,714206291,100,710062903,710062905,710000629
710063002,710063005,710063004,714206301,100,710063001,0,710000630
710063101,710063104,710063102,714306311,100,710063103,710063105,710000631
710063204,710063201,710063202,714306321,100,710063203,710063205,710000632
710063302,710063301,710063304,714306331,100,710063303,710063305,710000633
710063404,710063401,710063402,714306341,100,710063403,710063405,710000634
710063505,710063504,710063501,714306351,100,710063503,710063502,710000635
710063604,710063601,710063602,714306361,100,710063603,710063605,710000636
710063702,710063703,710063704,714306371,100,710063701,710063705,710000637
710063804,710063801,710063802,714306381,100,710063803,710063805,710000638
710063905,710063904,710063901,714306391,100,710063903,710063902,710000639
710064002,710064005,710064004,714306401,100,710064001,0,710000640
710064102,710064101,710064103,714406411,100,710064105,710064104,710000641
710064204,710064201,710064202,714406421,100,710064203,710064205,710000642
710064301,710064304,710064302,714406431,100,710064303,710064305,710000643
710064402,710064403,710064404,714406441,100,710064401,710064405,710000644
710064504,710064501,710064502,714406451,100,710064503,710064505,710000645
710064601,710064604,710064602,714406461,100,710064603,710064605,710000646
710064702,710064703,710064704,714406471,100,710064701,710064705,710000647
710064801,710064804,710064805,714406481,100,710064803,710064802,710000648
710064904,710064901,710064902,714406491,100,710064903,710064905,710000649
710065002,710065001,710065004,714406501,100,710065005,0,710000650
710065104,710065101,710065102,714506511,100,710065103,710065105,710000651
710065204,710065201,710065202,714506521,100,710065203,710065205,710000652
710065304,710065301,710065302,714506531,100,710065303,710065305,710000653
710065404,710065401,710065402,714506541,100,710065403,710065405,710000654
710065504,710065501,710065502,714506551,100,710065503,710065505,710000655
710065602,710065603,710065604,714506561,100,710065601,710065605,710000656
710065704,710065701,710065702,714506571,100,710065703,710065705,710000657
710065802,710065803,710065804,714506581,100,710065801,710065805,710000658
710065901,710065904,710065902,714506591,100,710065903,710065905,710000659
710066002,710066005,710066004,714506601,100,710066001,0,710000660
710066102,710066101,710066104,714606611,100,710066103,710066105,710000661
710066202,710066201,710066204,714606621,100,710066203,710066205,710000662
710066304,710066301,710066302,714606631,100,710066303,710066305,710000663
710066404,710066403,710066402,714606641,100,710066401,710066405,710000664
710066501,710066504,710066502,714606651,100,710066503,710066505,710000665
710066602,710066603,710066604,714606661,100,710066601,710066605,710000666
710066702,710066701,710066704,714606671,100,710066703,710066705,710000667
710066804,710066801,710066802,714606681,100,710066803,710066805,710000668
710066904,710066903,710066905,714606691,100,710066901,710066902,710000669
710067002,710067004,710067005,714606701,100,710067001,0,710000670
710067104,710067103,710067102,714706711,100,710067101,710067105,710000671
710067202,710067203,710067204,714706721,100,710067201,710067205,710000672
710067301,710067304,710067302,714706731,100,710067303,710067305,710000673
710067402,710067401,710067404,714706741,100,710067403,710067405,710000674
710067502,710067501,710067504,714706751,100,710067503,710067505,710000675
710067601,710067604,710067602,714706761,100,710067603,710067605,710000676
710067704,710067703,710067705,714706771,100,710067701,710067702,710000677
710067801,710067804,710067805,714706781,100,710067803,710067802,710000678
710067902,710067901,710067904,714706791,100,710067903,710067905,710000679
710068002,710068004,710068005,714706801,100,710068001,0,710000680
710068101,710068104,710068102,714806811,100,710068103,710068105,710000681
710068201,710068204,710068202,714806821,100,710068203,710068205,710000682
710068304,710068301,710068302,714806831,100,710068303,710068305,710000683
710068403,710068402,710068404,714806841,100,710068401,710068405,710000684
710068504,710068501,710068502,714806851,100,710068503,710068505,710000685
710068601,710068604,710068602,714806861,100,710068603,710068605,710000686
710068704,710068703,710068705,714806871,100,710068701,710068702,710000687
710068801,710068804,710068802,714806881,100,710068803,710068805,710000688
710068902,710068901,710068904,714806891,100,710068903,710068905,710000689
710069004,710069002,710069005,714806901,100,710069001,0,710000690
710069101,710069104,710069102,714906911,100,710069103,710069105,710000691
710069204,710069201,710069202,714906921,100,710069203,710069205,710000692
710069304,710069301,710069302,714906931,100,710069303,710069305,710000693
710069404,710069401,710069402,714906941,100,710069403,710069405,710000694
710069501,710069504,710069502,714906951,100,710069503,710069505,710000695
710069601,710069604,710069602,714906961,100,710069603,710069605,710000696
710069701,710069704,710069705,714906971,100,710069703,710069702,710000697
710069804,710069801,710069802,714906981,100,710069803,710069805,710000698
710069901,710069904,710069902,714906991,100,710069903,710069905,710000699
710070002,710070004,710070005,714907001,100,710070001,0,710000700
710070103,710070102,710070104,715007011,100,710070101,710070105,710000701
710070202,710070201,710070204,715007021,100,710070203,710070205,710000702
710070302,710070301,710070304,715007031,100,710070303,710070305,710000703
710070404,710070403,710070405,715007041,100,710070401,710070402,710000704
710070501,710070504,710070505,715007051,100,710070503,710070502,710000705
710070604,710070603,710070602,715007061,100,710070601,710070605,710000706
710070702,710070701,710070704,715007071,100,710070703,710070705,710000707
710070802,710070803,710070804,715007081,100,710070801,710070805,710000708
710070901,710070904,710070902,715007091,100,710070903,710070905,710000709
710071002,710071004,710071005,715007101,100,710071001,0,710000710
710071104,710071101,710071105,715107111,100,710071103,710071102,710000711
710071201,710071203,710071202,715107121,100,710071204,710071205,710000712
710071304,710071303,710071302,715107131,100,710071301,710071305,710000713
710071403,710071402,710071404,715107141,100,710071401,710071405,710000714
710071502,710071503,710071504,715107151,100,710071501,710071505,710000715
710071604,710071601,710071602,715107161,100,710071603,710071605,710000716
710071701,710071704,710071702,715107171,100,710071703,710071705,710000717
710071802,710071803,710071804,715107181,100,710071801,710071805,710000718
710071904,710071901,710071905,715107191,100,710071903,710071902,710000719
710072002,710072001,710072005,715107201,100,710072004,0,710000720
710072104,710072101,710072102,715207211,100,710072103,710072105,710000721
710072201,710072204,710072202,715207221,100,710072203,710072205,710000722
710072304,710072301,710072305,715207231,100,710072303,710072302,710000723
710072404,710072401,710072402,715207241,100,710072403,710072405,710000724
710072504,710072501,710072505,715207251,100,710072503,710072502,710000725
710072604,710072601,710072602,715207261,100,710072603,710072605,710000726
710072701,710072704,710072702,715207271,100,710072703,710072705,710000727
710072804,710072801,710072802,715207281,100,710072803,710072805,710000728
710072902,710072903,710072904,715207291,100,710072901,710072905,710000729
710073002,710073004,710073005,715207301,100,710073001,0,710000730
710073102,710073101,710073104,715307311,100,710073103,710073105,710000731
710073203,710073202,710073204,715307321,100,710073201,710073205,710000732
710073304,710073301,710073302,715307331,100,710073303,710073305,710000733
710073404,710073401,710073402,715307341,100,710073403,710073405,710000734
710073502,710073503,710073504,715307351,100,710073501,710073505,710000735
710073604,710073601,710073605,715307361,100,710073603,710073602,710000736
710073704,710073703,710073705,715307371,100,710073701,710073702,710000737
710073804,710073801,710073802,715307381,100,710073803,710073805,710000738
710073902,710073901,710073904,715307391,100,710073903,710073905,710000739
710074002,710074001,710074005,715307401,100,710074004,0,710000740
710074104,710074103,710074105,715407411,100,710074101,710074102,710000741
710074205,710074204,710074201,715407421,100,710074203,710074202,710000742
710074301,710074304,710074305,715407431,100,710074303,710074302,710000743
710074404,710074401,710074405,715407441,100,710074403,710074402,710000744
710074502,710074503,710074504,715407451,100,710074501,710074505,710000745
710074604,710074603,710074602,715407461,100,710074601,710074605,710000746
710074702,710074701,710074704,715407471,100,710074703,710074705,710000747
710074802,710074801,710074804,715407481,100,710074803,710074805,710000748
710074901,710074904,710074902,715407491,100,710074903,710074905,710000749
710075002,710075001,710075005,715407501,100,710075004,0,710000750
720007001,720007004,720007005,720100701,100,720007003,720007002,720000001
720011001,720011004,720011005,720201101,100,720011003,720011002,720000002
720013001,720013004,720013005,720301301,100,720013003,720013002,720000003
720015003,720015002,720015004,720401501,100,720015001,720015005,720000004
720017003,720017002,720017004,720501701,100,720017001,720017005,720000005
720019004,720019002,720019003,720601901,100,720019001,720019005,720000006
720021003,720021002,720021004,720702101,100,720021001,720021005,720000007
720023001,720023003,720023004,720802301,100,720023002,0,720000008
720025003,720025002,720025004,720902501,100,720025001,0,720000009
720027003,720027002,720027004,721002701,100,720027001,720027005,720000010
720029003,720029002,720029004,721102901,100,720029001,720029005,720000011
720031002,720031003,720031004,721203101,100,720031001,720031005,720000012
720033003,720033002,720033004,721303301,100,720033001,720033005,720000013
720035004,720035002,720035003,721403501,100,720035001,720035005,720000014
720036004,720036002,720036003,721503601,100,720036001,720036005,720000015
720037004,720037002,720037003,721603701,100,720037001,720037005,720000016
720038004,720038002,720038003,721703801,100,720038001,720038005,720000017
720039004,720039002,720039003,721803901,100,720039001,720039005,720000018
720040004,720040002,720040003,721904001,100,720040001,720040005,720000019
720041004,720041002,720041003,722004101,100,720041001,720041005,720000020
720042004,720042002,720042003,722104201,100,720042001,720042005,720000021
720043004,720043002,720043003,722204301,100,720043001,720043005,720000022
720044004,720044002,720044003,722304401,100,720044001,720044005,720000023
720045004,720045002,720045003,722404501,100,720045001,720045005,720000024
720046004,720046002,720046003,722504601,100,720046001,720046005,720000025
720047004,720047002,720047003,722604701,100,720047001,720047005,720000026
720048004,720048002,720048003,722704801,100,720048001,720048005,720000027
720049004,720049002,720049003,722804901,100,720049001,720049005,720000028
720050004,720050002,720050003,722905001,100,720050001,720050005,720000029
720051004,720051002,720051003,723005101,100,720051001,720051005,720000030
720052004,720052002,720052003,723105201,100,720052001,720052005,720000031
720053004,720053002,720053003,723205301,100,720053001,720053005,720000032
720054004,720054002,720054003,723305401,100,720054001,720054005,720000033
720055004,720055002,720055003,723405501,100,720055001,720055005,720000034
720056004,720056002,720056003,723505601,100,720056001,720056005,720000035
720057004,720057002,720057003,723605701,100,720057001,720057005,720000036
720058004,720058002,720058003,723705801,100,720058001,720058005,720000037
720059004,720059002,720059005,723805901,100,720059001,0,720000038
720060004,720060002,720060005,723906001,100,720060001,0,720000039
720061004,720061002,720061005,724006101,100,720061001,0,720000040
720062004,720062002,720062005,724106201,100,720062001,0,720000041
720063004,720063002,720063005,724206301,100,720063001,0,720000042
720064004,720064002,720064005,724306401,100,720064001,0,720000043
720065004,720065002,720065005,724406501,100,720065001,0,720000044
720066004,720066002,720066005,724506601,100,720066001,0,720000045
720067004,720067002,720067005,724606701,100,720067001,0,720000046
720068004,720068002,720068005,724706801,100,720068001,0,720000047
720069004,720069002,720069005,724806901,100,720069001,0,720000048
720070004,720070002,720070005,724907001,100,720070001,0,720000049
720071004,720071002,720071005,725007101,100,720071001,0,720000050
720072004,720072002,720072005,725107201,100,720072001,0,720000051
720073004,720073002,720073005,725207301,100,720073001,0,720000052
720074004,720074002,720074005,725307401,100,720074001,0,720000053
720075004,720075002,720075005,725407501,100,720075001,0,720000054
730035012,730035014,730035015,731403501,100,730035011,0,730000001
730035022,730035024,730035025,731403502,100,730035021,730035023,730000002
730035034,730035032,730035033,731403503,100,730035031,730035035,730000003
730036014,730036011,730036012,731503601,100,730036015,0,730000004
730036022,730036024,730036023,731503602,100,730036021,730036025,730000005
730036032,730036034,730036033,731503603,100,730036031,730036035,730000006
730037015,730037011,730037012,731603701,100,730037014,0,730000007
730037024,730037022,730037025,731603702,100,730037021,730037023,730000008
730037032,730037031,730037035,731603703,100,730037034,730037033,730000009
730038012,730038011,730038015,731703801,100,730038014,0,730000010
730038022,730038021,730038025,731703802,100,730038024,730038023,730000011
730038035,730038031,730038032,731703803,100,730038034,730038033,730000012
730039012,730039011,730039015,731803901,100,730039014,0,730000013
730039022,730039021,730039023,731803902,100,730039024,730039025,730000014
730039032,730039031,730039035,731803903,100,730039034,730039033,730000015
730040011,730040015,730040012,731904001,100,730040014,0,730000016
730040022,730040024,730040025,731904002,100,730040021,730040023,730000017
730040034,730040032,730040033,731904003,100,730040031,730040035,730000018
730041015,730041011,730041012,732004101,100,730041014,0,730000019
730041022,730041021,730041023,732004102,100,730041024,730041025,730000020
730041035,730041034,730041032,732004103,100,730041031,730041033,730000021
730042011,730042015,730042012,732104201,100,730042014,0,730000022
730042022,730042021,730042025,732104202,100,730042024,730042023,730000023
730042035,730042031,730042032,732104203,100,730042034,730042033,730000024
730043015,730043011,730043012,732204301,100,730043014,0,730000025
730043022,730043021,730043025,732204302,100,730043024,730043023,730000026
730043032,730043031,730043033,732204303,100,730043034,730043035,730000027
730044012,730044014,730044015,732304401,100,730044011,0,730000028
730044022,730044021,730044025,732304402,100,730044024,730044023,730000029
730044032,730044031,730044033,732304403,100,730044034,730044035,730000030
730045011,730045015,730045012,732404501,100,730045014,0,730000031
730045022,730045021,730045023,732404502,100,730045024,730045025,730000032
730045032,730045031,730045035,732404503,100,730045034,730045033,730000033
730046015,730046011,730046012,732504601,100,730046014,0,730000034
730046024,730046022,730046023,732504602,100,730046021,730046025,730000035
730046032,730046031,730046035,732504603,100,730046034,730046033,730000036
730047015,730047011,730047012,732604701,100,730047014,0,730000037
730047024,730047022,730047025,732604702,100,730047021,730047023,730000038
730047032,730047031,730047035,732604703,100,730047034,730047033,730000039
730048012,730048011,730048015,732704801,100,730048014,0,730000040
730048022,730048021,730048025,732704802,100,730048024,730048023,730000041
730048032,730048031,730048035,732704803,100,730048034,730048033,730000042
730049012,730049014,730049015,732804901,100,730049011,0,730000043
730049024,730049022,730049025,732804902,100,730049021,730049023,730000044
730049035,730049031,730049032,732804903,100,730049034,730049033,730000045
730050012,730050011,730050015,732905001,100,730050014,0,730000046
730050022,730050021,730050025,732905002,100,730050024,730050023,730000047
730050032,730050034,730050033,732905003,100,730050031,730050035,730000048
730051012,730051014,730051015,733005101,100,730051011,0,730000049
730051022,730051024,730051023,733005102,100,730051021,730051025,730000050
730051032,730051034,730051035,733005103,100,730051031,730051033,730000051
730052015,730052011,730052012,733105201,100,730052014,0,730000052
730052022,730052021,730052025,733105202,100,730052024,730052023,730000053
730052032,730052034,730052035,733105203,100,730052031,730052033,730000054
730053012,730053011,730053015,733205301,100,730053014,0,730000055
730053022,730053021,730053025,733205302,100,730053024,730053023,730000056
730053034,730053032,730053035,733205303,100,730053031,730053033,730000057
730054012,730054011,730054015,733305401,100,730054014,0,730000058
730054022,730054021,730054025,733305402,100,730054024,730054023,730000059
730054032,730054034,730054035,733305403,100,730054031,730054033,730000060
730055015,730055014,730055012,733405501,100,730055011,0,730000061
730055022,730055024,730055025,733405502,100,730055021,730055023,730000062
730055032,730055031,730055033,733405503,100,730055034,730055035,730000063
730056012,730056011,730056015,733505601,100,730056014,0,730000064
730056022,730056021,730056023,733505602,100,730056024,730056025,730000065
730056032,730056031,730056033,733505603,100,730056034,730056035,730000066
730057015,730057014,730057012,733605701,100,730057011,0,730000067
730057024,730057022,730057025,733605702,100,730057021,730057023,730000068
730057032,730057031,730057035,733605703,100,730057034,730057033,730000069
730058014,730058012,730058015,733705801,100,730058011,0,730000070
730058022,730058021,730058025,733705802,100,730058024,730058023,730000071
730058035,730058031,730058032,733705803,100,730058034,730058033,730000072
730059012,730059011,730059015,733805901,100,730059014,0,730000073
730059022,730059021,730059023,733805902,100,730059024,730059025,730000074
730059034,730059032,730059033,733805903,100,730059031,730059035,730000075
730060015,730060014,730060012,733906001,100,730060011,0,730000076
730060022,730060021,730060023,733906002,100,730060024,730060025,730000077
730060032,730060031,730060033,733906003,100,730060034,730060035,730000078
730061012,730061011,730061015,734006101,100,730061014,0,730000079
730061022,730061024,730061025,734006102,100,730061021,730061023,730000080
730061032,730061034,730061033,734006103,100,730061031,730061035,730000081
730062015,730062011,730062012,734106201,100,730062014,0,730000082
730062022,730062024,730062025,734106202,100,730062021,730062023,730000083
730062015,730062034,730062032,734106203,100,730062031,730062033,730000084
730063015,730063014,730063012,734206301,100,730063011,0,730000085
730063022,730063024,730063025,734206302,100,730063021,730063023,730000086
730063032,730063031,730063033,734206303,100,730063034,730063035,730000087
730064014,730064012,730064015,734306401,100,730064011,0,730000088
730064022,730064021,730064025,734306402,100,730064024,730064023,730000089
730064032,730064031,730064033,734306403,100,730064034,730064035,730000090
730065012,730065011,730065015,734406501,100,730065014,0,730000091
730065022,730065024,730065025,734406502,100,730065021,730065023,730000092
730065035,730065034,730065032,734406503,100,730065031,730065033,730000093
730066011,730066015,730066012,734506601,100,730066014,0,730000094
730066022,730066024,730066023,734506602,100,730066021,730066025,730000095
730066035,730066031,730066032,734506603,100,730066034,730066033,730000096
730067012,730067011,730067015,734606701,100,730067014,0,730000097
730067022,730067021,730067023,734606702,100,730067024,730067025,730000098
730067032,730067031,730067035,734606703,100,730067034,730067033,730000099
730068015,730068011,730068012,734706801,100,730068014,0,730000100
730068022,730068021,730068023,734706802,100,730068024,730068025,730000101
730068032,730068031,730068033,734706803,100,730068034,730068035,730000102
730069012,730069014,730069015,734806901,100,730069011,0,730000103
730069022,730069021,730069023,734806902,100,730069024,730069025,730000104
730069032,730069031,730069033,734806903,100,730069034,730069035,730000105
730070012,730070014,730070015,734907001,100,730070011,0,730000106
730070022,730070024,730070023,734907002,100,730070021,730070025,730000107
730070034,730070032,730070033,734907003,100,730070031,730070035,730000108
730071012,730071011,730071015,735007101,100,730071014,0,730000109
730071024,730071022,730071023,735007102,100,730071021,730071025,730000110
730071035,730071031,730071032,735007103,100,730071034,730071033,730000111
730072012,730072014,730072015,735107201,100,730072011,0,730000112
730072024,730072022,730072023,735107202,100,730072021,730072025,730000113
730072035,730072034,730072032,735107203,100,730072031,730072033,730000114
730073012,730073011,730073015,735207301,100,730073014,0,730000115
730073022,730073021,730073023,735207302,100,730073024,730073025,730000116
730073034,730073032,730073033,735207303,100,730073031,730073035,730000117
730074012,730074011,730074015,735307401,100,730074014,0,730000118
730074022,730074021,730074025,735307402,100,730074024,730074023,730000119
730074034,730074032,730074035,735307403,100,730074031,730074033,730000120
730075012,730075011,730075015,735407501,100,730075014,0,730000121
730075021,730075025,730075022,735407502,100,730075024,730075023,730000122
730075035,730075034,730075032,735407503,100,730075031,730075033,730000123
