drama_id,param_08,param_07,param_04,command_type,param_01,param_05,param_03,param_02,command_id,param_06
20132,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20013_01,1201320009,""
20132,0,0,1,11,100711,1,10,"뭐~!? 그런 거 먹고 싶지 않은 거야!\n미야코는 세끼 모두 푸딩이 좋은 거야~!\n푸딩을 현지 조달하는 거야~!",1201320010,0
20132,"","","",91,0,"","","",1201320011,""
20132,"","","",3,100711,"",1,travel_topdrama_r_2000_idle_anger,1201320012,0.2
20132,"","",travel_topdrama_r_2000_talk_doya_loop_surprise,3,104411,1,0,travel_topdrama_r_2000_talk_doya_in_surprise,1201320013,0.2
20132,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20013_02,1201320014,""
20132,0,0,1,11,104411,1,10,"이 녀석, 없는 것을 조르면 안 되느니라.\n일을 마치고 먹는 푸딩이\n각별한 법이다. 지금은 참거라.",1201320015,0
20132,"","","",91,0,"","","",1201320016,""
20132,"","","",3,104411,"",1,travel_topdrama_r_2000_idle_doya_surprise,1201320017,0.2
20132,"","","",112,"","","","",1201320018,""
20132,"","","",91,0,"","","",1201320019,""
20141,travel_topdrama_r_2000_idle_sad,1,42,1,1,-68,102,102511,1201410001,0.8
20141,travel_topdrama_r_2000_idle_normal,0,-42,1,1,-68,101,102811,1201410002,0.8
20141,mana,0,0,5,0,-75,110,0,1201410003,1
20141,"","","",91,0,"","","",1201410004,""
20141,"","","",93,10,"","",0,1201410005,""
20141,"","","",101,1201410005,"","","",1201410006,""
20141,"","","",3,0,"",0,none,1201410007,0
20141,"","","",91,0,"","","",1201410008,""
20142,"","","",13,102511,"","",103,1201420001,""
20142,"","","",13,102811,"","",104,1201420002,""
20142,"","",travel_topdrama_r_2000_talk_sad_loop,3,102511,1,0,travel_topdrama_r_2000_talk_sad_in,1201420003,0.2
20142,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20014_00,1201420004,""
20142,0,0,1,11,102511,1,10,"전방 OK, 후방 OK 좌우도 OK……!\n이번 모험에서 저도 실수만 하는 게\n아니라는 걸 아가씨에게…… 꺄앗!?",1201420005,0
20142,"","","",91,0,"","","",1201420006,""
20142,"","",travel_topdrama_r_2000_idle_sad_cry,3,102511,1,0,travel_topdrama_r_2014_falldown,1201420007,0.2
20142,"","",travel_topdrama_r_2000_talk_surprise2_loop,3,102811,1,0,travel_topdrama_r_2000_talk_surprise2_in,1201420008,0.2
20142,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20014_01,1201420009,""
20142,0,0,1,11,102811,1,10,"위험해! ……돌에 발이 걸린 거야?\n정말, 정신 똑바로 차리라고!\n너에게 의지하고 있으니까.",1201420010,0
20142,"","","",91,0,"","","",1201420011,""
20142,"","","",3,102811,"",1,travel_topdrama_r_2000_idle_arm_crossed,1201420012,0.2
20142,"","","",3,102511,"",1,travel_topdrama_r_2000_talk_sad_loop_cry,1201420013,0.2
20142,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20014_02,1201420014,""
20142,0,0,1,11,102511,1,10,"우읏, 고맙습니다……!\n아가씨의 기대에 부응하기 위해서도\n발밑만 보고 걷기로 할게요!",1201420015,0
20142,"","","",91,0,"","","",1201420016,""
20142,"","","",3,102511,"",1,travel_topdrama_r_2000_idle_sad_cry,1201420017,0.2
20142,"","","",112,"","","",d,1201420018,""
20142,"","","",91,0,"","","",1201420019,""
20151,travel_topdrama_r_2000_idle_arm_crossed,1,42,1,1,-68,101,103211,1201510001,0.8
20151,travel_topdrama_r_2000_idle_normal,0,-42,1,1,-68,102,103411,1201510002,0.8
20151,mana,0,0,5,0,-75,110,0,1201510003,1
20151,"","","",91,0,"","","",1201510004,""
20151,"","","",93,10,"","",0,1201510005,""
20151,"","","",101,1201510005,"","","",1201510006,""
20151,"","","",3,0,"",0,none,1201510007,0
20151,"","","",91,0,"","","",1201510008,""
20152,"","","",13,103211,"","",103,1201520001,""
20152,"","","",13,103411,"","",104,1201520002,""
20152,"","",travel_topdrama_r_2000_talk_arm_crossed_loop,3,103211,1,0,travel_topdrama_r_2000_talk_arm_crossed_in,1201520003,0.2
20152,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20015_00,1201520004,""
20152,0,0,1,11,103211,1,10,"걸어서 모험도 나쁘지 않습니다만,\n조금 답답하네요.\n그렇죠! 비공정을 불러서……",1201520005,0
20152,"","","",91,0,"","","",1201520006,""
20152,"","","",3,103211,"",1,travel_topdrama_r_2000_idle_arm_crossed,1201520007,0.2
20152,"","",travel_topdrama_r_2000_talk_sad_loop_surprise2,3,103411,1,0,travel_topdrama_r_2000_talk_sad_in_surprise2,1201520008,0.2
20152,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20015_01,1201520009,""
20152,0,0,1,11,103411,1,10,"안 돼, 안 돼. 아키노 씨, 절대로 안 돼!\n요즘 가뜩이나 지출이 많은데,\n이런 장거리 비행을 시키면 파산하고 말 거야!",1201520010,0
20152,"","","",91,0,"","","",1201520011,""
20152,"","","",3,103411,"",1,travel_topdrama_r_2000_idle_normal,1201520012,0.2
20152,"","",travel_topdrama_r_2000_talk_doya_loop_surprise,3,103211,1,0,travel_topdrama_r_2000_talk_doya_in_surprise,1201520013,0.2
20152,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20015_02,1201520014,""
20152,0,0,1,11,103211,1,10,"하아, 하는 수 없네요.\n그럼 기분을 전환해서, 느긋한\n모험을 즐기기로 하죠♪",1201520015,0
20152,"","","",91,0,"","","",1201520016,""
20152,"","","",3,103211,"",1,travel_topdrama_r_2000_idle_doya_surprise,1201520017,0.2
20152,"","","",112,"","","","",1201520018,""
20152,"","","",91,0,"","","",1201520019,""
20161,travel_topdrama_r_2000_idle_kyapi,1,42,1,1,-68,101,101611,1201610001,0.8
20161,travel_topdrama_r_2000_idle_wish_joy,0,-42,1,1,-68,102,101811,1201610002,0.8
20161,mana,0,0,5,0,-75,110,0,1201610003,1
20161,"","","",91,0,"","","",1201610004,""
20161,"","","",93,10,"","",0,1201610005,""
20161,"","","",101,1201610005,"","","",1201610006,""
20161,"","","",3,0,"",0,none,1201610007,0
20161,"","","",91,0,"","","",1201610008,""
20162,"","","",13,101611,"","",103,1201620001,""
20162,"","","",13,101811,"","",104,1201620002,""
20162,"","",travel_topdrama_r_2000_talk_kyapi_loop,3,101611,1,0,travel_topdrama_r_2000_talk_kyapi_in,1201620003,0.2
20162,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20016_00,1201620004,""
20162,0,0,1,11,101611,1,10,"저기 있지!\n다 같이 기념 촬영 하자?\n나중에 되돌아보면 분명 감동적일 거야!",1201620005,0
20162,"","","",91,0,"","","",1201620006,""
20162,"","","",3,101611,"",1,travel_topdrama_r_2000_idle_kyapi,1201620007,0.2
20162,"","","",3,101811,"",1,travel_topdrama_r_2000_talk_wish_loop_joy,1201620008,0.2
20162,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20016_01,1201620009,""
20162,0,0,1,11,101811,1,10,"선생님도 찬성이야~ 이 모험은\n나중에 리포트를 작성하게 할 거니까\n거기에도 실어주렴♪",1201620010,0
20162,"","","",91,0,"","","",1201620011,""
20162,"","","",3,101811,"",1,travel_topdrama_r_2000_idle_wish_joy,1201620012,0.2
20162,"","",travel_topdrama_r_2000_talk_doya_loop_faceAnger,3,101611,1,0,travel_topdrama_r_2000_talk_doya_in_faceAnger,1201620013,0.2
20162,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20016_02,1201620014,""
20162,0,0,1,11,101611,1,10,"엇, 그거, 진심으로 하는 말……?\n대박 위험~ 여행 기분이라\n메모 하나도 안 했다고~!?",1201620015,0
20162,"","","",91,0,"","","",1201620016,""
20162,"","","",3,101611,"",1,travel_topdrama_r_2000_idle_doya_faceAnger,1201620017,0.2
20162,"","","",112,"","","","",1201620018,""
20162,"","","",91,0,"","","",1201620019,""
20171,travel_topdrama_r_2000_idle_doya,1,42,1,1,-68,101,106511,1201710001,0.8
20171,travel_topdrama_r_2000_idle_normal,0,-42,1,1,-68,102,106611,1201710002,0.8
20171,mana,0,0,5,0,-75,110,0,1201710003,1
20171,"","","",91,0,"","","",1201710004,""
20171,"","","",93,10,"","",0,1201710005,""
20171,"","","",101,1201710005,"","","",1201710006,""
20171,"","","",3,0,"",0,none,1201710007,0
20171,"","","",91,0,"","","",1201710008,""
20172,"","","",13,106511,"","",103,1201720001,""
20172,"","","",13,106611,"","",104,1201720002,""
20172,"","",travel_topdrama_r_2000_talk_doya_loop,3,106511,1,0,travel_topdrama_r_2000_talk_doya_in,1201720003,0.2
20172,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20017_00,1201720004,""
20172,0,0,1,11,106511,1,10,"이렇게 멀리 나가는 것도 괜찮네.\n가는 길에 강한 마물 같은 게 나와 주면\n재미있는 싸움도 할 수 있을 것 같고.",1201720005,0
20172,"","","",91,0,"","","",1201720006,""
20172,"","","",3,106511,"",1,travel_topdrama_r_2000_idle_doya,1201720007,0.2
20172,"","",travel_topdrama_r_2000_talk_arm_crossed_loop_sad,3,106611,1,0,travel_topdrama_r_2000_talk_arm_crossed_in_sad,1201720008,0.2
20172,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20017_01,1201720009,""
20172,0,0,1,11,106611,1,10,"여, 여전히 싸움광이로군요……\n나는 이런 귀찮은 일 내팽개치고,\n빨리 랜드솔에 돌아가고 싶어입니다.",1201720010,0
20172,"","","",91,0,"","","",1201720011,""
20172,"","","",3,106611,"",1,travel_topdrama_r_2000_idle_arm_crossed_sad,1201720012,0.2
20172,"","",travel_topdrama_r_2000_talk_doya_loop_surprise,3,106511,1,0,travel_topdrama_r_2000_talk_doya_in_surprise,1201720013,0.2
20172,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20017_02,1201720014,""
20172,0,0,1,11,106511,1,10,"어이어이, 재미없는 말 하지 마.\n확실히 힘들지만, 그렇기에\n즐기려고 하는 것도 중요하다고 생각해.",1201720015,0
20172,"","","",91,0,"","","",1201720016,""
20172,"","","",3,106511,"",1,travel_topdrama_r_2000_idle_doya_surprise,1201720017,0.2
20172,"","","",112,"","","","",1201720018,""
20172,"","","",91,0,"","","",1201720019,""
20181,travel_topdrama_r_2000_idle_sad,1,0,1,1,-68,101,118011,1201810001,0.8
20181,mana,0,0,5,0,-75,110,0,1201810002,1
20181,"","","",91,0,"","","",1201810003,""
20181,"","","",93,10,"","",0,1201810004,""
20181,"","","",101,1201810004,"","","",1201810005,""
20181,"","","",3,0,"",0,none,1201810006,0
20181,"","","",91,0,"","","",1201810007,""
20182,"","","",13,118011,"","",103,1201820001,""
20182,"","",travel_topdrama_r_2000_talk_sad_loop,3,118011,1,0,travel_topdrama_r_2000_talk_sad_in,1201820002,0.2
20182,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20018_00,1201820003,""
20182,0,0,1,11,118011,1,10,"헤엑…… 헤엑……!\n원래 이러한 탐색 등은 문관인\n제 관할 밖입니다만……!",1201820004,0
20182,"","","",91,0,"","","",1201820005,""
20182,"","",travel_topdrama_r_2000_talk_doya_loop,3,118011,1,0,travel_topdrama_r_2000_talk_doya_in,1201820006,0.2
20182,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20018_01,1201820007,""
20182,0,0,1,11,118011,1,10,"폐하께서 내리는 명령이라면,\n이 크레짓타 캐시!\n만족하실 만한 엄청난 비보를\n어떻게든 손에 넣고야 말겠어요!",1201820008,0
20182,"","","",91,0,"","","",1201820009,""
20182,"","","",3,118011,"",1,travel_topdrama_r_2000_talk_thinking,1201820010,0.2
20182,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20018_02,1201820011,""
20182,0,0,1,11,118011,1,10,"……게다가 빈손으로 돌아가면\n비서에게 또 잔소리를 들을 것 같고요.\n그 아이가 끽소리도 못 할 정도로\n벌고 벌고 또 벌겠어요~!",1201820012,0
20182,"","","",91,0,"","","",1201820013,""
20182,"","",travel_topdrama_r_2000_eieio_loop,3,118011,1,0,travel_topdrama_r_2000_eieio_in,1201820014,0.2
20182,"","","",91,0,"","","",1201820015,""
20182,"","","",112,"","","","",1201820016,""
20182,"","","",91,0,"","","",1201820017,""
20191,travel_topdrama_r_2000_idle_smile,1,42,1,1,-68,101,106111,1201910001,0.8
20191,travel_topdrama_r_2000_idle_doya_sad,0,-42,1,1,-68,102,107011,1201910002,0.8
20191,mana,0,0,5,0,-75,110,0,1201910003,1
20191,"","","",91,0,"","","",1201910004,""
20191,"","","",93,10,"","",0,1201910005,""
20191,"","","",101,1201910005,"","","",1201910006,""
20191,"","","",3,0,"",0,none,1201910007,0
20191,"","","",91,0,"","","",1201910008,""
20192,"","","",13,106111,"","",103,1201920001,""
20192,"","","",13,107011,"","",104,1201920002,""
20192,"","",travel_topdrama_r_2000_eieio_loop,3,106111,1,0,travel_topdrama_r_2000_eieio_in,1201920003,0.2
20192,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20019_00,1201920004,""
20192,0,0,1,11,106111,1,10,"좋~았어! 네네카와 함께 모험이다!\n모처럼인데 뭔가 나쁜 짓 할까?\n칠관이랑 하면 화려해질 것 같은데!",1201920005,0
20192,"","","",91,0,"","","",1201920006,""
20192,"","","",3,106111,"",1,travel_topdrama_r_2000_eieio_loop,1201920007,0.2
20192,"","",travel_topdrama_r_2000_talk_doya_loop_sad,3,107011,1,0,travel_topdrama_r_2000_talk_doya_in_sad,1201920008,0.2
20192,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20019_01,1201920009,""
20192,0,0,1,11,107011,1,10,"하아…… 삼가 거절합니다.\n그리고 악행이라는 것은 드러나지 않게\n몰래 하는 거랍니다?",1201920010,0
20192,"","","",91,0,"","","",1201920011,""
20192,"","","",3,107011,"",1,travel_topdrama_r_2000_idle_doya_sad,1201920012,0.2
20192,"","",travel_topdrama_r_2000_talk_guts2_loop_joy,3,106111,1,0,travel_topdrama_r_2000_talk_guts2_in_joy,1201920013,0.2
20192,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20019_02,1201920014,""
20192,0,0,1,11,106111,1,10,"네가 말하니 설득력이 있군……\n하지만 대악당은 숨지 않는다!\n화려하게, 기세 좋~게 날뛰는 거다!",1201920015,0
20192,"","","",91,0,"","","",1201920016,""
20192,"","","",3,106111,"",1,travel_topdrama_r_2000_idle_guts2_joy,1201920017,0.2
20192,"","","",112,"","","","",1201920018,""
20192,"","","",91,0,"","","",1201920019,""
20201,travel_topdrama_r_2000_idle_smile,1,0,1,1,-68,101,118511,1202010001,0.8
20201,mana,0,0,5,0,-75,110,0,1202010002,1
20201,"","","",91,0,"","","",1202010003,""
20201,"","","",93,10,"","",0,1202010004,""
20201,"","","",101,1202010004,"","","",1202010005,""
20201,"","","",3,0,"",0,none,1202010006,0
20201,"","","",91,0,"","","",1202010007,""
20202,"","","",13,118511,"","",103,1202020001,""
20202,"","",travel_topdrama_r_2000_talk_smile_loop,3,118511,1,0,travel_topdrama_r_2000_talk_smile_in,1202020002,0.2
20202,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20020_00,1202020003,""
20202,0,0,1,11,118511,1,10,"많은 분께 의뢰를 드렸는데\n길드의 장벽을 넘어 서로 협력하며\n조사가 진행되는 것 같네요.",1202020004,0
20202,"","","",91,0,"","","",1202020005,""
20202,"","",travel_topdrama_r_2000_talk_wish_loop_joy,3,118511,1,0,travel_topdrama_r_2000_talk_wish_in_joy,1202020006,0.2
20202,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20020_01,1202020007,""
20202,0,0,1,11,118511,1,10,"저도 보고만 있지 않을 겁니다\n여러분이 안심하고 모험할 수 있도록\n빈틈없이 서포트할게요♪",1202020008,0
20202,"","","",91,0,"","","",1202020009,""
20202,"","","",3,118511,"",1,travel_topdrama_r_2000_idle_wish_joy,1202020010,0.2
20202,"","","",112,"","","","",1202020011,""
20202,"","","",91,0,"","","",1202020012,""
20211,travel_topdrama_r_2000_idle_sad,1,42,1,1,-68,101,101411,1202110001,0.8
20211,travel_topdrama_r_2012_empty,1,42,5,3,-68,103,3,1202110002,0.8
20211,travel_topdrama_r_2000_idle_cool_surprise,0,-42,1,1,-68,102,104311,1202110003,0.8
20211,travel_topdrama_r_2012_empty,0,-42,5,3,-68,104,4,1202110004,0.8
20211,mana,0,0,5,0,-75,110,0,1202110005,1
20211,"","","",91,0,"","","",1202110006,""
20211,"","","",93,10,"","",0,1202110007,""
20211,"","","",101,1202110007,"","","",1202110008,""
20211,"","","",3,0,"",0,none,1202110009,0
20211,"","","",91,0,"","","",1202110010,""
20212,"","","",13,101411,"","",103,1202120001,""
20212,"","","",13,104311,"","",104,1202120002,""
20212,"","","",3,101411,"",1,travel_topdrama_r_2000_talk_sad_loop,1202120003,0.2
20212,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20021_00,1202120004,""
20212,0,0,1,11,101411,1,10,"이 앞으로 가야 할 길이 오른쪽인지 왼쪽인지……\n지도를 봐도 알 수 없게 됐어.\n아까도 막다른 길이었고……",1202120005,0
20212,"","","",91,0,"","","",1202120006,""
20212,"","","",3,101411,"",1,travel_topdrama_r_2000_idle_sad,1202120007,0.2
20212,"",0,travel_topdrama_r_2000_talk_cool_loop_normal2,3,104311,1,0,travel_topdrama_r_2000_talk_cool_in_normal2,1202120008,0.2
20212,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20021_01,1202120009,""
20212,0,0,1,11,104311,1,10,"나는 그럴 때 직진하는 편이야!\n하지만 판단을 망설이는 것도 피곤하잖아.\n자, 달콤한 걸 먹으면서 쉬자고.",1202120010,0
20212,"","","",91,0,"","","",1202120011,""
20212,"",0,travel_topdrama_r_2000_eat_idle,3,104311,1,0,travel_topdrama_r_2000_eat_in,1202120012,0.2
20212,"",0,travel_topdrama_r_2000_eat_idle,3,3,1,0,travel_topdrama_r_2000_eat_in,1202120013,0.2
20212,"","","",3,101411,"",0,travel_topdrama_r_2000_eat_in,1202120014,0.2
20212,"","","",3,4,"",0,travel_topdrama_r_2000_eat_in,1202120015,0.2
20212,"","","",91,0,"","","",1202120016,""
20212,"","","",3,101411,"",1,travel_topdrama_r_2000_eat_talk,1202120017,0
20212,"","","",3,4,"",1,travel_topdrama_r_2000_eat_talk,1202120018,0
20212,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20021_02,1202120019,""
20212,0,0,1,11,101411,1,10,"아, 지친 뇌에 당분이 스며드네.\n다시 정신 차리고 추리해 본 결과……\n우리가 나아가야 할 길은, 정면이다!",1202120020,0
20212,"","","",91,0,"","","",1202120021,""
20212,"","","",3,101411,"",1,travel_topdrama_r_2000_eat_idle,1202120022,0.2
20212,"","","",3,4,"",1,travel_topdrama_r_2000_eat_idle,1202120023,0.2
20212,"","","",112,"","","","",1202120024,""
20212,"","","",91,0,"","","",1202120025,""
20221,travel_topdrama_r_2000_idle_smile,1,42,1,1,-68,101,102111,1202210001,0.8
20221,travel_topdrama_r_2000_idle_smile_normal,0,-42,1,1,-68,102,102311,1202210002,0.8
20221,travel_topdrama_r_2022_pukici,0,-100,5,3,-68,103,3,1202210003,0.8
20221,mana,0,0,5,0,-75,110,0,1202210004,1
20221,"","","",91,0,"","","",1202210005,""
20221,"","","",93,10,"","",0,1202210006,""
20221,"","","",101,1202210006,"","","",1202210007,""
20221,"","","",3,0,"",0,none,1202210008,0
20221,"","","",91,0,"","","",1202210009,""
20222,"","","",13,102111,"","",103,1202220001,""
20222,"","","",13,102311,"","",104,1202220002,""
20222,"","","",13,3,"","",105,1202220003,""
20222,"","",travel_topdrama_r_2000_talk_sad_loop_dere,3,102111,1,0,travel_topdrama_r_2000_talk_sad_in_dere,1202220004,0.2
20222,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20022_00,1202220005,""
20222,0,0,1,11,102111,1,10,"오늘 한 모험은 언젠가 연극으로 만들어서\n사람들한테 보여 주고 싶어……♪\n아야네와 쿠루미의 대모험, 같은 건 어때?",1202220006,0
20222,"","","",91,0,"","","",1202220007,""
20222,"","","",3,102111,"",1,travel_topdrama_r_2000_idle_sad_joy,1202220008,0.2
20222,"",0.2,travel_topdrama_r_2000_talk_kyapi_loop,3,102311,1,0,travel_topdrama_r_2000_talk_kyapi_in,1202220009,0.2
20222,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20022_01,1202220010,""
20222,0,0,1,11,102311,1,10,"나도 찬성이야! 모험이다, 모험♪\n보물이 나올까~ 마물이 나올까♪\n자, 들러 보세요, 어서 나오세요!",1202220011,0
20222,"","","",91,0,"","","",1202220012,""
20222,"","","",3,102311,"",1,travel_topdrama_r_2000_talk_smile_loop,1202220013,0.2
20222,"","","",3,102111,"",1,travel_topdrama_r_2000_talk_sad_loop_dere,1202220014,0.2
20222,"","","",3,3,"",1,travel_topdrama_r_2022_laugh,1202220015,0
20222,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20022_02,1202220016,""
20222,0,0,1,11,3,1,10,"『이봐, 마물을 가볍게 불러내지 마!\n찾는 건 보물뿐이야! 갑자기 달려 나가지 마!\n아~아…… 나 참, 인솔하는 건 힘들다니까』",1202220017,0
20222,"","","",91,0,"","","",1202220018,""
20222,"","","",112,"","","","",1202220019,""
20222,"","","",91,0,"","","",1202220020,""
20231,travel_topdrama_r_2000_idle_doya,1,42,1,1,-68,101,104811,1202310001,0.8
20231,travel_topdrama_r_2000_idle_sad_surprise,0,-42,1,1,-68,102,104611,1202310002,0.8
20231,mana,0,0,5,0,-75,110,0,1202310003,1
20231,"","","",91,0,"","","",1202310004,""
20231,"","","",93,10,"","",0,1202310005,""
20231,"","","",101,1202310005,"","","",1202310006,""
20231,"","","",3,0,"",0,none,1202310007,0
20231,"","","",91,0,"","","",1202310008,""
20232,"","","",13,104811,"","",103,1202320001,""
20232,"","","",13,104611,"","",104,1202320002,""
20232,"",0,travel_topdrama_r_2000_talk_doya_loop_faceAnger,3,104811,1,0,travel_topdrama_r_2000_talk_doya_in_faceAnger,1202320003,0.2
20232,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20023_00,1202320004,""
20232,0,0,1,11,104811,1,10,"여러 일을 하청받고 있어서\n느긋하게 지낼 틈은 없어. 조사, 채집,\n발굴, 장사. 모험도 효율적으로 하겠어!",1202320005,0
20232,"","","",91,0,"","","",1202320006,""
20232,"","","",3,104811,"",1,travel_topdrama_r_2000_idle_doya_anger,1202320007,0.2
20232,"",0,travel_topdrama_r_2000_talk_kyapi_loop_dere2,3,104611,1,0,travel_topdrama_r_2000_talk_kyapi_in_dere2,1202320008,0.2
20232,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20023_01,1202320009,""
20232,0,0,1,11,104611,1,10,"미후유는 항상 너무 열심히 일한다냥.\n휴식은 느긋하고 편하게 쉬어야 하는 법이다냥.\n여기서 같이 일광욕이나 하자냥~♪",1202320010,0
20232,"","","",91,0,"","","",1202320011,""
20232,"","","",3,104611,"",1,travel_topdrama_r_2000_idle_sleep,1202320012,0.2
20232,"",0,"",3,104811,"",1,travel_topdrama_r_2000_talk_normal_surprise,1202320013,0.2
20232,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20023_02,1202320014,""
20232,0,0,1,11,104811,1,10,"확실히 여기라면 질 좋은 휴식을\n할 수 있을 것 같아♪ 그러면 타이머를\n세팅하고…… 효율적으로 휴식 시작!",1202320015,0
20232,"","","",91,0,"","","",1202320016,""
20232,"","","",3,104811,1,0,travel_topdrama_r_2000_talk_guts_in,1202320017,0.2
20232,"","","",91,0,"","","",1202320018,""
20232,"","","",3,104811,"",1,travel_topdrama_r_2000_talk_guts_loop,1202320019,0
20232,"","","",93,1,"","",0,1202320020,""
20232,"","","",112,"","","","",1202320021,""
20232,"","","",91,0,"","","",1202320022,""
20241,travel_topdrama_r_2000_idle_memory_blink,1,42,1,1,-68,101,102711,1202410001,0.8
20241,travel_topdrama_r_2000_idle_normal,0,-42,1,1,-68,102,105111,1202410002,0.8
20241,mana,0,0,5,0,-75,110,0,1202410003,1
20241,"","","",91,0,"","","",1202410004,""
20241,"","","",93,10,"","",0,1202410005,""
20241,"","","",101,1202410005,"","","",1202410006,""
20241,"","","",3,0,"",0,none,1202410007,0
20241,"","","",91,0,"","","",1202410008,""
20242,"","","",13,102711,"","",103,1202420001,""
20242,"","","",13,105111,"","",104,1202420002,""
20242,"","","",3,102711,"",1,travel_topdrama_r_2000_talk_wish_loop,1202420003,0.2
20242,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20024_00,1202420004,""
20242,0,0,1,11,102711,1,10,"제가 가는 길을 막는 것은 용서 없이\n모두 부수도록 하겠어요, 쿡쿡. 모든 것은\n그분과 제 미래를 위해……",1202420005,0
20242,"","","",91,0,"","","",1202420006,""
20242,"","","",3,102711,"",1,travel_topdrama_r_2000_idle_wish_joy,1202420007,0.2
20242,"",0,travel_topdrama_r_2000_humu_loop,3,105111,1,0,travel_topdrama_r_2000_humu_in,1202420008,0.2
20242,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20024_01,1202420009,""
20242,0,0,1,11,105111,1,10,"과연 파괴사야. 지나온 길에 잔해가\n산더미처럼 쌓였어. 게다가 아직 더 부술 생각이라니\n두 손 다 들었어. 후훗……♪",1202420010,0
20242,"","","",91,0,"","","",1202420011,""
20242,"","","",3,105111,"",1,travel_topdrama_r_2000_humu_loop_shy,1202420012,0.2
20242,"","","",3,102711,"",1,travel_topdrama_r_2000_talk_sad_loop_doya,1202420013,0.2
20242,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20024_02,1202420014,""
20242,0,0,1,11,102711,1,10,"실험 재료를 찾으러 온 당신도 마찬가지예요,\n척안의 악마. 서로 만족할 만한 성과를\n얻도록 해요…… 쿡쿡쿡.",1202420015,0
20242,"","","",91,0,"","","",1202420016,""
20242,"","","",3,102711,"",1,travel_topdrama_r_2000_idle_sad_nervous,1202420017,0.2
20242,"","","",112,"","","","",1202420018,""
20242,"","","",91,0,"","","",1202420019,""
20251,travel_topdrama_r_2000_hop_loop,1,42,1,1,-68,101,100511,1202510001,0.8
20251,travel_topdrama_r_2000_idle_doya_talkJoy1R,0,-42,1,1,-68,102,103711,1202510002,0.8
20251,mana,0,0,5,0,-75,110,0,1202510003,1
20251,"","","",91,0,"","","",1202510004,""
20251,"","","",93,10,"","",0,1202510005,""
20251,"","","",101,1202510005,"","","",1202510006,""
20251,"","","",3,0,"",0,none,1202510007,0
20251,"","","",91,0,"","","",1202510008,""
20252,"","","",13,100511,"","",103,1202520001,""
20252,"","","",13,103711,"","",104,1202520002,""
20252,"","",travel_topdrama_r_2000_hop_loop,3,100511,1,0,travel_topdrama_r_2000_hop_in,1202520003,0.2
20252,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20025_00,1202520004,""
20252,0,0,1,11,100511,1,10,"우와아~! 굉장함다! 절경임다!\n멋짐다~! 트라 타이거가\n수행하는 장소 같슴다~!",1202520005,0
20252,"","","",91,0,"","","",1202520006,""
20252,"","","",3,100511,"",1,travel_topdrama_r_2000_hop_idle,1202520007,0.2
20252,"","",travel_topdrama_r_2000_talk_arm_crossed_loop_normal2,3,103711,1,0,travel_topdrama_r_2000_talk_arm_crossed_in_normal2,1202520008,0.2
20252,"","",0,21,vo_travel_talk,"",0,vo_travel_talk_20025_01,1202520009,""
20252,0,0,1,11,103711,1,10,"가혹한 환경에서 스스로를\n단련하는 것 또한 모험의 묘미지.\n그리고 여기라면 마음껏 변신…………",1202520010,0
20252,"","","",91,0,"","","",1202520011,""
20252,"",0,travel_topdrama_r_2000_tomo_henshin_loop,3,103711,1,0,travel_topdrama_r_2000_tomo_henshin_in,1202520012,0.1
