clan_battle_id,battle_report_monster_size,cursor_position,background,boss_thumb_id,wave_bgm,position_y,difficulty,position_x,map_position_y,result_boss_position_y,scale_ratio,order_num,quest_detail_monster_height,map_position_x,quest_detail_monster_size,quest_detail_bg_position,battle_report_monster_height,boss_id,tap_height_ratio,tap_width_ratio,quest_detail_bg_id
1041,0.55,200,101171,3,bgm_M64,0,1,-10,0,150,0.6,3,-50,-13,0.9,-30,-60,10410103,1.4,1.0,101171
1041,1.0,200,101171,4,bgm_M64,-110,1,190,0,100,0.9,4,0,0,1.2,-30,0,10410104,1.0,1.0,101171
1041,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10410105,1.0,1.0,101172
1042,0.7,210,101191,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,-30,10420101,1.0,1.0,101191
1042,1.0,200,101191,2,bgm_M64,-100,1,-260,10,100,0.8,2,0,0,1.2,-30,0,10420102,1.0,1.0,101191
1042,1.0,200,101191,3,bgm_M64,65,1,-10,0,100,0.9,3,-30,-15,1.4,-30,-10,10420103,1.0,1.0,101451
1042,1.0,200,101191,4,bgm_M64,-110,1,190,0,100,0.65,4,0,0,1.1,-30,0,10420104,1.0,1.0,101191
1042,1.0,280,101192,5,bgm_M55,-70,1,485,-10,200,1.1,5,-50,0,1.3,-30,-45,10420105,1.2,1.0,101192
1043,0.85,210,101201,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10430101,1.0,1.0,101201
1043,1.1,240,101201,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10430102,1.0,1.0,101201
1043,1.0,200,101201,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10430103,1.0,1.0,101201
1043,1.0,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,43,0,1.0,-30,0,10430104,1.0,1.0,101201
1043,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10430105,1.0,1.0,101202
1044,0.85,210,101291,1,bgm_M64,-120,1,-480,10,100,0.6,1,0,0,0.8,-30,0,10440101,1.0,1.0,101291
1044,1.1,240,101291,2,bgm_M64,-120,1,-260,10,100,0.75,2,0,0,1.2,-30,0,10440102,1.0,1.0,101291
1044,2.2,200,101291,3,bgm_M64,65,1,-40,0,100,1.55,3,0,-15,2.3,-30,-10,10440103,1.0,1.0,101291
1044,1.0,200,101291,4,bgm_M64,-110,1,150,0,100,1.1,4,0,0,1.2,-30,0,10440104,1.0,1.0,101291
1044,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10440105,1.0,1.0,101292
1045,0.7,210,101301,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10450101,1.0,1.0,101301
1045,1.0,200,101301,2,bgm_M64,-120,1,-260,10,100,0.9,2,0,0,1.2,-30,0,10450102,1.0,1.0,101301
1045,1.0,200,101301,3,bgm_M64,100,1,-50,-10,200,0.93,3,-30,0,1.4,-30,-10,10450103,1.0,1.0,101301
1045,1.0,200,101301,4,bgm_M64,-100,1,100,0,100,0.9,4,15,0,1.3,-30,0,10450104,1.0,1.0,101301
1045,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10450105,1.0,1.0,101302
1046,0.85,210,101441,1,bgm_M64,-130,1,-450,10,100,0.575,1,0,0,0.8,-30,0,10460101,1.0,1.0,101161
1046,0.7,200,101441,2,bgm_M64,-120,1,-250,10,200,0.75,2,0,0,1.0,-30,0,10460102,1.0,1.0,101161
1046,1.1,200,101441,3,bgm_M64,50,1,-10,0,100,0.8,3,0,-15,1.2,-30,-10,10460103,1.0,1.0,101161
1046,1.0,200,101441,4,bgm_M64,-100,1,210,0,150,0.8,4,43,0,1.0,-30,0,10460104,1.0,1.0,101161
1046,1.1,230,101442,5,bgm_M55,-70,1,470,10,100,0.95,5,-35,-20,1.2,-30,-30,10460105,1.0,1.0,101162
1047,0.7,210,101451,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10470101,1.0,1.0,101451
1047,1.0,200,101451,2,bgm_M64,-120,1,-250,10,100,0.9,2,0,0,1.2,-30,0,10470102,1.0,1.0,101451
1047,1.0,200,101451,3,bgm_M64,50,1,-20,0,100,0.9,3,-30,-15,1.4,-30,-10,10470103,1.0,1.0,101451
1047,0.85,200,101451,4,bgm_M64,-100,1,200,0,100,0.8,4,0,0,1.0,-30,0,10470104,1.0,1.0,101451
1047,1.4,290,101452,5,bgm_M55,-70,1,510,0,100,1.25,5,-35,0,1.55,-30,-50,10470105,1.2,1.0,101452
1048,0.7,210,101561,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10480101,1.0,1.0,101451
1048,1.1,240,101561,2,bgm_M64,-120,1,-240,0,100,0.75,2,0,0,1.2,-30,0,10480102,1.0,1.0,101451
1048,0.55,200,101561,3,bgm_M64,0,1,-10,0,150,0.6,3,-50,-13,0.9,-30,-60,10480103,1.4,1.0,101451
1048,1.0,200,101561,4,bgm_M64,-100,1,195,0,100,0.7,4,20,0,1.1,-30,0,10480104,1.0,1.0,101451
1048,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10480105,1.4,1.0,101452
1049,0.7,210,101001,1,bgm_M64,-120,1,-480,10,100,0.58,1,0,0,0.8,-30,-30,10490101,1.0,1.0,101001
1049,1.1,200,101001,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10490102,1.0,1.0,101001
1049,1.0,200,101001,3,bgm_M64,65,1,-25,0,200,0.9,3,-30,-15,1.4,-30,-10,10490103,1.0,1.0,101001
1049,1.0,200,101001,4,bgm_M64,-120,1,200,0,150,0.9,4,-30,0,1.1,-30,0,10490104,1.0,1.0,101001
1049,1.0,250,101011,5,bgm_M55,-40,1,480,0,200,1.2,5,0,0,1.3,-30,0,10490105,1.2,1.0,101011
1050,0.9,210,101021,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10500101,1.0,1.0,101021
1050,1.1,240,101021,2,bgm_M64,-120,1,-240,0,100,0.75,2,0,0,1.2,-30,0,10500102,1.0,1.0,101021
1050,0.8,200,101021,3,bgm_M64,65,1,-10,5,100,0.6,3,0,-5,0.9,-30,-10,10500103,1.0,1.0,101021
1050,1.0,200,101021,4,bgm_M64,-110,1,190,0,100,0.65,4,0,0,1.1,-30,0,10500104,1.0,1.0,101021
1050,1.6,220,101031,5,bgm_M55,0,1,440,0,200,1.4,5,0,0,1.8,-30,0,10500105,1.0,1.0,101031
1051,0.7,210,101041,1,bgm_M64,-130,1,-450,10,100,0.58,1,0,0,0.8,-30,-30,10510101,1.0,1.0,101041
1051,0.7,200,101041,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10510102,1.0,1.0,101041
1051,1.0,200,101041,3,bgm_M64,70,1,-35,10,100,0.75,3,-10,-15,1.3,-30,-10,10510103,1.0,1.0,101041
1051,1.0,200,101041,4,bgm_M64,-110,1,150,0,100,1.0,4,0,0,1.4,-30,0,10510104,1.0,1.0,101041
1051,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10510105,1.0,1.3,101042
1052,0.7,210,101161,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10520101,1.0,1.0,101161
1052,1.1,240,101161,2,bgm_M64,-100,1,-260,0,100,0.75,2,0,0,1.2,-30,0,10520102,1.0,1.0,101161
1052,1.0,200,101161,3,bgm_M64,65,1,-10,5,100,0.65,3,0,-5,1.1,-30,-10,10520103,1.0,1.0,101161
1052,1.0,200,101161,4,bgm_M64,-50,1,240,0,100,0.8,4,-30,0,1.3,-30,0,10520104,1.0,1.0,101161
1052,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,-40,1.15,-30,-45,10520105,1.0,1.3,101162
1053,0.85,210,101171,1,bgm_M64,-120,1,-480,10,120,0.5,1,0,0,0.8,-30,0,10530101,1.0,1.0,101171
1053,1.1,200,101171,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10530102,1.0,1.0,101171
1053,2.2,200,101171,3,bgm_M64,65,1,-25,0,100,1.55,3,0,-15,2.3,-30,-10,10530103,1.0,1.0,101171
1053,1.0,200,101171,4,bgm_M64,-100,1,200,0,100,0.9,4,-30,0,1.5,-30,0,10530104,1.0,1.0,101171
1053,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10530105,1.0,1.0,101172
1054,0.9,210,101191,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10540101,1.0,1.0,101191
1054,0.7,200,101191,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10540102,1.0,1.0,101191
1054,1.1,200,101191,3,bgm_M64,50,1,-10,0,100,0.8,3,0,-15,1.2,-30,-10,10540103,1.0,1.0,101191
1054,1.0,200,101191,4,bgm_M64,-90,1,190,0,200,1.0,4,0,0,1.5,-30,0,10540104,1.0,1.0,101191
1054,1.0,280,101192,5,bgm_M55,-70,1,485,-10,200,1.1,5,-50,0,1.3,-30,-45,10540105,1.2,1.0,101192
1055,0.85,210,101201,1,bgm_M64,-120,1,-480,10,120,0.5,1,0,0,0.8,-30,0,10550101,1.0,1.0,101201
1055,1.0,240,101201,2,bgm_M64,-120,1,-250,0,250,0.7,2,-30,0,1.0,-30,-30,10550102,1.0,1.0,101201
1055,1.0,200,101201,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10550103,1.0,1.0,101201
1055,1.0,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,43,0,1.0,-30,0,10550104,1.0,1.0,101201
1055,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10550105,1.0,1.0,101202
1056,0.7,210,101291,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10560101,1.0,1.0,101291
1056,1.1,240,101291,2,bgm_M64,-100,1,-260,0,100,0.75,2,0,0,1.2,-30,0,10560102,1.0,1.0,101291
1056,1.0,200,101291,3,bgm_M64,50,1,-35,0,100,0.9,3,-30,-15,1.4,-30,-10,10560103,1.0,1.0,101291
1056,1.0,200,101291,4,bgm_M64,-120,1,190,0,150,0.9,4,-30,0,1.1,-30,0,10560104,1.0,1.0,101291
1056,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10560105,1.0,1.0,101292
1057,0.9,210,101301,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10570101,1.0,1.0,101301
1057,1.1,200,101301,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10570102,1.0,1.0,101301
1057,1.0,200,101301,3,bgm_M64,100,1,-50,-10,200,0.93,3,-30,0,1.4,-30,-10,10570103,1.0,1.0,101301
1057,1.0,200,101301,4,bgm_M64,-110,1,190,0,100,0.9,4,0,0,1.2,-30,0,10570104,1.0,1.0,101301
1057,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10570105,1.0,1.0,101302
1058,0.7,210,101441,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10580101,1.0,1.0,101441
1058,1.0,240,101441,2,bgm_M64,-120,1,-250,0,250,0.7,2,-30,0,1.0,-30,-30,10580102,1.0,1.0,101441
1058,1.0,200,101441,3,bgm_M64,70,1,-5,10,100,0.75,3,-10,-15,1.3,-30,-10,10580103,1.0,1.0,101441
1058,1.0,200,101441,4,bgm_M64,-100,1,210,10,100,0.8,4,20,0,1.1,-30,0,10580104,1.0,1.0,101441
1058,1.1,230,101442,5,bgm_M55,-70,1,470,10,100,0.95,5,-35,-20,1.2,-30,-30,10580105,1.0,1.0,101442
1059,0.9,210,101451,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10590101,1.0,1.0,101451
1059,0.7,200,101451,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10590102,1.0,1.0,101451
1059,0.55,200,101451,3,bgm_M64,0,1,-10,0,150,0.6,3,-50,-13,0.9,-30,-60,10590103,1.4,1.0,101451
1059,0.7,200,101451,4,bgm_M64,-120,1,200,0,100,0.7,4,0,0,1.0,-30,0,10590104,1.0,1.0,101451
1059,1.4,290,101452,5,bgm_M55,-70,1,510,0,100,1.25,5,-35,0,1.55,-30,-50,10590105,1.2,1.0,101452
1060,0.85,210,101561,1,bgm_M64,-120,1,-480,10,120,0.5,1,0,0,0.8,-30,0,10600101,1.0,1.0,101561
1060,1.1,200,101561,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10600102,1.0,1.0,101561
1060,1.0,200,101561,3,bgm_M64,65,1,-25,0,200,0.9,3,-30,-15,1.4,-30,-10,10600103,1.0,1.0,101561
1060,1.0,200,101561,4,bgm_M64,-110,1,190,0,100,0.65,4,0,0,1.1,-30,0,10600104,1.0,1.0,101561
1060,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10600105,1.4,1.0,101562
1061,0.7,210,101001,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10610101,1.0,1.0,101001
1061,1.1,240,101001,2,bgm_M64,-100,1,-260,0,100,0.75,2,0,0,1.2,-30,0,10610102,1.0,1.0,101001
1061,1.0,200,101001,3,bgm_M64,65,1,-10,0,100,1.0,3,-30,-15,1.4,-30,-10,10610103,1.0,1.0,101001
1061,1.0,200,101001,4,bgm_M64,-110,1,200,0,100,1.0,4,0,0,1.4,-30,0,10610104,1.0,1.0,101001
1061,1.0,250,101011,5,bgm_M55,-40,1,480,0,200,1.2,5,0,0,1.3,-30,0,10610105,1.2,1.0,101011
1063,0.85,210,101021,1,bgm_M64,-120,1,-480,10,120,0.5,1,0,0,0.8,-30,0,10630101,1.0,1.0,101021
1063,1.0,240,101021,2,bgm_M64,-120,1,-250,0,250,0.7,2,-30,0,1.0,-30,-30,10630102,1.0,1.0,101021
1063,1.0,200,101021,3,bgm_M64,70,1,-10,0,100,0.9,3,0,0,1.3,-30,0,10630103,1.0,1.0,101021
1063,1.0,200,101021,4,bgm_M64,-70,1,240,0,100,0.8,4,-30,0,1.2,-30,0,10630104,1.0,1.0,101021
1063,1.6,220,101031,5,bgm_M55,0,1,470,0,200,1.4,5,0,0,1.8,-30,0,10630105,1.0,1.0,101031
1064,0.9,210,101041,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10640101,1.0,1.0,101041
1064,0.7,200,101041,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10640102,1.0,1.0,101041
1064,1.0,200,101041,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10640103,1.0,1.0,101041
1064,1.0,200,101041,4,bgm_M64,-100,1,200,0,100,0.9,4,-30,0,1.5,-30,0,10640104,1.0,1.0,101041
1064,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10640105,1.0,1.3,101042
1065,0.7,210,101161,1,bgm_M64,-120,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10650101,1.0,1.0,101161
1065,1.1,240,101161,2,bgm_M64,-100,1,-260,0,100,0.75,2,0,0,1.2,-30,0,10650102,1.0,1.0,101161
1065,1.0,200,101161,3,bgm_M64,65,1,-10,5,100,0.65,3,0,-5,1.1,-30,-10,10650103,1.0,1.0,101161
1065,0.85,200,101161,4,bgm_M64,-100,1,200,0,100,0.8,4,0,0,1.0,-30,0,10650104,1.0,1.0,101161
1065,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,-40,1.15,-30,-45,10650105,1.0,1.3,101162
1066,0.85,210,101171,1,bgm_M64,-120,1,-480,10,120,0.5,1,0,0,0.8,-30,0,10660101,1.0,1.0,101171
1066,1.0,240,101171,2,bgm_M64,-120,1,-250,0,250,0.7,2,-30,0,1.0,-30,-30,10660102,1.0,1.0,101171
1066,1.1,200,101171,3,bgm_M64,65,1,0,0,100,0.8,3,0,-10,1.15,-30,-10,10660103,1.0,1.0,101171
1066,1.3,200,101171,4,bgm_M64,5,1,230,0,100,0.9,4,0,0,1.35,-30,-10,10660104,1.0,1.0,101171
1066,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10660105,1.0,1.0,101172
1067,0.7,210,101191,1,bgm_M64,-50,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10670101,1.0,1.0,101191
1067,1.1,200,101191,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10670102,1.0,1.0,101191
1067,1.0,200,101191,3,bgm_M64,50,1,-20,0,100,0.9,3,-30,-15,1.4,-30,-10,10670103,1.0,1.0,101191
1067,1.0,200,101191,4,bgm_M64,-90,1,200,0,200,1.0,4,0,0,1.5,-30,0,10670104,1.0,1.0,101191
1067,1.0,280,101192,5,bgm_M55,-70,1,485,-10,200,1.1,5,-50,0,1.3,-30,-45,10670105,1.2,1.0,101192
1068,1.1,210,101201,1,bgm_M64,0,1,-470,10,100,0.8,1,20,0,1.45,-30,0,10680101,1.0,1.0,101201
1068,0.7,200,101201,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10680102,1.0,1.0,101201
1068,1.0,200,101201,3,bgm_M64,70,1,-5,10,100,0.75,3,-10,-15,1.3,-30,-10,10680103,1.0,1.0,101201
1068,1.0,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,43,0,1.0,-30,0,10680104,1.0,1.0,101201
1068,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10680105,1.0,1.0,101202
1069,0.9,210,101291,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10690101,1.0,1.0,101291
1069,1.1,240,101291,2,bgm_M64,-25,1,-225,0,100,0.75,2,0,0,1.2,-30,0,10690102,1.0,1.0,101291
1069,2.2,200,101291,3,bgm_M64,65,1,0,0,100,1.55,3,0,-15,2.3,-30,-10,10690103,1.0,1.0,101291
1069,1.0,200,101291,4,bgm_M64,-110,1,190,0,100,0.65,4,0,0,1.1,-30,0,10690104,1.0,1.0,101291
1069,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10690105,1.0,1.0,101292
1070,0.7,210,101301,1,bgm_M64,-50,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10700101,1.0,1.0,101301
1070,0.7,200,101301,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10700102,1.0,1.0,101301
1070,1.0,200,101301,3,bgm_M64,100,1,-50,-10,200,0.93,3,-30,0,1.4,-30,-10,10700103,1.0,1.0,101301
1070,1.0,200,101301,4,bgm_M64,-120,1,190,0,150,0.9,4,-30,0,1.1,-30,0,10700104,1.0,1.0,101301
1070,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10700105,1.0,1.0,101302
1071,1.1,210,101441,1,bgm_M64,0,1,-470,10,100,0.8,1,20,0,1.45,-30,0,10710101,1.0,1.0,101441
1071,1.0,240,101441,2,bgm_M64,-120,1,-250,0,250,0.7,2,-30,0,1.0,-30,-30,10710102,1.0,1.0,101441
1071,1.0,200,101441,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10710103,1.0,1.0,101441
1071,0.7,200,101441,4,bgm_M64,-120,1,200,0,100,0.7,4,0,0,1.0,-30,0,10710104,1.0,1.0,101441
1071,1.1,230,101442,5,bgm_M55,-70,1,470,10,100,0.95,5,-35,-20,1.2,-30,-30,10710105,1.0,1.0,101442
1072,0.9,210,101451,1,bgm_M64,-110,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10720101,1.0,1.0,101451
1072,1.1,240,101451,2,bgm_M64,-25,1,-225,0,100,0.75,2,0,0,1.2,-30,0,10720102,1.0,1.0,101451
1072,1.0,200,101451,3,bgm_M64,65,1,-10,0,100,1.0,3,-30,-15,1.4,-30,-10,10720103,1.0,1.0,101451
1072,1.0,200,101451,4,bgm_M64,-100,1,210,10,100,0.8,4,20,0,1.1,-30,0,10720104,1.0,1.0,101451
1072,1.4,290,101452,5,bgm_M55,-70,1,510,0,100,1.25,5,-35,0,1.55,-30,-50,10720105,1.2,1.0,101452
1073,0.9,210,101561,1,bgm_M64,0,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10730101,1.0,1.0,101561
1073,1.1,200,101561,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10730102,1.0,1.0,101561
1073,1.0,200,101561,3,bgm_M64,65,1,-10,5,100,0.65,3,0,-5,1.1,-30,-10,10730103,1.0,1.0,101561
1073,1.0,200,101561,4,bgm_M64,-110,1,200,0,100,1.0,4,0,0,1.4,-30,0,10730104,1.0,1.0,101561
1073,1.35,290,101562,5,bgm_M55,-70,1,460,0,400,1.25,5,-60,0,1.55,-30,-50,10730105,1.4,1.0,101562
1074,0.7,210,101001,1,bgm_M64,-50,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10740101,1.0,1.0,101001
1074,1.1,240,101001,2,bgm_M64,-110,1,-260,0,200,0.9,2,10,0,1.35,-30,10,10740102,1.0,1.0,101001
1074,1.0,200,101001,3,bgm_M64,70,1,-5,10,100,0.75,3,-10,-15,1.15,-30,-10,10740103,1.0,1.0,101001
1074,1.0,200,101001,4,bgm_M64,-110,1,190,0,100,0.9,4,0,0,1.2,-30,0,10740104,1.0,1.0,101001
1074,1.0,250,101011,5,bgm_M55,-40,1,480,0,200,1.2,5,0,0,1.3,-30,0,10740105,1.2,1.0,101011
1075,1.1,210,101021,1,bgm_M64,0,1,-470,10,100,0.8,1,20,0,1.45,-30,0,10750101,1.0,1.0,101021
1075,0.7,200,101021,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,0,10750102,1.0,1.0,101021
1075,0.55,200,101021,3,bgm_M64,0,1,-10,0,150,0.6,3,-50,-13,0.9,-30,-60,10750103,1.4,1.0,101021
1075,1.0,200,101021,4,bgm_M64,-100,1,200,0,100,0.9,4,-30,0,1.5,-30,0,10750104,1.0,1.0,101021
1075,1.6,220,101031,5,bgm_M55,0,1,470,0,200,1.4,5,0,0,1.8,-30,0,10750105,1.0,1.0,101031
1076,0.9,210,101041,1,bgm_M64,-110,1,-480,10,170,0.575,1,-25,0,1.0,-30,-30,10760101,1.0,1.0,101041
1076,1.0,240,101041,2,bgm_M64,-20,1,-230,0,250,0.7,2,-30,0,1.0,-30,-30,10760102,1.0,1.0,101041
1076,1.0,200,101041,3,bgm_M64,-120,1,15,0,100,0.9,3,-30,-15,1.4,-30,-10,10760103,1.0,1.0,101041
1076,1.0,200,101041,4,bgm_M64,40,1,200,0,300,0.8,4,-60,0,1.3,-30,-50,10760104,1.0,1.0,101041
1076,1.35,210,101042,5,bgm_M55,-55,1,450,0,150,1.1,5,-50,0,1.8,-30,0,10760105,1.0,1.3,101042
1077,0.7,210,101161,1,bgm_M64,-50,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10770101,1.0,1.0,101161
1077,1.1,200,101161,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10770102,1.0,1.0,101161
1077,1.0,200,101161,3,bgm_M64,70,1,-10,0,100,0.9,3,0,0,1.3,-30,0,10770103,1.0,1.0,101161
1077,1.0,200,101161,4,bgm_M64,-90,1,200,0,200,1.0,4,0,0,1.5,-30,0,10770104,1.0,1.0,101161
1077,1.0,280,101162,5,bgm_M55,-70,1,485,-10,270,0.9,5,-50,-40,1.15,-30,-45,10770105,1.0,1.3,101162
1078,0.9,210,101171,1,bgm_M64,-90,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10780101,1.0,1.0,101171
1078,1.1,240,101171,2,bgm_M64,20,1,-225,0,100,0.75,2,0,0,1.2,-30,0,10780102,1.0,1.0,101171
1078,1.1,200,101171,3,bgm_M64,-65,1,0,0,100,0.8,3,0,-10,1.15,-30,-10,10780103,1.0,1.0,101171
1078,0.9,200,101171,4,bgm_M64,0,1,230,0,100,0.65,4,0,0,1.0,-30,-10,10780104,1.0,1.0,101171
1078,1.0,250,101172,5,bgm_M55,-30,1,475,10,200,1.0,5,-50,-20,1.45,-30,0,10780105,1.0,1.0,101172
1079,0.7,210,101191,1,bgm_M64,-50,1,-480,10,250,0.6,1,0,0,0.8,-30,-30,10790101,1.0,1.0,101191
1079,1.1,240,101191,2,bgm_M64,-110,1,-260,0,200,0.9,2,10,0,1.35,-30,10,10790102,1.0,1.0,101191
1079,1.0,200,101191,3,bgm_M64,65,1,-10,0,100,0.8,3,0,-15,1.1,-30,-10,10790103,1.0,1.0,101191
1079,1.3,200,101191,4,bgm_M64,5,1,230,0,100,0.9,4,0,0,1.35,-30,-10,10790104,1.0,1.0,101191
1079,1.0,280,101192,5,bgm_M55,-70,1,485,-10,200,1.1,5,-50,0,1.3,-30,-45,10790105,1.2,1.0,101192
1080,1.1,210,101201,1,bgm_M64,0,1,-470,10,100,0.85,1,0,0,1.35,-30,0,10800101,1.0,1.0,101201
1080,0.8,200,101201,2,bgm_M64,-120,1,-250,10,200,0.65,2,0,0,1.0,-30,-5,10800102,1.0,1.0,101201
1080,0.8,200,101201,3,bgm_M64,70,1,-5,10,100,0.6,3,0,-15,1.2,-30,0,10800103,1.0,1.0,101201
1080,0.9,200,101201,4,bgm_M64,-110,1,190,0,100,0.7,4,10,0,1.0,-30,-15,10800104,1.0,1.0,101201
1080,1.0,250,101202,5,bgm_M55,-30,1,475,10,100,1.0,5,-50,-20,1.45,-30,-45,10800105,1.0,1.0,101202
1081,0.9,210,101291,1,bgm_M64,-100,1,-480,10,170,0.575,1,-25,0,1.0,-30,-30,10810101,1.0,1.0,101291
1081,0.8,240,101291,2,bgm_M64,-10,1,-230,0,250,0.7,2,-30,0,1.0,-30,-30,10810102,1.0,1.0,101291
1081,1.0,200,101291,3,bgm_M64,-110,1,-10,5,100,0.75,3,0,-15,1.2,-30,-10,10810103,1.0,1.0,101291
1081,1.0,200,101291,4,bgm_M64,55,1,200,-20,300,0.8,4,-50,-10,1.3,-30,-50,10810104,1.0,1.0,101291
1081,1.0,230,101292,5,bgm_M55,-15,1,490,30,100,1.1,5,15,-20,1.45,-30,30,10810105,1.0,1.0,101292
1082,1.1,210,101301,1,bgm_M64,0,1,-470,10,100,0.8,1,20,0,1.45,-30,0,10820101,1.0,1.0,101301
1082,1.1,200,101301,2,bgm_M64,-120,1,-270,10,100,0.75,2,0,0,1.2,-30,0,10820102,1.0,1.0,101301
1082,2.2,200,101301,3,bgm_M64,65,1,0,0,100,1.55,3,0,-15,2.3,-30,-10,10820103,1.0,1.0,101301
1082,0.7,200,101301,4,bgm_M64,-120,1,200,0,100,0.7,4,0,0,1.0,-30,0,10820104,1.0,1.0,101301
1082,1.1,270,101302,5,bgm_M55,-55,1,470,10,100,1.0,5,-15,-20,1.2,-30,-30,10820105,1.0,1.0,101302
1083,0.9,210,101441,1,bgm_M64,0,1,-450,10,170,0.575,1,-25,0,1.0,-30,-30,10830101,1.0,1.0,101441
