id,icon_name,effect_name,quest_id,description
200103406,9,"HP 흡수 감소",82001034,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200103501,13,"물 속성 보너스 (특대) 증가",82001035,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200103502,11,"심역 몬스터",82001035,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200103503,17,"TP 상승 최대치 부여",82001035,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200103504,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001035,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200103505,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001035,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200103506,9,"HP 흡수 감소",82001035,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200103601,25,"위험 영역",82001036,"전투 중, 「물리 크리티컬 데미지 감소」, 「마법 크리티컬 데미지 감소」, 「마법 크리티컬 데미지 증가」 효과가 발동한다."
200103602,13,"물 속성 보너스 (특대) 증가",82001036,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200103603,11,"심역 몬스터",82001036,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200103604,17,"TP 상승 최대치 부여",82001036,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200103605,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001036,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200103606,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001036,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200103607,9,"HP 흡수 감소",82001036,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200103608,22,"물리 크리티컬 데미지 감소",82001036,"전투 시작 시, 모든 캐릭터의 물리 크리티컬 데미지 (절대) 감소"
200103609,23,"마법 크리티컬 데미지 감소",82001036,"전투 시작 시, 모든 캐릭터의 마법 크리티컬 데미지 (절대) 감소"
200103610,21,"마법 크리티컬 데미지 증가",82001036,"전투 시작 시, 가장 멀리 있는 2명의 마법 크리티컬 데미지 (절대) 증가"
200103701,13,"물 속성 보너스 (특대) 증가",82001037,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200103702,11,"심역 몬스터",82001037,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200103703,17,"TP 상승 최대치 부여",82001037,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200103704,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001037,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200103705,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001037,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200103706,9,"HP 흡수 감소",82001037,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200103801,13,"물 속성 보너스 (특대) 증가",82001038,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200103802,11,"심역 몬스터",82001038,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200103803,17,"TP 상승 최대치 부여",82001038,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200103804,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001038,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200103805,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001038,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200103806,9,"HP 흡수 감소",82001038,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200103901,13,"물 속성 보너스 (특대) 증가",82001039,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200103902,11,"심역 몬스터",82001039,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200103903,17,"TP 상승 최대치 부여",82001039,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200103904,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001039,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200103905,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001039,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200103906,9,"HP 흡수 감소",82001039,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104001,13,"물 속성 보너스 (특대) 증가",82001040,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104002,11,"심역 몬스터",82001040,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104003,17,"TP 상승 최대치 부여",82001040,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104004,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001040,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104005,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001040,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104006,9,"HP 흡수 감소",82001040,"전투 시작 시 모든 캐릭터의 HP 흡수가 (특대) 감소한다."
200104007,boss_tp_down_cut,"TP 감소 컷",82001040,"전투 시작 시 모든 몬스터의  TP 감소 100％ 컷 상태가 된다."
200104008,8,"마법 방어력 감소",82001040,"전투 시작 시 모든 캐릭터의 마법 방어력이 (대) 감소한다."
200104101,13,"물 속성 보너스 (특대) 증가",82001041,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104102,11,"심역 몬스터",82001041,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104103,17,"TP 상승 최대치 부여",82001041,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104104,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001041,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104105,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001041,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104106,9,"HP 흡수 감소",82001041,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104201,13,"물 속성 보너스 (특대) 증가",82001042,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104202,11,"심역 몬스터",82001042,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104203,17,"TP 상승 최대치 부여",82001042,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104204,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001042,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104205,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001042,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104206,9,"HP 흡수 감소",82001042,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104301,13,"물 속성 보너스 (특대) 증가",82001043,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104302,11,"심역 몬스터",82001043,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104303,17,"TP 상승 최대치 부여",82001043,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104304,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001043,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104305,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001043,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104306,9,"HP 흡수 감소",82001043,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104401,13,"물 속성 보너스 (특대) 증가",82001044,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104402,11,"심역 몬스터",82001044,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104403,17,"TP 상승 최대치 부여",82001044,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104404,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001044,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104405,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001044,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104406,9,"HP 흡수 감소",82001044,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104501,13,"물 속성 보너스 (특대) 증가",82001045,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104502,11,"심역 몬스터",82001045,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104503,17,"TP 상승 최대치 부여",82001045,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104504,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001045,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104505,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001045,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104506,9,"HP 흡수 감소",82001045,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104601,25,"위험 영역",82001046,"전투 중, 「반격 배리어」 효과가 발동한다."
200104602,13,"물 속성 보너스 (특대) 증가",82001046,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104603,11,"심역 몬스터",82001046,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104604,17,"TP 상승 최대치 부여",82001046,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104605,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001046,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104606,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001046,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104607,9,"HP 흡수 감소",82001046,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104608,24,"반격 배리어",82001046,"전투 시작 시, 모든 몬스터에게 공격해 온 캐릭터에게 20000 데미지를 입히는 반격 배리어를 5개 부여"
200104701,13,"물 속성 보너스 (특대) 증가",82001047,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104702,11,"심역 몬스터",82001047,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104703,17,"TP 상승 최대치 부여",82001047,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104704,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001047,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104705,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001047,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104706,9,"HP 흡수 감소",82001047,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104801,13,"물 속성 보너스 (특대) 증가",82001048,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104802,11,"심역 몬스터",82001048,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104803,17,"TP 상승 최대치 부여",82001048,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104804,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001048,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104805,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001048,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104806,9,"HP 흡수 감소",82001048,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200104901,13,"물 속성 보너스 (특대) 증가",82001049,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200104902,11,"심역 몬스터",82001049,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200104903,17,"TP 상승 최대치 부여",82001049,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200104904,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001049,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200104905,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001049,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200104906,9,"HP 흡수 감소",82001049,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105001,13,"물 속성 보너스 (특대) 증가",82001050,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105002,11,"심역 몬스터",82001050,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105003,17,"TP 상승 최대치 부여",82001050,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105004,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001050,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105005,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001050,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105006,9,"HP 흡수 감소",82001050,"전투 시작 시 모든 캐릭터의 HP 흡수가 (특대) 감소한다."
200105007,boss_tp_down_cut,"TP 감소 컷",82001050,"전투 시작 시 모든 몬스터의  TP 감소 100％ 컷 상태가 된다."
200105008,boss_physics_cut,"물리 데미지 컷",82001050,"전투 시작 시, 모든 몬스터가 물리 데미지 50％ 컷 상태가 된다."
200105101,13,"물 속성 보너스 (특대) 증가",82001051,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105102,11,"심역 몬스터",82001051,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105103,17,"TP 상승 최대치 부여",82001051,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105104,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001051,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105105,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001051,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105106,9,"HP 흡수 감소",82001051,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105201,13,"물 속성 보너스 (특대) 증가",82001052,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105202,11,"심역 몬스터",82001052,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105203,17,"TP 상승 최대치 부여",82001052,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105204,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001052,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105205,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001052,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105206,9,"HP 흡수 감소",82001052,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105301,13,"물 속성 보너스 (특대) 증가",82001053,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105302,11,"심역 몬스터",82001053,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105303,17,"TP 상승 최대치 부여",82001053,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105304,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001053,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105305,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001053,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105306,9,"HP 흡수 감소",82001053,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105401,13,"물 속성 보너스 (특대) 증가",82001054,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105402,11,"심역 몬스터",82001054,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105403,17,"TP 상승 최대치 부여",82001054,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105404,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001054,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105405,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001054,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105406,9,"HP 흡수 감소",82001054,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105501,13,"물 속성 보너스 (특대) 증가",82001055,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105502,11,"심역 몬스터",82001055,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105503,17,"TP 상승 최대치 부여",82001055,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105504,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001055,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105505,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001055,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105506,9,"HP 흡수 감소",82001055,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105601,25,"위험 영역",82001056,"전투 중, 「중독 부여」 효과가 발동한다. "
200105602,13,"물 속성 보너스 (특대) 증가",82001056,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105603,11,"심역 몬스터",82001056,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105604,17,"TP 상승 최대치 부여",82001056,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105605,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001056,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105606,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001056,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105607,9,"HP 흡수 감소",82001056,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105608,10,"중독 부여",82001056,"전투 시작 시 모든 캐릭터에게 중독 상태를 부여한다."
200105701,13,"물 속성 보너스 (특대) 증가",82001057,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105702,11,"심역 몬스터",82001057,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105703,17,"TP 상승 최대치 부여",82001057,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105704,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001057,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105705,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001057,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105706,9,"HP 흡수 감소",82001057,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105801,13,"물 속성 보너스 (특대) 증가",82001058,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105802,11,"심역 몬스터",82001058,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105803,17,"TP 상승 최대치 부여",82001058,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105804,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001058,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105805,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001058,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105806,9,"HP 흡수 감소",82001058,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200105901,13,"물 속성 보너스 (특대) 증가",82001059,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200105902,11,"심역 몬스터",82001059,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200105903,17,"TP 상승 최대치 부여",82001059,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200105904,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001059,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
200105905,boss_magic_def_lower_limit,"마법 방어력(감소 불가) 증가",82001059,"전투 시작 시, 모든 몬스터의 마법 방어력 (대) 증가. 이 효과는 마법 방어력 감소의 영향을 받지 않는다."
200105906,9,"HP 흡수 감소",82001059,"전투 시작 시 모든 캐릭터의 HP 흡수가 (대) 감소한다."
200106001,13,"물 속성 보너스 (특대) 증가",82001060,"물 속성 캐릭터가 4명 이상 편성되었을 때 캐릭터의 속성 보너스를 강화한다. 물 속성 이외의 속성 보너스는 무효화된다."
200106002,11,"심역 몬스터",82001060,"모든 몬스터의 한 번의 행동으로 받는 데미지 수치가 감쇠된다. 데미지 수치가 상승할수록 감쇠율도 상승한다."
200106003,17,"TP 상승 최대치 부여",82001060,"전투 시작 시 모든 캐릭터의 TP 상승 최대치를 150으로 만든다."
200106004,boss_def_lower_limit,"물리 방어력(감소 불가) 증가",82001060,"전투 시작 시, 모든 몬스터의 물리 방어력 (대) 증가. 이 효과는 물리 방어력 감소의 영향을 받지 않는다."
