mode,id,enemy_identify,floor_position_x,floor_position_y,disp_order,floor_scale,quest_id,enemy_id
0,507,3,49.0,13.0,1,0.65,320110507,0
0,508,1,-40.0,30.0,1,0.75,320110508,0
0,509,1,20.0,50.0,1,1.2,320110509,0
0,510,1,-20.0,-35.0,1,1.1,320110510,0
0,511,1,-74.0,40.0,2,0.7,320120106,502012101
0,512,2,10.0,67.0,3,1.0,320120106,502012103
0,513,3,43.5,11.0,1,0.65,320120106,0
0,514,1,-98.0,50.0,2,0.7,320120107,502012106
0,515,2,0.0,72.0,3,1.0,320120107,502012108
0,516,3,49.0,13.0,1,0.65,320120107,0
0,517,1,10.0,30.0,1,1.2,320120108,0
0,518,1,40.0,40.0,1,0.9,320120109,0
0,519,1,-20.0,-35.0,1,1.1,320120110,0
0,520,1,-74.0,40.0,2,0.7,320120206,502012201
0,521,2,10.0,67.0,3,1.0,320120206,502012203
0,522,3,43.5,11.0,1,0.65,320120206,0
0,523,1,-98.0,50.0,2,0.7,320120207,502012206
0,524,2,0.0,72.0,3,1.0,320120207,502012208
0,525,3,49.0,13.0,1,0.65,320120207,0
0,526,1,10.0,30.0,1,1.2,320120208,0
0,527,1,40.0,40.0,1,0.9,320120209,0
0,528,1,-20.0,-35.0,1,1.1,320120210,0
0,529,1,-74.0,40.0,2,0.7,320120306,502012301
0,530,2,10.0,67.0,3,1.0,320120306,502012303
0,531,3,43.5,11.0,1,0.65,320120306,0
0,532,1,-98.0,50.0,2,0.7,320120307,502012306
0,533,2,0.0,72.0,3,1.0,320120307,502012308
0,534,3,49.0,13.0,1,0.65,320120307,0
0,535,1,10.0,30.0,1,1.2,320120308,0
0,536,1,40.0,40.0,1,0.9,320120309,0
0,537,1,-20.0,-35.0,1,1.1,320120310,0
0,538,1,-74.0,40.0,2,0.7,320120406,502012401
0,539,2,10.0,67.0,3,1.0,320120406,502012403
0,540,3,43.5,11.0,1,0.65,320120406,0
0,541,1,-98.0,50.0,2,0.7,320120407,502012406
0,542,2,0.0,72.0,3,1.0,320120407,502012408
0,543,3,49.0,13.0,1,0.65,320120407,0
0,544,1,10.0,30.0,1,1.2,320120408,0
0,545,1,40.0,40.0,1,0.9,320120409,0
0,546,1,-20.0,-35.0,1,1.1,320120410,0
0,547,1,-74.0,40.0,2,0.7,320120506,502012501
0,548,2,10.0,67.0,3,1.0,320120506,502012503
0,549,3,43.5,11.0,1,0.65,320120506,0
0,550,1,-98.0,50.0,2,0.7,320120507,502012506
0,551,2,0.0,72.0,3,1.0,320120507,502012508
0,552,3,49.0,13.0,1,0.65,320120507,0
0,553,1,10.0,30.0,1,1.2,320120508,0
0,554,1,40.0,40.0,1,0.9,320120509,0
0,555,1,-20.0,-35.0,1,1.1,320120510,0
