reward_num,mission_reward_id,icon_type,reward_id,reward_type,id
1,56011571,1001,10201571,15,965
1,56011572,1002,10201572,15,966
1,56011573,1003,10201573,15,967
50,56011573,0,91002,8,968
1,56011574,1003,10201574,15,969
100,56011574,0,91002,8,970
1,56011575,1001,10201575,15,971
1,56011576,1002,10201576,15,972
1,56011577,1003,10201577,15,973
50,56011577,0,91002,8,974
1,56011578,1001,10201578,15,975
1,56011579,1002,10201579,15,976
1,56011580,1003,10201580,15,977
50,56011580,0,91002,8,978
1,56011581,1001,10201581,15,979
1,56011582,1002,10201582,15,980
1,56011583,1003,10201583,15,981
50,56011583,0,91002,8,982
1,56011584,1001,10201584,15,983
1,56011585,1002,10201585,15,984
1,56011586,1003,10201586,15,985
50,56011586,0,91002,8,986
1,56011587,1001,10201587,15,987
1,56011588,1002,10201588,15,988
1,56011589,1003,10201589,15,989
50,56011589,0,91002,8,990
1,56011590,1001,10201590,15,991
1,56011591,1002,10201591,15,992
1,56011592,1003,10201592,15,993
50,56011592,0,91002,8,994
1,56011593,1001,10201593,15,995
1,56011594,1002,10201594,15,996
1,56011595,1003,10201595,15,997
50,56011595,0,91002,8,998
1,56011596,1003,10201596,15,999
100,56011596,0,91002,8,1000
1,56011597,1003,10201597,15,1001
100,56011597,0,91002,8,1002
1,56011598,1003,10201598,15,1003
100,56011598,0,91002,8,1004
1,56011599,1001,10201599,15,1005
1,56011600,1002,10201600,15,1006
1,56011601,1003,10201601,15,1007
50,56011601,0,91002,8,1008
1,56011602,1001,10201602,15,1009
1,56011603,1002,10201603,15,1010
1,56011604,1003,10201604,15,1011
50,56011604,0,91002,8,1012
1,56011605,1003,10201605,15,1013
100,56011605,0,91002,8,1014
1,56011606,1001,10201606,15,1015
1,56011607,1002,10201607,15,1016
1,56011608,1003,10201608,15,1017
50,56011608,0,91002,8,1018
1,56011609,1001,10201609,15,1019
1,56011610,1002,10201610,15,1020
1,56011611,1003,10201611,15,1021
50,56011611,0,91002,8,1022
1,56011612,1001,10201612,15,1023
1,56011613,1002,10201613,15,1024
1,56011614,1003,10201614,15,1025
50,56011614,0,91002,8,1026
1,56011615,1003,10201615,15,1027
100,56011615,0,91002,8,1028
1,56011616,1001,10201616,15,1029
1,56011617,1002,10201617,15,1030
1,56011618,1003,10201618,15,1031
50,56011618,0,91002,8,1032
1,56011619,1001,10201619,15,1033
1,56011620,1002,10201620,15,1034
1,56011621,1003,10201621,15,1035
50,56011621,0,91002,8,1036
1,56011622,1001,10201622,15,1037
1,56011623,1002,10201623,15,1038
1,56011624,1003,10201624,15,1039
50,56011624,0,91002,8,1040
1,56011625,1003,10201625,15,1041
100,56011625,0,91002,8,1042
1,56011626,1001,10201626,15,1043
1,56011627,1002,10201627,15,1044
1,56011628,1003,10201628,15,1045
50,56011628,0,91002,8,1046
1,56011629,1001,10201629,15,1047
1,56011630,1002,10201630,15,1048
1,56011631,1003,10201631,15,1049
50,56011631,0,91002,8,1050
1,56011632,1001,10201632,15,1051
1,56011633,1002,10201633,15,1052
1,56011634,1003,10201634,15,1053
50,56011634,0,91002,8,1054
1,56011635,1003,10201635,15,1055
100,56011635,0,91002,8,1056
1,56011636,1001,10201636,15,1057
1,56011637,1002,10201637,15,1058
1,56011638,1003,10201638,15,1059
50,56011638,0,91002,8,1060
1,56011639,1001,10201639,15,1061
1,56011640,1002,10201640,15,1062
1,56011641,1003,10201641,15,1063
50,56011641,0,91002,8,1064
1,56011642,1001,10201642,15,1065
1,56011643,1002,10201643,15,1066
1,56011644,1003,10201644,15,1067
50,56011644,0,91002,8,1068
1,56011645,1003,10201645,15,1069
100,56011645,0,91002,8,1070
1,56011646,1001,10201646,15,1071
1,56011647,1002,10201647,15,1072
1,56011648,1003,10201648,15,1073
50,56011648,0,91002,8,1074
1,56011649,1001,10201649,15,1075
1,56011650,1002,10201650,15,1076
1,56011651,1003,10201651,15,1077
50,56011651,0,91002,8,1078
1,56011652,1001,10201652,15,1079
1,56011653,1002,10201653,15,1080
1,56011654,1003,10201654,15,1081
50,56011654,0,91002,8,1082
1,56011655,1003,10201655,15,1083
100,56011655,0,91002,8,1084
1,56011656,1003,10201656,15,1085
100,56011656,0,91002,8,1086
1,56011657,1001,10201657,15,1087
1,56011658,1002,10201658,15,1088
1,56011659,1003,10201659,15,1089
50,56011659,0,91002,8,1090
1,56011660,1001,10201660,15,1091
1,56011661,1002,10201661,15,1092
1,56011662,1003,10201662,15,1093
50,56011662,0,91002,8,1094
1,56011663,1001,10201663,15,1095
1,56011664,1002,10201664,15,1096
1,56011665,1003,10201665,15,1097
50,56011665,0,91002,8,1098
1,56011666,1001,10201666,15,1099
1,56011667,1002,10201667,15,1100
1,56011668,1003,10201668,15,1101
50,56011668,0,91002,8,1102
1,56011669,1003,10201669,15,1103
100,56011669,0,91002,8,1104
1,56011670,1001,10201670,15,1105
1,56011671,1002,10201671,15,1106
1,56011672,1003,10201672,15,1107
50,56011672,0,91002,8,1108
1,56011673,1001,10201673,15,1109
1,56011674,1002,10201674,15,1110
1,56011675,1003,10201675,15,1111
50,56011675,0,91002,8,1112
1,56011676,1003,10201676,15,1113
100,56011676,0,91002,8,1114
1,56011677,1001,10201677,15,1115
1,56011678,1002,10201678,15,1116
1,56011679,1003,10201679,15,1117
50,56011679,0,91002,8,1118
1,56011680,1001,10201680,15,1119
1,56011681,1002,10201681,15,1120
1,56011682,1003,10201682,15,1121
50,56011682,0,91002,8,1122
1,56011683,1001,10201683,15,1123
1,56011684,1002,10201684,15,1124
1,56011685,1003,10201685,15,1125
50,56011685,0,91002,8,1126
1,56011686,1001,10201686,15,1127
1,56011687,1002,10201687,15,1128
1,56011688,1003,10201688,15,1129
50,56011688,0,91002,8,1130
1,56011689,1003,10201689,15,1131
100,56011689,0,91002,8,1132
1,56011690,1001,10201690,15,1133
1,56011691,1002,10201691,15,1134
1,56011692,1003,10201692,15,1135
50,56011692,0,91002,8,1136
1,56011693,1001,10201693,15,1137
1,56011694,1002,10201694,15,1138
1,56011695,1003,10201695,15,1139
50,56011695,0,91002,8,1140
1,56011696,1001,10201696,15,1141
1,56011697,1002,10201697,15,1142
1,56011698,1003,10201698,15,1143
50,56011698,0,91002,8,1144
1,56011699,1001,10201699,15,1145
1,56011700,1002,10201700,15,1146
1,56011701,1003,10201701,15,1147
50,56011701,0,91002,8,1148
1,51501001,1002,11401001,15,1149
50,51501001,0,91002,8,1150
1,51502001,1003,11401002,15,1151
100,51502001,0,91002,8,1152
1,56011702,1003,10201702,15,1153
100,56011702,0,91002,8,1154
1,56011703,1001,10201703,15,1155
1,56011704,1002,10201704,15,1156
1,56011705,1003,10201705,15,1157
50,56011705,0,91002,8,1158
1,56011706,1001,10201706,15,1159
1,56011707,1002,10201707,15,1160
1,56011708,1003,10201708,15,1161
50,56011708,0,91002,8,1162
1,56011709,1001,10201709,15,1163
1,56011710,1002,10201710,15,1164
1,56011711,1003,10201711,15,1165
50,56011711,0,91002,8,1166
1,56011712,1003,10201712,15,1167
100,56011712,0,91002,8,1168
1,56011713,1001,10201713,15,1169
1,56011714,1002,10201714,15,1170
1,56011715,1003,10201715,15,1171
50,56011715,0,91002,8,1172
1,56011716,1001,10201716,15,1173
1,56011717,1002,10201717,15,1174
1,56011718,1003,10201718,15,1175
50,56011718,0,91002,8,1176
1,56011719,1001,10201719,15,1177
1,56011720,1002,10201720,15,1178
1,56011721,1003,10201721,15,1179
50,56011721,0,91002,8,1180
1,56011722,1003,10201722,15,1182
100,56011722,0,91002,8,1183
1,56011723,1001,10201723,15,1184
1,56011724,1002,10201724,15,1185
1,56011725,1003,10201725,15,1186
50,56011725,0,91002,8,1187
1,56011726,1001,10201726,15,1188
1,56011727,1002,10201727,15,1189
1,56011728,1003,10201728,15,1190
50,56011728,0,91002,8,1191
1,56011729,1001,10201729,15,1192
1,56011730,1002,10201730,15,1193
1,56011731,1003,10201731,15,1194
50,56011731,0,91002,8,1195
1,56011732,1003,10201732,15,1196
100,56011732,0,91002,8,1197
1,56011733,1001,10201733,15,1198
1,56011734,1002,10201734,15,1199
1,56011735,1003,10201735,15,1200
50,56011735,0,91002,8,1201
1,56011736,1001,10201736,15,1202
1,56011737,1002,10201737,15,1203
1,56011738,1003,10201738,15,1204
50,56011738,0,91002,8,1205
1,56011739,1001,10201739,15,1206
1,56011740,1002,10201740,15,1207
1,56011741,1003,10201741,15,1208
50,56011741,0,91002,8,1209
1,56011742,1001,10201742,15,1210
1,56011743,1002,10201743,15,1211
1,56011744,1003,10201744,15,1212
50,56011744,0,91002,8,1213
1,56011745,1003,10201745,15,1214
100,56011745,0,91002,8,1215
1,56011746,1001,10201746,15,1216
1,56011747,1002,10201747,15,1217
1,56011748,1003,10201748,15,1218
50,56011748,0,91002,8,1219
1,56011749,1001,10201749,15,1220
1,56011750,1002,10201750,15,1221
1,56011751,1003,10201751,15,1222
50,56011751,0,91002,8,1223
1,56011752,1003,10201752,15,1224
100,56011752,0,91002,8,1225
1,56011753,1001,10201753,15,1226
1,56011754,1002,10201754,15,1227
1,56011755,1003,10201755,15,1228
50,56011755,0,91002,8,1229
1,56011756,1001,10201756,15,1230
1,56011757,1002,10201757,15,1231
1,56011758,1003,10201758,15,1232
50,56011758,0,91002,8,1233
1,56011759,1001,10201759,15,1234
1,56011760,1002,10201760,15,1235
1,56011761,1003,10201761,15,1236
50,56011761,0,91002,8,1237
1,56011762,1001,10201762,15,1238
1,56011763,1002,10201763,15,1239
1,56011764,1003,10201764,15,1240
50,56011764,0,91002,8,1241
1,56011765,1003,10201765,15,1242
100,56011765,0,91002,8,1243
1,56011766,1001,10201766,15,1244
1,56011767,1002,10201767,15,1245
1,56011768,1003,10201768,15,1246
50,56011768,0,91002,8,1247
1,56011769,1001,10201769,15,1248
1,56011770,1002,10201770,15,1249
1,56011771,1003,10201771,15,1250
50,56011771,0,91002,8,1251
1,56011772,1001,10201772,15,1252
1,56011773,1002,10201773,15,1253
1,56011774,1003,10201774,15,1254
50,56011774,0,91002,8,1255
1,56011775,1003,10201775,15,1256
100,56011775,0,91002,8,1257
1,56011776,1001,10201776,15,1258
1,56011777,1002,10201777,15,1259
1,56011778,1003,10201778,15,1260
50,56011778,0,91002,8,1261
1,56011779,1001,10201779,15,1262
1,56011780,1002,10201780,15,1263
1,56011781,1003,10201781,15,1264
50,56011781,0,91002,8,1265
1,56011782,1001,10201782,15,1266
1,56011783,1002,10201783,15,1267
1,56011784,1003,10201784,15,1268
50,56011784,0,91002,8,1269
1,56011785,1003,10201785,15,1270
100,56011785,0,91002,8,1271
1,51601001,1001,11601001,15,1272
1,51601002,1002,11601002,15,1273
1,51601003,1003,11601003,15,1274
1,56011786,1001,10201786,15,1275
1,56011787,1002,10201787,15,1276
1,56011788,1003,10201788,15,1277
50,56011788,0,91002,8,1278
1,56011789,1001,10201789,15,1279
1,56011790,1002,10201790,15,1280
1,56011791,1003,10201791,15,1281
50,56011791,0,91002,8,1282
1,56011792,1003,10201792,15,1283
100,56011792,0,91002,8,1284
1,56011793,1001,10201793,15,1285
1,56011794,1002,10201794,15,1286
1,56011795,1003,10201795,15,1287
50,56011795,0,91002,8,1288
1,56011796,1001,10201796,15,1289
1,56011797,1002,10201797,15,1290
1,56011798,1003,10201798,15,1291
50,56011798,0,91002,8,1292
1,56011799,1003,10201799,15,1293
100,56011799,0,91002,8,1294
1,56011800,1001,10201800,15,1295
1,56011801,1002,10201801,15,1296
1,56011802,1003,10201802,15,1297
50,56011802,0,91002,8,1298
1,56011803,1001,10201803,15,1299
1,56011804,1002,10201804,15,1300
1,56011805,1003,10201805,15,1301
50,56011805,0,91002,8,1302
1,56011806,1003,10201806,15,1303
100,56011806,0,91002,8,1304
1,56011807,1001,10201807,15,1305
1,56011808,1002,10201808,15,1306
1,56011809,1003,10201809,15,1307
50,56011809,0,91002,8,1308
1,56011810,1001,10201810,15,1309
1,56011811,1002,10201811,15,1310
1,56011812,1003,10201812,15,1311
50,56011812,0,91002,8,1312
1,56011813,1001,10201813,15,1313
1,56011814,1002,10201814,15,1314
1,56011815,1003,10201815,15,1315
50,56011815,0,91002,8,1316
1,56011816,1001,10201816,15,1317
1,56011817,1002,10201817,15,1318
1,56011818,1003,10201818,15,1319
50,56011818,0,91002,8,1320
1,56011819,1003,10201819,15,1321
100,56011819,0,91002,8,1322
1,56011820,1001,10201820,15,1323
1,56011821,1002,10201821,15,1324
1,56011822,1003,10201822,15,1325
50,56011822,0,91002,8,1326
1,56011823,1001,10201823,15,1327
1,56011824,1002,10201824,15,1328
1,56011825,1003,10201825,15,1329
50,56011825,0,91002,8,1330
1,56011826,1001,10201826,15,1331
1,56011827,1002,10201827,15,1332
1,56011828,1003,10201828,15,1333
50,56011828,0,91002,8,1334
1,56011829,1001,10201829,15,1335
1,56011830,1002,10201830,15,1336
1,56011831,1003,10201831,15,1337
50,56011831,0,91002,8,1338
1,51701001,1001,11701001,15,1339
1,56011832,1001,10201832,15,1340
1,56011833,1002,10201833,15,1341
1,56011834,1003,10201834,15,1342
50,56011834,0,91002,8,1343
1,56011835,1001,10201835,15,1344
1,56011836,1002,10201836,15,1345
1,56011837,1003,10201837,15,1346
50,56011837,0,91002,8,1347
1,56011838,1003,10201838,15,1348
100,56011838,0,91002,8,1349
1,56011839,1003,10201839,15,1350
100,56011839,0,91002,8,1351
1,56011840,1003,10201840,15,1352
100,56011840,0,91002,8,1353
1,56011841,1001,10201841,15,1354
1,56011842,1002,10201842,15,1355
1,56011843,1003,10201843,15,1356
50,56011843,0,91002,8,1357
1,56011844,1001,10201844,15,1358
1,56011845,1002,10201845,15,1359
1,56011846,1003,10201846,15,1360
50,56011846,0,91002,8,1361
1,56011847,1001,10201847,15,1362
1,56011848,1002,10201848,15,1363
1,56011849,1003,10201849,15,1364
50,56011849,0,91002,8,1365
1,56011850,1001,10201850,15,1366
1,56011851,1002,10201851,15,1367
1,56011852,1003,10201852,15,1368
50,56011852,0,91002,8,1369
1,56011853,1001,10201853,15,1370
1,56011854,1002,10201854,15,1371
1,56011855,1003,10201855,15,1372
50,56011855,0,91002,8,1373
1,56011856,1001,10201856,15,1374
1,56011857,1002,10201857,15,1375
1,56011858,1003,10201858,15,1376
50,56011858,0,91002,8,1377
1,56011859,1001,10201859,15,1378
1,56011860,1002,10201860,15,1379
1,56011861,1003,10201861,15,1380
50,56011861,0,91002,8,1381
1,56011862,1003,10201862,15,1382
100,56011862,0,91002,8,1383
1,56011863,1001,10201863,15,1384
1,56011864,1002,10201864,15,1385
1,56011865,1003,10201865,15,1386
50,56011865,0,91002,8,1387
1,56011866,1001,10201866,15,1388
1,56011867,1002,10201867,15,1389
1,56011868,1003,10201868,15,1390
50,56011868,0,91002,8,1391
1,56011869,1001,10201869,15,1392
1,56011870,1002,10201870,15,1393
1,56011871,1003,10201871,15,1394
50,56011871,0,91002,8,1395
1,56011872,1001,10201872,15,1396
1,56011873,1002,10201873,15,1397
1,56011874,1003,10201874,15,1398
50,56011874,0,91002,8,1399
1,51801001,1003,11801001,15,1400
1,56011875,1001,10201875,15,1401
1,56011876,1002,10201876,15,1402
1,56011877,1003,10201877,15,1403
50,56011877,0,91002,8,1404
1,56011878,1001,10201878,15,1405
1,56011879,1002,10201879,15,1406
1,56011880,1003,10201880,15,1407
50,56011880,0,91002,8,1408
1,56011881,1001,10201881,15,1409
1,56011882,1002,10201882,15,1410
1,56011883,1003,10201883,15,1411
50,56011883,0,91002,8,1412
1,56011884,1001,10201884,15,1413
1,56011885,1002,10201885,15,1414
1,56011886,1003,10201886,15,1415
50,56011886,0,91002,8,1416
1,56011887,1001,10201887,15,1417
1,56011888,1002,10201888,15,1418
1,56011889,1003,10201889,15,1419
1,56011902,1001,10201902,15,1439
1,56011903,1002,10201903,15,1440
1,56011904,1003,10201904,15,1441
50,56011904,0,91002,8,1442
1,56011905,1001,10201905,15,1443
1,56011906,1002,10201906,15,1444
1,56011907,1003,10201907,15,1445
50,56011907,0,91002,8,1446
1,56011908,1001,10201908,15,1447
1,56011909,1002,10201909,15,1448
1,56011910,1003,10201910,15,1449
50,56011910,0,91002,8,1450
1,56011911,1001,10201911,15,1451
1,56011912,1002,10201912,15,1452
1,56011913,1003,10201913,15,1453
50,56011913,0,91002,8,1454
1,56011914,1001,10201914,15,1455
1,56011915,1002,10201915,15,1456
1,56011916,1003,10201916,15,1457
50,56011916,0,91002,8,1458
1,56012019,1003,10202019,15,1459
1,56011917,1001,10201917,15,1460
1,56011918,1002,10201918,15,1461
1,56011919,1003,10201919,15,1462
50,56011919,0,91002,8,1463
1,56011920,1001,10201920,15,1464
1,56011921,1002,10201921,15,1465
1,56011922,1003,10201922,15,1466
50,56011922,0,91002,8,1467
1,56011923,1001,10201923,15,1468
1,56011924,1002,10201924,15,1469
1,56011925,1003,10201925,15,1470
50,56011925,0,91002,8,1471
1,56011926,1001,10201926,15,1472
1,56011927,1002,10201927,15,1473
1,56011928,1003,10201928,15,1474
50,56011928,0,91002,8,1475
1,56011929,1001,10201929,15,1476
1,56011930,1002,10201930,15,1477
1,56011931,1003,10201931,15,1478
50,56011931,0,91002,8,1479
1,56011932,1001,10201932,15,1480
1,56011933,1002,10201933,15,1481
1,56011934,1003,10201934,15,1482
50,56011934,0,91002,8,1483
1,56011935,1001,10201935,15,1484
1,56011936,1002,10201936,15,1485
1,56011937,1003,10201937,15,1486
50,56011937,0,91002,8,1487
1,56011938,1001,10201938,15,1488
1,56011939,1002,10201939,15,1489
1,56011940,1003,10201940,15,1490
50,56011940,0,91002,8,1491
1,56011941,1001,10201941,15,1492
1,56011942,1002,10201942,15,1493
1,56011943,1003,10201943,15,1494
50,56011943,0,91002,8,1495
1,56011944,1001,10201944,15,1496
1,56011945,1002,10201945,15,1497
1,56011946,1003,10201946,15,1498
50,56011946,0,91002,8,1499
