size,softness,offset,chara_id
680.0,55.0,-45.0,130711
700.0,50.0,0.0,130811
740.0,70.0,0.0,130911
740.0,70.0,0.0,130912
740.0,70.0,0.0,130931
900.0,50.0,0.0,131011
530.0,60.0,-35.0,131111
530.0,60.0,-35.0,131112
600.0,45.0,-15.0,131211
600.0,45.0,-15.0,131212
900.0,50.0,0.0,131213
900.0,50.0,0.0,131214
600.0,50.0,0.0,131611
660.0,55.0,0.0,131711
1400.0,50.0,30.0,131811
1400.0,50.0,30.0,131812
1400.0,50.0,30.0,131813
800.0,50.0,0.0,131911
800.0,50.0,0.0,132112
650.0,50.0,10.0,132211
650.0,50.0,10.0,132212
650.0,50.0,10.0,132213
650.0,50.0,10.0,132214
740.0,45.0,-50.0,132311
740.0,45.0,-50.0,132312
680.0,30.0,25.0,132411
680.0,30.0,25.0,132412
550.0,30.0,-90.0,132511
550.0,30.0,-90.0,132512
580.0,30.0,-10.0,132611
580.0,30.0,-10.0,132612
710.0,50.0,-100.0,132711
710.0,50.0,-100.0,132712
700.0,65.0,5.0,132811
700.0,65.0,5.0,132812
700.0,65.0,5.0,132813
600.0,50.0,-105.0,132911
600.0,50.0,-105.0,132912
770.0,70.0,-50.0,133011
770.0,70.0,-50.0,133012
770.0,70.0,-50.0,133013
770.0,70.0,-50.0,133014
770.0,70.0,-50.0,133015
800.0,50.0,0.0,133031
800.0,50.0,0.0,133032
680.0,50.0,-80.0,133211
680.0,50.0,-80.0,133212
700.0,50.0,-55.0,133511
700.0,50.0,-55.0,133512
800.0,60.0,-55.0,133611
800.0,60.0,-55.0,133612
1200.0,50.0,0.0,133631
500.0,35.0,-75.0,133711
500.0,35.0,-75.0,133712
610.0,40.0,-35.0,133811
610.0,40.0,-35.0,133812
1600.0,50.0,0.0,133813
690.0,35.0,5.0,133911
690.0,35.0,5.0,133912
800.0,50.0,0.0,161199
800.0,50.0,0.0,161499
835.0,70.0,30.0,170111
800.0,50.0,0.0,171199
715.0,50.0,0.0,180111
800.0,50.0,-40.0,180211
840.0,50.0,25.0,180311
725.0,50.0,-50.0,180411
755.0,80.0,0.0,180511
700.0,70.0,-5.0,180611
670.0,70.0,-35.0,181211
900.0,50.0,0.0,190011
1200.0,50.0,0.0,190111
530.0,50.0,-15.0,190711
530.0,50.0,-15.0,190712
1000.0,50.0,0.0,190731
1200.0,50.0,0.0,190811
1000.0,50.0,0.0,190814
1000.0,50.0,0.0,190815
1200.0,50.0,0.0,190911
800.0,50.0,30.0,190912
1200.0,50.0,0.0,191011
1200.0,50.0,0.0,191031
690.0,60.0,-30.0,191111
750.0,60.0,-30.0,191112
750.0,60.0,-30.0,191113
800.0,50.0,0.0,191199
760.0,60.0,-15.0,191311
760.0,60.0,-15.0,191312
760.0,60.0,-15.0,191314
850.0,50.0,0.0,191411
850.0,50.0,0.0,191412
850.0,50.0,0.0,191413
800.0,50.0,0.0,191611
800.0,50.0,0.0,191616
500.0,50.0,0.0,191618
780.0,60.0,-50.0,191711
1150.0,150.0,-50.0,191712
1600.0,70.0,-275.0,191713
800.0,50.0,0.0,191731
800.0,50.0,0.0,191732
800.0,50.0,0.0,191733
1100.0,50.0,0.0,191911
700.0,50.0,0.0,192011
550.0,70.0,0.0,192012
580.0,70.0,-30.0,192014
1500.0,50.0,0.0,192611
1500.0,50.0,0.0,192612
1090.0,70.0,-26.0,192613
645.0,80.0,-75.0,192711
645.0,80.0,-75.0,192721
645.0,80.0,-75.0,192722
645.0,80.0,-75.0,192723
650.0,80.0,-55.0,192811
650.0,80.0,-55.0,192821
650.0,80.0,-55.0,192822
650.0,80.0,-55.0,192823
650.0,80.0,-5.0,192911
650.0,80.0,-5.0,192921
650.0,80.0,-5.0,192922
650.0,80.0,-5.0,192923
700.0,70.0,0.0,193211
900.0,50.0,0.0,193511
1200.0,50.0,0.0,193631
630.0,50.0,-40.0,193711
800.0,50.0,0.0,193731
800.0,50.0,0.0,193732
1500.0,50.0,0.0,194231
1500.0,50.0,0.0,194331
1500.0,50.0,0.0,194332
780.0,50.0,-30.0,194611
780.0,50.0,-30.0,194612
830.0,60.0,25.0,194711
830.0,60.0,25.0,194712
740.0,50.0,-35.0,194811
740.0,50.0,-35.0,194812
600.0,50.0,5.0,195011
600.0,50.0,5.0,195012
600.0,50.0,5.0,195013
600.0,50.0,5.0,195014
1500.0,50.0,0.0,195112
900.0,75.0,-25.0,195113
615.0,50.0,0.0,195211
615.0,50.0,0.0,195212
630.0,70.0,-20.0,195311
800.0,50.0,0.0,195312
630.0,70.0,-20.0,195313
795.0,60.0,-130.0,195411
795.0,60.0,-130.0,195412
740.0,65.0,30.0,195511
800.0,60.0,30.0,195512
800.0,50.0,0.0,500011
800.0,50.0,0.0,500012
800.0,50.0,0.0,500013
800.0,50.0,0.0,500014
800.0,50.0,0.0,500015
800.0,50.0,0.0,500016
800.0,50.0,0.0,500017
800.0,50.0,0.0,500018
800.0,50.0,0.0,500019
800.0,50.0,0.0,500020
800.0,50.0,0.0,500021
800.0,50.0,0.0,500022
800.0,50.0,0.0,500023
800.0,50.0,0.0,500024
800.0,50.0,0.0,500025
800.0,50.0,0.0,500026
800.0,50.0,0.0,500027
800.0,50.0,0.0,500028
800.0,50.0,0.0,500029
800.0,50.0,0.0,500030
800.0,50.0,0.0,500031
800.0,50.0,0.0,500032
800.0,50.0,0.0,500033
800.0,50.0,0.0,500034
800.0,50.0,0.0,500035
800.0,50.0,0.0,500036
800.0,50.0,0.0,500037
800.0,50.0,0.0,500038
800.0,50.0,0.0,500039
800.0,50.0,0.0,500040
800.0,50.0,0.0,500041
800.0,50.0,0.0,500042
800.0,50.0,0.0,500043
800.0,50.0,0.0,500044
800.0,50.0,0.0,500045
800.0,50.0,0.0,500046
800.0,50.0,0.0,500047
800.0,50.0,0.0,500048
800.0,50.0,0.0,500049
800.0,50.0,0.0,500050
800.0,50.0,0.0,500051
800.0,50.0,0.0,500052
800.0,50.0,0.0,500053
800.0,50.0,0.0,500054
800.0,50.0,0.0,500055
800.0,50.0,0.0,500056
800.0,50.0,0.0,500057
800.0,50.0,0.0,500058
800.0,50.0,0.0,500059
800.0,50.0,0.0,500060
800.0,50.0,0.0,500061
800.0,50.0,0.0,500062
800.0,50.0,0.0,500063
800.0,50.0,0.0,500064
800.0,50.0,0.0,500065
800.0,50.0,0.0,500066
800.0,50.0,0.0,500067
800.0,50.0,0.0,500068
800.0,50.0,0.0,500069
800.0,50.0,0.0,500070
800.0,50.0,0.0,500071
800.0,50.0,0.0,500072
800.0,50.0,0.0,500073
800.0,50.0,0.0,500074
800.0,50.0,0.0,500075
800.0,50.0,0.0,500076
800.0,50.0,0.0,500077
800.0,50.0,0.0,500078
800.0,50.0,0.0,500079
800.0,50.0,0.0,500080
800.0,50.0,0.0,500081
