event_top_adv_id,type,start_time,condition_type,event_id,value_1,character_id,value_2,story_id,end_time,condition_story_id,value_3
10071018,1002,"2022/08/17 15:00:00",1,10071,1007103,113201,1,5044402,"2022/08/24 14:59:59",5044001,0
10071019,1001,"2022/08/17 15:00:00",1,10071,10,113201,0,5044403,"2022/08/24 14:59:59",5044001,0
10071020,1001,"2022/08/17 15:00:00",1,10071,20,113301,0,5044404,"2022/08/24 14:59:59",5044001,0
10071021,1001,"2022/08/17 15:00:00",1,10071,30,113101,0,5044405,"2022/08/24 14:59:59",5044001,0
10072001,1004,"2022/08/29 15:00:00",0,10072,117401,117401,0,5072401,"2022/09/12 14:59:59",0,0
10072002,1002,"2022/08/29 15:00:00",0,10072,1007203,117201,1,5072402,"2022/09/12 14:59:59",0,0
10072003,1001,"2022/08/29 15:00:00",0,10072,10,117201,0,5072403,"2022/09/12 14:59:59",0,0
10072004,1001,"2022/08/29 15:00:00",0,10072,20,117401,0,5072404,"2022/09/12 14:59:59",0,0
10072005,1001,"2022/08/29 15:00:00",0,10072,30,117301,0,5072405,"2022/09/12 14:59:59",0,0
10072006,1003,"2022/08/29 15:00:00",0,10072,2,117201,0,5072406,"2022/09/12 14:59:59",0,0
10072007,1003,"2022/08/29 15:00:00",0,10072,4,117301,0,5072407,"2022/09/12 14:59:59",0,0
10072008,1003,"2022/08/29 15:00:00",0,10072,7,117401,0,5072408,"2022/09/12 14:59:59",0,0
10072009,1003,"2022/08/29 15:00:00",0,10072,10,117301,0,5072409,"2022/09/12 14:59:59",0,0
10072010,1003,"2022/08/29 15:00:00",0,10072,13,117201,0,5072410,"2022/09/12 14:59:59",0,0
10072011,1003,"2022/08/29 15:00:00",0,10072,15,117201,0,5072411,"2022/09/12 14:59:59",0,0
10072013,1002,"2022/08/29 15:00:00",1,10072,1007203,117201,1,5072422,"2022/09/12 14:59:59",5072004,0
10072014,1001,"2022/08/29 15:00:00",1,10072,10,117201,0,5072423,"2022/09/12 14:59:59",5072004,0
10072015,1001,"2022/08/29 15:00:00",1,10072,20,117401,0,5072424,"2022/09/12 14:59:59",5072004,0
10072016,1001,"2022/08/29 15:00:00",1,10072,30,117301,0,5072425,"2022/09/12 14:59:59",5072004,0
10072017,1003,"2022/08/29 15:00:00",1,10072,2,117201,0,5072426,"2022/09/12 14:59:59",5072004,0
10072018,1003,"2022/08/29 15:00:00",1,10072,4,117301,0,5072427,"2022/09/12 14:59:59",5072004,0
10072019,1003,"2022/08/29 15:00:00",1,10072,7,117401,0,5072428,"2022/09/12 14:59:59",5072004,0
10072020,1003,"2022/08/29 15:00:00",1,10072,10,117301,0,5072429,"2022/09/12 14:59:59",5072004,0
10072021,1003,"2022/08/29 15:00:00",1,10072,13,117201,0,5072430,"2022/09/12 14:59:59",5072004,0
10072022,1003,"2022/08/29 15:00:00",1,10072,15,117201,0,5072431,"2022/09/12 14:59:59",5072004,0
10072023,1002,"2022/08/29 15:00:00",1,10072,1007203,117201,1,5072442,"2022/09/12 14:59:59",5072006,0
10072024,1001,"2022/08/29 15:00:00",1,10072,10,117201,0,5072443,"2022/09/12 14:59:59",5072006,0
10072025,1001,"2022/08/29 15:00:00",1,10072,20,117401,0,5072444,"2022/09/12 14:59:59",5072006,0
10072026,1001,"2022/08/29 15:00:00",1,10072,30,117301,0,5072445,"2022/09/12 14:59:59",5072006,0
10072027,1003,"2022/08/29 15:00:00",1,10072,2,117201,0,5072446,"2022/09/12 14:59:59",5072006,0
10072028,1003,"2022/08/29 15:00:00",1,10072,4,117301,0,5072447,"2022/09/12 14:59:59",5072006,0
10072029,1003,"2022/08/29 15:00:00",1,10072,7,117401,0,5072448,"2022/09/12 14:59:59",5072006,0
10072030,1003,"2022/08/29 15:00:00",1,10072,10,117301,0,5072449,"2022/09/12 14:59:59",5072006,0
10072031,1003,"2022/08/29 15:00:00",1,10072,13,117201,0,5072450,"2022/09/12 14:59:59",5072006,0
10072032,1003,"2022/08/29 15:00:00",1,10072,15,117201,0,5072451,"2022/09/12 14:59:59",5072006,0
10073001,1004,"2022/09/17 15:00:00",0,10073,113501,113501,0,5046401,"2022/09/24 14:59:59",0,0
10073002,1002,"2022/09/17 15:00:00",0,10073,1007303,101501,1,5046412,"2022/09/24 14:59:59",0,0
10073003,1001,"2022/09/17 15:00:00",0,10073,10,101201,0,5046413,"2022/09/24 14:59:59",0,0
10073004,1001,"2022/09/17 15:00:00",0,10073,20,101501,0,5046414,"2022/09/24 14:59:59",0,0
10073005,1001,"2022/09/17 15:00:00",0,10073,30,101501,0,5046415,"2022/09/24 14:59:59",0,0
10073006,1003,"2022/09/17 15:00:00",0,10073,2,101501,0,5046406,"2022/09/24 14:59:59",0,0
10073007,1003,"2022/09/17 15:00:00",0,10073,3,101201,0,5046407,"2022/09/24 14:59:59",0,0
10073008,1003,"2022/09/17 15:00:00",0,10073,4,101501,0,5046408,"2022/09/24 14:59:59",0,0
10073009,1003,"2022/09/17 15:00:00",0,10073,5,101201,0,5046409,"2022/09/24 14:59:59",0,0
10073010,1003,"2022/09/17 15:00:00",0,10073,6,101501,0,5046410,"2022/09/24 14:59:59",0,0
10073011,1003,"2022/09/17 15:00:00",0,10073,8,101501,0,5046411,"2022/09/24 14:59:59",0,0
10073012,1003,"2022/09/17 15:00:00",1,10073,2,113501,0,5046426,"2022/09/24 14:59:59",5046001,0
10073013,1003,"2022/09/17 15:00:00",1,10073,4,113501,0,5046428,"2022/09/24 14:59:59",5046001,0
10073014,1003,"2022/09/17 15:00:00",1,10073,6,113501,0,5046430,"2022/09/24 14:59:59",5046001,0
10073015,1003,"2022/09/17 15:00:00",1,10073,8,113501,0,5046431,"2022/09/24 14:59:59",5046001,0
10073016,1003,"2022/09/17 15:00:00",1,10073,2,113501,0,5046446,"2022/09/24 14:59:59",5046002,0
10073017,1003,"2022/09/17 15:00:00",1,10073,3,113401,0,5046447,"2022/09/24 14:59:59",5046002,0
10073018,1003,"2022/09/17 15:00:00",1,10073,4,113501,0,5046448,"2022/09/24 14:59:59",5046002,0
10073019,1003,"2022/09/17 15:00:00",1,10073,5,113401,0,5046449,"2022/09/24 14:59:59",5046002,0
10073020,1003,"2022/09/17 15:00:00",1,10073,6,113501,0,5046450,"2022/09/24 14:59:59",5046002,0
10073021,1003,"2022/09/17 15:00:00",1,10073,8,113501,0,5046451,"2022/09/24 14:59:59",5046002,0
10073022,1002,"2022/09/17 15:00:00",1,10073,1007303,113501,1,5046422,"2022/09/24 14:59:59",5046001,0
10073023,1001,"2022/09/17 15:00:00",1,10073,10,101201,0,5046423,"2022/09/24 14:59:59",5046001,0
10073024,1001,"2022/09/17 15:00:00",1,10073,20,113501,0,5046424,"2022/09/24 14:59:59",5046001,0
10073025,1001,"2022/09/17 15:00:00",1,10073,30,113501,0,5046425,"2022/09/24 14:59:59",5046001,0
10073026,1002,"2022/09/17 15:00:00",1,10073,1007303,113501,1,5046402,"2022/09/24 14:59:59",5046002,0
10073027,1001,"2022/09/17 15:00:00",1,10073,10,113401,0,5046403,"2022/09/24 14:59:59",5046002,0
10073028,1001,"2022/09/17 15:00:00",1,10073,20,113501,0,5046404,"2022/09/24 14:59:59",5046002,0
10073029,1001,"2022/09/17 15:00:00",1,10073,30,113501,0,5046405,"2022/09/24 14:59:59",5046002,0
10074001,1002,"2022/09/29 15:00:00",0,10074,1007403,105101,1,5074402,"2022/10/13 14:59:59",0,0
10074002,1001,"2022/09/29 15:00:00",0,10074,10,105101,0,5074403,"2022/10/13 14:59:59",0,0
10074003,1001,"2022/09/29 15:00:00",0,10074,20,100801,0,5074404,"2022/10/13 14:59:59",0,0
10074004,1001,"2022/09/29 15:00:00",0,10074,30,105101,0,5074405,"2022/10/13 14:59:59",0,0
10074005,1003,"2022/09/29 15:00:00",0,10074,2,105101,0,5074406,"2022/10/13 14:59:59",0,0
10074007,1003,"2022/09/29 15:00:00",0,10074,7,105101,0,5074408,"2022/10/13 14:59:59",0,0
10074009,1003,"2022/09/29 15:00:00",0,10074,13,105101,0,5074410,"2022/10/13 14:59:59",0,0
10074010,1003,"2022/09/29 15:00:00",0,10074,15,105101,0,5074411,"2022/10/13 14:59:59",0,0
10074011,1002,"2022/09/29 15:00:00",1,10074,1007403,117501,1,5074422,"2022/10/13 14:59:59",5074001,0
10074012,1001,"2022/09/29 15:00:00",1,10074,10,117501,0,5074423,"2022/10/13 14:59:59",5074001,0
10074013,1001,"2022/09/29 15:00:00",1,10074,20,100801,0,5074424,"2022/10/13 14:59:59",5074001,0
10074014,1001,"2022/09/29 15:00:00",1,10074,30,117501,0,5074425,"2022/10/13 14:59:59",5074001,0
10074015,1003,"2022/09/29 15:00:00",1,10074,2,117501,0,5074426,"2022/10/13 14:59:59",5074001,0
10074016,1003,"2022/09/29 15:00:00",1,10074,4,100801,0,5074427,"2022/10/13 14:59:59",5074002,0
10074017,1003,"2022/09/29 15:00:00",1,10074,7,117501,0,5074428,"2022/10/13 14:59:59",5074001,0
10074018,1003,"2022/09/29 15:00:00",1,10074,10,100801,0,5074429,"2022/10/13 14:59:59",5074002,0
10074019,1003,"2022/09/29 15:00:00",1,10074,13,117501,0,5074430,"2022/10/13 14:59:59",5074001,0
10074020,1003,"2022/09/29 15:00:00",1,10074,15,117501,0,5074431,"2022/10/13 14:59:59",5074001,0
10074021,1002,"2022/09/29 15:00:00",1,10074,1007403,117501,1,5074442,"2022/10/13 14:59:59",5074003,0
10074022,1001,"2022/09/29 15:00:00",1,10074,20,117601,0,5074444,"2022/10/13 14:59:59",5074003,0
10074023,1003,"2022/09/29 15:00:00",1,10074,4,117601,0,5074447,"2022/10/13 14:59:59",5074003,0
10074024,1003,"2022/09/29 15:00:00",1,10074,10,117601,0,5074449,"2022/10/13 14:59:59",5074003,0
10074025,1003,"2022/09/29 15:00:00",1,10074,15,117501,0,5074451,"2022/10/13 14:59:59",5074003,0
10075001,1002,"2022/10/17 15:00:00",0,10075,1007503,100601,1,5048422,"2022/10/24 14:59:59",0,0
10075002,1002,"2022/10/17 15:00:00",1,10075,1007503,113701,1,5048402,"2022/10/24 14:59:59",5048001,0
10075003,1001,"2022/10/17 15:00:00",0,10075,10,113801,0,5048403,"2022/10/24 14:59:59",0,0
10075004,1001,"2022/10/17 15:00:00",0,10075,20,100601,0,5048424,"2022/10/24 14:59:59",0,0
10075005,1001,"2022/10/17 15:00:00",1,10075,20,113701,0,5048404,"2022/10/24 14:59:59",5048001,0
10075006,1001,"2022/10/17 15:00:00",0,10075,30,100601,0,5048425,"2022/10/24 14:59:59",0,0
10075007,1001,"2022/10/17 15:00:00",1,10075,30,113701,0,5048405,"2022/10/24 14:59:59",5048001,0
10075008,1003,"2022/10/17 15:00:00",0,10075,2,113801,0,5048406,"2022/10/24 14:59:59",0,0
10075009,1003,"2022/10/17 15:00:00",0,10075,3,100601,0,5048427,"2022/10/24 14:59:59",0,0
10075010,1003,"2022/10/17 15:00:00",1,10075,3,113701,0,5048407,"2022/10/24 14:59:59",5048001,0
10075011,1003,"2022/10/17 15:00:00",0,10075,4,113801,0,5048408,"2022/10/24 14:59:59",0,0
10075012,1003,"2022/10/17 15:00:00",0,10075,5,113801,0,5048409,"2022/10/24 14:59:59",0,0
10075013,1003,"2022/10/17 15:00:00",0,10075,6,100601,0,5048430,"2022/10/24 14:59:59",0,0
10075014,1003,"2022/10/17 15:00:00",1,10075,6,113701,0,5048410,"2022/10/24 14:59:59",5048001,0
10075015,1003,"2022/10/17 15:00:00",0,10075,8,113801,0,5048411,"2022/10/24 14:59:59",0,0
10076001,1004,"2022/10/31 15:00:00",0,10076,117801,117801,0,5076401,"2022/11/14 14:59:59",0,0
10076002,1002,"2022/10/31 15:00:00",0,10076,1007603,101701,1,5076402,"2022/11/14 14:59:59",0,0
10076003,1001,"2022/10/31 15:00:00",0,10076,10,103001,0,5076403,"2022/11/14 14:59:59",0,0
10076004,1001,"2022/10/31 15:00:00",0,10076,20,101601,0,5076404,"2022/11/14 14:59:59",0,0
10076005,1001,"2022/10/31 15:00:00",0,10076,30,101701,0,5076405,"2022/11/14 14:59:59",0,0
10076006,1003,"2022/10/31 15:00:00",0,10076,2,101701,0,5076406,"2022/11/14 14:59:59",0,0
10076007,1003,"2022/10/31 15:00:00",0,10076,4,103001,0,5076407,"2022/11/14 14:59:59",0,0
10076008,1003,"2022/10/31 15:00:00",0,10076,7,101701,0,5076408,"2022/11/14 14:59:59",0,0
10076010,1003,"2022/10/31 15:00:00",0,10076,13,101701,0,5076410,"2022/11/14 14:59:59",0,0
10076011,1003,"2022/10/31 15:00:00",0,10076,15,101701,0,5076411,"2022/11/14 14:59:59",0,0
10076012,1002,"2022/10/31 15:00:00",1,10076,1007603,117701,1,5076422,"2022/11/14 14:59:59",5076002,0
10076013,1001,"2022/10/31 15:00:00",1,10076,10,117801,0,5076423,"2022/11/14 14:59:59",5076002,0
10076014,1001,"2022/10/31 15:00:00",1,10076,20,117901,0,5076424,"2022/11/14 14:59:59",5076002,0
10076015,1001,"2022/10/31 15:00:00",1,10076,30,117701,0,5076425,"2022/11/14 14:59:59",5076002,0
10076016,1003,"2022/10/31 15:00:00",1,10076,2,117701,0,5076426,"2022/11/14 14:59:59",5076002,0
10076017,1003,"2022/10/31 15:00:00",1,10076,4,117801,0,5076427,"2022/11/14 14:59:59",5076002,0
10076018,1003,"2022/10/31 15:00:00",1,10076,7,117701,0,5076428,"2022/11/14 14:59:59",5076002,0
10076019,1003,"2022/10/31 15:00:00",1,10076,10,117901,0,5076429,"2022/11/14 14:59:59",5076002,0
10076020,1003,"2022/10/31 15:00:00",1,10076,13,117701,0,5076430,"2022/11/14 14:59:59",5076002,0
10076021,1003,"2022/10/31 15:00:00",1,10076,15,117701,0,5076431,"2022/11/14 14:59:59",5076002,0
10076022,1002,"2022/10/31 15:00:00",1,10076,1007603,117701,1,5076442,"2022/11/14 14:59:59",5076005,0
10076023,1001,"2022/10/31 15:00:00",1,10076,10,117801,0,5076443,"2022/11/14 14:59:59",5076005,0
10076024,1001,"2022/10/31 15:00:00",1,10076,20,117901,0,5076444,"2022/11/14 14:59:59",5076005,0
10076025,1001,"2022/10/31 15:00:00",1,10076,30,117701,0,5076445,"2022/11/14 14:59:59",5076005,0
10076026,1003,"2022/10/31 15:00:00",1,10076,2,117701,0,5076446,"2022/11/14 14:59:59",5076005,0
10076027,1003,"2022/10/31 15:00:00",1,10076,4,117801,0,5076447,"2022/11/14 14:59:59",5076005,0
10076028,1003,"2022/10/31 15:00:00",1,10076,7,117701,0,5076448,"2022/11/14 14:59:59",5076005,0
10076029,1003,"2022/10/31 15:00:00",1,10076,10,117901,0,5076449,"2022/11/14 14:59:59",5076005,0
10076030,1003,"2022/10/31 15:00:00",1,10076,13,117701,0,5076450,"2022/11/14 14:59:59",5076005,0
10076031,1003,"2022/10/31 15:00:00",1,10076,15,117701,0,5076451,"2022/11/14 14:59:59",5076005,0
10077001,1004,"2022/11/17 15:00:00",0,10077,114101,114101,0,5050401,"2022/11/24 14:59:59",0,0
10077002,1002,"2022/11/17 15:00:00",0,10077,1007703,100501,1,5050422,"2022/11/24 14:59:59",0,0
10077003,1001,"2022/11/17 15:00:00",0,10077,10,100501,0,5050423,"2022/11/24 14:59:59",0,0
10077004,1001,"2022/11/17 15:00:00",0,10077,20,105401,0,5050424,"2022/11/24 14:59:59",0,0
10077005,1001,"2022/11/17 15:00:00",0,10077,30,100301,0,5050425,"2022/11/24 14:59:59",0,0
10077006,1003,"2022/11/17 15:00:00",0,10077,2,105401,0,5050426,"2022/11/24 14:59:59",0,0
10077007,1003,"2022/11/17 15:00:00",0,10077,3,100301,0,5050427,"2022/11/24 14:59:59",0,0
10077008,1003,"2022/11/17 15:00:00",0,10077,4,100501,0,5050428,"2022/11/24 14:59:59",0,0
10077009,1003,"2022/11/17 15:00:00",0,10077,5,105401,0,5050429,"2022/11/24 14:59:59",0,0
10077010,1003,"2022/11/17 15:00:00",0,10077,6,100301,0,5050430,"2022/11/24 14:59:59",0,0
10077011,1003,"2022/11/17 15:00:00",0,10077,8,105401,0,5050431,"2022/11/24 14:59:59",0,0
10077012,1002,"2022/11/17 15:00:00",1,10077,1007703,114101,1,5050402,"2022/11/24 14:59:59",5050001,0
10077013,1001,"2022/11/17 15:00:00",1,10077,10,114101,0,5050403,"2022/11/24 14:59:59",5050001,0
10077014,1001,"2022/11/17 15:00:00",1,10077,20,113901,0,5050404,"2022/11/24 14:59:59",5050001,0
10077015,1001,"2022/11/17 15:00:00",1,10077,30,114001,0,5050405,"2022/11/24 14:59:59",5050001,0
10077016,1003,"2022/11/17 15:00:00",1,10077,2,113901,0,5050406,"2022/11/24 14:59:59",5050001,0
10077017,1003,"2022/11/17 15:00:00",1,10077,3,114001,0,5050407,"2022/11/24 14:59:59",5050001,0
10077018,1003,"2022/11/17 15:00:00",1,10077,4,114101,0,5050408,"2022/11/24 14:59:59",5050001,0
10077019,1003,"2022/11/17 15:00:00",1,10077,5,113901,0,5050409,"2022/11/24 14:59:59",5050001,0
10077020,1003,"2022/11/17 15:00:00",1,10077,6,114001,0,5050410,"2022/11/24 14:59:59",5050001,0
10077021,1003,"2022/11/17 15:00:00",1,10077,8,113901,0,5050411,"2022/11/24 14:59:59",5050001,0
10078001,1001,"2022/12/01 15:00:00",0,10078,10,120101,0,5078403,"2022/12/15 14:59:59",0,0
10078002,1001,"2022/12/01 15:00:00",0,10078,20,120201,0,5078404,"2022/12/15 14:59:59",0,0
10078004,1003,"2022/12/01 15:00:00",0,10078,2,120101,0,5078406,"2022/12/15 14:59:59",0,0
10078005,1003,"2022/12/01 15:00:00",0,10078,4,120201,0,5078407,"2022/12/15 14:59:59",5078002,0
10078006,1001,"2022/12/01 15:00:00",1,10078,10,120101,0,5078423,"2022/12/15 14:59:59",5078004,0
10078007,1001,"2022/12/01 15:00:00",1,10078,20,120201,0,5078424,"2022/12/15 14:59:59",5078004,0
10078008,1001,"2022/12/01 15:00:00",0,10078,30,120301,0,5078425,"2022/12/15 14:59:59",0,0
10078009,1003,"2022/12/01 15:00:00",1,10078,2,120101,0,5078426,"2022/12/15 14:59:59",5078004,0
10078010,1003,"2022/12/01 15:00:00",1,10078,4,120201,0,5078427,"2022/12/15 14:59:59",5078004,0
10078011,1003,"2022/12/01 15:00:00",1,10078,7,120301,0,5078428,"2022/12/15 14:59:59",5078004,0
10078012,1002,"2022/12/01 15:00:00",0,10078,1007803,119001,1,5078442,"2022/12/15 14:59:59",0,0
10078013,1001,"2022/12/01 15:00:00",1,10078,10,119001,0,5078443,"2022/12/15 14:59:59",5078006,0
10078014,1001,"2022/12/01 15:00:00",1,10078,20,119101,0,5078444,"2022/12/15 14:59:59",5078006,0
10078015,1001,"2022/12/01 15:00:00",1,10078,30,120001,0,5078445,"2022/12/15 14:59:59",5078006,0
10078016,1003,"2022/12/01 15:00:00",1,10078,2,119001,0,5078446,"2022/12/15 14:59:59",5078006,0
10078017,1003,"2022/12/01 15:00:00",1,10078,4,119101,0,5078447,"2022/12/15 14:59:59",5078006,0
10078018,1003,"2022/12/01 15:00:00",1,10078,7,120001,0,5078448,"2022/12/15 14:59:59",5078006,0
10078019,1003,"2022/12/01 15:00:00",1,10078,10,119001,0,5078449,"2022/12/15 14:59:59",5078006,0
10078020,1003,"2022/12/01 15:00:00",1,10078,13,119101,0,5078450,"2022/12/15 14:59:59",5078006,0
10078021,1003,"2022/12/01 15:00:00",1,10078,15,119001,0,5078451,"2022/12/15 14:59:59",5078006,0
10079001,1002,"2022/12/17 15:00:00",0,10079,1007903,114201,1,5052422,"2022/12/24 14:59:59",0,0
10079002,1001,"2022/12/17 15:00:00",0,10079,10,114201,0,5052403,"2022/12/24 14:59:59",0,0
10079003,1001,"2022/12/17 15:00:00",0,10079,20,103701,0,5052424,"2022/12/24 14:59:59",0,0
10079004,1001,"2022/12/17 15:00:00",0,10079,30,114201,0,5052405,"2022/12/24 14:59:59",0,0
10079005,1003,"2022/12/17 15:00:00",0,10079,2,114201,0,5052406,"2022/12/24 14:59:59",0,0
10079006,1003,"2022/12/17 15:00:00",0,10079,3,103701,0,5052427,"2022/12/24 14:59:59",0,0
10079007,1003,"2022/12/17 15:00:00",0,10079,4,114201,0,5052408,"2022/12/24 14:59:59",0,0
10079008,1003,"2022/12/17 15:00:00",0,10079,5,103701,0,5052429,"2022/12/24 14:59:59",0,0
10079009,1003,"2022/12/17 15:00:00",0,10079,6,114201,0,5052410,"2022/12/24 14:59:59",0,0
10079010,1003,"2022/12/17 15:00:00",0,10079,8,114201,0,5052431,"2022/12/24 14:59:59",0,0
10079011,1002,"2022/12/17 15:00:00",1,10079,1007903,114201,1,5052402,"2022/12/24 14:59:59",5052002,0
10079012,1001,"2022/12/17 15:00:00",1,10079,20,114301,0,5052404,"2022/12/24 14:59:59",5052002,0
10079013,1003,"2022/12/17 15:00:00",1,10079,3,114301,0,5052407,"2022/12/24 14:59:59",5052002,0
10079014,1003,"2022/12/17 15:00:00",1,10079,5,114301,0,5052409,"2022/12/24 14:59:59",5052002,0
10079015,1003,"2022/12/17 15:00:00",1,10079,8,114201,0,5052411,"2022/12/24 14:59:59",5052002,0
10080001,1004,"2022/12/29 15:00:00",0,10080,119201,119201,0,5080401,"2023/01/12 14:59:59",0,0
10080002,1002,"2022/12/29 15:00:00",0,10080,1008003,103301,1,5080402,"2023/01/12 14:59:59",0,0
10080003,1001,"2022/12/29 15:00:00",0,10080,10,103301,0,5080403,"2023/01/12 14:59:59",0,0
10080004,1001,"2022/12/29 15:00:00",0,10080,20,101101,0,5080404,"2023/01/12 14:59:59",0,0
10080005,1001,"2022/12/29 15:00:00",0,10080,30,100701,0,5080405,"2023/01/12 14:59:59",0,0
10080006,1003,"2022/12/29 15:00:00",0,10080,2,100701,0,5080406,"2023/01/12 14:59:59",0,0
10080007,1003,"2022/12/29 15:00:00",0,10080,7,103301,0,5080408,"2023/01/12 14:59:59",0,0
10080008,1003,"2022/12/29 15:00:00",0,10080,13,100701,0,5080410,"2023/01/12 14:59:59",0,0
10080009,1003,"2022/12/29 15:00:00",0,10080,15,100701,0,5080411,"2023/01/12 14:59:59",0,0
10080010,1003,"2022/12/29 15:00:00",1,10080,4,101101,0,5080407,"2023/01/12 14:59:59",5080001,0
10080011,1003,"2022/12/29 15:00:00",1,10080,10,101101,0,5080409,"2023/01/12 14:59:59",5080001,0
10080012,1002,"2022/12/29 15:00:00",1,10080,1008003,119201,1,5080422,"2023/01/12 14:59:59",5080002,0
10080013,1001,"2022/12/29 15:00:00",1,10080,10,119201,0,5080423,"2023/01/12 14:59:59",5080002,0
10080014,1001,"2022/12/29 15:00:00",1,10080,20,119301,0,5080424,"2023/01/12 14:59:59",5080002,0
10080015,1001,"2022/12/29 15:00:00",1,10080,30,119901,0,5080425,"2023/01/12 14:59:59",5080002,0
10080016,1003,"2022/12/29 15:00:00",1,10080,2,119901,0,5080426,"2023/01/12 14:59:59",5080002,0
10080017,1003,"2022/12/29 15:00:00",1,10080,4,119301,0,5080427,"2023/01/12 14:59:59",5080002,0
10080018,1003,"2022/12/29 15:00:00",1,10080,7,119201,0,5080428,"2023/01/12 14:59:59",5080002,0
10080019,1003,"2022/12/29 15:00:00",1,10080,10,119301,0,5080429,"2023/01/12 14:59:59",5080002,0
10080020,1003,"2022/12/29 15:00:00",1,10080,13,119901,0,5080430,"2023/01/12 14:59:59",5080002,0
10080021,1003,"2022/12/29 15:00:00",1,10080,15,119901,0,5080431,"2023/01/12 14:59:59",5080002,0
10080022,1004,"2022/12/29 15:00:00",1,10080,119201,119201,0,5080421,"2023/01/12 14:59:59",5080005,0
10080023,1002,"2022/12/29 15:00:00",1,10080,1008003,119201,1,5080442,"2023/01/12 14:59:59",5080005,0
10080024,1001,"2022/12/29 15:00:00",1,10080,10,119201,0,5080443,"2023/01/12 14:59:59",5080005,0
10080025,1001,"2022/12/29 15:00:00",1,10080,20,119301,0,5080444,"2023/01/12 14:59:59",5080005,0
10080026,1001,"2022/12/29 15:00:00",1,10080,30,119901,0,5080445,"2023/01/12 14:59:59",5080005,0
10080027,1003,"2022/12/29 15:00:00",1,10080,2,119901,0,5080446,"2023/01/12 14:59:59",5080005,0
10080028,1003,"2022/12/29 15:00:00",1,10080,4,119301,0,5080447,"2023/01/12 14:59:59",5080005,0
10080029,1003,"2022/12/29 15:00:00",1,10080,7,119201,0,5080448,"2023/01/12 14:59:59",5080005,0
10080030,1003,"2022/12/29 15:00:00",1,10080,10,119301,0,5080449,"2023/01/12 14:59:59",5080005,0
10080031,1003,"2022/12/29 15:00:00",1,10080,13,119901,0,5080450,"2023/01/12 14:59:59",5080005,0
10080032,1003,"2022/12/29 15:00:00",1,10080,15,119901,0,5080451,"2023/01/12 14:59:59",5080005,0
10081001,1004,"2023/01/15 15:00:00",0,10081,114601,114601,0,5054401,"2023/01/22 14:59:59",0,0
10081002,1002,"2023/01/15 15:00:00",0,10081,1008103,114501,1,5054402,"2023/01/22 14:59:59",0,0
10081003,1001,"2023/01/15 15:00:00",0,10081,10,114401,0,5054403,"2023/01/22 14:59:59",0,0
10081004,1001,"2023/01/15 15:00:00",0,10081,20,114501,0,5054404,"2023/01/22 14:59:59",0,0
10081005,1001,"2023/01/15 15:00:00",0,10081,30,114501,0,5054405,"2023/01/22 14:59:59",0,0
10081006,1003,"2023/01/15 15:00:00",0,10081,2,114501,0,5054406,"2023/01/22 14:59:59",0,0
10081007,1003,"2023/01/15 15:00:00",0,10081,3,114401,0,5054407,"2023/01/22 14:59:59",0,0
10081008,1003,"2023/01/15 15:00:00",0,10081,4,114501,0,5054408,"2023/01/22 14:59:59",0,0
10081009,1003,"2023/01/15 15:00:00",0,10081,5,114401,0,5054409,"2023/01/22 14:59:59",0,0
10081010,1003,"2023/01/15 15:00:00",0,10081,6,114401,0,5054410,"2023/01/22 14:59:59",0,0
10081011,1003,"2023/01/15 15:00:00",0,10081,8,114401,0,5054411,"2023/01/22 14:59:59",0,0
10082001,1004,"2023/01/30 15:00:00",0,10082,120801,120801,0,5082401,"2023/02/13 14:59:59",0,0
10082002,1002,"2023/01/30 15:00:00",0,10082,1008203,120701,1,5082402,"2023/02/13 14:59:59",0,0
10082003,1002,"2023/01/30 15:00:00",1,10082,1008203,120701,1,5082422,"2023/02/13 14:59:59",5082002,0
10082004,1002,"2023/01/30 15:00:00",1,10082,1008203,120701,1,5082442,"2023/02/13 14:59:59",5082004,0
10082005,1002,"2023/01/30 15:00:00",1,10082,1008203,120701,1,5082402,"2023/02/13 14:59:59",5082005,0
10082006,1001,"2023/01/30 15:00:00",0,10082,10,120801,0,5082403,"2023/02/13 14:59:59",0,0
10082007,1001,"2023/01/30 15:00:00",1,10082,10,120801,0,5082423,"2023/02/13 14:59:59",5082002,0
10082008,1001,"2023/01/30 15:00:00",1,10082,10,120801,0,5082443,"2023/02/13 14:59:59",5082004,0
10082009,1001,"2023/01/30 15:00:00",1,10082,10,120801,0,5082403,"2023/02/13 14:59:59",5082005,0
10082010,1001,"2023/01/30 15:00:00",0,10082,20,120902,0,5082404,"2023/02/13 14:59:59",0,0
10082011,1001,"2023/01/30 15:00:00",1,10082,20,120902,0,5082424,"2023/02/13 14:59:59",5082002,0
10082012,1001,"2023/01/30 15:00:00",1,10082,20,120902,0,5082444,"2023/02/13 14:59:59",5082004,0
10082013,1001,"2023/01/30 15:00:00",1,10082,20,120902,0,5082404,"2023/02/13 14:59:59",5082005,0
10082014,1001,"2023/01/30 15:00:00",0,10082,30,120701,0,5082405,"2023/02/13 14:59:59",0,0
10082015,1001,"2023/01/30 15:00:00",1,10082,30,120701,0,5082425,"2023/02/13 14:59:59",5082002,0
10082016,1001,"2023/01/30 15:00:00",1,10082,30,120701,0,5082445,"2023/02/13 14:59:59",5082004,0
