pos_x,page_num,enhance_level_id_4,pre_node_1,pre_node_5,enhance_level_id_2,pre_node_3,enhance_level_id_1,pos_y,icon_id,pre_node_4,enhance_level_id_5,title_id,pre_node_2,enhance_level_id_3,node_id
8,4,37104,368,0,37102,0,37101,17,10044,0,37105,4,0,37103,371
2,4,0,369,0,0,0,37201,18,11015,0,0,101,0,0,372
5,4,37304,370,0,37302,0,37301,18,10061,0,37305,6,0,37303,373
8,4,37404,371,0,37402,0,37401,18,10041,0,37405,4,0,37403,374
2,4,37504,372,0,37502,0,37501,19,10062,0,37505,6,0,37503,375
5,4,0,373,0,0,0,37601,19,11002,0,0,100,0,0,376
8,4,37704,374,0,37702,0,37701,19,10024,0,37705,2,0,37703,377
5,4,37804,375,0,37802,377,37801,20,10056,0,37805,5,376,37803,378
2,4,37904,378,0,37902,0,37901,21,10072,0,37905,7,0,37903,379
5,4,0,378,0,0,0,38001,21,11001,0,0,100,0,0,380
8,4,0,378,0,0,0,38101,21,11005,0,0,100,0,0,381
2,4,0,379,0,0,0,38201,22,11003,0,0,100,0,0,382
5,4,38304,380,0,38302,0,38301,22,10062,0,38305,6,0,38303,383
8,4,38404,381,0,38402,0,38401,22,10043,0,38405,4,0,38403,384
2,4,0,382,0,0,0,38501,23,11004,0,0,100,0,0,385
5,4,38604,383,0,38602,0,38601,23,10021,0,38605,2,0,38603,386
8,4,38704,384,0,38702,0,38701,23,10022,0,38705,2,0,38703,387
2,4,38804,385,0,38802,0,38801,24,10065,0,38805,6,0,38803,388
5,4,38904,386,0,38902,0,38901,24,10074,0,38905,7,0,38903,389
8,4,39004,387,0,39002,0,39001,24,10063,0,39005,6,0,39003,390
5,4,39104,388,0,39102,390,39101,25,10036,0,39105,3,389,39103,391
2,4,0,391,0,0,0,39201,26,11011,0,0,101,0,0,392
5,4,39304,391,0,39302,0,39301,26,10075,0,39305,7,0,39303,393
8,4,39404,391,0,39402,0,39401,26,10044,0,39405,4,0,39403,394
2,4,39504,392,0,39502,0,39501,27,10073,0,39505,7,0,39503,395
5,4,39604,393,0,39602,0,39601,27,10042,0,39605,4,0,39603,396
8,4,39704,394,0,39702,0,39701,27,10062,0,39705,6,0,39703,397
2,4,0,395,0,0,0,39801,28,11005,0,0,100,0,0,398
5,4,0,396,0,0,0,39901,28,11011,0,0,101,0,0,399
8,4,40004,397,0,40002,0,40001,28,10063,0,40005,6,0,40003,400
2,4,0,398,0,0,0,40101,29,11001,0,0,100,0,0,401
5,4,0,399,0,0,0,40201,29,11004,0,0,100,0,0,402
8,4,0,400,0,0,0,40301,29,11003,0,0,100,0,0,403
5,4,40404,401,0,40402,403,40401,30,10016,0,40405,1,402,40403,404
2,4,40504,404,0,40502,0,40501,31,10041,0,40505,4,0,40503,405
5,4,40604,404,0,40602,0,40601,31,10025,0,40605,2,0,40603,406
8,4,40704,404,0,40702,0,40701,31,10064,0,40705,6,0,40703,407
2,4,40804,405,0,40802,0,40801,32,10023,0,40805,2,0,40803,408
5,4,40904,406,0,40902,0,40901,32,10021,0,40905,2,0,40903,409
8,4,41004,407,0,41002,0,41001,32,10065,0,41005,6,0,41003,410
2,4,41104,408,0,41102,0,41101,33,10022,0,41105,2,0,41103,411
5,4,41204,409,0,41202,0,41201,33,10024,0,41205,2,0,41203,412
8,4,0,410,0,0,0,41301,33,11013,0,0,101,0,0,413
2,4,0,411,0,0,0,41401,34,11012,0,0,101,0,0,414
5,4,41504,412,0,41502,0,41501,34,10075,0,41505,7,0,41503,415
8,4,41604,413,0,41602,0,41601,34,10044,0,41605,4,0,41603,416
5,4,41704,414,0,41702,416,41701,35,10036,0,41705,3,415,41703,417
2,4,0,417,0,0,0,41801,36,11014,0,0,101,0,0,418
5,4,41904,417,0,41902,0,41901,36,10073,0,41905,7,0,41903,419
8,4,42004,417,0,42002,0,42001,36,10025,0,42005,2,0,42003,420
2,4,42104,418,0,42102,0,42101,37,10071,0,42105,7,0,42103,421
5,4,0,419,0,0,0,42201,37,11015,0,0,101,0,0,422
8,4,0,420,0,0,0,42301,37,11001,0,0,100,0,0,423
2,4,42404,421,0,42402,0,42401,38,10043,0,42405,4,0,42403,424
5,4,42504,422,0,42502,0,42501,38,10074,0,42505,7,0,42503,425
8,4,42604,423,0,42602,0,42601,38,10061,0,42605,6,0,42603,426
2,4,0,424,0,0,0,42701,39,11002,0,0,100,0,0,427
5,4,42804,425,0,42802,0,42801,39,10072,0,42805,7,0,42803,428
8,4,42904,426,0,42902,0,42901,39,10045,0,42905,4,0,42903,429
5,4,43004,427,0,43002,429,43001,40,10016,0,43005,1,428,43003,430
