970a3757e67c6bdf42684c32801794863ed8ed91761112c35e791e15a69cd5db,disp_reward_type_1,disp_reward_type_3,wave_group_id,reward_lot_count_3,reward_odds_3,reward_odds_4,disp_reward_id_2,25883e4cac70f8c06182ea12eb674ce0eed0207d7a300bf2cc1e0d813d082056,133ae72776c1c4cd12b082b8639e3f2f28a83732a0a34dd6b48cba31ae4a72a8,2eff5f8505757145abf5df64183afa1089fd30bf111942c5f1530506bdcd2fd3,reward_odds_1,1c57440f7d5abc59917e9da34dea7879aef1f3a9546c6b78547b53676cce9b52,disp_reward_type_5,disp_reward_type_4,id,disp_reward_id_4,reward_group_id_1,enemy_id_5,enemy_id_3,d4c4917d4d658fca5eb0527dc76fb09e3384f838b7ea8ee017278630b5af8da8,reward_group_id_2,reward_group_id_3,disp_reward_id_1,disp_reward_id_3,enemy_id_4,a3f3bd899d16a0f099bb153841746dd7f6eb2b770f54147af82d79076f5309c8,9ce4e67aa3de2d3fcfc6de4459413e9b8b00511c9fb55ccbd57ef0a8bad00bde,reward_lot_count_4,disp_reward_id_5,drop_gold_1,ac5b36c2980b6e16ea0f1bef07befe6b97ad463a12feee4b2a8a4bcbea383576,reward_group_id_4,wave,enemy_id_2,disp_reward_type_2,difficulty,enemy_id_1,c0c238a4cfb210ca84a2e883ee5f513a5631cad87c578069f75b8c8fbfb9909e,reward_odds_2,25c93d62e94f367abc747a31b4bf1c2c34a0e5303ccba71a5894a9da3b082264
58001,2,0,600110582,0,0,0,101011,0,58001,1,100,0,0,0,600000697,0,73001010,0,620140055,0,10011007,0,61381,0,0,0,1,0,0,667,0,0,2,620300055,4,1,620050054,0,36,0
59001,2,0,600110592,0,0,0,101011,0,59001,1,100,0,0,0,600000698,0,73001010,0,620140056,0,10011007,0,61381,0,0,0,1,0,0,679,0,0,2,620300056,4,1,620050055,0,36,0
60001,2,0,600110602,0,0,0,101011,0,60001,1,100,0,0,0,600000699,0,73001010,0,620140057,0,10011007,0,61381,0,0,0,1,0,0,683,0,0,2,620300057,4,1,620050056,0,36,0
61001,2,0,600110612,0,0,0,101011,0,61001,1,100,0,0,0,600000700,0,73001010,0,620140058,0,10011007,0,61381,0,0,0,1,0,0,692,0,0,2,620300058,4,1,620050057,0,36,0
62001,2,0,600110622,0,0,0,101011,0,62001,1,100,0,0,0,600000701,0,73001010,0,620140059,0,10011008,0,61381,0,0,0,1,0,0,698,0,0,2,620300059,4,1,620050058,0,10,0
63001,2,0,600110632,0,0,0,101011,0,63001,1,100,0,0,0,600000702,0,73001010,0,620140060,0,10011008,0,61381,0,0,0,1,0,0,703,0,0,2,620300060,4,1,620050059,0,10,0
64001,2,0,600110642,0,0,0,101011,0,64001,1,100,0,0,0,600000703,0,73001010,0,620140061,0,10011008,0,61381,0,0,0,1,0,0,713,0,0,2,620300061,4,1,620050060,0,10,0
65001,2,0,600110652,0,0,0,101011,0,65001,1,100,0,0,0,600000704,0,73001010,0,620140062,0,10011008,0,61381,0,0,0,1,0,0,722,0,0,2,620300062,4,1,620050061,0,10,0
66001,2,0,600110662,0,0,0,101011,0,66001,1,100,0,0,0,600000705,0,73001010,0,620140063,0,10011008,0,61381,0,0,0,1,0,0,733,0,0,2,620300063,4,1,620050062,0,10,0
67001,2,0,600110672,0,0,0,101011,0,67001,1,100,0,0,0,600000706,0,73001010,0,620140064,0,10011008,0,61381,0,0,0,1,0,0,741,0,0,2,620300064,4,1,620050063,0,10,0
68001,2,0,600110682,0,0,0,101011,0,68001,1,100,0,0,0,600000707,0,73001010,0,620140065,0,10011008,0,61381,0,0,0,1,0,0,750,0,0,2,620300065,4,1,620050064,0,10,0
69001,2,0,600110692,0,0,0,101011,0,69001,1,100,0,0,0,600000708,0,73001010,0,620140066,0,10011008,0,61381,0,0,0,1,0,0,762,0,0,2,620300066,4,1,620050065,0,10,0
70001,2,0,600110702,0,0,0,101011,0,70001,1,100,0,0,0,600000709,0,73001010,0,620140067,0,10011008,0,61381,0,0,0,1,0,0,774,0,0,2,620300067,4,1,620050066,0,10,0
71001,2,0,600110712,0,0,0,101011,0,71001,1,100,0,0,0,600000710,0,73001010,0,620140068,0,10011008,0,61381,0,0,0,1,0,0,783,0,0,2,620300068,4,1,620050067,0,10,0
1001,4,0,600110013,1,100,12,0,0,1001,1,36,0,0,2,600000711,61382,10011001,0,620250001,0,10011001,10011001,101011,0,620130101,0,1,1,0,258,0,73001002,3,620290201,0,1,620330001,0,24,0
2001,4,0,600110023,1,100,12,0,0,2001,1,36,0,0,2,600000712,61382,10011001,0,620250001,0,10011001,10011001,101011,0,620130101,0,1,1,0,258,0,73001002,3,620290201,0,1,620330001,0,24,0
3001,4,0,600110033,1,100,12,0,0,3001,1,36,0,0,2,600000713,61382,10011001,0,620250001,0,10011001,10011001,101011,0,620130101,0,1,1,0,258,0,73001002,3,620290201,0,1,620330001,0,24,0
4001,4,0,600110043,1,100,12,0,0,4001,1,36,0,0,2,600000714,61382,10011001,0,620250001,0,10011001,10011001,101011,0,620130101,0,1,1,0,258,0,73001002,3,620290201,0,1,620330001,0,24,0
5001,4,0,600110053,1,100,12,0,0,5001,1,36,0,0,2,600000715,61382,10011001,0,620250002,0,10011001,10011001,101011,0,620130102,0,1,1,0,268,0,73001002,3,620290202,0,1,620330001,0,24,0
6001,4,0,600110063,1,100,12,0,0,6001,1,36,0,0,2,600000716,61382,10011001,0,620250003,0,10011001,10011001,101011,0,620130103,0,1,1,0,273,0,73001002,3,620290203,0,1,620330001,0,24,0
7001,4,0,600110073,1,100,12,0,0,7001,1,36,0,0,2,600000717,61382,10011001,0,620250004,0,10011001,10011001,101011,0,620130104,0,1,1,0,281,0,73001002,3,620290204,0,1,620330002,0,24,0
8001,4,0,600110083,1,100,12,0,0,8001,1,36,0,0,2,600000718,61382,10011001,0,620250005,0,10011001,10011001,101011,0,620130105,0,1,1,0,288,0,73001002,3,620290205,0,1,620330003,0,24,0
9001,4,0,600110093,1,100,12,0,0,9001,1,36,0,0,2,600000719,61382,10011002,0,620250006,0,10011001,10011001,101011,0,620130106,0,1,1,0,298,0,73001002,3,620290206,0,1,620330004,0,24,0
10001,4,0,600110103,1,100,12,0,0,10001,1,36,0,0,2,600000720,61382,10011002,0,620250007,0,10011001,10011001,101011,0,620130107,0,1,1,0,309,0,73001002,3,620290207,0,1,620330005,0,24,0
11001,4,0,600110113,1,100,12,0,0,11001,1,36,0,0,2,600000721,61382,10011002,0,620250008,0,10011001,10011001,101011,0,620130108,0,1,1,0,313,0,73001002,3,620290208,0,1,620330006,0,24,0
12001,4,0,600110123,1,100,12,0,0,12001,1,36,0,0,2,600000722,61382,10011002,0,620250009,0,10011001,10011001,101011,0,620130109,0,1,1,0,321,0,73001002,3,620290209,0,1,620330007,0,24,0
13001,4,0,600110133,1,100,12,0,0,13001,1,36,0,0,2,600000723,61382,10011002,0,620250010,0,10011001,10011001,101011,0,620130110,0,1,1,0,326,0,73001002,3,620290210,0,1,620330008,0,24,0
14001,4,0,600110143,1,100,12,0,0,14001,1,36,0,0,2,600000724,61382,10011002,0,620250011,0,10011001,10011001,101011,0,620130111,0,1,1,0,336,0,73001002,3,620290211,0,1,620330009,0,24,0
15001,4,0,600110153,1,100,12,0,0,15001,1,36,0,0,2,600000725,61382,10011002,0,620250012,0,10011001,10011001,101011,0,620130112,0,1,1,0,341,0,73001002,3,620290212,0,1,620330010,0,24,0
16001,4,0,600110163,1,100,12,0,0,16001,1,36,0,0,2,600000726,61382,10011002,0,620250013,0,10011001,10011001,101011,0,620130113,0,1,1,0,351,0,73001002,3,620290213,0,1,620330011,0,24,0
17001,4,0,600110173,1,100,12,0,0,17001,1,36,0,0,2,600000727,61382,10011002,0,620250014,0,10011001,10011001,101011,0,620130114,0,1,1,0,356,0,73001002,3,620290214,0,1,620330012,0,24,0
18001,4,0,600110183,1,100,12,0,0,18001,1,36,0,0,2,600000728,61382,10011003,0,620250015,0,10011002,10011001,101011,0,620130115,0,1,1,0,366,0,73001002,3,620290215,0,1,620330013,0,24,0
19001,4,0,600110193,1,100,12,0,0,19001,1,36,0,0,2,600000729,61382,10011003,0,620250016,0,10011002,10011001,101011,0,620130116,0,1,1,0,371,0,73001002,3,620290216,0,1,620330014,0,24,0
20001,4,0,600110203,1,100,12,0,0,20001,1,36,0,0,2,600000730,61382,10011003,0,620250017,0,10011002,10011001,101011,0,620130117,0,1,1,0,375,0,73001002,3,620290217,0,1,620330015,0,24,0
21001,4,0,600110213,1,100,12,0,0,21001,1,36,0,0,2,600000731,61382,10011003,0,620250018,0,10011002,10011001,101011,0,620130118,0,1,1,0,381,0,73001002,3,620290218,0,1,620330016,0,24,0
22001,4,0,600110223,1,100,12,0,0,22001,1,36,0,0,2,600000732,61382,10011003,0,620250019,0,10011002,10011001,101011,0,620130119,0,1,1,0,386,0,73001002,3,620290219,0,1,620330017,0,24,0
23001,4,0,600110233,1,100,12,0,0,23001,1,36,0,0,2,600000733,61382,10011003,0,620250020,0,10011002,10011001,101011,0,620130120,0,1,1,0,390,0,73001002,3,620290220,0,1,620330018,0,24,0
24001,4,0,600110243,1,100,12,0,0,24001,1,36,0,0,2,600000734,61382,10011003,0,620250021,0,10011002,10011001,101011,0,620130121,0,1,1,0,396,0,73001002,3,620290221,0,1,620330019,0,24,0
25001,4,0,600110253,1,100,12,0,0,25001,1,36,0,0,2,600000735,61382,10011003,0,620250022,0,10011002,10011001,101011,0,620130122,0,1,1,0,401,0,73001002,3,620290222,0,1,620330020,0,24,0
26001,4,0,600110263,1,100,12,0,0,26001,1,36,0,0,2,600000736,61382,10011003,0,620250023,0,10011002,10011001,101011,0,620130123,0,1,1,0,405,0,73001002,3,620290223,0,1,620330021,0,24,0
27001,4,0,600110273,1,100,12,0,0,27001,1,36,0,0,2,600000737,61382,10011004,0,620250024,0,10011003,10011001,101011,0,620130124,0,1,1,0,411,0,73001002,3,620290224,0,1,620330022,0,24,0
28001,4,0,600110283,1,100,12,0,0,28001,1,36,0,0,2,600000738,61382,10011004,0,620250025,0,10011003,10011001,101011,0,620130125,0,1,1,0,417,0,73001002,3,620290225,0,1,620330023,0,24,0
29001,4,0,600110293,1,100,12,0,0,29001,1,36,0,0,2,600000739,61382,10011004,0,620250026,0,10011003,10011001,101011,0,620130126,0,1,1,0,422,0,73001002,3,620290226,0,1,620330024,0,24,0
30001,4,0,600110303,1,100,12,0,0,30001,1,36,0,0,2,600000740,61382,10011004,0,620250027,0,10011003,10011001,101011,0,620130127,0,1,1,0,427,0,73001002,3,620290227,0,1,620330025,0,24,0
31001,4,0,600110313,1,100,12,0,0,31001,1,36,0,0,2,600000741,61382,10011004,0,620250028,0,10011003,10011001,101011,0,620130128,0,1,1,0,433,0,73001002,3,620290228,0,1,620330026,0,24,0
32001,4,0,600110323,1,100,12,0,0,32001,1,36,0,0,2,600000742,61382,10011004,0,620250029,0,10011003,10011001,101011,0,620130129,0,1,1,0,442,0,73001002,3,620290229,0,1,620330027,0,24,0
33001,4,0,600110333,1,100,12,0,0,33001,1,36,0,0,2,600000743,61382,10011004,0,620250030,0,10011003,10011001,101011,0,620130130,0,1,1,0,455,0,73001002,3,620290230,0,1,620330028,0,24,0
34001,4,0,600110343,1,100,12,0,0,34001,1,36,0,0,2,600000744,61382,10011004,0,620250031,0,10011003,10011001,101011,0,620130131,0,1,1,0,460,0,73001002,3,620290231,0,1,620330029,0,24,0
35001,4,0,600110353,1,100,12,0,0,35001,1,36,0,0,2,600000745,61382,10011005,0,620250032,0,10011004,10011002,101011,0,620130132,0,1,1,0,464,0,73001002,3,620290232,0,1,620330030,0,24,0
36001,4,0,600110363,1,100,12,0,0,36001,1,36,0,0,2,600000746,61382,10011005,0,620250033,0,10011004,10011002,101011,0,620130133,0,1,1,0,476,0,73001002,3,620290233,0,1,620330031,0,24,0
37001,4,0,600110373,1,100,12,0,0,37001,1,36,0,0,2,600000747,61382,10011005,0,620250034,0,10011004,10011002,101011,0,620130134,0,1,1,0,482,0,73001002,3,620290234,0,1,620330032,0,24,0
38001,4,0,600110383,1,100,12,0,0,38001,1,36,0,0,2,600000748,61382,10011005,0,620250035,0,10011004,10011002,101011,0,620130135,0,1,1,0,492,0,73001002,3,620290235,0,1,620330033,0,24,0
39001,4,0,600110393,1,100,12,0,0,39001,1,36,0,0,2,600000749,61382,10011005,0,620250036,0,10011004,10011002,101011,0,620130136,0,1,1,0,500,0,73001002,3,620290236,0,1,620330034,0,24,0
40001,4,0,600110403,1,100,12,0,0,40001,1,36,0,0,2,600000750,61382,10011005,0,620250037,0,10011004,10011002,101011,0,620130137,0,1,1,0,514,0,73001002,3,620290237,0,1,620330035,0,24,0
41001,4,0,600110413,1,100,12,0,0,41001,1,36,0,0,2,600000751,61382,10011005,0,620250038,0,10011004,10011002,101011,0,620130138,0,1,1,0,518,0,73001002,3,620290238,0,1,620330036,0,24,0
42001,4,0,600110423,1,100,12,0,0,42001,1,36,0,0,2,600000752,61382,10011006,0,620250039,0,10011005,10011003,101011,0,620130139,0,1,1,0,523,0,73001002,3,620290239,0,1,620330037,0,24,0
43001,4,0,600110433,1,100,12,0,0,43001,1,36,0,0,2,600000753,61382,10011006,0,620250040,0,10011005,10011003,101011,0,620130140,0,1,1,0,538,0,73001002,3,620290240,0,1,620330038,0,24,0
44001,4,0,600110443,1,100,12,0,0,44001,1,36,0,0,2,600000754,61382,10011006,0,620250041,0,10011005,10011003,101011,0,620130141,0,1,1,0,551,0,73001002,3,620290241,0,1,620330039,0,24,0
45001,4,0,600110453,1,100,12,0,0,45001,1,36,0,0,2,600000755,61382,10011006,0,620250042,0,10011005,10011003,101011,0,620130142,0,1,1,0,565,0,73001002,3,620290242,0,1,620330040,0,24,0
46001,4,0,600110463,1,100,12,0,0,46001,1,36,0,0,2,600000756,61382,10011006,0,620250043,0,10011005,10011003,101011,0,620130143,0,1,1,0,574,0,73001002,3,620290243,0,1,620330041,0,24,0
47001,4,0,600110473,1,100,12,0,0,47001,1,36,0,0,2,600000757,61382,10011006,0,620250044,0,10011005,10011003,101011,0,620130144,0,1,1,0,577,0,73001002,3,620290244,0,1,620330042,0,24,0
48001,4,0,600110483,1,100,12,0,0,48001,1,36,0,0,2,600000758,61382,10011006,0,620250045,0,10011005,10011003,101011,0,620130145,0,1,1,0,587,0,73001002,3,620290245,0,1,620330043,0,24,0
49001,4,0,600110493,1,100,12,0,0,49001,1,36,0,0,2,600000759,61382,10011007,0,620250046,0,10011006,10011004,101011,0,620130146,0,1,1,0,598,0,73001002,3,620290246,0,1,620330044,0,24,0
50001,4,0,600110503,1,100,12,0,0,50001,1,36,0,0,2,600000760,61382,10011007,0,620250047,0,10011006,10011004,101011,0,620130147,0,1,1,0,614,0,73001002,3,620290247,0,1,620330045,0,24,0
51001,4,0,600110513,1,100,12,0,0,51001,1,36,0,0,2,600000761,61382,10011007,0,620250048,0,10011006,10011004,101011,0,620130148,0,1,1,0,621,0,73001002,3,620290248,0,1,620330046,0,24,0
52001,4,0,600110523,1,100,12,0,0,52001,1,36,0,0,2,600000762,61382,10011007,0,620250049,0,10011006,10011004,101011,0,620130149,0,1,1,0,629,0,73001002,3,620290249,0,1,620330047,0,24,0
53001,4,0,600110533,1,100,12,0,0,53001,1,36,0,0,2,600000763,61382,10011007,0,620250050,0,10011006,10011004,101011,0,620130150,0,1,1,0,640,0,73001002,3,620290250,0,1,620330048,0,24,0
54001,4,0,600110543,1,100,12,0,0,54001,1,36,0,0,2,600000764,61382,10011007,0,620250051,0,10011006,10011004,101011,0,620130151,0,1,1,0,647,0,73001002,3,620290251,0,1,620330049,0,24,0
55001,4,0,600110553,1,100,12,0,0,55001,1,36,0,0,2,600000765,61382,10011007,0,620250052,0,10011006,10011004,101011,0,620130152,0,1,1,0,652,0,73001002,3,620290252,0,1,620330050,0,24,0
56001,4,0,600110563,1,100,12,0,0,56001,1,36,0,0,2,600000766,61382,10011007,0,620250053,0,10011006,10011004,101011,0,620130153,0,1,1,0,659,0,73001002,3,620290253,0,1,620330051,0,24,0
57001,4,0,600110573,1,100,12,0,0,57001,1,36,0,0,2,600000767,61382,10011007,0,620250054,0,10011006,10011004,101011,0,620130154,0,1,1,0,662,0,73001002,3,620290254,0,1,620330052,0,24,0
58001,4,0,600110583,1,100,12,0,0,58001,1,36,0,0,2,600000768,61382,10011007,0,620250055,0,10011006,10011004,101011,0,620130155,0,1,1,0,667,0,73001002,3,620290255,0,1,620330053,0,24,0
59001,4,0,600110593,1,100,12,0,0,59001,1,36,0,0,2,600000769,61382,10011007,0,620250056,0,10011006,10011004,101011,0,620130156,0,1,1,0,679,0,73001002,3,620290256,0,1,620330054,0,24,0
60001,4,0,600110603,1,100,12,0,0,60001,1,36,0,0,2,600000770,61382,10011007,0,620250057,0,10011006,10011004,101011,0,620130157,0,1,1,0,683,0,73001002,3,620290257,0,1,620330055,0,24,0
61001,4,0,600110613,1,100,12,0,0,61001,1,36,0,0,2,600000771,61382,10011007,0,620250058,0,10011006,10011004,101011,0,620130158,0,1,1,0,692,0,73001002,3,620290258,0,1,620330056,0,24,0
62001,4,0,600110623,1,100,12,0,0,62001,1,5,0,0,2,600000772,61382,10011008,0,620250059,0,10011007,10011006,101011,0,620130159,0,1,1,0,698,0,73001002,3,620290259,0,1,620330057,0,70,0
63001,4,0,600110633,1,100,12,0,0,63001,1,5,0,0,2,600000773,61382,10011008,0,620250060,0,10011007,10011006,101011,0,620130160,0,1,1,0,703,0,73001002,3,620290260,0,1,620330058,0,70,0
64001,4,0,600110643,1,100,12,0,0,64001,1,5,0,0,2,600000774,61382,10011008,0,620250061,0,10011007,10011006,101011,0,620130161,0,1,1,0,713,0,73001002,3,620290261,0,1,620330059,0,70,0
65001,4,0,600110653,1,100,12,0,0,65001,1,5,0,0,2,600000775,61382,10011008,0,620250062,0,10011007,10011006,101011,0,620130162,0,1,1,0,722,0,73001002,3,620290262,0,1,620330060,0,70,0
66001,4,0,600110663,1,100,12,0,0,66001,1,5,0,0,2,600000776,61382,10011008,0,620250063,0,10011007,10011006,101011,0,620130163,0,1,1,0,733,0,73001002,3,620290263,0,1,620330061,0,70,0
67001,4,0,600110673,1,100,12,0,0,67001,1,5,0,0,2,600000777,61382,10011008,0,620250064,0,10011007,10011006,101011,0,620130164,0,1,1,0,741,0,73001002,3,620290264,0,1,620330062,0,70,0
68001,4,0,600110683,1,100,12,0,0,68001,1,5,0,0,2,600000778,61382,10011008,0,620250065,0,10011007,10011006,101011,0,620130165,0,1,1,0,750,0,73001002,3,620290265,0,1,620330063,0,70,0
69001,4,0,600110693,1,100,12,0,0,69001,1,5,0,0,2,600000779,61382,10011008,0,620250066,0,10011007,10011006,101011,0,620130166,0,1,1,0,762,0,73001002,3,620290266,0,1,620330064,0,70,0
70001,4,0,600110703,1,100,12,0,0,70001,1,5,0,0,2,600000780,61382,10011008,0,620250067,0,10011007,10011006,101011,0,620130167,0,1,1,0,774,0,73001002,3,620290267,0,1,620330065,0,70,0
71001,4,0,600110713,1,100,12,0,0,71001,1,5,0,0,2,600000781,61382,10011008,0,620250068,0,10011007,10011006,101011,0,620130168,0,1,1,0,783,0,73001002,3,620290268,0,1,620330066,0,70,0
1001,4,0,600110013,1,100,12,0,0,1001,1,36,0,0,2,600000782,61382,10011001,0,620100001,0,10011001,10011001,101011,0,620210101,0,1,1,0,258,0,73001002,3,620030001,0,1,620040001,0,24,0
2001,4,0,600110023,1,100,12,0,0,2001,1,36,0,0,2,600000783,61382,10011001,0,620100001,0,10011001,10011001,101011,0,620210101,0,1,1,0,258,0,73001002,3,620030001,0,1,620040001,0,24,0
3001,4,0,600110033,1,100,12,0,0,3001,1,36,0,0,2,600000784,61382,10011001,0,620100001,0,10011001,10011001,101011,0,620210101,0,1,1,0,258,0,73001002,3,620030001,0,1,620040001,0,24,0
4001,4,0,600110043,1,100,12,0,0,4001,1,36,0,0,2,600000785,61382,10011001,0,620100001,0,10011001,10011001,101011,0,620210101,0,1,1,0,258,0,73001002,3,620030001,0,1,620040001,0,24,0
5001,4,0,600110053,1,100,12,0,0,5001,1,36,0,0,2,600000786,61382,10011001,0,620100002,0,10011001,10011001,101011,0,620210102,0,1,1,0,268,0,73001002,3,620030002,0,1,620040001,0,24,0
6001,4,0,600110063,1,100,12,0,0,6001,1,36,0,0,2,600000787,61382,10011001,0,620100003,0,10011001,10011001,101011,0,620210103,0,1,1,0,273,0,73001002,3,620030003,0,1,620040002,0,24,0
7001,4,0,600110073,1,100,12,0,0,7001,1,36,0,0,2,600000788,61382,10011001,0,620100004,0,10011001,10011001,101011,0,620210104,0,1,1,0,281,0,73001002,3,620030004,0,1,620040003,0,24,0
8001,4,0,600110083,1,100,12,0,0,8001,1,36,0,0,2,600000789,61382,10011001,0,620100005,0,10011001,10011001,101011,0,620210105,0,1,1,0,288,0,73001002,3,620030005,0,1,620040004,0,24,0
9001,4,0,600110093,1,100,12,0,0,9001,1,36,0,0,2,600000790,61382,10011002,0,620100006,0,10011001,10011001,101011,0,620210106,0,1,1,0,298,0,73001002,3,620030006,0,1,620040005,0,24,0
10001,4,0,600110103,1,100,12,0,0,10001,1,36,0,0,2,600000791,61382,10011002,0,620100007,0,10011001,10011001,101011,0,620210107,0,1,1,0,309,0,73001002,3,620030007,0,1,620040006,0,24,0
11001,4,0,600110113,1,100,12,0,0,11001,1,36,0,0,2,600000792,61382,10011002,0,620100008,0,10011001,10011001,101011,0,620210108,0,1,1,0,313,0,73001002,3,620030008,0,1,620040007,0,24,0
12001,4,0,600110123,1,100,12,0,0,12001,1,36,0,0,2,600000793,61382,10011002,0,620100009,0,10011001,10011001,101011,0,620210109,0,1,1,0,321,0,73001002,3,620030009,0,1,620040008,0,24,0
13001,4,0,600110133,1,100,12,0,0,13001,1,36,0,0,2,600000794,61382,10011002,0,620100010,0,10011001,10011001,101011,0,620210110,0,1,1,0,326,0,73001002,3,620030010,0,1,620040009,0,24,0
14001,4,0,600110143,1,100,12,0,0,14001,1,36,0,0,2,600000795,61382,10011002,0,620100011,0,10011001,10011001,101011,0,620210111,0,1,1,0,336,0,73001002,3,620030011,0,1,620040010,0,24,0
15001,4,0,600110153,1,100,12,0,0,15001,1,36,0,0,2,600000796,61382,10011002,0,620100012,0,10011001,10011001,101011,0,620210112,0,1,1,0,341,0,73001002,3,620030012,0,1,620040011,0,24,0
16001,4,0,600110163,1,100,12,0,0,16001,1,36,0,0,2,600000797,61382,10011002,0,620100013,0,10011001,10011001,101011,0,620210113,0,1,1,0,351,0,73001002,3,620030013,0,1,620040012,0,24,0
17001,4,0,600110173,1,100,12,0,0,17001,1,36,0,0,2,600000798,61382,10011002,0,620100014,0,10011001,10011001,101011,0,620210114,0,1,1,0,356,0,73001002,3,620030014,0,1,620040013,0,24,0
18001,4,0,600110183,1,100,12,0,0,18001,1,36,0,0,2,600000799,61382,10011003,0,620100015,0,10011002,10011001,101011,0,620210115,0,1,1,0,366,0,73001002,3,620030015,0,1,620040014,0,24,0
19001,4,0,600110193,1,100,12,0,0,19001,1,36,0,0,2,600000800,61382,10011003,0,620100016,0,10011002,10011001,101011,0,620210116,0,1,1,0,371,0,73001002,3,620030016,0,1,620040015,0,24,0
20001,4,0,600110203,1,100,12,0,0,20001,1,36,0,0,2,600000801,61382,10011003,0,620100017,0,10011002,10011001,101011,0,620210117,0,1,1,0,375,0,73001002,3,620030017,0,1,620040016,0,24,0
21001,4,0,600110213,1,100,12,0,0,21001,1,36,0,0,2,600000802,61382,10011003,0,620100018,0,10011002,10011001,101011,0,620210118,0,1,1,0,381,0,73001002,3,620030018,0,1,620040017,0,24,0
22001,4,0,600110223,1,100,12,0,0,22001,1,36,0,0,2,600000803,61382,10011003,0,620100019,0,10011002,10011001,101011,0,620210119,0,1,1,0,386,0,73001002,3,620030019,0,1,620040018,0,24,0
23001,4,0,600110233,1,100,12,0,0,23001,1,36,0,0,2,600000804,61382,10011003,0,620100020,0,10011002,10011001,101011,0,620210120,0,1,1,0,390,0,73001002,3,620030020,0,1,620040019,0,24,0
24001,4,0,600110243,1,100,12,0,0,24001,1,36,0,0,2,600000805,61382,10011003,0,620100021,0,10011002,10011001,101011,0,620210121,0,1,1,0,396,0,73001002,3,620030021,0,1,620040020,0,24,0
25001,4,0,600110253,1,100,12,0,0,25001,1,36,0,0,2,600000806,61382,10011003,0,620100022,0,10011002,10011001,101011,0,620210122,0,1,1,0,401,0,73001002,3,620030022,0,1,620040021,0,24,0
26001,4,0,600110263,1,100,12,0,0,26001,1,36,0,0,2,600000807,61382,10011003,0,620100023,0,10011002,10011001,101011,0,620210123,0,1,1,0,405,0,73001002,3,620030023,0,1,620040022,0,24,0
27001,4,0,600110273,1,100,12,0,0,27001,1,36,0,0,2,600000808,61382,10011004,0,620100024,0,10011003,10011001,101011,0,620210124,0,1,1,0,411,0,73001002,3,620030024,0,1,620040023,0,24,0
28001,4,0,600110283,1,100,12,0,0,28001,1,36,0,0,2,600000809,61382,10011004,0,620100025,0,10011003,10011001,101011,0,620210125,0,1,1,0,417,0,73001002,3,620030025,0,1,620040024,0,24,0
29001,4,0,600110293,1,100,12,0,0,29001,1,36,0,0,2,600000810,61382,10011004,0,620100026,0,10011003,10011001,101011,0,620210126,0,1,1,0,422,0,73001002,3,620030026,0,1,620040025,0,24,0
30001,4,0,600110303,1,100,12,0,0,30001,1,36,0,0,2,600000811,61382,10011004,0,620100027,0,10011003,10011001,101011,0,620210127,0,1,1,0,427,0,73001002,3,620030027,0,1,620040026,0,24,0
31001,4,0,600110313,1,100,12,0,0,31001,1,36,0,0,2,600000812,61382,10011004,0,620100028,0,10011003,10011001,101011,0,620210128,0,1,1,0,433,0,73001002,3,620030028,0,1,620040027,0,24,0
32001,4,0,600110323,1,100,12,0,0,32001,1,36,0,0,2,600000813,61382,10011004,0,620100029,0,10011003,10011001,101011,0,620210129,0,1,1,0,442,0,73001002,3,620030029,0,1,620040028,0,24,0
33001,4,0,600110333,1,100,12,0,0,33001,1,36,0,0,2,600000814,61382,10011004,0,620100030,0,10011003,10011001,101011,0,620210130,0,1,1,0,455,0,73001002,3,620030030,0,1,620040029,0,24,0
34001,4,0,600110343,1,100,12,0,0,34001,1,36,0,0,2,600000815,61382,10011004,0,620100031,0,10011003,10011001,101011,0,620210131,0,1,1,0,460,0,73001002,3,620030031,0,1,620040030,0,24,0
35001,4,0,600110353,1,100,12,0,0,35001,1,36,0,0,2,600000816,61382,10011005,0,620100032,0,10011004,10011002,101011,0,620210132,0,1,1,0,464,0,73001002,3,620030032,0,1,620040031,0,24,0
36001,4,0,600110363,1,100,12,0,0,36001,1,36,0,0,2,600000817,61382,10011005,0,620100033,0,10011004,10011002,101011,0,620210133,0,1,1,0,476,0,73001002,3,620030033,0,1,620040032,0,24,0
37001,4,0,600110373,1,100,12,0,0,37001,1,36,0,0,2,600000818,61382,10011005,0,620100034,0,10011004,10011002,101011,0,620210134,0,1,1,0,482,0,73001002,3,620030034,0,1,620040033,0,24,0
38001,4,0,600110383,1,100,12,0,0,38001,1,36,0,0,2,600000819,61382,10011005,0,620100035,0,10011004,10011002,101011,0,620210135,0,1,1,0,492,0,73001002,3,620030035,0,1,620040034,0,24,0
39001,4,0,600110393,1,100,12,0,0,39001,1,36,0,0,2,600000820,61382,10011005,0,620100036,0,10011004,10011002,101011,0,620210136,0,1,1,0,500,0,73001002,3,620030036,0,1,620040035,0,24,0
40001,4,0,600110403,1,100,12,0,0,40001,1,36,0,0,2,600000821,61382,10011005,0,620100037,0,10011004,10011002,101011,0,620210137,0,1,1,0,514,0,73001002,3,620030037,0,1,620040036,0,24,0
