14a17b3d60bf2083b08b5b1f942e08d536e3c6478da9fe95acbffe3b96400595,wave,id,disp_reward_id_3,enemy_id_4,enemy_id_5,disp_reward_type_3,e6e5affce04f7ca770b08d7bf8e85105e0400836797f23c12a25402434cef84f,f4709d1a127df293ec735eb6ecac92df9fdf0df62c65ace00d32d66c9507855b,reward_odds_3,bda5f5a0ca5a3245ddb0f67b5904313598b515ccca92886fc8b5915675d2c803,5ac7b94e8b0457d98e3a42460c8fe01b768765ba1762c4781fe0eaeefe8e5ea7,disp_reward_id_2,reward_group_id_3,cdb7a435bc1c1b72aee77223d838c5f871e5ed2b2d33cde610ce191a6b2b0be5,disp_reward_id_4,reward_lot_count_3,enemy_id_1,enemy_id_3,wave_group_id,disp_reward_type_2,difficulty,reward_group_id_1,fdd8b699fb4f0282ace44d0cc1bb40c15d2b3be8c3e5febd05a568c969a14ad7,disp_reward_type_4,enemy_id_2,reward_odds_2,drop_gold_1,reward_odds_1,disp_reward_type_5,7f97d6d8ded12e5274ee3e8583e19ce8d447162777c6c8207e61ffc5d3a5a565,reward_group_id_4,disp_reward_id_5,ba6b9653e5e5a50ef4e37f6f616240a64ac78decbea4a83353fb41f6a50b532a,reward_lot_count_4,5f5537f3a1a2fa8527dc1631352218576b681ec9054ad257004a63b5c71c25dc,reward_odds_4,9c846e0bcb6789524544e711bf6eb4c143aab9c82e2354447ee47eca30fd0dcb,disp_reward_id_1,reward_group_id_2,disp_reward_type_1
0,2,600000628,0,0,0,0,60001,0,0,1,1,101011,0,0,0,0,620330055,620080057,600110602,4,1,63001010,0,0,620210157,36,683,100,0,0,0,0,0,0,0,0,60001,61361,10011007,2
0,2,600000629,0,0,0,0,61001,0,0,1,1,101011,0,0,0,0,620330056,620080058,600110612,4,1,63001010,0,0,620210158,36,692,100,0,0,0,0,0,0,0,0,61001,61361,10011007,2
0,2,600000630,0,0,0,0,62001,0,0,1,1,101011,0,0,0,0,620330057,620080059,600110622,4,1,63001010,0,0,620210159,10,698,100,0,0,0,0,0,0,0,0,62001,61361,10011008,2
0,2,600000631,0,0,0,0,63001,0,0,1,1,101011,0,0,0,0,620330058,620080060,600110632,4,1,63001010,0,0,620210160,10,703,100,0,0,0,0,0,0,0,0,63001,61361,10011008,2
0,2,600000632,0,0,0,0,64001,0,0,1,1,101011,0,0,0,0,620330059,620080061,600110642,4,1,63001010,0,0,620210161,10,713,100,0,0,0,0,0,0,0,0,64001,61361,10011008,2
0,2,600000633,0,0,0,0,65001,0,0,1,1,101011,0,0,0,0,620330060,620080062,600110652,4,1,63001010,0,0,620210162,10,722,100,0,0,0,0,0,0,0,0,65001,61361,10011008,2
0,2,600000634,0,0,0,0,66001,0,0,1,1,101011,0,0,0,0,620330061,620080063,600110662,4,1,63001010,0,0,620210163,10,733,100,0,0,0,0,0,0,0,0,66001,61361,10011008,2
0,2,600000635,0,0,0,0,67001,0,0,1,1,101011,0,0,0,0,620330062,620080064,600110672,4,1,63001010,0,0,620210164,10,741,100,0,0,0,0,0,0,0,0,67001,61361,10011008,2
0,2,600000636,0,0,0,0,68001,0,0,1,1,101011,0,0,0,0,620330063,620080065,600110682,4,1,63001010,0,0,620210165,10,750,100,0,0,0,0,0,0,0,0,68001,61361,10011008,2
0,2,600000637,0,0,0,0,69001,0,0,1,1,101011,0,0,0,0,620330064,620080066,600110692,4,1,63001010,0,0,620210166,10,762,100,0,0,0,0,0,0,0,0,69001,61361,10011008,2
0,2,600000642,0,0,0,0,3001,0,0,1,1,101011,0,0,0,0,620050001,620140001,600110032,4,1,63001010,0,0,620300001,36,258,100,0,0,0,0,0,0,0,0,3001,61361,10011001,2
0,2,600000643,0,0,0,0,4001,0,0,1,1,101011,0,0,0,0,620050001,620140001,600110042,4,1,63001010,0,0,620300001,36,258,100,0,0,0,0,0,0,0,0,4001,61361,10011001,2
0,2,600000644,0,0,0,0,5001,0,0,1,1,101011,0,0,0,0,620050001,620140002,600110052,4,1,63001010,0,0,620300002,36,268,100,0,0,0,0,0,0,0,0,5001,61361,10011001,2
0,2,600000645,0,0,0,0,6001,0,0,1,1,101011,0,0,0,0,620050002,620140003,600110062,4,1,63001010,0,0,620300003,36,273,100,0,0,0,0,0,0,0,0,6001,61361,10011001,2
0,2,600000646,0,0,0,0,7001,0,0,1,1,101011,0,0,0,0,620050003,620140004,600110072,4,1,63001010,0,0,620300004,36,281,100,0,0,0,0,0,0,0,0,7001,61361,10011001,2
0,2,600000647,0,0,0,0,8001,0,0,1,1,101011,0,0,0,0,620050004,620140005,600110082,4,1,63001010,0,0,620300005,36,288,100,0,0,0,0,0,0,0,0,8001,61361,10011001,2
0,2,600000648,0,0,0,0,9001,0,0,1,1,101011,0,0,0,0,620050005,620140006,600110092,4,1,63001010,0,0,620300006,36,298,100,0,0,0,0,0,0,0,0,9001,61361,10011002,2
0,2,600000649,0,0,0,0,10001,0,0,1,1,101011,0,0,0,0,620050006,620140007,600110102,4,1,63001010,0,0,620300007,36,309,100,0,0,0,0,0,0,0,0,10001,61361,10011002,2
0,2,600000650,0,0,0,0,11001,0,0,1,1,101011,0,0,0,0,620050007,620140008,600110112,4,1,63001010,0,0,620300008,36,313,100,0,0,0,0,0,0,0,0,11001,61361,10011002,2
0,2,600000651,0,0,0,0,12001,0,0,1,1,101011,0,0,0,0,620050008,620140009,600110122,4,1,63001010,0,0,620300009,36,321,100,0,0,0,0,0,0,0,0,12001,61361,10011002,2
0,2,600000652,0,0,0,0,13001,0,0,1,1,101011,0,0,0,0,620050009,620140010,600110132,4,1,63001010,0,0,620300010,36,326,100,0,0,0,0,0,0,0,0,13001,61361,10011002,2
0,2,600000653,0,0,0,0,14001,0,0,1,1,101011,0,0,0,0,620050010,620140011,600110142,4,1,63001010,0,0,620300011,36,336,100,0,0,0,0,0,0,0,0,14001,61361,10011002,2
0,2,600000654,0,0,0,0,15001,0,0,1,1,101011,0,0,0,0,620050011,620140012,600110152,4,1,63001010,0,0,620300012,36,341,100,0,0,0,0,0,0,0,0,15001,61361,10011002,2
0,2,600000655,0,0,0,0,16001,0,0,1,1,101011,0,0,0,0,620050012,620140013,600110162,4,1,63001010,0,0,620300013,36,351,100,0,0,0,0,0,0,0,0,16001,61361,10011002,2
0,2,600000656,0,0,0,0,17001,0,0,1,1,101011,0,0,0,0,620050013,620140014,600110172,4,1,63001010,0,0,620300014,36,356,100,0,0,0,0,0,0,0,0,17001,61361,10011002,2
0,2,600000657,0,0,0,0,18001,0,0,1,1,101011,0,0,0,0,620050014,620140015,600110182,4,1,63001010,0,0,620300015,36,366,100,0,0,0,0,0,0,0,0,18001,61361,10011003,2
0,2,600000658,0,0,0,0,19001,0,0,1,1,101011,0,0,0,0,620050015,620140016,600110192,4,1,63001010,0,0,620300016,36,371,100,0,0,0,0,0,0,0,0,19001,61361,10011003,2
0,2,600000659,0,0,0,0,20001,0,0,1,1,101011,0,0,0,0,620050016,620140017,600110202,4,1,63001010,0,0,620300017,36,375,100,0,0,0,0,0,0,0,0,20001,61361,10011003,2
0,2,600000660,0,0,0,0,21001,0,0,1,1,101011,0,0,0,0,620050017,620140018,600110212,4,1,63001010,0,0,620300018,36,381,100,0,0,0,0,0,0,0,0,21001,61361,10011003,2
0,2,600000661,0,0,0,0,22001,0,0,1,1,101011,0,0,0,0,620050018,620140019,600110222,4,1,63001010,0,0,620300019,36,386,100,0,0,0,0,0,0,0,0,22001,61361,10011003,2
0,2,600000662,0,0,0,0,23001,0,0,1,1,101011,0,0,0,0,620050019,620140020,600110232,4,1,63001010,0,0,620300020,36,390,100,0,0,0,0,0,0,0,0,23001,61361,10011003,2
0,2,600000663,0,0,0,0,24001,0,0,1,1,101011,0,0,0,0,620050020,620140021,600110242,4,1,63001010,0,0,620300021,36,396,100,0,0,0,0,0,0,0,0,24001,61361,10011003,2
0,2,600000664,0,0,0,0,25001,0,0,1,1,101011,0,0,0,0,620050021,620140022,600110252,4,1,63001010,0,0,620300022,36,401,100,0,0,0,0,0,0,0,0,25001,61361,10011003,2
0,2,600000665,0,0,0,0,26001,0,0,1,1,101011,0,0,0,0,620050022,620140023,600110262,4,1,63001010,0,0,620300023,36,405,100,0,0,0,0,0,0,0,0,26001,61361,10011003,2
0,2,600000666,0,0,0,0,27001,0,0,1,1,101011,0,0,0,0,620050023,620140024,600110272,4,1,63001010,0,0,620300024,36,411,100,0,0,0,0,0,0,0,0,27001,61361,10011004,2
0,2,600000667,0,0,0,0,28001,0,0,1,1,101011,0,0,0,0,620050024,620140025,600110282,4,1,63001010,0,0,620300025,36,417,100,0,0,0,0,0,0,0,0,28001,61361,10011004,2
0,2,600000668,0,0,0,0,29001,0,0,1,1,101011,0,0,0,0,620050025,620140026,600110292,4,1,63001010,0,0,620300026,36,422,100,0,0,0,0,0,0,0,0,29001,61361,10011004,2
0,2,600000669,0,0,0,0,30001,0,0,1,1,101011,0,0,0,0,620050026,620140027,600110302,4,1,63001010,0,0,620300027,36,427,100,0,0,0,0,0,0,0,0,30001,61361,10011004,2
0,2,600000670,0,0,0,0,31001,0,0,1,1,101011,0,0,0,0,620050027,620140028,600110312,4,1,63001010,0,0,620300028,36,433,100,0,0,0,0,0,0,0,0,31001,61361,10011004,2
0,2,600000671,0,0,0,0,32001,0,0,1,1,101011,0,0,0,0,620050028,620140029,600110322,4,1,63001010,0,0,620300029,36,442,100,0,0,0,0,0,0,0,0,32001,61361,10011004,2
0,2,600000672,0,0,0,0,33001,0,0,1,1,101011,0,0,0,0,620050029,620140030,600110332,4,1,63001010,0,0,620300030,36,455,100,0,0,0,0,0,0,0,0,33001,61361,10011004,2
0,2,600000673,0,0,0,0,34001,0,0,1,1,101011,0,0,0,0,620050030,620140031,600110342,4,1,63001010,0,0,620300031,36,460,100,0,0,0,0,0,0,0,0,34001,61361,10011004,2
0,2,600000674,0,0,0,0,35001,0,0,1,1,101011,0,0,0,0,620050031,620140032,600110352,4,1,63001010,0,0,620300032,36,464,100,0,0,0,0,0,0,0,0,35001,61361,10011005,2
0,2,600000675,0,0,0,0,36001,0,0,1,1,101011,0,0,0,0,620050032,620140033,600110362,4,1,63001010,0,0,620300033,36,476,100,0,0,0,0,0,0,0,0,36001,61361,10011005,2
0,2,600000676,0,0,0,0,37001,0,0,1,1,101011,0,0,0,0,620050033,620140034,600110372,4,1,63001010,0,0,620300034,36,482,100,0,0,0,0,0,0,0,0,37001,61361,10011005,2
0,2,600000677,0,0,0,0,38001,0,0,1,1,101011,0,0,0,0,620050034,620140035,600110382,4,1,63001010,0,0,620300035,36,492,100,0,0,0,0,0,0,0,0,38001,61361,10011005,2
0,2,600000678,0,0,0,0,39001,0,0,1,1,101011,0,0,0,0,620050035,620140036,600110392,4,1,63001010,0,0,620300036,36,500,100,0,0,0,0,0,0,0,0,39001,61361,10011005,2
0,2,600000679,0,0,0,0,40001,0,0,1,1,101011,0,0,0,0,620050036,620140037,600110402,4,1,63001010,0,0,620300037,36,514,100,0,0,0,0,0,0,0,0,40001,61361,10011005,2
0,2,600000680,0,0,0,0,41001,0,0,1,1,101011,0,0,0,0,620050037,620140038,600110412,4,1,63001010,0,0,620300038,36,518,100,0,0,0,0,0,0,0,0,41001,61361,10011005,2
0,2,600000681,0,0,0,0,42001,0,0,1,1,101011,0,0,0,0,620050038,620140039,600110422,4,1,63001010,0,0,620300039,36,523,100,0,0,0,0,0,0,0,0,42001,61361,10011006,2
0,2,600000682,0,0,0,0,43001,0,0,1,1,101011,0,0,0,0,620050039,620140040,600110432,4,1,63001010,0,0,620300040,36,538,100,0,0,0,0,0,0,0,0,43001,61361,10011006,2
0,2,600000683,0,0,0,0,44001,0,0,1,1,101011,0,0,0,0,620050040,620140041,600110442,4,1,63001010,0,0,620300041,36,551,100,0,0,0,0,0,0,0,0,44001,61361,10011006,2
0,2,600000684,0,0,0,0,45001,0,0,1,1,101011,0,0,0,0,620050041,620140042,600110452,4,1,63001010,0,0,620300042,36,565,100,0,0,0,0,0,0,0,0,45001,61361,10011006,2
0,2,600000685,0,0,0,0,46001,0,0,1,1,101011,0,0,0,0,620050042,620140043,600110462,4,1,63001010,0,0,620300043,36,574,100,0,0,0,0,0,0,0,0,46001,61361,10011006,2
0,2,600000686,0,0,0,0,47001,0,0,1,1,101011,0,0,0,0,620050043,620140044,600110472,4,1,63001010,0,0,620300044,36,577,100,0,0,0,0,0,0,0,0,47001,61361,10011006,2
0,2,600000687,0,0,0,0,48001,0,0,1,1,101011,0,0,0,0,620050044,620140045,600110482,4,1,63001010,0,0,620300045,36,587,100,0,0,0,0,0,0,0,0,48001,61361,10011006,2
0,2,600000688,0,0,0,0,49001,0,0,1,1,101011,0,0,0,0,620050045,620140046,600110492,4,1,63001010,0,0,620300046,36,598,100,0,0,0,0,0,0,0,0,49001,61361,10011007,2
0,2,600000689,0,0,0,0,50001,0,0,1,1,101011,0,0,0,0,620050046,620140047,600110502,4,1,63001010,0,0,620300047,36,614,100,0,0,0,0,0,0,0,0,50001,61361,10011007,2
0,2,600000690,0,0,0,0,51001,0,0,1,1,101011,0,0,0,0,620050047,620140048,600110512,4,1,63001010,0,0,620300048,36,621,100,0,0,0,0,0,0,0,0,51001,61361,10011007,2
0,2,600000691,0,0,0,0,52001,0,0,1,1,101011,0,0,0,0,620050048,620140049,600110522,4,1,63001010,0,0,620300049,36,629,100,0,0,0,0,0,0,0,0,52001,61361,10011007,2
0,2,600000692,0,0,0,0,53001,0,0,1,1,101011,0,0,0,0,620050049,620140050,600110532,4,1,63001010,0,0,620300050,36,640,100,0,0,0,0,0,0,0,0,53001,61361,10011007,2
0,2,600000693,0,0,0,0,54001,0,0,1,1,101011,0,0,0,0,620050050,620140051,600110542,4,1,63001010,0,0,620300051,36,647,100,0,0,0,0,0,0,0,0,54001,61361,10011007,2
0,2,600000694,0,0,0,0,55001,0,0,1,1,101011,0,0,0,0,620050051,620140052,600110552,4,1,63001010,0,0,620300052,36,652,100,0,0,0,0,0,0,0,0,55001,61361,10011007,2
0,2,600000695,0,0,0,0,56001,0,0,1,1,101011,0,0,0,0,620050052,620140053,600110562,4,1,63001010,0,0,620300053,36,659,100,0,0,0,0,0,0,0,0,56001,61361,10011007,2
0,2,600000696,0,0,0,0,57001,0,0,1,1,101011,0,0,0,0,620050053,620140054,600110572,4,1,63001010,0,0,620300054,36,662,100,0,0,0,0,0,0,0,0,57001,61361,10011007,2
0,2,600000697,0,0,0,0,58001,0,0,1,1,101011,0,0,0,0,620050054,620140055,600110582,4,1,63001010,0,0,620300055,36,667,100,0,0,0,0,0,0,0,0,58001,61361,10011007,2
0,2,600000698,0,0,0,0,59001,0,0,1,1,101011,0,0,0,0,620050055,620140056,600110592,4,1,63001010,0,0,620300056,36,679,100,0,0,0,0,0,0,0,0,59001,61361,10011007,2
0,2,600000699,0,0,0,0,60001,0,0,1,1,101011,0,0,0,0,620050056,620140057,600110602,4,1,63001010,0,0,620300057,36,683,100,0,0,0,0,0,0,0,0,60001,61361,10011007,2
0,2,600000700,0,0,0,0,61001,0,0,1,1,101011,0,0,0,0,620050057,620140058,600110612,4,1,63001010,0,0,620300058,36,692,100,0,0,0,0,0,0,0,0,61001,61361,10011007,2
0,2,600000701,0,0,0,0,62001,0,0,1,1,101011,0,0,0,0,620050058,620140059,600110622,4,1,63001010,0,0,620300059,10,698,100,0,0,0,0,0,0,0,0,62001,61361,10011008,2
0,2,600000702,0,0,0,0,63001,0,0,1,1,101011,0,0,0,0,620050059,620140060,600110632,4,1,63001010,0,0,620300060,10,703,100,0,0,0,0,0,0,0,0,63001,61361,10011008,2
0,2,600000703,0,0,0,0,64001,0,0,1,1,101011,0,0,0,0,620050060,620140061,600110642,4,1,63001010,0,0,620300061,10,713,100,0,0,0,0,0,0,0,0,64001,61361,10011008,2
0,2,600000704,0,0,0,0,65001,0,0,1,1,101011,0,0,0,0,620050061,620140062,600110652,4,1,63001010,0,0,620300062,10,722,100,0,0,0,0,0,0,0,0,65001,61361,10011008,2
0,2,600000705,0,0,0,0,66001,0,0,1,1,101011,0,0,0,0,620050062,620140063,600110662,4,1,63001010,0,0,620300063,10,733,100,0,0,0,0,0,0,0,0,66001,61361,10011008,2
0,2,600000706,0,0,0,0,67001,0,0,1,1,101011,0,0,0,0,620050063,620140064,600110672,4,1,63001010,0,0,620300064,10,741,100,0,0,0,0,0,0,0,0,67001,61361,10011008,2
0,2,600000707,0,0,0,0,68001,0,0,1,1,101011,0,0,0,0,620050064,620140065,600110682,4,1,63001010,0,0,620300065,10,750,100,0,0,0,0,0,0,0,0,68001,61361,10011008,2
0,2,600000708,0,0,0,0,69001,0,0,1,1,101011,0,0,0,0,620050065,620140066,600110692,4,1,63001010,0,0,620300066,10,762,100,0,0,0,0,0,0,0,0,69001,61361,10011008,2
0,3,600000713,0,620130101,0,0,3001,0,100,1,1,0,10011001,0,61362,1,620330001,620250001,600110033,0,1,10011001,0,2,620290201,24,258,36,0,0,63001002,0,0,1,0,12,3001,101011,10011001,4
0,3,600000714,0,620130101,0,0,4001,0,100,1,1,0,10011001,0,61362,1,620330001,620250001,600110043,0,1,10011001,0,2,620290201,24,258,36,0,0,63001002,0,0,1,0,12,4001,101011,10011001,4
0,3,600000715,0,620130102,0,0,5001,0,100,1,1,0,10011001,0,61362,1,620330001,620250002,600110053,0,1,10011001,0,2,620290202,24,268,36,0,0,63001002,0,0,1,0,12,5001,101011,10011001,4
0,3,600000716,0,620130103,0,0,6001,0,100,1,1,0,10011001,0,61362,1,620330001,620250003,600110063,0,1,10011001,0,2,620290203,24,273,36,0,0,63001002,0,0,1,0,12,6001,101011,10011001,4
0,3,600000717,0,620130104,0,0,7001,0,100,1,1,0,10011001,0,61362,1,620330002,620250004,600110073,0,1,10011001,0,2,620290204,24,281,36,0,0,63001002,0,0,1,0,12,7001,101011,10011001,4
0,3,600000718,0,620130105,0,0,8001,0,100,1,1,0,10011001,0,61362,1,620330003,620250005,600110083,0,1,10011001,0,2,620290205,24,288,36,0,0,63001002,0,0,1,0,12,8001,101011,10011001,4
0,3,600000719,0,620130106,0,0,9001,0,100,1,1,0,10011001,0,61362,1,620330004,620250006,600110093,0,1,10011002,0,2,620290206,24,298,36,0,0,63001002,0,0,1,0,12,9001,101011,10011001,4
0,3,600000720,0,620130107,0,0,10001,0,100,1,1,0,10011001,0,61362,1,620330005,620250007,600110103,0,1,10011002,0,2,620290207,24,309,36,0,0,63001002,0,0,1,0,12,10001,101011,10011001,4
0,3,600000721,0,620130108,0,0,11001,0,100,1,1,0,10011001,0,61362,1,620330006,620250008,600110113,0,1,10011002,0,2,620290208,24,313,36,0,0,63001002,0,0,1,0,12,11001,101011,10011001,4
0,3,600000722,0,620130109,0,0,12001,0,100,1,1,0,10011001,0,61362,1,620330007,620250009,600110123,0,1,10011002,0,2,620290209,24,321,36,0,0,63001002,0,0,1,0,12,12001,101011,10011001,4
0,3,600000723,0,620130110,0,0,13001,0,100,1,1,0,10011001,0,61362,1,620330008,620250010,600110133,0,1,10011002,0,2,620290210,24,326,36,0,0,63001002,0,0,1,0,12,13001,101011,10011001,4
0,3,600000724,0,620130111,0,0,14001,0,100,1,1,0,10011001,0,61362,1,620330009,620250011,600110143,0,1,10011002,0,2,620290211,24,336,36,0,0,63001002,0,0,1,0,12,14001,101011,10011001,4
0,3,600000725,0,620130112,0,0,15001,0,100,1,1,0,10011001,0,61362,1,620330010,620250012,600110153,0,1,10011002,0,2,620290212,24,341,36,0,0,63001002,0,0,1,0,12,15001,101011,10011001,4
0,3,600000726,0,620130113,0,0,16001,0,100,1,1,0,10011001,0,61362,1,620330011,620250013,600110163,0,1,10011002,0,2,620290213,24,351,36,0,0,63001002,0,0,1,0,12,16001,101011,10011001,4
0,3,600000727,0,620130114,0,0,17001,0,100,1,1,0,10011001,0,61362,1,620330012,620250014,600110173,0,1,10011002,0,2,620290214,24,356,36,0,0,63001002,0,0,1,0,12,17001,101011,10011001,4
0,3,600000728,0,620130115,0,0,18001,0,100,1,1,0,10011001,0,61362,1,620330013,620250015,600110183,0,1,10011003,0,2,620290215,24,366,36,0,0,63001002,0,0,1,0,12,18001,101011,10011002,4
0,3,600000729,0,620130116,0,0,19001,0,100,1,1,0,10011001,0,61362,1,620330014,620250016,600110193,0,1,10011003,0,2,620290216,24,371,36,0,0,63001002,0,0,1,0,12,19001,101011,10011002,4
0,3,600000730,0,620130117,0,0,20001,0,100,1,1,0,10011001,0,61362,1,620330015,620250017,600110203,0,1,10011003,0,2,620290217,24,375,36,0,0,63001002,0,0,1,0,12,20001,101011,10011002,4
0,3,600000731,0,620130118,0,0,21001,0,100,1,1,0,10011001,0,61362,1,620330016,620250018,600110213,0,1,10011003,0,2,620290218,24,381,36,0,0,63001002,0,0,1,0,12,21001,101011,10011002,4
0,3,600000732,0,620130119,0,0,22001,0,100,1,1,0,10011001,0,61362,1,620330017,620250019,600110223,0,1,10011003,0,2,620290219,24,386,36,0,0,63001002,0,0,1,0,12,22001,101011,10011002,4
0,3,600000733,0,620130120,0,0,23001,0,100,1,1,0,10011001,0,61362,1,620330018,620250020,600110233,0,1,10011003,0,2,620290220,24,390,36,0,0,63001002,0,0,1,0,12,23001,101011,10011002,4
0,3,600000734,0,620130121,0,0,24001,0,100,1,1,0,10011001,0,61362,1,620330019,620250021,600110243,0,1,10011003,0,2,620290221,24,396,36,0,0,63001002,0,0,1,0,12,24001,101011,10011002,4
0,3,600000735,0,620130122,0,0,25001,0,100,1,1,0,10011001,0,61362,1,620330020,620250022,600110253,0,1,10011003,0,2,620290222,24,401,36,0,0,63001002,0,0,1,0,12,25001,101011,10011002,4
0,3,600000736,0,620130123,0,0,26001,0,100,1,1,0,10011001,0,61362,1,620330021,620250023,600110263,0,1,10011003,0,2,620290223,24,405,36,0,0,63001002,0,0,1,0,12,26001,101011,10011002,4
0,3,600000737,0,620130124,0,0,27001,0,100,1,1,0,10011001,0,61362,1,620330022,620250024,600110273,0,1,10011004,0,2,620290224,24,411,36,0,0,63001002,0,0,1,0,12,27001,101011,10011003,4
0,3,600000738,0,620130125,0,0,28001,0,100,1,1,0,10011001,0,61362,1,620330023,620250025,600110283,0,1,10011004,0,2,620290225,24,417,36,0,0,63001002,0,0,1,0,12,28001,101011,10011003,4
0,3,600000739,0,620130126,0,0,29001,0,100,1,1,0,10011001,0,61362,1,620330024,620250026,600110293,0,1,10011004,0,2,620290226,24,422,36,0,0,63001002,0,0,1,0,12,29001,101011,10011003,4
0,3,600000740,0,620130127,0,0,30001,0,100,1,1,0,10011001,0,61362,1,620330025,620250027,600110303,0,1,10011004,0,2,620290227,24,427,36,0,0,63001002,0,0,1,0,12,30001,101011,10011003,4
0,3,600000741,0,620130128,0,0,31001,0,100,1,1,0,10011001,0,61362,1,620330026,620250028,600110313,0,1,10011004,0,2,620290228,24,433,36,0,0,63001002,0,0,1,0,12,31001,101011,10011003,4
0,3,600000742,0,620130129,0,0,32001,0,100,1,1,0,10011001,0,61362,1,620330027,620250029,600110323,0,1,10011004,0,2,620290229,24,442,36,0,0,63001002,0,0,1,0,12,32001,101011,10011003,4
0,3,600000743,0,620130130,0,0,33001,0,100,1,1,0,10011001,0,61362,1,620330028,620250030,600110333,0,1,10011004,0,2,620290230,24,455,36,0,0,63001002,0,0,1,0,12,33001,101011,10011003,4
0,3,600000744,0,620130131,0,0,34001,0,100,1,1,0,10011001,0,61362,1,620330029,620250031,600110343,0,1,10011004,0,2,620290231,24,460,36,0,0,63001002,0,0,1,0,12,34001,101011,10011003,4
0,3,600000745,0,620130132,0,0,35001,0,100,1,1,0,10011002,0,61362,1,620330030,620250032,600110353,0,1,10011005,0,2,620290232,24,464,36,0,0,63001002,0,0,1,0,12,35001,101011,10011004,4
0,3,600000746,0,620130133,0,0,36001,0,100,1,1,0,10011002,0,61362,1,620330031,620250033,600110363,0,1,10011005,0,2,620290233,24,476,36,0,0,63001002,0,0,1,0,12,36001,101011,10011004,4
0,3,600000747,0,620130134,0,0,37001,0,100,1,1,0,10011002,0,61362,1,620330032,620250034,600110373,0,1,10011005,0,2,620290234,24,482,36,0,0,63001002,0,0,1,0,12,37001,101011,10011004,4
0,3,600000748,0,620130135,0,0,38001,0,100,1,1,0,10011002,0,61362,1,620330033,620250035,600110383,0,1,10011005,0,2,620290235,24,492,36,0,0,63001002,0,0,1,0,12,38001,101011,10011004,4
0,3,600000749,0,620130136,0,0,39001,0,100,1,1,0,10011002,0,61362,1,620330034,620250036,600110393,0,1,10011005,0,2,620290236,24,500,36,0,0,63001002,0,0,1,0,12,39001,101011,10011004,4
0,3,600000750,0,620130137,0,0,40001,0,100,1,1,0,10011002,0,61362,1,620330035,620250037,600110403,0,1,10011005,0,2,620290237,24,514,36,0,0,63001002,0,0,1,0,12,40001,101011,10011004,4
0,3,600000751,0,620130138,0,0,41001,0,100,1,1,0,10011002,0,61362,1,620330036,620250038,600110413,0,1,10011005,0,2,620290238,24,518,36,0,0,63001002,0,0,1,0,12,41001,101011,10011004,4
0,3,600000752,0,620130139,0,0,42001,0,100,1,1,0,10011003,0,61362,1,620330037,620250039,600110423,0,1,10011006,0,2,620290239,24,523,36,0,0,63001002,0,0,1,0,12,42001,101011,10011005,4
0,3,600000753,0,620130140,0,0,43001,0,100,1,1,0,10011003,0,61362,1,620330038,620250040,600110433,0,1,10011006,0,2,620290240,24,538,36,0,0,63001002,0,0,1,0,12,43001,101011,10011005,4
0,3,600000754,0,620130141,0,0,44001,0,100,1,1,0,10011003,0,61362,1,620330039,620250041,600110443,0,1,10011006,0,2,620290241,24,551,36,0,0,63001002,0,0,1,0,12,44001,101011,10011005,4
0,3,600000755,0,620130142,0,0,45001,0,100,1,1,0,10011003,0,61362,1,620330040,620250042,600110453,0,1,10011006,0,2,620290242,24,565,36,0,0,63001002,0,0,1,0,12,45001,101011,10011005,4
0,3,600000756,0,620130143,0,0,46001,0,100,1,1,0,10011003,0,61362,1,620330041,620250043,600110463,0,1,10011006,0,2,620290243,24,574,36,0,0,63001002,0,0,1,0,12,46001,101011,10011005,4
0,3,600000757,0,620130144,0,0,47001,0,100,1,1,0,10011003,0,61362,1,620330042,620250044,600110473,0,1,10011006,0,2,620290244,24,577,36,0,0,63001002,0,0,1,0,12,47001,101011,10011005,4
0,3,600000758,0,620130145,0,0,48001,0,100,1,1,0,10011003,0,61362,1,620330043,620250045,600110483,0,1,10011006,0,2,620290245,24,587,36,0,0,63001002,0,0,1,0,12,48001,101011,10011005,4
0,3,600000759,0,620130146,0,0,49001,0,100,1,1,0,10011004,0,61362,1,620330044,620250046,600110493,0,1,10011007,0,2,620290246,24,598,36,0,0,63001002,0,0,1,0,12,49001,101011,10011006,4
0,3,600000760,0,620130147,0,0,50001,0,100,1,1,0,10011004,0,61362,1,620330045,620250047,600110503,0,1,10011007,0,2,620290247,24,614,36,0,0,63001002,0,0,1,0,12,50001,101011,10011006,4
0,3,600000761,0,620130148,0,0,51001,0,100,1,1,0,10011004,0,61362,1,620330046,620250048,600110513,0,1,10011007,0,2,620290248,24,621,36,0,0,63001002,0,0,1,0,12,51001,101011,10011006,4
0,3,600000762,0,620130149,0,0,52001,0,100,1,1,0,10011004,0,61362,1,620330047,620250049,600110523,0,1,10011007,0,2,620290249,24,629,36,0,0,63001002,0,0,1,0,12,52001,101011,10011006,4
0,3,600000763,0,620130150,0,0,53001,0,100,1,1,0,10011004,0,61362,1,620330048,620250050,600110533,0,1,10011007,0,2,620290250,24,640,36,0,0,63001002,0,0,1,0,12,53001,101011,10011006,4
0,3,600000764,0,620130151,0,0,54001,0,100,1,1,0,10011004,0,61362,1,620330049,620250051,600110543,0,1,10011007,0,2,620290251,24,647,36,0,0,63001002,0,0,1,0,12,54001,101011,10011006,4
