command_id,param_02,param_07,command_type,param_01,param_04,param_05,param_06,param_03,drama_id,param_08
63006,98,0,5,1,-420,-268,1.8,113,5146063,empty
63007,210,"",13,106611,"","","","",5146063,""
63008,200,"",13,130911,"","","","",5146063,""
63009,203,"",13,126411,"","","","",5146063,""
63010,7,0,5,7,0,-174,0.85,15,5146063,idle
63011,20,0,5,20,0,156,1,210,5146063,empty
63012,22,0,5,22,0,66,1,211,5146063,empty
63013,211,0,5,21,0,153,1,60,5146063,empty
63014,212,0,5,21,0,0,1,190,5146063,empty
63015,1,"",31,1,0,1,1,0,5146063,""
63016,2,"",31,2,-57.7,1,1,0,5146063,""
63017,black,"",37,2,"","","","",5146063,""
63018,10,"",31,10,0,1,0,0,5146063,""
63019,16,"",31,16,-268,1,0,-420,5146063,""
63020,20,"",31,20,0,1,1,0,5146063,""
63021,20,"",36,20,"","","","",5146063,""
63022,22,"",36,20,"","","","",5146063,""
63023,0,"",91,0,"","","","",5146063,""
63024,0,"",102,0,"","","",0,5146063,""
63025,0,"",93,0.4,"","","","",5146063,""
63026,iris_out,"",37,2,"","","","",5146063,""
63027,-260,"",2,106611,2.5,0,"",-288,5146063,""
63028,-260,"",2,1066,2.5,0,"",-288,5146063,""
63029,0,"",93,2.5,"","","","",5146063,""
63030,sad_idle_blue,"",3,106611,"","",0.2,1,5146063,""
63031,sad_idle_blue,"",3,1066,"",0,0.2,1,5146063,""
63032,0,"",93,0.1,"","","","",5146063,""
63033,tired_talk1,"",3,106611,"","",0.2,1,5146063,""
63034,tired_talk1,"",3,1066,"","",0.2,1,5146063,""
63035,vo_apg_0301,"",21,vo_apg,0,"","",0,5146063,""
63036,"후우우우우… 자, 장난 아니었어요…\n이렇게 격한 롤러코스터를 만들어 놓고\n뭐~가 즐겁고 즐거운\n그랜드림 파크♪ 입니까!",0,11,106611,1,1,0,10,5146063,0
63037,"","",91,0,"","","","",5146063,""
63038,tired_talk2,"",3,106611,"","",0.2,1,5146063,""
63039,tired_talk2,"",3,1066,"","",0.2,1,5146063,""
63040,vo_apg_0302,"",21,vo_apg,0,"","",0,5146063,""
63041,"저렇게나 격렬하다고는 못 들었다입니다…\n하마터면 속에 든 게 조금\n나올 뻔했어요…",0,11,106611,1,1,0,10,5146063,0
63042,"","",91,0,"","","","",5146063,""
63043,tired_idle,"",3,106611,"","",0.2,1,5146063,""
63044,tired_idle,"",3,1066,"","",0.2,1,5146063,""
63045,talk_normal,"",3,130911,"","",0.2,1,5146063,""
63046,talk_normal,"",3,99,"","",0.2,1,5146063,""
63047,vo_apg_0303,"",21,vo_apg,0,"","",0,5146063,""
63048,"이노리 씨♪\n저희 놀이공원의 어트랙션은 어떠셨나요?\n재밌게 즐기셨나요나요?",0,11,130911,1,1,0,10,5146063,0
63049,"","",91,0,"","","","",5146063,""
63050,idle_normal,"",3,130911,"","",0.2,1,5146063,""
63051,coaster_3_in,"",3,211,"","",0,0,5146063,""
63052,0,"",4,106611,"","","","",5146063,""
63053,0,"",4,1066,"","","","",5146063,""
63054,doya_in_nervous_furimuki,0,3,106611,doya_talk_nervous_furimuki,1,0,0,5146063,""
63055,doya_in_nervous_furimuki,0,3,1066,doya_talk_nervous_furimuki,1,0,0,5146063,""
63056,vo_apg_0304,"",21,vo_apg,0,"","",0,5146063,""
63057,"훗… 뭐? 나한테 걸리면\n이런 허접허접코스터 따위는\n오빠만큼이나 껌이라구요",0,11,106611,1,1,0,10,5146063,0
63058,"","",91,0,"","","","",5146063,""
63059,cool_talk_dere,"",3,106611,"","",0.2,1,5146063,""
63060,cool_talk_dere,"",3,1066,"","",0.2,1,5146063,""
63061,vo_apg_0305,"",21,vo_apg,0,"","",0,5146063,""
63062,"더 스릴이 있으면 좋겠지만,\n뭐, 이 정도면 괜찮죠~!",0,11,106611,1,1,0,10,5146063,0
63063,"","",91,0,"","","","",5146063,""
63064,cool_idle_doya,"",3,106611,"","",0.2,1,5146063,""
63065,cool_idle_doya,"",3,1066,"","",0.2,1,5146063,""
63066,coaster_3_out,"",3,211,"","",0,0,5146063,""
63067,kururu_sad_talk,"",3,130911,"","",0.2,1,5146063,""
63068,kururu_sad_talk,"",3,99,"","",0.2,1,5146063,""
63069,vo_apg_0306,"",21,vo_apg,0,"","",0,5146063,""
63070,"그런가요~ 그건 아쉽네요…\n손님께 즐거움을 드리기 위해서라면\n수단을 가릴 수 없죠…\n클로체 씨~!",0,11,130911,1,1,0,10,5146063,0
63071,"","",91,0,"","","","",5146063,""
63072,0,"",22,0,"","","","",5146063,""
63073,idle_normal_noface,"",3,130911,"","",0.2,1,5146063,""
63074,idle_normal_kururu,"",3,99,"","",0.2,1,5146063,""
63075,cool_idle_surprise,"",3,106611,"","",0.2,1,5146063,""
63076,cool_idle_surprise,"",3,1066,"","",0.2,1,5146063,""
63077,kuroche_appear,0,3,126411,kuroche_pose_talk_anger,1,0,0,5146063,""
63078,kuroche_appear,0,3,98,kuroche_pose_talk_anger,1,0,0,5146063,""
63079,0,"",93,0.5,"","","","",5146063,""
63080,15,"",122,15,"","","",0.5,5146063,""
63081,1,"",32,16,"","","","",5146063,""
63082,inori_dodge_in,"",3,106611,"","",0,0,5146063,""
63083,inori_dodge_in,"",3,1066,"","",0,0,5146063,""
63084,0,"",93,0.6,"","","","",5146063,""
63085,vo_apg_0307,"",21,vo_apg,0,"","",0,5146063,""
63086,"네~에!\n…흠흠, 그렇군요…\n이야기는 들었습니다!\n이런 건 저에게 맡겨 주세요!",0,11,126411,1,1,20,10,5146063,0
63087,"","",91,0,"","","","",5146063,""
63088,kuroche_pose_idle_doya,"",3,126411,"","",0.2,1,5146063,""
63089,inori_dodge_out,0,3,106611,inori_anger_talk,1,0.1,0,5146063,""
63090,inori_dodge_out,0,3,1066,inori_anger_talk,1,0.1,0,5146063,""
63091,vo_apg_0308,"",21,vo_apg,0,"","",0,5146063,""
63092,"허? 아니, 나는 전혀\n무슨 말인지 모르겠는데요…",0,11,106611,1,1,0,10,5146063,0
63093,"","",91,0,"","","","",5146063,""
63094,inori_anger_idle,"",3,106611,"","",0.2,1,5146063,""
63095,inori_anger_idle,"",3,1066,"","",0.2,1,5146063,""
63096,kururu_guid_talk,"",3,130911,"","",0.2,1,5146063,""
63097,kururu_guid_talk,"",3,99,"","",0.2,1,5146063,""
63098,vo_apg_0309,"",21,vo_apg,0,"","",0,5146063,""
63099,"그럼 그럼, 이노리 씨에게는\n스릴 넘치는 하늘 여행을\n선사하겠습니다!\n그럼, 부탁합니다!",0,11,130911,1,1,0,10,5146063,0
63100,"","",91,0,"","","","",5146063,""
63101,idle_normal_noface,"",3,130911,"","",0.2,1,5146063,""
63102,idle_normal_kururu,"",3,99,"","",0.2,1,5146063,""
63103,low,"",37,16,"","","","",5146063,""
63104,se_10055900_chroche_01,"",23,se_10055900,"","","",1,5146063,""
63105,inori_jitabata_in,0,3,106611,inori_jitabata_loop,1,0.2,0,5146063,""
63106,inori_jitabata_in,0,3,1066,inori_jitabata_loop,1,0.2,0,5146063,""
63107,kuroche_catch_in,0,3,126411,kuroche_catch_loop,1,0.2,0,5146063,""
63108,kuroche_catch_in,0,3,98,kuroche_catch_loop,1,0.2,0,5146063,""
63109,vo_apg_0310,"",21,vo_apg,0,"","",0,5146063,""
63110,"그럼 그럼♪\n꽉 붙잡아 주세요~♪",-27,11,126411,1,1,112,10,5146063,0
63111,"","",91,0,"","","","",5146063,""
63112,0,"",22,0,"","","","",5146063,""
63113,0.2,"",24,se_10055900_chroche_01,"","","","",5146063,""
63114,se_10055900_chroche_02,"",23,se_10055900,"","","",0,5146063,""
63115,high,"",37,16,"","","","",5146063,""
63116,5,"",122,5,"","","",1,5146063,""
63117,0,"",93,1,"","","","",5146063,""
63118,inori_jitabata_takeoff,"",3,106611,"","",0,0,5146063,""
63119,inori_jitabata_takeoff,"",3,1066,"","",0,0,5146063,""
63120,kuroche_catch_takeoff,"",3,126411,"","",0,0,5146063,""
63121,kuroche_catch_takeoff,"",3,98,"","",0,0,5146063,""
63122,100,"",122,100,"","","",0.5,5146063,""
63123,0,"",93,0.4,"","","","",5146063,""
63124,0,"",4,130911,"","","","",5146063,""
63125,kururu_furimuki_watch,"",3,130911,"","",0,0,5146063,""
63126,empty,"",3,99,"","",0,0,5146063,""
63127,0,"",93,1.5,"","","","",5146063,""
63128,fade_in,"",37,2,"","","","",5146063,""
63129,0,"",93,1.5,"","","","",5146063,""
63130,empty,"",3,98,"","",0,0,5146063,""
63131,se_10055900_chroche_03,"",23,se_10055900,"","","",1,5146063,""
63132,coaster_4_in,"",3,212,"","",0,0,5146063,""
63133,se_10055900_photo,"",23,se_10055900,"","","",0,5146063,""
63134,0,"",93,0.3,"","","","",5146063,""
63135,30,"",122,30,"","","",0.5,5146063,""
63136,vo_apg_0311,"",21,vo_apg,0,"","",0,5146063,""
63137,0311_in,"",3,20,"","",0,0,5146063,""
63138,1,"",93,3.6,"","","","",5146063,""
63139,0311_mid,"",3,20,"","",0,0,5146063,""
63140,"","",92,"","","","","",5146063,""
63141,0311_out,"",3,20,"","",0,0,5146063,""
63142,0,"",93,0.2,"","","","",5146063,""
63143,30,"",122,30,"","","",0.5,5146063,""
63144,vo_apg_0312,"",21,vo_apg,0,"","",0,5146063,""
63145,0312_in,"",3,20,"","",0,0,5146063,""
63146,1,"",93,2.4,"","","","",5146063,""
63147,0312_mid,"",3,20,"","",0,0,5146063,""
63148,"","",92,"","","","","",5146063,""
63149,0312_out,"",3,20,"","",0,0,5146063,""
63150,0,"",93,0.2,"","","","",5146063,""
63151,scale15,"",37,20,"","","","",5146063,""
63152,coaster_4_change,"",3,212,"","",0,0,5146063,""
63153,vo_apg_0313,"",21,vo_apg,0,"","",0,5146063,""
63154,0,"",2,20,0,0,"",76,5146063,""
63155,empty,"",3,20,"","",0,1,5146063,""
63156,0313_in,"",3,22,"","",0,0,5146063,""
63157,1,"",93,2.4,"","","","",5146063,""
63158,0313_mid,"",3,22,"","",0,1,5146063,""
63159,"","",92,"","","","","",5146063,""
63160,0313_out,"",3,22,"","",0,0,5146063,""
63161,0,"",93,0.2,"","","","",5146063,""
63162,0,"",22,0,"","","","",5146063,""
63163,0.5,"",24,se_10055900_chroche_03,"","","","",5146063,""
63164,white,"",37,2,"","","","",5146063,""
63165,0,"",93,2,"","","","",5146063,""
63166,scale1,"",37,20,"","","","",5146063,""
63167,empty,"",3,212,"","",0,0,5146063,""
63168,kururu_wish_idle_joy,"",3,130911,"","",0.2,1,5146063,""
63169,idle_normal,"",3,99,"","",0.2,1,5146063,""
63170,see_guru,"",3,106611,"","",0.2,1,5146063,""
63171,see_guru,"",3,1066,"","",0.2,1,5146063,""
63172,idle_normal_joy,"",3,126411,"","",0.2,1,5146063,""
63173,1,"",4,130911,"","","","",5146063,""
63174,225,"",2,130911,0,0,"",-278,5146063,""
63175,0,"",2,106611,0,0,"",-288,5146063,""
63176,0,"",2,1066,0,0,"",-288,5146063,""
63177,-225,"",2,126411,0,0,"",-278,5146063,""
63178,0,"",93,2,"","","","",5146063,""
63179,joy_talk,"",3,126411,"","",0.2,1,5146063,""
63180,vo_apg_0314,"",21,vo_apg,0,"","",0,5146063,""
63181,"자!\n스릴 만점이라고 소문난\n하늘 여행, 어떠셨나요?",0,11,126411,1,1,0,10,5146063,0
63182,"","",91,0,"","","","",5146063,""
63183,idle_normal_joy,"",3,126411,"","",0.2,1,5146063,""
63184,23,"",33,2,0,0,"",-108,5146063,""
63185,iris_end_1,"",37,2,"","","","",5146063,""
63186,gakkari,"",3,106611,"","",0.2,0,5146063,""
63187,gakkari,"",3,1066,"","",0.2,0,5146063,""
63188,vo_apg_0315,"",21,vo_apg,0,"","",0,5146063,""
63189,"웁… 이제, 넌더리가 나요…",-31,11,106611,0,0,23,4,5146063,1.1
63190,0,"",93,6,"","","","",5146063,""
63191,iris_end_2,"",37,2,"","","","",5146063,""
63192,0,"",93,1,"","","","",5146063,""
63193,"","",101,63194,"","","","",5146063,""
63194,0.2,"",22,0,"","","","",5146063,""
64001,105811,1,1,1,-130,-480,1.8,106,5146064,walk_normal
64002,1058,1,5,6,-130,-480,1.8,107,5146064,walk_normal
64003,131511,1,1,1,130,-480,1.8,103,5146064,walk_normal
64004,130911,1,1,1,290,-278,1.8,100,5146064,idle_normal_noface
64005,99,1,5,1,290,-278,1.8,101,5146064,idle_normal_kururu
64006,206,"",13,105811,"","","","",5146064,""
64007,203,"",13,131511,"","","","",5146064,""
64008,200,"",13,130911,"","","","",5146064,""
64009,8,0,5,8,0,-174,0.85,15,5146064,idle
64010,20,0,5,20,-242,-53,1,210,5146064,empty
64011,22,0,5,22,-128,-194,1,211,5146064,empty
64012,1,"",31,1,0,1,1,0,5146064,""
64013,2,"",31,2,-57.7,1,0,0,5146064,""
64014,12,"",31,12,0,1,0,0,5146064,""
64015,13,"",31,13,0,1,0,0,5146064,""
64016,20,"",31,20,0,1,1,0,5146064,""
64017,105811,"",36,20,"","","","",5146064,""
64018,131511,"",36,20,"","","","",5146064,""
64019,20,"",36,20,"","","","",5146064,""
64020,22,"",36,20,"","","","",5146064,""
64021,0,"",91,0,"","","","",5146064,""
64022,0,"",102,0,"","","",0,5146064,""
64023,1,"",32,13,"","","","",5146064,""
64024,scale15,"",37,20,"","","","",5146064,""
64025,"","",93,2,"","","","",5146064,""
64026,vo_apg_0401,"",21,vo_apg,0,"","",0,5146064,""
64027,0401_in,"",3,22,"","",0,0,5146064,""
64028,1,"",93,2.7,"","","","",5146064,""
64029,0401_mid,"",3,22,"","",0,0,5146064,""
64030,"","",92,"","","","","",5146064,""
64031,0401_out,"",3,22,"","",0,0,5146064,""
64032,0,"",93,0.2,"","","","",5146064,""
64033,129,"",2,22,0,0,"",-194,5146064,""
64034,vo_apg_0402,"",21,vo_apg,0,"","",0,5146064,""
64035,0402_in,"",3,22,"","",0,0,5146064,""
64036,1,"",93,2.9,"","","","",5146064,""
64037,0402_mid,"",3,22,"","",0,0,5146064,""
64038,"","",92,"","","","","",5146064,""
64039,0402_out,"",3,22,"","",0,0,5146064,""
64040,0,"",93,0.2,"","","","",5146064,""
64041,0,"",22,0,"","","","",5146064,""
64042,empty,"",3,22,"","",0,1,5146064,""
64043,0,"",93,0.5,"","","","",5146064,""
64044,1,"",32,2,"","","","",5146064,""
64045,fade_in,"",37,2,"","","","",5146064,""
64046,0,"",93,1,"","","","",5146064,""
64047,0,"",32,13,"","","","",5146064,""
64048,scale1,"",37,20,"","","","",5146064,""
64049,-194,"",2,105811,0,0,"",-298,5146064,""
64050,-194,"",2,1058,0,0,"",-298,5146064,""
64051,-34,"",2,131511,0,0,"",-288,5146064,""
64052,iris_out,"",37,2,"","","","",5146064,""
64053,-385,"",2,105811,2,0,"",-298,5146064,""
64054,-385,"",2,1058,2,0,"",-298,5146064,""
64055,-225,"",2,131511,2,0,"",-288,5146064,""
64056,0,"",93,2,"","","","",5146064,""
64057,0,"",4,105811,"","","","",5146064,""
64058,0,"",4,1058,"","","","",5146064,""
64059,0,"",4,131511,"","","","",5146064,""
64060,idle_normal,"",3,105811,"","",0.2,1,5146064,""
64061,idle_normal,"",3,1058,"",0,0.2,1,5146064,""
64062,idle_normal,"",3,131511,"","",0.2,1,5146064,""
64063,0,"",93,0.5,"","","","",5146064,""
64064,talk_normal,"",3,130911,"","",0.2,1,5146064,""
64065,talk_normal,"",3,99,"","",0.2,1,5146064,""
64066,vo_apg_0403,"",21,vo_apg,0,"","",0,5146064,""
64067,"자, 수고하셨습니다~♪\n관람차는 즐거우셨나요~?",0,11,130911,1,1,0,10,5146064,0
64068,"","",91,0,"","","","",5146064,""
64069,kururu_wish_talk_joy,"",3,130911,"","",0.2,1,5146064,""
64070,kururu_wish_talk_joy,"",3,99,"","",0.2,1,5146064,""
64071,vo_apg_0404,"",21,vo_apg,0,"","",0,5146064,""
64072,"지오 테오고니아의 멋진 경치를\n멀리까지 내다볼 수 있었을 거예요예요♪",0,11,130911,1,1,0,10,5146064,0
64073,"","",91,0,"","","","",5146064,""
64074,idle_normal_noface,"",3,130911,"","",0.2,1,5146064,""
64075,idle_normal_kururu,"",3,99,"","",0.2,1,5146064,""
64076,guts2_in_joy,0,3,105811,guts2_talk_joy,1,0.2,0,5146064,""
64077,guts2_in_joy,0,3,1058,guts2_talk_joy,1,0.2,0,5146064,""
64078,vo_apg_0405,"",21,vo_apg,0,"","",0,5146064,""
64079,"네! 정말\n맛있어 보였어요☆",0,11,105811,1,1,0,10,5146064,0
64080,"","",91,0,"","","","",5146064,""
64081,guts2_idle_joy,"",3,105811,"","",0.2,1,5146064,""
64082,guts2_idle_joy,"",3,1058,"","",0.2,1,5146064,""
64083,memory_talk,"",3,131511,"","",0.5,1,5146064,""
64084,vo_apg_0406,"",21,vo_apg,0,"","",0,5146064,""
64085,"배.\n꼬르륵…",0,11,131511,1,1,0,10,5146064,0
64086,"","",91,0,"","","","",5146064,""
64087,memory_idle,"",3,131511,"","",0.2,1,5146064,""
64088,joy_talk,"",3,130911,"","",0.2,1,5146064,""
64089,joy_talk,"",3,99,"","",0.2,1,5146064,""
64090,vo_apg_0407,"",21,vo_apg,0,"","",0,5146064,""
64091,"그렇죠~♪\n아름다운 경치는 정말로\n맛있어 보이고… 맛있어 보여?",0,11,130911,1,1,0,10,5146064,0
64092,"","",91,0,"","","","",5146064,""
64093,kururu_joy_slow,"",3,130911,"","",0.5,1,5146064,""
64094,anger_idle_anger,"",3,131511,"","",0.5,1,5146064,""
64095,vo_apg_0408,"",21,vo_apg,0,"","",0,5146064,""
64096,"대시",0,11,131511,1,1,0,10,5146064,0
64097,"","",91,0,"","","","",5146064,""
64098,walk_jog_dere,"",3,131511,"","",0.2,1,5146064,""
64099,1100,"",2,131511,3,0,"",-288,5146064,""
64100,0,"",93,0.5,"","","","",5146064,""
64101,notice_in_normal2,0.2,3,105811,anger_talk_normal2,1,0.2,0,5146064,""
64102,notice_in_normal2,0.2,3,1058,anger_talk_normal2,1,0.2,0,5146064,""
64103,vo_apg_0409,"",21,vo_apg,0,"","",0,5146064,""
64104,"앗, 기다리세요\n프레시아~!\n저도 갈래요!",0,11,105811,1,1,0,10,5146064,0
64105,"","",91,0,"","","","",5146064,""
64106,0,"",22,0,"","","","",5146064,""
64107,run_dash_doya,"",3,105811,"","",0.2,1,5146064,""
64108,run_dash_doya,"",3,1058,"","",0.2,1,5146064,""
64109,1100,"",2,105811,1.8,0,"",-298,5146064,""
64110,1100,"",2,1058,1.8,0,"",-298,5146064,""
64111,0,"",93,1.8,"","","","",5146064,""
64112,0,"",4,130911,"","","","",5146064,""
64113,hawawa,0.2,3,130911,anger_talk_surprise2_shy,1,0,0,5146064,""
64114,vo_apg_0410,"",21,vo_apg,0,"","",0,5146064,""
64115,"흐아앗!? 경치가 아니라\n먹거리를 물색하고 있었나요!?",0,11,130911,1,1,0,10,5146064,0
64116,"","",91,0,"","","","",5146064,""
64117,0,"",22,0,"","","","",5146064,""
64118,0,"",93,0.1,"","","","",5146064,""
64119,alter,"",37,1,"","","","",5146064,""
64120,1,"",32,12,"","","","",5146064,""
64121,0,"",93,0.4,"","","","",5146064,""
64122,1,0,6,8,1,0,0,1,5146064,""
64123,-725,"",2,105811,0,0,"",-278,5146064,""
64124,-725,"",2,1058,0,0,"",-278,5146064,""
64125,-925,"",2,131511,0,0,"",-278,5146064,""
64126,run_dash_peko,"",3,105811,"","",0,1,5146064,""
64127,run_dash_peko,"",3,1058,"","",0,1,5146064,""
64128,run_dash_presia,"",3,131511,"","",0,1,5146064,""
64129,empty,"",3,130911,"","",0,1,5146064,""
64130,1185,"",2,105811,10,0,"",-278,5146064,""
64131,1185,"",2,1058,10,0,"",-278,5146064,""
64132,985,"",2,131511,10,0,"",-278,5146064,""
64133,0,"",93,0.3,"","","","",5146064,""
64134,0,"",93,0.8,"","","","",5146064,""
64135,vo_apg_0411,"",21,vo_apg,0,"","",0,5146064,""
64136,"일단 저 노점부터~☆",0,11,105811,0,0,40,10,5146064,1
64137,0,"",93,3,"","","","",5146064,""
64138,vo_apg_0412,"",21,vo_apg,0,"","",0,5146064,""
64139,"다\n먹을래",0,11,131511,0,0,40,8,5146064,1.3
64140,0,"",93,0.3,"","","","",5146064,""
64141,0,"",93,3.6,"","","","",5146064,""
64142,"","",101,64143,"","","","",5146064,""
64143,0.2,"",22,0,"","","","",5146064,""
65001,131011,0,1,1,-225,-278,1.8,110,5146065,wish_idle_normal_lookup
65002,99,0,5,1,-225,-278,1.8,111,5146065,idle_normal
65003,98,0,5,1,-225,-278,1.8,109,5146065,idle_normal
65004,130911,1,1,1,225,-278,1.8,101,5146065,idle_normal_noface
65005,97,1,5,1,225,-278,1.8,102,5146065,idle_normal_kururu
65006,96,1,5,1,225,-278,1.8,100,5146065,idle_normal
65007,106011,0,1,1,-920,-305,1.85,105,5146065,empty
65008,1060,0,5,4,-920,-305,1.85,106,5146065,empty
65009,210,"",13,131011,"","","","",5146065,""
65010,201,"",13,130911,"","","","",5146065,""
65011,205,"",13,106011,"","","","",5146065,""
65012,8,0,5,8,0,-174,0.85,15,5146065,idle
65013,1,"",31,1,0,1,1,0,5146065,""
65014,0,"",91,0,"","","","",5146065,""
65015,0,"",102,0,"","","",0,5146065,""
65016,0,"",93,1,"","","","",5146065,""
65017,wish_idle_joy_lookup,"",3,131011,"","",0.2,1,5146065,""
65018,vo_apg_0501,"",21,vo_apg,0,"","",0,5146065,""
65019,"빙글~\n빙글~",0,11,131011,1,1,0,10,5146065,0
65020,"","",91,0,"","","","",5146065,""
65021,talk_normal_surprise,"",3,130911,"","",0.2,1,5146065,""
65022,talk_normal_surprise,"",3,97,"","",0.2,1,5146065,""
65023,vo_apg_0502,"",21,vo_apg,0,"","",0,5146065,""
65024,"왜 그러시나요\n마호짱 씨?",0,11,130911,1,1,0,10,5146065,0
65025,"","",91,0,"","","","",5146065,""
65026,idle_normal_noface,"",3,130911,"","",0.2,1,5146065,""
65027,idle_normal_kururu,"",3,97,"","",0.2,1,5146065,""
65028,sad_talk_normalR,"",3,131011,"","",0.2,1,5146065,""
65029,vo_apg_0503,"",21,vo_apg,0,"","",0,5146065,""
65030,"응, 관람차가 귀여워서요~\n빙글빙글~",0,11,131011,1,1,0,10,5146065,0
65031,"","",91,0,"","","","",5146065,""
65032,notice_in_normal2,0,3,131011,notice_loop_normal2,1,0.2,0,5146065,""
65033,vo_apg_0504,"",21,vo_apg,0,"","",0,5146065,""
65034,"그렇지♪",0,11,131011,1,1,0,10,5146065,0
65035,"","",91,0,"","","","",5146065,""
65036,kururu_wish_idle_light,"",3,130911,"","",0.2,1,5146065,""
65037,kururu_wish_idle_light,"",3,97,"","",0.2,1,5146065,""
65038,maho_kururinpa_in,0,3,131011,maho_kururinpa_loop,1,0,0,5146065,""
65039,maho_kururinpa_inF,0,3,99,maho_kururinpa_loopF,1,0,0,5146065,""
65040,maho_kururinpa_inB,0,3,98,maho_kururinpa_loopB,1,0,0,5146065,""
65041,vo_apg_0505,"",21,vo_apg,0,"","",0,5146065,""
65042,"미라클 마법 빙그르르 뿅~♪",0,11,131011,1,1,0,10,5146065,0
65043,"","",91,0,"","","","",5146065,""
65044,kururu_wish_talk_joy,"",3,130911,"","",0.2,1,5146065,""
65045,vo_apg_0506,"",21,vo_apg,0,"","",0,5146065,""
65046,"와앗♪\n뭔가요, 뭔가요?\n그거 엄청 귀엽네요네요~♪",0,11,130911,1,1,0,10,5146065,0
65047,"","",91,0,"","","","",5146065,""
65048,maho_kururinpa_out,0.2,3,131011,idle_normal,1,0,0,5146065,""
65049,maho_kururinpa_outF,0.2,3,99,idle_normal,1,0,0,5146065,""
65050,maho_kururinpa_outB,0.2,3,98,idle_normal,1,0,0,5146065,""
65051,kururu_sad_talk_surprise_to_kururinpa,0,3,130911,kururu_kururinpa_loop,0,0.2,0,5146065,""
65052,kururu_sad_talk_surprise_to_kururinpaF,0,3,97,kururu_kururinpa_loopF,0,0.2,0,5146065,""
65053,kururu_sad_talk_surprise_to_kururinpaB,0,3,96,kururu_kururinpa_loopB,0,0.2,0,5146065,""
65054,vo_apg_0507,"",21,vo_apg,0,"","",0,5146065,""
65055,"으음, 으음\n미라클 마법 빙그르르 뿅~♪\n…이런 느낌인가요?",0,11,130911,1,1,0,10,5146065,0
65056,"","",91,0,"","","","",5146065,""
65057,kururu_kururinpa_out,0,3,130911,idle_normal_noface,1,0,0,5146065,""
65058,kururu_kururinpa_outF,0,3,97,idle_normal_kururu,1,0,0,5146065,""
65059,kururu_kururinpa_outB,0,3,96,idle_normal,1,0,0,5146065,""
65060,joy_talk,"",3,131011,"","",0.2,1,5146065,""
65061,vo_apg_0508,"",21,vo_apg,0,"","",0,5146065,""
65062,"잘했사옵니다♪\n마법 부분에\n이름을 넣어서 다시 한번♪",0,11,131011,1,1,0,10,5146065,0
65063,"","",91,0,"","","","",5146065,""
65064,idle_normal,"",3,131011,"","",0.2,1,5146065,""
65065,kururu_hello_fast_to_kururinpa,0,3,130911,kururu_kururinpa_loop,0,0.2,0,5146065,""
65066,kururu_hello_fast_to_kururinpaF,0,3,97,kururu_kururinpa_loopF,0,0.2,0,5146065,""
65067,kururu_hello_fast_to_kururinpaB,0,3,96,kururu_kururinpa_loopB,0,0.2,0,5146065,""
65068,vo_apg_0509,"",21,vo_apg,0,"","",0,5146065,""
65069,"네~♪\n미라클 쿠루루 빙그르르 뿅~♪",0,11,130911,1,1,0,10,5146065,0
65070,"","",91,0,"","","","",5146065,""
65071,kururu_kururinpa_out,0,3,130911,idle_normal_noface,1,0,0,5146065,""
65072,kururu_kururinpa_outF,0,3,97,idle_normal_kururu,1,0,0,5146065,""
65073,kururu_kururinpa_outB,0,3,96,idle_normal,1,0,0,5146065,""
65074,smile2,0.2,3,131011,sad_talk_normalR,1,0.2,0,5146065,""
65075,smile2,0.2,3,99,sad_talk_normalR,1,0.2,0,5146065,""
65076,smile2,0.2,3,98,sad_talk_normalR,1,0.2,0,5146065,""
65077,vo_apg_0510,"",21,vo_apg,0,"","",0,5146065,""
65078,"우후후♪\n리을이 많네요♪",0,11,131011,1,1,0,10,5146065,0
65079,"","",91,0,"","","","",5146065,""
65080,maho_kurukuru_in,0,3,131011,maho_kurukuru_loop,1,0.2,0,5146065,""
65081,maho_kurukuru_inF,0,3,99,maho_kurukuru_loopF,1,0.2,0,5146065,""
65082,maho_kurukuru_inB,0,3,98,maho_kurukuru_loopB,1,0.2,0,5146065,""
65083,kururu_kurukuru_in,0,3,130911,kururu_kurukuru_loop,1,0.2,0,5146065,""
65084,kururu_kurukuru_inF,0,3,97,kururu_kurukuru_loopF,1,0.2,0,5146065,""
65085,kururu_kurukuru_inB,0,3,96,kururu_kurukuru_loopB,1,0.2,0,5146065,""
65086,vo_apg_0511,"",21,vo_apg,0,"","",0,5146065,""
65087,"빙글빙글~♪",0,11,131011,0,0,0,10,5146065,1.1
65088,"","",91,0,"","","","",5146065,""
65089,vo_apg_0512,"",21,vo_apg,0,"","",0,5146065,""
65090,"빙글빙글빙글~♪",0,11,130911,0,0,0,10,5146065,1
65091,"","",91,0,"","","","",5146065,""
65092,6,10,12,131011,0,0,0,2,5146065,0
65093,7,10,12,130911,0,0,0,2,5146065,0
65094,walk_normal,"",3,106011,"","",0.2,1,5146065,""
65095,walk_normal,"",3,1060,"","",0.2,1,5146065,""
65096,-376,"",2,106011,3.4,0,"",-305,5146065,""
65097,-376,"",2,1060,3.4,0,"",-305,5146065,""
65098,0,"",93,3.4,"","","","",5146065,""
65099,-446,"",2,106011,0.6,14,"",-305,5146065,""
65100,-446,"",2,1060,0.6,14,"",-305,5146065,""
65101,kyaru_damage,"",3,106011,"","",0,0,5146065,""
65102,kyaru_damage,"",3,1060,"","",0,0,5146065,""
