magic_critical,unlock_flag,magic_str,unlock_level,hp_recovery_rate,slot_id,consume_gold,unit_id,material_type,wave_energy_recovery,material_count,physical_penetrate,dodge,material_id,energy_recovery_rate,accuracy,hp,wave_hp_recovery,energy_reduce_rate,life_steal,magic_penetrate,def,atk,physical_critical,magic_def
0,1,0,1,0,2,100000,104001,11,0,50,0,0,31040,0,10,0,0,0,0,0,0,0,0,25
0,0,0,1,0,3,100000,104001,15,0,10,0,0,25001,0,0,0,0,0,0,0,3,40,0,3
0,0,0,2,0,3,200000,104001,15,0,15,0,0,25001,0,0,0,0,0,0,0,6,80,0,6
0,0,0,3,0,3,400000,104001,15,0,20,0,0,25001,0,0,0,0,0,0,0,9,120,0,9
0,0,0,4,0,3,500000,104001,15,0,25,0,0,25001,0,0,0,0,0,0,0,12,160,0,12
0,1,0,5,0,3,600000,104001,15,0,30,0,0,25001,0,15,0,0,0,0,0,15,200,0,15
0,0,0,0,0,1,0,104101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,104101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,104101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,100,1,10,1,100000,104201,18,0,50,0,0,32042,0,0,0,0,0,0,0,0,0,0,0
0,1,60,1,10,2,100000,104201,11,0,50,0,0,31042,0,0,0,0,0,0,0,0,0,0,0
0,0,20,1,0,3,100000,104201,15,0,10,0,0,25001,0,0,0,0,0,0,0,2,0,0,0
0,0,40,2,0,3,200000,104201,15,0,15,0,0,25001,0,0,0,0,0,0,0,4,0,0,0
0,0,60,3,0,3,400000,104201,15,0,20,0,0,25001,0,0,0,0,0,0,0,6,0,0,0
0,0,80,4,0,3,500000,104201,15,0,25,0,0,25001,0,0,0,0,0,0,0,8,0,0,0
0,1,100,5,10,3,600000,104201,15,0,30,0,0,25001,0,0,0,0,0,0,0,10,0,0,0
0,1,0,1,0,1,100000,104301,18,0,50,0,0,32043,3,0,0,0,0,0,0,0,160,0,0
0,1,0,1,0,2,100000,104301,11,0,50,0,0,31043,2,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,104301,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,104301,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,220,0,0
0,0,0,3,0,3,400000,104301,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,330,0,0
0,0,0,4,0,3,500000,104301,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,440,0,0
0,1,0,5,0,3,600000,104301,15,0,30,0,0,25001,5,0,0,0,0,0,0,0,550,0,0
10,1,360,1,0,1,100000,104401,18,0,50,0,0,32044,0,0,0,0,0,0,0,0,0,0,0
10,1,180,1,0,2,100000,104401,11,0,50,0,0,31044,0,0,0,0,0,0,0,0,0,0,0
10,0,180,1,0,3,100000,104401,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,360,2,0,3,200000,104401,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,540,3,0,3,400000,104401,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
30,0,720,4,0,3,500000,104401,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
50,1,900,5,0,3,600000,104401,15,0,30,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,104501,18,0,50,0,0,32045,0,0,1500,0,0,0,0,4,0,0,10
0,1,0,1,0,2,100000,104501,11,0,50,0,0,31045,0,0,1000,0,0,0,0,5,0,0,15
0,0,0,1,0,3,100000,104501,15,0,10,0,0,25001,0,0,0,0,0,0,0,2,0,0,6
0,0,0,2,0,3,200000,104501,15,0,15,0,0,25001,0,0,0,0,0,0,0,4,0,0,12
0,0,0,3,0,3,400000,104501,15,0,20,0,0,25001,0,0,0,0,0,0,0,6,0,0,18
0,0,0,4,0,3,500000,104501,15,0,25,0,0,25001,0,0,0,0,0,0,0,8,0,0,24
0,1,0,5,0,3,600000,104501,15,0,30,0,0,25001,0,0,0,0,0,0,0,10,0,0,30
0,1,0,1,0,1,100000,104601,18,0,50,0,0,32046,0,0,0,0,0,0,0,0,180,15,0
0,1,0,1,0,2,100000,104601,11,0,50,0,0,31046,3,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,104601,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,104601,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,104601,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,104601,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,104601,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,500,40,0
0,1,0,1,10,1,100000,104701,18,0,50,0,0,32047,5,0,0,0,0,0,0,10,0,0,10
0,1,0,1,10,2,100000,104701,11,0,50,0,0,31047,3,0,0,0,0,0,0,15,0,0,15
0,0,0,1,0,3,100000,104701,15,0,10,0,0,25001,0,0,0,0,0,0,0,6,0,0,6
0,0,0,2,0,3,200000,104701,15,0,15,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,3,0,3,400000,104701,15,0,20,0,0,25001,0,0,0,0,0,0,0,18,0,0,18
0,0,0,4,0,3,500000,104701,15,0,25,0,0,25001,0,0,0,0,0,0,0,24,0,0,24
0,1,0,5,10,3,600000,104701,15,0,30,0,0,25001,2,0,0,0,0,0,0,30,0,0,30
0,1,0,1,0,1,100000,104801,18,0,50,0,0,32048,5,0,0,0,0,0,0,0,95,0,0
0,1,0,1,0,2,100000,104801,11,0,50,0,0,31048,5,0,0,0,0,0,0,0,55,0,0
0,0,0,1,0,3,100000,104801,15,0,10,0,0,25001,0,0,0,0,0,0,0,1,20,0,1
0,0,0,2,0,3,200000,104801,15,0,15,0,0,25001,0,0,0,0,0,0,0,2,40,0,2
0,0,0,3,0,3,400000,104801,15,0,20,0,0,25001,0,0,0,0,0,0,0,3,60,0,3
0,0,0,4,0,3,500000,104801,15,0,25,0,0,25001,0,0,0,0,0,0,0,4,80,0,4
0,1,0,5,0,3,600000,104801,15,0,30,0,0,25001,0,15,0,0,0,0,0,5,90,0,5
0,1,0,1,0,1,100000,104901,18,0,50,0,0,32049,5,0,0,0,0,0,0,0,95,0,0
0,1,0,1,0,2,100000,104901,11,0,50,0,0,31049,5,0,0,0,0,0,0,0,55,0,0
0,0,0,1,0,3,100000,104901,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,10,0,2
0,0,0,2,0,3,200000,104901,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,20,0,4
0,0,0,3,0,3,400000,104901,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,30,0,6
0,0,0,4,0,3,500000,104901,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,40,0,8
0,1,0,5,0,3,600000,104901,15,0,30,0,0,25001,0,0,0,0,0,0,0,20,50,0,10
10,1,150,1,0,1,100000,105001,18,0,50,0,0,32050,3,0,0,0,0,0,0,0,0,0,0
5,1,75,1,0,2,100000,105001,11,0,50,0,0,31050,2,0,0,0,0,0,0,0,0,0,0
6,0,100,1,0,3,100000,105001,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
12,0,200,2,0,3,200000,105001,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
18,0,300,3,0,3,400000,105001,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
24,0,400,4,0,3,500000,105001,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
30,1,500,5,0,3,600000,105001,15,0,30,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,105101,18,0,50,0,0,32051,5,0,0,0,0,0,0,0,160,0,0
0,1,0,1,0,2,100000,105101,11,0,50,0,0,31051,0,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,105101,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,10,0
0,0,0,2,0,3,200000,105101,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,220,20,0
0,0,0,3,0,3,400000,105101,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,330,30,0
0,0,0,4,0,3,500000,105101,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,440,40,0
0,1,0,5,0,3,600000,105101,15,0,30,0,0,25001,5,0,0,0,1,0,0,0,550,50,0
0,1,0,1,0,1,100000,105201,18,0,50,0,0,32052,0,0,1500,0,0,0,0,10,0,0,4
0,1,0,1,0,2,100000,105201,11,0,50,0,0,31052,0,0,1000,0,0,0,0,15,0,0,5
0,0,0,1,0,3,100000,105201,15,0,10,0,0,25001,0,0,0,0,0,0,0,6,0,0,2
0,0,0,2,0,3,200000,105201,15,0,15,0,0,25001,0,0,0,0,0,0,0,12,0,0,4
0,0,0,3,0,3,400000,105201,15,0,20,0,0,25001,0,0,0,0,0,0,0,18,0,0,6
0,0,0,4,0,3,500000,105201,15,0,25,0,0,25001,0,0,0,0,0,0,0,24,0,0,8
0,1,0,5,0,3,600000,105201,15,0,30,0,0,25001,0,0,0,0,0,0,0,30,0,0,10
0,1,0,1,0,1,100000,105301,18,0,50,0,0,32053,5,0,0,0,0,0,0,0,160,0,0
0,1,0,1,0,2,100000,105301,11,0,50,0,0,31053,3,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,105301,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,105301,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,105301,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,105301,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,105301,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,500,40,0
0,1,0,1,0,1,100000,105401,18,0,50,0,0,32054,5,0,1500,0,0,0,0,15,0,0,15
0,1,0,1,0,2,100000,105401,11,0,50,0,0,31054,0,0,1000,0,0,0,0,0,0,0,20
0,0,0,1,0,3,100000,105401,15,0,10,0,0,25001,0,0,0,0,0,0,0,3,0,0,3
0,0,0,2,0,3,200000,105401,15,0,15,0,0,25001,0,0,0,0,0,0,0,6,0,0,6
0,0,0,3,0,3,400000,105401,15,0,20,0,0,25001,0,0,0,0,0,0,0,9,0,0,9
0,0,0,4,0,3,500000,105401,15,0,25,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,1,0,5,0,3,600000,105401,15,0,30,0,0,25001,5,0,0,0,0,0,0,15,0,0,15
0,1,0,1,0,1,100000,105501,18,0,50,0,0,32055,5,0,0,0,0,0,0,0,160,0,0
0,1,0,1,0,2,100000,105501,11,0,50,0,0,31055,3,10,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,105501,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,105501,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,220,0,0
0,0,0,3,0,3,400000,105501,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,330,0,0
0,0,0,4,0,3,500000,105501,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,440,0,0
0,1,0,5,0,3,600000,105501,15,0,30,0,0,25001,2,15,0,0,0,0,0,0,550,0,0
0,1,0,1,0,1,100000,105601,18,0,50,0,0,32056,7,0,1500,0,0,0,0,10,0,0,10
0,1,0,1,0,2,100000,105601,11,0,50,0,0,31056,8,0,1000,0,0,0,0,15,0,0,15
0,0,0,1,0,3,100000,105601,15,0,10,0,0,25001,0,0,0,0,0,0,0,6,0,0,6
0,0,0,2,0,3,200000,105601,15,0,15,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,3,0,3,400000,105601,15,0,20,0,0,25001,0,0,0,0,0,0,0,18,0,0,18
0,0,0,4,0,3,500000,105601,15,0,25,0,0,25001,0,0,0,0,0,0,0,24,0,0,24
0,1,0,5,0,3,600000,105601,15,0,30,0,0,25001,10,0,0,0,0,0,0,30,0,0,30
0,1,0,1,0,1,100000,105701,18,0,50,0,0,32057,3,0,0,0,0,0,0,0,240,0,0
0,1,0,1,0,2,100000,105701,11,0,50,0,0,31057,2,0,0,0,0,0,0,0,120,0,0
0,0,0,1,0,3,100000,105701,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,105701,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,0,0
0,0,0,3,0,3,400000,105701,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,0,0
0,0,0,4,0,3,500000,105701,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,0,0
0,1,0,5,0,3,600000,105701,15,0,30,0,0,25001,2,0,0,0,0,0,0,0,500,20,0
0,1,0,1,10,1,100000,105801,18,0,50,0,0,32058,0,0,1500,0,0,0,0,5,0,0,5
0,1,0,1,0,2,100000,105801,11,0,50,0,0,31058,0,0,1000,0,0,0,0,10,0,0,10
0,0,0,1,0,3,100000,105801,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,0,0,4
0,0,0,2,0,3,200000,105801,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,0,0,8
0,0,0,3,0,3,400000,105801,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,4,0,3,500000,105801,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,0,0,16
0,1,0,5,0,3,600000,105801,15,0,30,0,0,25001,0,0,0,0,0,0,0,20,0,0,20
0,1,0,1,10,1,100000,105901,18,0,50,0,0,32059,0,0,0,0,0,0,0,0,100,0,0
0,1,0,1,10,2,100000,105901,11,0,50,0,0,31059,0,0,0,0,0,0,0,0,60,0,0
0,0,0,1,0,3,100000,105901,15,0,10,0,0,25001,0,0,0,0,0,0,0,1,20,0,1
0,0,0,2,0,3,200000,105901,15,0,15,0,0,25001,0,0,0,0,0,0,0,2,40,0,2
0,0,0,3,0,3,400000,105901,15,0,20,0,0,25001,0,0,0,0,0,0,0,3,60,0,3
0,0,0,4,0,3,500000,105901,15,0,25,0,0,25001,0,0,0,0,0,0,0,4,80,0,4
0,1,0,5,10,3,600000,105901,15,0,30,0,0,25001,0,0,0,0,0,0,0,5,100,0,5
10,1,160,1,0,1,100000,106001,18,0,50,0,0,32060,3,0,0,0,0,0,0,0,0,0,0
5,1,80,1,0,2,100000,106001,11,0,50,0,0,31060,2,0,0,0,0,0,0,0,0,0,0
5,0,100,1,0,3,100000,106001,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
10,0,200,2,0,3,200000,106001,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
15,0,300,3,0,3,400000,106001,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,400,4,0,3,500000,106001,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
25,1,500,5,0,3,600000,106001,15,0,30,0,0,25001,0,0,0,0,0,2,0,0,0,0,0
0,1,0,1,0,1,100000,106101,18,0,50,0,0,32061,5,0,1500,0,0,0,0,5,0,0,5
0,1,0,1,0,2,100000,106101,11,0,25,0,0,31061,0,0,1000,0,0,0,0,10,0,0,10
0,0,0,1,0,3,100000,106101,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,106101,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,0,0
0,0,0,3,0,3,400000,106101,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,0,0
0,0,0,4,0,3,500000,106101,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,0,0
0,1,0,5,0,3,600000,106101,15,0,30,0,0,25001,5,0,0,0,0,2,0,0,500,0,0
0,1,0,1,0,1,100000,106301,18,0,50,0,0,32063,0,0,0,0,0,0,0,0,200,100,0
0,1,0,1,0,2,100000,106301,11,0,50,0,0,31063,3,0,0,0,0,0,0,0,80,0,0
0,0,0,1,0,3,100000,106301,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,100,0,0
0,0,0,2,0,3,200000,106301,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,200,10,0
0,0,0,3,0,3,400000,106301,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,20,0
0,0,0,4,0,3,500000,106301,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,30,0
0,1,0,5,0,3,600000,106301,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,500,40,0
0,1,0,1,0,1,100000,106401,18,0,50,0,0,32064,0,0,0,0,0,0,0,0,240,200,0
0,1,0,1,0,2,100000,106401,11,0,50,0,0,31064,3,0,0,0,0,0,0,0,120,0,0
0,0,0,1,0,3,100000,106401,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,130,0,0
0,0,0,2,0,3,200000,106401,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,260,10,0
0,0,0,3,0,3,400000,106401,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,390,20,0
0,0,0,4,0,3,500000,106401,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,520,30,0
0,1,0,5,0,3,600000,106401,15,0,30,0,0,25001,0,0,0,0,0,2,0,0,650,40,0
0,1,0,1,0,1,100000,106501,18,0,50,0,0,32065,0,0,0,0,0,0,0,0,240,200,0
0,1,0,1,0,2,100000,106501,11,0,50,0,0,31065,0,0,0,0,0,0,0,0,120,0,0
0,0,0,1,0,3,100000,106501,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,130,0,0
0,0,0,2,0,3,200000,106501,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,260,10,0
0,0,0,3,0,3,400000,106501,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,390,20,0
0,0,0,4,0,3,500000,106501,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,520,30,0
0,1,0,5,0,3,600000,106501,15,0,30,0,0,25001,0,0,0,0,0,0,0,0,650,40,0
0,1,0,1,0,1,100000,106601,18,0,50,0,0,32066,3,0,0,0,0,0,0,0,100,0,0
0,1,0,1,0,2,100000,106601,11,0,50,0,0,31066,2,0,0,0,0,0,0,0,150,0,0
0,0,0,1,0,3,100000,106601,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,200,0,0
0,0,0,2,0,3,200000,106601,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,250,0,0
0,0,0,3,0,3,400000,106601,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,300,0,0
0,0,0,4,0,3,500000,106601,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,400,0,0
0,1,0,5,0,3,600000,106601,15,0,30,0,0,25001,5,0,0,0,0,0,0,0,600,0,0
0,0,0,0,0,1,0,106701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,106701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,106701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,106801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,106801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,106801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,107001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,107001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,107001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,107101,18,0,50,0,0,32071,0,0,0,0,0,0,0,0,390,0,0
0,1,0,1,0,2,100000,107101,11,0,25,0,0,31071,0,0,0,0,0,0,0,0,260,0,0
0,0,0,1,0,3,100000,107101,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,260,10,0
0,0,0,2,0,3,200000,107101,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,260,20,0
0,0,0,3,0,3,400000,107101,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,390,30,0
0,0,0,4,0,3,500000,107101,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,520,40,0
0,1,0,5,0,3,600000,107101,15,0,30,0,0,25001,0,0,0,0,0,2,0,0,650,50,0
0,1,0,1,0,1,100000,107501,18,0,50,0,0,32075,5,0,0,0,0,0,0,0,240,0,0
0,1,0,1,0,2,100000,107501,11,0,25,0,0,31075,3,0,0,0,0,0,0,0,120,0,0
0,0,0,1,0,3,100000,107501,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,130,10,0
0,0,0,2,0,3,200000,107501,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,260,20,0
0,0,0,3,0,3,400000,107501,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,390,30,0
0,0,0,4,0,3,500000,107501,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,520,40,0
0,1,0,5,0,3,600000,107501,15,0,30,0,0,25001,2,0,0,0,0,2,0,0,650,50,0
0,1,0,1,0,1,100000,107601,18,0,50,0,0,32076,5,0,0,0,0,0,0,0,200,0,0
0,1,0,1,0,2,100000,107601,11,0,25,0,0,31076,3,0,0,0,0,0,0,0,100,0,0
0,0,0,1,0,3,100000,107601,15,0,10,0,0,25001,0,0,0,0,0,0,0,2,50,0,2
0,0,0,2,0,3,200000,107601,15,0,15,0,0,25001,0,0,0,0,0,0,0,4,100,0,4
0,0,0,3,0,3,400000,107601,15,0,20,0,0,25001,0,0,0,0,0,0,0,6,150,0,6
0,0,0,4,0,3,500000,107601,15,0,25,0,0,25001,0,0,0,0,0,0,0,8,200,0,8
0,1,0,5,0,3,600000,107601,15,0,30,0,0,25001,2,0,0,0,0,0,0,10,250,0,10
0,0,0,0,0,1,0,107701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,107701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,107701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,240,1,0,1,100000,107801,18,0,50,0,0,32078,5,0,0,0,0,0,0,0,0,0,0
0,1,120,1,0,2,100000,107801,11,0,25,0,0,31078,3,0,0,0,0,0,0,0,0,0,0
5,0,130,1,0,3,100000,107801,15,0,10,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
10,0,260,2,0,3,200000,107801,15,0,15,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
15,0,390,3,0,3,400000,107801,15,0,20,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
20,0,520,4,0,3,500000,107801,15,0,25,0,0,25001,0,0,0,0,0,0,0,0,0,0,0
25,1,650,5,0,3,600000,107801,15,0,30,0,0,25001,2,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,107901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,107901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,107901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,108601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,108601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,108601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,1,100000,108701,18,0,50,0,0,32087,0,0,0,0,0,0,0,15,160,0,5
0,1,0,1,0,2,100000,108701,11,0,25,0,0,31087,0,0,0,0,0,0,0,20,80,0,10
0,0,0,1,0,3,100000,108701,15,0,10,0,0,25001,0,0,0,0,0,0,0,10,100,0,3
0,0,0,2,0,3,200000,108701,15,0,15,0,0,25001,0,0,0,0,0,0,0,20,200,0,5
0,0,0,3,0,3,400000,108701,15,0,20,0,0,25001,0,0,0,0,0,0,0,24,300,0,10
0,0,0,4,0,3,500000,108701,15,0,25,0,0,25001,0,0,0,0,0,0,0,36,400,0,12
0,1,0,5,0,3,600000,108701,15,0,30,0,0,25001,0,0,0,0,0,0,0,45,500,0,15
0,1,0,1,0,1,100000,108801,18,0,50,0,0,32088,5,0,1500,0,0,0,0,25,0,0,0
0,1,0,1,0,2,100000,108801,11,0,25,0,0,31088,3,0,1000,0,0,0,0,0,0,0,25
0,0,0,1,0,3,100000,108801,15,0,10,0,0,25001,0,0,0,0,0,0,0,4,0,0,4
0,0,0,2,0,3,200000,108801,15,0,15,0,0,25001,0,0,0,0,0,0,0,8,0,0,8
0,0,0,3,0,3,400000,108801,15,0,20,0,0,25001,0,0,0,0,0,0,0,12,0,0,12
0,0,0,4,0,3,500000,108801,15,0,25,0,0,25001,0,0,0,0,0,0,0,16,0,0,16
0,1,0,5,0,3,600000,108801,15,0,30,0,0,25001,2,0,0,0,0,0,0,18,0,0,18
0,1,0,1,0,1,100000,108901,18,0,50,0,0,32089,5,0,0,0,0,0,0,10,0,0,10
0,1,0,1,0,2,100000,108901,11,0,25,0,0,31089,3,0,0,0,0,0,0,15,0,0,15
0,0,0,1,0,3,100000,108901,15,0,10,0,0,25001,0,0,0,0,0,0,0,6,100,0,6
0,0,0,2,0,3,200000,108901,15,0,15,0,0,25001,0,0,0,0,0,0,0,12,200,0,12
