reward_type_2,reward_id_1,lap_num_to,reward_num_1,reward_type_1,id,reward_num_5,reward_type_5,reward_num_2,lap_num_from,reward_id_4,reward_id_2,clan_battle_id,reward_num_3,reward_id_5,period,reward_type_4,reward_num_4,reward_id_3,reward_type_3,ranking_bonus_group
2,94002,4,750000,12,290,0,0,60,4,0,22002,1045,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,291,0,0,80,5,0,22002,1045,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,292,0,0,0,1,0,0,1046,0,0,1,0,0,0,0,0
2,94002,2,250000,12,293,0,0,20,2,0,22002,1046,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,294,0,0,40,3,0,22002,1046,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,295,0,0,60,4,0,22002,1046,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,296,0,0,80,5,0,22002,1046,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,297,0,0,0,1,0,0,1047,0,0,1,0,0,0,0,0
2,94002,2,250000,12,298,0,0,20,2,0,22002,1047,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,299,0,0,40,3,0,22002,1047,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,300,0,0,60,4,0,22002,1047,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,301,0,0,80,5,0,22002,1047,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,302,0,0,0,1,0,0,1048,0,0,1,0,0,0,0,0
2,94002,2,250000,12,303,0,0,20,2,0,22002,1048,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,304,0,0,40,3,0,22002,1048,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,305,0,0,60,4,0,22002,1048,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,306,0,0,80,5,0,22002,1048,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,307,0,0,0,1,0,0,1049,0,0,1,0,0,0,0,0
2,94002,2,250000,12,308,0,0,20,2,0,22002,1049,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,309,0,0,40,3,0,22002,1049,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,310,0,0,60,4,0,22002,1049,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,311,0,0,80,5,0,22002,1049,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,312,0,0,0,1,0,0,1050,0,0,1,0,0,0,0,0
2,94002,2,250000,12,313,0,0,20,2,0,22002,1050,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,314,0,0,40,3,0,22002,1050,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,315,0,0,60,4,0,22002,1050,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,316,0,0,80,5,0,22002,1050,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,317,0,0,0,1,0,0,1051,0,0,1,0,0,0,0,0
2,94002,2,250000,12,318,0,0,20,2,0,22002,1051,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,319,0,0,40,3,0,22002,1051,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,320,0,0,60,4,0,22002,1051,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,321,0,0,80,5,0,22002,1051,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,322,0,0,0,1,0,0,1052,0,0,1,0,0,0,0,0
2,94002,2,250000,12,323,0,0,20,2,0,22002,1052,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,324,0,0,40,3,0,22002,1052,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,325,0,0,60,4,0,22002,1052,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,326,0,0,80,5,0,22002,1052,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,327,0,0,0,1,0,0,1053,0,0,1,0,0,0,0,0
2,94002,2,250000,12,328,0,0,20,2,0,22002,1053,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,329,0,0,40,3,0,22002,1053,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,330,0,0,60,4,0,22002,1053,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,331,0,0,80,5,0,22002,1053,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,332,0,0,0,1,0,0,1054,0,0,1,0,0,0,0,0
2,94002,2,250000,12,333,0,0,20,2,0,22002,1054,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,334,0,0,40,3,0,22002,1054,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,335,0,0,60,4,0,22002,1054,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,336,0,0,80,5,0,22002,1054,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,337,0,0,0,1,0,0,1055,0,0,1,0,0,0,0,0
2,94002,2,250000,12,338,0,0,20,2,0,22002,1055,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,339,0,0,40,3,0,22002,1055,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,340,0,0,60,4,0,22002,1055,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,341,0,0,80,5,0,22002,1055,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,342,0,0,0,1,0,0,1056,0,0,1,0,0,0,0,0
2,94002,2,250000,12,343,0,0,20,2,0,22002,1056,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,344,0,0,40,3,0,22002,1056,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,345,0,0,60,4,0,22002,1056,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,346,0,0,80,5,0,22002,1056,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,347,0,0,0,1,0,0,1057,0,0,1,0,0,0,0,0
2,94002,2,250000,12,348,0,0,20,2,0,22002,1057,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,349,0,0,40,3,0,22002,1057,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,350,0,0,60,4,0,22002,1057,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,351,0,0,80,5,0,22002,1057,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,352,0,0,0,1,0,0,1058,0,0,1,0,0,0,0,0
2,94002,2,250000,12,353,0,0,20,2,0,22002,1058,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,354,0,0,40,3,0,22002,1058,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,355,0,0,60,4,0,22002,1058,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,356,0,0,80,5,0,22002,1058,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,357,0,0,0,1,0,0,1059,0,0,1,0,0,0,0,0
2,94002,2,250000,12,358,0,0,20,2,0,22002,1059,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,359,0,0,40,3,0,22002,1059,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,360,0,0,60,4,0,22002,1059,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,361,0,0,80,5,0,22002,1059,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,362,0,0,0,1,0,0,1060,0,0,1,0,0,0,0,0
2,94002,2,250000,12,363,0,0,20,2,0,22002,1060,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,364,0,0,40,3,0,22002,1060,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,365,0,0,60,4,0,22002,1060,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,366,0,0,80,5,0,22002,1060,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,367,0,0,0,1,0,0,1061,0,0,1,0,0,0,0,0
2,94002,2,250000,12,368,0,0,20,2,0,22002,1061,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,369,0,0,40,3,0,22002,1061,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,370,0,0,60,4,0,22002,1061,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,371,0,0,80,5,0,22002,1061,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,372,0,0,0,1,0,0,1063,0,0,1,0,0,0,0,0
2,94002,2,250000,12,373,0,0,20,2,0,22002,1063,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,374,0,0,40,3,0,22002,1063,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,375,0,0,60,4,0,22002,1063,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,376,0,0,80,5,0,22002,1063,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,377,0,0,0,1,0,0,1064,0,0,1,0,0,0,0,0
2,94002,2,250000,12,378,0,0,20,2,0,22002,1064,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,379,0,0,40,3,0,22002,1064,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,380,0,0,60,4,0,22002,1064,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,381,0,0,80,5,0,22002,1064,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,382,0,0,0,1,0,0,1065,0,0,1,0,0,0,0,0
2,94002,2,250000,12,383,0,0,20,2,0,22002,1065,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,384,0,0,40,3,0,22002,1065,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,385,0,0,60,4,0,22002,1065,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,386,0,0,80,5,0,22002,1065,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,387,0,0,0,1,0,0,1066,0,0,1,0,0,0,0,0
2,94002,2,250000,12,388,0,0,20,2,0,22002,1066,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,389,0,0,40,3,0,22002,1066,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,390,0,0,60,4,0,22002,1066,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,391,0,0,80,5,0,22002,1066,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,392,0,0,0,1,0,0,1067,0,0,1,0,0,0,0,0
2,94002,2,250000,12,393,0,0,20,2,0,22002,1067,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,394,0,0,40,3,0,22002,1067,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,395,0,0,60,4,0,22002,1067,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,396,0,0,80,5,0,22002,1067,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,397,0,0,0,1,0,0,1068,0,0,1,0,0,0,0,0
2,94002,2,250000,12,398,0,0,20,2,0,22002,1068,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,399,0,0,40,3,0,22002,1068,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,400,0,0,60,4,0,22002,1068,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,401,0,0,80,5,0,22002,1068,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,402,0,0,0,1,0,0,1069,0,0,1,0,0,0,0,0
2,94002,2,250000,12,403,0,0,20,2,0,22002,1069,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,404,0,0,40,3,0,22002,1069,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,405,0,0,60,4,0,22002,1069,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,406,0,0,80,5,0,22002,1069,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,407,0,0,0,1,0,0,1070,0,0,1,0,0,0,0,0
2,94002,2,250000,12,408,0,0,20,2,0,22002,1070,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,409,0,0,40,3,0,22002,1070,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,410,0,0,60,4,0,22002,1070,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,411,0,0,80,5,0,22002,1070,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,412,0,0,0,1,0,0,1071,0,0,1,0,0,0,0,0
2,94002,2,250000,12,413,0,0,20,2,0,22002,1071,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,414,0,0,40,3,0,22002,1071,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,415,0,0,60,4,0,22002,1071,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,416,0,0,80,5,0,22002,1071,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,417,0,0,0,1,0,0,1072,0,0,1,0,0,0,0,0
2,94002,2,250000,12,418,0,0,20,2,0,22002,1072,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,419,0,0,40,3,0,22002,1072,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,420,0,0,60,4,0,22002,1072,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,421,0,0,80,5,0,22002,1072,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,422,0,0,0,1,0,0,1073,0,0,1,0,0,0,0,0
2,94002,2,250000,12,423,0,0,20,2,0,22002,1073,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,424,0,0,40,3,0,22002,1073,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,425,0,0,60,4,0,22002,1073,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,426,0,0,80,5,0,22002,1073,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,427,0,0,0,1,0,0,1074,0,0,1,0,0,0,0,0
2,94002,2,250000,12,428,0,0,20,2,0,22002,1074,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,429,0,0,40,3,0,22002,1074,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,430,0,0,60,4,0,22002,1074,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,431,0,0,80,5,0,22002,1074,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,432,0,0,0,1,0,0,1075,0,0,1,0,0,0,0,0
2,94002,2,250000,12,433,0,0,20,2,0,22002,1075,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,434,0,0,40,3,0,22002,1075,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,435,0,0,60,4,0,22002,1075,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,436,0,0,80,5,0,22002,1075,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,437,0,0,0,1,0,0,1076,0,0,1,0,0,0,0,0
2,94002,2,250000,12,438,0,0,20,2,0,22002,1076,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,439,0,0,40,3,0,22002,1076,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,440,0,0,60,4,0,22002,1076,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,441,0,0,80,5,0,22002,1076,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,442,0,0,0,1,0,0,1077,0,0,1,0,0,0,0,0
2,94002,2,250000,12,443,0,0,20,2,0,22002,1077,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,444,0,0,40,3,0,22002,1077,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,445,0,0,60,4,0,22002,1077,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,446,0,0,80,5,0,22002,1077,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,447,0,0,0,1,0,0,1078,0,0,1,0,0,0,0,0
2,94002,2,250000,12,448,0,0,20,2,0,22002,1078,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,449,0,0,40,3,0,22002,1078,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,450,0,0,60,4,0,22002,1078,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,451,0,0,80,5,0,22002,1078,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,452,0,0,0,1,0,0,1079,0,0,1,0,0,0,0,0
2,94002,2,250000,12,453,0,0,20,2,0,22002,1079,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,454,0,0,40,3,0,22002,1079,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,455,0,0,60,4,0,22002,1079,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,456,0,0,80,5,0,22002,1079,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,457,0,0,0,1,0,0,1080,0,0,1,0,0,0,0,0
2,94002,2,250000,12,458,0,0,20,2,0,22002,1080,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,459,0,0,40,3,0,22002,1080,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,460,0,0,60,4,0,22002,1080,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,461,0,0,80,5,0,22002,1080,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,462,0,0,0,1,0,0,1081,0,0,1,0,0,0,0,0
2,94002,2,250000,12,463,0,0,20,2,0,22002,1081,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,464,0,0,40,3,0,22002,1081,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,465,0,0,60,4,0,22002,1081,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,466,0,0,80,5,0,22002,1081,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,467,0,0,0,1,0,0,1082,0,0,1,0,0,0,0,0
2,94002,2,250000,12,468,0,0,20,2,0,22002,1082,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,469,0,0,40,3,0,22002,1082,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,470,0,0,60,4,0,22002,1082,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,471,0,0,80,5,0,22002,1082,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,472,0,0,0,1,0,0,1083,0,0,1,0,0,0,0,0
2,94002,2,250000,12,473,0,0,20,2,0,22002,1083,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,474,0,0,40,3,0,22002,1083,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,475,0,0,60,4,0,22002,1083,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,476,0,0,80,5,0,22002,1083,16,0,1,0,0,22003,2,0
0,94002,1,10000,12,477,0,0,0,1,0,0,1084,0,0,1,0,0,0,0,0
2,94002,2,250000,12,478,0,0,20,2,0,22002,1084,4,0,1,0,0,22003,2,0
2,94002,3,500000,12,479,0,0,40,3,0,22002,1084,8,0,1,0,0,22003,2,0
2,94002,4,750000,12,480,0,0,60,4,0,22002,1084,12,0,1,0,0,22003,2,0
2,94002,-1,1000000,12,481,0,0,80,5,0,22002,1084,16,0,1,0,0,22003,2,0
