prize_memory_id_13,prize_memory_id_26,rarity_odds,unknown_31,prize_memory_id_22,prize_memory_id_9,unknown_40,prize_memory_id_23,prize_memory_id_20,prize_memory_id_8,prize_memory_id_30,prize_memory_id_7,unknown_32,prize_memory_id_5,prize_memory_id_1,prize_memory_id_15,prize_memory_id_28,prize_memory_id_2,prize_memory_id_14,prizegacha_id,prize_memory_id_4,unknown_38,prize_memory_id_25,disp_prize_fixed_compensation,prize_memory_id_18,prize_memory_id_10,prize_memory_id_29,prize_memory_id_6,unknown_34,prize_memory_id_3,prize_fixed_compensation_quantity,prize_memory_id_27,gacha_prize1,unknown_33,prize_memory_id_11,unknown_36,unknown_39,prize_memory_id_19,prize_memory_id_21,prize_fixed_compensation,prize_memory_id_24,prize_memory_id_17,unknown_37,prize_memory_id_16,unknown_35,prize_memory_id_12,gacha_prize10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31279,0,0,0,0,100134,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31262,0,0,0,0,100135,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31077,31103,0,0,31100,0,100136,31078,0,0,5,0,0,0,31079,0,31075,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31284,0,0,31285,0,100137,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31266,0,0,0,0,100138,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31106,0,0,31104,0,100139,31134,0,0,5,0,0,0,0,0,31131,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31269,0,0,31271,0,100140,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31289,0,0,31287,0,100141,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
31808,0,200001,0,31804,31810,0,31070,31802,31182,0,31264,0,31811,31812,31807,0,31297,31067,100142,31290,0,31071,5,31801,31230,0,31265,0,31296,1,0,1,0,31809,0,0,31068,31805,10,31061,31806,0,31803,0,31181,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31172,0,0,31170,0,100143,31229,0,0,5,0,0,0,0,0,31225,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31180,0,0,31233,0,100145,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31293,0,0,0,0,100146,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31272,0,0,0,0,100147,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31298,0,0,0,0,100148,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31139,31111,0,0,31236,0,100149,31081,0,0,5,0,0,0,31177,0,31083,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31307,0,0,31275,0,100150,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31238,0,0,0,0,100151,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31310,0,0,31279,0,100152,0,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,31199,31086,0,0,31084,0,100153,31144,0,0,5,0,0,0,31240,0,31115,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31312,0,0,31316,0,100154,31285,0,0,5,0,0,0,0,0,31284,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,31246,0,0,0,31209,0,31207,0,31118,31088,0,0,31087,0,100155,31119,0,0,5,0,31245,0,31150,0,31120,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
0,0,100000,0,0,0,0,0,0,0,0,0,0,0,31317,0,0,31289,0,100156,0,0,0,5,0,0,0,0,0,31287,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,10
