bgm_volume_rate,movie_id,se_id,fade_loop_flag,story_group_id,my_page_flag,story_id,bgm_id
1.0,510600201,"",1,5106,1,5106002,""
1.0,510600701,"",1,5106,1,5106007,""
1.0,510600702,"",1,5106,1,5106007,""
1.0,510800001,"",1,5108,1,5108000,""
1.0,510800701,"",1,5108,1,5108007,""
1.0,510800702,"",1,5108,1,5108007,""
1.0,510850101,"",1,5108,0,5108501,""
1.0,511000501,"",1,5110,1,5110005,""
1.0,511100401,"",1,5111,1,5111004,""
1.0,511100402,"",1,5111,1,5111004,""
1.0,511100501,"",1,5111,1,5111005,""
1.0,511400301,"",1,5114,1,5114003,""
1.0,511400701,"",1,5114,1,5114007,""
1.0,511400702,"",1,5114,1,5114007,""
1.0,511600101,"",1,5116,1,5116001,""
1.0,511600601,"",1,5116,1,5116006,bgm_MC019_emt5116_006
1.0,511600701,"",1,5116,1,5116007,""
1.0,511800001,"",1,5118,1,5118000,bgm_MC027_emt5118_000
1.0,511800501,"",1,5118,1,5118005,""
1.0,511800701,"",1,5118,1,5118007,""
1.0,512000501,"",1,5120,1,5120005,""
1.0,512000601,"",1,5120,1,5120006,""
1.0,512000701,"",1,5120,1,5120007,""
1.0,512200201,"",1,5122,1,5122002,""
1.0,512200601,"",1,5122,1,5122006,""
1.0,512200701,"",1,5122,1,5122007,""
1.0,512400301,"",1,5124,1,5124003,""
1.0,512400701,"",1,5124,1,5124007,""
1.0,512400702,"",1,5124,1,5124007,""
1.0,512600001,"",1,5126,1,5126000,""
1.0,512600601,"",1,5126,1,5126006,""
1.0,512600701,"",1,5126,1,5126007,""
1.0,512800101,"",1,5128,1,5128001,""
1.0,512800601,"",1,5128,1,5128006,""
1.0,512800701,"",1,5128,1,5128007,""
1.0,513000601,"",1,5130,1,5130006,""
1.0,513000701,"",1,5130,1,5130007,""
1.0,513200501,"",1,5132,1,5132005,""
1.0,513200601,"",1,5132,1,5132006,""
1.0,513200701,"",1,5132,1,5132007,""
1.0,513400101,"",1,5134,1,5134001,""
1.0,513400601,"",1,5134,1,5134006,""
1.0,513400701,"",1,5134,1,5134007,""
1.0,513450101,"",1,5134,0,5134501,""
1.0,513600101,"",1,5136,1,5136001,""
1.0,513700201,"",1,5137,1,5137002,""
1.0,513700401,"",1,5137,1,5137004,""
1.0,513700501,"",1,5137,1,5137005,""
1.0,514000201,"",1,5140,1,5140002,""
1.0,514000701,"",1,5140,1,5140007,""
1.0,514000702,"",1,5140,1,5140007,""
1.0,514200301,"",1,5142,1,5142003,""
1.0,514200701,"",1,5142,1,5142007,""
1.0,514200702,"",1,5142,1,5142007,""
1.0,514400601,"",1,5144,1,5144006,""
1.0,514400701,"",1,5144,1,5144007,""
1.0,514600701,"",1,5146,1,5146007,""
1.0,514600702,"",1,5146,1,5146007,""
1.0,514800101,"",1,5148,1,5148001,""
1.0,514800301,"",1,5148,1,5148003,""
1.0,514800601,"",1,5148,1,5148006,""
1.0,514800701,"",1,5148,1,5148007,""
1.0,515000101,"",1,5150,1,5150001,""
1.0,515000601,"",1,5150,1,5150006,""
1.0,515000701,"",1,5150,1,5150007,""
1.0,515200001,"",1,5152,1,5152000,bgm_RZ01_emt5152_00
1.0,515200002,"",1,5152,1,5152000,bgm_MC173B_emt5152_00
1.0,515200601,"",1,5152,1,5152006,""
1.0,515200701,"",1,5152,1,5152007,""
1.0,700100001,"",1,7001,0,7001000,""
