object_id,quest_id_5,quest_id_8,system_id_4,quest_id_9,quest_id_7,system_id_3,system_id_2,system_id_1,system_id_5,quest_id_6,quest_id_1,quest_id_10,quest_id_4,quest_id_2,quest_id_3
124042,0,0,0,0,0,0,0,0,0,0,11009008,0,12010003,11009014,11010003
124044,12014002,0,0,0,0,0,0,0,0,0,11013008,0,11015001,11013017,11014004
124071,11009001,0,0,0,0,0,0,0,0,0,11007006,0,11008013,11007012,11008003
124074,11015005,0,0,0,0,0,0,0,0,0,11013004,0,11014011,11013009,11014003
124101,11008011,0,0,0,0,0,0,0,0,11009002,11006014,0,11008003,11007005,11007009
124103,0,0,0,0,0,0,0,0,0,0,11011007,0,11012017,11011015,11012008
124131,11008009,0,0,0,0,0,0,0,0,11009003,11006013,0,11008002,11007004,11007014
124161,11009003,0,0,0,0,0,0,0,0,0,11007006,0,11008015,11007010,11008002
124163,12011001,0,0,0,0,0,0,0,0,12012001,11011005,0,11012013,11011010,11012002
124192,12009002,0,0,0,12011002,0,0,0,0,12010002,11009006,0,11010012,11009012,11010001
124224,11014012,12016003,0,0,11015009,0,0,0,0,11015002,11013007,0,11014005,11013014,11014003
124251,11009001,0,0,0,0,0,0,0,0,12008002,11006014,0,11008012,11007003,11007008
124253,0,0,0,0,0,0,0,0,0,0,11011005,0,11012011,11011011,11012003
124282,11011005,11012001,0,0,11011012,0,0,0,0,11011009,11010004,0,11011001,11010015,11010017
124283,11013005,11014004,0,12012001,11013012,0,0,0,0,11013009,11012006,0,11013001,11012011,11012017
124284,11016009,12015002,0,12018001,11017005,0,0,0,0,11016012,11015004,0,11016005,11015011,11015013
124311,0,0,0,0,0,0,0,0,0,0,11007011,0,0,11008006,11009004
124312,11011004,12010003,0,12011001,11012002,0,0,0,0,11011014,11010006,0,11011001,11010011,11010017
124313,11013010,12012003,0,0,11014006,0,0,0,0,11013013,11012004,0,11013003,11012007,11012015
124314,11016010,11017007,0,12016002,11017001,0,0,0,0,11016013,11015007,0,11016003,11015013,11016001
124342,11011003,11011017,0,11012003,11011015,0,0,0,0,11011008,11010005,0,11010016,11010009,11010012
124343,11013002,11013013,0,12012002,11013010,0,0,0,0,11013004,11012005,12013001,11012016,11012009,11012012
124344,11016004,11017003,0,11017009,11016013,0,0,0,0,11016010,11015008,0,11016002,11015010,11015014
124372,11011011,0,0,0,0,0,0,0,0,11011016,11010005,0,11011006,11010010,11011002
124373,11016006,12015001,0,0,11017006,0,0,0,0,11016011,11015006,0,11016002,11015010,11015012
124401,12009003,0,0,0,0,0,0,0,0,0,11007014,0,11010005,11008010,11009015
124402,11013008,11014007,0,12014003,11013017,0,0,0,0,11013015,11012006,0,11013003,11012008,11012014
124431,0,0,0,0,0,0,0,0,0,0,11008008,0,12009001,11009011,11010001
124432,11011010,12010002,0,12011003,11012004,0,0,0,0,11011013,11010008,0,11011003,11010014,11010016
124433,11016008,11017011,0,12015003,11017008,0,0,0,0,11017002,11015005,12016002,11016003,11015011,11015014
124462,11013004,12013002,0,0,11014003,0,0,0,0,11013014,11012005,0,11013001,11012008,11012010
124463,11016014,12016003,0,0,11017010,0,0,0,0,11017004,11015009,0,11016004,11015012,11016001
124491,0,0,0,0,0,0,0,0,0,0,11008013,0,12009002,11009013,11010007
124521,0,0,0,0,0,0,0,0,0,0,11008009,0,0,11009005,11010006
124522,11011010,0,0,0,12010001,0,0,0,0,11011013,11010007,0,11011004,11010013,11011002
124523,11013006,11014005,0,0,11013016,0,0,0,0,11013011,11012007,0,11013002,11012009,11012013
125012,0,0,0,0,0,0,0,0,0,0,11019005,0,0,11019012,12019003
125072,0,0,0,0,0,0,0,0,0,0,11019004,0,0,11019009,0
125101,11018002,0,0,0,0,0,0,0,0,0,11016007,0,11017010,11016010,11017005
125131,11018009,0,0,0,12018002,0,0,0,0,12016001,11016008,0,11018001,11016013,11017006
125162,0,0,0,0,0,0,0,0,0,0,11019008,0,0,12019002,0
125191,12017002,0,0,0,0,0,0,0,0,12019002,11016006,0,11018007,11017002,11017009
125252,0,0,0,0,0,0,0,0,0,0,11019008,0,0,11019011,0
125281,11019009,12019002,0,0,12018001,0,0,0,0,11019011,11018007,0,11019006,11018014,11019002
125311,11019012,0,0,0,0,0,0,0,0,0,11018008,0,11019009,11018012,11019002
125341,11019010,0,0,0,12018002,0,0,0,0,11019013,11018005,0,11019003,11018010,11018014
125371,11019007,0,0,0,0,0,0,0,0,11019011,11018009,0,11019004,11018013,11019001
125401,11019010,0,0,0,0,0,0,0,0,12018003,11018004,0,11019008,11018012,11019001
125521,11019005,0,0,0,12019001,0,0,0,0,11019014,11018006,0,11019003,11018011,11018013
140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140001,0,0,0,0,0,0,0,0,0,0,18001001,0,0,18001002,0
