promotion_level,unit_id,accuracy,physical_penetrate,hp_recovery_rate,physical_critical,magic_critical,magic_def,hp,wave_energy_recovery,dodge,life_steal,energy_reduce_rate,def,wave_hp_recovery,energy_recovery_rate,magic_str,magic_penetrate,atk
17,107601,20.0,0.0,94.0,72.0,0.0,284.0,7400.0,0.0,40.0,4.0,4.0,402.0,2225.0,16.0,112.0,0.0,3348.0
18,107601,20.0,0.0,94.0,84.0,0.0,322.0,7710.0,0.0,45.0,4.0,4.0,440.0,2375.0,16.0,112.0,0.0,3816.0
19,107601,20.0,0.0,94.0,106.0,0.0,363.0,7710.0,0.0,47.0,4.0,4.0,485.0,2470.0,16.0,112.0,0.0,4396.0
20,107601,20.0,0.0,94.0,126.0,0.0,407.0,7745.0,0.0,47.0,4.0,4.0,537.0,2565.0,16.0,112.0,0.0,5033.0
21,107601,20.0,0.0,94.0,146.0,0.0,464.0,7890.0,0.0,47.0,4.0,4.0,590.0,2565.0,16.0,112.0,0.0,5688.0
22,107601,20.0,0.0,94.0,156.0,0.0,526.0,8315.0,0.0,47.0,4.0,4.0,655.0,2565.0,16.0,112.0,0.0,6412.0
23,107601,20.0,0.0,94.0,156.0,0.0,596.0,8630.0,0.0,47.0,4.0,4.0,741.0,2565.0,16.0,112.0,0.0,7176.0
24,107601,20.0,0.0,94.0,156.0,0.0,671.0,8950.0,0.0,47.0,4.0,4.0,829.0,2565.0,16.0,112.0,0.0,8016.0
25,107601,20.0,0.0,94.0,173.0,0.0,746.0,9565.0,0.0,47.0,4.0,4.0,911.0,2565.0,16.0,112.0,0.0,9005.0
26,107601,20.0,0.0,94.0,199.0,0.0,825.0,10315.0,0.0,47.0,4.0,4.0,989.0,2565.0,16.0,112.0,0.0,10120.0
27,107601,20.0,0.0,94.0,217.0,0.0,900.0,11315.0,0.0,47.0,4.0,4.0,1061.0,2565.0,16.0,112.0,0.0,11370.0
28,107601,20.0,0.0,94.0,235.0,0.0,975.0,12480.0,0.0,47.0,4.0,4.0,1136.0,2565.0,16.0,112.0,0.0,12715.0
29,107601,20.0,0.0,94.0,253.0,0.0,1056.0,13875.0,0.0,47.0,4.0,4.0,1217.0,2565.0,16.0,112.0,0.0,14139.0
30,107601,20.0,0.0,94.0,271.0,0.0,1141.0,15505.0,0.0,47.0,4.0,4.0,1302.0,2565.0,16.0,112.0,0.0,15642.0
31,107601,20.0,0.0,94.0,289.0,0.0,1228.0,17295.0,0.0,47.0,4.0,4.0,1389.0,2565.0,16.0,112.0,0.0,17216.0
32,107601,20.0,0.0,94.0,307.0,0.0,1317.0,19240.0,0.0,47.0,4.0,4.0,1478.0,2565.0,16.0,112.0,0.0,18862.0
33,107601,20.0,0.0,94.0,324.0,0.0,1408.0,21430.0,0.0,47.0,4.0,4.0,1569.0,2565.0,16.0,112.0,0.0,20606.0
34,107601,20.0,0.0,94.0,340.0,0.0,1501.0,24030.0,0.0,47.0,4.0,4.0,1662.0,2565.0,16.0,112.0,0.0,22448.0
35,107601,20.0,0.0,94.0,356.0,0.0,1595.0,27040.0,0.0,47.0,4.0,4.0,1756.0,2565.0,16.0,112.0,0.0,24362.0
2,107701,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,0.0,0.0,0.0,1.0,75.0,0.0,23.0,0.0,0.0
3,107701,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,2.0,150.0,0.0,78.0,0.0,0.0
4,107701,0.0,0.0,10.0,0.0,0.0,16.0,325.0,5.0,0.0,0.0,0.0,5.0,200.0,0.0,169.0,0.0,0.0
5,107701,0.0,0.0,10.0,0.0,0.0,32.0,625.0,15.0,0.0,0.0,0.0,7.0,200.0,0.0,322.0,0.0,0.0
6,107701,0.0,0.0,25.0,0.0,0.0,51.0,1155.0,15.0,0.0,0.0,0.0,15.0,200.0,0.0,495.0,0.0,0.0
7,107701,0.0,0.0,30.0,0.0,0.0,69.0,1515.0,50.0,0.0,0.0,0.0,22.0,200.0,0.0,724.0,0.0,26.0
8,107701,0.0,0.0,60.0,0.0,0.0,90.0,1845.0,50.0,0.0,0.0,0.0,33.0,200.0,4.0,988.0,0.0,52.0
9,107701,0.0,0.0,95.0,0.0,0.0,117.0,2380.0,50.0,0.0,0.0,5.0,44.0,200.0,9.0,1252.0,0.0,52.0
10,107701,0.0,0.0,100.0,0.0,11.0,146.0,2920.0,85.0,0.0,0.0,10.0,54.0,500.0,14.0,1521.0,0.0,52.0
11,107701,0.0,0.0,124.0,0.0,24.0,171.0,3540.0,85.0,0.0,0.0,10.0,67.0,840.0,14.0,1842.0,0.0,52.0
12,107701,0.0,0.0,130.0,0.0,41.0,196.0,3900.0,111.0,0.0,0.0,14.0,84.0,1060.0,17.0,2179.0,0.0,52.0
13,107701,0.0,0.0,132.0,0.0,57.0,226.0,4060.0,133.0,0.0,0.0,19.0,110.0,1180.0,17.0,2519.0,0.0,52.0
14,107701,0.0,0.0,136.0,0.0,67.0,263.0,4320.0,145.0,0.0,0.0,21.0,138.0,1300.0,17.0,2859.0,0.0,52.0
15,107701,0.0,0.0,145.0,0.0,81.0,297.0,4520.0,145.0,0.0,0.0,21.0,165.0,1520.0,17.0,3255.0,0.0,52.0
16,107701,0.0,0.0,151.0,0.0,97.0,328.0,4750.0,145.0,0.0,0.0,21.0,195.0,1520.0,17.0,3701.0,0.0,52.0
17,107701,0.0,0.0,152.0,0.0,117.0,367.0,4880.0,160.0,3.0,0.0,21.0,223.0,1520.0,17.0,4152.0,0.0,52.0
18,107701,0.0,0.0,152.0,0.0,132.0,413.0,5225.0,185.0,3.0,0.0,21.0,259.0,1520.0,17.0,4600.0,0.0,52.0
19,107701,0.0,0.0,152.0,0.0,157.0,465.0,5870.0,185.0,3.0,0.0,21.0,300.0,1615.0,17.0,5071.0,0.0,52.0
20,107701,0.0,0.0,152.0,0.0,193.0,512.0,6455.0,185.0,3.0,0.0,21.0,342.0,1615.0,17.0,5660.0,0.0,52.0
21,107701,0.0,0.0,152.0,0.0,228.0,574.0,7040.0,185.0,3.0,0.0,21.0,391.0,1615.0,17.0,6236.0,0.0,52.0
22,107701,0.0,0.0,152.0,0.0,264.0,636.0,8245.0,185.0,3.0,0.0,21.0,443.0,1715.0,17.0,6900.0,0.0,52.0
23,107701,0.0,0.0,152.0,0.0,294.0,702.0,9705.0,185.0,3.0,0.0,21.0,502.0,1715.0,17.0,7660.0,0.0,52.0
24,107701,0.0,0.0,152.0,0.0,294.0,777.0,11230.0,185.0,3.0,0.0,21.0,563.0,1715.0,17.0,8501.0,0.0,52.0
25,107701,0.0,0.0,152.0,0.0,319.0,838.0,12525.0,185.0,3.0,0.0,21.0,617.0,1715.0,17.0,9607.0,0.0,52.0
26,107701,0.0,0.0,152.0,0.0,346.0,887.0,13520.0,185.0,3.0,0.0,21.0,660.0,1715.0,17.0,11004.0,0.0,52.0
27,107701,0.0,0.0,152.0,0.0,363.0,931.0,14635.0,185.0,3.0,0.0,21.0,701.0,1715.0,17.0,12544.0,0.0,52.0
28,107701,0.0,0.0,152.0,0.0,380.0,975.0,15855.0,185.0,3.0,0.0,21.0,744.0,1715.0,17.0,14190.0,0.0,52.0
29,107701,0.0,0.0,152.0,0.0,397.0,1023.0,17230.0,185.0,3.0,0.0,21.0,792.0,1715.0,17.0,15938.0,0.0,52.0
30,107701,0.0,0.0,152.0,0.0,415.0,1074.0,18685.0,185.0,3.0,0.0,21.0,843.0,1715.0,17.0,17793.0,0.0,52.0
31,107701,0.0,0.0,152.0,0.0,433.0,1126.0,20220.0,185.0,3.0,0.0,21.0,895.0,1715.0,17.0,19738.0,0.0,52.0
32,107701,0.0,0.0,152.0,0.0,451.0,1179.0,21830.0,185.0,3.0,0.0,21.0,948.0,1715.0,17.0,21773.0,0.0,52.0
33,107701,0.0,0.0,152.0,0.0,469.0,1233.0,23610.0,185.0,3.0,0.0,21.0,1002.0,1715.0,17.0,23924.0,0.0,52.0
34,107701,0.0,0.0,152.0,0.0,486.0,1289.0,25630.0,185.0,3.0,0.0,21.0,1058.0,1715.0,17.0,26191.0,0.0,52.0
35,107701,0.0,0.0,152.0,0.0,503.0,1345.0,27820.0,185.0,3.0,0.0,21.0,1114.0,1715.0,17.0,28569.0,0.0,52.0
2,107801,0.0,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,26.0,0.0,0.0
3,107801,0.0,0.0,0.0,0.0,0.0,7.0,150.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,94.0,0.0,0.0
4,107801,0.0,0.0,10.0,0.0,0.0,14.0,270.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,214.0,0.0,0.0
5,107801,0.0,0.0,10.0,0.0,0.0,29.0,450.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,405.0,0.0,0.0
6,107801,0.0,0.0,10.0,0.0,0.0,42.0,800.0,50.0,0.0,0.0,0.0,4.0,100.0,0.0,634.0,0.0,0.0
7,107801,0.0,0.0,15.0,0.0,0.0,56.0,1395.0,85.0,0.0,0.0,0.0,8.0,100.0,0.0,894.0,0.0,0.0
8,107801,0.0,0.0,30.0,0.0,0.0,63.0,1560.0,120.0,0.0,1.0,0.0,10.0,100.0,4.0,1286.0,0.0,0.0
9,107801,0.0,0.0,45.0,0.0,16.0,70.0,1700.0,155.0,0.0,2.0,0.0,10.0,100.0,9.0,1710.0,0.0,0.0
10,107801,0.0,0.0,45.0,0.0,45.0,75.0,1970.0,170.0,0.0,4.0,0.0,13.0,320.0,14.0,2175.0,0.0,0.0
11,107801,0.0,0.0,45.0,0.0,90.0,80.0,2130.0,186.0,0.0,5.0,5.0,13.0,540.0,14.0,2687.0,0.0,0.0
12,107801,0.0,0.0,45.0,0.0,143.0,85.0,2230.0,222.0,0.0,6.0,11.0,16.0,640.0,14.0,3211.0,0.0,0.0
13,107801,0.0,0.0,45.0,0.0,197.0,95.0,2370.0,254.0,0.0,6.0,17.0,22.0,640.0,16.0,3723.0,0.0,0.0
14,107801,0.0,0.0,45.0,0.0,273.0,102.0,2510.0,284.0,0.0,6.0,17.0,26.0,760.0,18.0,4303.0,0.0,0.0
15,107801,0.0,0.0,45.0,0.0,343.0,111.0,2540.0,294.0,0.0,6.0,17.0,34.0,880.0,22.0,4908.0,0.0,0.0
16,107801,0.0,0.0,45.0,0.0,418.0,119.0,2570.0,324.0,0.0,6.0,17.0,39.0,880.0,22.0,5581.0,0.0,0.0
17,107801,0.0,0.0,45.0,0.0,490.0,128.0,2570.0,354.0,0.0,6.0,17.0,43.0,880.0,22.0,6309.0,0.0,0.0
18,107801,0.0,0.0,45.0,0.0,579.0,137.0,2570.0,384.0,0.0,6.0,17.0,49.0,880.0,22.0,7093.0,0.0,0.0
19,107801,0.0,0.0,45.0,0.0,712.0,144.0,2570.0,384.0,0.0,6.0,17.0,54.0,880.0,22.0,7981.0,0.0,0.0
20,107801,0.0,0.0,45.0,0.0,869.0,158.0,2570.0,384.0,0.0,6.0,17.0,64.0,880.0,22.0,8902.0,0.0,0.0
21,107801,0.0,0.0,45.0,0.0,1071.0,166.0,2570.0,384.0,0.0,6.0,17.0,70.0,980.0,22.0,9921.0,0.0,0.0
22,107801,0.0,0.0,45.0,0.0,1289.0,173.0,2570.0,384.0,0.0,6.0,17.0,75.0,1080.0,22.0,11118.0,0.0,0.0
23,107801,0.0,0.0,45.0,0.0,1473.0,189.0,2570.0,384.0,0.0,6.0,17.0,81.0,1080.0,22.0,12441.0,0.0,0.0
24,107801,0.0,0.0,45.0,0.0,1616.0,206.0,2570.0,384.0,0.0,6.0,17.0,87.0,1080.0,22.0,13916.0,0.0,0.0
25,107801,0.0,0.0,45.0,0.0,1725.0,214.0,2570.0,384.0,0.0,6.0,17.0,93.0,1080.0,22.0,15626.0,0.0,0.0
26,107801,0.0,0.0,45.0,0.0,1797.0,223.0,3030.0,384.0,0.0,6.0,17.0,99.0,1080.0,22.0,17466.0,0.0,0.0
27,107801,0.0,0.0,45.0,0.0,1842.0,231.0,3030.0,384.0,0.0,6.0,17.0,105.0,1080.0,22.0,19501.0,0.0,0.0
28,107801,0.0,0.0,45.0,0.0,1874.0,236.0,3030.0,384.0,0.0,6.0,17.0,110.0,1080.0,22.0,21699.0,0.0,0.0
29,107801,0.0,0.0,45.0,0.0,1907.0,240.0,3490.0,384.0,0.0,6.0,17.0,114.0,1080.0,22.0,24021.0,0.0,0.0
30,107801,0.0,0.0,45.0,0.0,1941.0,244.0,3490.0,384.0,0.0,6.0,17.0,118.0,1080.0,22.0,26542.0,0.0,0.0
31,107801,0.0,0.0,45.0,0.0,1975.0,248.0,3950.0,384.0,0.0,6.0,17.0,122.0,1080.0,22.0,29121.0,0.0,0.0
32,107801,0.0,0.0,45.0,0.0,2009.0,252.0,3950.0,384.0,0.0,6.0,17.0,126.0,1080.0,22.0,31863.0,0.0,0.0
33,107801,0.0,0.0,45.0,0.0,2042.0,256.0,4450.0,384.0,0.0,6.0,17.0,130.0,1080.0,22.0,34696.0,0.0,0.0
34,107801,0.0,0.0,45.0,0.0,2074.0,260.0,4950.0,384.0,0.0,6.0,17.0,134.0,1080.0,22.0,37678.0,0.0,0.0
35,107801,0.0,0.0,45.0,0.0,2106.0,264.0,4950.0,384.0,0.0,6.0,17.0,138.0,1080.0,22.0,40865.0,0.0,0.0
2,107901,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,20.0
3,107901,0.0,0.0,0.0,0.0,0.0,0.0,160.0,5.0,3.0,0.0,0.0,6.0,150.0,0.0,0.0,0.0,73.0
4,107901,0.0,0.0,0.0,0.0,0.0,2.0,375.0,30.0,5.0,0.0,0.0,9.0,320.0,0.0,0.0,0.0,175.0
5,107901,0.0,0.0,10.0,0.0,0.0,5.0,800.0,50.0,11.0,0.0,0.0,16.0,480.0,0.0,0.0,0.0,293.0
6,107901,0.0,0.0,10.0,0.0,0.0,6.0,1215.0,50.0,15.0,3.0,0.0,24.0,870.0,0.0,0.0,0.0,517.0
7,107901,0.0,0.0,10.0,0.0,0.0,8.0,1535.0,75.0,19.0,6.0,0.0,30.0,1710.0,0.0,0.0,0.0,780.0
8,107901,0.0,0.0,10.0,0.0,0.0,10.0,2015.0,100.0,19.0,9.0,0.0,38.0,2570.0,0.0,0.0,0.0,1097.0
9,107901,0.0,0.0,10.0,10.0,0.0,20.0,2480.0,100.0,26.0,9.0,0.0,53.0,3020.0,5.0,0.0,0.0,1416.0
10,107901,5.0,0.0,10.0,30.0,0.0,35.0,3260.0,100.0,27.0,9.0,0.0,72.0,3320.0,10.0,0.0,0.0,1726.0
11,107901,10.0,0.0,30.0,82.0,0.0,42.0,3880.0,100.0,32.0,9.0,0.0,75.0,3620.0,10.0,0.0,0.0,2137.0
12,107901,30.0,0.0,30.0,140.0,0.0,45.0,4310.0,100.0,36.0,9.0,0.0,87.0,4020.0,12.0,0.0,0.0,2554.0
13,107901,50.0,0.0,30.0,199.0,0.0,53.0,4660.0,125.0,36.0,9.0,0.0,97.0,4140.0,14.0,0.0,0.0,3013.0
14,107901,50.0,0.0,30.0,282.0,0.0,67.0,4990.0,156.0,38.0,9.0,0.0,108.0,4260.0,14.0,0.0,0.0,3508.0
15,107901,50.0,0.0,30.0,396.0,0.0,75.0,5100.0,162.0,38.0,9.0,0.0,118.0,4260.0,14.0,0.0,0.0,4115.0
16,107901,53.0,0.0,30.0,508.0,0.0,81.0,5100.0,162.0,38.0,9.0,0.0,131.0,4260.0,14.0,0.0,0.0,4760.0
17,107901,60.0,0.0,30.0,619.0,0.0,87.0,5150.0,162.0,38.0,9.0,0.0,145.0,4260.0,14.0,0.0,0.0,5428.0
18,107901,64.0,0.0,30.0,770.0,0.0,96.0,5200.0,162.0,40.0,9.0,0.0,157.0,4260.0,14.0,0.0,0.0,6143.0
19,107901,64.0,0.0,30.0,927.0,0.0,105.0,5545.0,162.0,42.0,9.0,0.0,167.0,4260.0,14.0,0.0,0.0,6955.0
20,107901,64.0,0.0,30.0,1045.0,0.0,115.0,5990.0,162.0,47.0,9.0,0.0,177.0,4260.0,14.0,0.0,0.0,7849.0
21,107901,64.0,0.0,30.0,1192.0,0.0,127.0,6245.0,162.0,52.0,9.0,0.0,190.0,4260.0,14.0,0.0,0.0,8821.0
22,107901,64.0,0.0,30.0,1357.0,0.0,139.0,6400.0,162.0,52.0,9.0,0.0,203.0,4260.0,14.0,0.0,0.0,10007.0
23,107901,64.0,0.0,30.0,1496.0,0.0,154.0,6490.0,162.0,52.0,9.0,0.0,220.0,4260.0,14.0,0.0,0.0,11347.0
24,107901,64.0,0.0,30.0,1634.0,0.0,176.0,6580.0,162.0,52.0,9.0,0.0,241.0,4260.0,14.0,0.0,0.0,12746.0
25,107901,64.0,0.0,30.0,1739.0,0.0,198.0,6580.0,162.0,52.0,9.0,0.0,257.0,4260.0,14.0,0.0,0.0,14356.0
26,107901,64.0,0.0,30.0,1788.0,0.0,207.0,7105.0,162.0,52.0,9.0,0.0,263.0,4260.0,14.0,0.0,0.0,16195.0
27,107901,64.0,0.0,30.0,1816.0,0.0,214.0,7950.0,162.0,52.0,9.0,0.0,268.0,4260.0,14.0,0.0,0.0,18134.0
28,107901,64.0,0.0,30.0,1844.0,0.0,226.0,8270.0,162.0,52.0,9.0,0.0,278.0,4260.0,14.0,0.0,0.0,20211.0
29,107901,64.0,0.0,30.0,1873.0,0.0,236.0,8590.0,162.0,52.0,9.0,0.0,288.0,4260.0,14.0,0.0,0.0,22461.0
30,107901,64.0,0.0,30.0,1903.0,0.0,246.0,8910.0,162.0,52.0,9.0,0.0,298.0,4260.0,14.0,0.0,0.0,24856.0
31,107901,64.0,0.0,30.0,1933.0,0.0,251.0,9435.0,162.0,52.0,9.0,0.0,303.0,4260.0,14.0,0.0,0.0,27387.0
32,107901,64.0,0.0,30.0,1963.0,0.0,257.0,9960.0,162.0,52.0,9.0,0.0,309.0,4260.0,14.0,0.0,0.0,30017.0
33,107901,64.0,0.0,30.0,1992.0,0.0,269.0,10330.0,162.0,52.0,9.0,0.0,321.0,4260.0,14.0,0.0,0.0,32750.0
34,107901,64.0,0.0,30.0,2020.0,0.0,281.0,10700.0,162.0,52.0,9.0,0.0,333.0,4260.0,14.0,0.0,0.0,35648.0
35,107901,64.0,0.0,30.0,2048.0,0.0,293.0,11070.0,162.0,52.0,9.0,0.0,345.0,4260.0,14.0,0.0,0.0,38675.0
2,108001,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,1.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,18.0
3,108001,0.0,0.0,0.0,0.0,0.0,1.0,250.0,0.0,1.0,0.0,0.0,10.0,100.0,0.0,0.0,0.0,58.0
4,108001,0.0,0.0,0.0,0.0,0.0,3.0,590.0,0.0,1.0,0.0,0.0,19.0,125.0,0.0,0.0,0.0,153.0
5,108001,0.0,0.0,0.0,0.0,0.0,7.0,1045.0,0.0,4.0,0.0,0.0,32.0,125.0,0.0,0.0,0.0,285.0
6,108001,0.0,0.0,0.0,0.0,0.0,16.0,1785.0,0.0,4.0,0.0,0.0,50.0,125.0,0.0,0.0,0.0,458.0
7,108001,0.0,0.0,0.0,0.0,0.0,22.0,2280.0,0.0,8.0,0.0,0.0,68.0,125.0,0.0,0.0,0.0,714.0
8,108001,0.0,0.0,0.0,0.0,0.0,33.0,3360.0,0.0,8.0,0.0,0.0,93.0,125.0,0.0,0.0,0.0,935.0
9,108001,0.0,0.0,15.0,5.0,0.0,44.0,4270.0,0.0,13.0,0.0,0.0,112.0,125.0,5.0,10.0,0.0,1189.0
10,108001,0.0,0.0,40.0,45.0,0.0,53.0,4640.0,0.0,18.0,0.0,0.0,122.0,125.0,10.0,10.0,0.0,1594.0
11,108001,0.0,0.0,50.0,102.0,0.0,62.0,5000.0,0.0,18.0,0.0,0.0,133.0,125.0,10.0,10.0,0.0,2085.0
12,108001,11.0,0.0,50.0,124.0,0.0,71.0,5370.0,0.0,20.0,2.0,0.0,146.0,125.0,16.0,10.0,0.0,2547.0
13,108001,21.0,0.0,50.0,167.0,0.0,83.0,5520.0,25.0,20.0,2.0,0.0,160.0,125.0,19.0,10.0,0.0,3057.0
14,108001,21.0,0.0,50.0,226.0,0.0,93.0,5580.0,50.0,22.0,4.0,0.0,172.0,125.0,19.0,10.0,0.0,3643.0
15,108001,21.0,0.0,50.0,290.0,0.0,106.0,5580.0,62.0,22.0,4.0,0.0,182.0,225.0,19.0,10.0,0.0,4280.0
16,108001,24.0,0.0,50.0,356.0,0.0,112.0,5730.0,62.0,22.0,6.0,0.0,198.0,225.0,19.0,10.0,0.0,4943.0
17,108001,27.0,0.0,50.0,414.0,0.0,119.0,6030.0,62.0,22.0,6.0,0.0,207.0,225.0,19.0,10.0,0.0,5677.0
18,108001,27.0,0.0,50.0,521.0,0.0,128.0,6430.0,62.0,22.0,6.0,0.0,215.0,225.0,19.0,10.0,0.0,6460.0
19,108001,27.0,0.0,50.0,609.0,0.0,132.0,6775.0,62.0,22.0,6.0,0.0,229.0,225.0,19.0,10.0,0.0,7365.0
20,108001,27.0,0.0,50.0,700.0,0.0,145.0,6970.0,62.0,22.0,6.0,0.0,238.0,225.0,19.0,10.0,0.0,8384.0
21,108001,27.0,0.0,50.0,795.0,0.0,159.0,7160.0,71.0,22.0,6.0,0.0,254.0,225.0,19.0,10.0,0.0,9455.0
22,108001,27.0,0.0,50.0,897.0,0.0,174.0,7250.0,71.0,22.0,6.0,0.0,278.0,225.0,19.0,10.0,0.0,10680.0
23,108001,27.0,0.0,50.0,938.0,0.0,195.0,7595.0,71.0,22.0,6.0,0.0,295.0,225.0,19.0,10.0,0.0,12047.0
24,108001,27.0,0.0,50.0,992.0,0.0,199.0,8450.0,71.0,22.0,6.0,0.0,311.0,225.0,19.0,10.0,0.0,13556.0
25,108001,27.0,0.0,50.0,1025.0,0.0,212.0,8520.0,71.0,22.0,6.0,0.0,331.0,225.0,19.0,10.0,0.0,15256.0
26,108001,27.0,0.0,50.0,1049.0,0.0,221.0,8910.0,71.0,22.0,6.0,0.0,345.0,225.0,19.0,10.0,0.0,17125.0
27,108001,27.0,0.0,50.0,1067.0,0.0,228.0,9330.0,71.0,22.0,6.0,0.0,357.0,225.0,19.0,10.0,0.0,19124.0
28,108001,27.0,0.0,50.0,1085.0,0.0,230.0,9955.0,71.0,22.0,6.0,0.0,361.0,225.0,19.0,10.0,0.0,21295.0
29,108001,27.0,0.0,50.0,1107.0,0.0,247.0,10315.0,71.0,22.0,6.0,0.0,380.0,225.0,19.0,10.0,0.0,23509.0
30,108001,27.0,0.0,50.0,1139.0,0.0,261.0,10415.0,71.0,22.0,6.0,0.0,394.0,225.0,19.0,10.0,0.0,25936.0
31,108001,27.0,0.0,50.0,1162.0,0.0,270.0,10835.0,71.0,22.0,6.0,0.0,403.0,225.0,19.0,10.0,0.0,28493.0
32,108001,27.0,0.0,50.0,1185.0,0.0,274.0,11460.0,71.0,22.0,6.0,0.0,407.0,225.0,19.0,10.0,0.0,31187.0
33,108001,27.0,0.0,50.0,1215.0,0.0,289.0,11660.0,71.0,22.0,6.0,0.0,422.0,225.0,19.0,10.0,0.0,33962.0
34,108001,27.0,0.0,50.0,1244.0,0.0,304.0,11860.0,71.0,22.0,6.0,0.0,437.0,225.0,19.0,10.0,0.0,36885.0
35,108001,27.0,0.0,50.0,1273.0,0.0,319.0,12060.0,71.0,22.0,6.0,0.0,452.0,225.0,19.0,10.0,0.0,39956.0
2,108101,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,3.0,50.0,0.0,0.0,0.0,26.0
3,108101,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,100.0
4,108101,0.0,0.0,0.0,0.0,0.0,1.0,480.0,10.0,0.0,0.0,0.0,9.0,270.0,0.0,0.0,0.0,216.0
5,108101,0.0,0.0,10.0,0.0,0.0,2.0,725.0,30.0,0.0,0.0,0.0,12.0,430.0,0.0,0.0,0.0,424.0
6,108101,0.0,0.0,10.0,0.0,0.0,3.0,1100.0,30.0,0.0,0.0,0.0,20.0,820.0,0.0,0.0,0.0,695.0
7,108101,0.0,0.0,10.0,0.0,0.0,5.0,1750.0,30.0,0.0,2.0,0.0,32.0,1660.0,0.0,0.0,0.0,947.0
8,108101,0.0,0.0,10.0,0.0,0.0,12.0,2530.0,30.0,0.0,4.0,0.0,45.0,2220.0,8.0,0.0,0.0,1232.0
9,108101,0.0,0.0,10.0,25.0,0.0,19.0,2945.0,30.0,1.0,8.0,0.0,60.0,2220.0,21.0,0.0,0.0,1614.0
10,108101,0.0,0.0,35.0,80.0,0.0,26.0,3365.0,30.0,6.0,8.0,0.0,68.0,2320.0,26.0,0.0,0.0,2010.0
11,108101,3.0,0.0,45.0,124.0,0.0,32.0,3765.0,30.0,6.0,11.0,0.0,79.0,2670.0,26.0,0.0,0.0,2462.0
12,108101,36.0,0.0,61.0,166.0,0.0,37.0,3935.0,30.0,13.0,11.0,0.0,83.0,2670.0,26.0,0.0,0.0,2890.0
13,108101,46.0,0.0,67.0,215.0,0.0,46.0,4085.0,55.0,15.0,13.0,0.0,94.0,2670.0,26.0,0.0,0.0,3379.0
14,108101,49.0,0.0,67.0,292.0,0.0,56.0,4225.0,80.0,15.0,15.0,0.0,107.0,2670.0,26.0,0.0,0.0,3914.0
15,108101,52.0,0.0,67.0,382.0,0.0,64.0,4405.0,80.0,15.0,15.0,0.0,121.0,2670.0,26.0,0.0,0.0,4500.0
16,108101,62.0,0.0,67.0,486.0,0.0,70.0,4505.0,80.0,15.0,15.0,0.0,136.0,2670.0,26.0,0.0,0.0,5106.0
17,108101,72.0,0.0,67.0,589.0,0.0,76.0,4555.0,80.0,15.0,15.0,0.0,148.0,2670.0,26.0,0.0,0.0,5780.0
18,108101,72.0,0.0,67.0,722.0,0.0,85.0,4605.0,80.0,15.0,15.0,0.0,157.0,2670.0,26.0,0.0,0.0,6546.0
19,108101,72.0,0.0,67.0,883.0,0.0,97.0,4700.0,80.0,15.0,15.0,0.0,169.0,2670.0,26.0,0.0,0.0,7372.0
20,108101,77.0,0.0,67.0,1040.0,0.0,109.0,4895.0,80.0,15.0,15.0,0.0,191.0,2670.0,26.0,0.0,0.0,8221.0
21,108101,82.0,0.0,67.0,1253.0,0.0,114.0,5085.0,80.0,15.0,15.0,0.0,197.0,2670.0,26.0,0.0,0.0,9319.0
22,108101,87.0,0.0,67.0,1457.0,0.0,122.0,5175.0,80.0,15.0,15.0,0.0,213.0,2670.0,26.0,0.0,0.0,10552.0
23,108101,87.0,0.0,67.0,1624.0,0.0,131.0,5265.0,80.0,15.0,15.0,0.0,229.0,2670.0,26.0,0.0,0.0,11950.0
24,108101,87.0,0.0,67.0,1760.0,0.0,144.0,5395.0,80.0,15.0,15.0,0.0,244.0,2670.0,26.0,0.0,0.0,13460.0
25,108101,87.0,0.0,67.0,1863.0,0.0,157.0,5735.0,80.0,15.0,15.0,0.0,257.0,2670.0,26.0,0.0,0.0,15130.0
26,108101,87.0,0.0,67.0,1930.0,0.0,177.0,7210.0,80.0,15.0,15.0,0.0,272.0,2670.0,26.0,0.0,0.0,16794.0
27,108101,87.0,0.0,67.0,1972.0,0.0,190.0,7610.0,80.0,15.0,15.0,0.0,285.0,2670.0,26.0,0.0,0.0,18749.0
28,108101,87.0,0.0,67.0,2003.0,0.0,195.0,7760.0,80.0,15.0,15.0,0.0,290.0,2670.0,26.0,0.0,0.0,20947.0
29,108101,87.0,0.0,67.0,2036.0,0.0,200.0,8230.0,80.0,15.0,15.0,0.0,295.0,2670.0,26.0,0.0,0.0,23273.0
