lap_num_to,damage_rank_id_1,damage_rank_id_3,score_coefficient_3,phase,boss_id_1,wave_group_id_3,fix_reward_id_5,score_coefficient_1,boss_id_3,damage_rank_id_5,wave_group_id_2,score_coefficient_2,param_adjust_interval,wave_group_id_5,extra_battle_flag4,difficulty,rsl_unlock_lap,aura_effect,last_attack_reward_id,extra_battle_flag1,reward_gold_coefficient,wave_group_id_1,extra_battle_flag2,damage_rank_id_2,score_coefficient_5,extra_battle_flag5,wave_group_id_4,limited_mana,fix_reward_id_1,param_adjust_id,damage_rank_id_4,map_bg,extra_battle_flag3,lap_num_from,score_coefficient_4,clan_battle_id,fix_reward_id_4,boss_id_4,fix_reward_id_2,id,fix_reward_id_3,boss_id_2,boss_id_5
3,0,0,1.3,2,10300101,401046131,1015110,1.2,10300103,0,401046121,1.2,0,401046151,0,1,2,2,0,0,0.06,401046111,0,0,1.5,0,401046141,1000000,1015106,0,0,710061,0,2,1.4,1030,1015109,10300104,1015107,101,1015108,10300102,10300105
4,0,0,1.8,3,10300101,401046181,1015115,1.6,10300103,0,401046171,1.6,0,401046201,0,1,4,2,0,0,0.06,401046161,0,0,2.0,0,401046191,1000000,1015111,0,0,710061,0,4,1.9,1030,1015114,10300104,1015112,102,1015113,10300102,10300105
-1,0,0,2.4,3,10300101,401046181,1015116,2.0,10300103,0,401046171,2.0,0,401046201,0,1,4,2,0,0,0.06,401046161,0,0,2.6,0,401046191,1000000,1015116,0,0,710061,0,5,2.4,1030,1015116,10300104,1015116,103,1015116,10300102,10300105
1,0,0,1.3,1,10310101,401046431,1016105,1.2,10310103,0,401046421,1.2,0,401046451,0,1,1,1,0,0,0.03,401046411,0,0,1.5,0,401046441,1000000,1016101,0,0,710071,0,1,1.4,1031,1016104,10310104,1016102,104,1016103,10310102,10310105
3,0,0,1.3,2,10310101,401046481,1016110,1.2,10310103,0,401046471,1.2,0,401046501,0,1,2,2,0,0,0.06,401046461,0,0,1.5,0,401046491,1000000,1016106,0,0,710071,0,2,1.4,1031,1016109,10310104,1016107,105,1016108,10310102,10310105
4,0,0,1.8,3,10310101,401046531,1016115,1.6,10310103,0,401046521,1.6,0,401046551,0,1,4,2,0,0,0.06,401046511,0,0,2.0,0,401046541,1000000,1016111,0,0,710071,0,4,1.9,1031,1016114,10310104,1016112,106,1016113,10310102,10310105
-1,0,0,2.4,3,10310101,401046531,1016116,2.0,10310103,0,401046521,2.0,0,401046551,0,1,4,2,0,0,0.06,401046511,0,0,2.6,0,401046541,1000000,1016116,0,0,710071,0,5,2.4,1031,1016116,10310104,1016116,107,1016116,10310102,10310105
1,0,0,1.3,1,10320101,401046781,1017105,1.2,10320103,0,401046771,1.2,0,401046801,0,1,1,1,0,0,0.03,401046761,0,0,1.5,0,401046791,1000000,1017101,0,0,710081,0,1,1.4,1032,1017104,10320104,1017102,108,1017103,10320102,10320105
3,0,0,1.3,2,10320101,401046831,1017110,1.2,10320103,0,401046821,1.2,0,401046851,0,1,2,2,0,0,0.06,401046811,0,0,1.5,0,401046841,1000000,1017106,0,0,710081,0,2,1.4,1032,1017109,10320104,1017107,109,1017108,10320102,10320105
4,0,0,1.8,3,10320101,401046881,1017115,1.6,10320103,0,401046871,1.6,0,401046901,0,1,4,2,0,0,0.06,401046861,0,0,2.0,0,401046891,1000000,1017111,0,0,710081,0,4,1.9,1032,1017114,10320104,1017112,110,1017113,10320102,10320105
-1,0,0,2.4,3,10320101,401046881,1017116,2.0,10320103,0,401046871,2.0,0,401046901,0,1,4,2,0,0,0.06,401046861,0,0,2.6,0,401046891,1000000,1017116,0,0,710081,0,5,2.4,1032,1017116,10320104,1017116,111,1017116,10320102,10320105
1,0,0,1.3,1,10330101,401047131,1018105,1.2,10330103,0,401047121,1.2,0,401047151,0,1,1,1,0,0,0.03,401047111,0,0,1.5,0,401047141,1000000,1018101,0,0,710091,0,1,1.4,1033,1018104,10330104,1018102,112,1018103,10330102,10330105
3,0,0,1.3,2,10330101,401047181,1018110,1.2,10330103,0,401047171,1.2,0,401047201,0,1,2,2,0,0,0.06,401047161,0,0,1.5,0,401047191,1000000,1018106,0,0,710091,0,2,1.4,1033,1018109,10330104,1018107,113,1018108,10330102,10330105
4,0,0,1.8,3,10330101,401047231,1018115,1.6,10330103,0,401047221,1.6,0,401047251,0,1,4,2,0,0,0.06,401047211,0,0,2.0,0,401047241,1000000,1018111,0,0,710091,0,4,1.9,1033,1018114,10330104,1018112,114,1018113,10330102,10330105
-1,0,0,2.4,3,10330101,401047231,1018116,2.0,10330103,0,401047221,2.0,0,401047251,0,1,4,2,0,0,0.06,401047211,0,0,2.6,0,401047241,1000000,1018116,0,0,710091,0,5,2.4,1033,1018116,10330104,1018116,115,1018116,10330102,10330105
1,0,0,1.3,1,10340101,401047531,1019105,1.2,10340103,0,401047521,1.2,0,401047551,0,1,1,1,0,0,0.03,401047511,0,0,1.5,0,401047541,1000000,1019101,0,0,710101,0,1,1.4,1034,1019104,10340104,1019102,116,1019103,10340102,10340105
3,0,0,1.3,2,10340101,401047581,1019110,1.2,10340103,0,401047571,1.2,0,401047601,0,1,2,2,0,0,0.06,401047561,0,0,1.5,0,401047591,1000000,1019106,0,0,710101,0,2,1.4,1034,1019109,10340104,1019107,117,1019108,10340102,10340105
4,0,0,1.8,3,10340101,401047631,1019115,1.6,10340103,0,401047621,1.6,0,401047651,0,1,4,2,0,0,0.06,401047611,0,0,2.0,0,401047641,1000000,1019111,0,0,710101,0,4,1.9,1034,1019114,10340104,1019112,118,1019113,10340102,10340105
-1,0,0,2.4,3,10340101,401047631,1019116,2.0,10340103,0,401047621,2.0,0,401047651,0,1,4,2,0,0,0.06,401047611,0,0,2.6,0,401047641,1000000,1019116,0,0,710101,0,5,2.4,1034,1019116,10340104,1019116,119,1019116,10340102,10340105
1,0,0,1.3,1,10350101,401047931,1020105,1.2,10350103,0,401047921,1.2,0,401047951,0,1,1,1,0,0,0.03,401047911,0,0,1.5,0,401047941,1000000,1020101,0,0,710111,0,1,1.4,1035,1020104,10350104,1020102,120,1020103,10350102,10350105
3,0,0,1.3,2,10350101,401047981,1020110,1.2,10350103,0,401047971,1.2,0,401048001,0,1,2,2,0,0,0.06,401047961,0,0,1.5,0,401047991,1000000,1020106,0,0,710111,0,2,1.4,1035,1020109,10350104,1020107,121,1020108,10350102,10350105
4,0,0,1.8,3,10350101,401048031,1020115,1.6,10350103,0,401048021,1.6,0,401048051,0,1,4,2,0,0,0.06,401048011,0,0,2.0,0,401048041,1000000,1020111,0,0,710111,0,4,1.9,1035,1020114,10350104,1020112,122,1020113,10350102,10350105
-1,0,0,2.4,3,10350101,401048031,1020116,2.0,10350103,0,401048021,2.0,0,401048051,0,1,4,2,0,0,0.06,401048011,0,0,2.6,0,401048041,1000000,1020116,0,0,710111,0,5,2.4,1035,1020116,10350104,1020116,123,1020116,10350102,10350105
1,0,0,1.3,1,10360101,401048331,1021105,1.2,10360103,0,401048321,1.2,0,401048351,0,1,1,1,0,0,0.03,401048311,0,0,1.5,0,401048341,1000000,1021101,0,0,710121,0,1,1.4,1036,1021104,10360104,1021102,124,1021103,10360102,10360105
3,0,0,1.3,2,10360101,401048381,1021110,1.2,10360103,0,401048371,1.2,0,401048401,0,1,2,2,0,0,0.06,401048361,0,0,1.5,0,401048391,1000000,1021106,0,0,710121,0,2,1.4,1036,1021109,10360104,1021107,125,1021108,10360102,10360105
4,0,0,1.8,3,10360101,401048431,1021115,1.6,10360103,0,401048421,1.6,0,401048451,0,1,4,2,0,0,0.06,401048411,0,0,2.0,0,401048441,1000000,1021111,0,0,710121,0,4,1.9,1036,1021114,10360104,1021112,126,1021113,10360102,10360105
-1,0,0,2.4,3,10360101,401048431,1021116,2.0,10360103,0,401048421,2.0,0,401048451,0,1,4,2,0,0,0.06,401048411,0,0,2.6,0,401048441,1000000,1021116,0,0,710121,0,5,2.4,1036,1021116,10360104,1021116,127,1021116,10360102,10360105
1,0,0,1.3,1,10370101,401048731,1022105,1.2,10370103,0,401048721,1.2,0,401048751,0,1,1,1,0,0,0.03,401048711,0,0,1.5,0,401048741,1000000,1022101,0,0,710011,0,1,1.4,1037,1022104,10370104,1022102,128,1022103,10370102,10370105
3,0,0,1.3,2,10370101,401048781,1022110,1.2,10370103,0,401048771,1.2,0,401048801,0,1,2,2,0,0,0.06,401048761,0,0,1.5,0,401048791,1000000,1022106,0,0,710011,0,2,1.4,1037,1022109,10370104,1022107,129,1022108,10370102,10370105
4,0,0,1.8,3,10370101,401048831,1022115,1.6,10370103,0,401048821,1.6,0,401048851,0,1,4,2,0,0,0.06,401048811,0,0,2.0,0,401048841,1000000,1022111,0,0,710011,0,4,1.9,1037,1022114,10370104,1022112,130,1022113,10370102,10370105
-1,0,0,2.4,3,10370101,401048831,1022116,2.0,10370103,0,401048821,2.0,0,401048851,0,1,4,2,0,0,0.06,401048811,0,0,2.6,0,401048841,1000000,1022116,0,0,710011,0,5,2.4,1037,1022116,10370104,1022116,131,1022116,10370102,10370105
1,0,0,1.3,1,10380101,401049131,1023105,1.2,10380103,0,401049121,1.2,0,401049151,0,1,1,1,0,0,0.03,401049111,0,0,1.5,0,401049141,1000000,1023101,0,0,710021,0,1,1.4,1038,1023104,10380104,1023102,132,1023103,10380102,10380105
3,0,0,1.3,2,10380101,401049181,1023110,1.2,10380103,0,401049171,1.2,0,401049201,0,1,2,2,0,0,0.06,401049161,0,0,1.5,0,401049191,1000000,1023106,0,0,710021,0,2,1.4,1038,1023109,10380104,1023107,133,1023108,10380102,10380105
4,0,0,1.8,3,10380101,401049231,1023115,1.6,10380103,0,401049221,1.6,0,401049251,0,1,4,2,0,0,0.06,401049211,0,0,2.0,0,401049241,1000000,1023111,0,0,710021,0,4,1.9,1038,1023114,10380104,1023112,134,1023113,10380102,10380105
-1,0,0,2.4,3,10380101,401049231,1023116,2.0,10380103,0,401049221,2.0,0,401049251,0,1,4,2,0,0,0.06,401049211,0,0,2.6,0,401049241,1000000,1023116,0,0,710021,0,5,2.4,1038,1023116,10380104,1023116,135,1023116,10380102,10380105
1,0,0,1.3,1,10390101,401049531,1024105,1.2,10390103,0,401049521,1.2,0,401049551,0,1,1,1,0,0,0.03,401049511,0,0,1.5,0,401049541,1000000,1024101,0,0,710031,0,1,1.4,1039,1024104,10390104,1024102,136,1024103,10390102,10390105
3,0,0,1.3,2,10390101,401049581,1024110,1.2,10390103,0,401049571,1.2,0,401049601,0,1,2,2,0,0,0.06,401049561,0,0,1.5,0,401049591,1000000,1024106,0,0,710031,0,2,1.4,1039,1024109,10390104,1024107,137,1024108,10390102,10390105
4,0,0,1.8,3,10390101,401049631,1024115,1.6,10390103,0,401049621,1.6,0,401049651,0,1,4,2,0,0,0.06,401049611,0,0,2.0,0,401049641,1000000,1024111,0,0,710031,0,4,1.9,1039,1024114,10390104,1024112,138,1024113,10390102,10390105
-1,0,0,2.4,3,10390101,401049631,1024116,2.0,10390103,0,401049621,2.0,0,401049651,0,1,4,2,0,0,0.06,401049611,0,0,2.6,0,401049641,1000000,1024116,0,0,710031,0,5,2.4,1039,1024116,10390104,1024116,139,1024116,10390102,10390105
1,0,0,1.3,1,10400101,401049931,1025105,1.2,10400103,0,401049921,1.2,0,401049951,0,1,1,1,0,0,0.03,401049911,0,0,1.5,0,401049941,1000000,1025101,0,0,710041,0,1,1.4,1040,1025104,10400104,1025102,140,1025103,10400102,10400105
3,0,0,1.3,2,10400101,401049981,1025110,1.2,10400103,0,401049971,1.2,0,401050001,0,1,2,2,0,0,0.06,401049961,0,0,1.5,0,401049991,1000000,1025106,0,0,710041,0,2,1.4,1040,1025109,10400104,1025107,141,1025108,10400102,10400105
4,0,0,1.8,3,10400101,401050031,1025115,1.6,10400103,0,401050021,1.6,0,401050051,0,1,4,2,0,0,0.06,401050011,0,0,2.0,0,401050041,1000000,1025111,0,0,710041,0,4,1.9,1040,1025114,10400104,1025112,142,1025113,10400102,10400105
-1,0,0,2.4,3,10400101,401050031,1025116,2.0,10400103,0,401050021,2.0,0,401050051,0,1,4,2,0,0,0.06,401050011,0,0,2.6,0,401050041,1000000,1025116,0,0,710041,0,5,2.4,1040,1025116,10400104,1025116,143,1025116,10400102,10400105
1,0,0,1.3,1,10410101,401050331,1026105,1.2,10410103,0,401050321,1.2,0,401050351,0,1,1,1,0,0,0.03,401050311,0,0,1.5,0,401050341,1000000,1026101,0,0,710051,0,1,1.4,1041,1026104,10410104,1026102,144,1026103,10410102,10410105
3,0,0,1.3,2,10410101,401050381,1026110,1.2,10410103,0,401050371,1.2,0,401050401,0,1,2,2,0,0,0.06,401050361,0,0,1.5,0,401050391,1000000,1026106,0,0,710051,0,2,1.4,1041,1026109,10410104,1026107,145,1026108,10410102,10410105
4,0,0,1.8,3,10410101,401050431,1026115,1.6,10410103,0,401050421,1.6,0,401050451,0,1,4,2,0,0,0.06,401050411,0,0,2.0,0,401050441,1000000,1026111,0,0,710051,0,4,1.9,1041,1026114,10410104,1026112,146,1026113,10410102,10410105
-1,0,0,2.4,3,10410101,401050431,1026116,2.0,10410103,0,401050421,2.0,0,401050451,0,1,4,2,0,0,0.06,401050411,0,0,2.6,0,401050441,1000000,1026116,0,0,710051,0,5,2.4,1041,1026116,10410104,1026116,147,1026116,10410102,10410105
1,0,0,1.3,1,10420101,401050731,1027105,1.2,10420103,0,401050721,1.2,0,401050751,0,1,1,1,0,0,0.03,401050711,0,0,1.5,0,401050741,1000000,1027101,0,0,710061,0,1,1.4,1042,1027104,10420104,1027102,148,1027103,10420102,10420105
3,0,0,1.3,2,10420101,401050781,1027110,1.2,10420103,0,401050771,1.2,0,401050801,0,1,2,2,0,0,0.06,401050761,0,0,1.5,0,401050791,1000000,1027106,0,0,710061,0,2,1.4,1042,1027109,10420104,1027107,149,1027108,10420102,10420105
4,0,0,1.8,3,10420101,401050831,1027115,1.6,10420103,0,401050821,1.6,0,401050851,0,1,4,2,0,0,0.06,401050811,0,0,2.0,0,401050841,1000000,1027111,0,0,710061,0,4,1.9,1042,1027114,10420104,1027112,150,1027113,10420102,10420105
-1,0,0,2.4,3,10420101,401050831,1027116,2.0,10420103,0,401050821,2.0,0,401050851,0,1,4,2,0,0,0.06,401050811,0,0,2.6,0,401050841,1000000,1027116,0,0,710061,0,5,2.4,1042,1027116,10420104,1027116,151,1027116,10420102,10420105
1,0,0,1.3,1,10430101,401051131,1028105,1.2,10430103,0,401051121,1.2,0,401051151,0,1,1,1,0,0,0.03,401051111,0,0,1.5,0,401051141,1000000,1028101,0,0,710071,0,1,1.4,1043,1028104,10430104,1028102,152,1028103,10430102,10430105
3,0,0,1.3,2,10430101,401051181,1028110,1.2,10430103,0,401051171,1.2,0,401051201,0,1,2,2,0,0,0.06,401051161,0,0,1.5,0,401051191,1000000,1028106,0,0,710071,0,2,1.4,1043,1028109,10430104,1028107,153,1028108,10430102,10430105
4,0,0,1.8,3,10430101,401051231,1028115,1.6,10430103,0,401051221,1.6,0,401051251,0,1,4,2,0,0,0.06,401051211,0,0,2.0,0,401051241,1000000,1028111,0,0,710071,0,4,1.9,1043,1028114,10430104,1028112,154,1028113,10430102,10430105
-1,0,0,2.4,3,10430101,401051231,1028116,2.0,10430103,0,401051221,2.0,0,401051251,0,1,4,2,0,0,0.06,401051211,0,0,2.6,0,401051241,1000000,1028116,0,0,710071,0,5,2.4,1043,1028116,10430104,1028116,155,1028116,10430102,10430105
1,0,0,1.3,1,10440101,401051531,1029105,1.2,10440103,0,401051521,1.2,0,401051551,0,1,1,1,0,0,0.03,401051511,0,0,1.5,0,401051541,1000000,1029101,0,0,710081,0,1,1.4,1044,1029104,10440104,1029102,156,1029103,10440102,10440105
3,0,0,1.3,2,10440101,401051581,1029110,1.2,10440103,0,401051571,1.2,0,401051601,0,1,2,2,0,0,0.06,401051561,0,0,1.5,0,401051591,1000000,1029106,0,0,710081,0,2,1.4,1044,1029109,10440104,1029107,157,1029108,10440102,10440105
4,0,0,1.8,3,10440101,401051631,1029115,1.6,10440103,0,401051621,1.6,0,401051651,0,1,4,2,0,0,0.06,401051611,0,0,2.0,0,401051641,1000000,1029111,0,0,710081,0,4,1.9,1044,1029114,10440104,1029112,158,1029113,10440102,10440105
-1,0,0,2.4,3,10440101,401051631,1029116,2.0,10440103,0,401051621,2.0,0,401051651,0,1,4,2,0,0,0.06,401051611,0,0,2.6,0,401051641,1000000,1029116,0,0,710081,0,5,2.4,1044,1029116,10440104,1029116,159,1029116,10440102,10440105
1,0,0,1.3,1,10450101,401051931,1030105,1.2,10450103,0,401051921,1.2,0,401051951,0,1,1,1,0,0,0.03,401051911,0,0,1.5,0,401051941,1000000,1030101,0,0,710091,0,1,1.4,1045,1030104,10450104,1030102,160,1030103,10450102,10450105
3,0,0,1.3,2,10450101,401051981,1030110,1.2,10450103,0,401051971,1.2,0,401052001,0,1,2,2,0,0,0.06,401051961,0,0,1.5,0,401051991,1000000,1030106,0,0,710091,0,2,1.4,1045,1030109,10450104,1030107,161,1030108,10450102,10450105
4,0,0,1.8,3,10450101,401052031,1030115,1.6,10450103,0,401052021,1.6,0,401052051,0,1,4,2,0,0,0.06,401052011,0,0,2.0,0,401052041,1000000,1030111,0,0,710091,0,4,1.9,1045,1030114,10450104,1030112,162,1030113,10450102,10450105
-1,0,0,2.4,3,10450101,401052031,1030116,2.0,10450103,0,401052021,2.0,0,401052051,0,1,4,2,0,0,0.06,401052011,0,0,2.6,0,401052041,1000000,1030116,0,0,710091,0,5,2.4,1045,1030116,10450104,1030116,163,1030116,10450102,10450105
1,0,0,1.3,1,10460101,401052331,1031105,1.2,10460103,0,401052321,1.2,0,401052351,0,1,1,1,0,0,0.03,401052311,0,0,1.5,0,401052341,1000000,1031101,0,0,710101,0,1,1.4,1046,1031104,10460104,1031102,164,1031103,10460102,10460105
3,0,0,1.3,2,10460101,401052381,1031110,1.2,10460103,0,401052371,1.2,0,401052401,0,1,2,2,0,0,0.06,401052361,0,0,1.5,0,401052391,1000000,1031106,0,0,710101,0,2,1.4,1046,1031109,10460104,1031107,165,1031108,10460102,10460105
4,0,0,1.8,3,10460101,401052431,1031115,1.6,10460103,0,401052421,1.6,0,401052451,0,1,4,2,0,0,0.06,401052411,0,0,2.0,0,401052441,1000000,1031111,0,0,710101,0,4,1.9,1046,1031114,10460104,1031112,166,1031113,10460102,10460105
-1,0,0,2.4,3,10460101,401052431,1031116,2.0,10460103,0,401052421,2.0,0,401052451,0,1,4,2,0,0,0.06,401052411,0,0,2.6,0,401052441,1000000,1031116,0,0,710101,0,5,2.4,1046,1031116,10460104,1031116,167,1031116,10460102,10460105
1,0,0,1.3,1,10470101,401052731,1047105,1.2,10470103,0,401052721,1.2,0,401052751,0,1,1,1,0,0,0.03,401052711,0,0,1.5,0,401052741,1000000,1047101,0,0,710111,0,1,1.4,1047,1047104,10470104,1047102,168,1047103,10470102,10470105
3,0,0,1.3,2,10470101,401052781,1047110,1.2,10470103,0,401052771,1.2,0,401052801,0,1,2,2,0,0,0.06,401052761,0,0,1.5,0,401052791,1000000,1047106,0,0,710111,0,2,1.4,1047,1047109,10470104,1047107,169,1047108,10470102,10470105
4,0,0,1.8,3,10470101,401052831,1047115,1.6,10470103,0,401052821,1.6,0,401052851,0,1,4,2,0,0,0.06,401052811,0,0,2.0,0,401052841,1000000,1047111,0,0,710111,0,4,1.9,1047,1047114,10470104,1047112,170,1047113,10470102,10470105
-1,0,0,2.4,3,10470101,401052831,1047116,2.0,10470103,0,401052821,2.0,0,401052851,0,1,4,2,0,0,0.06,401052811,0,0,2.6,0,401052841,1000000,1047116,0,0,710111,0,5,2.4,1047,1047116,10470104,1047116,171,1047116,10470102,10470105
1,0,0,1.3,1,10480101,401053131,1048105,1.2,10480103,0,401053121,1.2,0,401053151,0,1,1,1,0,0,0.03,401053111,0,0,1.5,0,401053141,1000000,1048101,0,0,710121,0,1,1.4,1048,1048104,10480104,1048102,172,1048103,10480102,10480105
3,0,0,1.3,2,10480101,401053181,1048110,1.2,10480103,0,401053171,1.2,0,401053201,0,1,2,2,0,0,0.06,401053161,0,0,1.5,0,401053191,1000000,1048106,0,0,710121,0,2,1.4,1048,1048109,10480104,1048107,173,1048108,10480102,10480105
4,0,0,1.8,3,10480101,401053231,1048115,1.6,10480103,0,401053221,1.6,0,401053251,0,1,4,2,0,0,0.06,401053211,0,0,2.0,0,401053241,1000000,1048111,0,0,710121,0,4,1.9,1048,1048114,10480104,1048112,174,1048113,10480102,10480105
-1,0,0,2.4,3,10480101,401053231,1048116,2.0,10480103,0,401053221,2.0,0,401053251,0,1,4,2,0,0,0.06,401053211,0,0,2.6,0,401053241,1000000,1048116,0,0,710121,0,5,2.4,1048,1048116,10480104,1048116,175,1048116,10480102,10480105
1,0,0,1.3,1,10490101,401053531,1049105,1.2,10490103,0,401053521,1.2,0,401053551,0,1,1,1,0,0,0.03,401053511,0,0,1.5,0,401053541,1000000,1049101,0,0,710011,0,1,1.4,1049,1049104,10490104,1049102,176,1049103,10490102,10490105
3,0,0,1.3,2,10490101,401053581,1049110,1.2,10490103,0,401053571,1.2,0,401053601,0,1,2,2,0,0,0.06,401053561,0,0,1.5,0,401053591,1000000,1049106,0,0,710011,0,2,1.4,1049,1049109,10490104,1049107,177,1049108,10490102,10490105
4,0,0,1.8,3,10490101,401053631,1049115,1.6,10490103,0,401053621,1.6,0,401053651,0,1,4,2,0,0,0.06,401053611,0,0,2.0,0,401053641,1000000,1049111,0,0,710011,0,4,1.9,1049,1049114,10490104,1049112,178,1049113,10490102,10490105
-1,0,0,2.4,3,10490101,401053631,1049116,2.0,10490103,0,401053621,2.0,0,401053651,0,1,4,2,0,0,0.06,401053611,0,0,2.6,0,401053641,1000000,1049116,0,0,710011,0,5,2.4,1049,1049116,10490104,1049116,179,1049116,10490102,10490105
1,0,0,1.3,1,10500101,401053931,1050105,1.2,10500103,0,401053921,1.2,0,401053951,0,1,1,1,0,0,0.03,401053911,0,0,1.5,0,401053941,1000000,1050101,0,0,710021,0,1,1.4,1050,1050104,10500104,1050102,180,1050103,10500102,10500105
3,0,0,1.3,2,10500101,401053981,1050110,1.2,10500103,0,401053971,1.2,0,401054001,0,1,2,2,0,0,0.06,401053961,0,0,1.5,0,401053991,1000000,1050106,0,0,710021,0,2,1.4,1050,1050109,10500104,1050107,181,1050108,10500102,10500105
4,0,0,1.8,3,10500101,401054031,1050115,1.6,10500103,0,401054021,1.6,0,401054051,0,1,4,2,0,0,0.06,401054011,0,0,2.0,0,401054041,1000000,1050111,0,0,710021,0,4,1.9,1050,1050114,10500104,1050112,182,1050113,10500102,10500105
-1,0,0,2.4,3,10500101,401054031,1050116,2.0,10500103,0,401054021,2.0,0,401054051,0,1,4,2,0,0,0.06,401054011,0,0,2.6,0,401054041,1000000,1050116,0,0,710021,0,5,2.4,1050,1050116,10500104,1050116,183,1050116,10500102,10500105
1,0,0,1.3,1,10510101,401054331,1051105,1.2,10510103,0,401054321,1.2,0,401054351,0,1,1,1,0,0,0.03,401054311,0,0,1.5,0,401054341,1000000,1051101,0,0,710031,0,1,1.4,1051,1051104,10510104,1051102,184,1051103,10510102,10510105
3,0,0,1.3,2,10510101,401054381,1051110,1.2,10510103,0,401054371,1.2,0,401054401,0,1,2,2,0,0,0.06,401054361,0,0,1.5,0,401054391,1000000,1051106,0,0,710031,0,2,1.4,1051,1051109,10510104,1051107,185,1051108,10510102,10510105
4,0,0,1.8,3,10510101,401054431,1051115,1.6,10510103,0,401054421,1.6,0,401054451,0,1,4,2,0,0,0.06,401054411,0,0,2.0,0,401054441,1000000,1051111,0,0,710031,0,4,1.9,1051,1051114,10510104,1051112,186,1051113,10510102,10510105
-1,0,0,2.4,3,10510101,401054431,1051116,2.0,10510103,0,401054421,2.0,0,401054451,0,1,4,2,0,0,0.06,401054411,0,0,2.6,0,401054441,1000000,1051116,0,0,710031,0,5,2.4,1051,1051116,10510104,1051116,187,1051116,10510102,10510105
1,0,0,1.3,1,10520101,401054731,1052105,1.2,10520103,0,401054721,1.2,0,401054751,0,1,1,1,0,0,0.03,401054711,0,0,1.5,0,401054741,1000000,1052101,0,0,710041,0,1,1.4,1052,1052104,10520104,1052102,188,1052103,10520102,10520105
3,0,0,1.3,2,10520101,401054781,1052110,1.2,10520103,0,401054771,1.2,0,401054801,0,1,2,2,0,0,0.06,401054761,0,0,1.5,0,401054791,1000000,1052106,0,0,710041,0,2,1.4,1052,1052109,10520104,1052107,189,1052108,10520102,10520105
4,0,0,1.8,3,10520101,401054831,1052115,1.6,10520103,0,401054821,1.6,0,401054851,0,1,4,2,0,0,0.06,401054811,0,0,2.0,0,401054841,1000000,1052111,0,0,710041,0,4,1.9,1052,1052114,10520104,1052112,190,1052113,10520102,10520105
-1,0,0,2.4,3,10520101,401054831,1052116,2.0,10520103,0,401054821,2.0,0,401054851,0,1,4,2,0,0,0.06,401054811,0,0,2.6,0,401054841,1000000,1052116,0,0,710041,0,5,2.4,1052,1052116,10520104,1052116,191,1052116,10520102,10520105
1,0,0,1.3,1,10530101,401055131,1053105,1.2,10530103,0,401055121,1.2,0,401055151,0,1,1,1,0,0,0.03,401055111,0,0,1.5,0,401055141,1000000,1053101,0,0,710051,0,1,1.4,1053,1053104,10530104,1053102,192,1053103,10530102,10530105
3,0,0,1.3,2,10530101,401055181,1053110,1.2,10530103,0,401055171,1.2,0,401055201,0,1,2,2,0,0,0.06,401055161,0,0,1.5,0,401055191,1000000,1053106,0,0,710051,0,2,1.4,1053,1053109,10530104,1053107,193,1053108,10530102,10530105
4,0,0,1.8,3,10530101,401055231,1053115,1.6,10530103,0,401055221,1.6,0,401055251,0,1,4,2,0,0,0.06,401055211,0,0,2.0,0,401055241,1000000,1053111,0,0,710051,0,4,1.9,1053,1053114,10530104,1053112,194,1053113,10530102,10530105
-1,0,0,2.4,3,10530101,401055231,1053116,2.0,10530103,0,401055221,2.0,0,401055251,0,1,4,2,0,0,0.06,401055211,0,0,2.6,0,401055241,1000000,1053116,0,0,710051,0,5,2.4,1053,1053116,10530104,1053116,195,1053116,10530102,10530105
1,0,0,1.3,1,10540101,401055531,1054105,1.2,10540103,0,401055521,1.2,0,401055551,0,1,1,1,0,0,0.03,401055511,0,0,1.5,0,401055541,1000000,1054101,0,0,710061,0,1,1.4,1054,1054104,10540104,1054102,196,1054103,10540102,10540105
3,0,0,1.3,2,10540101,401055581,1054110,1.2,10540103,0,401055571,1.2,0,401055601,0,1,2,2,0,0,0.06,401055561,0,0,1.5,0,401055591,1000000,1054106,0,0,710061,0,2,1.4,1054,1054109,10540104,1054107,197,1054108,10540102,10540105
4,0,0,1.8,3,10540101,401055631,1054115,1.6,10540103,0,401055621,1.6,0,401055651,0,1,4,2,0,0,0.06,401055611,0,0,2.0,0,401055641,1000000,1054111,0,0,710061,0,4,1.9,1054,1054114,10540104,1054112,198,1054113,10540102,10540105
-1,0,0,2.4,3,10540101,401055631,1054116,2.0,10540103,0,401055621,2.0,0,401055651,0,1,4,2,0,0,0.06,401055611,0,0,2.6,0,401055641,1000000,1054116,0,0,710061,0,5,2.4,1054,1054116,10540104,1054116,199,1054116,10540102,10540105
1,0,0,1.3,1,10550101,401055931,1055105,1.2,10550103,0,401055921,1.2,0,401055951,0,1,1,1,0,0,0.03,401055911,0,0,1.5,0,401055941,1000000,1055101,0,0,710071,0,1,1.4,1055,1055104,10550104,1055102,200,1055103,10550102,10550105
3,0,0,1.3,2,10550101,401055981,1055110,1.2,10550103,0,401055971,1.2,0,401056001,0,1,2,2,0,0,0.06,401055961,0,0,1.5,0,401055991,1000000,1055106,0,0,710071,0,2,1.4,1055,1055109,10550104,1055107,201,1055108,10550102,10550105
