condition_param_3,face_change_time,face_change_effect_id,id,condition_param_1,face_id,mode,cue_name,change_face_id,reaction_type,unit_id,condition_param_2,message
0,0.0,0,13100502,0,3,3,vo_minigame_1012_gamestart_114,3,1005,1,0,"네가 스즈나의\n선생님? …흐~응"
0,0.0,0,13110101,0,1,3,vo_minigame_1012_start_100,1,1101,1,0,"문제!"
0,0.0,0,13110102,0,1,3,vo_minigame_1012_start_101,1,1101,1,0,"간다!"
0,0.0,0,13110103,0,7,3,vo_minigame_1012_start_102,7,1101,1,0,"풀 수 있을까?"
0,0.0,0,13110201,0,2,3,vo_minigame_1012_start_103,2,1102,1,0,"다음엔 할 수 있어!"
0,0.0,0,13110202,0,1,3,vo_minigame_1012_start_104,1,1102,1,0,"포기하지 마!"
0,0.0,0,13110203,0,1,3,vo_minigame_1012_start_105,1,1102,1,0,"만회하는 거야!"
0,0.0,0,13110301,4,1,3,vo_minigame_1012_start_106,1,1103,1,2,"자, 다음이야!"
0,0.0,0,13110302,4,1,3,vo_minigame_1012_start_107,1,1103,1,2,"진정해!"
0,0.0,0,13110303,4,7,3,vo_minigame_1012_start_108,7,1103,1,2,"이건 풀 수 있어?"
0,0.0,0,13110304,7,2,3,vo_minigame_1012_start_109,2,1103,1,5,"아직 긴장 풀지 마!"
0,0.0,0,13110305,7,1,3,vo_minigame_1012_start_110,1,1103,1,5,"자, 다음 간다!"
0,0.0,0,13110306,7,8,3,vo_minigame_1012_start_111,8,1103,1,5,"아직 계속돼!"
0,0.0,0,13110307,10,2,3,vo_minigame_1012_start_112,2,1103,1,8,"마지막까지 집중해!"
0,0.0,0,13110308,10,8,1,vo_minigame_1012_start_113,8,1103,1,8,"라스트 스퍼트!"
0,0.0,0,13110309,10,1,1,vo_minigame_1012_start_114,1,1103,1,8,"끝까지 해내!"
0,0.0,0,13110401,2,2,3,vo_minigame_1012_start_115,2,1104,1,2,"적당히 고르지 마!"
0,0.0,0,13110402,2,7,3,vo_minigame_1012_start_116,7,1104,1,2,"정답은 어떤 걸까?"
0,0.0,0,13110403,2,1,3,vo_minigame_1012_start_117,1,1104,1,2,"정답은 하나야!"
0,0.0,0,13110404,1,3,3,vo_minigame_1012_start_118,3,1104,1,1,"어느 쪽일까?"
0,0.0,0,13110405,1,2,3,vo_minigame_1012_start_119,2,1104,1,1,"헷갈릴 때는 운에 맡겨!"
0,0.0,0,13110406,1,5,3,vo_minigame_1012_start_120,5,1104,1,1,"O? 아니면 X?"
0,0.0,0,13110407,3,1,3,vo_minigame_1012_start_121,1,1104,1,3,"여러 개 골라"
0,0.0,0,13110408,3,0,3,vo_minigame_1012_start_122,0,1104,1,3,"정답은 여러 개야!"
0,0.0,0,13110409,3,3,3,vo_minigame_1012_start_123,3,1104,1,3,"정답이 몇 개 있을까?"
0,0.0,0,13110501,0,1,3,vo_minigame_1012_start_127,1,1105,1,0,"이건 예전에 맞혔네"
0,0.0,0,13110502,0,10,3,vo_minigame_1012_start_128,10,1105,1,0,"본 적 있는 문제네"
0,0.0,0,13110503,0,8,3,vo_minigame_1012_start_129,8,1105,1,0,"전에 정답을 맞혔어"
0,0.0,0,13110601,0,3,3,vo_minigame_1012_start_124,3,1106,1,0,"이건 풀 수 있어?"
0,0.0,0,13110602,0,3,3,vo_minigame_1012_start_125,3,1106,1,0,"이거 아직 정답 아니야"
0,0.0,0,13110603,0,1,3,vo_minigame_1012_start_126,1,1106,1,0,"노려라, 첫 정답!"
0,0.0,0,13110701,0,8,3,vo_minigame_1012_start_130,8,1107,1,0,"여기까지 퍼펙트야!"
0,0.0,0,13110702,0,7,3,vo_minigame_1012_start_131,7,1107,1,0,"마지막 완벽하게 끝내!"
0,0.0,0,13110801,0,3,3,vo_minigame_1012_start_132,3,1108,1,0,"다음에 틀리면…"
0,0.0,0,13110802,0,2,3,vo_minigame_1012_start_133,2,1108,1,0,"마지막 정도는 맞혀!"
0,0.0,0,13120101,0,1,3,vo_minigame_1012_correct_100,1,1201,1,0,"정답이야!"
0,0.0,0,13120102,0,7,3,vo_minigame_1012_correct_101,7,1201,1,0,"꽤 하네!"
0,0.0,0,13120103,0,8,3,vo_minigame_1012_correct_102,8,1201,1,0,"잘하잖아!"
0,0.0,0,13120104,0,1,3,vo_minigame_1012_correct_103,1,1201,1,0,"그거야!"
0,0.0,0,13120105,0,1,3,vo_minigame_1012_correct_104,1,1201,1,0,"잘했어!"
0,0.0,0,13120106,0,8,3,vo_minigame_1012_correct_105,8,1201,1,0,"나이스!"
0,0.0,0,13120107,0,7,3,vo_minigame_1012_correct_106,7,1201,1,0,"완벽해!"
0,0.01,8,13120201,3000,5,3,vo_minigame_1012_correct_110,5,1202,1,0,"빨라!"
0,0.0,0,13120202,3000,5,3,vo_minigame_1012_correct_111,5,1202,1,0,"대박!"
0,0.0,0,13120203,6000,7,3,vo_minigame_1012_correct_112,7,1202,1,3001,"좋은 템포야!"
0,0.0,0,13120204,6000,1,3,vo_minigame_1012_correct_113,1,1202,1,3001,"빠르네!"
0,0.0,0,13120205,6000,8,3,vo_minigame_1012_correct_114,8,1202,1,3001,"대단해!"
0,0.0,0,13120206,-1,1,3,vo_minigame_1012_correct_116,1,1202,1,13333,"조금 헷갈려?"
0,0.01,8,13120301,0,5,3,vo_minigame_1012_correct_120,5,1203,1,0,"너, 천재야!?"
0,0.0,0,13120401,0,1,3,vo_minigame_1012_correct_124,1,1204,1,0,"기억하고 있네!"
0,0.0,0,13120402,0,7,3,vo_minigame_1012_correct_126,7,1204,1,0,"완벽한 것 같네!"
0,0.0,0,13120501,0,8,3,vo_minigame_1012_correct_121,8,1205,1,0,"풀었네!"
0,0.0,0,13120502,0,8,3,vo_minigame_1012_correct_122,8,1205,1,0,"그게 정답이야!"
0,0.0,0,13120601,-1,5,3,vo_minigame_1012_correct_127,5,1206,1,3,"또 정답!"
0,0.0,0,13120701,-1,1,3,vo_minigame_1012_correct_130,1,1207,1,3,"이제부터야!"
0,0.0,0,13130101,0,4,3,vo_minigame_1012_incorrect_100,4,1301,1,0,"오답이야!"
0,0.0,0,13130102,0,2,3,vo_minigame_1012_incorrect_101,2,1301,1,0,"아니야!"
0,0.0,0,13130103,0,3,3,vo_minigame_1012_incorrect_102,3,1301,1,0,"틀렸네…!"
0,0.0,0,13130104,0,4,3,vo_minigame_1012_incorrect_103,4,1301,1,0,"사고 쳤네…!"
0,0.0,0,13130105,0,4,3,vo_minigame_1012_incorrect_104,4,1301,1,0,"아차…!"
0,0.01,6,13130106,0,3,3,vo_minigame_1012_incorrect_105,3,1301,1,0,"아깝네…!"
0,0.0,0,13130107,0,2,3,vo_minigame_1012_incorrect_106,2,1301,1,0,"다음에는 꼭!"
0,0.0,0,13130201,3000,3,3,vo_minigame_1012_incorrect_110,3,1302,1,0,"진정해!?"
0,0.01,8,13130202,3000,6,3,vo_minigame_1012_incorrect_111,6,1302,1,0,"방금 그건 뭐야!?"
0,0.0,0,13130203,6000,3,3,vo_minigame_1012_incorrect_112,3,1302,1,3001,"서두르지 마!"
0,0.0,0,13130204,6000,2,3,vo_minigame_1012_incorrect_113,2,1302,1,3001,"천천히 해도 돼!"
0,0.0,0,13130205,6000,2,3,vo_minigame_1012_incorrect_114,2,1302,1,3001,"속도보단 정확도야!"
0,0.0,0,13130206,-1,5,3,vo_minigame_1012_incorrect_115,5,1302,1,20000,"너무 고민했어?"
0,0.0,0,13130301,0,9,3,vo_minigame_1012_incorrect_120,9,1303,1,0,"이건 어쩔 수 없어…"
0,0.01,6,13130401,0,3,3,vo_minigame_1012_incorrect_121,3,1304,1,0,"맞혔던 문제인데?"
0,0.01,2,13130402,0,6,3,vo_minigame_1012_incorrect_122,6,1304,1,0,"제대로 복습했어?"
0,0.0,0,13130501,0,1,3,vo_minigame_1012_incorrect_124,1,1305,1,0,"일부는 맞았어!"
0,0.0,0,13130502,0,5,3,vo_minigame_1012_incorrect_125,5,1305,1,0,"음~ 아깝네!"
0,0.0,0,13140101,0,3,3,vo_minigame_1012_hint_100,3,1401,1,0,"어때…?"
0,0.0,0,13140102,0,10,3,vo_minigame_1012_hint_101,10,1401,1,0,"풀 수 있겠어?"
0,0.01,2,13140103,0,3,3,vo_minigame_1012_hint_102,3,1401,1,0,"음~…"
0,0.0,0,13140104,0,1,3,vo_minigame_1012_hint_103,1,1401,1,0,"자, 어때?"
0,0.0,0,13140105,0,1,3,vo_minigame_1012_hint_104,1,1401,1,0,"생각해…"
0,0.0,0,13140106,0,6,3,vo_minigame_1012_hint_105,6,1401,1,0,"자는 거야?"
0,0.0,0,13140107,0,2,3,vo_minigame_1012_hint_106,2,1401,1,0,"야~"
0,0.0,0,13140108,0,2,3,vo_minigame_1012_hint_107,2,1401,1,0,"최악의 경우엔 운에 맡겨!"
0,0.0,0,13140109,0,2,3,vo_minigame_1012_hint_108,2,1401,1,0,"한눈팔지 마!"
0,0.01,6,13140201,0,3,3,vo_minigame_1012_hint_110,3,1402,1,0,"어렵네…"
0,0.0,0,13140202,0,3,3,vo_minigame_1012_hint_111,3,1402,1,0,"어려운 문제네…"
0,0.0,0,13140203,0,9,3,vo_minigame_1012_hint_112,9,1402,1,0,"감에 맡겨 볼래…?"
0,0.01,11,13150101,20000,7,3,vo_minigame_1012_hint_113,7,1501,1,3001,"힌트 줄게!"
0,0.0,0,13150102,20000,1,3,vo_minigame_1012_hint_114,1,1501,1,3001,"이제 알겠어?"
0,0.01,11,13150103,20000,7,3,vo_minigame_1012_hint_115,7,1501,1,3001,"특별 서비스야!"
0,0.0,0,13150104,3000,5,3,vo_minigame_1012_hint_116,5,1501,1,0,"벌써 도움받으려고?"
0,0.0,0,13150105,3000,9,3,vo_minigame_1012_hint_117,9,1501,1,0,"어쩔 수 없네~"
0,0.01,5,13160101,4,10,3,vo_minigame_1012_tap_100,10,1601,1,1,"뭐야?"
0,0.01,5,13160102,4,10,3,vo_minigame_1012_tap_101,10,1601,1,1,"지우개 빌려달라고?"
0,0.0,0,13160103,9,4,3,vo_minigame_1012_tap_102,4,1601,1,5,"아니 뭔데?"
0,0.0,0,13160104,9,6,3,vo_minigame_1012_tap_103,6,1601,1,5,"뭐라도 묻었어?"
0,0.01,1,13160105,-1,2,3,vo_minigame_1012_tap_104,2,1601,1,10,"적당히 안 하면 화낸다!"
0,0.01,1,13160106,-1,2,3,vo_minigame_1012_tap_105,2,1601,1,10,"몇 번 건드리는 거야!!"
0,0.0,0,13200101,0,1,3,vo_minigame_1012_select_100,1,2001,1,0,"어떤 과목을 공부할지\n선택해!"
0,0.0,0,13200102,0,8,3,vo_minigame_1012_select_101,8,2001,1,0,"공부 열심히 하네!\n자, 과목은 어떤 걸 할래?"
0,3.03,7,13200103,0,8,3,vo_minigame_1012_select_102,4,2001,1,0,"공부, 공부, 즐겁네~♪\n…! 빠, 빨리 골라!"
0,0.0,0,13400101,0,1,3,vo_minigame_1012_archive_100,1,4001,1,0,"지금까지 공부한 내용을\n되돌아볼 수 있어\n틀렸던 문제도\n여기서 복습할 수 있어!"
0,0.01,4,21120101,0,2,1,vo_minigame_1012_correct_207,2,1201,2,0,"아싸, O 겟~♪"
0,0.01,4,21120102,0,2,1,vo_minigame_1012_correct_208,2,1201,2,0,"해냈네, 히데사이♪"
0,0.01,4,21120103,0,3,1,vo_minigame_1012_correct_209,3,1201,2,0,"역시 히데사이♪"
0,0.0,0,21120201,-1,5,1,vo_minigame_1012_correct_215,5,1202,2,13333,"풀었다…!"
0,0.0,0,21120202,-1,6,1,vo_minigame_1012_correct_217,6,1202,2,13333,"오, 정답?"
0,0.0,0,21120301,0,6,1,vo_minigame_1012_correct_218,6,1203,2,0,"대단해~!"
0,0.01,4,21120302,0,2,1,vo_minigame_1012_correct_219,2,1203,2,0,"참 잘했어요~♪"
0,0.0,0,21120401,0,2,1,vo_minigame_1012_correct_225,2,1204,2,0,"기억했어~"
0,0.0,0,21120501,0,4,1,vo_minigame_1012_correct_223,4,1205,2,0,"겨우 풀었어~!"
0,0.01,4,21120601,-1,2,1,vo_minigame_1012_correct_228,2,1206,2,3,"텐션 올라~♪"
0,0.0,0,21120701,-1,3,1,vo_minigame_1012_correct_231,3,1207,2,3,"역전 시작!"
0,0.01,6,21130101,0,9,1,vo_minigame_1012_incorrect_207,9,1301,2,0,"텐션 떨어져~"
0,0.0,0,21130102,0,4,1,vo_minigame_1012_incorrect_208,4,1301,2,0,"실수했어?"
0,0.0,0,21130103,0,4,1,vo_minigame_1012_incorrect_209,4,1301,2,0,"아니지 않을까?"
0,0.0,0,21130201,-1,4,1,vo_minigame_1012_incorrect_216,4,1302,2,20000,"늦었어?"
0,0.0,0,21130202,-1,8,1,vo_minigame_1012_incorrect_217,8,1302,2,20000,"멍때렸어…!"
0,0.01,6,21130301,0,4,1,vo_minigame_1012_incorrect_218,4,1303,2,0,"어려워~"
0,0.0,0,21130302,0,8,1,vo_minigame_1012_incorrect_219,8,1303,2,0,"대박 어렵지~"
0,0.0,0,21130401,0,6,1,vo_minigame_1012_incorrect_223,6,1304,2,0,"어라, 그게 아니었어…?"
0,0.0,0,21130501,0,8,1,vo_minigame_1012_incorrect_226,8,1305,2,0,"아주 조금 남아 있었지…!"
1,3.32,0,21300101,10,6,1,vo_minigame_1012_result_2000,0,3001,2,10,"대박, 전부 O잖아…!\n이 기세로 가르쳐 주면\n나도 머리 좋아질 것 같아~!"
1,6.5,3,21300102,10,6,1,vo_minigame_1012_result_2001,2,3001,2,10,"어, O밖에 없었어…?\n만점이 진짜로 있구나…\n히데사이 진짜 대단해…!"
1,3.1,5,21300103,10,3,1,vo_minigame_1012_result_2002,6,3001,2,10,"만점이잖아! 아싸~!\n혹시 히데사이한테는\n너무 쉬웠다는 느낌?"
2,2.06,11,21300104,10,3,1,vo_minigame_1012_result_2003,2,3001,2,10,"멋지게 해냈네!\n히데사이, 공부\n가르쳐 줘서 고마워~♪"
2,4.45,0,21300105,10,3,1,vo_minigame_1012_result_2004,7,3001,2,10,"어려운 문제도 전~부 정답!\n완전 뜨겁잖아!\n히데사이, 머리 너무 좋아~"
2,0.01,11,21300106,10,2,1,vo_minigame_1012_result_2005,2,3001,2,10,"꺄핫, 만점이잖아!\n같이 공부하고 있는\n나까지 기분 좋아!"
3,6.64,11,21300107,10,2,1,vo_minigame_1012_result_2006,3,3001,2,10,"히데사이, 만점 퍼펙트!\n이미 그냥 최강이네!\n자, 하이 파이브~!"
3,0.0,0,21300108,10,6,1,vo_minigame_1012_result_2007,6,3001,2,10,"너무 완벽해서\n눈부신데!\nO밖에 없다니 어떻게 된 거야!?"
3,5.76,0,21300109,10,6,1,vo_minigame_1012_result_2008,7,3001,2,10,"대박 어려운데도 만점이잖아…!\n히데사이 쌤 진짜 대단해!\n앞으로도 의지할게~"
1,0.0,0,21300110,9,6,1,vo_minigame_1012_result_2009,6,3001,2,7,"히데사이, 혹시\n여유로운 느낌?\n정답 마구 맞혔잖아!"
1,2.59,0,21300111,9,2,1,vo_minigame_1012_result_2010,7,3001,2,7,"O가 잔뜩이라 웃겨~\n그보다 히데사이 가르치는 거 잘해!\n엄청 알기 쉬웠어♪"
1,4.09,11,21300112,9,2,1,vo_minigame_1012_result_2011,3,3001,2,7,"이만큼 O가 있으면\n엄청 기분 좋겠네♪\n다음엔 만점 받아야지~!"
2,2.47,0,21300113,9,2,1,vo_minigame_1012_result_2012,3,3001,2,7,"만점까지 아주 조금 남았잖아!\n역시 히데사이!\n텐션 올라~"
2,0.01,11,21300114,9,3,1,vo_minigame_1012_result_2013,3,3001,2,7,"꺄핫, 엄청 풀었네~\n이럼 다음엔 만점이지!\n텐션 오르네♪"
2,0.0,0,21300115,9,2,1,vo_minigame_1012_result_2014,2,3001,2,7,"히데사이 덕분에\n나도 조금은 공부를\n알게 된 것 같아!"
3,3.45,0,21300116,9,6,1,vo_minigame_1012_result_2015,2,3001,2,7,"대박 어려운 문제도\nO뿐이잖아…!\n히데사이, 진심 든든해!"
3,0.0,0,21300117,9,3,1,vo_minigame_1012_result_2016,3,3001,2,7,"히데사이 선생님을\n따라잡고 앞질러라!\n나도 열심히 할게~!"
3,4.0,0,21300118,9,2,1,vo_minigame_1012_result_2017,3,3001,2,7,"대박 어려운 문제도\n이제 조금만 더 하면 만점이잖아!\n이제 여기까지 왔으면\n할 수밖에 없지!"
1,0.92,0,21300119,6,6,1,vo_minigame_1012_result_2018,0,3001,2,4,"오! 반 남았으니\n나도 좀 더\n열심히 해볼게!"
1,4.36,0,21300120,6,0,1,vo_minigame_1012_result_2019,3,3001,2,4,"아직 의미 불명인 문제가 있지만\n나쁘지 않지?\n텐션 올랐으니\n다음엔 더 잘할 수 있는 거 아냐?"
1,2.35,0,21300121,6,6,1,vo_minigame_1012_result_2020,2,3001,2,4,"대충 반 정도?\n그럼, 이제부터 시작이네!\n집중, 집중!"
2,2.13,0,21300122,6,0,1,vo_minigame_1012_result_2021,2,3001,2,4,"이걸로 반 정도?\n좋아, 암튼 낙제점 회피!\n아싸~!"
2,2.38,0,21300123,6,0,1,vo_minigame_1012_result_2022,2,3001,2,4,"이제 반 남았어!\n플레이 플레이, 히데사이!\n나도 열심히 할게~!"
2,3.5,0,21300124,6,4,1,vo_minigame_1012_result_2023,0,3001,2,4,"음~ 역시 어렵네\n그래도, 반 정도 O니까\n될 것 같은 기분이 들어!"
3,2.25,0,21300125,6,0,1,vo_minigame_1012_result_2024,6,3001,2,4,"대충 반이 정답?\n그 말은\n반만 더 맞히면 만점이잖아!"
3,2.14,0,21300126,6,3,1,vo_minigame_1012_result_2025,6,3001,2,4,"잘하잖아, 히데사이!\n어? 더 위를 노리는 거야?\n그럼 나도 열심히 할게!"
3,3.75,0,21300127,6,6,1,vo_minigame_1012_result_2026,2,3001,2,4,"대박 어려웠는데\n반이나 풀었어…!?\n히데사이, 좋은 느낌이야!"
1,2.53,5,21300128,3,4,1,vo_minigame_1012_result_2027,10,3001,2,1,"대박 어려웠지~\n…어? 이거 간단한 거야?\n에헤헤, 거짓말~?"
1,0.01,9,21300129,3,4,1,vo_minigame_1012_result_2028,4,3001,2,1,"…있잖아, 있잖아, 히데사이\n나한테 맞춰서\n안 좋은 점수를 받지 않아도 괜찮은데?"
1,2.93,0,21300130,3,0,1,vo_minigame_1012_result_2029,3,3001,2,1,"워밍업은\n이 정도로…\n히데사이, 다음엔\n진심으로 하자!"
2,4.26,4,21300131,3,0,1,vo_minigame_1012_result_2030,3,3001,2,1,"아, 히데사이\n나랑 점수 똑같잖아!\n같이 낙제점 받을까~♪"
2,0.0,0,21300132,3,10,1,vo_minigame_1012_result_2031,10,3001,2,1,"어~…\n한 번 더 가르쳐 주면\n다음엔 좀 더\n할 수 있을 것 같아!"
2,4.98,5,21300133,3,9,1,vo_minigame_1012_result_2032,0,3001,2,1,"나도 전혀 몰랐어~\n어딜 틀린 걸까…?\n한 번 더 공부해 볼래?"
3,0.01,9,21300134,3,4,1,vo_minigame_1012_result_2033,4,3001,2,1,"대박 어려워서 완전 모르겠어…\n어쩌지…\n히데사이, 도와줘~"
3,0.01,6,21300135,3,4,1,vo_minigame_1012_result_2034,4,3001,2,1,"낙제점이란 느낌?\n음~… 이렇게 된 거\n나랑 같이 열심히 하자!"
3,2.51,11,21300136,3,4,1,vo_minigame_1012_result_2035,10,3001,2,1,"역시 어렵네…\n그래도 0점은 아니니까\n문제없지!"
1,2.54,0,21300137,0,0,1,vo_minigame_1012_result_2036,6,3001,2,0,"좋아, 결과는…\n어, 0이라니 레알!?\n히데사이, 어떻게 된 거야?"
1,4.08,5,21300138,0,2,1,vo_minigame_1012_result_2037,10,3001,2,0,"히데사이\n일부러 0점 맞은 거지?\n아니야? 정말로~?"
1,3.41,0,21300139,0,6,1,vo_minigame_1012_result_2038,4,3001,2,0,"히데사이, 0점이구나…\n내가 대신\n공부 가르쳐 줄까…?"
2,4.1,0,21300140,0,10,1,vo_minigame_1012_result_2039,8,3001,2,0,"음~…\n전혀 몰랐어!\n하지만 공부는\n맨날 그렇지!"
2,5.8,4,21300141,0,6,1,vo_minigame_1012_result_2040,2,3001,2,0,"이거, 우리 배웠나?\n히데사이도 기억 안 나는 느낌?\n그럼 어쩔 수 없네!\n다음 가자, 다음!"
2,4.6,3,21300142,0,10,1,vo_minigame_1012_result_2041,8,3001,2,0,"있잖아, 있잖아, 전부 X는\n이건 이것대로 보기 드물지 않아?\n기뻐하면 안 돼?"
3,6.04,0,21300143,0,10,1,vo_minigame_1012_result_2042,2,3001,2,0,"대박 어렵다는 건 알았어!\n이것도 한 걸음 전진…한 거지?\n다음에 열심히 하자~!"
3,1.92,4,21300144,0,9,1,vo_minigame_1012_result_2043,3,3001,2,0,"0점…! 그래도 그래도\n우리 분위기는 만점이잖아♪\n히데사이, 한 번 더 하자!"
3,0.0,0,21300145,0,7,1,vo_minigame_1012_result_2044,7,3001,2,0,"히데사이하고 같은 점수\n조금 기쁠지도?\n같이 0부터 열심히 하자!"
0,0.0,0,22120101,0,2,2,vo_minigame_1012_correct_232,2,1201,2,0,"에헤헤~"
0,0.0,0,22120102,0,6,2,vo_minigame_1012_correct_233,6,1201,2,0,"오~"
0,0.0,0,22120103,0,3,2,vo_minigame_1012_correct_234,3,1201,2,0,"잘했어요~♪"
0,0.0,0,22120201,3000,2,2,vo_minigame_1012_correct_235,2,1202,2,0,"부웅!"
0,0.0,0,22120202,3000,2,2,vo_minigame_1012_correct_236,2,1202,2,0,"아싸~!"
0,0.0,0,22120203,6000,3,2,vo_minigame_1012_correct_237,3,1202,2,3001,"나이스~"
0,0.0,0,22120204,-1,6,2,vo_minigame_1012_correct_238,6,1202,2,13333,"아슬아슬~!"
0,0.0,0,22120301,0,7,2,vo_minigame_1012_correct_239,7,1203,2,0,"우쭐!"
0,0.01,4,22120401,0,3,2,vo_minigame_1012_correct_241,3,1204,2,0,"그렇지♪"
0,0.0,0,22120501,0,6,2,vo_minigame_1012_correct_240,6,1205,2,0,"됐어!"
0,0.0,0,22120601,-1,2,2,vo_minigame_1012_correct_242,2,1206,2,3,"최강~"
0,0.0,0,22120701,-1,5,2,vo_minigame_1012_correct_243,5,1207,2,3,"지지 않아~"
0,0.0,0,22130101,0,4,2,vo_minigame_1012_incorrect_227,4,1301,2,0,"안 돼?"
0,0.01,6,22130102,0,4,2,vo_minigame_1012_incorrect_228,4,1301,2,0,"쿠~웅…!"
0,0.0,0,22130103,0,5,2,vo_minigame_1012_incorrect_229,5,1301,2,0,"으음…!"
0,0.0,0,22130202,3000,6,2,vo_minigame_1012_incorrect_231,6,1302,2,0,"에엑…!?"
0,0.0,0,22130203,6000,4,2,vo_minigame_1012_incorrect_232,4,1302,2,3001,"아차~…"
0,0.0,0,22130204,-1,4,2,vo_minigame_1012_incorrect_233,4,1302,2,20000,"기다려~"
0,0.0,0,22130301,0,9,2,vo_minigame_1012_incorrect_234,9,1303,2,0,"대박 어려워~"
0,0.0,0,22130401,0,10,2,vo_minigame_1012_incorrect_235,10,1304,2,0,"뭐였지?"
0,0.0,0,22130501,0,5,2,vo_minigame_1012_incorrect_236,5,1305,2,0,"분해~"
0,0.01,3,22170101,30000,6,2,vo_minigame_1012_time_200,6,1701,2,20000,"이제 끝날 것 같아!"
0,0.01,9,22170102,30000,5,2,vo_minigame_1012_time_201,5,1701,2,20000,"서둘러야 해…!"
1,2.81,4,22300101,-1,2,2,vo_minigame_1012_result_2045,3,3001,2,20,"O 너무 많아서 웃겨~\n술술 푸는 거\n진짜 멋있었어♪"
1,2.31,11,22300102,-1,3,2,vo_minigame_1012_result_2046,2,3001,2,20,"점수 좋잖아!\n혹시, 히데사이한테는\n너무 간단했다는 느낌?"
1,0.01,11,22300103,-1,3,2,vo_minigame_1012_result_2047,3,3001,2,20,"꺄핫, 정말 완벽하네♪\n다른 문제도 가르쳐 주면 좋겠고\n다음엔 어려운 거 갈까?"
2,4.33,11,22300104,-1,6,2,vo_minigame_1012_result_2048,7,3001,2,20,"어려운 문제인데\nO 잔뜩 있잖아…!\n역시 히데사이 선생님~!"
2,5.73,0,22300105,-1,6,2,vo_minigame_1012_result_2049,2,3001,2,20,"같이 공부\n하는 것뿐인데\n나까지 똑똑해지는 것 같아…!\n진짜 고마워"
2,0.01,8,22300106,-1,6,2,vo_minigame_1012_result_2050,6,3001,2,20,"이건 어려운 문제지?\n어떻게 간단하게 푸는 거야?\n히데사이, 너무 대단해!"
3,4.02,0,22300107,-1,6,2,vo_minigame_1012_result_2051,3,3001,2,20,"대박 어려웠는데\n순식간에 풀었네…!\n히데사이, 머리 너무 좋은 거 아니야?"
3,5.24,11,22300108,-1,2,2,vo_minigame_1012_result_2052,3,3001,2,20,"잘했어요, 잘했어요, 참 잘했어요~\n꺄하핫, 대단해!\n역시 히데사이!\n하이 파이브~!"
3,4.6,4,22300109,-1,2,2,vo_minigame_1012_result_2053,3,3001,2,20,"이만큼 배웠으니까\n이제 시험도 여유롭겠지!\n히데사이, 진짜 고마워♪"
1,5.57,0,22300110,-1,6,2,vo_minigame_1012_result_2054,10,3001,2,20,"난 이런 거 처음 봤어…!\n히데사이 선생님, 신들렸어!\n맞다, 기념으로 이거 장식해 두자♪\n어, 그건 조금 부끄러워?"
2,5.57,0,22300112,-1,6,2,vo_minigame_1012_result_2054,10,3001,2,20,"난 이런 거 처음 봤어…!\n히데사이 선생님, 신들렸어!\n맞다, 기념으로 이거 장식해 두자♪\n어, 그건 조금 부끄러워?"
3,5.57,0,22300114,-1,6,2,vo_minigame_1012_result_2054,10,3001,2,20,"난 이런 거 처음 봤어…!\n히데사이 선생님, 신들렸어!\n맞다, 기념으로 이거 장식해 두자♪\n어, 그건 조금 부끄러워?"
1,0.0,0,22300116,19,2,2,vo_minigame_1012_result_2056,2,3001,2,15,"문제가 엄청 많았는데\n척척 풀어서\n엄청 믿음직했어!"
1,5.23,11,22300117,19,6,2,vo_minigame_1012_result_2057,3,3001,2,15,"오~ 역시 히데사이!\nO의 수도 엄청 히데사이네♪\n예이~!"
1,3.23,11,22300118,19,3,2,vo_minigame_1012_result_2058,2,3001,2,15,"히데사이, O가 잔뜩 있잖아♪\n나도 배운 건\n꽤 기억했을지도?"
2,6.0,10,22300119,19,3,2,vo_minigame_1012_result_2059,7,3001,2,15,"신나는 점수잖아!\n암튼, 우쭐거릴까?\n하나~ 둘, 우쭐…!"
2,0.0,0,22300120,19,7,2,vo_minigame_1012_result_2060,7,3001,2,15,"어려운 문제도\n점점 풀 수 있게 되니까\n즐겁네~\n조금 감동~"
2,0.0,0,22300121,19,6,2,vo_minigame_1012_result_2061,6,3001,2,15,"잔뜩 풀어도\n히데사이는 머리에 펑크 안 나?\n대단해…!"
3,3.06,3,22300122,19,6,2,vo_minigame_1012_result_2062,2,3001,2,15,"와앗, O만 있어…!\n이 기세라면\n다음엔 20에 도달하는 거 아니야?"
3,5.74,0,22300123,19,6,2,vo_minigame_1012_result_2063,5,3001,2,15,"15개 이상 O라니…!\n대박 어려운데, 진짜 대단해~\n나도 열심히 해야지!"
3,2.67,0,22300124,19,6,2,vo_minigame_1012_result_2064,3,3001,2,15,"엄청난 집중력…!\n혹시, 히데사이는\n대박 어려운 문제일수록\n불타는 느낌이야?"
1,0.0,0,22300131,14,3,2,vo_minigame_1012_result_2067,3,3001,2,10,"꺄하핫, 좋은 느낌!\n잔뜩 풀었고\n공부한 성과\n…라는 거네♪"
1,0.0,0,22300132,14,2,2,vo_minigame_1012_result_2068,2,3001,2,10,"10개 이상 O네♪\n히데사이 덕분에\n나도 조금\n머리가 좋아졌을까?"
1,2.28,0,22300133,14,10,2,vo_minigame_1012_result_2069,2,3001,2,10,"꽤 많이 풀었지?\n역시 O가 늘면\n텐션 올라~"
