fix_reward_id,reward_type_1,reward_id_1,reward_type_2,reward_id_2,reward_id_4,reward_num_5,reward_id_3,reward_num_1,reward_num_3,reward_type_3,reward_num_4,reward_type_4,reward_id_5,reward_type_5,reward_num_2
1025115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1025116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1026101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1026102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1026103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1026104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1026105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1026106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1026107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1026108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1026109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1026110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1026111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1026112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1026113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1026114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1026115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1026116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1027101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1027102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1027103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1027104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1027105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1027106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1027107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1027108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1027109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1027110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1027111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1027112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1027113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1027114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1027115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1027116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1028101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1028102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1028103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1028104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1028105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1028106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1028107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1028108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1028109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1028110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1028111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1028112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1028113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1028114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1028115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1028116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1029101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1029102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1029103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1029104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1029105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1029106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1029107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1029108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1029109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1029110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1029111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1029112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1029113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1029114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1029115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1029116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1030101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1030102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1030103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1030104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1030105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1030106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1030107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1030108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1030109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1030110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1030111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1030112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1030113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1030114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1030115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1030116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1031101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1031102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1031103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1031104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1031105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1031106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1031107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1031108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1031109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1031110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1031111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1031112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1031113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1031114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1031115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1031116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1047101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1047102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1047103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1047104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1047105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1047106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1047107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1047108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1047109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1047110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1047111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1047112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1047113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1047114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1047115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1047116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1048101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1048102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1048103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1048104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1048105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1048106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1048107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1048108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1048109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1048110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1048111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1048112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1048113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1048114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1048115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1048116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1049101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1049102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1049103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1049104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1049105,8,91002,2,90006,0,0,31145,150,2,2,0,0,0,0,100
1049106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1049107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1049108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1049109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1049110,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1049111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1049112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1049113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1049114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1049115,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1049116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1050101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1050102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1050103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1050104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1050105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1050106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1050107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1050108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1050109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1050110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1050111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1050112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1050113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1050114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1050115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1050116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1051101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1051102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1051103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1051104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1051105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1051106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1051107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1051108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1051109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1051110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1051111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1051112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1051113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1051114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1051115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1051116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1052101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1052102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1052103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1052104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1052105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1052106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1052107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1052108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1052109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1052110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1052111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1052112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1052113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1052114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1052115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1052116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1053101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1053102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1053103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1053104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1053105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1053106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1053107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1053108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1053109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1053110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1053111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1053112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1053113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1053114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1053115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1053116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1054101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1054102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1054103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1054104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1054105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1054106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1054107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1054108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1054109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1054110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1054111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1054112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1054113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1054114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1054115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1054116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1055101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1055102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1055103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1055104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1055105,8,91002,2,90006,0,0,31145,150,2,2,0,0,0,0,100
1055106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1055107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1055108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1055109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1055110,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1055111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1055112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1055113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1055114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1055115,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1055116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1056101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1056102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1056103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1056104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1056105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1056106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1056107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1056108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1056109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1056110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1056111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1056112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1056113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1056114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1056115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1056116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1057101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1057102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1057103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1057104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1057105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1057106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1057107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1057108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1057109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1057110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1057111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1057112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1057113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1057114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1057115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1057116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1058101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1058102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1058103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1058104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1058105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1058106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1058107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1058108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1058109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1058110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1058111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1058112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1058113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1058114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1058115,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1058116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1059101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1059102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1059103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1059104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1059105,8,91002,2,90006,0,0,31043,150,2,2,0,0,0,0,100
1059106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1059107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1059108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1059109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1059110,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1059111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1059112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1059113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1059114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1059115,8,91002,2,90006,0,0,31043,80,1,2,0,0,0,0,100
1059116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1060101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1060102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1060103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1060104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1060105,8,91002,2,90006,0,0,31018,150,2,2,0,0,0,0,100
1060106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1060107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1060108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1060109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1060110,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1060111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1060112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1060113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1060114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1060115,8,91002,2,90006,0,0,31018,80,1,2,0,0,0,0,100
1060116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1061101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1061102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1061103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1061104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1061105,8,91002,2,90006,0,0,31145,150,2,2,0,0,0,0,100
1061106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1061107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1061108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1061109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1061110,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1061111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1061112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1061113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1061114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1061115,8,91002,2,90006,0,0,31145,80,1,2,0,0,0,0,100
1061116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1063101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1063102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1063103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1063104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1063105,8,91002,2,90006,0,0,31025,150,2,2,0,0,0,0,100
1063106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1063107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1063108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1063109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1063110,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1063111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1063112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1063113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1063114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1063115,8,91002,2,90006,0,0,31025,80,1,2,0,0,0,0,100
1063116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1064101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1064102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1064103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1064104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1064105,8,91002,2,90006,0,0,31042,150,2,2,0,0,0,0,100
1064106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1064107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1064108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1064109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1064110,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1064111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1064112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1064113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
1064114,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,60
1064115,8,91002,2,90006,0,0,31042,80,1,2,0,0,0,0,100
1064116,12,94002,0,0,0,0,0,25000,0,0,0,0,0,0,0
1065101,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,20
1065102,8,91002,2,90006,0,0,0,50,0,2,0,0,0,0,30
1065103,8,91002,2,90006,0,0,0,75,0,2,0,0,0,0,40
1065104,8,91002,2,90006,0,0,0,100,0,2,0,0,0,0,50
1065105,8,91002,2,90006,0,0,31022,150,2,2,0,0,0,0,100
1065106,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,20
1065107,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,30
1065108,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,40
1065109,8,91002,2,90006,0,0,0,40,0,2,0,0,0,0,50
1065110,8,91002,2,90006,0,0,31022,80,1,2,0,0,0,0,100
1065111,8,91002,2,90006,0,0,0,20,0,2,0,0,0,0,30
1065112,8,91002,2,90006,0,0,0,25,0,2,0,0,0,0,40
1065113,8,91002,2,90006,0,0,0,30,0,2,0,0,0,0,50
