wave_energy_recovery,life_steal_growth,wave_energy_recovery_growth,dodge,unit_material_id,unit_id,wave_hp_recovery_growth,atk,life_steal,energy_recovery_rate_growth,physical_penetrate_growth,energy_reduce_rate_growth,hp_growth,physical_critical_growth,physical_penetrate,magic_def,magic_penetrate,magic_critical,def,consume_num,wave_hp_recovery,accuracy_growth,accuracy,magic_critical_growth,consume_gold,atk_growth,hp_recovery_rate_growth,magic_def_growth,magic_str_growth,magic_penetrate_growth,physical_critical,dodge_growth,def_growth,energy_recovery_rate,magic_str,energy_reduce_rate,rarity,hp,hp_recovery_rate
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,0.0,0.0,0.0,0.0,33.85,0.0,0.0,2.16,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.24,4.9,0.0,0.0,0.0,0.25,0.0,44.09,0.0,1,304.7,0.0
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,0.0,0.0,0.0,0.0,50.77,0.0,0.0,2.59,0.0,0.0,2.73,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.36,7.35,0.0,0.0,0.0,0.37,0.0,52.9,0.0,2,365.6,0.0
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,0.0,0.0,0.0,0.0,67.7,0.0,0.0,3.02,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.48,9.8,0.0,0.0,0.0,0.5,0.0,61.72,0.0,3,426.5,0.0
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,0.0,0.0,0.0,0.0,84.62,0.0,0.0,3.45,0.0,0.0,3.64,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.6,12.25,0.0,0.0,0.0,0.62,0.0,70.54,0.0,4,487.4,0.0
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,0.0,0.0,0.0,0.0,101.6,0.0,0.0,3.88,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.72,14.7,0.0,0.0,0.0,0.75,0.0,79.36,0.0,5,548.4,0.0
0.0,0.0,0.0,0.0,31060,106001,0.0,0.0,2.0,0.0,0.0,0.0,135.4,0.0,0.0,4.54,0.0,90.0,4.79,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.96,19.6,0.0,0.0,0.0,1.0,5.0,1832.6,0.0,6,639.7,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,54.11,0.0,0.0,0.0,0.0,39.46,0.0,0.0,2.51,0.0,0.0,2.73,15,0.0,0.0,0.0,0.0,10000,6.01,0.0,0.28,0.0,0.0,20.0,0.0,0.3,0.0,0.0,0.0,1,355.1,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,64.93,0.0,0.0,0.0,0.0,59.19,0.0,0.0,3.01,0.0,0.0,3.28,30,0.0,0.0,0.0,0.0,20000,9.02,0.0,0.42,0.0,0.0,20.0,0.0,0.45,0.0,0.0,0.0,2,426.1,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,75.75,0.0,0.0,0.0,0.0,78.92,0.0,0.0,3.51,0.0,0.0,3.82,100,0.0,0.0,0.0,0.0,30000,12.02,0.0,0.56,0.0,0.0,20.0,0.0,0.6,0.0,0.0,0.0,3,497.1,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,86.58,0.0,0.0,0.0,0.0,98.65,0.0,0.0,4.02,0.0,0.0,4.37,120,0.0,0.0,0.0,0.0,40000,15.03,0.0,0.7,0.0,0.0,20.0,0.0,0.75,0.0,0.0,0.0,4,568.2,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,97.4,0.0,0.0,0.0,0.0,118.4,0.0,0.0,4.52,0.0,0.0,4.91,150,0.0,0.0,0.0,0.0,50000,18.03,0.0,0.84,0.0,0.0,20.0,0.0,0.9,0.0,0.0,0.0,5,639.2,0.0
0.0,0.0,0.0,0.0,31061,106101,0.0,1613.7,2.0,0.0,0.0,0.0,157.9,0.0,0.0,20.27,0.0,0.0,20.73,0,0.0,0.0,0.0,0.0,0,24.04,0.0,1.12,0.0,0.0,20.0,0.0,1.2,10.0,0.0,0.0,6,3245.7,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,47.16,0.0,0.0,0.0,0.0,30.86,0.0,0.0,2.05,0.0,0.0,1.94,15,0.0,0.0,0.0,0.0,10000,5.24,0.0,0.23,0.0,0.0,20.0,0.0,0.22,0.0,0.0,0.0,1,277.7,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,56.59,0.0,0.0,0.0,0.0,46.29,0.0,0.0,2.46,0.0,0.0,2.33,30,0.0,0.0,0.0,0.0,20000,7.86,0.0,0.35,0.0,0.0,20.0,0.0,0.33,0.0,0.0,0.0,2,333.2,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,66.02,0.0,0.0,0.0,0.0,61.72,0.0,0.0,2.87,0.0,0.0,2.72,100,0.0,0.0,0.0,0.0,30000,10.48,0.0,0.46,0.0,0.0,20.0,0.0,0.44,0.0,0.0,0.0,3,388.8,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,75.46,0.0,0.0,0.0,0.0,77.15,0.0,0.0,3.28,0.0,0.0,3.1,120,0.0,0.0,0.0,0.0,40000,13.1,0.0,0.58,0.0,0.0,20.0,0.0,0.55,0.0,0.0,0.0,4,444.3,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,84.89,0.0,0.0,0.0,0.0,92.58,0.0,0.0,3.69,0.0,0.0,3.49,150,0.0,0.0,0.0,0.0,50000,15.72,0.0,0.69,0.0,0.0,20.0,0.0,0.66,0.0,0.0,0.0,5,499.9,0.0
0.0,0.0,0.0,0.0,31063,106301,0.0,1879.1,2.0,0.0,0.0,0.0,123.5,0.0,0.0,4.31,0.0,0.0,4.07,0,0.0,0.0,0.0,0.0,0,20.96,0.0,0.92,0.0,0.0,220.0,0.0,0.88,5.0,0.0,0.0,6,583.2,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,52.97,0.0,0.0,0.0,0.0,35.97,0.0,0.0,2.28,0.0,0.0,2.51,15,0.0,0.0,0.0,0.0,10000,5.89,0.0,0.25,0.0,0.0,15.0,0.0,0.28,0.0,0.0,0.0,1,323.8,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,63.56,0.0,0.0,0.0,0.0,53.96,0.0,0.0,2.74,0.0,0.0,3.01,30,0.0,0.0,0.0,0.0,20000,8.84,0.0,0.38,0.0,0.0,15.0,0.0,0.42,0.0,0.0,0.0,2,388.6,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,74.16,0.0,0.0,0.0,0.0,71.94,0.0,0.0,3.19,0.0,0.0,3.51,100,0.0,0.0,0.0,0.0,30000,11.78,0.0,0.5,0.0,0.0,15.0,0.0,0.56,0.0,0.0,0.0,3,453.3,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,84.75,0.0,0.0,0.0,0.0,89.93,0.0,0.0,3.65,0.0,0.0,4.02,120,0.0,0.0,0.0,0.0,40000,14.73,0.0,0.63,0.0,0.0,15.0,0.0,0.7,0.0,0.0,0.0,4,518.1,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,95.35,0.0,0.0,0.0,0.0,108.0,0.0,0.0,4.1,0.0,0.0,4.52,150,0.0,0.0,0.0,0.0,50000,17.67,0.0,0.75,0.0,0.0,15.0,0.0,0.84,0.0,0.0,0.0,5,582.8,0.0
0.0,0.0,0.0,0.0,31064,106401,0.0,2421.3,2.0,0.0,0.0,0.0,143.9,0.0,0.0,4.79,0.0,0.0,5.27,0,0.0,0.0,0.0,0.0,0,23.56,0.0,1.0,0.0,0.0,315.0,0.0,1.12,3.0,0.0,0.0,6,680.0,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,56.39,0.0,0.0,0.0,0.0,38.29,0.0,0.0,2.39,0.0,0.0,2.62,15,0.0,0.0,0.0,0.0,10000,6.27,0.0,0.27,0.0,0.0,15.0,0.0,0.29,0.0,0.0,0.0,1,344.6,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,67.67,0.0,0.0,0.0,0.0,57.44,0.0,0.0,2.87,0.0,0.0,3.14,30,0.0,0.0,0.0,0.0,20000,9.41,0.0,0.41,0.0,0.0,15.0,0.0,0.44,0.0,0.0,0.0,2,413.5,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,78.95,0.0,0.0,0.0,0.0,76.58,0.0,0.0,3.35,0.0,0.0,3.67,100,0.0,0.0,0.0,0.0,30000,12.54,0.0,0.54,0.0,0.0,15.0,0.0,0.58,0.0,0.0,0.0,3,482.4,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,90.22,0.0,0.0,0.0,0.0,95.73,0.0,0.0,3.82,0.0,0.0,4.19,120,0.0,0.0,0.0,0.0,40000,15.68,0.0,0.68,0.0,0.0,15.0,0.0,0.73,0.0,0.0,0.0,4,551.4,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,101.5,0.0,0.0,0.0,0.0,114.9,0.0,0.0,4.3,0.0,0.0,4.72,150,0.0,0.0,0.0,0.0,50000,18.81,0.0,0.81,0.0,0.0,15.0,0.0,0.87,0.0,0.0,0.0,5,620.3,0.0
0.0,0.0,0.0,0.0,31065,106501,0.0,2427.3,0.0,0.0,0.0,0.0,155.5,0.0,0.0,4.79,0.0,0.0,5.73,0,0.0,0.0,0.0,0.0,0,24.8,0.0,1.0,0.0,0.0,300.0,0.0,1.2,0.0,0.0,0.0,6,734.8,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,52.29,0.0,0.0,0.0,0.0,41.77,0.0,0.0,2.28,0.0,0.0,2.85,15,0.0,0.0,0.0,0.0,10000,5.81,0.0,0.25,0.0,0.0,15.0,0.0,0.32,0.0,0.0,0.0,1,375.9,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,62.75,0.0,0.0,0.0,0.0,62.66,0.0,0.0,2.74,0.0,0.0,3.42,30,0.0,0.0,0.0,0.0,20000,8.72,0.0,0.38,0.0,0.0,15.0,0.0,0.48,0.0,0.0,0.0,2,451.1,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,73.21,0.0,0.0,0.0,0.0,83.54,0.0,0.0,3.19,0.0,0.0,3.99,100,0.0,0.0,0.0,0.0,30000,11.62,0.0,0.5,0.0,0.0,15.0,0.0,0.64,0.0,0.0,0.0,3,526.3,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,83.66,0.0,0.0,0.0,0.0,104.5,0.0,0.0,3.65,0.0,0.0,4.56,120,0.0,0.0,0.0,0.0,40000,14.53,0.0,0.63,0.0,0.0,15.0,0.0,0.8,0.0,0.0,0.0,4,601.4,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,94.12,0.0,0.0,0.0,0.0,125.4,0.0,0.0,4.1,0.0,0.0,5.13,150,0.0,0.0,0.0,0.0,50000,17.43,0.0,0.75,0.0,0.0,15.0,0.0,0.96,0.0,0.0,0.0,5,676.6,0.0
0.0,0.0,0.0,0.0,31066,106601,0.0,1609.9,0.0,0.0,0.0,0.0,167.1,0.0,0.0,119.8,0.0,0.0,121.0,0,0.0,0.0,0.0,0.0,0,23.24,0.0,1.0,0.0,0.0,15.0,0.0,1.28,10.0,0.0,0.0,6,789.4,0.0
0.0,0.0,0.0,0.0,31067,106701,0.0,0.0,0.0,0.0,0.0,0.0,37.06,0.0,0.0,2.16,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.24,5.89,0.0,0.0,0.0,0.25,0.0,52.97,0.0,1,333.6,0.0
0.0,0.0,0.0,0.0,31067,106701,0.0,0.0,0.0,0.0,0.0,0.0,55.59,0.0,0.0,2.59,0.0,0.0,2.74,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.36,8.84,0.0,0.0,0.0,0.38,0.0,63.56,0.0,2,400.3,0.0
0.0,0.0,0.0,0.0,31067,106701,0.0,0.0,0.0,0.0,0.0,0.0,74.12,0.0,0.0,3.02,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.48,11.78,0.0,0.0,0.0,0.5,0.0,74.16,0.0,3,467.0,0.0
0.0,0.0,0.0,0.0,31067,106701,0.0,0.0,0.0,0.0,0.0,0.0,92.65,0.0,0.0,3.46,0.0,0.0,3.65,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.6,14.73,0.0,0.0,0.0,0.63,0.0,84.75,0.0,4,533.8,0.0
0.0,0.0,0.0,0.0,31067,106701,0.0,0.0,0.0,0.0,0.0,0.0,111.2,0.0,0.0,3.89,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.72,17.67,0.0,0.0,0.0,0.75,0.0,95.35,0.0,5,600.5,0.0
0.0,0.0,0.0,0.0,31068,106801,0.0,52.97,0.0,0.0,0.0,0.0,40.62,0.0,0.0,2.51,0.0,0.0,2.73,15,0.0,0.0,0.0,0.0,10000,5.89,0.0,0.28,0.0,0.0,15.0,0.0,0.3,0.0,0.0,0.0,1,365.6,0.0
0.0,0.0,0.0,0.0,31068,106801,0.0,63.56,0.0,0.0,0.0,0.0,60.93,0.0,0.0,3.01,0.0,0.0,3.28,30,0.0,0.0,0.0,0.0,20000,8.84,0.0,0.42,0.0,0.0,15.0,0.0,0.45,0.0,0.0,0.0,2,438.7,0.0
0.0,0.0,0.0,0.0,31068,106801,0.0,74.16,0.0,0.0,0.0,0.0,81.24,0.0,0.0,3.51,0.0,0.0,3.82,100,0.0,0.0,0.0,0.0,30000,11.78,0.0,0.56,0.0,0.0,15.0,0.0,0.6,0.0,0.0,0.0,3,511.8,0.0
0.0,0.0,0.0,0.0,31068,106801,0.0,84.75,0.0,0.0,0.0,0.0,101.6,0.0,0.0,4.02,0.0,0.0,4.37,120,0.0,0.0,0.0,0.0,40000,14.73,0.0,0.7,0.0,0.0,15.0,0.0,0.75,0.0,0.0,0.0,4,585.0,0.0
0.0,0.0,0.0,0.0,31068,106801,0.0,95.35,0.0,0.0,0.0,0.0,121.9,0.0,0.0,4.52,0.0,0.0,4.91,150,0.0,0.0,0.0,0.0,50000,17.67,0.0,0.84,0.0,0.0,15.0,0.0,0.9,0.0,0.0,0.0,5,658.1,0.0
0.0,0.0,0.0,0.0,31069,106901,0.0,52.97,0.0,0.0,0.0,0.0,40.62,0.0,0.0,2.51,0.0,0.0,2.73,15,0.0,0.0,0.0,0.0,10000,5.89,0.0,0.28,0.0,0.0,15.0,0.0,0.3,0.0,0.0,0.0,1,365.6,0.0
0.0,0.0,0.0,0.0,31069,106901,0.0,63.56,0.0,0.0,0.0,0.0,60.93,0.0,0.0,3.01,0.0,0.0,3.28,30,0.0,0.0,0.0,0.0,20000,8.84,0.0,0.42,0.0,0.0,15.0,0.0,0.45,0.0,0.0,0.0,2,438.7,0.0
0.0,0.0,0.0,0.0,31069,106901,0.0,74.16,0.0,0.0,0.0,0.0,81.24,0.0,0.0,3.51,0.0,0.0,3.82,100,0.0,0.0,0.0,0.0,30000,11.78,0.0,0.56,0.0,0.0,15.0,0.0,0.6,0.0,0.0,0.0,3,511.8,0.0
0.0,0.0,0.0,0.0,31069,106901,0.0,84.75,0.0,0.0,0.0,0.0,101.6,0.0,0.0,4.02,0.0,0.0,4.37,120,0.0,0.0,0.0,0.0,40000,14.73,0.0,0.7,0.0,0.0,15.0,0.0,0.75,0.0,0.0,0.0,4,585.0,0.0
0.0,0.0,0.0,0.0,31069,106901,0.0,95.35,0.0,0.0,0.0,0.0,121.9,0.0,0.0,4.52,0.0,0.0,4.91,150,0.0,0.0,0.0,0.0,50000,17.67,0.0,0.84,0.0,0.0,15.0,0.0,0.9,0.0,0.0,0.0,5,658.1,0.0
0.0,0.0,0.0,0.0,31070,107001,0.0,0.0,0.0,0.0,0.0,0.0,35.97,0.0,0.0,2.16,0.0,0.0,2.28,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.24,6.01,0.0,0.0,0.0,0.25,0.0,54.11,0.0,1,323.8,0.0
0.0,0.0,0.0,0.0,31070,107001,0.0,0.0,0.0,0.0,0.0,0.0,53.96,0.0,0.0,2.59,0.0,0.0,2.74,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.36,9.02,0.0,0.0,0.0,0.38,0.0,64.93,0.0,2,388.6,0.0
0.0,0.0,0.0,0.0,31070,107001,0.0,0.0,0.0,0.0,0.0,0.0,71.94,0.0,0.0,3.02,0.0,0.0,3.19,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.48,12.02,0.0,0.0,0.0,0.5,0.0,75.75,0.0,3,453.3,0.0
0.0,0.0,0.0,0.0,31070,107001,0.0,0.0,0.0,0.0,0.0,0.0,89.93,0.0,0.0,3.46,0.0,0.0,3.65,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.6,15.03,0.0,0.0,0.0,0.63,0.0,86.58,0.0,4,518.1,0.0
0.0,0.0,0.0,0.0,31070,107001,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,3.89,0.0,0.0,4.1,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.72,18.03,0.0,0.0,0.0,0.75,0.0,97.4,0.0,5,582.8,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,54.34,0.0,0.0,0.0,0.0,38.29,0.0,0.0,1.94,0.0,0.0,2.96,15,0.0,0.0,0.0,0.0,10000,6.04,0.0,0.22,0.0,0.0,15.0,0.0,0.33,0.0,0.0,0.0,1,344.7,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,65.2,0.0,0.0,0.0,0.0,57.43,0.0,0.0,2.32,0.0,0.0,3.55,30,0.0,0.0,0.0,0.0,20000,9.06,0.0,0.33,0.0,0.0,15.0,0.0,0.49,0.0,0.0,0.0,2,413.6,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,76.07,0.0,0.0,0.0,0.0,76.58,0.0,0.0,2.71,0.0,0.0,4.14,100,0.0,0.0,0.0,0.0,30000,12.08,0.0,0.44,0.0,0.0,15.0,0.0,0.66,0.0,0.0,0.0,3,482.5,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,86.94,0.0,0.0,0.0,0.0,95.72,0.0,0.0,3.1,0.0,0.0,4.73,120,0.0,0.0,0.0,0.0,40000,15.1,0.0,0.55,0.0,0.0,15.0,0.0,0.82,0.0,0.0,0.0,4,551.4,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,97.81,0.0,0.0,0.0,0.0,114.9,0.0,0.0,3.49,0.0,0.0,5.32,150,0.0,0.0,0.0,0.0,50000,18.12,0.0,0.66,0.0,0.0,15.0,0.0,0.99,0.0,0.0,0.0,5,620.4,0.0
0.0,0.0,0.0,0.0,31071,107101,0.0,2844.2,2.0,0.0,0.0,0.0,153.2,0.0,0.0,4.07,0.0,0.0,6.22,0,0.0,0.0,0.0,0.0,0,24.16,0.0,0.88,0.0,0.0,165.0,0.0,1.32,0.0,0.0,0.0,6,723.7,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,56.39,0.0,0.0,0.0,0.0,38.29,0.0,0.0,2.05,0.0,0.0,2.96,15,0.0,0.0,0.0,0.0,10000,6.27,0.0,0.23,0.0,0.0,20.0,0.0,0.33,0.0,0.0,0.0,1,344.6,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,67.67,0.0,0.0,0.0,0.0,57.44,0.0,0.0,2.46,0.0,0.0,3.55,30,0.0,0.0,0.0,0.0,20000,9.41,0.0,0.35,0.0,0.0,20.0,0.0,0.5,0.0,0.0,0.0,2,413.5,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,78.95,0.0,0.0,0.0,0.0,76.58,0.0,0.0,2.87,0.0,0.0,4.14,100,0.0,0.0,0.0,0.0,30000,12.54,0.0,0.46,0.0,0.0,20.0,0.0,0.66,0.0,0.0,0.0,3,482.4,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,90.22,0.0,0.0,0.0,0.0,95.73,0.0,0.0,3.28,0.0,0.0,4.74,120,0.0,0.0,0.0,0.0,40000,15.68,0.0,0.58,0.0,0.0,20.0,0.0,0.83,0.0,0.0,0.0,4,551.4,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,101.5,0.0,0.0,0.0,0.0,114.9,0.0,0.0,3.69,0.0,0.0,5.33,150,0.0,0.0,0.0,0.0,50000,18.81,0.0,0.69,0.0,0.0,20.0,0.0,0.99,0.0,0.0,0.0,5,620.3,0.0
0.0,0.0,0.0,0.0,31075,107501,0.0,2452.1,2.0,0.0,0.0,0.0,183.8,0.0,0.0,5.17,0.0,0.0,7.46,0,0.0,0.0,0.0,0.0,0,30.1,0.0,1.1,0.0,0.0,170.0,0.0,1.58,10.0,0.0,0.0,6,723.7,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,46.94,0.0,0.0,0.0,0.0,41.43,0.0,0.0,2.62,0.0,0.0,2.16,15,0.0,0.0,0.0,0.0,10000,5.22,0.0,0.29,0.0,0.0,10.0,0.0,0.24,0.0,0.0,0.0,1,372.9,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,56.33,0.0,0.0,0.0,0.0,62.15,0.0,0.0,3.14,0.0,0.0,2.59,30,0.0,0.0,0.0,0.0,20000,7.83,0.0,0.44,0.0,0.0,10.0,0.0,0.36,0.0,0.0,0.0,2,447.5,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,65.72,0.0,0.0,0.0,0.0,82.86,0.0,0.0,3.67,0.0,0.0,3.02,100,0.0,0.0,0.0,0.0,30000,10.44,0.0,0.58,0.0,0.0,10.0,0.0,0.48,0.0,0.0,0.0,3,522.1,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,75.1,0.0,0.0,0.0,0.0,103.6,0.0,0.0,4.19,0.0,0.0,3.46,120,0.0,0.0,0.0,0.0,40000,13.05,0.0,0.73,0.0,0.0,10.0,0.0,0.6,0.0,0.0,0.0,4,596.6,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,84.49,0.0,0.0,0.0,0.0,124.3,0.0,0.0,4.72,0.0,0.0,3.89,150,0.0,0.0,0.0,0.0,50000,15.66,0.0,0.87,0.0,0.0,10.0,0.0,0.72,0.0,0.0,0.0,5,671.2,0.0
0.0,0.0,0.0,0.0,31076,107601,0.0,1168.3,0.0,0.0,0.0,0.0,198.9,0.0,0.0,36.6,0.0,0.0,35.44,0,0.0,0.0,0.0,0.0,0,25.06,0.0,1.39,0.0,0.0,10.0,0.0,1.15,10.0,0.0,0.0,6,783.1,0.0
0.0,0.0,0.0,0.0,31077,107701,0.0,0.0,0.0,0.0,0.0,0.0,37.03,0.0,0.0,2.28,0.0,0.0,2.05,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.25,4.38,0.0,0.0,0.0,0.23,0.0,39.42,0.0,1,333.2,0.0
0.0,0.0,0.0,0.0,31077,107701,0.0,0.0,0.0,0.0,0.0,0.0,55.55,0.0,0.0,2.74,0.0,0.0,2.46,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.38,6.57,0.0,0.0,0.0,0.35,0.0,47.3,0.0,2,399.8,0.0
0.0,0.0,0.0,0.0,31077,107701,0.0,0.0,0.0,0.0,0.0,0.0,74.06,0.0,0.0,3.19,0.0,0.0,2.87,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.5,8.76,0.0,0.0,0.0,0.46,0.0,55.19,0.0,3,466.5,0.0
0.0,0.0,0.0,0.0,31077,107701,0.0,0.0,0.0,0.0,0.0,0.0,92.58,0.0,0.0,3.65,0.0,0.0,3.28,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.63,10.95,0.0,0.0,0.0,0.58,0.0,63.07,0.0,4,533.1,0.0
0.0,0.0,0.0,0.0,31077,107701,0.0,0.0,0.0,0.0,0.0,0.0,111.1,0.0,0.0,4.1,0.0,0.0,3.69,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.75,13.14,0.0,0.0,0.0,0.69,0.0,70.96,0.0,5,599.8,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,31.33,0.0,0.0,1.82,0.0,0.0,2.05,15,0.0,0.0,0.0,0.0,10000,0.0,0.0,0.2,5.29,0.0,0.0,0.0,0.23,0.0,47.62,0.0,1,282.0,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,2.18,0.0,0.0,2.46,30,0.0,0.0,0.0,0.0,20000,0.0,0.0,0.3,7.94,0.0,0.0,0.0,0.35,0.0,57.14,0.0,2,338.4,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,62.66,0.0,0.0,2.55,0.0,0.0,2.87,100,0.0,0.0,0.0,0.0,30000,0.0,0.0,0.4,10.58,0.0,0.0,0.0,0.46,0.0,66.67,0.0,3,394.8,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,78.33,0.0,0.0,2.91,0.0,0.0,3.28,120,0.0,0.0,0.0,0.0,40000,0.0,0.0,0.5,13.23,0.0,0.0,0.0,0.58,0.0,76.19,0.0,4,451.2,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,93.99,0.0,0.0,3.28,0.0,0.0,3.69,150,0.0,0.0,0.0,0.0,50000,0.0,0.0,0.6,15.87,0.0,0.0,0.0,0.69,0.0,85.72,0.0,5,507.6,0.0
0.0,0.0,0.0,0.0,31078,107801,0.0,0.0,0.0,0.0,0.0,0.0,150.4,0.0,0.0,4.59,0.0,75.0,5.17,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.96,25.39,0.0,0.0,0.0,1.1,10.0,2430.0,1.0,6,592.2,0.0
0.0,0.0,0.0,0.0,31079,107901,0.0,53.54,0.0,0.0,0.0,0.0,40.04,0.0,0.0,3.08,0.0,0.0,2.16,15,0.0,0.0,0.0,0.0,10000,5.95,0.0,0.34,0.0,0.0,15.0,0.0,0.24,0.0,0.0,0.0,1,360.3,0.0
0.0,0.0,0.0,0.0,31079,107901,0.0,64.25,0.0,0.0,0.0,0.0,60.06,0.0,0.0,3.7,0.0,0.0,2.59,30,0.0,0.0,0.0,0.0,20000,8.93,0.0,0.51,0.0,0.0,15.0,0.0,0.36,0.0,0.0,0.0,2,432.4,0.0
0.0,0.0,0.0,0.0,31079,107901,0.0,74.96,0.0,0.0,0.0,0.0,80.08,0.0,0.0,4.31,0.0,0.0,3.02,100,0.0,0.0,0.0,0.0,30000,11.9,0.0,0.68,0.0,0.0,15.0,0.0,0.48,0.0,0.0,0.0,3,504.4,0.0
0.0,0.0,0.0,0.0,31079,107901,0.0,85.66,0.0,0.0,0.0,0.0,100.1,0.0,0.0,4.93,0.0,0.0,3.46,120,0.0,0.0,0.0,0.0,40000,14.88,0.0,0.85,0.0,0.0,15.0,0.0,0.6,0.0,0.0,0.0,4,576.5,0.0
0.0,0.0,0.0,0.0,31079,107901,0.0,96.37,0.0,0.0,0.0,0.0,120.2,0.0,0.0,5.54,0.0,0.0,3.89,150,0.0,0.0,0.0,0.0,50000,17.85,0.0,1.02,0.0,0.0,15.0,0.0,0.72,0.0,0.0,0.0,5,648.5,0.0
0.0,0.0,0.0,0.0,31080,108001,0.0,51.38,0.0,0.0,0.0,0.0,35.97,0.0,0.0,2.39,0.0,0.0,2.73,15,0.0,0.0,0.0,0.0,10000,5.71,0.0,0.27,0.0,0.0,10.0,0.0,0.3,0.0,0.0,0.0,1,323.8,0.0
