comment,notif_type,unit_id
"길드 하우스에서 받을 수 있는 아이템이 전부 가득… 분명 오빠에게 주는 크리스마스 선물일 거예요…♪",6,108501
"스태미나 완전 회복～♪ 오빠, 함께 크리스마스 장 보러 가자~!",1,108601
"길드 하우스의 스킵 티켓이 가득이야! 넓은 광장에 가서 눈사람 만들고 싶다~♪",2,108601
"길드 하우스의 스태미나가 가득이야! 당장 크리스마스 파티를 시작하자~♪",3,108601
"길드 하우스의 EXP 포션이 잔뜩! 푸우키치가 마시면 성장해서 커질까?",4,108601
"길드 하우스의 마나가 가득이야! 이렇게나 있으면 커다란 칠면조도 달콤한 케이크도 마음껏 먹을 수 있겠다♪",5,108601
"길드 하우스에서 받을 수 있는 아이템이 전부 가득이야! 받지 않으면 푸우키치 산타가 아이들한테 나눠줄걸♪",6,108601
"스태미나가 전부 회복된 것 같아. 저, 저기 기사 군… 같이 새해 참배하러 가고 싶은데… 안 될까?",1,108801
"길드 하우스의 스킵 티켓이 잔뜩. 밖에 나간다면 첫 일출이 아름답게 보이는 곳이 좋겠어…",2,108801
"길드 하우스의 스태미나가 가득이야. 새해 떡을 준비해야지…기사 군도 와주면 기쁠 거야",3,108801
"길드 하우스의 EXP 포션이 가득이네. 나도 강해져서 내 마음을 전할 만큼의 용기가 있었으면 좋겠어…",4,108801
"길드 하우스의 마나가 가득 찬 것 같아. 새해 쇼핑은… 복주머니가 어때?",5,108801
"길드 하우스의 아이템이 한가득. 새해는 바쁘지. 저기… 여기에는 새해 음식도 있고, 느긋하게 지낼 수 있을 텐데…",6,108801
"스태미나가 전부 회복된 것 같네. 새해라고 해서 게으름 피우는 건 금물이야. 함께 특훈하자!",1,108901
"길드 하우스의 스킵 티켓이 가득이군. 수업을 일찍 끝내고 새해의 거리를 여유롭게 걷는 것도 좋겠다.",2,108901
"길드 하우스의 스태미나가 가득이네. 이 시기에만 할 수 있는 눈 위의 전투 훈련을 해 볼까?",3,108901
"길드 하우스의 EXP 포션이 가득이네. 힘을 위한 탐구는 어떤 때도 해야 해. 설령 그게 새해라 해도 말이야.",4,108901
"길드 하우스의 마나가 가득 찼어. 이렇게나 있다면 새해 할인 매장에 간다거나… 저기… 난 오늘 일정이 비어있는데?",5,108901
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어. 새해라고 멍하니 있지 말고 받으러 와… 나도 기다리고 있으니까",6,108901
"스태미나가 전부 회복됐어! 새해이기도 하고 같이 하네츠키하자! 기사 군을 먹물투성이로 만들어 줄 테니까♪",1,108701
"길드 하우스의 스킵 티켓이 잔뜩! 저기 저기, 밖에서 연날리기 하자! 누가 높게 띄울지 경쟁하는 거야!",2,108701
"길드 하우스의 스태미나가 가득이야! 집안에서 할 수 있는 일… 아, 모두를 불러서 카루타 놀이하자~♪",3,108701
"길드 하우스의 EXP 포션이 가득이야! 더 강해져서 많은 사람을 도울 수 있게 되면 좋겠어!",4,108701
"길드 하우스의 마나가 가득이야! 저기 저기, 어디에 쓸 거야? 난 노점의 오징어구이를 추천해♪",5,108701
"길드 하우스의 아이템이 전부 찼어! 내가 정리해서… 어라? 어쩐지 무너지는 것 같은… 기, 기사 군! 빨리 받으러 와!",6,108701
"스태미나가 전부 회복됐어요. 녹을 듯한 발렌타인, 저와 영원히 함께 지내요…",1,109001
"길드 하우스의 스킵 티켓이 가득이네요… 초콜릿 재료 모으기에 도움 될 것 같네요",2,109001
"길드 하우스의 스태미나가 가득… 쿡쿡. 외출하신다면 따라갈게요… 끝까지",3,109001
"길드 하우스의 EXP 포션이 가득 찼어요… 초콜릿에 섞어서… 농담이에요. 쿡쿡…",4,109001
"길드 하우스의 마나가 가득 찼어요. 더욱 강해져서 더욱 좋은 재료를 손에 넣겠어요",5,109001
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어요… 당신이 받으러 올 때를 기다리고 있어요… 언제까지라도… 쿡쿡",6,109001
"스태미나 완전 회복이야! 발렌타인은 누나와 함께 달콤한 시간을 보내자♪",1,109101
"길드 하우스의 스킵 티켓이 가득이네! 발렌타인도 모험하러 갈까? 물론 누나도 같이 가 줄게♪",2,109101
"길드 하우스의 스태미나가 가득 찼어! 달콤~한 하루, 누나랑 함께 잔뜩 외출하자♪",3,109101
"길드 하우스의 EXP 포션이 가득 찬 것 같아! 누나도 더욱 강해질게♪",4,109101
"길드 하우스의 마나가 가득이야~ 어디에 쓸지, 누나가 관리해 줄까?",5,109101
"길드 하우스에서 받을 수 있는 아이템이 가득 찼네! 누나랑 같이 정리할까. 잘 정리하면 많이 칭찬해 줄게♪",6,109101
"스태미나가 전부 회복됐다고 해! 자, 출발하자!",1,109201
"길드 하우스의 스킵 티켓이 가득 찼어! 여기야 여기, 빨리~!",2,109201
"길드 하우스의 스태미나가 가득이야! 좋았어, 힘내자~!",3,109201
"길드 하우스의 EXP 포션이 가득 찼어! 모험에 요긴하게 쓰자!",4,109201
"길드 하우스의 마나가 가득 찼어! 소중히 사용하자!",5,109201
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찬 것 같아!",6,109201
"스태미나가 전부 회복됐어요~! 같이 놀러 가는 거예요~!",1,109301
"길드 하우스의 스킵 티켓이 가득 찼어요! 즐겁게 청춘을 만끽하는 거예요~!",2,109301
"길드 하우스의 스태미나가 가득이에요! 이걸로 잔뜩 놀 수 있겠네요!",3,109301
"길드 하우스의 EXP 포션이 가득이에요~! 당장 사용해요!",4,109301
"길드 하우스의 마나가 가득 찼어요! 루는 과자가 먹고 싶어요~!",5,109301
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어요~!",6,109301
"스태미나가 전부 회복됐어. 그럼 모험을 떠날까",1,109401
"길드 하우스의 스킵 티켓이 가득 찼어. 보러 오는 편이 좋을지도…",2,109401
"길드 하우스의 스태미나가 가득 찼어. 슬슬 외출 안 할래…?",3,109401
"길드 하우스의 EXP 포션이 가득 찼네. 더욱 강해질 수 있을까…",4,109401
"길드 하우스의 마나가 가득 찼네. 과소비는 주의해야 해…",5,109401
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어",6,109401
"스태미나가 전부 회복된 것 같네요… 앗! 설마 흘러넘치는 체력으로 쿠우카의 허리띠를…!?",1,109501
"길드 하우스의 스킵 티켓이 가득이에요…! 전투를 빠르게 끝내고 쿠우카의 옷을 천천히…!?",2,109501
"길드 하우스의 스태미나가 가득이에요! 단번에 사용해서 쿠우카를 못 쉬게 할 생각인 거죠!?",3,109501
"길드 하우스의 EXP 포션이 가득 찼어요… 쿠우카를 성장시켜 더 다양한 짓을…!?",4,109501
"길드 하우스의 마나가 가득이에요…! 아, 안 돼요 S 씨. 쿠우카를 원한다니… 크흐흐",5,109501
"길드 하우스의 아이템이 가득이에요…! 쿠우카도 함께 받아주는 거네요… 츄릅…!",6,109501
"스태미나가 전부 회복입니다! 몰래 외출하자입니다!",1,109601
"길드 하우스의 스킵 티켓이 가득입니다! 쇼군과 천하통일을 목표로 슈라슈슈슈~입니다!",2,109601
"길드 하우스의 스태미나가 가득입니다! 즐거움은 지금부터입니다!",3,109601
"길드 하우스의 EXP 포션이 가득입니다! 인법을 더 갈고닦아 무적의 닌자가 된다입니다!",4,109601
"길드 하우스의 마나가 가득입니다! 이걸로 통일 전투도 유리해지겠다입니다!",5,109601
"길드 하우스에서 받을 수 있는 아이템이 가득입니다! 백만 석이 쌓일 기세입니다!",6,109601
"스태미나가 전부 회복된 것 같아요. 모험을 떠날까요?",1,109701
"길드 하우스의 스킵 티켓이 가득 찬 것 같아요. 받아두도록 해요",2,109701
"길드 하우스의 스태미나가 가득 찬 것 같아요. 받아두도록 해요",3,109701
"길드 하우스의 EXP 포션이 가득 찬 것 같아요. 렘에게 사용해도 되나요?",4,109701
"길드 하우스의 마나가 가득 찬 것 같아요. 이 세계의 마나는 신기하네요",5,109701
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찬 것 같아요. 렘이 정리해버리기 전에 회수해 주세요",6,109701
"스태미나가 전부 회복된 것 같네. 람이 따라갔으면 좋겠어? 어쩔 수 없네. 감사하도록 해",1,109801
"길드 하우스의 스킵 티켓이 가득이야. 전투를 빠르게 끝낼 수 있는 건 좋지",2,109801
"길드 하우스의 스태미나가 가득 찼어. 자, 람 대신 힘내",3,109801
"길드 하우스의 EXP 포션이 가득이네. 힘을 원하는 건 당연한 거야. 열심히 노력하도록 해",4,109801
"길드 하우스의 마나가 가득 찼어. 최소한 쓸 곳은 신중히 정해",5,109801
"길드 하우스의 아이템이 가득 찼다고 해. 람한테 정리하라는 거야? 뭐, 귀찮지만 해 줄게",6,109801
"스태미나가 전부 회복된 것 같아! 있잖아, 어딘가 가보지 않을래?",1,109901
"길드 하우스의 스킵 티켓이 가득이네! 무척 편리할 것 같으니 받아야지!",2,109901
"길드 하우스의 스태미나가 가득이야! 쓸모 없어지기 전에 받아두자?",3,109901
"길드 하우스의 EXP 포션이 가득 찬 것 같아. 있잖아, 빨리 받아둬",4,109901
"길드 하우스의 마나가 가득! 이렇게 마나가 있으면 팩도 기뻐할까?",5,109901
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어. 이렇게나 있으니 다양한 걸 할 수 있을 것 같아",6,109901
"스태미나가 전부 회복됐어! 파도가 히데사이를 기다리고 있어!",1,110001
"길드 하우스의 스킵 티켓이 가득이야! 편리하니까 당연히 써야겠지?",2,110001
"길드 하우스의 스태미나가 가득이래! 빨리 받으러 가자!",3,110001
"길드 하우스의 EXP 포션이 가득이래! 이게 있으면 더 귀여워지겠네!",4,110001
"길드 하우스의 마나가 가득 찬 거 같아! 안 받으면 화낼 거야!",5,110001
"길드 하우스가 아이템으로 가득 찼어~! 길드 하우스가 빵빵~! 엄청 웃긴다!",6,110001
"스태미나가 전부 회복됐어! 지금만큼은 숙제 같은 건 잊고 마음껏 바캉스를 즐기자!",1,110101
"길드 하우스의 스킵 티켓이 가득이야! 이걸로 여름 바다도 100점 만점!",2,110101
"길드 하우스의 스태미나가 가득이야. 수영 연습, 같이 하지 않을래?",3,110101
"길드 하우스의 EXP 포션이 가득이야. 이걸로 헤엄칠 수 있게 될지도~?",4,110101
"길드 하우스의 마나가 가득 찼어. 바다의 집에서 같이 뭔가 먹지 않을래?",5,110101
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어! 해변에서 놀 수 있을 만한 물건은 없는지, 봐 보자?",6,110101
"스태미나가 전부 회복된 것 같아. 기운 있으면 헤엄치지 않을래?",1,110301
"길드 하우스의 스킵 티켓이 가득 찬 것 같아. 받지 않으면 아까워",2,110301
"길드 하우스의 스태미나가 가득 찬 것 같아. 모두 함께 모래놀이라도 할래?",3,110301
"길드 하우스의 EXP 포션이 가득이야. 이걸 바탕으로 위를 노리자",4,110301
"길드 하우스의 마나가 가득 찬 것 같아. 새로운 비즈니스의 자본이 될까?",5,110301
"길드 하우스에서 받을 수 있는 아이템이 가득 찬 것 같아. 쌓아두면 나중에 힘들다?",6,110301
"어이, 스태미나가 전부 회복됐어. 해변이라도 모험하러 가자. 나도 함께 가줄 테니까!",1,110401
"길드 하우스의 스킵 티켓이 가득이야. 전투는 재빨리 끝내고 수영이라도 하러 가자",2,110401
"길드 하우스의 스태미나가 가득이군. 좋아, 어디든 따라가 줄게!",3,110401
"길드 하우스의 EXP 포션이 가득 찬 것 같아. 강해지는 건 좋은 일이야. 지킬 수 있는 녀석이 늘어나니까!",4,110401
"길드 하우스의 마나가 가득 찼다고 해. 뭐에 쓸지 모르지만, 나중에 곤란해지지 않도록 해",5,110401
"길드 하우스에서 받을 수 있는 아이템이 가득 찼잖아! 어쩔 수 없군, 내가 도와줄 테니까 받으러 가자",6,110401
"스태미나가 전부 회복돼서 힘이 넘치고 있어~! 노래하고 춤추며 모험하러 출발하자~!",1,110501
"길드 하우스의 스킵 티켓이 가득이야~! 전투를 빨리 끝내고 바다로 뛰어들자~!",2,110501
"길드 하우스의 스태미나가 가득이야~! 한참 더 신나게 놀 수 있어~!",3,110501
"길드 하우스의 EXP 포션이 가득이야~! 댄스 동작이 좋아질 지도~!",4,110501
"길드 하우스의 마나가 가득 찬 것 같은데~? 여름 햇살에 몸을 맡기고 신나게 사용하자~!",5,110501
"길드 하우스에서 받을 수 있는 아이템이 전~부 가득 찼어~! 한꺼번에 받고 바다를 만끽하자~!",6,110501
"스태미나가 전부 회복했사옵니다. 함께 이상한 나라로 가시지요♪",1,110601
"길드 하우스의 스킵 티켓이 가득이옵니다. 서두르는 건 싫지만 왕자님과 함께라면 괜찮사옵니다…♪",2,110601
"길드 하우스의 스태미나가 가득이옵니다. 소녀와 함께 바다에서 한껏 놀지 않으시겠어요…?",3,110601
"길드 하우스의 EXP 포션이 가득이옵니다. 잔뜩 모아서 단번에 사용하시는 것이옵니까?",4,110601
"길드 하우스의 마나가 가득이옵니다. 왕자님은 꾸준하게 모으는 타입이시네요. 근사하옵니다",5,110601
"길드 하우스에서 받을 수 있는 아이템이 가득이옵니다! 미라클 마호링… 네? 마법으로 정리하면 아니 되옵니까?",6,110601
"스태미나가 전부 회복됐네요. 자, 갑시다. 제가 함께 싸워줄게요",1,107001
"길드 하우스의 스킵 티켓이 쌓였습니다. 얼른 받으세요. 편해지고 싶지 않은가요?",2,107001
"길드 하우스의 스태미나가 쌓였습니다. 꽤 여유롭군요. 그렇다면 조금 도우세요",3,107001
"길드 하우스의 EXP 포션이 가득 찼습니다. 제가 받아두죠. …안되나요?",4,107001
"길드 하우스의 마나가 가득 찼습니다. 이걸로 제 능력을, 더 연마할 수 있겠네요",5,107001
"길드 하우스에서 받을 수 있는 아이템이 모두 쌓였네요. 제가 쓰고 싶으니 얼른 받아두세요",6,107001
"스태미나가 전부 회복했습니다. 이걸로 외톨이를 끝낼 수 있을까요…?",1,110701
"길드 하우스의 스킵 티켓이 가득이에요…! 친구 사귈 때… 쓸 수 없겠죠. 그렇겠죠…",2,110701
"길드 하우스의 스태미나가 가득 차 있었어요! 어쩌죠, 자기소개 연습이라도 할까요!?",3,110701
"길드 하우스의 EXP 포션이 가득… 이걸 단숨에 마시면 성장해서 친구도…!?",4,110701
"길드 하우스의 마나가 가득이에요! 괜찮아 마이 프렌즈 군을 새로 만들어도 될까요…?",5,110701
"길드 하우스에서 받을 수 있는 아이템이 가득이라 주체할 수 없게 된 것 같아요… 마치 사람과 대화하는 때의 저처럼…!",6,110701
"잠깐, 위험해, 스태미나가 전부 회복됐어. 뭔가 하는 편이 좋지 않을까, 잘 모르겠지만",1,110801
"웃긴다. 길드 하우스의 스킵 티켓, 흘러넘칠 것 같은데",2,110801
"웃긴다. 길드 하우스의 스태미나, 흘러넘칠 것 같은데",3,110801
"웃긴다. 길드 하우스의 EXP 포션, 흘러넘칠 것 같은데",4,110801
"웃긴다. 길드 하우스의 마나, 흘러넘칠 것 같은데",5,110801
"큰일이야. 길드 하우스에서 받을 수 있는 아이템, 전부 꽉 찼어. 슬슬 받으러 와줄래",6,110801
"스태미나가 전부 회복됐어요. 함께 할로윈 파티, 가실래요? 어쩔 수 없으니 따라가 줄게요",1,111101
"길드 하우스의 스킵 티켓이 가득 찼잖아요. 서두르다 넘어지면 안 돼요?",2,111101
"길드 하우스의 스태미나가 가득 찼는데요? 당신도 분장하고 과자 받으러 갈래요?",3,111101
"길드 하우스의 EXP 포션이 가득이에요. 성장하면 과자를 받을 수 없게 될까요…?",4,111101
"길드 하우스의 마나가 가득이니, 과자 만들지 않을래요? 아이들에게 나눠줄 거요. 물론 당신에게도 드릴 거예요.",5,111101
"길드 하우스에서 받을 수 있는 아이템이 가득 찼잖아요! 빨리 받고 할로윈을 즐겨요!",6,111101
"오빠, 스태미나가 전부 회복됐어! 할로윈 파티하자!",1,111201
"길드 하우스의 스킵 티켓이 가득 찼대! 트릭 오어 티켓~!",2,111201
"길드 하우스의 스태미나가 가득 찼어! 과자 남았으면 미소기한테 줘!",3,111201
"길드 하우스의 EXP 포션이 가득이야! 이걸로 엄청난 장난을 칠 수 있을지도!",4,111201
"길드 하우스의 마나가 가득 찼어! 이걸로 미소기한테 과자 사 줄래~?",5,111201
"길드 하우스의 아이템이 가득 찼어! 아무런 장치도 안 했으니까 받으러 와! 이히히♪",6,111201
"스태미나가 전부 회복됐대, 오빠! 미미랑 할로윈 퍼레이드 하자~♪",1,111301
"에헤헤, 트릭 오어 트릿~♪ 길드 하우스의 스킵 티켓이 가득 찼어, 오빠!",2,111301
"오빠, 길드 하우스의 스태미나가 가득이야! 할로윈 의상 입고 외출하자~♪",3,111301
"오빠! 길드 하우스의 EXP 포션이 가득이니까 잔뜩 써서 즐겁게 할로윈을 보내자~♪",4,111301
"길드 하우스의 마나가 가득 찼대! 오빠, 미미 과자도 사주려나…",5,111301
"오빠! 길드 하우스의 아이템이 전부 가득 찬 것 같아! 에헤헤, 해피 할로윈~♪",6,111301
"스태미나가 모두 회복됐어 저기, 놀러 가지 않을 거야?",1,111401
"길드 하우스의 스킵 티켓이 꽉 찼어! 빨리 사용하자~!",2,111401
"길드 하우스의 스태미나가 가득 찼어! 있잖아~ 아직 외출 안 할 거야?",3,111401
"길드 하우스의 EXP 포션이 가득 찼어! 루나도 써 보고 싶다~!",4,111401
"길드 하우스의 마나가 가득 찼어! 루나, 마나는 반짝여서 좋아~!",5,111401
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어~!",6,111401
"스태미나가 전부 회복됐어! 싸움 준비, 완료야! 자, 나랑 같이 날뛰러 가자!",1,106501
"길드 하우스의 스킵 티켓이 가득 찼다고 해. 모처럼의 싸움, 편하게 진행하는 거야?",2,106501
"길드 하우스의 스태미나가 가득 찼어! 들끓는 싸움을 얼마나 할 수 있을까? 마음껏 즐기자!",3,106501
"길드 하우스의 EXP 포션이 가득 찼어! 잔뜩 쓰고 강해져서, 연승 기록을 경신하자고!",4,106501
"길드 하우스의 마나가 가득 찼어. 모아둬도 별수 없잖아. 빨리 사용하자고! 이봐, 괜찮지?",5,106501
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어! 이만큼이나 있으면 더욱 싸움을 즐길 수 있겠어!",6,106501
"스태미나가 모두 회복되었군. 이거라면 충분히 크리스마스를 즐길 수 있겠어♪",1,111501
"길드 하우스의 스킵 티켓이 꽉 찼군. 모처럼의 크리스마스다, 모아두지 말고 화끈하게 사용해라. 배짱을 보여 보라고!",2,111501
"길드 하우스의 스태미나가 가득 차버렸군. 자, 나와 함께 유쾌한 곳에 가지 않겠나♪",3,111501
"길드 하우스의 EXP 포션이 가득 찼다는군. 힘은 아무리 키워도 나쁠 건 없지. 아까워하지 말고 쓰는 게 좋아",4,111501
"길드 하우스의 마나가 가득 찼지 않나. 뭣 하면 내가 운용법을 생각해 줄까?",5,111501
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼군. 한꺼번에 크리스마스 선물로 줘버릴까. 아하하, 농담이다☆",6,111501
"스태미나가 전부 회복됐어! 당장 마을로 가서 마음껏 크리스마스를 즐기자!",1,111601
"길드 하우스의 스킵 티켓이 꽉 찼네! 이걸 써서 거리에서 크리스마스 라이브를 열자!",2,111601
"길드 하우스의 스태미나가 가득 찼어! 이거라면 올나이트 라이브도 가능할 것 같아!",3,111601
"길드 하우스의 EXP 포션이 가득 찼어! 이걸로 더 좋은 라이브가 가능하겠어!",4,111601
"길드 하우스의 마나가 가득 찬 것 같아! 화려한 크리스마스 파티가 가능하겠네!",5,111601
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어! 산타도 깜짝 놀랄 만큼 엄청난 수네!",6,111601
"스태미나가 전부 회복되어 꽤나 혈색 좋은 얼굴이 됐구나… 꿀꺽. 조, 조금만 피를 마셔도 되겠느냐?",1,111701
"스킵 티켓이 꽉 찼구나. 나, 남기는 건 아까우니, 그… 이 몸과 어딘가로 외출하지 않겠느냐?",2,111701
"길드 하우스의 스태미나가 가득 찬 것 같다. 이거라면 당장이라도 성탄절 연회를 시작할 수 있겠구나♪",3,111701
"길드 하우스의 EXP 포션이 가득 찼다. 이걸 마시고 강해지면 마늘을 극복할 수 있을지도 모르겠구나!",4,111701
"길드 하우스의 마나가 가득 찼다. 이만큼이나 있으면 이 몸의 성에서도 성대한 성탄절 연회를 열 수 있을 것 같구나♪",5,111701
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찬 건가. 이 몸에게 빼앗기고 싶지 않다면 빨리 오너라! 따, 딱히 쓸쓸한 건 아니다!",6,111701
"스태미나가 전부 회복된 것 같아. 함께 새해 참배하러 가자",1,112001
"길드 하우스의 스킵 티켓이 가득 찼어. 사용하지 않으면 아까워!",2,112001
"길드 하우스의 스태미나가 가득 찼어. 하네츠키라도 하고 놀자",3,112001
"길드 하우스의 EXP 포션이 가득 찼어! 강해져서 다양한 일에 도전하자",4,112001
"길드 하우스의 마나가 가득 찼어. 신나게 쓰자!",5,112001
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찬 것 같아. 빨리 안 오면 내가 써 버린다?",6,112001
"스태미나가 전부 회복됐어요~ 신전 돕기, 계속 힘내요!",1,112101
"길드 하우스의 스킵 티켓이 꽉 찼어요. 함께 외출해요!",2,112101
"길드 하우스의 스태미나가 가득 찼어요! 좋았어~ 열심히 청소할게요~!",3,112101
"길드 하우스의 EXP 포션이 가득 찼어요. 이, 이걸로 저도 실수투성이에서 졸업…!",4,112101
"길드 하우스의 마나가 가득 찼어요. 영험한 것에 쓰거나 하지 않을 건가요…?",5,112101
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어요. 잠깐 정리를… 아, 잠, 와, 꺄아아!?",6,112101
"스태미나가 모두 회복되었습니다. 주인님, 운수가 좋도록 외출하시죠. 저도 함께하겠습니다",1,111901
"길드 하우스의 스킵 티켓이 가득 찼습니다. 행운으로 가득한 모험이 될 것 같습니다",2,111901
"길드 하우스의 스태미나가 가득 찼습니다. 받으시고 저와 새해 놀이를 즐겨주세요",3,111901
"길드 하우스의 EXP 포션이 가득 찼습니다. 이만큼이나 있으면 저의 춤도 능숙해질 수 있을까요…",4,111901
"길드 하우스의 마나가 가득 찼습니다. 세뱃돈과 마찬가지로, 현명하게 사용해 주세요",5,111901
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼습니다. 복이 쏟아지는 것 같습니다",6,111901
"스태미나가 모두 회복됐어, 조수. 사건은 길가에 넘치고 있지. 자, 변신해서 조사를 시작하자!",1,112201
"길드 하우스의 스킵 티켓이 가득 찼다…? 이거 사건의 냄새가 나는군. 마법 탐정으로서 내버려 둘 수 없어",2,112201
"길드 하우스의 스태미나가 가득 찼어. 마법의 힘으로 해결하고 싶은데 함께 도와주겠어?",3,112201
"길드 하우스의 EXP 포션이 가득 찼군. 마법 소녀는 사랑과 희망의 힘이 원천이라고 하지만, 받을 수 있는 건 받는다고?",4,112201
"길드 하우스의 마나가 가득 찼지 않은가, 조수. 어쩔 수 없군, 내가 사용처에 대해서 지혜를 빌려주도록 하지",5,112201
"길드 하우스에서 받을 수 있는 아이템이 전부 가득… 짐작 가는 바가 있나, 조수? 어떻게 하면 좋을지, 잘 생각해 보도록 해",6,112201
"스태미나가 모두 회복됐어요. 함께 랜드솔의 평화를 지켜요!",1,112301
"길드 하우스의 스킵 티켓이 꽉 찼어요. 이걸로 마물 퇴치도 수월해지겠네요",2,112301
"길드 하우스의 스태미나가 가득 찬 것 같아요. 이걸로 안티 비스트를 쓰러뜨리러 갈 수 있겠네요",3,112301
"길드 하우스의 EXP 포션이 가득 찬 것 같아요. 언니처럼 더 강해져야 해",4,112301
"길드 하우스의 마나가 가득 찼어요. 마법 소녀 굿즈를 잔뜩 살 수 있을 것 같네요",5,112301
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어요. 받으면 랜드솔을 둘러보러 가요",6,112301
"스태미나가 전부 회복됐어요! 맛있는 마물을 사냥하러 가요!",1,180401
"길드 하우스의 스킵 티켓이 꽉 찼어요! 식사는 건너뛰면 안 돼요?",2,180401
"길드 하우스의 스태미나가 가득 찼어요! 소화되게 운동할까요!",3,180401
"길드 하우스의 EXP 포션이 가득 찼어요! 잔뜩 먹고 쑥쑥 자라요☆",4,180401
"길드 하우스의 마나가 가득 찼어요! 저는 배가 꼬르륵거려요! 맛있는 걸 먹으러 가요!",5,180401
"와왓!? 길드 하우스의 아이템이 가득 찼어요! 꽉 차도 되는 건 위장뿐이에요! 어서 받으러 가요☆",6,180401
"스태미나가 전부 회복됐어요! 스트레칭 해둘테니 나중에 함께 레슨해요",1,112401
"길드 하우스의 스킵 티켓이 가득 찼어요. 기분 전환도 겸해서 모험을 떠나지 않겠어요?",2,112401
"길드 하우스의 스태미나가 가득 찼어요. 저 상태 최고예요. 아직 힘낼 수 있어요!",3,112401
"길드 하우스의 EXP 포션이 가득 찼어요. 아이돌도 모험가도, 정상을 향해 노력합시다♪",4,112401
"길드 하우스의 마나가 가득 찼어요. 뭔가 부족한 게 있다면, 사러 가지 않을래요?",5,112401
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어요. 저도 도와드릴테니, 함께 정리해버려요!",6,112401
"스태미나가 전부 회복됐어! 자~ 여유 부리고 있을 시간은 없어, 레슨을 계속하지 않으면!",1,112601
"길드 하우스의 스킵 티켓이 가득 찼어! 이렇게나 있으면, 마음껏 나갈 수 있겠네~! 어디 갈까?",2,112601
"길드 하우스의 스태미나가 가득 찼어! 좋~았어, 레슨을 몇 시간 계속할 수 있을지 도전해보겠어~!",3,112601
"길드 하우스의 EXP 포션이 가득 찼어! 이걸로 노래도 댄스도 한 번에 향상… 되면 좋겠다아",4,112601
"길드 하우스의 마나가 가득 찼어! 이건 특가품을 사놓을 기회 아니야?",5,112601
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어. 자자, 얼른 정리하지 않으면 아깝다고~!",6,112601
"스태미나가 전부 회복됐어. 자, 어서 레슨을 계속하러 가자. 도와줄 거지?",1,112501
"길드 하우스의 스킵 티켓이 가득 찼어. 모처럼이니, 어딘가로 외출하는 것도 좋을지도",2,112501
"길드 하우스의 스태미나가 가득 찼어. 자, 휴식은 끝. 기합을 넣고 가자",3,112501
"길드 하우스의 EXP 포션이 가득 찼어. 기분 탓인지, 푸른 힘이 높아진 듯한…",4,112501
"길드 하우스의 마나가 가득 찼어. 새로운 장비를 갖춰놓는 게 좋지 않아?",5,112501
"길드 하우스에서 받을 수 있는 아이템이 가득 찼어. 아까우니 얼른 정리하는 게 어때?",6,112501
"치에룬~♪ 스태미나가 전부 회복됐어요. 놀러 갈 거라면 치에루가 함께 어울려 줄 수도 있답니다?",1,110901
"길드 하우스의 스킵 티켓이 가득 찼어요. 치에루를 위해 척척 건너뛸게요",2,110901
"길드 하우스의 스태미나가 가득 찼어요. 치에루를 위해 불끈불끈 일할 수 있겠네요",3,110901
"길드 하우스의 EXP 포션이 가득 찼어요. 치에루가 무럭무럭 자랄 수 있겠네요",4,110901
"길드 하우스의 마나가 가득 찼어요. 치에루에게 마구마구 쏟아 넣을 수 있겠네요",5,110901
"길드 하우스에서 받을 수 있는 아이템이 전부 가득 찼어요! 치에루를 만나러 올 이유가 생겨서 잘됐네요 선배♪",6,110901
"자네, 스태미나가 전부 회복되었다. 단적으로 바꿔 말하면 사냥할 때다, 출격 준비를 하게",1,111001
"길드 하우스의 스킵 티켓이 상한에 달해있다. 가급적 신속히 회수하게",2,111001
"길드 하우스의 스태미나가 상한에 달해있다. 가급적 신속히 회수하게",3,111001
"길드 하우스의 EXP 포션이 상한에 달해있다. 가급적 신속히 회수하게",4,111001
"길드 하우스의 마나가 상한에 달해있다. 가급적 신속히 회수하게",5,111001
"길드 하우스에서 받을 수 있는 아이템이 모두 상한에 달해있다. 어째서 이렇게 될 때까지 방치해 둔 건가",6,111001
"스태미나가 전부 회복됐어~ …저기, 일하라고 압박하는 거 그만둬",1,112701
