command_type,param_05,drama_id,param_02,param_08,command_id,param_04,param_06,param_03,param_01,param_07
93,"",1014501,"","",1014501027,"","","",1.2,""
23,"",1014501,se_adv_tickle_02,"",1014501028,0,"",0,se_adv_tickle_02,""
31,1,1014501,4,"",1014501029,0,1,0,4,""
93,"",1014501,"","",1014501030,"","","",1,""
23,"",1014501,se_sys_login_birthday_02,"",1014501031,0,"",0,se_common,""
3,0,1014501,blb_idle,"",1014501032,"",0.3,1,101411,""
93,"",1014501,"","",1014501033,"","","",1.05,""
23,"",1014501,se_sys_login_birthday_cracker,"",1014501034,0,"",0,se_common,""
31,1,1014501,6,"",1014501035,0,1,0,6,""
3,1,1014501,blb_joy_01,"",1014501036,blb_wish_01,0,0,101411,""
93,"",1014501,"","",1014501037,"","","",2,""
21,"",1014501,vo_adv_1014501_000,"",1014501038,0,"",0,vo_adv_1014501,""
13,"",1014501,870,"",1014501039,"","","",101411,""
11,1,1014501,"생일 케이크, 인가.\n고맙네 조수,\n내 생일을 축하해 줘서.","",1014501040,1,0,5,101411,0
91,"",1014501,"","",1014501041,"","","",0,""
21,"",1014501,vo_adv_1014501_001,"",1014501042,0,"",0,vo_adv_1014501,""
11,1,1014501,"이렇게 손이 많이 가는 케이크,\n준비하는 데 고생이 많지 않았나?\n좋은 조수를 둬서 행복한 사람이군, 나는.","",1014501043,1,0,6,101411,0
91,"",1014501,"","",1014501044,"","","",0,""
21,"",1014501,vo_adv_1014501_002,"",1014501045,0,"",0,vo_adv_1014501,""
11,1,1014501,"엇? 먹여준다고?\n아, 아니, 사양하겠네!\n그렇게까지 해줄 필요는……!\n확실히 오늘은 특별한 날이지만……!","",1014501046,1,0,5,101411,0
91,"",1014501,"","",1014501047,"","","",0,""
21,"",1014501,vo_adv_1014501_003,"",1014501048,0,"",0,vo_adv_1014501,""
11,1,1014501,"특별한…… 음, 그렇지.\n생일 정도는 어리광을 부려도 괜찮은 건가.\n그럼, 나와 조수 둘만의 비밀이라고?\n아~앙…… 여, 역시 부끄럽군……","",1014501049,1,0,4,101411,0
91,"",1014501,"","",1014501050,"","","",0,""
31,1,1014501,9,"",1014501051,0,1,0,9,""
131,"",1014501,"","",1014501052,"","","",0,""
22,"",1014501,1,"",1014501053,0,"",0,0,""
111,"",1014501,"","",1014501054,"","","","",""
91,"",1014501,"","",1014501055,"","","",0,""
1,-220,1015501,101511,cmn_talk_def_N,1015501001,400,1.5,850,1,1
31,1,1015501,8,"",1015501002,0,1,0,8,""
31,1,1015501,7,"",1015501003,0,1,0,7,""
31,1,1015501,50,"",1015501004,0,1,0,50,""
31,1,1015501,3,"",1015501005,0,1,0,3,""
31,1,1015501,2,"",1015501006,0,1,0,2,""
31,1,1015501,1,"",1015501007,0,1,0,1,""
31,1,1015501,12,"",1015501008,0,0,0,12,""
3,"",1015501,blb_run_01,"",1015501009,"",0.3,1,101511,""
2,0,1015501,90,"",1015501010,1.3,"",-220,101511,""
25,"",1015501,bgm_M321_2C,"",1015501011,0,"",0,bgm_M321,""
121,0,1015501,0,"",1015501012,1.25,0,1.25,0,""
32,1,1015501,1,"",1015501013,0,1,0,12,""
23,"",1015501,se_sys_login_birthday_new_01,"",1015501014,0,"",0,se_common,""
93,"",1015501,"","",1015501015,"","","",1.3,""
3,0,1015501,blb_stop,"",1015501016,blb_idle,0.05,0,101511,0.3
2,0,1015501,80,"",1015501017,0.25,"",-220,101511,""
93,"",1015501,"","",1015501018,"","","",1.4,""
121,1,1015501,0,"",1015501019,1.4,3,1.4,0,""
131,"",1015501,"","",1015501020,"","","",1,""
3,1,1015501,blb_blowout_03,"",1015501021,blb_idle_02,0.3,0,101511,0.3
93,"",1015501,"","",1015501022,"","","",0.7,""
32,1,1015501,0,"",1015501023,0,1,0,12,""
31,1,1015501,13,"",1015501024,0,1,0,13,""
93,"",1015501,"","",1015501025,"","","",0.2,""
23,"",1015501,se_sys_login_birthday_blow_candle,"",1015501026,0,"",0,se_common,""
93,"",1015501,"","",1015501027,"","","",1.2,""
23,"",1015501,se_adv_tickle_02,"",1015501028,0,"",0,se_adv_tickle_02,""
31,1,1015501,4,"",1015501029,0,1,0,4,""
93,"",1015501,"","",1015501030,"","","",1,""
23,"",1015501,se_sys_login_birthday_02,"",1015501031,0,"",0,se_common,""
3,0,1015501,blb_idle_02,"",1015501032,"",0.3,1,101511,""
93,"",1015501,"","",1015501033,"","","",1.05,""
23,"",1015501,se_sys_login_birthday_cracker,"",1015501034,0,"",0,se_common,""
31,1,1015501,6,"",1015501035,0,1,0,6,""
3,1,1015501,blb_joy_04,"",1015501036,blb_wish_04,0,0,101511,""
93,"",1015501,"","",1015501037,"","","",2,""
21,"",1015501,vo_adv_1015501_000,"",1015501038,0,"",0,vo_adv_1015501,""
13,"",1015501,870,"",1015501039,"","","",101511,""
11,1,1015501,"어머 어머~!\n선생님의 생일을\n축하해 주다니 착한 아이네♪\n무척 기뻐~!","",1015501040,1,0,5,101511,0
91,"",1015501,"","",1015501041,"","","",0,""
21,"",1015501,vo_adv_1015501_001,"",1015501042,0,"",0,vo_adv_1015501,""
11,1,1015501,"네가 상냥한 모습 그대로 있어 주는 게\n선생님한테는\n최고의 선물이랍니다~!","",1015501043,1,0,5,101511,0
91,"",1015501,"","",1015501044,"","","",0,""
21,"",1015501,vo_adv_1015501_002,"",1015501045,0,"",0,vo_adv_1015501,""
11,1,1015501,"거기다 이 얼마나 멋진 케이크인지♪\n선생님이랑 같이 먹자~!\n자, 커다란 입 벌려보렴?\n아~앙…… 응, 잘했어요~♪","",1015501046,1,0,4,101511,0
91,"",1015501,"","",1015501047,"","","",0,""
21,"",1015501,vo_adv_1015501_003,"",1015501048,0,"",0,vo_adv_1015501,""
11,1,1015501,"후후, 앞으로도 쭉 착한 아이로\n있어 줘야 한다?\n꼬옥…… 오늘은 고마워♪","",1015501049,1,0,4,101511,0
91,"",1015501,"","",1015501050,"","","",0,""
31,1,1015501,9,"",1015501051,0,1,0,9,""
131,"",1015501,"","",1015501052,"","","",0,""
22,"",1015501,1,"",1015501053,0,"",0,0,""
111,"",1015501,"","",1015501054,"","","","",""
91,"",1015501,"","",1015501055,"","","",0,""
1,-220,1016501,101611,cmn_talk_def_N,1016501001,400,1.5,850,1,1
31,1,1016501,8,"",1016501002,0,1,0,8,""
31,1,1016501,7,"",1016501003,0,1,0,7,""
31,1,1016501,24,"",1016501004,0,1,0,24,""
31,1,1016501,3,"",1016501005,0,1,0,3,""
31,1,1016501,2,"",1016501006,0,1,0,2,""
31,1,1016501,1,"",1016501007,0,1,0,1,""
31,1,1016501,12,"",1016501008,0,0,0,12,""
3,"",1016501,blb_run_01,"",1016501009,"",0.3,1,101611,""
2,0,1016501,90,"",1016501010,1.3,"",-220,101611,""
25,"",1016501,bgm_M321_2C,"",1016501011,0,"",0,bgm_M321,""
121,0,1016501,0,"",1016501012,1.25,0,1.25,0,""
32,1,1016501,1,"",1016501013,0,1,0,12,""
23,"",1016501,se_sys_login_birthday_new_01,"",1016501014,0,"",0,se_common,""
93,"",1016501,"","",1016501015,"","","",1.3,""
3,0,1016501,blb_stop,"",1016501016,blb_idle,0.05,0,101611,0.3
2,0,1016501,80,"",1016501017,0.25,"",-220,101611,""
93,"",1016501,"","",1016501018,"","","",1.4,""
121,1,1016501,0,"",1016501019,1.4,3,1.4,0,""
131,"",1016501,"","",1016501020,"","","",1,""
3,1,1016501,blb_blowout_02,"",1016501021,blb_idle,0.3,0,101611,0.3
93,"",1016501,"","",1016501022,"","","",0.7,""
32,1,1016501,0,"",1016501023,0,1,0,12,""
31,1,1016501,13,"",1016501024,0,1,0,13,""
93,"",1016501,"","",1016501025,"","","",0.2,""
23,"",1016501,se_sys_login_birthday_blow_candle,"",1016501026,0,"",0,se_common,""
93,"",1016501,"","",1016501027,"","","",1.2,""
23,"",1016501,se_adv_tickle_02,"",1016501028,0,"",0,se_adv_tickle_02,""
31,1,1016501,4,"",1016501029,0,1,0,4,""
93,"",1016501,"","",1016501030,"","","",1,""
23,"",1016501,se_sys_login_birthday_02,"",1016501031,0,"",0,se_common,""
3,0,1016501,blb_idle,"",1016501032,"",0.3,1,101611,""
93,"",1016501,"","",1016501033,"","","",1.05,""
23,"",1016501,se_sys_login_birthday_cracker,"",1016501034,0,"",0,se_common,""
31,1,1016501,6,"",1016501035,0,1,0,6,""
3,1,1016501,blb_joy_03,"",1016501036,blb_wish_03,0,0,101611,""
93,"",1016501,"","",1016501037,"","","",2,""
21,"",1016501,vo_adv_1016501_000,"",1016501038,0,"",0,vo_adv_1016501,""
13,"",1016501,870,"",1016501039,"","","",101611,""
11,1,1016501,"안녕~!\n내 생일 축하해 주는 거야?\n꺄하~! 진심 고마워!","",1016501040,1,0,5,101611,0
91,"",1016501,"","",1016501041,"","","",0,""
21,"",1016501,vo_adv_1016501_001,"",1016501042,0,"",0,vo_adv_1016501,""
11,1,1016501,"완전 맛있어 보이는 케이크네!\n설마, 히데사이가 만들었다든가?","",1016501043,1,0,6,101611,0
91,"",1016501,"","",1016501044,"","","",0,""
21,"",1016501,vo_adv_1016501_002,"",1016501045,0,"",0,vo_adv_1016501,""
11,1,1016501,"……어? 진짜야?\n대대대대박! 엄청 대단한데!?","",1016501046,1,0,5,101611,0
91,"",1016501,"","",1016501047,"","","",0,""
21,"",1016501,vo_adv_1016501_003,"",1016501048,0,"",0,vo_adv_1016501,""
11,1,1016501,"저기 저기 저기!\n모처럼이니 나랑 함께 먹자!\n첫 한입은 히데사이부터?\n자, 아~~앙♪","",1016501049,1,0,4,101611,0
91,"",1016501,"","",1016501050,"","","",0,""
21,"",1016501,vo_adv_1016501_004,"",1016501051,0,"",0,vo_adv_1016501,""
11,1,1016501,"……일 줄 알았지~!\n어라? 그 얼굴…… 평범하게 기대한 느낌?\n분위기 넘 잘 타서, 완전 웃긴데~!\n그럼, 다음은 진짜니까…… 아~~앙♪","",1016501052,1,0,4,101611,0
91,"",1016501,"","",1016501053,"","","",0,""
21,"",1016501,vo_adv_1016501_005,"",1016501054,0,"",0,vo_adv_1016501,""
11,1,1016501,"축하해 줘서, 진심 고마워!\n하지만 아직 배 덜 부르고!\n그러니까 오늘은, 이후로도\n더~욱더 내 생축 부탁해♪","",1016501055,1,0,5,101611,0
91,"",1016501,"","",1016501056,"","","",0,""
31,1,1016501,9,"",1016501057,0,1,0,9,""
131,"",1016501,"","",1016501058,"","","",0,""
22,"",1016501,1,"",1016501059,0,"",0,0,""
111,"",1016501,"","",1016501060,"","","","",""
91,"",1016501,"","",1016501061,"","","",0,""
1,-220,1017501,101711,cmn_talk_def_N,1017501001,400,1.5,850,1,1
31,1,1017501,8,"",1017501002,0,1,0,8,""
31,1,1017501,7,"",1017501003,0,1,0,7,""
31,1,1017501,34,"",1017501004,0,1,0,34,""
31,1,1017501,3,"",1017501005,0,1,0,3,""
31,1,1017501,2,"",1017501006,0,1,0,2,""
31,1,1017501,1,"",1017501007,0,1,0,1,""
31,1,1017501,12,"",1017501008,0,0,0,12,""
3,"",1017501,blb_run_01,"",1017501009,"",0.3,1,101711,""
2,0,1017501,90,"",1017501010,1.3,"",-220,101711,""
25,"",1017501,bgm_M321_2C,"",1017501011,0,"",0,bgm_M321,""
121,0,1017501,0,"",1017501012,1.25,0,1.25,0,""
32,1,1017501,1,"",1017501013,0,1,0,12,""
23,"",1017501,se_sys_login_birthday_new_01,"",1017501014,0,"",0,se_common,""
93,"",1017501,"","",1017501015,"","","",1.3,""
3,0,1017501,blb_stop,"",1017501016,blb_idle,0.05,0,101711,0.3
2,0,1017501,80,"",1017501017,0.25,"",-220,101711,""
93,"",1017501,"","",1017501018,"","","",1.4,""
121,1,1017501,0,"",1017501019,1.4,3,1.4,0,""
131,"",1017501,"","",1017501020,"","","",1,""
3,1,1017501,blb_blowout_02,"",1017501021,blb_idle,0.3,0,101711,0.3
93,"",1017501,"","",1017501022,"","","",0.7,""
32,1,1017501,0,"",1017501023,0,1,0,12,""
31,1,1017501,13,"",1017501024,0,1,0,13,""
93,"",1017501,"","",1017501025,"","","",0.2,""
23,"",1017501,se_sys_login_birthday_blow_candle,"",1017501026,0,"",0,se_common,""
93,"",1017501,"","",1017501027,"","","",1.2,""
23,"",1017501,se_adv_tickle_02,"",1017501028,0,"",0,se_adv_tickle_02,""
31,1,1017501,4,"",1017501029,0,1,0,4,""
93,"",1017501,"","",1017501030,"","","",1,""
23,"",1017501,se_sys_login_birthday_02,"",1017501031,0,"",0,se_common,""
3,0,1017501,blb_idle,"",1017501032,"",0.3,1,101711,""
93,"",1017501,"","",1017501033,"","","",1.05,""
23,"",1017501,se_sys_login_birthday_cracker,"",1017501034,0,"",0,se_common,""
31,1,1017501,6,"",1017501035,0,1,0,6,""
3,1,1017501,blb_joy_02,"",1017501036,blb_wish_02,0,0,101711,""
93,"",1017501,"","",1017501037,"","","",2,""
21,"",1017501,vo_adv_1017501_000,"",1017501038,0,"",0,vo_adv_1017501,""
13,"",1017501,870,"",1017501039,"","","",101711,""
11,1,1017501,"아하~♪\n어~엄청 큰 케이크네~!\n내 생일을\n축하해 줘서 고마워~!","",1017501040,1,0,5,101711,0
91,"",1017501,"","",1017501041,"","","",0,""
21,"",1017501,vo_adv_1017501_001,"",1017501042,0,"",0,vo_adv_1017501,""
11,1,1017501,"너도 같이 먹자~\n기쁜 마음을 나누면\n모~두 행복해질 거야~♪","",1017501043,1,0,5,101711,0
91,"",1017501,"","",1017501044,"","","",0,""
21,"",1017501,vo_adv_1017501_002,"",1017501045,0,"",0,vo_adv_1017501,""
11,1,1017501,"우~~~읏!\n역시 축하하는 날엔,\n노래랑 춤이 필요하지~!\n나한테 맡겨줘~!","",1017501046,1,0,5,101711,0
91,"",1017501,"","",1017501047,"","","",0,""
21,"",1017501,vo_adv_1017501_003,"",1017501048,0,"",0,vo_adv_1017501,""
11,1,1017501,"자, 너도 같이 하자!\n춤출 줄 모른다고?\n그러면 나랑 딱 붙어있어~♪","",1017501049,1,0,5,101711,0
91,"",1017501,"","",1017501050,"","","",0,""
21,"",1017501,vo_adv_1017501_004,"",1017501051,0,"",0,vo_adv_1017501,""
11,1,1017501,"이렇게 춤추면,\n몸이 저절로 움직이지~♪\n자자, 더 찰싹 붙어~\n……에헤헤, 떨어지면 안 돼~♪","",1017501052,1,0,6,101711,0
91,"",1017501,"","",1017501053,"","","",0,""
31,1,1017501,9,"",1017501054,0,1,0,9,""
131,"",1017501,"","",1017501055,"","","",0,""
22,"",1017501,1,"",1017501056,0,"",0,0,""
111,"",1017501,"","",1017501057,"","","","",""
91,"",1017501,"","",1017501058,"","","",0,""
1,-220,1018501,101811,cmn_talk_def_N,1018501001,400,1.5,850,1,1
31,1,1018501,8,"",1018501002,0,1,0,8,""
31,1,1018501,7,"",1018501003,0,1,0,7,""
31,1,1018501,44,"",1018501004,0,1,0,44,""
31,1,1018501,3,"",1018501005,0,1,0,3,""
31,1,1018501,2,"",1018501006,0,1,0,2,""
31,1,1018501,1,"",1018501007,0,1,0,1,""
31,1,1018501,12,"",1018501008,0,0,0,12,""
3,"",1018501,blb_run_01,"",1018501009,"",0.3,1,101811,""
2,0,1018501,90,"",1018501010,1.3,"",-220,101811,""
25,"",1018501,bgm_M321_2C,"",1018501011,0,"",0,bgm_M321,""
121,0,1018501,0,"",1018501012,1.25,0,1.25,0,""
32,1,1018501,1,"",1018501013,0,1,0,12,""
23,"",1018501,se_sys_login_birthday_new_01,"",1018501014,0,"",0,se_common,""
93,"",1018501,"","",1018501015,"","","",1.3,""
3,0,1018501,blb_stop,"",1018501016,blb_idle,0.05,0,101811,0.3
2,0,1018501,80,"",1018501017,0.25,"",-220,101811,""
93,"",1018501,"","",1018501018,"","","",1.4,""
121,1,1018501,0,"",1018501019,1.4,3,1.4,0,""
131,"",1018501,"","",1018501020,"","","",1,""
3,1,1018501,blb_blowout_01,"",1018501021,blb_idle,0.3,0,101811,0.3
93,"",1018501,"","",1018501022,"","","",0.7,""
32,1,1018501,0,"",1018501023,0,1,0,12,""
31,1,1018501,13,"",1018501024,0,1,0,13,""
93,"",1018501,"","",1018501025,"","","",0.2,""
23,"",1018501,se_sys_login_birthday_blow_candle,"",1018501026,0,"",0,se_common,""
93,"",1018501,"","",1018501027,"","","",1.2,""
23,"",1018501,se_adv_tickle_02,"",1018501028,0,"",0,se_adv_tickle_02,""
31,1,1018501,4,"",1018501029,0,1,0,4,""
93,"",1018501,"","",1018501030,"","","",1,""
23,"",1018501,se_sys_login_birthday_02,"",1018501031,0,"",0,se_common,""
3,0,1018501,blb_idle,"",1018501032,"",0.3,1,101811,""
93,"",1018501,"","",1018501033,"","","",1.05,""
23,"",1018501,se_sys_login_birthday_cracker,"",1018501034,0,"",0,se_common,""
31,1,1018501,6,"",1018501035,0,1,0,6,""
3,1,1018501,blb_joy_01,"",1018501036,blb_wish_01,0,0,101811,""
93,"",1018501,"","",1018501037,"","","",2,""
21,"",1018501,vo_adv_1018501_000,"",1018501038,0,"",0,vo_adv_1018501,""
13,"",1018501,870,"",1018501039,"","","",101811,""
11,1,1018501,"후후, 소중한 학생에게\n생일 축하를 받다니,\n기뻐~!","",1018501040,1,0,5,101811,0
91,"",1018501,"","",1018501041,"","","",0,""
21,"",1018501,vo_adv_1018501_001,"",1018501042,0,"",0,vo_adv_1018501,""
11,1,1018501,"이렇게 멋진 케이크도\n준비해 주고……\n네 상냥한 마음이야말로 최고의 선물이야.","",1018501043,1,0,6,101811,0
91,"",1018501,"","",1018501044,"","","",0,""
21,"",1018501,vo_adv_1018501_002,"",1018501045,0,"",0,vo_adv_1018501,""
11,1,1018501,"네 선생님이 돼서 정말 다행이야.\n다름 아닌 이토록 따뜻한 마음을\n가르쳐줬으니까……","",1018501046,1,0,5,101811,0
91,"",1018501,"","",1018501047,"","","",0,""
21,"",1018501,vo_adv_1018501_003,"",1018501048,0,"",0,vo_adv_1018501,""
11,1,1018501,"이렇게 가슴이 뜨거워진 건\n처음이야……\n있지, 앞으로도 더 가르쳐줄래?\n후후, 오늘은 고마워♪","",1018501049,1,0,5,101811,0
91,"",1018501,"","",1018501050,"","","",0,""
31,1,1018501,9,"",1018501051,0,1,0,9,""
131,"",1018501,"","",1018501052,"","","",0,""
22,"",1018501,1,"",1018501053,0,"",0,0,""
111,"",1018501,"","",1018501054,"","","","",""
91,"",1018501,"","",1018501055,"","","",0,""
1,-220,1020501,102011,cmn_talk_def_N,1020501001,400,1.5,850,1,1
31,1,1020501,8,"",1020501002,0,1,0,8,""
31,1,1020501,7,"",1020501003,0,1,0,7,""
31,1,1020501,21,"",1020501004,0,1,0,21,""
31,1,1020501,3,"",1020501005,0,1,0,3,""
31,1,1020501,2,"",1020501006,0,1,0,2,""
31,1,1020501,1,"",1020501007,0,1,0,1,""
31,1,1020501,12,"",1020501008,0,0,0,12,""
3,"",1020501,blb_run_01,"",1020501009,"",0.3,1,102011,""
2,0,1020501,90,"",1020501010,1.3,"",-220,102011,""
25,"",1020501,bgm_M321_2C,"",1020501011,0,"",0,bgm_M321,""
121,0,1020501,0,"",1020501012,1.25,0,1.25,0,""
32,1,1020501,1,"",1020501013,0,1,0,12,""
23,"",1020501,se_sys_login_birthday_new_01,"",1020501014,0,"",0,se_common,""
93,"",1020501,"","",1020501015,"","","",1.3,""
3,0,1020501,blb_stop,"",1020501016,blb_idle,0.05,0,102011,0.3
2,0,1020501,80,"",1020501017,0.25,"",-220,102011,""
93,"",1020501,"","",1020501018,"","","",1.4,""
121,1,1020501,0,"",1020501019,1.4,3,1.4,0,""
131,"",1020501,"","",1020501020,"","","",1,""
3,1,1020501,blb_blowout_02,"",1020501021,blb_idle,0.3,0,102011,0.3
93,"",1020501,"","",1020501022,"","","",0.7,""
32,1,1020501,0,"",1020501023,0,1,0,12,""
31,1,1020501,13,"",1020501024,0,1,0,13,""
93,"",1020501,"","",1020501025,"","","",0.2,""
23,"",1020501,se_sys_login_birthday_blow_candle,"",1020501026,0,"",0,se_common,""
93,"",1020501,"","",1020501027,"","","",1.2,""
23,"",1020501,se_adv_tickle_02,"",1020501028,0,"",0,se_adv_tickle_02,""
31,1,1020501,4,"",1020501029,0,1,0,4,""
93,"",1020501,"","",1020501030,"","","",1,""
23,"",1020501,se_sys_login_birthday_02,"",1020501031,0,"",0,se_common,""
3,0,1020501,blb_idle,"",1020501032,"",0.3,1,102011,""
93,"",1020501,"","",1020501033,"","","",1.05,""
23,"",1020501,se_sys_login_birthday_cracker,"",1020501034,0,"",0,se_common,""
31,1,1020501,6,"",1020501035,0,1,0,6,""
3,1,1020501,blb_joy_03,"",1020501036,blb_wish_03,0,0,102011,""
93,"",1020501,"","",1020501037,"","","",2,""
21,"",1020501,vo_adv_1020501_000,"",1020501038,0,"",0,vo_adv_1020501,""
13,"",1020501,870,"",1020501039,"","","",102011,""
11,1,1020501,"와아~! 오빠\n미미의 생일을 축하해 주는구나~\n고마워~","",1020501040,1,0,5,102011,0
91,"",1020501,"","",1020501041,"","","",0,""
21,"",1020501,vo_adv_1020501_001,"",1020501042,0,"",0,vo_adv_1020501,""
11,1,1020501,"이 케이크, 오빠가 만든 거야?\n대단해~! 케이크 가게 사장님 같아~!","",1020501043,1,0,5,102011,0
91,"",1020501,"","",1020501044,"","","",0,""
21,"",1020501,vo_adv_1020501_002,"",1020501045,0,"",0,vo_adv_1020501,""
11,1,1020501,"정말 맛있어 보인다~\n하지만 이렇게나 큰 걸\n오빠랑 미미 둘이서\n먹을 수 있을까~?","",1020501046,1,0,5,102011,0
91,"",1020501,"","",1020501047,"","","",0,""
21,"",1020501,vo_adv_1020501_003,"",1020501048,0,"",0,vo_adv_1020501,""
11,1,1020501,"뭐? 이 케이크, 쁘띠 그리핀도\n먹을 수 있다고?","",1020501049,1,0,6,102011,0
91,"",1020501,"","",1020501050,"","","",0,""
21,"",1020501,vo_adv_1020501_004,"",1020501051,0,"",0,vo_adv_1020501,""
11,1,1020501,"와아~!\n다 함께 생일 파티, 기뻐~!\n오빠, 미미를 생각해 줘서\n고마워!","",1020501052,1,0,5,102011,0
91,"",1020501,"","",1020501053,"","","",0,""
21,"",1020501,vo_adv_1020501_005,"",1020501054,0,"",0,vo_adv_1020501,""
11,1,1020501,"쁘띠 그리핀과 함께\n밖에서 케이크 먹자.\n가자, 오빠!\n랄랄라~♪","",1020501055,1,0,6,102011,0
91,"",1020501,"","",1020501056,"","","",0,""
31,1,1020501,9,"",1020501057,0,1,0,9,""
131,"",1020501,"","",1020501058,"","","",0,""
22,"",1020501,1,"",1020501059,0,"",0,0,""
111,"",1020501,"","",1020501060,"","","","",""
91,"",1020501,"","",1020501061,"","","",0,""
1,-220,1021501,102111,cmn_talk_def_N,1021501001,400,1.5,850,1,1
31,1,1021501,8,"",1021501002,0,1,0,8,""
31,1,1021501,7,"",1021501003,0,1,0,7,""
31,1,1021501,30,"",1021501004,0,1,0,30,""
31,1,1021501,3,"",1021501005,0,1,0,3,""
31,1,1021501,2,"",1021501006,0,1,0,2,""
31,1,1021501,1,"",1021501007,0,1,0,1,""
31,1,1021501,12,"",1021501008,0,0,0,12,""
3,"",1021501,blb_run_01,"",1021501009,"",0.3,1,102111,""
2,0,1021501,90,"",1021501010,1.3,"",-220,102111,""
25,"",1021501,bgm_M321_2C,"",1021501011,0,"",0,bgm_M321,""
121,0,1021501,0,"",1021501012,1.25,0,1.25,0,""
32,1,1021501,1,"",1021501013,0,1,0,12,""
23,"",1021501,se_sys_login_birthday_new_01,"",1021501014,0,"",0,se_common,""
93,"",1021501,"","",1021501015,"","","",1.3,""
3,0,1021501,blb_stop,"",1021501016,blb_idle,0.05,0,102111,0.3
2,0,1021501,80,"",1021501017,0.25,"",-220,102111,""
93,"",1021501,"","",1021501018,"","","",1.4,""
121,1,1021501,0,"",1021501019,1.4,3,1.4,0,""
131,"",1021501,"","",1021501020,"","","",1,""
3,1,1021501,blb_blowout_03,"",1021501021,blb_idle_02,0.3,0,102111,0.3
93,"",1021501,"","",1021501022,"","","",0.7,""
32,1,1021501,0,"",1021501023,0,1,0,12,""
31,1,1021501,13,"",1021501024,0,1,0,13,""
93,"",1021501,"","",1021501025,"","","",0.2,""
23,"",1021501,se_sys_login_birthday_blow_candle,"",1021501026,0,"",0,se_common,""
93,"",1021501,"","",1021501027,"","","",1.2,""
23,"",1021501,se_adv_tickle_02,"",1021501028,0,"",0,se_adv_tickle_02,""
31,1,1021501,4,"",1021501029,0,1,0,4,""
93,"",1021501,"","",1021501030,"","","",1,""
23,"",1021501,se_sys_login_birthday_02,"",1021501031,0,"",0,se_common,""
3,0,1021501,blb_idle_02,"",1021501032,"",0.3,1,102111,""
93,"",1021501,"","",1021501033,"","","",1.05,""
23,"",1021501,se_sys_login_birthday_cracker,"",1021501034,0,"",0,se_common,""
31,1,1021501,6,"",1021501035,0,1,0,6,""
3,1,1021501,blb_joy_05,"",1021501036,blb_wish_05,0,0,102111,""
93,"",1021501,"","",1021501037,"","","",2,""
21,"",1021501,vo_adv_1021501_000,"",1021501038,0,"",0,vo_adv_1021501,""
13,"",1021501,870,"",1021501039,"","","",102111,""
11,1,1021501,"오빠,\n내 생일을 축하해 줘서\n고마워♪","",1021501040,1,0,6,102111,0
91,"",1021501,"","",1021501041,"","","",0,""
21,"",1021501,vo_adv_1021501_001,"",1021501042,0,"",0,vo_adv_1021501,""
11,1,1021501,"이 케이크, 오빠가\n만들어준 거야?","",1021501043,1,0,6,102111,0
91,"",1021501,"","",1021501044,"","","",0,""
21,"",1021501,vo_adv_1021501_002,"",1021501045,0,"",0,vo_adv_1021501,""
11,1,1021501,"여러 가지를 할 줄 아는\n오빠는 대단해……","",1021501046,1,0,6,102111,0
91,"",1021501,"","",1021501047,"","","",0,""
21,"",1021501,vo_adv_1021501_003,"",1021501048,0,"",0,vo_adv_1021501,""
11,1,1021501,"오빠한테 지지 않도록\n나도 연기 말고도\n좀 더 여러 가지를 열심히 해야지…… 맞다!","",1021501049,1,0,5,102111,0
91,"",1021501,"","",1021501050,"","","",0,""
21,"",1021501,vo_adv_1021501_004,"",1021501051,0,"",0,vo_adv_1021501,""
11,1,1021501,"오빠 생일에는\n열심히 요리를 만들게.\n그러니까, 그……\n기대해 준다면 기쁠 거야♪","",1021501052,1,0,4,102111,0
91,"",1021501,"","",1021501053,"","","",0,""
31,1,1021501,9,"",1021501054,0,1,0,9,""
131,"",1021501,"","",1021501055,"","","",0,""
22,"",1021501,1,"",1021501056,0,"",0,0,""
111,"",1021501,"","",1021501057,"","","","",""
91,"",1021501,"","",1021501058,"","","",0,""
1,-220,1023501,102311,cmn_talk_def_N,1023501001,400,1.5,850,1,1
31,1,1023501,8,"",1023501002,0,1,0,8,""
31,1,1023501,7,"",1023501003,0,1,0,7,""
31,1,1023501,26,"",1023501004,0,1,0,26,""
31,1,1023501,3,"",1023501005,0,1,0,3,""
31,1,1023501,2,"",1023501006,0,1,0,2,""
31,1,1023501,1,"",1023501007,0,1,0,1,""
31,1,1023501,12,"",1023501008,0,0,0,12,""
3,"",1023501,blb_run_01,"",1023501009,"",0.3,1,102311,""
2,0,1023501,90,"",1023501010,1.3,"",-220,102311,""
25,"",1023501,bgm_M321_2C,"",1023501011,0,"",0,bgm_M321,""
121,0,1023501,0,"",1023501012,1.25,0,1.25,0,""
32,1,1023501,1,"",1023501013,0,1,0,12,""
23,"",1023501,se_sys_login_birthday_new_01,"",1023501014,0,"",0,se_common,""
93,"",1023501,"","",1023501015,"","","",1.3,""
3,0,1023501,blb_stop,"",1023501016,blb_idle,0.05,0,102311,0.3
2,0,1023501,80,"",1023501017,0.25,"",-220,102311,""
93,"",1023501,"","",1023501018,"","","",1.4,""
121,1,1023501,0,"",1023501019,1.4,3,1.4,0,""
131,"",1023501,"","",1023501020,"","","",1,""
