promotion_level,item_name,gojuon_order,sell_check_disp,price,value,start_time,item_id,limit_num,end_time,description,item_type
1,"레이(할로윈)의 메모리 피스",40,0,0,31140,"2021/11/16 15:00:00",31140,9999,"2030/08/01 14:59:59","레이(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마츠리(할로윈)의 메모리 피스",71,0,0,31141,"2021/11/01 15:00:00",31141,9999,"2030/08/01 14:59:59","마츠리(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"모니카(매지컬)의 메모리 피스",90,0,0,31142,"2021/12/01 15:00:00",31142,9999,"2030/08/01 14:59:59","모니카(매지컬)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"토모(매지컬)의 메모리 피스",354,0,0,31143,"2021/12/21 15:00:00",31143,9999,"2030/08/01 14:59:59","토모(매지컬)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아키노(크리스마스)의 메모리 피스",200,0,0,31144,"2021/12/30 15:00:00",31144,9999,"2030/08/01 14:59:59","아키노(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"사렌(크리스마스)의 메모리 피스",138,0,0,31145,"2022/01/20 15:00:00",31145,9999,"2030/08/01 14:59:59","사렌(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유카리(크리스마스)의 메모리 피스",240,0,0,31146,"2021/12/30 15:00:00",31146,9999,"2030/08/01 14:59:59","유카리(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"무이미(새해)의 메모리 피스",96,0,0,31147,"2022/01/28 15:00:00",31147,9999,"2030/08/01 14:59:59","무이미(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"네네카(새해)의 메모리 피스",8,0,0,31150,"2022/02/19 15:00:00",31150,9999,"2030/08/01 14:59:59","네네카(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"콧코로(의장복)의 메모리 피스",312,0,0,31155,"2022/02/28 15:00:00",31155,9999,"2030/08/01 14:59:59","콧코로(의장복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유이(의장복)의 메모리 피스",233,0,0,31156,"2022/02/28 15:00:00",31156,9999,"2030/08/01 14:59:59","유이(의장복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카스미(여름)의 메모리 피스",285,0,0,31157,"2022/03/23 15:00:00",31157,9999,"2030/08/01 14:59:59","카스미(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"리마(신데렐라)의 메모리 피스",59,0,0,31158,"2022/03/28 15:00:00",31158,9999,"2030/08/01 14:59:59","리마(신데렐라)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마코토(신데렐라)의 메모리 피스",74,0,0,31159,"2022/03/31 15:00:00",31159,9999,"2030/08/01 14:59:59","마코토(신데렐라)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마호(신데렐라)의 메모리 피스",80,0,0,31160,"2022/04/19 15:00:00",31160,9999,"2030/08/01 14:59:59","마호(신데렐라)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"클로에(성학제)의 메모리 피스",344,0,0,31162,"2022/05/12 15:00:00",31162,9999,"2030/08/01 14:59:59","클로에(성학제)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"치에루(성학제)의 메모리 피스",275,0,0,31163,"2022/04/28 15:00:00",31163,9999,"2030/08/01 14:59:59","치에루(성학제)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유니(성학제)의 메모리 피스",227,0,0,31164,"2023/03/10 15:00:00",31164,9999,"2030/08/01 14:59:59","유니(성학제)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이노리(시간 여행)의 메모리 피스",249,0,0,31165,"2022/05/30 15:00:00",31165,9999,"2030/08/01 14:59:59","이노리(시간 여행)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카야(시간 여행)의 메모리 피스",290,0,0,31166,"2022/06/20 15:00:00",31166,9999,"2030/08/01 14:59:59","카야(시간 여행)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아오이(작업복)의 메모리 피스",184,0,0,31167,"2022/06/30 15:00:00",31167,9999,"2030/08/01 14:59:59","아오이(작업복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"타마키(작업복)의 메모리 피스",349,0,0,31168,"2022/06/30 15:00:00",31168,9999,"2030/08/01 14:59:59","타마키(작업복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미후유(작업복)의 메모리 피스",130,0,0,31169,"2022/07/15 15:00:00",31169,9999,"2030/08/01 14:59:59","미후유(작업복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"에리코(여름)의 메모리 피스",215,0,0,31170,"2022/08/01 15:00:00",31170,9999,"2030/08/01 14:59:59","에리코(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"시즈루(여름)의 메모리 피스",168,0,0,31171,"2022/08/12 15:00:00",31171,9999,"2030/08/01 14:59:59","시즈루(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"노조미(여름)의 메모리 피스",17,0,0,31172,"2022/08/29 15:00:00",31172,9999,"2030/08/01 14:59:59","노조미(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"치카(여름)의 메모리 피스",277,0,0,31173,"2022/09/13 15:00:00",31173,9999,"2030/08/01 14:59:59","치카(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"츠무기(여름)의 메모리 피스",270,0,0,31174,"2022/08/29 15:00:00",31174,9999,"2030/08/01 14:59:59","츠무기(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미츠키(오에도)의 메모리 피스",126,0,0,31175,"2022/10/02 15:00:00",31175,9999,"2030/08/01 14:59:59","미츠키(오에도)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유키(오에도)의 메모리 피스",243,0,0,31176,"2022/10/13 15:00:00",31176,9999,"2030/08/01 14:59:59","유키(오에도)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카오리(할로윈)의 메모리 피스",295,0,0,31177,"2022/10/31 15:00:00",31177,9999,"2030/08/01 14:59:59","카오리(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"니논(할로윈)의 메모리 피스",22,0,0,31178,"2022/10/31 15:00:00",31178,9999,"2030/08/01 14:59:59","니논(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"스즈나(할로윈)의 메모리 피스",149,0,0,31179,"2022/11/15 15:00:00",31179,9999,"2030/08/01 14:59:59","스즈나(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"크레짓타의 메모리 피스",335,0,0,31180,"2022/10/19 15:00:00",31180,9999,"2030/08/01 14:59:59","크레짓타의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"란파의 메모리 피스",33,0,0,31181,"2023/03/29 15:00:00",31181,9999,"2030/08/01 14:59:59","란파의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미소라의 메모리 피스",118,0,0,31182,"2024/03/27 15:00:00",31182,9999,"2030/08/01 14:59:59","미소라의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카린의 메모리 피스",282,0,0,31185,"2022/11/15 15:00:00",31185,9999,"2030/08/01 14:59:59","카린의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"네비아의 메모리 피스",11,0,0,31186,"2025/09/15 15:00:00",31186,9999,"2030/08/01 14:59:59","네비아의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이오(느와르)의 메모리 피스",258,0,0,31190,"2022/12/04 15:00:00",31190,9999,"2030/08/01 14:59:59","이오(느와르)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"쿠우카(느와르)의 메모리 피스",327,0,0,31191,"2022/12/15 15:00:00",31191,9999,"2030/08/01 14:59:59","쿠우카(느와르)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마히루(크리스마스)의 메모리 피스",86,0,0,31192,"2022/12/29 15:00:00",31192,9999,"2030/08/01 14:59:59","마히루(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"리노(크리스마스)의 메모리 피스",52,0,0,31193,"2023/01/20 15:00:00",31193,9999,"2030/08/01 14:59:59","리노(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미야코(크리스마스)의 메모리 피스",120,0,0,31199,"2022/12/29 15:00:00",31199,9999,"2030/08/01 14:59:59","미야코(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"시즈루(느와르)의 메모리 피스",166,0,0,31200,"2024/04/15 15:00:00",31200,9999,"2030/08/01 14:59:59","시즈루(느와르)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"셰피(새해)의 메모리 피스",141,0,0,31207,"2023/02/02 15:00:00",31207,9999,"2030/08/01 14:59:59","셰피(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"루카(새해)의 메모리 피스",47,0,0,31208,"2023/01/30 15:00:00",31208,9999,"2030/08/01 14:59:59","루카(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이리야(새해)의 메모리 피스",253,0,0,31209,"2023/02/14 15:00:00",31209,9999,"2030/08/01 14:59:59","이리야(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"페코린느(오버로드)의 메모리 피스",361,0,0,31210,"2023/03/02 15:00:00",31210,9999,"2030/08/01 14:59:59","페코린느(오버로드)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"캬루(오버로드)의 메모리 피스",302,0,0,31211,"2023/03/16 15:00:00",31211,9999,"2030/08/01 14:59:59","캬루(오버로드)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"라비리스타(오버로드)의 메모리 피스",27,0,0,31212,"2023/03/09 15:00:00",31212,9999,"2030/08/01 14:59:59","라비리스타(오버로드)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"쿠루미(무대)의 메모리 피스",323,0,0,31213,"2023/04/01 15:00:00",31213,9999,"2030/08/01 14:59:59","쿠루미(무대)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미사키(무대)의 메모리 피스",104,0,0,31214,"2023/04/13 15:00:00",31214,9999,"2030/08/01 14:59:59","미사키(무대)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아유미(괴도)의 메모리 피스",190,0,0,31215,"2023/05/04 15:00:00",31215,9999,"2030/08/01 14:59:59","아유미(괴도)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이노리(괴도)의 메모리 피스",247,0,0,31216,"2023/05/15 15:00:00",31216,9999,"2030/08/01 14:59:59","이노리(괴도)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"안나(해적)의 메모리 피스",206,0,0,31219,"2023/06/13 15:00:00",31219,9999,"2030/08/01 14:59:59","안나(해적)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"시노부(해적)의 메모리 피스",159,0,0,31220,"2023/06/02 15:00:00",31220,9999,"2030/08/01 14:59:59","시노부(해적)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아오이(캠프)의 메모리 피스",185,0,0,31221,"2023/06/29 15:00:00",31221,9999,"2030/08/01 14:59:59","아오이(캠프)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유카리(캠프)의 메모리 피스",239,0,0,31222,"2023/06/29 15:00:00",31222,9999,"2030/08/01 14:59:59","유카리(캠프)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"밤피의 메모리 피스",133,0,0,31223,"2023/07/17 15:00:00",31223,9999,"2030/08/01 14:59:59","밤피의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"히요리(여름)의 메모리 피스",381,0,0,31224,"2023/08/01 15:00:00",31224,9999,"2030/08/01 14:59:59","히요리(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"레이(여름)의 메모리 피스",38,0,0,31225,"2023/08/01 15:00:00",31225,9999,"2030/08/01 14:59:59","레이(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유이(여름)의 메모리 피스",232,0,0,31226,"2023/08/16 15:00:00",31226,9999,"2030/08/01 14:59:59","유이(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"쿄우카(여름)의 메모리 피스",318,0,0,31227,"2023/09/14 15:00:00",31227,9999,"2030/08/01 14:59:59","쿄우카(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미소기(여름)의 메모리 피스",112,0,0,31228,"2023/08/30 15:00:00",31228,9999,"2030/08/01 14:59:59","미소기(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미미(여름)의 메모리 피스",99,0,0,31229,"2023/08/30 15:00:00",31229,9999,"2030/08/01 14:59:59","미미(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아메스의 메모리 피스",178,0,0,31230,"2023/09/30 15:00:00",31230,9999,"2030/08/01 14:59:59","아메스의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마호(탐험가)의 메모리 피스",82,0,0,31231,"2023/10/03 15:00:00",31231,9999,"2030/08/01 14:59:59","마호(탐험가)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아야네(탐험가)의 메모리 피스",180,0,0,31232,"2023/10/16 15:00:00",31232,9999,"2030/08/01 14:59:59","아야네(탐험가)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"네아의 메모리 피스",13,0,0,31233,"2023/10/25 15:00:00",31233,9999,"2030/08/01 14:59:59","네아의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"린(할로윈)의 메모리 피스",65,0,0,31235,"2023/11/02 15:00:00",31235,9999,"2030/08/01 14:59:59","린(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"토모(할로윈)의 메모리 피스",355,0,0,31236,"2023/11/02 15:00:00",31236,9999,"2030/08/01 14:59:59","토모(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"나나카(할로윈)의 메모리 피스",5,0,0,31237,"2023/11/17 15:00:00",31237,9999,"2030/08/01 14:59:59","나나카(할로윈)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"크리스티나(와일드)의 메모리 피스",337,0,0,31238,"2023/11/30 15:00:00",31238,9999,"2030/08/01 14:59:59","크리스티나(와일드)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"마츠리(와일드)의 메모리 피스",70,0,0,31239,"2023/12/15 15:00:00",31239,9999,"2030/08/01 14:59:59","마츠리(와일드)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아카리(크리스마스)의 메모리 피스",196,0,0,31240,"2023/12/28 15:00:00",31240,9999,"2030/08/01 14:59:59","아카리(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"요리(크리스마스)의 메모리 피스",222,0,0,31241,"2023/12/28 15:00:00",31241,9999,"2030/08/01 14:59:59","요리(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"쥰(크리스마스)의 메모리 피스",264,0,0,31242,"2024/01/22 15:00:00",31242,9999,"2030/08/01 14:59:59","쥰(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"호마레(새해)의 메모리 피스",374,0,0,31245,"2024/02/14 15:00:00",31245,9999,"2030/08/01 14:59:59","호마레(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미사토(새해)의 메모리 피스",108,0,0,31246,"2024/02/02 15:00:00",31246,9999,"2030/08/01 14:59:59","미사토(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"미츠키(새해)의 메모리 피스",125,0,0,31247,"2024/01/30 15:00:00",31247,9999,"2030/08/01 14:59:59","미츠키(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"노조미(리버레이터)의 메모리 피스",15,0,0,31248,"2024/02/29 15:00:00",31248,9999,"2030/08/01 14:59:59","노조미(리버레이터)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카야(리버레이터)의 메모리 피스",289,0,0,31249,"2024/02/29 15:00:00",31249,9999,"2030/08/01 14:59:59","카야(리버레이터)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"무이미(리버레이터)의 메모리 피스",95,0,0,31250,"2024/03/14 15:00:00",31250,9999,"2030/08/01 14:59:59","무이미(리버레이터)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"타마키(카페)의 메모리 피스",350,0,0,31251,"2024/03/30 15:00:00",31251,9999,"2030/08/01 14:59:59","타마키(카페)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"모니카(카페)의 메모리 피스",92,0,0,31252,"2024/04/07 15:00:00",31252,9999,"2030/08/01 14:59:59","모니카(카페)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"콧코로(레인저)의 메모리 피스",308,0,0,31253,"2024/04/30 15:00:00",31253,9999,"2030/08/01 14:59:59","콧코로(레인저)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"시오리(레인저)의 메모리 피스",162,0,0,31254,"2024/05/13 15:00:00",31254,9999,"2030/08/01 14:59:59","시오리(레인저)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"지타(워록)의 메모리 피스",267,0,0,31255,"2024/06/02 15:00:00",31255,9999,"2030/08/01 14:59:59","지타(워록)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"비카라의 메모리 피스",134,0,0,31256,"2024/06/17 15:00:00",31256,9999,"2030/08/01 14:59:59","비카라의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카린(알케미스트)의 메모리 피스",281,0,0,31257,"2024/05/28 15:00:00",31257,9999,"2030/08/01 14:59:59","카린(알케미스트)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"리리(폴른)의 메모리 피스",57,0,0,31258,"2024/05/20 15:00:00",31258,9999,"2030/08/01 14:59:59","리리(폴른)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"크리아(폴른)의 메모리 피스",341,0,0,31260,"2024/11/28 15:00:00",31260,9999,"2030/08/01 14:59:59","크리아(폴른)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"프레시아(폴른)의 메모리 피스",367,0,0,31261,"2024/12/12 15:00:00",31261,9999,"2030/08/01 14:59:59","프레시아(폴른)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이리야(의장복)의 메모리 피스",254,0,0,31262,"2024/07/02 15:00:00",31262,9999,"2030/08/01 14:59:59","이리야(의장복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유키(의장복)의 메모리 피스",244,0,0,31263,"2024/07/15 15:00:00",31263,9999,"2030/08/01 14:59:59","유키(의장복)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"클로체의 메모리 피스",346,0,0,31264,"2024/07/28 15:00:00",31264,9999,"2030/08/01 14:59:59","클로체의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"라이라엘의 메모리 피스",30,0,0,31265,"2024/09/27 15:00:00",31265,9999,"2030/08/01 14:59:59","라이라엘의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"네네카(여름)의 메모리 피스",9,0,0,31266,"2024/07/31 15:00:00",31266,9999,"2030/08/01 14:59:59","네네카(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"아키노(여름)의 메모리 피스",199,0,0,31267,"2024/07/31 15:00:00",31267,9999,"2030/08/01 14:59:59","아키노(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"유카리(여름)의 메모리 피스",238,0,0,31268,"2024/08/14 15:00:00",31268,9999,"2030/08/01 14:59:59","유카리(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"란파(여름)의 메모리 피스",31,0,0,31269,"2024/08/27 15:00:00",31269,9999,"2030/08/01 14:59:59","란파(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"쿠우카(여름)의 메모리 피스",328,0,0,31270,"2024/08/27 15:00:00",31270,9999,"2030/08/01 14:59:59","쿠우카(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"시노부(여름)의 메모리 피스",157,0,0,31271,"2024/09/11 15:00:00",31271,9999,"2030/08/01 14:59:59","시노부(여름)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"캬루(편입생)의 메모리 피스",303,0,0,31272,"2024/09/30 15:00:00",31272,9999,"2030/08/01 14:59:59","캬루(편입생)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"스즈나(편입생)의 메모리 피스",148,0,0,31273,"2024/10/14 15:00:00",31273,9999,"2030/08/01 14:59:59","스즈나(편입생)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"사렌(사라사리아)의 메모리 피스",135,0,0,31275,"2024/10/30 15:00:00",31275,9999,"2030/08/01 14:59:59","사렌(사라사리아)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"루카(사라사리아)의 메모리 피스",46,0,0,31276,"2024/11/14 15:00:00",31276,9999,"2030/08/01 14:59:59","루카(사라사리아)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"린드의 메모리 피스",66,0,0,31277,"2025/11/10 15:00:00",31277,9999,"2030/08/01 14:59:59","린드의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"블룸의 메모리 피스",385,0,0,31278,"2025/11/18 15:00:00",31278,9999,"2030/08/01 14:59:59","블룸의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"페코린느(크리스마스)의 메모리 피스",362,0,0,31279,"2024/12/27 15:00:00",31279,9999,"2030/08/01 14:59:59","페코린느(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"크레짓타(크리스마스)의 메모리 피스",333,0,0,31280,"2025/01/09 15:00:00",31280,9999,"2030/08/01 14:59:59","크레짓타(크리스마스)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"이노리(새해)의 메모리 피스",248,0,0,31283,"2025/01/27 15:00:00",31283,9999,"2030/08/01 14:59:59","이노리(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"하츠네(새해)의 메모리 피스",369,0,0,31284,"2025/01/27 15:00:00",31284,9999,"2030/08/01 14:59:59","하츠네(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"카스미(새해)의 메모리 피스",284,0,0,31285,"2025/02/09 15:00:00",31285,9999,"2030/08/01 14:59:59","카스미(새해)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"히요리(아스트랄)의 메모리 피스",380,0,0,31287,"2025/03/13 15:00:00",31287,9999,"2030/08/01 14:59:59","히요리(아스트랄)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
1,"레이(아스트랄)의 메모리 피스",37,0,0,31288,"2025/02/27 15:00:00",31288,9999,"2030/08/01 14:59:59","레이(아스트랄)의 기억의 조각이 봉인된 아이템. 일정 개수를 모으면 숨겨진 힘이 해방된다.",11
