e0e2b5a70eb964ed54723ccb566c785363f90aee19e1975636a45f855b45f6fc,release_boss_id_1,condition_quest_id_1,event_id,boss_id,condition_quest_id_2,condition_boss_id_2,force_unlock_time,release_quest_id_1,b8ab70d9c2860909e30b017a9e959d089835b1d87a2ba429623ea2a62abc1cf1,96634a3b54c87031bd0c3ed6f26f3faa258cd065d1a79d5c1e3da35318712bec,condition_boss_id_1
0,0,0,10091,1009105,0,0,0,0,0,0,1009104
0,1009202,10092115,10092,1009201,0,0,"2023/06/05 15:00:00",10092201,0,0,0
0,1009203,0,10092,1009202,0,0,0,0,0,0,1009201
0,1009204,0,10092,1009203,0,0,0,0,0,0,1009202
0,0,0,10092,1009204,0,0,0,0,0,0,1009203
0,0,0,10092,1009205,0,0,0,0,0,0,1009204
0,1009302,10093115,10093,1009301,0,0,"2023/06/18 15:00:00",10093201,0,0,0
0,1009303,0,10093,1009302,0,0,0,0,0,0,1009301
0,1009304,0,10093,1009303,0,0,0,0,0,0,1009302
0,0,0,10093,1009304,0,0,0,0,0,0,1009303
0,0,0,10093,1009305,0,0,0,0,0,0,1009304
0,1009402,10094115,10094,1009401,0,0,"2023/07/05 15:00:00",10094201,0,0,0
0,1009403,0,10094,1009402,0,0,0,0,0,0,1009401
0,1009404,0,10094,1009403,0,0,0,0,0,0,1009402
0,0,0,10094,1009404,0,0,0,0,0,0,1009403
0,0,0,10094,1009405,0,0,0,0,0,0,1009404
0,1009502,10095115,10095,1009501,0,0,"2023/07/18 15:00:00",10095201,0,0,0
0,1009503,0,10095,1009502,0,0,0,0,0,0,1009501
0,1009504,0,10095,1009503,0,0,0,0,0,0,1009502
0,0,0,10095,1009504,0,0,0,0,0,0,1009503
0,0,0,10095,1009505,0,0,0,0,0,0,1009504
0,1009602,10096115,10096,1009601,0,0,"2023/08/07 15:00:00",10096201,0,0,0
0,1009603,0,10096,1009602,0,0,0,0,0,0,1009601
0,1009604,0,10096,1009603,0,0,0,0,0,0,1009602
0,0,0,10096,1009604,0,0,0,0,0,0,1009603
0,0,0,10096,1009605,0,0,0,0,0,0,1009604
0,1009702,10097115,10097,1009701,0,0,"2023/08/20 15:00:00",10097201,0,0,0
0,1009703,0,10097,1009702,0,0,0,0,0,0,1009701
0,1009704,0,10097,1009703,0,0,0,0,0,0,1009702
0,0,0,10097,1009704,0,0,0,0,0,0,1009703
0,0,0,10097,1009705,0,0,0,0,0,0,1009704
0,1009802,10098115,10098,1009801,0,0,"2023/09/05 15:00:00",10098201,0,0,0
0,1009803,0,10098,1009802,0,0,0,0,0,0,1009801
0,1009804,0,10098,1009803,0,0,0,0,0,0,1009802
0,0,0,10098,1009804,0,0,0,0,0,0,1009803
0,0,0,10098,1009805,0,0,0,0,0,0,1009804
0,1009902,10099115,10099,1009901,0,0,"2023/09/20 15:00:00",10099201,0,0,0
0,1009903,0,10099,1009902,0,0,0,0,0,0,1009901
0,1009904,0,10099,1009903,0,0,0,0,0,0,1009902
0,0,0,10099,1009904,0,0,0,0,0,0,1009903
0,0,0,10099,1009905,0,0,0,0,0,0,1009904
0,1010002,10100115,10100,1010001,0,0,"2023/10/01 15:00:00",10100201,0,0,0
0,1010003,0,10100,1010002,0,0,0,0,0,0,1010001
0,1010004,0,10100,1010003,0,0,0,0,0,0,1010002
0,0,0,10100,1010004,0,0,0,0,0,0,1010003
0,0,0,10100,1010005,0,0,0,0,0,0,1010004
0,1010102,10101115,10101,1010101,0,0,"2023/10/20 15:00:00",10101201,0,0,0
0,1010103,0,10101,1010102,0,0,0,0,0,0,1010101
0,1010104,0,10101,1010103,0,0,0,0,0,0,1010102
0,0,0,10101,1010104,0,0,0,0,0,0,1010103
0,0,0,10101,1010105,0,0,0,0,0,0,1010104
0,1010202,10102115,10102,1010201,0,0,"2023/11/08 15:00:00",10102201,0,0,0
0,1010203,0,10102,1010202,0,0,0,0,0,0,1010201
0,1010204,0,10102,1010203,0,0,0,0,0,0,1010202
0,0,0,10102,1010204,0,0,0,0,0,0,1010203
0,0,0,10102,1010205,0,0,0,0,0,0,1010204
0,1010302,10103115,10103,1010301,0,0,"2023/11/21 15:00:00",10103201,0,0,0
0,1010303,0,10103,1010302,0,0,0,0,0,0,1010301
0,1010304,0,10103,1010303,0,0,0,0,0,0,1010302
0,0,0,10103,1010304,0,0,0,0,0,0,1010303
0,0,0,10103,1010305,0,0,0,0,0,0,1010304
0,1010402,10104115,10104,1010401,0,0,"2023/12/06 15:00:00",10104201,0,0,0
0,1010403,0,10104,1010402,0,0,0,0,0,0,1010401
0,1010404,0,10104,1010403,0,0,0,0,0,0,1010402
0,0,0,10104,1010404,0,0,0,0,0,0,1010403
0,0,0,10104,1010405,0,0,0,0,0,0,1010404
0,1010502,10105115,10105,1010501,0,0,"2023/12/19 15:00:00",10105201,0,0,0
0,1010503,0,10105,1010502,0,0,0,0,0,0,1010501
0,1010504,0,10105,1010503,0,0,0,0,0,0,1010502
0,0,0,10105,1010504,0,0,0,0,0,0,1010503
0,0,0,10105,1010505,0,0,0,0,0,0,1010504
0,1010602,10106115,10106,1010601,0,0,"2024/01/03 15:00:00",10106201,0,0,0
0,1010603,0,10106,1010602,0,0,0,0,0,0,1010601
0,1010604,0,10106,1010603,0,0,0,0,0,0,1010602
0,0,0,10106,1010604,0,0,0,0,0,0,1010603
0,0,0,10106,1010605,0,0,0,0,0,0,1010604
0,1010702,10107115,10107,1010701,0,0,"2024/01/19 15:00:00",10107201,0,0,0
0,1010703,0,10107,1010702,0,0,0,0,0,0,1010701
0,1010704,0,10107,1010703,0,0,0,0,0,0,1010702
0,0,0,10107,1010704,0,0,0,0,0,0,1010703
0,0,0,10107,1010705,0,0,0,0,0,0,1010704
0,1010802,10108115,10108,1010801,0,0,"2024/02/05 15:00:00",10108201,0,0,0
0,1010803,0,10108,1010802,0,0,0,0,0,0,1010801
0,1010804,0,10108,1010803,0,0,0,0,0,0,1010802
0,0,0,10108,1010804,0,0,0,0,0,0,1010803
0,0,0,10108,1010805,0,0,0,0,0,0,1010804
0,1010902,10109115,10109,1010901,0,0,"2024/02/19 15:00:00",10109201,0,0,0
0,1010903,0,10109,1010902,0,0,0,0,0,0,1010901
0,1010904,0,10109,1010903,0,0,0,0,0,0,1010902
0,0,0,10109,1010904,0,0,0,0,0,0,1010903
0,0,0,10109,1010905,0,0,0,0,0,0,1010904
0,1011002,10110115,10110,1011001,0,0,"2024/03/06 15:00:00",10110201,0,0,0
0,1011003,0,10110,1011002,0,0,0,0,0,0,1011001
0,1011004,0,10110,1011003,0,0,0,0,0,0,1011002
0,0,0,10110,1011004,0,0,0,0,0,0,1011003
0,0,0,10110,1011005,0,0,0,0,0,0,1011004
0,1011102,10111115,10111,1011101,0,0,"2024/03/13 15:00:00",10111201,0,0,0
0,1011103,0,10111,1011102,0,0,0,0,0,0,1011101
0,1011104,0,10111,1011103,0,0,0,0,0,0,1011102
0,0,0,10111,1011104,0,0,0,0,0,0,1011103
0,0,0,10111,1011105,0,0,0,0,0,0,1011104
0,1011202,10112115,10112,1011201,0,0,"2024/03/12 15:00:00",10112201,0,0,0
0,1011203,0,10112,1011202,0,0,0,0,0,0,1011201
0,1011204,0,10112,1011203,0,0,0,0,0,0,1011202
0,0,0,10112,1011204,0,0,0,0,0,0,1011203
0,0,0,10112,1011205,0,0,0,0,0,0,1011204
0,1011302,10113115,10113,1011301,0,0,"2024/03/17 15:00:00",10113201,0,0,0
0,1011303,0,10113,1011302,0,0,0,0,0,0,1011301
0,1011304,0,10113,1011303,0,0,0,0,0,0,1011302
0,0,0,10113,1011304,0,0,0,0,0,0,1011303
0,0,0,10113,1011305,0,0,0,0,0,0,1011304
0,1011402,10114115,10114,1011401,0,0,"2024/04/05 15:00:00",10114201,0,0,0
0,1011403,0,10114,1011402,0,0,0,0,0,0,1011401
0,1011404,0,10114,1011403,0,0,0,0,0,0,1011402
0,0,0,10114,1011404,0,0,0,0,0,0,1011403
0,0,0,10114,1011405,0,0,0,0,0,0,1011404
0,1011502,10115115,10115,1011501,0,0,"2024/04/19 15:00:00",10115201,0,0,0
0,1011503,0,10115,1011502,0,0,0,0,0,0,1011501
0,1011504,0,10115,1011503,0,0,0,0,0,0,1011502
0,0,0,10115,1011504,0,0,0,0,0,0,1011503
0,0,0,10115,1011505,0,0,0,0,0,0,1011504
0,1011602,10116115,10116,1011601,0,0,"2024/05/06 15:00:00",10116201,0,0,0
0,1011603,0,10116,1011602,0,0,0,0,0,0,1011601
0,1011604,0,10116,1011603,0,0,0,0,0,0,1011602
0,0,0,10116,1011604,0,0,0,0,0,0,1011603
0,0,0,10116,1011605,0,0,0,0,0,0,1011604
0,1011702,10117115,10117,1011701,0,0,"2024/05/19 15:00:00",10117201,0,0,0
0,1011703,0,10117,1011702,0,0,0,0,0,0,1011701
0,1011704,0,10117,1011703,0,0,0,0,0,0,1011702
0,0,0,10117,1011704,0,0,0,0,0,0,1011703
0,0,0,10117,1011705,0,0,0,0,0,0,1011704
0,1011802,10118115,10118,1011801,0,0,"2024/06/03 15:00:00",10118201,0,0,0
0,1011803,0,10118,1011802,0,0,0,0,0,0,1011801
0,1011804,0,10118,1011803,0,0,0,0,0,0,1011802
0,0,0,10118,1011804,0,0,0,0,0,0,1011803
0,0,0,10118,1011805,0,0,0,0,0,0,1011804
0,1011902,10119115,10119,1011901,0,0,"2024/06/17 15:00:00",10119201,0,0,0
0,1011903,0,10119,1011902,0,0,0,0,0,0,1011901
0,1011904,0,10119,1011903,0,0,0,0,0,0,1011902
0,0,0,10119,1011904,0,0,0,0,0,0,1011903
0,0,0,10119,1011905,0,0,0,0,0,0,1011904
0,1012002,10120115,10120,1012001,0,0,"2024/07/08 15:00:00",10120201,0,0,0
0,1012003,0,10120,1012002,0,0,0,0,0,0,1012001
0,1012004,0,10120,1012003,0,0,0,0,0,0,1012002
0,0,0,10120,1012004,0,0,0,0,0,0,1012003
0,0,0,10120,1012005,0,0,0,0,0,0,1012004
0,1012102,10121115,10121,1012101,0,0,"2024/07/19 15:00:00",10121201,0,0,0
0,1012103,0,10121,1012102,0,0,0,0,0,0,1012101
0,1012104,0,10121,1012103,0,0,0,0,0,0,1012102
0,0,0,10121,1012104,0,0,0,0,0,0,1012103
0,0,0,10121,1012105,0,0,0,0,0,0,1012104
0,1012202,10122115,10122,1012201,0,0,"2024/08/06 15:00:00",10122201,0,0,0
0,1012203,0,10122,1012202,0,0,0,0,0,0,1012201
0,1012204,0,10122,1012203,0,0,0,0,0,0,1012202
0,0,0,10122,1012204,0,0,0,0,0,0,1012203
0,0,0,10122,1012205,0,0,0,0,0,0,1012204
0,1012302,10123115,10123,1012301,0,0,"2024/08/20 15:00:00",10123201,0,0,0
0,1012303,0,10123,1012302,0,0,0,0,0,0,1012301
0,1012304,0,10123,1012303,0,0,0,0,0,0,1012302
0,0,0,10123,1012304,0,0,0,0,0,0,1012303
0,0,0,10123,1012305,0,0,0,0,0,0,1012304
0,1012402,10124115,10124,1012401,0,0,"2024/09/02 15:00:00",10124201,0,0,0
0,1012403,0,10124,1012402,0,0,0,0,0,0,1012401
0,1012404,0,10124,1012403,0,0,0,0,0,0,1012402
0,0,0,10124,1012404,0,0,0,0,0,0,1012403
0,0,0,10124,1012405,0,0,0,0,0,0,1012404
0,1012502,10125115,10125,1012501,0,0,"2024/09/17 15:00:00",10125201,0,0,0
0,1012503,0,10125,1012502,0,0,0,0,0,0,1012501
0,1012504,0,10125,1012503,0,0,0,0,0,0,1012502
0,0,0,10125,1012504,0,0,0,0,0,0,1012503
0,0,0,10125,1012505,0,0,0,0,0,0,1012504
0,1012602,10126115,10126,1012601,0,0,"2024/10/06 15:00:00",10126201,0,0,0
0,1012603,0,10126,1012602,0,0,0,0,0,0,1012601
0,1012604,0,10126,1012603,0,0,0,0,0,0,1012602
0,0,0,10126,1012604,0,0,0,0,0,0,1012603
0,0,0,10126,1012605,0,0,0,0,0,0,1012604
0,1012702,10127115,10127,1012701,0,0,"2024/10/19 15:00:00",10127201,0,0,0
0,1012703,0,10127,1012702,0,0,0,0,0,0,1012701
0,1012704,0,10127,1012703,0,0,0,0,0,0,1012702
0,0,0,10127,1012704,0,0,0,0,0,0,1012703
0,0,0,10127,1012705,0,0,0,0,0,0,1012704
0,1012802,10128115,10128,1012801,0,0,"2024/11/05 15:00:00",10128201,0,0,0
0,1012803,0,10128,1012802,0,0,0,0,0,0,1012801
0,1012804,0,10128,1012803,0,0,0,0,0,0,1012802
0,0,0,10128,1012804,0,0,0,0,0,0,1012803
0,0,0,10128,1012805,0,0,0,0,0,0,1012804
0,1012902,10129115,10129,1012901,0,0,"2024/11/20 15:00:00",10129201,0,0,0
0,1012903,0,10129,1012902,0,0,0,0,0,0,1012901
0,1012904,0,10129,1012903,0,0,0,0,0,0,1012902
0,0,0,10129,1012904,0,0,0,0,0,0,1012903
0,0,0,10129,1012905,0,0,0,0,0,0,1012904
0,1013002,10130115,10130,1013001,0,0,"2024/12/04 15:00:00",10130201,0,0,0
0,1013003,0,10130,1013002,0,0,0,0,0,0,1013001
0,1013004,0,10130,1013003,0,0,0,0,0,0,1013002
0,0,0,10130,1013004,0,0,0,0,0,0,1013003
0,0,0,10130,1013005,0,0,0,0,0,0,1013004
0,1013102,10131115,10131,1013101,0,0,"2024/12/17 15:00:00",10131201,0,0,0
0,1013103,0,10131,1013102,0,0,0,0,0,0,1013101
0,1013104,0,10131,1013103,0,0,0,0,0,0,1013102
0,0,0,10131,1013104,0,0,0,0,0,0,1013103
0,0,0,10131,1013105,0,0,0,0,0,0,1013104
0,1013202,10132110,10132,1013201,0,0,"2025/01/02 15:00:00",10132201,0,0,0
0,1013203,0,10132,1013202,0,0,0,0,0,0,1013201
0,1013204,0,10132,1013203,0,0,0,0,0,0,1013202
0,0,0,10132,1013204,0,0,0,0,0,0,1013203
0,0,0,10132,1013205,0,0,0,0,0,0,1013204
0,0,0,10132,1013206,0,0,0,0,0,0,1013204
0,1013302,10133115,10133,1013301,0,0,"2025/01/19 15:00:00",10133201,0,0,0
0,1013303,0,10133,1013302,0,0,0,0,0,0,1013301
0,1013304,0,10133,1013303,0,0,0,0,0,0,1013302
0,0,0,10133,1013304,0,0,0,0,0,0,1013303
0,0,0,10133,1013305,0,0,0,0,0,0,1013304
0,1013402,10134110,10134,1013401,0,0,"2025/02/02 15:00:00",10134201,0,0,0
0,1013403,0,10134,1013402,0,0,0,0,0,0,1013401
0,1013404,0,10134,1013403,0,0,0,0,0,0,1013402
0,0,0,10134,1013404,0,0,0,0,0,0,1013403
0,0,0,10134,1013405,0,0,0,0,0,0,1013404
0,0,0,10134,1013406,0,0,0,0,0,0,1013404
0,1013502,10135115,10135,1013501,0,0,"2025/02/20 15:00:00",10135201,0,0,0
0,1013503,0,10135,1013502,0,0,0,0,0,0,1013501
0,1013504,0,10135,1013503,0,0,0,0,0,0,1013502
0,0,0,10135,1013504,0,0,0,0,0,0,1013503
0,0,0,10135,1013505,0,0,0,0,0,0,1013504
0,1013602,10136110,10136,1013601,0,0,"2025/03/04 15:00:00",10136201,0,0,0
0,1013603,0,10136,1013602,0,0,0,0,0,0,1013601
0,1013604,0,10136,1013603,0,0,0,0,0,0,1013602
0,0,0,10136,1013604,0,0,0,0,0,0,1013603
0,0,0,10136,1013605,0,0,0,0,0,0,1013604
0,0,0,10136,1013606,0,0,0,0,0,0,1013604
0,1013702,10137110,10137,1013701,0,0,"2025/03/12 15:00:00",10137201,0,0,0
0,1013703,0,10137,1013702,0,0,0,0,0,0,1013701
0,1013704,0,10137,1013703,0,0,0,0,0,0,1013702
0,0,0,10137,1013704,0,0,0,0,0,0,1013703
0,0,0,10137,1013705,0,0,0,0,0,0,1013704
0,0,0,10137,1013706,0,0,0,0,0,0,1013704
0,1013802,10138115,10138,1013801,0,0,"2025/03/11 15:00:00",10138201,0,0,0
0,1013803,0,10138,1013802,0,0,0,0,0,0,1013801
0,1013804,0,10138,1013803,0,0,0,0,0,0,1013802
0,0,0,10138,1013804,0,0,0,0,0,0,1013803
0,0,0,10138,1013805,0,0,0,0,0,0,1013804
0,1013902,10139115,10139,1013901,0,0,"2025/03/16 15:00:00",10139201,0,0,0
0,1013903,0,10139,1013902,0,0,0,0,0,0,1013901
0,1013904,0,10139,1013903,0,0,0,0,0,0,1013902
0,0,0,10139,1013904,0,0,0,0,0,0,1013903
0,0,0,10139,1013905,0,0,0,0,0,0,1013904
0,1014002,10140110,10140,1014001,0,0,"2025/04/06 15:00:00",10140201,0,0,0
0,1014003,0,10140,1014002,0,0,0,0,0,0,1014001
0,1014004,0,10140,1014003,0,0,0,0,0,0,1014002
0,0,0,10140,1014004,0,0,0,0,0,0,1014003
0,0,0,10140,1014005,0,0,0,0,0,0,1014004
0,0,0,10140,1014006,0,0,0,0,0,0,1014004
0,1014102,10141115,10141,1014101,0,0,"2025/04/18 15:00:00",10141201,0,0,0
0,1014103,0,10141,1014102,0,0,0,0,0,0,1014101
0,1014104,0,10141,1014103,0,0,0,0,0,0,1014102
0,0,0,10141,1014104,0,0,0,0,0,0,1014103
0,0,0,10141,1014105,0,0,0,0,0,0,1014104
0,1014202,10142110,10142,1014201,0,0,0,10142201,0,0,0
0,1014203,0,10142,1014202,0,0,0,0,0,0,1014201
0,1014204,0,10142,1014203,0,0,0,0,0,0,1014202
0,0,0,10142,1014204,0,0,0,0,0,0,1014203
0,0,0,10142,1014205,0,0,0,0,0,0,1014204
0,0,0,10142,1014206,0,0,0,0,0,0,1014204
0,1014302,10143115,10143,1014301,0,0,0,10143201,0,0,0
0,1014303,0,10143,1014302,0,0,0,0,0,0,1014301
0,1014304,0,10143,1014303,0,0,0,0,0,0,1014302
0,0,0,10143,1014304,0,0,0,0,0,0,1014303
0,0,0,10143,1014305,0,0,0,0,0,0,1014304
0,1014402,10144110,10144,1014401,0,0,0,10144201,0,0,0
0,1014403,0,10144,1014402,0,0,0,0,0,0,1014401
0,1014404,0,10144,1014403,0,0,0,0,0,0,1014402
0,0,0,10144,1014404,0,0,0,0,0,0,1014403
0,0,0,10144,1014405,0,0,0,0,0,0,1014404
0,0,0,10144,1014406,0,0,0,0,0,0,1014404
0,1014502,10145115,10145,1014501,0,0,0,10145201,0,0,0
0,1014503,0,10145,1014502,0,0,0,0,0,0,1014501
0,1014504,0,10145,1014503,0,0,0,0,0,0,1014502
0,0,0,10145,1014504,0,0,0,0,0,0,1014503
0,0,0,10145,1014505,0,0,0,0,0,0,1014504
0,1014602,10146110,10146,1014601,0,0,0,10146201,0,0,0
0,1014603,0,10146,1014602,0,0,0,0,0,0,1014601
0,1014604,0,10146,1014603,0,0,0,0,0,0,1014602
0,0,0,10146,1014604,0,0,0,0,0,0,1014603
0,0,0,10146,1014605,0,0,0,0,0,0,1014604
0,0,0,10146,1014606,0,0,0,0,0,0,1014604
0,1014702,10147115,10147,1014701,0,0,0,10147201,0,0,0
0,1014703,0,10147,1014702,0,0,0,0,0,0,1014701
0,1014704,0,10147,1014703,0,0,0,0,0,0,1014702
0,0,0,10147,1014704,0,0,0,0,0,0,1014703
0,0,0,10147,1014705,0,0,0,0,0,0,1014704
0,1014802,10148110,10148,1014801,0,0,0,10148201,0,0,0
0,1014803,0,10148,1014802,0,0,0,0,0,0,1014801
0,1014804,0,10148,1014803,0,0,0,0,0,0,1014802
0,0,0,10148,1014804,0,0,0,0,0,0,1014803
0,0,0,10148,1014805,0,0,0,0,0,0,1014804
0,0,0,10148,1014806,0,0,0,0,0,0,1014804
0,1014902,10149115,10149,1014901,0,0,0,10149201,0,0,0
0,1014903,0,10149,1014902,0,0,0,0,0,0,1014901
0,1014904,0,10149,1014903,0,0,0,0,0,0,1014902
0,0,0,10149,1014904,0,0,0,0,0,0,1014903
0,0,0,10149,1014905,0,0,0,0,0,0,1014904
0,1015002,10150110,10150,1015001,0,0,0,10150201,0,0,0
0,1015003,0,10150,1015002,0,0,0,0,0,0,1015001
0,1015004,0,10150,1015003,0,0,0,0,0,0,1015002
0,0,0,10150,1015004,0,0,0,0,0,0,1015003
0,0,0,10150,1015005,0,0,0,0,0,0,1015004
0,0,0,10150,1015006,0,0,0,0,0,0,1015004
0,1015102,10151115,10151,1015101,0,0,0,10151201,0,0,0
0,1015103,0,10151,1015102,0,0,0,0,0,0,1015101
0,1015104,0,10151,1015103,0,0,0,0,0,0,1015102
0,0,0,10151,1015104,0,0,0,0,0,0,1015103
0,0,0,10151,1015105,0,0,0,0,0,0,1015104
0,1015202,10152110,10152,1015201,0,0,0,10152201,0,0,0
0,1015203,0,10152,1015202,0,0,0,0,0,0,1015201
0,1015204,0,10152,1015203,0,0,0,0,0,0,1015202
0,0,0,10152,1015204,0,0,0,0,0,0,1015203
0,0,0,10152,1015205,0,0,0,0,0,0,1015204
0,0,0,10152,1015206,0,0,0,0,0,0,1015204
0,1015302,10153115,10153,1015301,0,0,0,10153201,0,0,0
0,1015303,0,10153,1015302,0,0,0,0,0,0,1015301
0,1015304,0,10153,1015303,0,0,0,0,0,0,1015302
0,0,0,10153,1015304,0,0,0,0,0,0,1015303
0,0,0,10153,1015305,0,0,0,0,0,0,1015304
