energy_reset_flag,reward_image_4,reward_image_5,difficulty,dungeon_quest_detail_monster_size,chest_id,wave_bgm_sheet_id_1,quest_detail_monster_scale_1,quest_id,reward_image_1,dungeon_quest_detail_monster_position_x_4,emax,background,dungeon_quest_detail_bg_position,fixed_start_tp_rate,reward_coin,parts_hp_save_flag,quest_detail_monster_scale_4,reward_csc,odds_group_id,dungeon_quest_detail_monster_position_x_5,floor_num,dungeon_quest_detail_monster_position_x_1,reward_image_6,wave_bgm_que_id_1,dungeon_quest_detail_monster_position_x_2,dungeon_quest_detail_bg_id,limit_time,dungeon_quest_detail_monster_position_x_3,quest_detail_monster_scale_5,quest_type,multi_target_effect_time,reward_image_2,wave_group_id,clear_reward_group,quest_detail_monster_scale_3,quest_detail_monster_scale_2,dungeon_area_id,reward_image_3,dungeon_quest_detail_monster_height
0,140001,25001,1,1.2,40004,bgm_M06,0.0,320030101,90002,0.0,0,102841,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,1,1.2,40004,bgm_M06,0.0,320030102,90002,0.0,0,102842,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,1,1.2,40004,bgm_M06,0.0,320030103,90002,0.0,0,102843,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,102843,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,1,1.2,40004,bgm_M06,0.0,320030104,90002,0.0,0,102842,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,1,1.2,40004,bgm_M06,0.0,320030105,90002,0.0,0,102841,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
1,140001,25001,1,1.0,40004,bgm_M126,0.8,320030106,90002,0.0,1,102842,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,0,bgm_M126,0.0,102842,90,0.0,0.8,5,0.0,90008,502003111,0,0.8,0.8,32003,94002,0.0
1,140001,25001,1,1.0,40004,bgm_M126,0.8,320030107,90002,0.0,1,102843,-50,0,100,0,1.2,100,3200205,0.0,7,0.0,0,bgm_M126,0.0,102843,90,0.0,0.8,5,0.0,90008,502003121,0,0.8,0.8,32003,94002,0.0
1,140001,25001,1,1.2,40004,bgm_M64,1.0,320030108,90002,0.0,1,102851,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003131,0,0.0,0.0,32003,94002,0.0
1,140001,25001,1,1.2,40004,bgm_M64,1.0,320030109,90002,0.0,1,102851,-50,0,100,0,0.0,100,3200205,0.0,9,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003141,0,0.0,0.0,32003,94002,0.0
1,140001,25001,1,0.5,40004,bgm_M63,1.0,320030110,90002,0.0,1,102852,-50,0,100,1,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,102852,90,0.0,0.0,3,5.1,90008,502003151,0,0.0,1.0,32003,94002,0.0
0,140001,25001,2,1.2,40004,bgm_M06,0.0,320030201,90002,0.0,0,102841,-50,100,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,2,1.2,40004,bgm_M06,0.0,320030202,90002,0.0,0,102842,-50,100,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,2,1.2,40004,bgm_M06,0.0,320030203,90002,0.0,0,102843,-50,100,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,102843,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,2,1.2,40004,bgm_M06,0.0,320030204,90002,0.0,0,102842,-50,100,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,2,1.2,40004,bgm_M06,0.0,320030205,90002,0.0,0,102841,-50,100,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
1,140001,25001,2,1.0,40004,bgm_M126,0.8,320030206,90002,0.0,1,102842,-50,100,100,0,1.2,100,3200205,0.0,6,0.0,0,bgm_M126,0.0,102842,90,0.0,0.8,5,0.0,90008,502003211,0,0.8,0.8,32003,94002,0.0
1,140001,25001,2,1.0,40004,bgm_M126,0.8,320030207,90002,0.0,1,102843,-50,100,100,0,1.2,100,3200205,0.0,7,0.0,0,bgm_M126,0.0,102843,90,0.0,0.8,5,0.0,90008,502003221,0,0.8,0.8,32003,94002,0.0
1,140001,25001,2,1.2,40004,bgm_M64,1.0,320030208,90002,0.0,1,102851,-50,100,100,0,0.0,100,3200205,0.0,8,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003231,0,0.0,0.0,32003,94002,0.0
1,140001,25001,2,1.2,40004,bgm_M64,1.0,320030209,90002,0.0,1,102851,-50,100,100,0,0.0,100,3200205,0.0,9,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003241,0,0.0,0.0,32003,94002,0.0
1,140001,25001,2,0.5,40004,bgm_M63,1.0,320030210,90002,0.0,1,102852,-50,100,100,1,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,102852,90,0.0,0.0,3,5.1,90008,502003251,0,0.0,1.0,32003,94002,0.0
0,140001,25001,3,1.2,40004,bgm_M06,0.0,320030301,90002,0.0,0,102841,-50,200,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,3,1.2,40004,bgm_M06,0.0,320030302,90002,0.0,0,102842,-50,200,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,3,1.2,40004,bgm_M06,0.0,320030303,90002,0.0,0,102843,-50,200,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,102843,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,3,1.2,40004,bgm_M06,0.0,320030304,90002,0.0,0,102842,-50,200,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,3,1.2,40004,bgm_M06,0.0,320030305,90002,0.0,0,102841,-50,200,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
1,140001,25001,3,1.0,40004,bgm_M126,0.8,320030306,90002,0.0,1,102842,-50,200,100,0,1.2,100,3200205,0.0,6,0.0,0,bgm_M126,0.0,102842,90,0.0,0.8,5,0.0,90008,502003311,0,0.8,0.8,32003,94002,0.0
1,140001,25001,3,1.0,40004,bgm_M126,0.8,320030307,90002,0.0,1,102843,-50,200,100,0,1.2,100,3200205,0.0,7,0.0,0,bgm_M126,0.0,102843,90,0.0,0.8,5,0.0,90008,502003321,0,0.8,0.8,32003,94002,0.0
1,140001,25001,3,1.2,40004,bgm_M64,1.0,320030308,90002,0.0,1,102851,-50,200,100,0,0.0,100,3200205,0.0,8,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003331,0,0.0,0.0,32003,94002,0.0
1,140001,25001,3,1.2,40004,bgm_M64,1.0,320030309,90002,0.0,1,102851,-50,200,100,0,0.0,100,3200205,0.0,9,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003341,0,0.0,0.0,32003,94002,0.0
1,140001,25001,3,0.5,40004,bgm_M63,1.0,320030310,90002,0.0,1,102852,-50,200,100,1,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,102852,90,0.0,0.0,3,5.1,90008,502003351,0,0.0,1.0,32003,94002,0.0
0,140001,25001,4,1.2,40004,bgm_M06,0.0,320030401,90002,0.0,0,102841,-50,300,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,4,1.2,40004,bgm_M06,0.0,320030402,90002,0.0,0,102842,-50,300,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,4,1.2,40004,bgm_M06,0.0,320030403,90002,0.0,0,102843,-50,300,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,102843,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,4,1.2,40004,bgm_M06,0.0,320030404,90002,0.0,0,102842,-50,300,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,4,1.2,40004,bgm_M06,0.0,320030405,90002,0.0,0,102841,-50,300,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
1,140001,25001,4,1.0,40004,bgm_M126,0.8,320030406,90002,0.0,1,102842,-50,300,100,0,1.2,100,3200205,0.0,6,0.0,0,bgm_M126,0.0,102842,90,0.0,0.8,5,0.0,90008,502003411,0,0.8,0.8,32003,94002,0.0
1,140001,25001,4,1.0,40004,bgm_M126,0.8,320030407,90002,0.0,1,102843,-50,300,100,0,1.2,100,3200205,0.0,7,0.0,0,bgm_M126,0.0,102843,90,0.0,0.8,5,0.0,90008,502003421,0,0.8,0.8,32003,94002,0.0
1,140001,25001,4,1.2,40004,bgm_M64,1.0,320030408,90002,0.0,1,102851,-50,300,100,0,0.0,100,3200205,0.0,8,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003431,0,0.0,0.0,32003,94002,0.0
1,140001,25001,4,1.2,40004,bgm_M64,1.0,320030409,90002,0.0,1,102851,-50,300,100,0,0.0,100,3200205,0.0,9,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003441,0,0.0,0.0,32003,94002,0.0
1,140001,25001,4,0.5,40004,bgm_M63,1.0,320030410,90002,0.0,1,102852,-50,300,100,1,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,102852,90,0.0,0.0,3,5.1,90008,502003451,0,0.0,1.0,32003,94002,0.0
0,140001,25001,5,1.2,40004,bgm_M06,0.0,320030501,90002,0.0,0,102841,-50,400,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,5,1.2,40004,bgm_M06,0.0,320030502,90002,0.0,0,102842,-50,400,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,5,1.2,40004,bgm_M06,0.0,320030503,90002,0.0,0,102843,-50,400,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,102843,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,5,1.2,40004,bgm_M06,0.0,320030504,90002,0.0,0,102842,-50,400,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,102842,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
0,140001,25001,5,1.2,40004,bgm_M06,0.0,320030505,90002,0.0,0,102841,-50,400,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,102841,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32003,94002,0.0
1,140001,25001,5,1.0,40004,bgm_M126,0.8,320030506,90002,0.0,1,102842,-50,400,100,0,1.2,100,3200205,0.0,6,0.0,0,bgm_M126,0.0,102842,90,0.0,0.8,5,0.0,90008,502003511,0,0.8,0.8,32003,94002,0.0
1,140001,25001,5,1.0,40004,bgm_M126,0.8,320030507,90002,0.0,1,102843,-50,400,100,0,1.2,100,3200205,0.0,7,0.0,0,bgm_M126,0.0,102843,90,0.0,0.8,5,0.0,90008,502003521,0,0.8,0.8,32003,94002,0.0
1,140001,25001,5,1.2,40004,bgm_M64,1.0,320030508,90002,0.0,1,102851,-50,400,100,0,0.0,100,3200205,0.0,8,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003531,0,0.0,0.0,32003,94002,0.0
1,140001,25001,5,1.2,40004,bgm_M64,1.0,320030509,90002,0.0,1,102851,-50,400,100,0,0.0,100,3200205,0.0,9,0.0,0,bgm_M64,0.0,102851,90,0.0,0.0,3,0.0,90008,502003541,0,0.0,0.0,32003,94002,0.0
1,140001,25001,5,0.5,40004,bgm_M63,1.0,320030510,90002,0.0,1,102852,-50,400,100,1,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,102852,90,0.0,0.0,3,5.1,90008,502003551,0,0.0,1.0,32003,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320040101,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320040102,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320040103,90002,0.0,0,103063,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,103063,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320040104,90002,0.0,0,103062,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320040105,90002,0.0,0,103061,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
1,94002,140001,1,1.0,40004,bgm_M126,0.8,320040106,90009,0.0,1,103062,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,25001,bgm_M126,0.0,103062,90,0.0,0.8,5,0.0,90002,502004111,320040106,0.8,0.8,32004,90008,0.0
1,94002,140001,1,1.0,40004,bgm_M126,0.8,320040107,90010,0.0,1,103063,-50,0,100,0,1.1,100,3200205,0.0,7,0.0,25001,bgm_M126,0.0,103063,90,0.0,0.8,5,0.0,90002,502004121,320040107,0.8,0.8,32004,90008,0.0
1,94002,140001,1,0.9,40004,bgm_M64,1.0,320040108,90011,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004131,320040108,0.0,0.0,32004,90008,0.0
1,94002,140001,1,1.1,40006,bgm_M64,1.0,320040109,90009,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,9,20.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004141,320040109,0.0,0.0,32004,90008,10.0
1,140001,25001,1,1.0,40007,bgm_M63,1.0,320040110,90002,0.0,1,103072,-50,0,100,0,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,103072,90,0.0,0.0,3,0.0,90008,502004151,320040110,0.0,0.0,32004,94002,0.0
0,140001,25001,2,1.2,40005,bgm_M06,0.0,320040201,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,2,1.2,40005,bgm_M06,0.0,320040202,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,2,1.2,40005,bgm_M06,0.0,320040203,90002,0.0,0,103063,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,103063,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,2,1.2,40005,bgm_M06,0.0,320040204,90002,0.0,0,103062,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,2,1.2,40005,bgm_M06,0.0,320040205,90002,0.0,0,103061,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
1,94002,140001,2,1.0,40004,bgm_M126,0.8,320040206,90009,0.0,1,103062,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,25001,bgm_M126,0.0,103062,90,0.0,0.8,5,0.0,90002,502004211,320040106,0.8,0.8,32004,90008,0.0
1,94002,140001,2,1.0,40004,bgm_M126,0.8,320040207,90010,0.0,1,103063,-50,0,100,0,1.1,100,3200205,0.0,7,0.0,25001,bgm_M126,0.0,103063,90,0.0,0.8,5,0.0,90002,502004221,320040107,0.8,0.8,32004,90008,0.0
1,94002,140001,2,0.9,40004,bgm_M64,1.0,320040208,90011,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004231,320040108,0.0,0.0,32004,90008,0.0
1,94002,140001,2,1.1,40006,bgm_M64,1.0,320040209,90009,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,9,20.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004241,320040109,0.0,0.0,32004,90008,10.0
1,140001,25001,2,1.0,40007,bgm_M63,1.0,320040210,90002,0.0,1,103072,-50,0,100,0,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,103072,90,0.0,0.0,3,0.0,90008,502004251,320040110,0.0,0.0,32004,94002,0.0
0,140001,25001,3,1.2,40005,bgm_M06,0.0,320040301,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,3,1.2,40005,bgm_M06,0.0,320040302,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,3,1.2,40005,bgm_M06,0.0,320040303,90002,0.0,0,103063,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,103063,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,3,1.2,40005,bgm_M06,0.0,320040304,90002,0.0,0,103062,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,3,1.2,40005,bgm_M06,0.0,320040305,90002,0.0,0,103061,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
1,94002,140001,3,1.0,40004,bgm_M126,0.8,320040306,90009,0.0,1,103062,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,25001,bgm_M126,0.0,103062,90,0.0,0.8,5,0.0,90002,502004311,320040106,0.8,0.8,32004,90008,0.0
1,94002,140001,3,1.0,40004,bgm_M126,0.8,320040307,90010,0.0,1,103063,-50,0,100,0,1.1,100,3200205,0.0,7,0.0,25001,bgm_M126,0.0,103063,90,0.0,0.8,5,0.0,90002,502004321,320040107,0.8,0.8,32004,90008,0.0
1,94002,140001,3,0.9,40004,bgm_M64,1.0,320040308,90011,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004331,320040108,0.0,0.0,32004,90008,0.0
1,94002,140001,3,1.1,40006,bgm_M64,1.0,320040309,90009,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,9,20.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004341,320040109,0.0,0.0,32004,90008,10.0
1,140001,25001,3,1.0,40007,bgm_M63,1.0,320040310,90002,0.0,1,103072,-50,0,100,0,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,103072,90,0.0,0.0,3,0.0,90008,502004351,320040110,0.0,0.0,32004,94002,0.0
0,140001,25001,4,1.2,40005,bgm_M06,0.0,320040401,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,4,1.2,40005,bgm_M06,0.0,320040402,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,4,1.2,40005,bgm_M06,0.0,320040403,90002,0.0,0,103063,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,103063,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,4,1.2,40005,bgm_M06,0.0,320040404,90002,0.0,0,103062,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,4,1.2,40005,bgm_M06,0.0,320040405,90002,0.0,0,103061,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
1,94002,140001,4,1.0,40004,bgm_M126,0.8,320040406,90009,0.0,1,103062,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,25001,bgm_M126,0.0,103062,90,0.0,0.8,5,0.0,90002,502004411,320040106,0.8,0.8,32004,90008,0.0
1,94002,140001,4,1.0,40004,bgm_M126,0.8,320040407,90010,0.0,1,103063,-50,0,100,0,1.1,100,3200205,0.0,7,0.0,25001,bgm_M126,0.0,103063,90,0.0,0.8,5,0.0,90002,502004421,320040107,0.8,0.8,32004,90008,0.0
1,94002,140001,4,0.9,40004,bgm_M64,1.0,320040408,90011,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004431,320040108,0.0,0.0,32004,90008,0.0
1,94002,140001,4,1.1,40006,bgm_M64,1.0,320040409,90009,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,9,20.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004441,320040109,0.0,0.0,32004,90008,10.0
1,140001,25001,4,1.0,40007,bgm_M63,1.0,320040410,90002,0.0,1,103072,-50,0,100,0,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,103072,90,0.0,0.0,3,0.0,90008,502004451,320040110,0.0,0.0,32004,94002,0.0
0,140001,25001,5,1.2,40005,bgm_M06,0.0,320040501,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,5,1.2,40005,bgm_M06,0.0,320040502,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,5,1.2,40005,bgm_M06,0.0,320040503,90002,0.0,0,103063,-50,0,800,0,0.0,50,3200202,0.0,3,0.0,0,bgm_M06,0.0,103063,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,5,1.2,40005,bgm_M06,0.0,320040504,90002,0.0,0,103062,-50,0,1200,0,0.0,50,3200203,0.0,4,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
0,140001,25001,5,1.2,40005,bgm_M06,0.0,320040505,90002,0.0,0,103061,-50,0,1200,0,0.0,50,3200204,0.0,5,0.0,90005,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32004,94002,0.0
1,94002,140001,5,1.0,40004,bgm_M126,0.8,320040506,90009,0.0,1,103062,-50,0,100,0,1.2,100,3200205,0.0,6,0.0,25001,bgm_M126,0.0,103062,90,0.0,0.8,5,0.0,90002,502004511,320040106,0.8,0.8,32004,90008,0.0
1,94002,140001,5,1.0,40004,bgm_M126,0.8,320040507,90010,0.0,1,103063,-50,0,100,0,1.1,100,3200205,0.0,7,0.0,25001,bgm_M126,0.0,103063,90,0.0,0.8,5,0.0,90002,502004521,320040107,0.8,0.8,32004,90008,0.0
1,94002,140001,5,0.9,40004,bgm_M64,1.0,320040508,90011,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,8,0.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004531,320040108,0.0,0.0,32004,90008,0.0
1,94002,140001,5,1.1,40006,bgm_M64,1.0,320040509,90009,0.0,1,103071,-50,0,100,0,0.0,100,3200205,0.0,9,20.0,25001,bgm_M64,0.0,103071,90,0.0,0.0,3,0.0,90002,502004541,320040109,0.0,0.0,32004,90008,10.0
1,140001,25001,5,1.0,40007,bgm_M63,1.0,320040510,90002,0.0,1,103072,-50,0,100,0,0.0,100,3200205,0.0,10,0.0,0,bgm_M63,0.0,103072,90,0.0,0.0,3,0.0,90008,502004551,320040110,0.0,0.0,32004,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320050101,90002,0.0,0,103061,-50,0,600,0,0.0,50,3200201,0.0,1,0.0,0,bgm_M06,0.0,103061,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32005,94002,0.0
0,140001,25001,1,1.2,40005,bgm_M06,0.0,320050102,90002,0.0,0,103062,-50,0,800,0,0.0,50,3200201,0.0,2,0.0,0,bgm_M06,0.0,103062,90,0.0,0.0,1,0.0,90008,0,0,0.0,0.0,32005,94002,0.0
