action_value_5,target_number,action_value_6,target_count,action_detail_2,action_value_7,action_detail_3,action_id,target_type,target_area,description,level_up_disp,action_detail_1,action_value_2,action_value_3,target_range,action_value_1,target_assignment,action_value_4,class_id,action_type
0.0,0,0.0,1,1,0.0,0,122001202,3,3,"적 1명의 물리 방어력 {0} 감소","물리 방어력 감소 +{0}",21,0.7,0.7,-1,1.0,1,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122001203,3,3,"영묘의 각인을 추가로 2개 부여한다","",1,113.0,180.0,-1,15.0,1,2.0,1,35
0.0,0,0.0,1,1,0.0,0,122001204,7,3,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,9.0,9.0,-1,1.0,2,180.0,1,10
0.0,0,0.0,1,1,0.0,0,122001205,7,3,"자신의 물리 크리티컬 {0} 증가","",60,70.0,0.0,-1,1.0,2,180.0,1,10
180.0,0,0.0,1,1,0.0,0,122010101,7,3,"","",5,113.0,180.0,-1,15.0,2,0.0,1,101
0.0,0,0.0,0,0,0.0,0,122050101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122051101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,99,0,0.0,0,122100101,3,3,"적 전체에 {0} 물리 데미지","물리 데미지 +{0}",1,22.5,1.8,2160,22.5,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122100102,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,33.75,2.7,-1,33.75,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122100103,3,1,"","",1,0.0,0.0,-1,300.0,1,0.0,1,2
0.0,0,0.0,99,0,0.0,0,122100201,3,3,"적 전체에 {0} 물리 데미지","물리 데미지 +{0}",1,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122100202,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,20.0,1.6,-1,20.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122100301,7,3,"{0} 데미지만큼의 물리 / 마법 무효 배리어를 전개한다","무효 데미지량 +{0}",5,90.0,12.0,-1,90.0,2,0.0,1,6
0.0,0,0.0,1,1,0.0,0,122100302,7,3,"자신의 TP 상승 {0} 증가","",80,20.0,0.0,0,1.0,2,12.0,1,10
0.0,0,0.0,99,0,0.0,0,122101201,3,3,"적 전체에 {0} 물리 데미지","물리 데미지 +{0}",1,20.0,1.6,2160,20.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122101202,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,40.0,3.2,-1,40.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122101203,3,1,"범위 내 적을 일정 시간 동안 행동 불능으로 만든다","스턴 확정 성공 Lv +1",7,0.0,2.5,-1,0.0,1,0.0,1,8
0.0,0,0.0,0,0,0.0,0,122150101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122151101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,1.5,1,0,0.0,0,122200101,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,50.0,4.0,500,50.0,1,0.0,1,1
0.0,0,0.0,1,6,0.0,0,122200102,7,3,"","",122200101,0.125,0.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,1,122200104,0.0,0,122200103,7,3,"","",6115,0.0,3.0,0,1.0,2,0.0,1,28
0.0,0,0.0,99,1,0.0,0,122200104,3,3,"행복한 한때가 3개 이상일 때 아군 전체의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,3.0,3.0,2160,1.0,2,18.0,1,10
0.0,0,0.0,1,2,0.0,0,122200105,7,3,"","",122200104,3.0,3.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,0,122200106,3,3,"행복한 한때가 3개 이상일 때 아군 전체의 물리 크리티컬 {0} 증가","",60,100.0,0.0,2160,1.0,2,18.0,1,10
0.0,0,0.0,1,2,0.0,0,122200107,7,3,"","",122200106,5.0,0.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,1,122200202,0.0,122200203,122200201,7,3,"","",6115,2.0,3.0,0,1.0,2,0.0,1,28
0.0,0,1.5,1,0,0.0,0,122200202,8,1,"행복한 한때가 3개 이상일 때 적 1명에게 {0} 물리 데미지","물리 데미지 +{0}",1,20.0,1.6,500,20.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122200203,8,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,10.0,0.8,500,10.0,1,0.0,1,1
0.0,0,0.0,1,6,0.0,0,122200204,7,3,"","",122200202,0.0625,0.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122200301,7,3,"","",1,115.0,180.0,0,7.0,2,1.0,1,35
0.0,0,0.0,1,0,0.0,0,122200302,7,3,"자신의 TP {0} 회복","",1,0.0,0.0,0,150.0,2,0.0,1,16
0.0,0,0.0,1,122200305,0.0,122200304,122200303,7,3,"","",6115,2.0,3.0,0,1.0,2,0.0,1,28
0.0,0,0.0,2,0,0.0,0,122200304,41,3,"대상 아군의 TP {0} 회복","",1,0.0,0.0,2160,150.0,2,0.0,1,16
0.0,0,0.0,3,0,0.0,0,122200305,41,3,"","",1,0.0,0.0,2160,150.0,2,0.0,1,16
0.0,0,0.0,1,1,0.0,1,122200306,7,3,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,12.0,12.0,0,1.0,2,12.0,1,10
0.0,0,0.0,1,1,0.0,1,122200307,1,3,"행복한 한때가 3개 이상일 때 대상 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,12.0,12.0,2160,1.0,2,12.0,1,10
0.0,0,0.0,1,122201202,0.0,122201203,122201201,7,3,"","",6115,2.0,3.0,0,1.0,2,0.0,1,28
0.0,0,1.5,1,0,0.0,0,122201202,8,1,"행복한 한때가 3개 이상일 때 적 1명에게 {0} 물리 데미지","물리 데미지 +{0}",1,31.25,2.5,500,31.25,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122201203,8,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,15.0,1.2,500,15.0,1,0.0,1,1
0.0,0,0.0,1,6,0.0,0,122201204,7,3,"","",122201202,0.0625,0.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,1,122201206,0.0,0,122201205,7,3,"","",6115,2.0,6.0,0,1.0,2,0.0,1,28
0.0,0,2.0,1,0,0.0,0,122201206,8,1,"행복한 한때가 6개 이상일 때 적 1명에게 {0} 물리 데미지","물리 데미지 +{0}",1,25.0,2.0,500,25.0,1,0.0,1,1
0.0,0,0.0,1,6,0.0,0,122201207,7,3,"","",122201206,0.125,0.0,0,2115.0,2,0.0,1,26
0.0,0,0.0,0,0,0.0,0,122250101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122251101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,1,0,0.0,0,122300101,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,50.0,4.0,2160,50.0,1,0.0,1,1
0.0,0,0.0,1,12230102,0.0,0,122300102,7,1,"","",2,0.0,0.0,0,100.0,2,0.0,1,14
0.0,0,0.0,1,12230101,0.0,0,122300103,7,1,"","",3,0.0,0.0,0,0.0,2,0.0,1,14
0.0,0,0.0,1,0,0.0,1,122300104,7,3,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,30.0,30.0,2160,1.0,2,18.0,1,10
0.0,0,0.0,1,0,0.0,0,122300201,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,25.0,2.0,2160,25.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122300202,1,1,"적 1명의 TP {0} 감소","TP 데미지 +{0}",2,0.0,0.0,2160,75.0,1,0.0,1,16
0.0,0,0.0,1,0,0.0,0,122300203,7,1,"자신의 TP {0} 회복","",1,0.0,0.0,0,75.0,2,0.0,1,16
0.0,0,0.0,99,0,0.0,1,122300301,3,3,"아군 전체의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,19.0,19.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,1,0,0.0,0,122301201,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,31.25,2.5,2160,31.25,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122301202,1,1,"적 1명의 TP {0} 감소","TP 데미지 +{0}",2,0.0,0.0,2160,75.0,1,0.0,1,16
0.0,0,0.0,99,0,0.0,1,122301203,3,3,"아군 전체의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,10.0,10.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,1,0,0.0,0,122301204,7,1,"자신의 TP {0} 회복","",1,0.0,0.0,0,75.0,2,0.0,1,16
0.0,0,0.0,1,0,0.0,0,122310101,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,33.75,2.7,2160,33.75,1,0.0,1,1
0.0,0,0.0,1,0,0.0,1,122310102,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,1.2,1.2,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122310201,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,40.0,3.2,2160,40.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,1,122310202,7,3,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,30.0,30.0,2160,1.0,2,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122311101,3,1,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,52.5,4.2,2160,52.5,1,0.0,1,1
0.0,0,0.0,1,0,0.0,1,122311102,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,1.2,1.2,2160,1.0,1,12.0,1,10
0.0,0,0.0,0,0,0.0,0,122350101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122351101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,99,2,0.0,0,122400101,3,2,"","",122400103,5.0,5.0,80,4.0,2,0.0,1,26
0.0,0,0.0,99,2,0.0,0,122400102,3,2,"","",122400104,20.0,0.0,80,4.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,1,122400103,3,2,"범위 내 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,5.0,5.0,80,1.0,2,18.0,1,10
0.0,0,0.0,99,1,0.0,1,122400104,3,2,"범위 내 아군의 물리 크리티컬 {0} 증가","",60,20.0,0.0,80,1.0,2,18.0,1,10
0.0,0,0.0,99,1,0.0,1,122400105,3,2,"범위 내 아군의 물리 공격 크리티컬 시 데미지 {0}% 증가","",110,3.0,0.0,80,1.0,2,18.0,1,10
0.0,0,0.0,99,2,0.0,0,122400201,3,2,"","",122400202,2.5,2.5,80,4.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,1,122400202,3,2,"범위 내 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,2.5,2.5,80,1.0,2,12.0,1,10
0.0,0,0.0,99,0,0.0,0,122400203,3,2,"범위 내 아군의 행동 속도 증가","",2,0.0,12.0,80,1.5,2,0.0,1,8
0.0,0,0.0,99,0,0.0,0,122400301,3,2,"범위 내 아군의 HP {0} 회복","HP 회복량 +{0}",1,0.75,0.75,80,1.0,2,0.1,1,4
10.5,0,0.0,99,1,0.0,0,122400302,3,2,"매초 HP {0} 회복","회복량 +{0}",1,0.8,0.04,80,0.8,2,0.0,1,48
0.0,0,0.0,99,2,0.0,0,122401201,3,2,"","",122401203,7.5,7.5,80,4.0,2,0.0,1,26
0.0,0,0.0,99,2,0.0,0,122401202,3,2,"","",122401204,10.0,0.0,80,4.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,1,122401203,3,2,"범위 내 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,7.5,7.5,80,1.0,2,12.0,1,10
0.0,0,0.0,99,1,0.0,0,122401204,3,2,"범위 내 아군의 물리 크리티컬 {0} 증가","",60,10.0,0.0,80,1.0,2,12.0,1,10
0.0,0,0.0,99,0,0.0,0,122401205,3,2,"범위 내 아군의 행동 속도 증가","",2,0.0,12.0,80,1.5,2,0.0,1,8
0.0,0,0.0,0,0,0.0,0,122450101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122451101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,1,7,0.0,0,122500101,7,1,"","",1,116.0,180.0,0,10.0,2,7.0,1,35
0.0,0,0.0,1,3,0.0,0,122500102,7,1,"","",122500103,1.0,0.0,0,2116.0,2,0.0,1,26
1.0,0,0.0,1,0,0.0,0,122500103,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,62.5,5.0,2160,62.5,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122500201,7,1,"","",1,116.0,180.0,0,10.0,2,-1.0,1,35
0.0,0,0.0,1,2,0.0,0,122500202,7,1,"","",122500204,0.7,0.7,0,2116.0,2,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122500203,7,1,"","",122500205,0.7,0.0,0,2116.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,1,122500204,3,2,"범위 내 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,24.0,24.0,100,1.0,2,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122500205,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122500301,7,1,"","",1,116.0,180.0,0,10.0,2,-1.0,1,35
0.0,0,0.0,1,3,0.0,0,122500302,7,1,"","",122500303,0.7,0.0,0,2116.0,2,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122500303,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,23.75,1.9,2160,23.75,1,0.0,1,1
0.0,0,0.0,1,1,1.0,1,122500304,3,1,"적 1명의 크리티컬 공격을 받았을 때 데미지 16% 증가","",141,16.0,0.0,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122501201,7,1,"","",1,116.0,180.0,0,10.0,2,-1.0,1,35
0.0,0,0.0,1,2,0.0,0,122501202,7,1,"","",122501204,0.7,0.7,0,2116.0,2,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122501203,7,1,"","",122501206,1.2,0.0,0,2116.0,2,0.0,1,26
0.0,0,0.0,99,1,0.0,1,122501204,3,2,"범위 내 아군의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,24.0,24.0,100,1.0,2,12.0,1,10
0.0,0,0.0,99,1,0.0,0,122501205,3,2,"범위 내 아군의 물리 크리티컬 {0} 증가","",60,150.0,0.0,100,1.0,2,12.0,1,10
0.0,0,0.0,1,0,0.0,0,122501206,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,25.0,2.0,2160,25.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122501207,7,1,"자신의 TP {0} 회복","TP 회복량 +{0}",1,0.0,0.0,0,175.0,2,0.0,1,16
0.0,0,0.0,0,0,0.0,0,122550101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122551101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
5.0,0,0.0,1,2,0.0,0,122600101,7,1,"","",122600102,0.00011,0.00011,0,0.0,2,5.0,1,26
0.0,0,0.0,99,1,1.0,1,122600102,21,3,"대상 아군의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,5.0,5.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,99,0,0.0,0,122600103,21,3,"{0} 데미지만큼의 물리 / 마법 무효 배리어를 전개","무효 데미지량 +{0}",5,45.0,18.0,2160,45.0,2,0.0,1,6
18.5,0,0.0,99,1,0.0,0,122600104,21,3,"매초 HP {0} 회복","회복량 +{0}",2,1.0,0.06,2160,1.0,2,0.0,1,48
0.0,0,0.0,99,1,1.0,1,122600201,21,3,"대상 아군의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,4.0,4.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,99,1,1.0,1,122600202,21,3,"대상 아군의 마법 크리티컬 {0} 증가","",70,30.0,0.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,99,1,0.0,0,122600203,21,3,"대상인 아군의 마법 공격 크리티컬 시 데미지 1% 증가","",120,1.0,0.0,2160,2.0,2,180.0,1,10
0.0,0,0.0,99,0,0.0,0,122600301,21,3,"대상 아군의 TP {0} 회복","마법 공격력 증가 +{0}",1,0.0,0.0,2160,100.0,2,0.0,1,16
0.0,0,0.0,1,0,0.0,0,122600302,7,3,"자신의 HP {0} 회복","HP 회복량 +{0}",2,6.0,6.0,2160,1.0,2,0.3,1,4
8.5,0,0.0,99,2,0.0,0,122601201,21,3,"","",122601202,0.000187,0.000187,2160,0.0,2,8.5,1,26
0.0,0,0.0,99,1,1.0,1,122601202,21,3,"대상 아군의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,8.5,8.5,2160,1.0,2,180.0,1,10
0.0,0,0.0,99,1,1.0,1,122601203,21,3,"대상 아군의 마법 크리티컬 {0} 증가","",70,60.0,0.0,2160,1.0,2,180.0,1,10
0.0,0,0.0,99,1,0.0,0,122601204,21,3,"대상인 아군의 마법 공격 크리티컬 시 데미지 3% 증가","",120,3.0,0.0,2160,2.0,2,180.0,1,10
0.0,0,0.0,0,0,0.0,0,122650101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122651101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,1,3,0.0,0,122700101,2,3,"","",122700104,0.05,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122700102,2,3,"","",122700105,0.05,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122700103,2,3,"","",122700106,0.05,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122700104,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,15.0,1.2,2160,15.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122700105,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,15.0,1.2,2160,15.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122700106,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,15.0,1.2,2160,15.0,1,0.0,1,1
0.0,0,0.0,1,3,0.0,0,122700201,2,3,"","",122700203,0.03,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122700202,2,3,"","",122700204,0.03,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122700203,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122700204,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,1,1,1.0,1,122700205,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,0.4,0.4,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,1,1.0,1,122700206,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,0.4,0.4,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,3,0.0,0,122700301,2,3,"","",122700304,0.03,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122700302,2,3,"","",122700305,0.03,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122700303,2,3,"","",122700306,0.03,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122700304,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,5.0,0.4,2160,5.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122700305,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,5.0,0.4,2160,5.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122700306,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,5.0,0.4,2160,5.0,1,0.0,1,1
0.0,0,0.0,1,3,0.0,0,122701201,2,3,"","",122701203,0.04,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,3,0.0,0,122701202,2,3,"","",122701204,0.04,0.0,2160,2117.0,1,0.0,1,26
0.0,0,0.0,1,0,0.0,0,122701203,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122701204,1,3,"적 1명에게 {0}의 마법 데미지","마법 데미지 +{0}",2,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,1,1,1.0,1,122701205,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,0.4,0.4,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,1,1.0,1,122701206,1,3,"적 1명의 마법 방어력 {0} 감소","마법 방어력 감소 +{0}",41,0.4,0.4,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,0,0.0,1,122701207,7,3,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,20.0,20.0,2160,1.0,2,180.0,1,10
180.0,0,0.0,1,1,0.0,0,122710101,7,3,"","",5,117.0,180.0,0,30.0,2,0.0,1,101
0.0,0,0.0,1,1,0.0,1,122710102,7,1,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",30,30.0,30.0,0,1.0,2,180.0,1,10
0.0,0,0.0,0,0,0.0,0,122750101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122751101,0,0,"자신의 마법 공격력 {0} 증가","마법 공격력 증가 +{0}",4,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,1,0,0.0,0,122800101,4,1,"","",1,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,0,122800102,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,30.0,2.4,150,30.0,1,0.0,1,1
0.0,0,0.0,0,0,0.0,0,122800103,1,1,"","",8,-1.0,750.0,150,150.0,1,0.0,1,3
0.0,0,0.0,99,0,0.0,0,122800201,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,15.0,1.2,300,15.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122800202,3,1,"범위 내 적의 TP {0} 감소","",2,0.0,0.0,300,150.0,1,0.0,1,16
0.0,0,0.0,1,0,0.0,0,122800301,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,15.0,1.2,2160,15.0,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122800302,3,1,"적 1명을 일정 시간 동안 행동 불능으로 만든다","스턴 확정 성공 Lv +1",7,0.0,1.5,2160,0.0,1,0.0,1,8
0.0,0,0.0,1,1,0.0,1,122800303,3,1,"적 1명의 물리 방어력 {0} 감소","물리 방어력 감소 +{0}",21,0.4,0.4,2160,1.0,1,12.0,1,10
0.0,0,0.0,99,0,0.0,0,122801201,3,1,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,20.0,1.6,300,20.0,1,0.0,1,1
0.0,0,0.0,99,0,0.0,0,122801202,3,1,"범위 내 적의 TP {0} 감소","",2,0.0,0.0,300,200.0,1,0.0,1,16
0.0,0,0.0,99,0,0.0,0,122801203,3,1,"범위 내 적의 행동 속도를 일정 시간 동안 감소시킨다","행동 속도 저하 확정 성공 Lv +1",1,0.0,12.0,300,0.95,1,0.0,1,8
0.0,0,0.0,0,0,0.0,0,122850101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,15.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,0,0,0.0,0,122851101,0,0,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",2,240.0,15.0,0,1.0,0,1.0,1,90
0.0,0,0.0,1,1,0.0,1,122900101,7,1,"자신의 물리 공격력 {0} 증가","물리 공격력 증가 +{0}",10,38.0,38.0,0,1.0,2,18.0,1,10
0.0,0,0.0,99,0,0.0,0,122900102,3,3,"적 전체에 {0} 물리 데미지","물리 데미지 +{0}",1,10.0,0.8,2160,10.0,1,0.0,1,1
0.0,0,0.0,0,0,0.0,0,122900103,42,1,"대상인 적의 타깃에 {0} 물리 데미지","물리 데미지 +{0}",1,42.5,3.4,2160,42.5,1,0.0,1,1
0.0,0,0.0,0,1,0.0,1,122900104,42,1,"대상인 적의 타깃의 물리 방어력 {0} 감소","물리 방어력 감소 +{0}",21,0.85,0.85,2160,1.0,1,18.0,1,10
0.0,0,0.0,1,0,0.0,0,122900201,3,1,"적 1명에게 {0}의 물리 데미지","물리 데미지 +{0}",1,16.25,1.3,2160,16.25,1,0.0,1,1
0.0,0,0.0,1,122900203,0.0,0,122900202,3,1,"","",1800,2.0,0.0,2160,1.0,1,0.0,1,23
0.0,0,0.0,0,0,0.0,0,122900203,42,1,"대상인 적의 타깃에 {0} 물리 데미지","물리 데미지 +{0}",1,16.25,1.3,2160,16.25,1,0.0,1,1
0.0,0,0.0,1,0,0.0,0,122900204,7,1,"자신의 TP {0} 회복","",1,0.0,0.0,0,180.0,2,0.0,1,16
0.0,0,0.0,1,0,0.0,0,122900205,3,1,"","",0,0.0,0.0,2160,0.0,1,0.0,1,94
0.0,0,0.0,0,0,0.0,0,122900206,1,1,"","",0,0.0,0.0,2160,0.0,1,0.0,1,94
0.0,0,0.0,1,0,0.0,0,122900301,3,1,"","",1,0.0,0.0,2160,0.0,1,0.0,1,7
0.0,0,0.0,99,0,0.0,0,122900302,3,2,"범위 내 적에게 {0}의 물리 데미지","물리 데미지 +{0}",1,10.0,1.0,25,10.0,1,0.0,1,1
0.0,0,0.0,0,1,0.0,1,122900303,1,1,"범위 내 적의 물리 방어력 {0} 감소","물리 방어력 감소 +{0}",21,0.65,0.65,2160,1.0,1,12.0,1,10
0.0,0,0.0,1,122900305,0.0,0,122900304,3,1,"","",1800,0.0,0.0,2160,0.0,1,0.0,1,28
