talent_id_2,talent_id_4,talent_id_5,enhance_id,talent_id_1,enhance_value,parameter_type,talent_id_3
0,0,0,18011,4,44,3,0
0,0,0,18021,4,88,3,0
0,0,0,18031,4,132,3,0
0,0,0,18041,4,176,3,0
0,0,0,18051,4,220,3,0
0,0,0,18111,5,1,100,0
0,0,0,18121,5,2,100,0
0,0,0,18211,2,20,6,0
0,0,0,18221,2,40,6,0
0,0,0,18231,2,60,6,0
0,0,0,18241,2,80,6,0
0,0,0,18251,2,100,6,0
0,0,0,18311,3,92,4,0
0,0,0,18321,3,184,4,0
0,0,0,18331,3,276,4,0
0,0,0,18341,3,368,4,0
0,0,0,18351,3,460,4,0
0,0,0,18411,4,44,5,0
0,0,0,18421,4,88,5,0
0,0,0,18431,4,132,5,0
0,0,0,18441,4,176,5,0
0,0,0,18451,4,220,5,0
0,0,0,18511,1,52,1,0
0,0,0,18521,1,104,1,0
0,0,0,18531,1,156,1,0
0,0,0,18541,1,208,1,0
0,0,0,18551,1,260,1,0
0,0,0,18611,4,64,1,0
0,0,0,18621,4,128,1,0
0,0,0,18631,4,192,1,0
0,0,0,18641,4,256,1,0
0,0,0,18651,4,320,1,0
0,0,0,18711,5,94,4,0
0,0,0,18721,5,188,4,0
0,0,0,18731,5,282,4,0
0,0,0,18741,5,376,4,0
0,0,0,18751,5,470,4,0
0,0,0,18811,2,52,1,0
0,0,0,18821,2,104,1,0
0,0,0,18831,2,156,1,0
0,0,0,18841,2,208,1,0
0,0,0,18851,2,260,1,0
0,0,0,18911,3,1,101,0
0,0,0,18921,3,2,101,0
0,0,0,18931,3,3,101,0
0,0,0,19011,1,1,100,0
0,0,0,19021,1,2,100,0
0,0,0,19111,2,92,4,0
0,0,0,19121,2,184,4,0
0,0,0,19131,2,276,4,0
0,0,0,19141,2,368,4,0
0,0,0,19151,2,460,4,0
0,0,0,19211,3,20,7,0
0,0,0,19221,3,40,7,0
0,0,0,19231,3,60,7,0
0,0,0,19241,3,80,7,0
0,0,0,19251,3,100,7,0
0,0,0,19311,5,46,3,0
0,0,0,19321,5,92,3,0
0,0,0,19331,5,138,3,0
0,0,0,19341,5,184,3,0
0,0,0,19351,5,230,3,0
2,4,5,19411,1,90,2,3
2,4,5,19421,1,180,2,3
2,4,5,19431,1,270,2,3
2,4,5,19441,1,360,2,3
2,4,5,19451,1,450,2,3
0,0,0,19511,1,1,100,0
0,0,0,19521,1,2,100,0
0,0,0,19531,1,3,100,0
0,0,0,19611,3,46,3,0
0,0,0,19621,3,92,3,0
0,0,0,19631,3,138,3,0
0,0,0,19641,3,184,3,0
0,0,0,19651,3,230,3,0
0,0,0,19711,4,94,2,0
0,0,0,19721,4,188,2,0
0,0,0,19731,4,282,2,0
0,0,0,19741,4,376,2,0
0,0,0,19751,4,470,2,0
0,0,0,19811,5,46,5,0
0,0,0,19821,5,92,5,0
0,0,0,19831,5,138,5,0
0,0,0,19841,5,184,5,0
0,0,0,19851,5,230,5,0
0,0,0,19911,2,1,101,0
0,0,0,19921,2,2,101,0
0,0,0,19931,2,3,101,0
0,0,0,20011,3,94,4,0
0,0,0,20021,3,188,4,0
0,0,0,20031,3,282,4,0
0,0,0,20041,3,376,4,0
0,0,0,20051,3,470,4,0
0,0,0,20111,5,96,4,0
0,0,0,20121,5,192,4,0
0,0,0,20131,5,288,4,0
0,0,0,20141,5,384,4,0
0,0,0,20151,5,480,4,0
0,0,0,20211,1,96,2,0
0,0,0,20221,1,192,2,0
0,0,0,20231,1,288,2,0
0,0,0,20241,1,384,2,0
0,0,0,20251,1,480,2,0
0,0,0,20311,2,94,4,0
0,0,0,20321,2,188,4,0
0,0,0,20331,2,282,4,0
0,0,0,20341,2,376,4,0
0,0,0,20351,2,470,4,0
0,0,0,20411,5,1,100,0
0,0,0,20421,5,2,100,0
0,0,0,20431,5,3,100,0
0,0,0,20511,2,96,4,0
0,0,0,20521,2,192,4,0
0,0,0,20531,2,288,4,0
0,0,0,20541,2,384,4,0
0,0,0,20551,2,480,4,0
0,0,0,20611,4,96,2,0
0,0,0,20621,4,192,2,0
0,0,0,20631,4,288,2,0
0,0,0,20641,4,384,2,0
0,0,0,20651,4,480,2,0
0,0,0,20711,1,44,3,0
0,0,0,20721,1,88,3,0
0,0,0,20731,1,132,3,0
0,0,0,20741,1,176,3,0
0,0,0,20751,1,220,3,0
0,0,0,20811,2,44,3,0
0,0,0,20821,2,88,3,0
0,0,0,20831,2,132,3,0
0,0,0,20841,2,176,3,0
0,0,0,20851,2,220,3,0
0,0,0,20911,3,1,100,0
0,0,0,20921,3,2,100,0
0,0,0,20931,3,3,100,0
0,0,0,21011,4,96,4,0
0,0,0,21021,4,192,4,0
0,0,0,21031,4,288,4,0
0,0,0,21041,4,384,4,0
0,0,0,21051,4,480,4,0
0,0,0,21111,1,96,4,0
0,0,0,21121,1,192,4,0
0,0,0,21131,1,288,4,0
0,0,0,21141,1,384,4,0
0,0,0,21151,1,480,4,0
0,0,0,21211,3,96,4,0
0,0,0,21221,3,192,4,0
0,0,0,21231,3,288,4,0
0,0,0,21241,3,384,4,0
0,0,0,21251,3,480,4,0
0,0,0,21311,5,94,2,0
0,0,0,21321,5,188,2,0
0,0,0,21331,5,282,2,0
0,0,0,21341,5,376,2,0
0,0,0,21351,5,470,2,0
0,0,0,21411,2,46,3,0
0,0,0,21421,2,92,3,0
0,0,0,21431,2,138,3,0
0,0,0,21441,2,184,3,0
0,0,0,21451,2,230,3,0
0,0,0,21511,4,46,5,0
0,0,0,21521,4,92,5,0
0,0,0,21531,4,138,5,0
0,0,0,21541,4,184,5,0
0,0,0,21551,4,230,5,0
0,0,0,21611,5,96,2,0
0,0,0,21621,5,192,2,0
0,0,0,21631,5,288,2,0
0,0,0,21641,5,384,2,0
0,0,0,21651,5,480,2,0
0,0,0,21711,2,1,100,0
0,0,0,21721,2,2,100,0
0,0,0,21731,2,3,100,0
0,0,0,21811,3,96,2,0
0,0,0,21821,3,192,2,0
0,0,0,21831,3,288,2,0
0,0,0,21841,3,384,2,0
0,0,0,21851,3,480,2,0
0,0,0,21911,4,46,3,0
0,0,0,21921,4,92,3,0
0,0,0,21931,4,138,3,0
0,0,0,21941,4,184,3,0
0,0,0,21951,4,230,3,0
0,0,0,22011,1,46,3,0
0,0,0,22021,1,92,3,0
0,0,0,22031,1,138,3,0
0,0,0,22041,1,184,3,0
0,0,0,22051,1,230,3,0
0,0,0,22111,2,96,2,0
0,0,0,22121,2,192,2,0
0,0,0,22131,2,288,2,0
0,0,0,22141,2,384,2,0
0,0,0,22151,2,480,2,0
2,4,5,22211,1,90,4,3
2,4,5,22221,1,180,4,3
2,4,5,22231,1,270,4,3
2,4,5,22241,1,360,4,3
2,4,5,22251,1,450,4,3
