seq_num,end_pos,sheet_name,start_pos,id,command,line_num,story_id,seek_time,cue_name,command_param,type
18,185,0,0,1250018,0,5,25,2.06,0,0.0,1
19,0,0,0,1250019,1,0,25,0.0,0,2.34,4
20,310,0,185,1250020,0,5,25,1.44,0,0.0,1
21,0,0,0,1250021,1,0,25,0.0,0,2.486,4
22,0,vo_nyx,0,1250022,0,0,25,0.0,vo_nyx_0705,0.0,2
23,92,0,0,1250023,0,6,25,0.766,0,0.0,1
24,0,0,0,1250024,1,0,25,0.0,0,1.136,4
25,320,0,92,1250025,0,6,25,2.067,0,0.0,1
26,0,0,0,1250026,1,0,25,0.0,0,2.735,4
27,0,vo_nyx,0,1250027,0,0,25,0.0,vo_nyx_0706,0.0,2
28,278,0,0,1250028,0,7,25,3.027,0,0.0,1
29,0,0,0,1250029,1,0,25,0.0,0,3.027,4
30,41,0,0,1250030,0,8,25,0.808,0,0.0,1
31,0,0,0,1250031,1,0,25,0.0,0,1.288,4
32,223,0,41,1250032,0,8,25,1.8,0,0.0,1
33,0,0,0,1250033,1,0,25,0.0,0,2.043,4
34,115,0,0,1250034,0,9,25,1.75,0,0.0,1
35,0,0,0,1250035,1,0,25,0.0,0,2.547,4
36,0,0,0,1250036,3,0,25,0.0,0,2.0,4
37,0,vo_nyx,0,1250037,0,0,25,0.0,vo_nyx_0707,0.0,2
38,235,0,0,1250038,0,10,25,2.997,0,0.0,1
39,0,0,0,1250039,1,0,25,0.0,0,3.809,4
40,0,vo_nyx,0,1250040,0,0,25,0.0,vo_nyx_0708,0.0,2
41,190,0,0,1250041,0,11,25,1.538,0,0.0,1
42,0,0,0,1250042,1,0,25,0.0,0,1.671,4
43,295,0,190,1250043,0,11,25,0.893,0,0.0,1
44,0,0,0,1250044,1,0,25,0.0,0,1.738,4
45,0,0,0,1250045,3,0,25,0.0,0,3.0,4
46,0,vo_nyx,0,1250046,0,0,25,0.0,vo_nyx_0709,0.0,2
47,72,0,0,1250047,0,12,25,1.427,0,0.0,1
48,0,0,0,1250048,1,0,25,0.0,0,1.895,4
49,225,0,72,1250049,0,12,25,1.653,0,0.0,1
50,0,0,0,1250050,1,0,25,0.0,0,1.732,4
51,310,0,225,1250051,0,12,25,0.686,0,0.0,1
52,0,0,0,1250052,1,0,25,0.0,0,0.686,4
53,66,0,0,1250053,0,13,25,0.693,0,0.0,1
54,0,0,0,1250054,1,0,25,0.0,0,1.063,4
55,191,0,66,1250055,0,13,25,1.258,0,0.0,1
56,0,0,0,1250056,1,0,25,0.0,0,1.915,4
57,280,0,191,1250057,0,13,25,1.222,0,0.0,1
58,0,0,0,1250058,1,0,25,0.0,0,2.085,4
59,0,vo_nyx,0,1250059,0,0,25,0.0,vo_nyx_0710,0.0,2
60,165,0,0,1250060,0,14,25,2.18,0,0.0,1
61,0,0,0,1250061,1,0,25,0.0,0,3.98,4
1,0,0,0,1260001,3,0,26,0.0,0,1.0,4
2,0,vo_nyx,0,1260002,0,0,26,0.0,vo_nyx_0801,0.0,2
3,70,0,0,1260003,0,1,26,0.65,0,0.0,1
4,0,0,0,1260004,1,0,26,0.0,0,1.4,4
5,128,0,70,1260005,0,1,26,1.119,0,0.0,1
6,0,0,0,1260006,1,0,26,0.0,0,1.816,4
7,300,0,128,1260007,0,1,26,1.557,0,0.0,1
8,0,0,0,1260008,1,0,26,0.0,0,2.665,4
9,0,vo_nyx,0,1260009,0,0,26,0.0,vo_nyx_0802,0.0,2
10,195,0,70,1260010,0,2,26,0.776,0,0.0,1
11,0,0,0,1260011,1,0,26,0.0,0,1.608,4
12,330,0,195,1260012,0,2,26,1.562,0,0.0,1
13,0,0,0,1260013,1,0,26,0.0,0,2.562,4
14,0,0,0,1260014,3,0,26,0.0,0,2.0,4
15,0,vo_nyx,0,1260015,0,0,26,0.0,vo_nyx_0803,0.0,2
16,68,0,0,1260016,0,3,26,0.65,0,0.0,1
17,0,0,0,1260017,1,0,26,0.0,0,1.4,4
18,238,0,68,1260018,0,3,26,2.205,0,0.0,1
19,0,0,0,1260019,1,0,26,0.0,0,2.779,4
20,0,vo_nyx,0,1260020,0,0,26,0.0,vo_nyx_0804,0.0,2
21,288,0,238,1260021,0,3,26,0.393,0,0.0,1
22,0,0,0,1260022,1,0,26,0.0,0,0.987,4
23,375,0,288,1260023,0,3,26,0.843,0,0.0,1
24,0,0,0,1260024,1,0,26,0.0,0,0.843,4
25,215,0,68,1260025,0,4,26,1.481,0,0.0,1
26,0,0,0,1260026,1,0,26,0.0,0,2.481,4
27,0,0,0,1260027,3,0,26,0.0,0,3.0,4
28,0,vo_nyx,0,1260028,0,0,26,0.0,vo_nyx_0805,0.0,2
29,70,0,0,1260029,0,5,26,0.65,0,0.0,1
30,0,0,0,1260030,1,0,26,0.0,0,1.4,4
31,255,0,70,1260031,0,5,26,1.879,0,0.0,1
32,0,0,0,1260032,1,0,26,0.0,0,2.917,4
33,315,0,70,1260033,0,6,26,2.759,0,0.0,1
34,0,0,0,1260034,1,0,26,0.0,0,3.645,4
35,365,0,315,1260035,0,6,26,0.487,0,0.0,1
36,0,0,0,1260036,1,0,26,0.0,0,1.487,4
37,0,0,0,1260037,3,0,26,0.0,0,4.0,4
38,0,vo_nyx,0,1260038,0,0,26,0.0,vo_nyx_0806,0.0,2
39,70,0,0,1260039,0,7,26,0.65,0,0.0,1
40,0,0,0,1260040,1,0,26,0.0,0,1.4,4
41,145,0,70,1260041,0,7,26,1.003,0,0.0,1
42,0,0,0,1260042,1,0,26,0.0,0,1.452,4
43,355,0,145,1260043,0,7,26,2.373,0,0.0,1
44,0,0,0,1260044,1,0,26,0.0,0,2.6,4
45,195,0,70,1260045,0,8,26,1.23,0,0.0,1
46,0,0,0,1260046,1,0,26,0.0,0,2.23,4
47,0,0,0,1260047,3,0,26,0.0,0,1.0,4
48,0,vo_nyx,0,1260048,0,0,26,0.0,vo_nyx_0807,0.0,2
49,68,0,0,1260049,0,9,26,0.65,0,0.0,1
50,0,0,0,1260050,1,0,26,0.0,0,1.4,4
51,266,0,68,1260051,0,9,26,2.24,0,0.0,1
52,0,0,0,1260052,1,0,26,0.0,0,2.74,4
53,151,0,70,1260053,0,10,26,1.252,0,0.0,1
54,0,0,0,1260054,1,0,26,0.0,0,1.742,4
55,340,0,151,1260055,0,10,26,2.352,0,0.0,1
56,0,0,0,1260056,1,0,26,0.0,0,2.779,4
57,225,0,70,1260057,0,11,26,2.013,0,0.0,1
58,0,0,0,1260058,1,0,26,0.0,0,3.047,4
59,0,vo_nyx,0,1260059,0,0,26,0.0,vo_nyx_0808,0.0,2
60,212,0,70,1260060,0,12,26,1.401,0,0.0,1
61,0,0,0,1260061,1,0,26,0.0,0,1.984,4
62,410,0,212,1260062,0,12,26,2.073,0,0.0,1
63,0,0,0,1260063,1,0,26,0.0,0,2.372,4
64,175,0,70,1260064,0,13,26,1.4,0,0.0,1
65,0,0,0,1260065,1,0,26,0.0,0,2.2,4
66,0,0,0,1260066,3,0,26,0.0,0,4.0,4
67,0,vo_nyx,0,1260067,0,0,26,0.0,vo_nyx_0809,0.0,2
68,68,0,0,1260068,0,14,26,0.65,0,0.0,1
69,0,0,0,1260069,1,0,26,0.0,0,1.4,4
70,280,0,68,1260070,0,14,26,1.52,0,0.0,1
71,0,0,0,1260071,1,0,26,0.0,0,2.5,4
72,0,vo_nyx,0,1260072,0,0,26,0.0,vo_nyx_0810,0.0,2
73,280,0,70,1260073,0,15,26,2.7,0,0.0,1
74,0,0,0,1260074,1,0,26,0.0,0,4.5,4
1,0,0,0,1320001,3,0,32,0.0,0,1.0,4
2,0,vo_nyx,0,1320002,0,0,32,0.0,vo_nyx_0901,0.0,2
3,216,0,0,1320003,0,1,32,3.31,0,0.0,1
4,0,0,0,1320004,1,0,32,0.0,0,3.909,4
5,297,0,216,1320005,0,1,32,0.836,0,0.0,1
6,0,0,0,1320006,1,0,32,0.0,0,1.457,4
7,350,0,297,1320007,0,1,32,0.533,0,0.0,1
8,0,0,0,1320008,1,0,32,0.0,0,0.533,4
9,80,0,0,1320009,0,2,32,1.392,0,0.0,1
10,0,0,0,1320010,1,0,32,0.0,0,1.99,4
11,333,0,80,1320011,0,2,32,3.058,0,0.0,1
12,0,0,0,1320012,1,0,32,0.0,0,3.058,4
13,53,0,0,1320013,0,3,32,0.338,0,0.0,1
14,0,0,0,1320014,1,0,32,0.0,0,1.471,4
15,0,vo_nyx,0,1320015,0,0,32,0.0,vo_nyx_0902,0.0,2
16,293,0,53,1320016,0,3,32,2.683,0,0.0,1
17,0,0,0,1320017,1,0,32,0.0,0,3.31,4
18,369,0,293,1320018,0,3,32,0.944,0,0.0,1
19,0,0,0,1320019,1,0,32,0.0,0,0.944,4
20,104,0,0,1320020,0,4,32,1.745,0,0.0,1
21,0,0,0,1320021,1,0,32,0.0,0,2.481,4
22,242,0,104,1320022,0,4,32,1.399,0,0.0,1
23,0,0,0,1320023,1,0,32,0.0,0,2.87,4
24,0,0,0,1320024,3,0,32,0.0,0,2.0,4
25,0,vo_nyx,0,1320025,0,0,32,0.0,vo_nyx_0903,0.0,2
26,65,0,0,1320026,0,5,32,1.276,0,0.0,1
27,0,0,0,1320027,1,0,32,0.0,0,2.005,4
28,130,0,65,1320028,0,5,32,1.038,0,0.0,1
29,0,0,0,1320029,1,0,32,0.0,0,1.608,4
30,210,0,130,1320030,0,5,32,1.038,0,0.0,1
31,0,0,0,1320031,1,0,32,0.0,0,1.11,4
32,161,0,0,1320032,0,6,32,2.055,0,0.0,1
33,0,0,0,1320033,1,0,32,0.0,0,2.844,4
34,325,0,161,1320034,0,6,32,1.871,0,0.0,1
35,0,0,0,1320035,1,0,32,0.0,0,2.397,4
36,161,0,0,1320036,0,7,32,1.589,0,0.0,1
37,0,0,0,1320037,1,0,32,0.0,0,2.196,4
38,397,0,161,1320038,0,7,32,2.445,0,0.0,1
39,0,0,0,1320039,1,0,32,0.0,0,2.445,4
40,80,0,0,1320040,0,8,32,1.372,0,0.0,1
41,0,0,0,1320041,1,0,32,0.0,0,2.657,4
42,0,0,0,1320042,3,0,32,0.0,0,3.0,4
43,0,vo_nyx,0,1320043,0,0,32,0.0,vo_nyx_0904,0.0,2
44,250,0,80,1320044,0,8,32,2.066,0,0.0,1
45,0,0,0,1320045,1,0,32,0.0,0,2.066,4
46,47,0,0,1320046,0,9,32,0.916,0,0.0,1
47,0,0,0,1320047,1,0,32,0.0,0,1.42,4
48,95,0,47,1320048,0,9,32,0.71,0,0.0,1
49,0,0,0,1320049,1,0,32,0.0,0,1.561,4
50,310,0,95,1320050,0,9,32,2.191,0,0.0,1
51,0,0,0,1320051,1,0,32,0.0,0,2.191,4
52,76,0,0,1320052,0,10,32,1.377,0,0.0,1
53,0,0,0,1320053,1,0,32,0.0,0,1.833,4
54,290,0,76,1320054,0,10,32,2.749,0,0.0,1
55,0,0,0,1320055,1,0,32,0.0,0,2.749,4
56,53,0,0,1320056,0,11,32,0.753,0,0.0,1
57,0,0,0,1320057,1,0,32,0.0,0,2.093,4
58,0,vo_nyx,0,1320058,0,0,32,0.0,vo_nyx_0905,0.0,2
59,162,0,53,1320059,0,11,32,1.534,0,0.0,1
60,0,0,0,1320060,1,0,32,0.0,0,2.185,4
61,282,0,162,1320061,0,11,32,1.269,0,0.0,1
62,0,0,0,1320062,1,0,32,0.0,0,1.86,4
63,365,0,282,1320063,0,11,32,0.74,0,0.0,1
64,0,0,0,1320064,1,0,32,0.0,0,0.74,4
65,155,0,0,1320065,0,12,32,1.911,0,0.0,1
66,0,0,0,1320066,1,0,32,0.0,0,2.508,4
67,375,0,155,1320067,0,12,32,2.445,0,0.0,1
68,0,0,0,1320068,1,0,32,0.0,0,3.145,4
69,0,vo_nyx,0,1320069,0,0,32,0.0,vo_nyx_0906,0.0,2
70,116,0,0,1320070,0,13,32,0.992,0,0.0,1
71,0,0,0,1320071,1,0,32,0.0,0,2.792,4
1,0,0,0,1330001,3,0,33,0.0,0,1.0,4
2,0,vo_nyx,0,1330002,0,0,33,0.0,vo_nyx_1001,0.0,2
3,71,0,0,1330003,0,1,33,1.326,0,0.0,1
4,0,0,0,1330004,1,0,33,0.0,0,1.649,4
5,203,0,71,1330005,0,1,33,2.01,0,0.0,1
6,0,0,0,1330006,1,0,33,0.0,0,2.529,4
7,373,0,203,1330007,0,1,33,1.404,0,0.0,1
8,0,0,0,1330008,1,0,33,0.0,0,1.459,4
9,1,0,0,1330009,0,2,33,0.468,0,0.0,1
10,0,0,0,1330010,1,0,33,0.0,0,1.704,4
11,0,vo_nyx,0,1330011,0,0,33,0.0,vo_nyx_1002,0.0,2
12,122,0,1,1330012,0,2,33,1.337,0,0.0,1
13,0,0,0,1330013,1,0,33,0.0,0,1.337,4
14,285,0,122,1330014,0,2,33,2.128,0,0.0,1
15,0,0,0,1330015,1,0,33,0.0,0,3.666,4
16,0,vo_nyx,0,1330016,0,0,33,0.0,vo_nyx_1003,0.0,2
17,157,0,0,1330017,0,3,33,1.938,0,0.0,1
18,0,0,0,1330018,1,0,33,0.0,0,2.451,4
19,290,0,157,1330019,0,3,33,1.303,0,0.0,1
20,0,0,0,1330020,1,0,33,0.0,0,2.273,4
21,0,vo_nyx,0,1330021,0,0,33,0.0,vo_nyx_1004,0.0,2
22,102,0,0,1330022,0,4,33,1.136,0,0.0,1
23,0,0,0,1330023,1,0,33,0.0,0,1.905,4
24,211,0,102,1330024,0,4,33,1.136,0,0.0,1
25,0,0,0,1330025,1,0,33,0.0,0,1.905,4
26,395,0,211,1330026,0,4,33,2.016,0,0.0,1
27,0,0,0,1330027,1,0,33,0.0,0,3.118,4
28,0,vo_nyx,0,1330028,0,0,33,0.0,vo_nyx_1005,0.0,2
29,123,0,0,1330029,0,5,33,1.227,0,0.0,1
30,0,0,0,1330030,1,0,33,0.0,0,2.174,4
31,0,vo_nyx,0,1330031,0,0,33,0.0,vo_nyx_1006,0.0,2
32,340,0,123,1330032,0,5,33,3.075,0,0.0,1
33,0,0,0,1330033,1,0,33,0.0,0,3.81,4
34,105,0,0,1330034,0,6,33,1.281,0,0.0,1
35,0,0,0,1330035,1,0,33,0.0,0,2.507,4
36,0,vo_nyx,0,1330036,0,0,33,0.0,vo_nyx_1007,0.0,2
37,238,0,105,1330037,0,6,33,1.17,0,0.0,1
38,0,0,0,1330038,1,0,33,0.0,0,2.039,4
39,0,vo_nyx,0,1330039,0,0,33,0.0,vo_nyx_1008,0.0,2
40,308,0,238,1330040,0,6,33,0.757,0,0.0,1
41,0,0,0,1330041,1,0,33,0.0,0,2.139,4
42,0,0,0,1330042,3,0,33,0.0,0,2.0,4
43,0,vo_nyx,0,1330043,0,0,33,0.0,vo_nyx_1009,0.0,2
44,110,0,0,1330044,0,7,33,1.348,0,0.0,1
45,0,0,0,1330045,1,0,33,0.0,0,2.852,4
46,0,vo_nyx,0,1330046,0,0,33,0.0,vo_nyx_1010,0.0,2
47,30,0,0,1330047,0,8,33,0.702,0,0.0,1
48,0,0,0,1330048,1,0,33,0.0,0,0.702,4
49,180,0,30,1330049,0,8,33,1.604,0,0.0,1
50,0,0,0,1330050,1,0,33,0.0,0,2.844,4
51,0,vo_nyx,0,1330051,0,0,33,0.0,vo_nyx_1011,0.0,2
52,395,0,180,1330052,0,8,33,2.016,0,0.0,1
53,0,0,0,1330053,1,0,33,0.0,0,2.707,4
54,156,0,0,1330054,0,9,33,2.128,0,0.0,1
55,0,0,0,1330055,1,0,33,0.0,0,3.32,4
56,0,vo_nyx,0,1330056,0,0,33,0.0,vo_nyx_1012,0.0,2
57,375,0,156,1330057,0,9,33,2.38,0,0.0,1
58,0,0,0,1330058,1,0,33,0.0,0,3.338,4
59,0,0,0,1330059,3,0,33,0.0,0,3.0,4
60,0,vo_nyx,0,1330060,0,0,33,0.0,vo_nyx_1013,0.0,2
61,97,0,0,1330061,0,10,33,1.337,0,0.0,1
62,0,0,0,1330062,1,0,33,0.0,0,1.883,4
63,308,0,97,1330063,0,10,33,1.95,0,0.0,1
64,0,0,0,1330064,1,0,33,0.0,0,3.243,4
65,0,vo_nyx,0,1330065,0,0,33,0.0,vo_nyx_1014,0.0,2
66,71,0,0,1330066,0,11,33,0.724,0,0.0,1
67,0,0,0,1330067,1,0,33,0.0,0,0.724,4
68,72,0,71,1330068,0,11,33,0.824,0,0.0,1
69,0,0,0,1330069,1,0,33,0.0,0,1.392,4
70,400,0,72,1330070,0,11,33,3.319,0,0.0,1
71,0,0,0,1330071,1,0,33,0.0,0,4.265,4
72,0,vo_nyx,0,1330072,0,0,33,0.0,vo_nyx_1015,0.0,2
73,198,0,0,1330073,0,12,33,2.306,0,0.0,1
74,0,0,0,1330074,1,0,33,0.0,0,3.198,4
75,0,0,0,1330075,3,0,33,0.0,0,4.0,4
76,0,vo_nyx,0,1330076,0,0,33,0.0,vo_nyx_1016,0.0,2
77,142,0,0,1330077,0,13,33,1.713,0,0.0,1
78,0,0,0,1330078,1,0,33,0.0,0,2.607,4
79,265,0,142,1330079,0,13,33,1.66,0,0.0,1
80,0,0,0,1330080,1,0,33,0.0,0,3.16,4
1,0,0,0,1340001,3,0,34,0.0,0,1.0,4
2,0,vo_nyx,0,1340002,0,0,34,0.0,vo_nyx_1501,0.0,2
3,24,0,0,1340003,0,1,34,0.64,0,0.0,1
4,0,0,0,1340004,1,0,34,0.0,0,1.223,4
5,86,0,24,1340005,0,1,34,0.878,0,0.0,1
6,0,0,0,1340006,1,0,34,0.0,0,1.635,4
7,0,vo_nyx,0,1340007,0,0,34,0.0,vo_nyx_1502,0.0,2
8,182,0,86,1340008,0,1,34,1.01,0,0.0,1
9,0,0,0,1340009,1,0,34,0.0,0,2.02,4
10,0,vo_nyx,0,1340010,0,0,34,0.0,vo_nyx_1503,0.0,2
11,360,0,0,1340011,0,2,34,4.04,0,0.0,1
12,0,0,0,1340012,1,0,34,0.0,0,4.731,4
13,230,0,0,1340013,0,3,34,2.766,0,0.0,1
14,0,0,0,1340014,1,0,34,0.0,0,3.699,4
15,0,vo_nyx,0,1340015,0,0,34,0.0,vo_nyx_1504,0.0,2
16,165,0,0,1340016,0,4,34,2.338,0,0.0,1
17,0,0,0,1340017,1,0,34,0.0,0,3.085,4
18,0,vo_nyx,0,1340018,0,0,34,0.0,vo_nyx_1505,0.0,2
19,276,0,165,1340019,0,4,34,0.911,0,0.0,1
20,0,0,0,1340020,1,0,34,0.0,0,2.338,4
21,0,vo_nyx,0,1340021,0,0,34,0.0,vo_nyx_1506,0.0,2
22,155,0,0,1340022,0,5,34,1.789,0,0.0,1
23,0,0,0,1340023,1,0,34,0.0,0,2.096,4
24,336,0,155,1340024,0,5,34,1.992,0,0.0,1
25,0,0,0,1340025,1,0,34,0.0,0,3.002,4
26,0,vo_nyx,0,1340026,0,0,34,0.0,vo_nyx_1507,0.0,2
27,104,0,0,1340027,0,6,34,1.179,0,0.0,1
28,0,0,0,1340028,1,0,34,0.0,0,1.679,4
29,191,0,104,1340029,0,6,34,1.438,0,0.0,1
30,0,0,0,1340030,1,0,34,0.0,0,2.096,4
31,0,vo_nyx,0,1340031,0,0,34,0.0,vo_nyx_1508,0.0,2
32,350,0,191,1340032,0,6,34,1.679,0,0.0,1
33,0,0,0,1340033,1,0,34,0.0,0,1.679,4
34,82,0,0,1340034,0,7,34,1.032,0,0.0,1
35,0,0,0,1340035,1,0,34,0.0,0,1.833,4
36,0,vo_nyx,0,1340036,0,0,34,0.0,vo_nyx_1509,0.0,2
37,293,0,82,1340037,0,7,34,2.788,0,0.0,1
38,0,0,0,1340038,1,0,34,0.0,0,3.765,4
39,0,vo_nyx,0,1340039,0,0,34,0.0,vo_nyx_1510,0.0,2
40,40,0,0,1340040,0,8,34,0.79,0,0.0,1
41,0,0,0,1340041,1,0,34,0.0,0,1.35,4
42,234,0,40,1340042,0,8,34,2.404,0,0.0,1
43,0,0,0,1340043,1,0,34,0.0,0,3.117,4
44,0,0,0,1340044,3,0,34,0.0,0,2.0,4
45,0,vo_nyx,0,1340045,0,0,34,0.0,vo_nyx_1511,0.0,2
46,404,0,234,1340046,0,8,34,1.756,0,0.0,1
47,0,0,0,1340047,1,0,34,0.0,0,2.59,4
48,106,0,0,1340048,0,9,34,1.954,0,0.0,1
49,0,0,0,1340049,1,0,34,0.0,0,2.415,4
50,228,0,106,1340050,0,9,34,1.649,0,0.0,1
51,0,0,0,1340051,1,0,34,0.0,0,2.228,4
52,288,0,228,1340052,0,9,34,0.592,0,0.0,1
53,0,0,0,1340053,1,0,34,0.0,0,0.592,4
54,69,0,0,1340054,0,10,34,1.12,0,0.0,1
55,0,0,0,1340055,1,0,34,0.0,0,1.68,4
56,202,0,69,1340056,0,10,34,2.205,0,0.0,1
57,0,0,0,1340057,1,0,34,0.0,0,2.908,4
58,346,0,202,1340058,0,10,34,1.526,0,0.0,1
59,0,0,0,1340059,1,0,34,0.0,0,1.526,4
60,87,0,0,1340060,0,11,34,1.207,0,0.0,1
61,0,0,0,1340061,1,0,34,0.0,0,2.448,4
62,0,0,0,1340062,3,0,34,0.0,0,3.0,4
63,0,vo_nyx,0,1340063,0,0,34,0.0,vo_nyx_1512,0.0,2
64,202,0,87,1340064,0,11,34,1.624,0,0.0,1
65,0,0,0,1340065,1,0,34,0.0,0,2.294,4
66,397,0,202,1340066,0,11,34,1.405,0,0.0,1
67,0,0,0,1340067,1,0,34,0.0,0,1.405,4
68,1,0,0,1340068,0,12,34,0.746,0,0.0,1
69,0,0,0,1340069,1,0,34,0.0,0,1.822,4
70,0,0,0,1340070,3,0,34,0.0,0,4.0,4
71,0,vo_nyx,0,1340071,0,0,34,0.0,vo_nyx_1513,0.0,2
72,146,0,1,1340072,0,12,34,2.338,0,0.0,1
73,0,0,0,1340073,1,0,34,0.0,0,3.227,4
74,0,0,0,1340074,3,0,34,0.0,0,5.0,4
75,0,vo_nyx,0,1340075,0,0,34,0.0,vo_nyx_1514,0.0,2
76,142,0,0,1340076,0,13,34,1.745,0,0.0,1
77,0,0,0,1340077,1,0,34,0.0,0,2.195,4
78,250,0,142,1340078,0,13,34,1.405,0,0.0,1
79,0,0,0,1340079,1,0,34,0.0,0,2.437,4
80,0,vo_nyx,0,1340080,0,0,34,0.0,vo_nyx_1515,0.0,2
81,42,0,0,1340081,0,14,34,0.428,0,0.0,1
82,0,0,0,1340082,1,0,34,0.0,0,2.16,4
