map_position_y,map_size,clear_reward_group,disp_on_bg,icon_display_scale,event_id,story_id_waveend_1,position_y,wave_bgm_que_id_1,detail_bg_position,icon_collider_scale,background_1,boss_position_y,detail_boss_bg_height,position_x,limit_time,td_mode,map_arrow_offset,quest_name,detail_bg_id,story_id_wavestart_1,detail_boss_bg_size,deatail_aura_size,area_id,map_aura_size,result_boss_position_y,wave_group_id_1,wave_bgm_sheet_id_1,map_position_x,icon_id,boss_id,qd_mode,boss_position_x,difficulty
0.0,0.67,650036011,0,1.0,20036,0,-70,bgm_M461,0,1.0,81006401,-105,-50.0,875,90,0,0.0,"보스 전투(NORMAL)",81006401,5064301,1.25,0.85,20036101,0.85,250,660036001,bgm_M461,0.0,510331,2003601,0,770,1
0.0,0.67,650036021,0,1.0,20036,0,-140,bgm_M461,0,1.0,81006402,-35,-50.0,-229,90,0,0.0,"보스 전투(HARD)",81006402,5064302,1.25,0.85,20036201,0.85,250,660036002,bgm_M461,0.0,510332,2003602,0,145,2
0.0,0.67,650036031,0,1.0,20036,0,-60,bgm_M461,0,1.0,81006402,-70,-50.0,512,90,0,0.0,"보스 전투(VERY HARD)",81006402,5064308,1.25,0.85,20036201,0.85,250,660036003,bgm_M461,0.0,510333,2003603,0,480,3
0.0,0.5,650037011,0,1.0,20037,0,-35,bgm_M470,0,1.0,81006601,-85,-54.0,482,90,0,0.0,"보스 전투(NORMAL)",81006601,5066301,1.0,1.0,20037102,0.7,420,660037001,bgm_M470,0.0,510331,2003701,0,770,1
0.0,0.5,650037021,0,1.0,20037,0,-152,bgm_M470,0,1.0,81006602,110,-54.0,-251,90,0,0.0,"보스 전투(HARD)",81006602,5066302,1.0,1.0,20037201,0.7,420,660037002,bgm_M470,0.0,510332,2003702,0,720,2
0.0,0.5,650037031,0,1.0,20037,0,-51,bgm_M470,0,1.0,81006602,-40,-54.0,502,90,0,0.0,"보스 전투(VERY HARD)",81006602,5066308,1.0,1.0,20037201,0.7,420,660037003,bgm_M470,0.0,510333,2003703,0,490,3
0.0,0.8,650038011,0,1.0,20038,0,-51,bgm_M481,0,1.0,81006801,-85,-47.0,395,90,0,0.0,"보스 전투(NORMAL)",81006801,5068301,1.7,0.65,20038102,0.8,400,660038001,bgm_M481,0.0,510331,2003801,0,800,1
0.0,0.8,650038021,0,1.0,20038,0,18,bgm_M481,0,1.0,81006802,-10,-47.0,-17,90,0,0.0,"보스 전투(HARD)",81006802,5068302,1.7,0.65,20038201,0.8,400,660038002,bgm_M481,0.0,510332,2003802,0,145,2
0.0,0.8,650038031,0,1.0,20038,0,-51,bgm_M481,0,1.0,81006802,-70,-47.0,496,90,0,0.0,"보스 전투(VERY HARD)",81006802,5068308,1.7,0.65,20038201,0.8,400,660038003,bgm_M481,0.0,510333,2003803,0,480,3
10.0,0.94,650039011,0,1.0,20039,0,-25,bgm_M489,0,1.0,81007001,-105,-50.0,316,90,1,0.0,"보스 전투(NORMAL)",81007001,5070301,2.0,0.5,20039103,0.65,140,660039001,bgm_M489,-13.0,510351,2003901,1,185,1
10.0,0.94,650039021,0,1.0,20039,0,-200,bgm_M489,0,1.0,81007002,-35,-50.0,-239,90,1,0.0,"보스 전투(HARD)",81007002,5070302,2.0,0.5,20039201,0.65,140,660039002,bgm_M489,-13.0,510352,2003902,1,145,2
10.0,0.94,650039031,0,1.0,20039,0,-75,bgm_M489,0,1.0,81007002,-70,-50.0,468,90,1,0.0,"보스 전투(VERY HARD)",81007002,5070308,2.0,0.5,20039201,0.65,140,660039003,bgm_M489,-13.0,510353,2003903,1,480,3
0.0,0.7,650040011,0,0.8,20040,0,-103,bgm_M499,0,1.0,81007201,-85,-120.0,877,90,0,60.0,"보스 전투(NORMAL)",81007201,5072301,1.3,0.8,20040101,0.7,380,660040001,bgm_M499,0.0,510331,2004001,0,800,1
0.0,0.7,650040021,0,0.8,20040,0,12,bgm_M499,0,1.0,81007202,-10,-120.0,189,90,0,60.0,"보스 전투(HARD)",81007202,5072302,1.3,0.8,20040201,0.7,380,660040002,bgm_M499,0.0,510332,2004002,0,145,2
0.0,0.7,650040031,0,0.8,20040,0,-72,bgm_M499,0,1.0,81007202,-70,-120.0,510,90,0,60.0,"보스 전투(VERY HARD)",81007202,5072308,1.3,0.8,20040201,0.7,380,660040003,bgm_M499,0.0,510333,2004003,0,480,3
0.0,0.95,650041011,0,1.0,20041,0,-35,bgm_M511,0,1.0,81007401,-85,-45.0,578,90,0,0.0,"보스 전투(NORMAL)",81007401,5074301,1.55,0.75,20041102,0.83,205,660041001,bgm_M511,0.0,510331,2004101,1,770,1
0.0,0.95,650041021,0,1.0,20041,0,-188,bgm_M511,0,1.0,81007402,110,-45.0,-237,90,0,0.0,"보스 전투(HARD)",81007402,5074302,1.55,0.75,20041201,0.83,205,660041002,bgm_M511,0.0,510332,2004102,1,720,2
0.0,0.95,650041031,0,1.0,20041,0,-51,bgm_M511,0,1.0,81007402,-40,-45.0,502,90,0,0.0,"보스 전투(VERY HARD)",81007402,5074308,1.55,0.75,20041201,0.87,205,660041003,bgm_M511,0.0,510333,2004103,1,490,3
0.0,1.05,650042011,0,1.0,20042,0,-41,bgm_M523,0,1.0,81007601,-85,-40.0,395,90,0,0.0,"보스 전투(NORMAL)",81007601,5076301,2.4,0.45,20042102,0.6,300,660042001,bgm_M523,0.0,510331,2004201,1,800,1
0.0,1.05,650042021,0,1.0,20042,0,-195,bgm_M523,0,1.0,81007602,-10,-40.0,-76,90,0,0.0,"보스 전투(HARD)",81007602,5076302,2.4,0.45,20042201,0.6,300,660042002,bgm_M523,0.0,510332,2004202,1,145,2
0.0,1.05,650042031,0,1.0,20042,0,-81,bgm_M523,0,1.0,81007602,-70,-40.0,478,90,0,0.0,"보스 전투(VERY HARD)",81007602,5076308,2.4,0.5,20042201,0.6,300,660042003,bgm_M523,0.0,510333,2004203,1,480,3
-40.0,0.8,650043011,0,1.0,20043,0,-79,bgm_M529,0,1.0,81007801,-85,-45.0,503,90,0,0.0,"보스 전투(NORMAL)",81007801,5078301,1.55,0.75,20043102,0.83,205,660043001,bgm_M529,0.0,510361,2004301,1,770,1
-40.0,0.8,650043021,0,1.0,20043,0,58,bgm_M529,0,1.0,81007802,110,-45.0,-295,90,0,0.0,"보스 전투(HARD)",81007802,5078302,1.55,0.75,20043201,0.83,205,660043002,bgm_M529,0.0,510362,2004302,1,720,2
-40.0,0.8,650043031,0,1.0,20043,0,-84,bgm_M529,0,1.0,81007802,-40,-45.0,476,90,0,0.0,"보스 전투(VERY HARD)",81007802,5078308,1.55,0.75,20043201,0.87,205,660043003,bgm_M529,0.0,510362,2004303,1,490,3
0.0,0.8,650044011,0,1.0,20044,0,-79,bgm_M539,0,1.0,81000906,-85,-70.0,741,90,0,0.0,"보스 전투(NORMAL)",81000906,5080301,1.5,0.75,20044101,0.8,300,660044001,bgm_M539,0.0,510331,2004401,1,800,1
0.0,0.8,650044021,0,1.0,20044,0,11,bgm_M539,0,1.0,81008002,-10,-70.0,-67,90,0,0.0,"보스 전투(HARD)",81008002,5080302,1.5,0.75,20044201,0.8,300,660044002,bgm_M539,0.0,510332,2004402,1,145,2
0.0,0.8,650044031,0,1.0,20044,0,-56,bgm_M539,0,1.0,81008002,-70,-70.0,411,90,0,0.0,"보스 전투(VERY HARD)",81008002,5080308,1.5,0.75,20044201,0.8,300,660044003,bgm_M539,0.0,510333,2004403,1,480,3
0.0,0.9,650045011,0,1.0,20045,0,-25,bgm_M546,0,1.0,81008201,-85,-20.0,416,90,0,0.0,"보스 전투(NORMAL)",81001005,5082301,2.0,0.55,20045104,0.75,150,660045001,bgm_M546,0.0,510331,2004501,1,800,1
0.0,0.9,650045021,0,1.0,20045,0,-175,bgm_M546,0,1.0,81008202,-10,-20.0,-191,90,0,0.0,"보스 전투(HARD)",81001006,5082302,2.0,0.55,20045201,0.75,150,660045002,bgm_M546,0.0,510332,2004502,1,145,2
0.0,0.9,650045031,0,1.0,20045,0,-47,bgm_M546,0,1.0,81008202,-70,-20.0,479,90,0,0.0,"보스 전투(VERY HARD)",81001006,5082308,2.0,0.55,20045201,0.75,150,660045003,bgm_M546,0.0,510333,2004503,1,480,3
0.0,0.9,650046011,0,1.0,20046,0,-25,bgm_M57,0,1.0,100113,-85,5.0,455,90,0,0.0,"보스 전투(NORMAL)",100113,5084301,1.35,0.75,20046104,0.8,50,660046001,bgm_M57,0.0,510331,2004601,1,800,1
0.0,0.9,650046021,0,1.0,20046,0,-175,bgm_M57,0,1.0,100433,-10,5.0,-191,90,0,0.0,"보스 전투(HARD)",100433,5084302,1.35,0.75,20046201,0.8,50,660046002,bgm_M57,0.0,510332,2004602,1,145,2
0.0,0.9,650046031,0,1.0,20046,0,-47,bgm_M57,0,1.0,100433,-70,5.0,479,90,0,0.0,"보스 전투(VERY HARD)",100433,5084308,1.35,0.75,20046201,0.8,50,660046003,bgm_M57,0.0,510333,2004603,1,480,3
0.0,0.65,650047011,0,1.0,20047,0,-83,bgm_M559,0,1.0,81008507,-85,-20.0,515,90,0,0.0,"보스 전투(NORMAL)",81008507,5085301,1.2,0.9,20047102,0.65,20,660047001,bgm_M559,0.0,510331,2004701,1,770,1
0.0,0.65,650047021,0,1.0,20047,0,47,bgm_M559,0,1.0,81008508,110,-20.0,-277,90,0,0.0,"보스 전투(HARD)",81008508,5085302,1.2,0.9,20047201,0.65,20,660047002,bgm_M559,0.0,510332,2004702,1,720,2
0.0,0.65,650047031,0,1.0,20047,0,-85,bgm_M559,0,1.0,81008508,-40,-20.0,484,90,0,0.0,"보스 전투(VERY HARD)",81008508,5085308,1.2,0.9,20047201,0.65,20,660047003,bgm_M559,0.0,510333,2004703,1,490,3
0.0,0.8,650048011,0,1.0,20048,0,-28,bgm_M568,0,1.0,81008801,-85,-70.0,451,90,0,-30.0,"보스 전투(NORMAL)",81008801,5088301,1.5,0.75,20048102,0.8,300,660048001,bgm_M568,0.0,510331,2004801,1,800,1
0.0,0.8,650048021,0,1.0,20048,0,31,bgm_M568,0,1.0,81008802,-10,-70.0,-230,90,0,-30.0,"보스 전투(HARD)",81008802,5088302,1.5,0.75,20048201,0.8,300,660048002,bgm_M568,0.0,510332,2004802,1,145,2
0.0,0.8,650048031,0,1.0,20048,0,-56,bgm_M568,0,1.0,81008802,-70,-70.0,444,90,0,-30.0,"보스 전투(VERY HARD)",81008802,5088308,1.5,0.75,20048201,0.8,300,660048003,bgm_M568,0.0,510333,2004803,1,480,3
0.0,0.57,650049011,0,1.0,20049,0,-85,bgm_M577,0,1.0,81009001,-85,-45.0,510,90,0,13.0,"보스 전투(NORMAL)",81009001,5090301,1.18,0.9,20049102,1.0,240,660049001,bgm_M577,0.0,510331,2004901,1,500,1
0.0,0.57,650049021,0,1.0,20049,0,-10,bgm_M577,0,1.0,81009002,-10,-45.0,-20,90,0,13.0,"보스 전투(HARD)",81009002,5090302,1.18,0.9,20049201,1.0,240,660049002,bgm_M577,0.0,510332,2004902,1,145,2
0.0,0.57,650049031,0,1.0,20049,0,-50,bgm_M577,0,1.0,81009002,-70,-45.0,514,90,0,13.0,"보스 전투(VERY HARD)",81009002,5090308,1.18,0.9,20049201,0.8,240,660049003,bgm_M577,0.0,510333,2004903,1,480,3
0.0,0.75,650050011,0,1.0,20050,0,-50,bgm_M585,0,1.0,103021,-125,-70.0,410,90,0,0.0,"보스 전투(NORMAL)",103021,5092301,1.5,0.75,20050101,0.75,150,660050001,bgm_M585,0.0,510021,2005001,1,0,1
0.0,0.75,650050021,0,1.0,20050,0,10,bgm_M585,0,1.0,103011,-10,-70.0,-20,90,0,0.0,"보스 전투(HARD)",103011,5092302,1.5,0.75,20050201,0.75,150,660050002,bgm_M585,0.0,510022,2005002,1,145,2
0.0,0.75,650050031,0,1.0,20050,0,-50,bgm_M585,0,1.0,103011,-70,-70.0,514,90,0,0.0,"보스 전투(VERY HARD)",103011,5092308,1.5,0.75,20050201,0.75,150,660050003,bgm_M585,0.0,510022,2005003,1,480,3
0.0,1.05,650051011,0,1.0,20051,0,-59,bgm_M598,0,1.0,102093,-85,-50.0,898,90,0,0.0,"보스 전투(NORMAL)",102093,5094301,2.2,0.45,20051101,0.6,250,660051001,bgm_M598,0.0,510331,2005101,1,800,1
0.0,1.05,650051021,0,1.0,20051,0,-204,bgm_M598,0,1.0,102113,-10,-50.0,-76,90,0,0.0,"보스 전투(HARD)",102113,5094302,2.2,0.45,20051201,0.6,250,660051002,bgm_M598,0.0,510332,2005102,1,145,2
0.0,1.05,650051031,0,1.0,20051,0,-81,bgm_M598,0,1.0,102113,-70,-50.0,478,90,0,0.0,"보스 전투(VERY HARD)",102113,5094308,2.2,0.44,20051201,0.6,250,660051003,bgm_M598,0.0,510333,2005103,1,480,3
0.0,0.6,650052011,0,0.8,20052,0,-51,bgm_M604,0,1.0,102593,-85,-120.0,900,90,0,0.0,"보스 전투(NORMAL)",102593,5096301,1.3,0.8,20052102,1.1,380,660052001,bgm_M604,0.0,510331,2005201,1,800,1
0.0,0.6,650052021,0,0.8,20052,0,-15,bgm_M604,0,1.0,102603,-10,-120.0,172,90,0,0.0,"보스 전투(HARD)",102603,5096302,1.3,0.8,20052201,1.1,380,660052002,bgm_M604,0.0,510332,2005202,1,145,2
0.0,0.6,650052031,0,0.8,20052,0,-51,bgm_M604,0,1.0,102603,-70,-120.0,514,90,0,0.0,"보스 전투(VERY HARD)",102603,5096308,1.3,0.8,20052201,1.1,380,660052003,bgm_M604,0.0,510333,2005203,1,480,3
0.0,0.8,650053011,0,0.9,20053,0,-69,bgm_M611,0,1.0,81000405,-85,-85.0,439,90,0,0.0,"보스 전투(NORMAL)",81000405,5098301,1.35,0.8,20053103,0.8,260,660053001,bgm_M611,-5.0,510331,2005301,1,800,1
0.0,0.8,650053021,0,0.9,20053,0,-4,bgm_M611,0,1.0,81000406,-10,-85.0,-184,90,0,0.0,"보스 전투(HARD)",81000406,5098302,1.35,0.8,20053201,0.8,260,660053002,bgm_M611,-5.0,510332,2005302,1,145,2
0.0,0.8,650053031,0,0.9,20053,0,-82,bgm_M611,0,1.0,81000406,-70,-85.0,525,90,0,0.0,"보스 전투(VERY HARD)",81000406,5098308,1.35,0.8,20053201,0.8,260,660053003,bgm_M611,-5.0,510333,2005303,1,480,3
0.0,0.67,650054011,0,1.1,20054,0,-74,bgm_M621,0,1.1,81010001,-125,-70.0,555,90,0,25.0,"보스 전투(NORMAL)",81010001,5100301,1.5,0.75,20054102,1.0,150,660054001,bgm_M621,0.0,510401,2005401,1,0,1
0.0,0.67,650054021,0,1.1,20054,0,12,bgm_M621,0,1.1,81010002,-10,-70.0,-242,90,0,25.0,"보스 전투(HARD)",81010002,5100302,1.5,0.75,20054201,1.0,150,660054002,bgm_M621,0.0,510402,2005402,1,145,2
0.0,0.67,650054031,0,1.1,20054,0,-67,bgm_M621,0,1.1,81010002,-70,-70.0,483,90,0,25.0,"보스 전투(VERY HARD)",81010002,5100308,1.5,0.75,20054201,1.0,150,660054003,bgm_M621,0.0,510402,2005403,1,480,3
0.0,0.7,650055011,0,0.8,20055,0,-93,bgm_M625,0,1.0,81010201,-85,-85.0,883,90,0,70.0,"보스 전투(NORMAL)",81010201,5102301,1.25,0.8,20055101,0.7,185,660055001,bgm_M625,-5.0,510411,2005501,1,800,1
0.0,0.7,650055021,0,0.8,20055,0,-197,bgm_M625,0,1.0,81010202,-10,-85.0,-64,90,0,70.0,"보스 전투(HARD)",81010202,5102302,1.25,0.8,20055201,0.7,185,660055002,bgm_M625,-5.0,510412,2005502,1,145,2
0.0,0.7,650055031,0,0.8,20055,0,-88,bgm_M625,0,1.0,81010202,-70,-85.0,485,90,0,70.0,"보스 전투(VERY HARD)",81010202,5102308,1.25,0.8,20055201,0.7,185,660055003,bgm_M625,-5.0,510412,2005503,1,480,3
0.0,0.9,650056011,0,1.0,20056,0,-74,bgm_M634,0,1.0,100092,-125,-40.0,613,90,0,25.0,"보스 전투(NORMAL)",100092,5104301,1.5,0.65,20056102,0.9,150,660056001,bgm_M634,0.0,510331,2005601,1,0,1
0.0,0.9,650056021,0,1.0,20056,0,12,bgm_M634,0,1.0,100382,-10,-40.0,-242,90,0,25.0,"보스 전투(HARD)",100382,5104302,1.5,0.65,20056201,0.9,150,660056002,bgm_M634,0.0,510332,2005602,1,145,2
0.0,0.9,650056031,0,1.0,20056,0,-67,bgm_M634,0,1.0,100382,-70,-40.0,498,90,0,25.0,"보스 전투(VERY HARD)",100382,5104308,1.5,0.65,20056201,0.9,150,660056003,bgm_M634,0.0,510333,2005603,1,480,3
0.0,0.7,650057011,0,0.8,20057,0,-69,bgm_M641,0,1.0,81000906,-85,0.0,936,90,0,70.0,"보스 전투(NORMAL)",81000906,5106301,1.2,0.8,20057101,0.7,180,660057001,bgm_M641,-5.0,510331,2005701,1,800,1
0.0,0.7,650057021,0,0.8,20057,0,-2,bgm_M641,0,1.0,81008002,-10,0.0,-234,90,0,70.0,"보스 전투(HARD)",81008002,5106302,1.2,0.8,20057201,0.7,180,660057002,bgm_M641,-5.0,510332,2005702,1,145,2
0.0,0.7,650057031,0,0.8,20057,0,-81,bgm_M641,0,1.0,81008002,-70,0.0,476,90,0,70.0,"보스 전투(VERY HARD)",81008002,5106308,1.2,0.8,20057201,0.7,180,660057003,bgm_M641,-5.0,510333,2005703,1,480,3
0.0,0.85,650058011,0,1.0,20058,0,-68,bgm_M650,0,1.0,81001505,-85,-35.0,655,90,0,10.0,"보스 전투(NORMAL)",81001505,5108301,1.55,0.6,20058101,0.8,150,660058001,bgm_M650,0.0,510331,2005801,1,800,1
0.0,0.85,650058021,0,1.0,20058,0,-179,bgm_M650,0,1.0,81010802,-10,-35.0,-264,90,0,10.0,"보스 전투(HARD)",81010802,5108302,1.55,0.62,20058201,0.8,150,660058002,bgm_M650,0.0,510332,2005802,1,145,2
0.0,0.85,650058031,0,1.0,20058,0,-77,bgm_M650,0,1.0,81010802,-70,-35.0,459,90,0,10.0,"보스 전투(VERY HARD)",81010802,5108308,1.55,0.62,20058201,0.8,150,660058003,bgm_M650,0.0,510333,2005803,1,480,3
0.0,0.5,650059011,0,1.0,20059,0,-75,bgm_M664,0,1.0,103131,-85,-54.0,850,90,0,30.0,"보스 전투(NORMAL)",103131,5110301,1.0,1.0,20059101,1.3,440,660059001,bgm_M664,0.0,510331,2005901,1,800,1
0.0,0.5,650059021,0,1.0,20059,0,21,bgm_M664,0,1.0,103141,-10,-54.0,-231,90,0,30.0,"보스 전투(HARD)",103141,5110302,1.0,1.0,20059201,1.3,440,660059002,bgm_M664,0.0,510332,2005902,1,145,2
0.0,0.5,650059031,0,1.0,20059,0,-47,bgm_M664,0,1.0,103141,-70,-54.0,479,90,0,30.0,"보스 전투(VERY HARD)",103141,5110308,1.0,1.0,20059201,1.3,440,660059003,bgm_M664,0.0,510333,2005903,1,480,3
0.0,0.65,650060011,0,1.0,20060,0,-83,bgm_M665,0,1.0,103153,-85,-78.0,515,90,0,0.0,"보스 전투(NORMAL)",103151,5111301,1.35,0.9,20060102,1.0,255,660060001,bgm_M665,0.0,510431,2006001,1,770,1
0.0,0.65,650060021,0,1.0,20060,0,6,bgm_M665,0,1.0,103163,110,-78.0,-55,90,0,0.0,"보스 전투(HARD)",103161,5111302,1.35,0.67,20060201,1.0,255,660060002,bgm_M665,0.0,510432,2006002,1,720,2
0.0,0.65,650060031,0,1.0,20060,0,-85,bgm_M665,0,1.0,103163,-40,-78.0,500,90,0,0.0,"보스 전투(VERY HARD)",103161,5111308,1.35,0.69,20060201,1.0,255,660060003,bgm_M665,0.0,510432,2006003,1,490,3
