background_2,icon_offset_x,clear_reward_group,unit_exp,drop_reward_num,quest_detail_bg_position,position_x,story_id_waveend_1,wave_bgm_sheet_id_2,team_exp,wave_group_id_3,stamina,story_id_wavestart_1,quest_name,daily_limit,quest_id,icon_id,icon_scale,wave_bgm_que_id_2,wave_group_id_1,quest_seq,wave_bgm_sheet_id_1,wave_bgm_que_id_1,position_y,event_id,story_id_waveend_2,wave_bgm_que_id_3,stamina_start,icon_offset_y,story_id_wavestart_2,story_id_waveend_3,area_id,quest_detail_bg_id,wave_group_id_2,story_id_wavestart_3,background_3,rank_reward_group,wave_bgm_sheet_id_3,limit_time,drop_reward_odds,love,drop_reward_id,drop_reward_type,background_1
101582,0.0,650012115,150,0,0,752,0,bgm_M41,10,650012153,10,0,"왕도 랜드솔 1-15",0,20012115,100190,1.0,bgm_M41,650012151,15,bgm_M41,bgm_M41,-90,20012,0,bgm_M41,1,0.0,0,0,20012101,101581,650012152,0,101583,650012123,bgm_M41,90,0,10,0,0,101581
101592,0.0,650012116,240,1,0,-500,0,bgm_M41,16,650012163,10,0,"왕도 랜드솔 1-1",5,20012201,100190,1.0,bgm_M41,650012161,16,bgm_M41,bgm_M41,-50,20012,0,bgm_M41,2,0.0,0,0,20012201,101591,650012162,0,101593,650012121,bgm_M41,90,54,16,31043,2,101591
101592,0.0,650012117,240,1,0,-340,0,bgm_M41,16,650012173,10,0,"왕도 랜드솔 1-2",5,20012202,100190,1.0,bgm_M41,650012171,17,bgm_M41,bgm_M41,-140,20012,0,bgm_M41,2,0.0,0,0,20012201,101591,650012172,0,101593,650012121,bgm_M41,90,54,16,31008,2,101591
101592,0.0,650012118,270,1,0,-180,0,bgm_M41,18,650012183,10,0,"왕도 랜드솔 1-3",5,20012203,100200,1.0,bgm_M41,650012181,18,bgm_M41,bgm_M41,50,20012,0,bgm_M41,2,0.0,0,0,20012201,101591,650012182,0,101593,650012121,bgm_M41,90,54,18,31043,2,101591
101592,0.0,650012119,270,1,0,120,0,bgm_M41,18,650012193,10,0,"왕도 랜드솔 1-4",5,20012204,100200,1.0,bgm_M41,650012191,19,bgm_M41,bgm_M41,80,20012,0,bgm_M41,2,0.0,0,0,20012201,101591,650012192,0,101593,650012121,bgm_M41,90,54,18,31008,2,101591
101592,0.0,650012120,300,1,0,220,0,bgm_M41,20,650012203,10,0,"왕도 랜드솔 1-5",5,20012205,100190,1.0,bgm_M41,650012201,20,bgm_M41,bgm_M41,-90,20012,0,bgm_M41,2,0.0,0,0,20012201,101591,650012202,0,101593,650012121,bgm_M41,90,54,20,31043,2,101591
100066,0.0,650013101,120,0,0,-985,0,bgm_M41,8,650013013,8,0,"가스트로스 산 1-1",0,20013101,100050,1.0,bgm_M41,650013011,1,bgm_M41,bgm_M41,-184,20013,0,bgm_M41,1,0.0,0,0,20013101,100065,650013012,0,100067,650013124,bgm_M41,90,0,8,0,0,100065
100022,0.0,650013102,120,0,0,-800,0,bgm_M41,8,650013023,8,0,"가스트로스 산 1-2",0,20013102,100020,1.0,bgm_M41,650013021,2,bgm_M41,bgm_M41,-29,20013,0,bgm_M41,1,0.0,0,0,20013101,100021,650013022,0,100023,650013125,bgm_M41,90,0,8,0,0,100021
100066,0.0,650013103,120,0,0,-573,0,bgm_M41,8,650013033,8,0,"가스트로스 산 1-3",0,20013103,100050,1.0,bgm_M41,650013031,3,bgm_M41,bgm_M41,-171,20013,0,bgm_M41,1,0.0,0,0,20013101,100065,650013032,0,100067,650013126,bgm_M41,90,0,8,0,0,100065
100066,0.0,650013104,120,0,0,-337,0,bgm_M41,8,650013043,8,0,"가스트로스 산 1-4",0,20013104,100050,1.0,bgm_M41,650013041,4,bgm_M41,bgm_M41,-63,20013,0,bgm_M41,1,0.0,0,0,20013101,100065,650013042,0,100067,650013127,bgm_M41,90,0,8,0,0,100065
100092,0.0,650013105,120,0,0,-155,0,bgm_M41,8,650013053,8,0,"가스트로스 산 1-5",0,20013105,100010,1.0,bgm_M41,650013051,5,bgm_M41,bgm_M41,93,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013052,0,100093,650013123,bgm_M41,90,0,8,0,0,100091
100092,0.0,650013106,135,0,0,-68,0,bgm_M41,9,650013063,9,0,"가스트로스 산 1-6",0,20013106,100040,1.0,bgm_M41,650013061,6,bgm_M41,bgm_M41,-81,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013062,0,100093,650013124,bgm_M41,90,0,9,0,0,100091
100092,0.0,650013107,135,0,0,128,0,bgm_M41,9,650013073,9,0,"가스트로스 산 1-7",0,20013107,100050,1.0,bgm_M41,650013071,7,bgm_M41,bgm_M41,-82,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013072,0,100093,650013125,bgm_M41,90,0,9,0,0,100091
100092,0.0,650013108,135,0,0,313,0,bgm_M41,9,650013083,9,0,"가스트로스 산 1-8",0,20013108,100040,1.0,bgm_M41,650013081,8,bgm_M41,bgm_M41,35,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013082,0,100093,650013126,bgm_M41,90,0,9,0,0,100091
100092,0.0,650013109,135,0,0,473,0,bgm_M41,9,650013093,9,0,"가스트로스 산 1-9",0,20013109,100010,1.0,bgm_M41,650013091,9,bgm_M41,bgm_M41,-92,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013092,0,100093,650013127,bgm_M41,90,0,9,0,0,100091
100092,0.0,650013110,135,0,0,657,0,bgm_M41,9,650013103,9,0,"가스트로스 산 1-10",0,20013110,100030,1.0,bgm_M41,650013101,10,bgm_M41,bgm_M41,0,20013,0,bgm_M41,1,0.0,0,0,20013101,100091,650013102,0,100093,650013122,bgm_M41,90,0,9,0,0,100091
100092,0.0,650013111,150,0,0,837,0,bgm_M41,10,650013113,10,0,"가스트로스 산 1-11",0,20013111,100030,1.0,bgm_M41,650013111,11,bgm_M41,bgm_M41,106,20013,0,bgm_M41,1,0.0,0,5013303,20013101,100091,650013112,0,100093,650013124,bgm_M41,90,0,10,0,0,100091
101652,0.0,650013112,150,0,0,-500,0,bgm_M41,10,650013123,10,0,"빛의 틈 1-12",0,20013112,100370,1.0,bgm_M41,650013121,12,bgm_M41,bgm_M41,-165,20013,0,bgm_M41,1,0.0,0,0,20013102,101651,650013122,0,101653,650013125,bgm_M41,90,0,10,0,0,101651
101652,0.0,650013113,150,0,0,-351,0,bgm_M41,10,650013133,10,0,"빛의 틈 1-13",0,20013113,100380,1.0,bgm_M41,650013131,13,bgm_M41,bgm_M41,-48,20013,0,bgm_M41,1,0.0,0,0,20013102,101651,650013132,0,101653,650013126,bgm_M41,90,0,10,0,0,101651
101652,0.0,650013114,150,0,0,-149,0,bgm_M41,10,650013143,10,0,"빛의 틈 1-14",0,20013114,100370,1.0,bgm_M41,650013141,14,bgm_M41,bgm_M41,-181,20013,0,bgm_M41,1,0.0,0,0,20013102,101651,650013142,0,101653,650013127,bgm_M41,90,0,10,0,0,101651
101652,0.0,650013115,150,0,0,65,0,bgm_M41,10,650013153,10,0,"빛의 틈 1-15",0,20013115,100380,1.0,bgm_M41,650013151,15,bgm_M41,bgm_M41,-120,20013,0,bgm_M41,1,0.0,0,0,20013102,101651,650013152,0,101653,650013123,bgm_M41,90,0,10,0,0,101651
101662,0.0,650013116,240,1,0,-540,0,bgm_M41,16,650013163,10,0,"빛의 틈 1-1",5,20013201,100390,1.0,bgm_M41,650013161,16,bgm_M41,bgm_M41,-192,20013,0,bgm_M41,2,0.0,0,0,20013201,101661,650013162,0,101663,650013121,bgm_M41,90,54,16,31093,2,101661
101662,0.0,650013117,240,1,0,-311,0,bgm_M41,16,650013173,10,0,"빛의 틈 1-2",5,20013202,100400,1.0,bgm_M41,650013171,17,bgm_M41,bgm_M41,-170,20013,0,bgm_M41,2,0.0,0,0,20013201,101661,650013172,0,101663,650013121,bgm_M41,90,54,16,31018,2,101661
101662,0.0,650013118,270,1,0,-96,0,bgm_M41,18,650013183,10,0,"빛의 틈 1-3",5,20013203,100390,1.0,bgm_M41,650013181,18,bgm_M41,bgm_M41,-61,20013,0,bgm_M41,2,0.0,0,0,20013201,101661,650013182,0,101663,650013121,bgm_M41,90,54,18,31093,2,101661
101662,0.0,650013119,270,1,0,68,0,bgm_M41,18,650013193,10,0,"빛의 틈 1-4",5,20013204,100400,1.0,bgm_M41,650013191,19,bgm_M41,bgm_M41,-170,20013,0,bgm_M41,2,0.0,0,0,20013201,101661,650013192,0,101663,650013121,bgm_M41,90,54,18,31018,2,101661
101662,0.0,650013120,300,1,0,358,0,bgm_M41,20,650013203,10,0,"빛의 틈 1-5",5,20013205,100390,1.0,bgm_M41,650013201,20,bgm_M41,bgm_M41,-97,20013,0,bgm_M41,2,0.0,0,0,20013201,101661,650013202,0,101663,650013121,bgm_M41,90,54,20,31093,2,101661
101702,0.0,650014101,120,0,0,-1000,0,bgm_M41,8,650014013,8,0,"오에도 마을 1-1",0,20014101,100420,1.0,bgm_M41,650014011,1,bgm_M41,bgm_M41,-40,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014012,0,101703,650014124,bgm_M41,90,0,8,0,0,101701
101702,0.0,650014102,120,0,0,-868,0,bgm_M41,8,650014023,8,0,"오에도 마을 1-2",0,20014102,100420,1.0,bgm_M41,650014021,2,bgm_M41,bgm_M41,-131,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014022,0,101703,650014125,bgm_M41,90,0,8,0,0,101701
101702,0.0,650014103,120,0,0,-705,0,bgm_M41,8,650014033,8,0,"오에도 마을 1-3",0,20014103,100420,1.0,bgm_M41,650014031,3,bgm_M41,bgm_M41,-75,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014032,0,101703,650014126,bgm_M41,90,0,8,0,0,101701
101702,0.0,650014104,120,0,0,-787,0,bgm_M41,8,650014043,8,0,"오에도 마을 1-4",0,20014104,100420,1.0,bgm_M41,650014041,4,bgm_M41,bgm_M41,95,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014042,0,101703,650014127,bgm_M41,90,0,8,0,0,101701
101702,0.0,650014105,120,0,0,-553,0,bgm_M41,8,650014053,8,0,"오에도 마을 1-5",0,20014105,100410,1.0,bgm_M41,650014051,5,bgm_M41,bgm_M41,115,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014052,0,101703,650014123,bgm_M41,90,0,8,0,0,101701
101702,0.0,650014106,135,0,0,-464,0,bgm_M41,9,650014063,9,0,"오에도 마을 1-6",0,20014106,100410,1.0,bgm_M41,650014061,6,bgm_M41,bgm_M41,-85,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014062,0,101703,650014124,bgm_M41,90,0,9,0,0,101701
101702,0.0,650014107,135,0,0,-269,0,bgm_M41,9,650014073,9,0,"오에도 마을 1-7",0,20014107,100410,1.0,bgm_M41,650014071,7,bgm_M41,bgm_M41,-112,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014072,0,101703,650014125,bgm_M41,90,0,9,0,0,101701
101702,0.0,650014108,135,0,0,-311,0,bgm_M41,9,650014083,9,0,"오에도 마을 1-8",0,20014108,100410,1.0,bgm_M41,650014081,8,bgm_M41,bgm_M41,92,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014082,0,101703,650014126,bgm_M41,90,0,9,0,0,101701
101702,0.0,650014109,135,0,0,-116,0,bgm_M41,9,650014093,9,0,"오에도 마을 1-9",0,20014109,100420,1.0,bgm_M41,650014091,9,bgm_M41,bgm_M41,67,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014092,0,101703,650014127,bgm_M41,90,0,9,0,0,101701
101702,0.0,650014110,135,0,0,-9,0,bgm_M41,9,650014103,9,0,"오에도 마을 1-10",0,20014110,100410,1.0,bgm_M41,650014101,10,bgm_M41,bgm_M41,-97,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014102,0,101703,650014122,bgm_M41,90,0,9,0,0,101701
101702,0.0,650014111,150,0,0,136,0,bgm_M41,10,650014113,10,0,"오에도 마을 1-11",0,20014111,100410,1.0,bgm_M41,650014111,11,bgm_M41,bgm_M41,7,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014112,0,101703,650014124,bgm_M41,90,0,10,0,0,101701
101702,0.0,650014112,150,0,0,267,0,bgm_M41,10,650014123,10,0,"오에도 마을 1-12",0,20014112,100420,1.0,bgm_M41,650014121,12,bgm_M41,bgm_M41,-92,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014122,0,101703,650014125,bgm_M41,90,0,10,0,0,101701
101702,0.0,650014113,150,0,0,362,0,bgm_M41,10,650014133,10,0,"오에도 마을 1-13",0,20014113,100420,1.0,bgm_M41,650014131,13,bgm_M41,bgm_M41,53,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014132,0,101703,650014126,bgm_M41,90,0,10,0,0,101701
101702,0.0,650014114,150,0,0,466,0,bgm_M41,10,650014143,10,0,"오에도 마을 1-14",0,20014114,100420,1.0,bgm_M41,650014141,14,bgm_M41,bgm_M41,-92,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014142,0,101703,650014127,bgm_M41,90,0,10,0,0,101701
101702,0.0,650014115,150,0,0,684,0,bgm_M41,10,650014153,10,0,"오에도 마을 1-15",0,20014115,100420,1.0,bgm_M41,650014151,15,bgm_M41,bgm_M41,-77,20014,0,bgm_M41,1,0.0,0,0,20014101,101701,650014152,0,101703,650014123,bgm_M41,90,0,10,0,0,101701
101712,0.0,650014116,240,1,0,-525,0,bgm_M41,16,650014163,10,0,"오에도 마을 1-1",5,20014201,100410,1.0,bgm_M41,650014161,16,bgm_M41,bgm_M41,-148,20014,0,bgm_M41,2,0.0,0,0,20014201,101711,650014162,0,101713,650014121,bgm_M41,90,54,16,31053,2,101711
101712,0.0,650014117,240,1,0,-353,0,bgm_M41,16,650014173,10,0,"오에도 마을 1-2",5,20014202,100410,1.0,bgm_M41,650014171,17,bgm_M41,bgm_M41,45,20014,0,bgm_M41,2,0.0,0,0,20014201,101711,650014172,0,101713,650014121,bgm_M41,90,54,16,31045,2,101711
101712,0.0,650014118,270,1,0,-199,0,bgm_M41,18,650014183,10,0,"오에도 마을 1-3",5,20014203,100410,1.0,bgm_M41,650014181,18,bgm_M41,bgm_M41,-18,20014,0,bgm_M41,2,0.0,0,0,20014201,101711,650014182,0,101713,650014121,bgm_M41,90,54,18,31053,2,101711
101712,0.0,650014119,270,1,0,-57,0,bgm_M41,18,650014193,10,0,"오에도 마을 1-4",5,20014204,100410,1.0,bgm_M41,650014191,19,bgm_M41,bgm_M41,-179,20014,0,bgm_M41,2,0.0,0,0,20014201,101711,650014192,0,101713,650014121,bgm_M41,90,54,18,31045,2,101711
101712,0.0,650014120,300,1,0,253,0,bgm_M41,20,650014203,10,0,"오에도 마을 1-5",5,20014205,100420,1.0,bgm_M41,650014201,20,bgm_M41,bgm_M41,-97,20014,0,bgm_M41,2,0.0,0,0,20014201,101711,650014202,0,101713,650014121,bgm_M41,90,54,20,31053,2,101711
101852,0.0,650015101,120,0,0,-958,0,bgm_M41,8,650015013,8,0,"선레인 해변 1-1",0,20015101,100110,1.0,bgm_M41,650015011,1,bgm_M41,bgm_M41,-205,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015012,0,101853,650015124,bgm_M41,90,0,8,0,0,101851
101852,0.0,650015102,120,0,0,-847,0,bgm_M41,8,650015023,8,0,"선레인 해변 1-2",0,20015102,100040,1.0,bgm_M41,650015021,2,bgm_M41,bgm_M41,-100,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015022,0,101853,650015125,bgm_M41,90,0,8,0,0,101851
101852,0.0,650015103,120,0,0,-680,0,bgm_M41,8,650015033,8,0,"선레인 해변 1-3",0,20015103,100480,1.0,bgm_M41,650015031,3,bgm_M41,bgm_M41,-180,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015032,0,101853,650015126,bgm_M41,90,0,8,0,0,101851
101852,0.0,650015104,120,0,0,-520,0,bgm_M41,8,650015043,8,0,"선레인 해변 1-4",0,20015104,100110,1.0,bgm_M41,650015041,4,bgm_M41,bgm_M41,-138,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015042,0,101853,650015127,bgm_M41,90,0,8,0,0,101851
101852,0.0,650015105,120,0,0,-445,0,bgm_M41,8,650015053,8,0,"선레인 해변 1-5",0,20015105,100040,1.0,bgm_M41,650015051,5,bgm_M41,bgm_M41,-25,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015052,0,101853,650015123,bgm_M41,90,0,8,0,0,101851
101852,0.0,650015106,135,0,0,-310,0,bgm_M41,9,650015063,9,0,"선레인 해변 1-6",0,20015106,100180,1.0,bgm_M41,650015061,6,bgm_M41,bgm_M41,-150,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015062,0,101853,650015124,bgm_M41,90,0,9,0,0,101851
101852,0.0,650015107,135,0,0,-234,0,bgm_M41,9,650015073,9,0,"선레인 해변 1-7",0,20015107,100110,1.0,bgm_M41,650015071,7,bgm_M41,bgm_M41,7,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015072,0,101853,650015125,bgm_M41,90,0,9,0,0,101851
101852,0.0,650015108,135,0,0,-95,0,bgm_M41,9,650015083,9,0,"선레인 해변 1-8",0,20015108,100480,1.0,bgm_M41,650015081,8,bgm_M41,bgm_M41,-75,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015082,0,101853,650015126,bgm_M41,90,0,9,0,0,101851
101852,0.0,650015109,135,0,0,-15,0,bgm_M41,9,650015093,9,0,"선레인 해변 1-9",0,20015109,100040,1.0,bgm_M41,650015091,9,bgm_M41,bgm_M41,52,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015092,0,101853,650015127,bgm_M41,90,0,9,0,0,101851
101852,0.0,650015110,135,0,0,118,0,bgm_M41,9,650015103,9,0,"선레인 해변 1-10",0,20015110,100180,1.0,bgm_M41,650015101,10,bgm_M41,bgm_M41,-85,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015102,0,101853,650015122,bgm_M41,90,0,9,0,0,101851
101852,0.0,650015111,150,0,0,245,0,bgm_M41,10,650015113,10,0,"선레인 해변 1-11",0,20015111,100110,1.0,bgm_M41,650015111,11,bgm_M41,bgm_M41,38,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015112,0,101853,650015124,bgm_M41,90,0,10,0,0,101851
101852,0.0,650015112,150,0,0,370,0,bgm_M41,10,650015123,10,0,"선레인 해변 1-12",0,20015112,100480,1.0,bgm_M41,650015121,12,bgm_M41,bgm_M41,-70,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015122,0,101853,650015125,bgm_M41,90,0,10,0,0,101851
101852,0.0,650015113,150,0,0,470,0,bgm_M41,10,650015133,10,0,"선레인 해변 1-13",0,20015113,100040,1.0,bgm_M41,650015131,13,bgm_M41,bgm_M41,20,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015132,0,101853,650015126,bgm_M41,90,0,10,0,0,101851
101852,0.0,650015114,150,0,0,595,0,bgm_M41,10,650015143,10,0,"선레인 해변 1-14",0,20015114,100110,1.0,bgm_M41,650015141,14,bgm_M41,bgm_M41,-88,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015142,0,101853,650015127,bgm_M41,90,0,10,0,0,101851
101852,0.0,650015115,150,0,0,735,0,bgm_M41,10,650015153,10,0,"선레인 해변 1-15",0,20015115,100480,1.0,bgm_M41,650015151,15,bgm_M41,bgm_M41,0,20015,0,bgm_M41,1,0.0,0,0,20015101,101851,650015152,0,101853,650015123,bgm_M41,90,0,10,0,0,101851
101862,0.0,650015116,240,1,0,-520,0,bgm_M41,16,650015163,10,0,"선레인 해변 1-1",5,20015201,100110,1.0,bgm_M41,650015161,16,bgm_M41,bgm_M41,47,20015,0,bgm_M41,2,0.0,0,0,20015201,101861,650015162,0,101863,650015121,bgm_M41,90,54,16,31101,2,101861
101862,0.0,650015117,240,1,0,-325,0,bgm_M41,16,650015173,10,0,"선레인 해변 1-2",5,20015202,100180,1.0,bgm_M41,650015171,17,bgm_M41,bgm_M41,-70,20015,0,bgm_M41,2,0.0,0,0,20015201,101861,650015172,0,101863,650015121,bgm_M41,90,54,16,31050,2,101861
101862,0.0,650015118,270,1,0,-90,0,bgm_M41,18,650015183,10,0,"선레인 해변 1-3",5,20015203,100040,1.0,bgm_M41,650015181,18,bgm_M41,bgm_M41,37,20015,0,bgm_M41,2,0.0,0,0,20015201,101861,650015182,0,101863,650015121,bgm_M41,90,54,18,31101,2,101861
101862,0.0,650015119,270,1,0,28,0,bgm_M41,18,650015193,10,0,"선레인 해변 1-4",5,20015204,100110,1.0,bgm_M41,650015191,19,bgm_M41,bgm_M41,-105,20015,0,bgm_M41,2,0.0,0,0,20015201,101861,650015192,0,101863,650015121,bgm_M41,90,54,18,31050,2,101861
101862,0.0,650015120,300,1,0,302,0,bgm_M41,20,650015203,10,0,"선레인 해변 1-5",5,20015205,100480,1.0,bgm_M41,650015201,20,bgm_M41,bgm_M41,-90,20015,0,bgm_M41,2,0.0,0,0,20015201,101861,650015202,0,101863,650015121,bgm_M41,90,54,20,31101,2,101861
100012,0.0,650016101,120,0,0,-1099,0,bgm_M41,8,650016013,8,0,"마호마호 왕국 피서지? 1-1",0,20016101,100020,1.0,bgm_M41,650016011,1,bgm_M41,bgm_M41,12,20016,0,bgm_M41,1,0.0,0,0,20016101,100013,650016012,0,100013,650016124,bgm_M41,90,0,8,0,0,100011
100012,0.0,650016102,120,0,0,-978,0,bgm_M41,8,650016023,8,0,"마호마호 왕국 피서지? 1-2",0,20016102,100020,1.0,bgm_M41,650016021,2,bgm_M41,bgm_M41,-151,20016,0,bgm_M41,1,0.0,0,0,20016101,100013,650016022,0,100013,650016125,bgm_M41,90,0,8,0,0,100011
100012,0.0,650016103,120,0,0,-806,0,bgm_M41,8,650016033,8,0,"마호마호 왕국 피서지? 1-3",0,20016103,100020,1.0,bgm_M41,650016031,3,bgm_M41,bgm_M41,-27,20016,0,bgm_M41,1,0.0,0,0,20016101,100013,650016032,0,100013,650016126,bgm_M41,90,0,8,0,0,100011
100015,0.0,650016104,120,0,0,-615,0,bgm_M41,8,650016043,8,0,"마호마호 왕국 피서지? 1-4",0,20016104,100020,1.0,bgm_M41,650016041,4,bgm_M41,bgm_M41,-164,20016,0,bgm_M41,1,0.0,0,0,20016101,100016,650016042,0,100016,650016127,bgm_M41,90,0,8,0,0,100014
100015,0.0,650016105,120,0,0,-367,0,bgm_M41,8,650016053,8,0,"마호마호 왕국 피서지? 1-5",0,20016105,100020,1.0,bgm_M41,650016051,5,bgm_M41,bgm_M41,-181,20016,0,bgm_M41,1,0.0,0,0,20016101,100016,650016052,0,100016,650016123,bgm_M41,90,0,8,0,0,100014
100015,0.0,650016106,135,0,0,-36,0,bgm_M41,9,650016063,9,0,"마호마호 왕국 피서지? 1-6",0,20016106,100020,1.0,bgm_M41,650016061,6,bgm_M41,bgm_M41,-124,20016,0,bgm_M41,1,0.0,0,0,20016101,100016,650016062,0,100016,650016124,bgm_M41,90,0,9,0,0,100014
100018,0.0,650016107,135,0,0,-231,0,bgm_M41,9,650016073,9,0,"마호마호 왕국 피서지? 1-7",0,20016107,100020,1.0,bgm_M41,650016071,7,bgm_M41,bgm_M41,3,20016,0,bgm_M41,1,0.0,0,0,20016101,100019,650016072,0,100019,650016125,bgm_M41,90,0,9,0,0,100017
100018,0.0,650016108,135,0,0,-7,0,bgm_M41,9,650016083,9,0,"마호마호 왕국 피서지? 1-8",0,20016108,100020,1.0,bgm_M41,650016081,8,bgm_M41,bgm_M41,110,20016,0,bgm_M41,1,0.0,0,0,20016101,100019,650016082,0,100019,650016126,bgm_M41,90,0,9,0,0,100017
101922,0.0,650016109,135,0,0,237,0,bgm_M41,9,650016093,9,0,"마호마호 왕국 피서지? 1-9",0,20016109,100491,1.0,bgm_M41,650016091,9,bgm_M41,bgm_M41,25,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016092,0,101923,650016127,bgm_M41,90,0,9,0,0,101921
100018,0.0,650016110,135,0,0,171,0,bgm_M41,9,650016103,9,0,"마호마호 왕국 피서지? 1-10",0,20016110,100020,1.0,bgm_M41,650016101,10,bgm_M41,bgm_M41,-212,20016,0,bgm_M41,1,0.0,0,0,20016101,100019,650016102,0,100019,650016122,bgm_M41,90,0,9,0,0,100017
101922,0.0,650016111,150,0,0,388,0,bgm_M41,10,650016113,10,0,"마호마호 왕국 피서지? 1-11",0,20016111,100491,1.0,bgm_M41,650016111,11,bgm_M41,bgm_M41,-186,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016112,0,101923,650016124,bgm_M41,90,0,10,0,0,101921
101922,0.0,650016112,150,0,0,626,0,bgm_M41,10,650016123,10,0,"마호마호 왕국 피서지? 1-12",0,20016112,100491,1.0,bgm_M41,650016121,12,bgm_M41,bgm_M41,-116,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016122,0,101923,650016125,bgm_M41,90,0,10,0,0,101921
101922,0.0,650016113,150,0,0,446,0,bgm_M41,10,650016133,10,0,"마호마호 왕국 피서지? 1-13",0,20016113,100491,1.0,bgm_M41,650016131,13,bgm_M41,bgm_M41,11,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016132,0,101923,650016126,bgm_M41,90,0,10,0,0,101921
101922,0.0,650016114,150,0,0,645,0,bgm_M41,10,650016143,10,0,"마호마호 왕국 피서지? 1-14",0,20016114,100491,1.0,bgm_M41,650016141,14,bgm_M41,bgm_M41,96,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016142,0,101923,650016127,bgm_M41,90,0,10,0,0,101921
101922,0.0,650016115,150,0,0,840,0,bgm_M41,10,650016153,10,0,"마호마호 왕국 피서지? 1-15",0,20016115,100491,1.0,bgm_M41,650016151,15,bgm_M41,bgm_M41,48,20016,0,bgm_M41,1,0.0,0,0,20016101,101923,650016152,0,101923,650016123,bgm_M41,90,0,10,0,0,101921
100362,0.0,650016116,240,1,0,-500,0,bgm_M41,16,650016163,10,0,"마호마호 왕국 피서지? 1-1",5,20016201,100020,1.0,bgm_M41,650016161,16,bgm_M41,bgm_M41,50,20016,0,bgm_M41,2,0.0,0,0,20016201,100363,650016162,0,100363,650016121,bgm_M41,90,54,16,31105,2,100361
101942,0.0,650016117,240,1,0,-270,0,bgm_M41,16,650016173,10,0,"마호마호 왕국 피서지? 1-2",5,20016202,100491,1.0,bgm_M41,650016171,17,bgm_M41,bgm_M41,-60,20016,0,bgm_M41,2,0.0,0,0,20016201,101941,650016172,0,101943,650016121,bgm_M41,90,54,16,31014,2,101941
101942,0.0,650016118,270,1,0,-77,0,bgm_M41,18,650016183,10,0,"마호마호 왕국 피서지? 1-3",5,20016203,100491,1.0,bgm_M41,650016181,18,bgm_M41,bgm_M41,55,20016,0,bgm_M41,2,0.0,0,0,20016201,101942,650016182,0,101943,650016121,bgm_M41,90,54,18,31105,2,101941
101942,0.0,650016119,270,1,0,45,0,bgm_M41,18,650016193,10,0,"마호마호 왕국 피서지? 1-4",5,20016204,100491,1.0,bgm_M41,650016191,19,bgm_M41,bgm_M41,-100,20016,0,bgm_M41,2,0.0,0,0,20016201,101942,650016192,0,101943,650016121,bgm_M41,90,54,18,31014,2,101941
101942,0.0,650016120,300,1,0,280,0,bgm_M41,20,650016203,10,0,"마호마호 왕국 피서지? 1-5",5,20016205,100491,1.0,bgm_M41,650016201,20,bgm_M41,bgm_M41,-95,20016,0,bgm_M41,2,0.0,0,0,20016201,101943,650016202,0,101943,650016121,bgm_M41,90,54,20,31105,2,101941
