id,icon_image,lv_to,level_id,lv_from,system_id,end_time,value,campaign_type,campaign_category,beginner_id,shiori_group_id,duplication_order,start_time
615,30,-1,0,1,101,"2022/01/13 4:59:59",2000.0,1,31,0,0,0,"2022/01/09 5:00:00"
616,40,-1,0,1,101,"2022/01/13 4:59:59",2000.0,1,41,0,0,0,"2022/01/09 5:00:00"
617,30,-1,0,1,109,"2022/01/17 4:59:59",2000.0,1,37,0,0,0,"2022/01/13 5:00:00"
618,30,-1,0,1,112,"2022/01/17 4:59:59",2000.0,1,38,0,0,0,"2022/01/13 5:00:00"
619,30,-1,0,1,102,"2022/01/17 4:59:59",2000.0,1,32,0,0,0,"2022/01/13 5:00:00"
620,40,-1,0,1,102,"2022/01/17 4:59:59",2000.0,1,42,0,0,0,"2022/01/13 5:00:00"
621,30,-1,0,1,103,"2022/01/17 4:59:59",2000.0,1,34,0,0,0,"2022/01/13 5:00:00"
622,40,-1,0,1,103,"2022/01/17 4:59:59",2000.0,1,44,0,0,0,"2022/01/13 5:00:00"
623,40,-1,0,1,104,"2022/01/23 4:59:59",2000.0,1,45,0,0,0,"2022/01/13 5:00:00"
624,30,-1,0,1,101,"2022/01/22 4:59:59",2000.0,1,31,0,0,0,"2022/01/17 5:00:00"
625,40,-1,0,1,101,"2022/01/22 4:59:59",2000.0,1,41,0,0,0,"2022/01/17 5:00:00"
626,30,-1,0,1,102,"2022/01/25 4:59:59",2000.0,1,32,0,0,0,"2022/01/22 5:00:00"
627,40,-1,0,1,102,"2022/01/25 4:59:59",2000.0,1,42,0,0,0,"2022/01/22 5:00:00"
628,30,-1,0,1,109,"2022/01/30 4:59:59",2000.0,1,37,0,0,0,"2022/01/25 5:00:00"
629,30,-1,0,1,112,"2022/01/30 4:59:59",2000.0,1,38,0,0,0,"2022/01/25 5:00:00"
630,30,-1,0,1,101,"2022/01/30 4:59:59",2000.0,1,31,0,0,0,"2022/01/25 5:00:00"
631,40,-1,0,1,101,"2022/01/30 4:59:59",2000.0,1,41,0,0,0,"2022/01/25 5:00:00"
632,80,-1,0,201,101,"2024/02/13 4:59:59",1500.0,1,81,0,0,0,"2024/01/30 5:00:00"
633,80,-1,0,201,102,"2024/02/13 4:59:59",1500.0,1,82,0,0,0,"2024/01/30 5:00:00"
634,80,-1,0,201,111,"2024/02/13 4:59:59",1500.0,1,83,0,0,0,"2024/01/30 5:00:00"
635,80,-1,0,1,109,"2022/01/28 4:59:59",1500.0,1,84,0,0,0,"2022/01/22 5:00:00"
636,80,-1,0,1,112,"2022/01/28 4:59:59",1500.0,1,85,0,0,0,"2022/01/22 5:00:00"
637,80,-1,0,1,8004,"2022/01/28 4:59:59",1500.0,1,351,0,0,0,"2022/01/22 5:00:00"
638,80,-1,0,1,8005,"2022/01/28 4:59:59",1500.0,1,352,0,0,0,"2022/01/22 5:00:00"
639,30,-1,0,1,103,"2022/02/06 4:59:59",2000.0,1,34,0,0,0,"2022/01/25 5:00:00"
640,40,-1,0,1,103,"2022/02/06 4:59:59",2000.0,1,44,0,0,0,"2022/01/25 5:00:00"
641,80,-1,0,1,7004,"2022/01/22 14:59:59",1500.0,1,251,0,0,0,"2022/01/15 15:00:00"
642,80,-1,0,1,7005,"2022/01/22 14:59:59",1500.0,1,252,0,0,0,"2022/01/15 15:00:00"
643,80,-1,0,1,6004,"2021/12/15 14:59:59",1500.0,1,151,0,0,0,"2021/12/01 15:00:00"
644,80,-1,0,1,6005,"2021/12/15 14:59:59",1500.0,1,152,0,0,0,"2021/12/01 15:00:00"
645,80,-1,0,1,6004,"2022/01/13 14:59:59",1500.0,1,151,0,0,0,"2021/12/30 15:00:00"
646,80,-1,0,1,6005,"2022/01/13 14:59:59",1500.0,1,152,0,0,0,"2021/12/30 15:00:00"
647,80,-1,0,1,7004,"2022/02/21 14:59:59",1500.0,1,251,0,0,0,"2022/02/14 15:00:00"
648,80,-1,0,1,7005,"2022/02/21 14:59:59",1500.0,1,252,0,0,0,"2022/02/14 15:00:00"
649,80,-1,0,1,6004,"2022/02/11 14:59:59",1500.0,1,151,0,0,0,"2022/01/28 15:00:00"
650,80,-1,0,1,6005,"2022/02/11 14:59:59",1500.0,1,152,0,0,0,"2022/01/28 15:00:00"
651,80,-1,0,1,6004,"2022/03/20 14:59:59",1500.0,1,151,0,0,0,"2022/02/28 15:00:00"
652,80,-1,0,1,6005,"2022/03/20 14:59:59",1500.0,1,152,0,0,0,"2022/02/28 15:00:00"
653,80,-1,0,1,6004,"2022/04/11 14:59:59",1500.0,1,151,0,0,0,"2022/03/28 15:00:00"
654,80,-1,0,1,6005,"2022/04/11 14:59:59",1500.0,1,152,0,0,0,"2022/03/28 15:00:00"
655,30,-1,0,1,111,"2022/02/10 4:59:59",2000.0,1,39,0,0,0,"2022/02/06 5:00:00"
656,40,-1,0,1,111,"2022/02/10 4:59:59",2000.0,1,49,0,0,0,"2022/02/06 5:00:00"
657,30,-1,0,1,101,"2022/02/15 4:59:59",2000.0,1,31,0,0,0,"2022/02/10 5:00:00"
658,40,-1,0,1,101,"2022/02/15 4:59:59",2000.0,1,41,0,0,0,"2022/02/10 5:00:00"
659,30,-1,0,1,109,"2022/02/18 4:59:59",2000.0,1,37,0,0,0,"2022/02/15 5:00:00"
660,30,-1,0,1,112,"2022/02/18 4:59:59",2000.0,1,38,0,0,0,"2022/02/15 5:00:00"
661,30,-1,0,1,102,"2022/02/18 4:59:59",2000.0,1,32,0,0,0,"2022/02/15 5:00:00"
662,40,-1,0,1,102,"2022/02/18 4:59:59",2000.0,1,42,0,0,0,"2022/02/15 5:00:00"
663,30,-1,0,1,103,"2022/02/18 4:59:59",2000.0,1,34,0,0,0,"2022/02/15 5:00:00"
664,40,-1,0,1,103,"2022/02/18 4:59:59",2000.0,1,44,0,0,0,"2022/02/15 5:00:00"
665,40,-1,0,1,104,"2022/02/25 4:59:59",2000.0,1,45,0,0,0,"2022/02/15 5:00:00"
666,30,-1,0,1,101,"2022/02/22 4:59:59",2000.0,1,31,0,0,0,"2022/02/18 5:00:00"
667,40,-1,0,1,101,"2022/02/22 4:59:59",2000.0,1,41,0,0,0,"2022/02/18 5:00:00"
668,30,-1,0,1,102,"2022/02/25 4:59:59",2000.0,1,32,0,0,0,"2022/02/22 5:00:00"
669,40,-1,0,1,102,"2022/02/25 4:59:59",2000.0,1,42,0,0,0,"2022/02/22 5:00:00"
670,30,-1,0,1,109,"2022/03/02 4:59:59",2000.0,1,37,0,0,0,"2022/02/25 5:00:00"
671,30,-1,0,1,112,"2022/03/02 4:59:59",2000.0,1,38,0,0,0,"2022/02/25 5:00:00"
672,30,-1,0,1,101,"2022/03/02 4:59:59",2000.0,1,31,0,0,0,"2022/02/25 5:00:00"
673,40,-1,0,1,101,"2022/03/02 4:59:59",2000.0,1,41,0,0,0,"2022/02/25 5:00:00"
674,80,49,0,1,101,"2024/03/02 4:59:59",1500.0,1,81,0,0,0,"2024/02/23 5:00:00"
675,80,49,0,1,102,"2024/03/02 4:59:59",1500.0,1,82,0,0,0,"2024/02/23 5:00:00"
676,80,49,0,1,111,"2024/03/02 4:59:59",1500.0,1,83,0,0,0,"2024/02/23 5:00:00"
677,80,-1,0,1,109,"2024/03/02 4:59:59",1500.0,1,84,0,0,0,"2024/02/23 5:00:00"
678,80,-1,0,1,112,"2024/03/02 4:59:59",1500.0,1,85,0,0,0,"2024/02/23 5:00:00"
679,80,-1,0,1,8004,"2024/03/02 4:59:59",1500.0,1,351,0,0,0,"2024/02/23 5:00:00"
680,80,-1,0,1,8005,"2024/03/02 4:59:59",1500.0,1,352,0,0,0,"2024/02/23 5:00:00"
681,30,-1,0,1,103,"2022/03/10 4:59:59",2000.0,1,34,0,0,0,"2022/02/25 5:00:00"
682,40,-1,0,1,103,"2022/03/10 4:59:59",2000.0,1,44,0,0,0,"2022/02/25 5:00:00"
683,80,-1,0,1,7004,"2022/03/23 14:59:59",1500.0,1,251,0,0,0,"2022/03/16 15:00:00"
684,80,-1,0,1,7005,"2022/03/23 14:59:59",1500.0,1,252,0,0,0,"2022/03/16 15:00:00"
685,80,-1,0,1,7004,"2022/04/23 14:59:59",1500.0,1,251,0,0,0,"2022/04/07 15:00:00"
686,80,-1,0,1,7005,"2022/04/23 14:59:59",1500.0,1,252,0,0,0,"2022/04/07 15:00:00"
687,30,-1,0,1,111,"2022/03/13 4:59:59",2000.0,1,39,0,0,0,"2022/03/10 5:00:00"
688,40,-1,0,1,111,"2022/03/13 4:59:59",2000.0,1,49,0,0,0,"2022/03/10 5:00:00"
689,30,-1,0,1,101,"2022/03/16 4:59:59",2000.0,1,31,0,0,0,"2022/03/13 5:00:00"
690,40,-1,0,1,101,"2022/03/16 4:59:59",2000.0,1,41,0,0,0,"2022/03/13 5:00:00"
691,40,-1,0,1,104,"2022/03/26 4:59:59",2000.0,1,45,0,0,0,"2022/03/16 5:00:00"
692,30,-1,0,1,103,"2022/04/04 4:59:59",2000.0,1,34,0,0,0,"2022/03/26 5:00:00"
693,40,-1,0,1,103,"2022/04/04 4:59:59",2000.0,1,44,0,0,0,"2022/03/26 5:00:00"
696,30,-1,0,1,103,"2022/03/21 4:59:59",3000.0,1,34,0,0,0,"2022/03/16 5:00:00"
697,40,-1,0,1,103,"2022/03/21 4:59:59",3000.0,1,44,0,0,0,"2022/03/16 5:00:00"
698,30,-1,0,1,101,"2022/03/23 4:59:59",3000.0,1,31,0,0,0,"2022/03/16 5:00:00"
699,40,-1,0,1,101,"2022/03/23 4:59:59",3000.0,1,41,0,0,0,"2022/03/16 5:00:00"
700,30,-1,0,1,109,"2022/03/26 4:59:59",3000.0,1,37,0,0,0,"2022/03/22 5:00:00"
701,30,-1,0,1,112,"2022/03/26 4:59:59",3000.0,1,38,0,0,0,"2022/03/22 5:00:00"
702,100,-1,0,1,101,"2022/04/04 4:59:59",1500.0,1,91,0,0,0,"2022/03/21 5:00:00"
703,100,-1,0,1,102,"2022/04/04 4:59:59",1500.0,1,92,0,0,0,"2022/03/21 5:00:00"
704,100,-1,0,1,111,"2022/04/04 4:59:59",1500.0,1,93,0,0,0,"2022/03/21 5:00:00"
705,100,-1,0,1,109,"2022/04/04 4:59:59",1500.0,1,94,0,0,0,"2022/03/21 5:00:00"
706,100,-1,0,1,112,"2022/04/04 4:59:59",1500.0,1,95,0,0,0,"2022/03/21 5:00:00"
707,100,-1,0,1,8004,"2022/04/04 4:59:59",1500.0,1,100,0,0,0,"2022/03/21 5:00:00"
708,100,-1,0,1,8005,"2022/04/04 4:59:59",1500.0,1,101,0,0,0,"2022/03/21 5:00:00"
709,100,-1,0,1,7004,"2022/03/23 14:59:59",1500.0,1,98,0,0,0,"2022/03/21 5:00:00"
710,100,-1,0,1,7005,"2022/03/23 14:59:59",1500.0,1,99,0,0,0,"2022/03/21 5:00:00"
711,100,-1,0,1,6004,"2022/04/04 4:59:59",1500.0,1,96,0,0,0,"2022/03/28 15:00:00"
712,100,-1,0,1,6005,"2022/04/04 4:59:59",1500.0,1,97,0,0,0,"2022/03/28 15:00:00"
713,30,-1,0,1,102,"2022/03/27 4:59:59",3000.0,1,32,0,0,0,"2022/03/23 5:00:00"
714,40,-1,0,1,102,"2022/03/27 4:59:59",3000.0,1,42,0,0,0,"2022/03/23 5:00:00"
715,30,-1,0,1,111,"2022/03/30 4:59:59",3000.0,1,39,0,0,0,"2022/03/27 5:00:00"
716,40,-1,0,1,111,"2022/03/30 4:59:59",3000.0,1,49,0,0,0,"2022/03/27 5:00:00"
717,30,-1,0,1,111,"2022/04/08 4:59:59",2000.0,1,39,0,0,0,"2022/04/04 5:00:00"
718,40,-1,0,1,111,"2022/04/08 4:59:59",2000.0,1,49,0,0,0,"2022/04/04 5:00:00"
719,30,-1,0,1,101,"2022/04/12 4:59:59",2000.0,1,31,0,0,0,"2022/04/08 5:00:00"
720,40,-1,0,1,101,"2022/04/12 4:59:59",2000.0,1,41,0,0,0,"2022/04/08 5:00:00"
721,30,-1,0,1,109,"2022/04/15 4:59:59",2000.0,1,37,0,0,0,"2022/04/12 5:00:00"
722,30,-1,0,1,112,"2022/04/15 4:59:59",2000.0,1,38,0,0,0,"2022/04/12 5:00:00"
723,30,-1,0,1,102,"2022/04/15 4:59:59",2000.0,1,32,0,0,0,"2022/04/12 5:00:00"
724,40,-1,0,1,102,"2022/04/15 4:59:59",2000.0,1,42,0,0,0,"2022/04/12 5:00:00"
725,30,-1,0,1,103,"2022/04/15 4:59:59",2000.0,1,34,0,0,0,"2022/04/12 5:00:00"
726,40,-1,0,1,103,"2022/04/15 4:59:59",2000.0,1,44,0,0,0,"2022/04/12 5:00:00"
727,40,-1,0,1,104,"2022/04/23 4:59:59",2000.0,1,45,0,0,0,"2022/04/12 5:00:00"
728,30,-1,0,1,101,"2022/04/21 4:59:59",2000.0,1,31,0,0,0,"2022/04/15 5:00:00"
729,40,-1,0,1,101,"2022/04/21 4:59:59",2000.0,1,41,0,0,0,"2022/04/15 5:00:00"
730,30,-1,0,1,102,"2022/04/25 4:59:59",2000.0,1,32,0,0,0,"2022/04/21 5:00:00"
731,40,-1,0,1,102,"2022/04/25 4:59:59",2000.0,1,42,0,0,0,"2022/04/21 5:00:00"
732,30,-1,0,1,109,"2022/04/30 4:59:59",2000.0,1,37,0,0,0,"2022/04/25 5:00:00"
733,30,-1,0,1,112,"2022/04/30 4:59:59",2000.0,1,38,0,0,0,"2022/04/25 5:00:00"
734,30,-1,0,1,101,"2022/04/30 4:59:59",2000.0,1,31,0,0,0,"2022/04/25 5:00:00"
735,40,-1,0,1,101,"2022/04/30 4:59:59",2000.0,1,41,0,0,0,"2022/04/25 5:00:00"
736,80,-1,0,201,101,"2024/03/02 4:59:59",1500.0,1,81,0,0,0,"2024/02/23 5:00:00"
737,80,-1,0,201,102,"2024/03/02 4:59:59",1500.0,1,82,0,0,0,"2024/02/23 5:00:00"
738,80,-1,0,201,111,"2024/03/02 4:59:59",1500.0,1,83,0,0,0,"2024/02/23 5:00:00"
739,80,-1,0,1,109,"2022/04/28 4:59:59",1500.0,1,84,0,0,0,"2022/04/22 5:00:00"
740,80,-1,0,1,112,"2022/04/28 4:59:59",1500.0,1,85,0,0,0,"2022/04/22 5:00:00"
741,80,-1,0,1,8004,"2022/04/28 4:59:59",1500.0,1,351,0,0,0,"2022/04/22 5:00:00"
742,80,-1,0,1,8005,"2022/04/28 4:59:59",1500.0,1,352,0,0,0,"2022/04/22 5:00:00"
743,30,-1,0,1,103,"2022/05/07 4:59:59",2000.0,1,34,0,0,0,"2022/04/25 5:00:00"
744,40,-1,0,1,103,"2022/05/07 4:59:59",2000.0,1,44,0,0,0,"2022/04/25 5:00:00"
745,80,-1,0,1,6004,"2022/06/13 14:59:59",1500.0,1,151,0,0,0,"2022/05/30 15:00:00"
746,80,-1,0,1,6005,"2022/06/13 14:59:59",1500.0,1,152,0,0,0,"2022/05/30 15:00:00"
747,80,-1,0,1,6004,"2022/05/12 14:59:59",1500.0,1,151,0,0,0,"2022/04/28 15:00:00"
748,80,-1,0,1,6005,"2022/05/12 14:59:59",1500.0,1,152,0,0,0,"2022/04/28 15:00:00"
749,80,-1,0,1,6004,"2022/07/14 14:59:59",1500.0,1,151,0,0,0,"2022/06/30 15:00:00"
750,80,-1,0,1,6005,"2022/07/14 14:59:59",1500.0,1,152,0,0,0,"2022/06/30 15:00:00"
751,80,-1,0,1,7004,"2022/05/25 14:59:59",1500.0,1,251,0,0,0,"2022/05/18 15:00:00"
752,80,-1,0,1,7005,"2022/05/25 14:59:59",1500.0,1,252,0,0,0,"2022/05/18 15:00:00"
753,80,-1,0,1,7004,"2022/06/24 14:59:59",1500.0,1,251,0,0,0,"2022/06/17 15:00:00"
754,80,-1,0,1,7005,"2022/06/24 14:59:59",1500.0,1,252,0,0,0,"2022/06/17 15:00:00"
755,30,-1,0,1,111,"2022/05/10 4:59:59",2000.0,1,39,0,0,0,"2022/05/07 5:00:00"
756,40,-1,0,1,111,"2022/05/10 4:59:59",2000.0,1,49,0,0,0,"2022/05/07 5:00:00"
757,30,-1,0,1,101,"2022/05/14 4:59:59",2000.0,1,31,0,0,0,"2022/05/10 5:00:00"
758,40,-1,0,1,101,"2022/05/14 4:59:59",2000.0,1,41,0,0,0,"2022/05/10 5:00:00"
759,30,-1,0,1,109,"2022/05/17 4:59:59",2000.0,1,37,0,0,0,"2022/05/14 5:00:00"
760,30,-1,0,1,112,"2022/05/17 4:59:59",2000.0,1,38,0,0,0,"2022/05/14 5:00:00"
761,30,-1,0,1,102,"2022/05/17 4:59:59",2000.0,1,32,0,0,0,"2022/05/14 5:00:00"
762,40,-1,0,1,102,"2022/05/17 4:59:59",2000.0,1,42,0,0,0,"2022/05/14 5:00:00"
763,30,-1,0,1,103,"2022/05/17 4:59:59",2000.0,1,34,0,0,0,"2022/05/14 5:00:00"
764,40,-1,0,1,103,"2022/05/17 4:59:59",2000.0,1,44,0,0,0,"2022/05/14 5:00:00"
765,40,-1,0,1,104,"2022/05/25 4:59:59",2000.0,1,45,0,0,0,"2022/05/14 5:00:00"
766,30,-1,0,1,101,"2022/05/21 4:59:59",2000.0,1,31,0,0,0,"2022/05/17 5:00:00"
767,40,-1,0,1,101,"2022/05/21 4:59:59",2000.0,1,41,0,0,0,"2022/05/17 5:00:00"
768,30,-1,0,1,102,"2022/05/25 4:59:59",2000.0,1,32,0,0,0,"2022/05/21 5:00:00"
769,40,-1,0,1,102,"2022/05/25 4:59:59",2000.0,1,42,0,0,0,"2022/05/21 5:00:00"
770,30,-1,0,1,109,"2022/05/30 4:59:59",2000.0,1,37,0,0,0,"2022/05/25 5:00:00"
771,30,-1,0,1,112,"2022/05/30 4:59:59",2000.0,1,38,0,0,0,"2022/05/25 5:00:00"
772,30,-1,0,1,101,"2022/05/30 4:59:59",2000.0,1,31,0,0,0,"2022/05/25 5:00:00"
773,40,-1,0,1,101,"2022/05/30 4:59:59",2000.0,1,41,0,0,0,"2022/05/25 5:00:00"
774,80,-1,0,1,101,"2022/05/28 4:59:59",1500.0,1,81,0,0,0,"2022/05/22 5:00:00"
775,80,-1,0,1,102,"2022/05/28 4:59:59",1500.0,1,82,0,0,0,"2022/05/22 5:00:00"
776,80,-1,0,1,111,"2022/05/28 4:59:59",1500.0,1,83,0,0,0,"2022/05/22 5:00:00"
777,80,-1,0,1,109,"2022/05/28 4:59:59",1500.0,1,84,0,0,0,"2022/05/22 5:00:00"
778,80,-1,0,1,112,"2022/05/28 4:59:59",1500.0,1,85,0,0,0,"2022/05/22 5:00:00"
779,80,-1,0,1,8004,"2022/05/28 4:59:59",1500.0,1,351,0,0,0,"2022/05/22 5:00:00"
780,80,-1,0,1,8005,"2022/05/28 4:59:59",1500.0,1,352,0,0,0,"2022/05/22 5:00:00"
781,30,-1,0,1,103,"2022/06/06 4:59:59",2000.0,1,34,0,0,0,"2022/05/25 5:00:00"
782,40,-1,0,1,103,"2022/06/06 4:59:59",2000.0,1,44,0,0,0,"2022/05/25 5:00:00"
783,30,-1,0,1,102,"2022/06/02 4:59:59",3000.0,1,32,0,0,0,"2022/05/30 5:00:00"
784,40,-1,0,1,102,"2022/06/02 4:59:59",3000.0,1,42,0,0,0,"2022/05/30 5:00:00"
785,100,-1,0,1,101,"2022/06/09 4:59:59",1500.0,1,91,0,0,0,"2022/05/31 5:00:00"
786,100,-1,0,1,102,"2022/06/09 4:59:59",1500.0,1,92,0,0,0,"2022/05/31 5:00:00"
787,100,-1,0,1,111,"2022/06/09 4:59:59",1500.0,1,93,0,0,0,"2022/05/31 5:00:00"
788,100,-1,0,1,109,"2022/06/09 4:59:59",1500.0,1,94,0,0,0,"2022/05/31 5:00:00"
789,100,-1,0,1,112,"2022/06/09 4:59:59",1500.0,1,95,0,0,0,"2022/05/31 5:00:00"
790,100,-1,0,1,8004,"2022/06/09 4:59:59",1500.0,1,100,0,0,0,"2022/05/31 5:00:00"
791,100,-1,0,1,8005,"2022/06/09 4:59:59",1500.0,1,101,0,0,0,"2022/05/31 5:00:00"
792,100,-1,0,1,6004,"2022/06/09 4:59:59",1500.0,1,96,0,0,0,"2022/05/31 5:00:00"
793,100,-1,0,1,6005,"2022/06/09 4:59:59",1500.0,1,97,0,0,0,"2022/05/31 5:00:00"
794,30,-1,0,1,101,"2022/06/06 4:59:59",3000.0,1,31,0,0,0,"2022/06/02 5:00:00"
795,40,-1,0,1,101,"2022/06/06 4:59:59",3000.0,1,41,0,0,0,"2022/06/02 5:00:00"
796,30,-1,0,1,111,"2022/06/09 4:59:59",3000.0,1,39,0,0,0,"2022/06/06 5:00:00"
797,40,-1,0,1,111,"2022/06/09 4:59:59",3000.0,1,49,0,0,0,"2022/06/06 5:00:00"
798,30,-1,0,1,102,"2022/06/12 4:59:59",2000.0,1,32,0,0,0,"2022/06/09 5:00:00"
799,40,-1,0,1,102,"2022/06/12 4:59:59",2000.0,1,42,0,0,0,"2022/06/09 5:00:00"
800,40,-1,0,1,104,"2022/06/22 4:59:59",2000.0,1,45,0,0,0,"2022/06/09 5:00:00"
801,30,-1,0,1,109,"2022/06/14 4:59:59",2000.0,1,37,0,0,0,"2022/06/09 5:00:00"
802,30,-1,0,1,112,"2022/06/14 4:59:59",2000.0,1,38,0,0,0,"2022/06/09 5:00:00"
803,30,-1,0,1,101,"2022/06/17 4:59:59",2000.0,1,31,0,0,0,"2022/06/12 5:00:00"
804,40,-1,0,1,101,"2022/06/17 4:59:59",2000.0,1,41,0,0,0,"2022/06/12 5:00:00"
805,30,-1,0,1,103,"2022/06/22 4:59:59",2000.0,1,34,0,0,0,"2022/06/17 5:00:00"
806,40,-1,0,1,103,"2022/06/22 4:59:59",2000.0,1,44,0,0,0,"2022/06/17 5:00:00"
807,30,-1,0,1,109,"2022/06/21 4:59:59",2000.0,1,37,0,0,0,"2022/06/18 5:00:00"
808,80,-1,0,1,101,"2022/06/28 4:59:59",1500.0,1,81,0,0,0,"2022/06/22 5:00:00"
809,80,-1,0,1,102,"2022/06/28 4:59:59",1500.0,1,82,0,0,0,"2022/06/22 5:00:00"
810,80,-1,0,1,111,"2022/06/28 4:59:59",1500.0,1,83,0,0,0,"2022/06/22 5:00:00"
811,80,-1,0,1,109,"2022/06/28 4:59:59",1500.0,1,84,0,0,0,"2022/06/22 5:00:00"
812,80,-1,0,1,112,"2022/06/28 4:59:59",1500.0,1,85,0,0,0,"2022/06/22 5:00:00"
813,80,-1,0,1,8004,"2022/06/28 4:59:59",1500.0,1,351,0,0,0,"2022/06/22 5:00:00"
814,80,-1,0,1,8005,"2022/06/28 4:59:59",1500.0,1,352,0,0,0,"2022/06/22 5:00:00"
815,30,-1,0,1,109,"2022/06/30 4:59:59",2000.0,1,37,0,0,0,"2022/06/25 5:00:00"
816,30,-1,0,1,112,"2022/06/30 4:59:59",2000.0,1,38,0,0,0,"2022/06/25 5:00:00"
817,30,-1,0,1,101,"2022/06/30 4:59:59",2000.0,1,31,0,0,0,"2022/06/25 5:00:00"
818,40,-1,0,1,101,"2022/06/30 4:59:59",2000.0,1,41,0,0,0,"2022/06/25 5:00:00"
819,30,-1,0,1,103,"2022/07/06 4:59:59",2000.0,1,34,0,0,0,"2022/06/25 5:00:00"
820,40,-1,0,1,103,"2022/07/06 4:59:59",2000.0,1,44,0,0,0,"2022/06/25 5:00:00"
821,80,-1,0,1,6004,"2022/08/12 14:59:59",1500.0,1,151,0,0,0,"2022/07/29 15:00:00"
822,80,-1,0,1,6005,"2022/08/12 14:59:59",1500.0,1,152,0,0,0,"2022/07/29 15:00:00"
823,30,-1,0,1,111,"2022/07/09 4:59:59",2000.0,1,39,0,0,0,"2022/07/06 5:00:00"
824,40,-1,0,1,111,"2022/07/09 4:59:59",2000.0,1,49,0,0,0,"2022/07/06 5:00:00"
825,30,-1,0,1,101,"2022/07/13 4:59:59",2000.0,1,31,0,0,0,"2022/07/09 5:00:00"
826,40,-1,0,1,101,"2022/07/13 4:59:59",2000.0,1,41,0,0,0,"2022/07/09 5:00:00"
827,30,-1,0,1,109,"2022/07/16 4:59:59",2000.0,1,37,0,0,0,"2022/07/13 5:00:00"
828,30,-1,0,1,112,"2022/07/16 4:59:59",2000.0,1,38,0,0,0,"2022/07/13 5:00:00"
829,30,-1,0,1,102,"2022/07/16 4:59:59",2000.0,1,32,0,0,0,"2022/07/13 5:00:00"
830,40,-1,0,1,102,"2022/07/16 4:59:59",2000.0,1,42,0,0,0,"2022/07/13 5:00:00"
831,30,-1,0,1,103,"2022/07/16 4:59:59",2000.0,1,34,0,0,0,"2022/07/13 5:00:00"
832,40,-1,0,1,103,"2022/07/16 4:59:59",2000.0,1,44,0,0,0,"2022/07/13 5:00:00"
833,40,-1,0,1,104,"2022/07/25 4:59:59",2000.0,1,45,0,0,0,"2022/07/13 5:00:00"
834,30,-1,0,1,101,"2022/07/21 4:59:59",2000.0,1,31,0,0,0,"2022/07/16 5:00:00"
835,40,-1,0,1,101,"2022/07/21 4:59:59",2000.0,1,41,0,0,0,"2022/07/16 5:00:00"
836,30,-1,0,1,102,"2022/07/25 4:59:59",2000.0,1,32,0,0,0,"2022/07/21 5:00:00"
837,40,-1,0,1,102,"2022/07/25 4:59:59",2000.0,1,42,0,0,0,"2022/07/21 5:00:00"
838,80,-1,0,1,101,"2022/07/29 4:59:59",1500.0,1,81,0,0,0,"2022/07/23 5:00:00"
839,80,-1,0,1,102,"2022/07/29 4:59:59",1500.0,1,82,0,0,0,"2022/07/23 5:00:00"
840,80,-1,0,1,111,"2022/07/29 4:59:59",1500.0,1,83,0,0,0,"2022/07/23 5:00:00"
841,80,-1,0,1,109,"2022/07/29 4:59:59",1500.0,1,84,0,0,0,"2022/07/23 5:00:00"
842,80,-1,0,1,112,"2022/07/29 4:59:59",1500.0,1,85,0,0,0,"2022/07/23 5:00:00"
843,80,-1,0,1,8004,"2022/07/29 4:59:59",1500.0,1,351,0,0,0,"2022/07/23 5:00:00"
844,80,-1,0,1,8005,"2022/07/29 4:59:59",1500.0,1,352,0,0,0,"2022/07/23 5:00:00"
845,30,-1,0,1,109,"2022/07/30 4:59:59",2000.0,1,37,0,0,0,"2022/07/25 5:00:00"
846,30,-1,0,1,112,"2022/07/30 4:59:59",2000.0,1,38,0,0,0,"2022/07/25 5:00:00"
847,30,-1,0,1,101,"2022/07/30 4:59:59",2000.0,1,31,0,0,0,"2022/07/25 5:00:00"
848,40,-1,0,1,101,"2022/07/30 4:59:59",2000.0,1,41,0,0,0,"2022/07/25 5:00:00"
849,30,-1,0,1,103,"2022/08/05 4:59:59",2000.0,1,34,0,0,0,"2022/07/25 5:00:00"
850,40,-1,0,1,103,"2022/08/05 4:59:59",2000.0,1,44,0,0,0,"2022/07/25 5:00:00"
851,80,-1,0,1,7004,"2022/07/25 14:59:59",1500.0,1,251,0,0,0,"2022/07/18 15:00:00"
852,80,-1,0,1,7005,"2022/07/25 14:59:59",1500.0,1,252,0,0,0,"2022/07/18 15:00:00"
853,80,-1,0,1,7004,"2022/08/24 14:59:59",1500.0,1,251,0,0,0,"2022/08/17 15:00:00"
854,80,-1,0,1,7005,"2022/08/24 14:59:59",1500.0,1,252,0,0,0,"2022/08/17 15:00:00"
855,80,-1,0,1,6004,"2022/09/12 14:59:59",1500.0,1,151,0,0,0,"2022/08/29 15:00:00"
856,80,-1,0,1,6005,"2022/09/12 14:59:59",1500.0,1,152,0,0,0,"2022/08/29 15:00:00"
857,30,-1,0,1,109,"2022/07/22 4:59:59",2000.0,1,37,0,0,0,"2022/07/19 5:00:00"
858,30,-1,0,1,102,"2022/08/08 4:59:59",2000.0,1,32,0,0,0,"2022/08/05 5:00:00"
859,40,-1,0,1,102,"2022/08/08 4:59:59",2000.0,1,42,0,0,0,"2022/08/05 5:00:00"
