child_enemy_parameter_1,name,child_enemy_parameter_5,child_enemy_parameter_4,child_enemy_parameter_2,child_enemy_parameter_3,enemy_id
401704702,"프로스트 하운드 3단계 싱글 모드",0,0,401704703,401704704,401704701
401705103,"고블린 라이더 1단계",0,0,401705104,0,401705102
401705108,"트윈 피그즈 1단계",0,401705111,401705109,401705110,401705107
401705203,"고블린 라이더 2단계",0,0,401705204,0,401705202
401705208,"트윈 피그즈 2단계",0,401705211,401705209,401705210,401705207
401705303,"고블린 라이더 3단계",0,0,401705304,0,401705302
401705308,"트윈 피그즈 3단계",0,401705311,401705309,401705310,401705307
401705403,"고블린 라이더 4단계",0,0,401705404,0,401705402
401705408,"트윈 피그즈 4단계",0,401705411,401705409,401705410,401705407
401705503,"고블린 라이더 1단계 싱글 모드",0,0,401705504,0,401705502
401705508,"트윈 피그즈 1단계 싱글 모드",0,401705511,401705509,401705510,401705507
401705603,"고블린 라이더 2단계 싱글 모드",0,0,401705604,0,401705602
401705608,"트윈 피그즈 2단계 싱글 모드",0,401705611,401705609,401705610,401705607
401705703,"고블린 라이더 3단계 싱글 모드",0,0,401705704,0,401705702
401705708,"트윈 피그즈 3단계 싱글 모드",0,401705711,401705709,401705710,401705707
401706105,"타이탄 터틀 1단계",0,0,401706106,401706107,401706104
401706205,"타이탄 터틀 2단계",0,0,401706206,401706207,401706204
401706305,"타이탄 터틀 3단계",0,0,401706306,401706307,401706304
401706405,"타이탄 터틀 4단계",0,0,401706406,401706407,401706404
401706505,"타이탄 터틀 1단계 싱글 모드",0,0,401706506,401706507,401706504
401706605,"타이탄 터틀 2단계 싱글 모드",0,0,401706606,401706607,401706604
401706705,"타이탄 터틀 3단계 싱글 모드",0,0,401706706,401706707,401706704
401707106,"오를레온 1단계",0,0,401707107,401707108,401707105
401707206,"오를레온 2단계",0,0,401707207,401707208,401707205
401707306,"오를레온 3단계",0,0,401707307,401707308,401707305
401707406,"오를레온 4단계",0,0,401707407,401707408,401707405
401707506,"오를레온 1단계 싱글 모드",0,0,401707507,401707508,401707505
401707606,"오를레온 2단계 싱글 모드",0,0,401707607,401707608,401707605
401707706,"오를레온 3단계 싱글 모드",0,0,401707707,401707708,401707705
401708103,"터프가이스트 1단계째",0,0,401708104,401708105,401708102
401708203,"터프가이스트 2단계째",0,0,401708204,401708205,401708202
401708303,"터프가이스트 3단계째",0,0,401708304,401708305,401708302
401708403,"터프가이스트 4단계째",0,0,401708404,401708405,401708402
401708503,"터프가이스트 1단계째 싱글 모드",0,0,401708504,401708505,401708502
401708603,"터프가이스트 2단계째 싱글 모드",0,0,401708604,401708605,401708602
401708703,"터프가이스트 3단계째 싱글 모드",0,0,401708704,401708705,401708702
401709106,"글러튼 1단계",0,0,401709107,401709108,401709105
401709206,"글러튼 2단계",0,0,401709207,401709208,401709205
401709306,"글러튼 3단계",0,0,401709307,401709308,401709305
401709406,"글러튼 4단계",0,0,401709407,401709408,401709405
401709506,"글러튼 1단계 싱글 모드",0,0,401709507,401709508,401709505
401709606,"글러튼 2단계 싱글 모드",0,0,401709607,401709608,401709605
401709706,"글러튼 3단계 싱글 모드",0,0,401709707,401709708,401709705
401710103,"고블린 라이더 1단계",0,0,401710104,0,401710102
401710203,"고블린 라이더 2단계",0,0,401710204,0,401710202
401710303,"고블린 라이더 3단계",0,0,401710304,0,401710302
401710403,"고블린 라이더 4단계",0,0,401710404,0,401710402
401710503,"고블린 라이더 1단계 싱글 모드",0,0,401710504,0,401710502
401710603,"고블린 라이더 2단계 싱글 모드",0,0,401710604,0,401710602
401710703,"고블린 라이더 3단계 싱글 모드",0,0,401710704,0,401710702
401711102,"프로스트 하운드 1단계",0,0,401711103,401711104,401711101
401711109,"사지타리우스 1단계",0,0,401711110,0,401711108
401711202,"프로스트 하운드 2단계",0,0,401711203,401711204,401711201
401711209,"사지타리우스 2단계",0,0,401711210,0,401711208
401711302,"프로스트 하운드 3단계",0,0,401711303,401711304,401711301
401711309,"사지타리우스 3단계",0,0,401711310,0,401711308
401711402,"프로스트 하운드 4단계",0,0,401711403,401711404,401711401
401711409,"사지타리우스 4단계",0,0,401711410,0,401711408
401711502,"프로스트 하운드 1단계 싱글 모드",0,0,401711503,401711504,401711501
401711509,"사지타리우스 1단계 싱글 모드",0,0,401711510,0,401711508
401711602,"프로스트 하운드 2단계 싱글 모드",0,0,401711603,401711604,401711601
401711609,"사지타리우스 2단계 싱글 모드",0,0,401711610,0,401711608
401711702,"프로스트 하운드 3단계 싱글 모드",0,0,401711703,401711704,401711701
401711709,"사지타리우스 3단계 싱글 모드",0,0,401711710,0,401711708
401712105,"옵시디언 와이번 1단계",0,0,401712106,401712107,401712104
401712205,"옵시디언 와이번 2단계",0,0,401712206,401712207,401712204
401712305,"옵시디언 와이번 3단계",0,0,401712306,401712307,401712304
401712405,"옵시디언 와이번 4단계",0,0,401712406,401712407,401712404
401712505,"옵시디언 와이번 1단계 싱글 모드",0,0,401712506,401712507,401712504
401712605,"옵시디언 와이번 2단계 싱글 모드",0,0,401712606,401712607,401712604
401712705,"옵시디언 와이번 3단계 싱글 모드",0,0,401712706,401712707,401712704
401801103,"터프가이스트 1단계",0,0,401801104,401801105,401801102
401801109,"아쿠아 리오스 1단계",0,0,401801110,0,401801108
401801203,"터프가이스트 2단계",0,0,401801204,401801205,401801202
401801209,"아쿠아 리오스 2단계",0,0,401801210,0,401801208
401801303,"터프가이스트 3단계",0,0,401801304,401801305,401801302
401801309,"아쿠아 리오스 3단계",0,0,401801310,0,401801308
401801403,"터프가이스트 4단계",0,0,401801404,401801405,401801402
401801409,"아쿠아 리오스 4단계",0,0,401801410,0,401801408
401801503,"터프가이스트 1단계 싱글 모드",0,0,401801504,401801505,401801502
401801509,"아쿠아 리오스 1단계 싱글 모드",0,0,401801510,0,401801508
401801603,"터프가이스트 2단계 싱글 모드",0,0,401801604,401801605,401801602
401801609,"아쿠아 리오스 2단계 싱글 모드",0,0,401801610,0,401801608
401801703,"터프가이스트 3단계 싱글 모드",0,0,401801704,401801705,401801702
401801709,"아쿠아 리오스 3단계 싱글 모드",0,0,401801710,0,401801708
401802105,"소드 코브라 1단계",0,0,401802106,401802107,401802104
401802205,"소드 코브라 2단계",0,0,401802206,401802207,401802204
401802305,"소드 코브라 3단계",0,0,401802306,401802307,401802304
401802405,"소드 코브라 4단계",0,0,401802406,401802407,401802404
401802505,"소드 코브라 1단계 싱글 모드",0,0,401802506,401802507,401802504
401802605,"소드 코브라 2단계 싱글 모드",0,0,401802606,401802607,401802604
401802705,"소드 코브라 3단계 싱글 모드",0,0,401802706,401802707,401802704
501010602,"라스 드래곤",0,0,501010603,501010604,501010601
501010702,"흑월의 수호상",0,0,501010703,501010704,501010701
501010706,"백양의 수호상",0,0,501010707,501010708,501010705
501010802,"고블린 로드",501010806,501010805,501010803,501010804,501010801
501010906,"포세이돈・남격의 창",0,0,501010907,501010908,501010903
502001115,"흑월의 수호상",0,0,502001116,502001117,502001114
502001119,"백양의 수호상",0,0,502001120,502001121,502001118
502001215,"흑월의 수호상",0,0,502001216,502001217,502001214
502001219,"백양의 수호상",0,0,502001220,502001221,502001218
502001315,"흑월의 수호상",0,0,502001316,502001317,502001314
502001319,"백양의 수호상",0,0,502001320,502001321,502001318
502001415,"흑월의 수호상",0,0,502001416,502001417,502001414
502001419,"백양의 수호상",0,0,502001420,502001421,502001418
502001515,"흑월의 수호상",0,0,502001516,502001517,502001514
502001519,"백양의 수호상",0,0,502001520,502001521,502001518
502002115,"흑월의 수호상",0,0,502002116,502002117,502002114
502002119,"백양의 수호상",0,0,502002120,502002121,502002118
502002215,"흑월의 수호상",0,0,502002216,502002217,502002214
502002219,"백양의 수호상",0,0,502002220,502002221,502002218
502002315,"흑월의 수호상",0,0,502002316,502002317,502002314
502002319,"백양의 수호상",0,0,502002320,502002321,502002318
502002415,"흑월의 수호상",0,0,502002416,502002417,502002414
502002419,"백양의 수호상",0,0,502002420,502002421,502002418
502002515,"흑월의 수호상",0,0,502002516,502002517,502002514
502002519,"백양의 수호상",0,0,502002520,502002521,502002518
502003115,"흑월의 수호상",0,0,502003116,502003117,502003114
502003119,"백양의 수호상",0,0,502003120,502003121,502003118
502003215,"흑월의 수호상",0,0,502003216,502003217,502003214
502003219,"백양의 수호상",0,0,502003220,502003221,502003218
502003315,"흑월의 수호상",0,0,502003316,502003317,502003314
502003319,"백양의 수호상",0,0,502003320,502003321,502003318
502003415,"흑월의 수호상",0,0,502003416,502003417,502003414
502003419,"백양의 수호상",0,0,502003420,502003421,502003418
502003515,"흑월의 수호상",0,0,502003516,502003517,502003514
502003519,"백양의 수호상",0,0,502003520,502003521,502003518
502004114,"라스 드래곤",0,0,502004115,502004116,502004113
502004214,"라스 드래곤",0,0,502004215,502004216,502004213
502004314,"라스 드래곤",0,0,502004315,502004316,502004313
502004414,"라스 드래곤",0,0,502004415,502004416,502004413
502004514,"라스 드래곤",0,0,502004515,502004516,502004513
502005114,"라스 드래곤",0,0,502005115,502005116,502005113
502005214,"라스 드래곤",0,0,502005215,502005216,502005213
502005314,"라스 드래곤",0,0,502005315,502005316,502005313
502005414,"라스 드래곤",0,0,502005415,502005416,502005413
502005514,"라스 드래곤",0,0,502005515,502005516,502005513
502006114,"라스 드래곤",0,0,502006115,502006116,502006113
502006214,"라스 드래곤",0,0,502006215,502006216,502006213
502006314,"라스 드래곤",0,0,502006315,502006316,502006313
502006414,"라스 드래곤",0,0,502006415,502006416,502006413
502006514,"라스 드래곤",0,0,502006515,502006516,502006513
502007113,"소드 코브라 09층",0,0,502007114,502007115,502007112
502007213,"소드 코브라 19층",0,0,502007214,502007215,502007212
502007313,"소드 코브라 29층",0,0,502007314,502007315,502007312
502007413,"소드 코브라 39층",0,0,502007414,502007415,502007412
502007513,"소드 코브라 49층",0,0,502007514,502007515,502007512
502008112,"고블린 라이더 SP 던전 1단계",0,0,502008113,0,502008111
502008115,"라이덴 SP 던전 1단계",0,0,502008116,502008117,502008114
502008212,"고블린 라이더 SP 던전 2단계",0,0,502008213,0,502008211
502008215,"라이덴 SP 던전 2단계",0,0,502008216,502008217,502008214
502008312,"고블린 라이더 SP 던전 3단계",0,0,502008313,0,502008311
502008315,"라이덴 SP 던전 3단계",0,0,502008316,502008317,502008314
502008412,"고블린 라이더 SP 던전 4단계",0,0,502008413,0,502008411
502008415,"라이덴 SP 던전 4단계",0,0,502008416,502008417,502008414
502008512,"고블린 라이더 SP 던전 5단계",0,0,502008513,0,502008511
502008515,"라이덴 SP 던전 5단계",0,0,502008516,502008517,502008514
502009113,"트라이 로커 1단계",0,0,502009114,502009115,502009112
502009213,"트라이 로커 2단계",0,0,502009214,502009215,502009212
502009313,"트라이 로커 3단계",0,0,502009314,502009315,502009312
502009413,"트라이 로커 4단계",0,0,502009414,502009415,502009412
502009513,"트라이 로커 5단계",0,0,502009514,502009515,502009512
502010112,"SP 던전 프로스트 하운드 1단계째",0,0,502010113,502010114,502010111
502010212,"SP 던전 프로스트 하운드 2단계째",0,0,502010213,502010214,502010211
502010312,"SP 던전 프로스트 하운드 3단계째",0,0,502010313,502010314,502010311
502010412,"SP 던전 프로스트 하운드 4단계째",0,0,502010413,502010414,502010411
502010512,"SP 던전 프로스트 하운드 5단계째",0,0,502010513,502010514,502010511
502011114,"SP 타이탄 터틀 1단계째",0,0,502011115,502011116,502011113
502011214,"SP 타이탄 터틀 2단계째",0,0,502011215,502011216,502011213
502011314,"SP 타이탄 터틀 3단계째",0,0,502011315,502011316,502011313
502011414,"SP 타이탄 터틀 4단계째",0,0,502011415,502011416,502011413
502011514,"SP 타이탄 터틀 5단계째",0,0,502011515,502011516,502011513
502012114,"SP 옵시디언 와이번 1단계",0,0,502012115,502012116,502012113
502012214,"SP 옵시디언 와이번 2단계",0,0,502012215,502012216,502012213
502012314,"SP 옵시디언 와이번 3단계",0,0,502012315,502012316,502012313
502012414,"SP 옵시디언 와이번 4단계",0,0,502012415,502012416,502012413
502012514,"SP 옵시디언 와이번 5단계",0,0,502012515,502012516,502012513
550103115,"옵시디언 와이번 1단계(차원 단층)",0,0,550103116,550103117,550103114
550103217,"옵시디언 와이번 2단계(차원 단층)",0,0,550103218,550103219,550103216
550103318,"옵시디언 와이번 3단계(차원 단층)",0,0,550103319,550103320,550103317
550103418,"옵시디언 와이번 4단계(차원 단층)",0,0,550103419,550103420,550103417
550103518,"옵시디언 와이번 5단계(차원 단층)",0,0,550103519,550103520,550103517
550104114,"네프테리온 위험도1",0,0,550104115,550104116,550104113
550104216,"네프테리온 위험도2",0,0,550104217,550104218,550104215
550104317,"네프테리온 위험도3",0,0,550104318,550104319,550104316
550104417,"네프테리온 위험도4",0,0,550104418,550104419,550104416
550104517,"네프테리온 위험도5",0,0,550104518,550104519,550104516
550105112,"소드 코브라 1단계",0,0,550105113,550105114,550105111
550105214,"소드 코브라 2단계",0,0,550105215,550105216,550105213
550105316,"소드 코브라 3단계",0,0,550105317,550105318,550105315
550105417,"소드 코브라 4단계",0,0,550105418,550105419,550105416
550105517,"소드 코브라 5단계",0,0,550105518,550105519,550105516
550106119,"차원 단층 트라이 로커 위험도1",0,0,550106120,550106121,550106118
550106221,"차원 단층 트라이 로커 위험도2",0,0,550106222,550106223,550106220
550106321,"차원 단층 트라이 로커 위험도3",0,0,550106322,550106323,550106320
550106423,"차원 단층 트라이 로커 위험도4",0,0,550106424,550106425,550106422
550106519,"차원 단층 트라이 로커 위험도5",0,0,550106520,550106521,550106518
610017102,"페텔기우스 NORMAL",0,0,610017103,610017104,610017101
610017202,"페텔기우스 HARD",0,0,610017203,610017204,610017201
610017302,"페텔기우스 VERY HARD",0,0,610017303,610017304,610017301
610017411,"페텔기우스 SP1",0,0,610017412,610017413,610017401
610017421,"페텔기우스 SP2",0,0,610017422,610017423,610017402
610017431,"페텔기우스 SP3",0,0,610017432,610017433,610017403
610036102,"우에키 NORMAL",0,0,610036103,610036104,610036101
610036202,"우에키 HARD",0,0,610036203,610036204,610036201
610036302,"우에키 VERY HARD",0,0,610036303,610036304,610036301
610036411,"우에키 SP1",0,0,610036412,610036413,610036401
610036421,"우에키 SP2",0,0,610036422,610036423,610036402
610036431,"우에키 SP3",0,0,610036432,610036433,610036403
610053102,"페텔기우스 NORMAL",0,0,610053103,610053104,610053101
610053202,"페텔기우스 HARD",0,0,610053203,610053204,610053201
610053302,"페텔기우스 VERY HARD",0,0,610053303,610053304,610053301
610053411,"페텔기우스 SP1",0,0,610053412,610053413,610053401
610053421,"페텔기우스 SP2",0,0,610053422,610053423,610053402
610053431,"페텔기우스 SP3",0,0,610053432,610053433,610053403
610054102,"도미네이트 스노우맨 NORMAL",0,0,610054103,0,610054101
610054202,"도미네이트 스노우맨 HARD",0,0,610054203,0,610054201
610054302,"도미네이트 스노우맨 VERY HARD",0,0,610054303,0,610054301
610054412,"도미네이트 스노우맨 SP1",0,0,610054413,0,610054401
610054422,"도미네이트 스노우맨 SP2",0,0,610054423,0,610054402
610054432,"도미네이트 스노우맨 SP3",0,0,610054433,0,610054403
610063102,"우에키 NORMAL",0,0,610063103,610063104,610063101
610063202,"우에키 HARD",0,0,610063203,610063204,610063201
610063302,"우에키 VERY HARD",0,0,610063303,610063304,610063301
610063411,"우에키 SP1",0,0,610063412,610063413,610063401
610063421,"우에키 SP2",0,0,610063422,610063423,610063402
610063431,"우에키 SP3",0,0,610063432,610063433,610063403
610066102,"버스트 · 타임 라베 NORMAL",0,610066105,610066103,610066104,610066101
610066202,"버스트 · 타임 라베 HARD",0,610066205,610066203,610066204,610066201
610066302,"버스트 · 타임 라베 VERY HARD",0,610066305,610066303,610066304,610066301
610066411,"버스트 · 타임 라베 SP1",0,610066414,610066412,610066413,610066401
610066421,"버스트 · 타임 라베 SP2",0,610066424,610066422,610066423,610066402
610066431,"버스트 · 타임 라베 SP3",0,610066434,610066432,610066433,610066403
610081102,"도미네이티드 스노우맨 NORMAL",0,0,610081103,0,610081101
610081202,"도미네이티드 스노우맨 HARD",0,0,610081203,0,610081201
610081302,"도미네이티드 스노우맨 VERY HARD",0,0,610081303,0,610081301
610081412,"도미네이티드 스노우맨 SP1",0,0,610081413,0,610081401
610081422,"도미네이티드 스노우맨 SP2",0,0,610081423,0,610081402
610081432,"도미네이티드 스노우맨 SP3",0,0,610081433,0,610081403
610085102,"오버로드 포스",0,0,610085103,0,610085101
610085202,"오버로드 포스",0,0,610085203,0,610085201
610085302,"오버로드 포스",0,0,610085303,0,610085301
610085411,"오버로드 포스",0,0,610085412,0,610085401
610085421,"오버로드 포스",0,0,610085422,0,610085402
610085431,"오버로드 포스",0,0,610085432,0,610085403
610093102,"버스트 · 타임 라베 NORMAL",0,610093105,610093103,610093104,610093101
610093202,"버스트 · 타임 라베 HARD",0,610093205,610093203,610093204,610093201
610093302,"버스트 · 타임 라베 VERY HARD",0,610093305,610093303,610093304,610093301
610093411,"버스트 · 타임 라베 SP1",0,610093414,610093412,610093413,610093401
610093421,"버스트 · 타임 라베 SP2",0,610093424,610093422,610093423,610093402
610093431,"버스트 · 타임 라베 SP3",0,610093434,610093432,610093433,610093403
610110102,"낙원의 수호자 NORMAL",0,610110105,610110103,610110104,610110101
610110202,"낙원의 수호자 HARD",0,610110205,610110203,610110204,610110201
610110302,"낙원의 수호자 VERY HARD",0,610110305,610110303,610110304,610110301
610110411,"낙원의 수호자 SP1",0,610110414,610110412,610110413,610110401
610110421,"낙원의 수호자 SP2",0,610110424,610110422,610110423,610110402
610110431,"낙원의 수호자 SP3",0,610110434,610110432,610110433,610110403
610113102,"오버로드 포스",0,0,610113103,0,610113101
610113202,"오버로드 포스",0,0,610113203,0,610113201
610113302,"오버로드 포스",0,0,610113303,0,610113301
610113411,"오버로드 포스",0,0,610113412,0,610113401
610113421,"오버로드 포스",0,0,610113422,0,610113402
610113431,"오버로드 포스",0,0,610113432,0,610113403
610137102,"드러난 고충 아이라&시나츠 NORMAL",0,0,610137103,0,610137101
610137202,"드러난 고충 아이라&시나츠 HARD",0,0,610137203,0,610137201
610137302,"드러난 고충 아이라&시나츠 VERY HARD",0,0,610137303,0,610137301
610137411,"드러난 고충 아이라&시나츠 SP1",0,0,610137412,0,610137401
610137422,"드러난 고충 아이라&시나츠 SP2",0,0,610137421,0,610137402
610137431,"드러난 고충 아이라&시나츠 SP3",0,0,610137432,0,610137403
610137511,"드러난 고충 아이라&시나츠 EX+1",0,0,610137512,0,610137501
610137522,"드러난 고충 아이라&시나츠 EX+2",0,0,610137521,0,610137502
610137531,"드러난 고충 아이라&시나츠 EX+3",0,0,610137532,0,610137503
610138102,"낙원의 수호자 NORMAL",0,610138105,610138103,610138104,610138101
610138202,"낙원의 수호자 HARD",0,610138205,610138203,610138204,610138201
610138302,"낙원의 수호자 VERY HARD",0,610138305,610138303,610138304,610138301
610138411,"낙원의 수호자 SP1",0,610138414,610138412,610138413,610138401
610138421,"낙원의 수호자 SP2",0,610138424,610138422,610138423,610138402
610138431,"낙원의 수호자 SP3",0,610138434,610138432,610138433,610138403
610150102,"카오스 제네레이터 NORMAL",0,610150105,610150103,610150104,610150101
610150202,"카오스 제네레이터 HARD",0,610150205,610150203,610150204,610150201
610150302,"카오스 제네레이터 VERY HARD",0,610150305,610150303,610150304,610150301
610150411,"카오스 제네레이터 SP1",0,610150414,610150412,610150413,610150401
610150421,"카오스 제네레이터 SP2",0,610150424,610150422,610150423,610150402
610150431,"카오스 제네레이터 SP3",0,610150434,610150432,610150433,610150403
610150511,"카오스 제네레이터 EX+1",0,610150514,610150512,610150513,610150501
610150521,"카오스 제네레이터 EX+2",0,610150524,610150522,610150523,610150502
610150531,"카오스 제네레이터 EX+3",0,610150534,610150532,610150533,610150503
610153102,"페텔기우스 NORMAL",0,0,610153103,610153104,610153101
610153202,"페텔기우스 HARD",0,0,610153203,610153204,610153201
610153302,"페텔기우스 VERY HARD",0,0,610153303,610153304,610153301
610153411,"페텔기우스 SP1",0,0,610153412,610153413,610153401
610153421,"페텔기우스 SP2",0,0,610153422,610153423,610153402
610153431,"페텔기우스 SP3",0,0,610153432,610153433,610153403
610154102,"베놈 히드라 NORMAL",0,0,610154103,610154104,610154101
610154202,"베놈 히드라 HARD",0,0,610154203,610154204,610154201
610154302,"베놈 히드라 VERY HARD",0,0,610154303,610154304,610154301
610154411,"베놈 히드라 SP1",0,0,610154412,610154413,610154401
610154421,"베놈 히드라 SP2",0,0,610154422,610154423,610154402
610154431,"베놈 히드라 SP3",0,0,610154432,610154433,610154403
610154511,"베놈 히드라 EX+1",0,0,610154512,610154513,610154501
610154521,"베놈 히드라 EX+2",0,0,610154522,610154523,610154502
610154531,"베놈 히드라 EX+3",0,0,610154532,610154533,610154503
610158102,"고스트 키드 베로리 NORMAL",0,0,610158103,610158104,610158101
610158202,"고스트 키드 베로리 HARD",0,0,610158203,610158204,610158201
610158302,"고스트 키드 베로리 VERY HARD",0,0,610158303,610158304,610158301
610158411,"고스트 키드 베로리 SP1",0,0,610158412,610158413,610158401
610158421,"고스트 키드 베로리 SP2",0,0,610158422,610158423,610158402
610158431,"고스트 키드 베로리 SP3",0,0,610158432,610158433,610158403
610158511,"고스트 키드 베로리 EX+1",0,0,610158512,610158513,610158501
610158521,"고스트 키드 베로리 EX+2",0,0,610158522,610158523,610158502
610158531,"고스트 키드 베로리 EX+3",0,0,610158532,610158533,610158503
660031102,"도미네이트 스노우맨 NORMAL",0,0,660031103,0,660031101
660031202,"도미네이트 스노우맨 HARD",0,0,660031203,0,660031201
660031302,"도미네이트 스노우맨 VERY HARD",0,0,660031303,0,660031301
660037102,"버스트 · 타임 라베 NORMAL",0,660037105,660037103,660037104,660037101
660037202,"버스트 · 타임 라베 HARD",0,660037205,660037203,660037204,660037201
660037302,"버스트 · 타임 라베 VERY HARD",0,660037305,660037303,660037304,660037301
660047102,"오버로드 포스",0,0,660047103,0,660047101
660047202,"오버로드 포스",0,0,660047203,0,660047201
660047302,"오버로드 포스",0,0,660047303,0,660047301
660059102,"낙원의 수호자 NORMAL",0,660059105,660059103,660059104,660059101
660059202,"낙원의 수호자 HARD",0,660059205,660059203,660059204,660059201
660059302,"낙원의 수호자 VERY HARD",0,660059305,660059303,660059304,660059301
701000402,"가고일 버스트",0,0,701000403,701000404,701000401
701000406,"가고일 버스트",0,0,701000407,701000408,701000405
701000410,"가고일 버스트",0,0,701000411,701000412,701000409
701000414,"가고일 버스트",0,0,701000415,701000416,701000413
701000418,"가고일 버스트",0,0,701000419,701000420,701000417
701000502,"가고일 마기",0,0,701000503,701000504,701000501
701000506,"가고일 마기",0,0,701000507,701000508,701000505
701000510,"가고일 마기",0,0,701000511,701000512,701000509
701000514,"가고일 마기",0,0,701000515,701000516,701000513
701000518,"가고일 마기",0,0,701000519,701000520,701000517
750000502,"기억 카리자",0,750000505,750000503,750000504,750000501
750000702,"기억 란파",0,0,750000703,0,750000701
750000902,"기억 서번트 로크스(여러 부위)",0,0,750000903,750000904,750000901
800100212,"로보리마 2020 MODE3",0,0,800100213,800100214,800100203
801100223,"카이저 서번트(멀티)",0,0,801100233,801100243,801100213
802100211,"란파",0,0,802100212,0,802100210
802100231,"카리자",0,802100234,802100232,802100233,802100230
802100242,"란파",0,0,802100243,0,802100241
802100246,"카리자",0,802100249,802100247,802100248,802100245
803100202,"흑의 왕 재버워크",0,0,803100203,803100204,803100201
803100206,"흑의 왕 재버워크",0,0,803100207,803100208,803100205
803100210,"흑의 왕 재버워크",0,0,803100211,803100212,803100209
820103002,"심역 타이탄 터틀",0,0,820103003,820103004,820103001
820104002,"심역 네프테리온",0,0,820104003,820104004,820104001
830102002,"심역 고블린 라이더",0,0,830102003,0,830102001
830107002,"심연 터프가이스트",0,0,830107003,830107004,830107001
840102002,"심역 프로스트 하운드",0,0,840102003,840102004,840102001
840105002,"심역 트라이 로커",0,0,840105003,840105004,840105001
850103002,"심역 라이덴",0,0,850103003,850103004,850103001
850105002,"심역 소드 코브라",0,0,850105003,850105004,850105001
850106002,"심연 옵시디언 와이번",0,0,850106003,850106004,850106001
924072102,"8월 심연 토벌전 프로스트 하운드",0,0,924072103,924072104,924072101
924072202,"8월 심연 토벌전 프로스트 하운드",0,0,924072203,924072204,924072201
924072302,"8월 심연 토벌전 프로스트 하운드",0,0,924072303,924072304,924072301
924072402,"8월 심연 토벌전 프로스트 하운드",0,0,924072403,924072404,924072401
924082102,"9월 심연 토벌전 트라이 로커",0,0,924082103,924082104,924082101
924082202,"9월 심연 토벌전 트라이 로커",0,0,924082203,924082204,924082201
924082302,"9월 심연 토벌전 트라이 로커",0,0,924082303,924082304,924082301
924082402,"9월 심연 토벌전 트라이 로커",0,0,924082403,924082404,924082401
924092102,"10월 심연 토벌전 소드 코브라",0,0,924092103,924092104,924092101
924092202,"10월 심연 토벌전 소드 코브라",0,0,924092203,924092204,924092201
924092302,"10월 심연 토벌전 소드 코브라",0,0,924092303,924092304,924092301
924092402,"10월 심연 토벌전 소드 코브라",0,0,924092403,924092404,924092401
924102102,"11월 심연 토벌전 옵시디언 와이번",0,0,924102103,924102104,924102101
924102202,"11월 심연 토벌전 옵시디언 와이번",0,0,924102203,924102204,924102201
924102302,"11월 심연 토벌전 옵시디언 와이번",0,0,924102303,924102304,924102301
924102402,"11월 심연 토벌전 옵시디언 와이번",0,0,924102403,924102404,924102401
924112102,"12월 심연 토벌전 라이덴",0,0,924112103,924112104,924112101
924112202,"12월 심연 토벌전 라이덴",0,0,924112203,924112204,924112201
924112302,"12월 심연 토벌전 라이덴",0,0,924112303,924112304,924112301
924112402,"12월 심연 토벌전 라이덴",0,0,924112403,924112404,924112401
924122102,"1월 심연 토벌전 타이탄 터틀",0,0,924122103,924122104,924122101
924122202,"1월 심연 토벌전 타이탄 터틀",0,0,924122203,924122204,924122201
924122302,"1월 심연 토벌전 타이탄 터틀",0,0,924122303,924122304,924122301
924122402,"1월 심연 토벌전 타이탄 터틀",0,0,924122403,924122404,924122401
924142102,"3월 심연 토벌전 네프테리온",0,0,924142103,924142104,924142101
924142202,"3월 심연 토벌전 네프테리온",0,0,924142203,924142204,924142201
924142302,"3월 심연 토벌전 네프테리온",0,0,924142303,924142304,924142301
924142402,"3월 심연 토벌전 네프테리온",0,0,924142403,924142404,924142401
924152102,"4월 심연 토벌전 트라이 로커",0,0,924152103,924152104,924152101
924152202,"4월 심연 토벌전 트라이 로커",0,0,924152203,924152204,924152201
924152302,"4월 심연 토벌전 트라이 로커",0,0,924152303,924152304,924152301
924152402,"4월 심연 토벌전 트라이 로커",0,0,924152403,924152404,924152401
925012102,"2월 심연 토벌전 고블린 라이더",0,0,925012103,925012104,925012101
925012202,"2월 심연 토벌전 고블린 라이더",0,0,925012203,925012204,925012201
925012302,"2월 심연 토벌전 고블린 라이더",0,0,925012303,925012304,925012301
925012402,"2월 심연 토벌전 고블린 라이더",0,0,925012403,925012404,925012401
