magic_def,magic_penetrate,resist_variation_id,physical_penetrate,wave_hp_recovery,main_skill_lv_4,unit_id,dodge,magic_str,main_skill_lv_6,energy_reduce_rate,ex_skill_lv_3,energy_recovery_rate,main_skill_lv_3,physical_critical,life_steal,magic_critical,level,enemy_id,main_skill_lv_10,main_skill_lv_9,atk,ex_skill_lv_1,def,hp_recovery_rate,ex_skill_lv_4,union_burst_level,resist_status_id,wave_energy_recovery,main_skill_lv_1,rarity,accuracy,ex_skill_lv_5,main_skill_lv_8,main_skill_lv_5,main_skill_lv_7,hp,main_skill_lv_2,ex_skill_lv_2,promotion_level
76,0,0,0,0,60,200701,1,1446,60,0,60,30,60,10,0,10,60,620070160,60,60,0,60,86,0,60,60,200000008,0,60,1,0,60,60,60,60,21791,60,60,1
79,0,0,0,0,61,200701,1,1448,61,0,61,30,61,10,0,10,61,620070161,61,61,0,61,88,0,61,61,200000008,0,61,1,0,61,61,61,61,22438,61,61,1
81,0,0,0,0,62,200701,1,1524,62,0,62,30,62,10,0,10,62,620070162,62,62,0,62,90,0,62,62,200000008,0,62,1,0,62,62,62,62,22976,62,62,1
83,0,0,0,0,63,200701,1,1600,63,0,63,30,63,10,0,10,63,620070163,63,63,0,63,92,0,63,63,200000008,0,63,1,0,63,63,63,63,23514,63,63,1
85,0,0,0,0,64,200701,1,1676,64,0,64,30,64,10,0,10,64,620070164,64,64,0,64,94,0,64,64,200000008,0,64,1,0,64,64,64,64,24052,64,64,1
87,0,0,0,0,65,200701,1,1752,65,0,65,30,65,10,0,10,65,620070165,65,65,0,65,96,0,65,65,200000008,0,65,1,0,65,65,65,65,24590,65,65,1
89,0,0,0,0,66,200701,1,1828,66,0,66,30,66,10,0,10,66,620070166,66,66,0,66,98,0,66,66,200000008,0,66,1,0,66,66,66,66,25128,66,66,1
91,0,0,0,0,67,200701,1,1904,67,0,67,30,67,10,0,10,67,620070167,67,67,0,67,100,0,67,67,200000008,0,67,1,0,67,67,67,67,25666,67,67,1
93,0,0,0,0,68,200701,1,1980,68,0,68,30,68,10,0,10,68,620070168,68,68,0,68,102,0,68,68,200000008,0,68,1,0,68,68,68,68,26204,68,68,1
95,0,0,0,0,69,200701,1,2056,69,0,69,30,69,10,0,10,69,620070169,69,69,0,69,104,0,69,69,200000008,0,69,1,0,69,69,69,69,26742,69,69,1
97,0,0,0,0,70,200701,1,2132,70,0,70,30,70,10,0,10,70,620070170,70,70,0,70,106,0,70,70,200000008,0,70,1,0,70,70,70,70,27280,70,70,1
99,0,0,0,0,71,200701,1,2208,71,0,71,30,71,10,0,10,71,620070171,71,71,0,71,108,0,71,71,200000008,0,71,1,0,71,71,71,71,27818,71,71,1
3,0,0,0,0,1,200800,1,0,1,0,1,30,1,10,0,10,1,620080001,1,1,32,1,5,0,1,1,200000006,0,1,1,0,1,1,1,1,388,1,1,1
3,0,0,0,0,2,200800,1,0,2,0,2,30,2,10,0,10,2,620080002,2,2,37,2,11,0,2,2,200000006,0,2,1,0,2,2,2,2,399,2,2,1
4,0,0,0,0,3,200800,1,0,3,0,3,30,3,10,0,10,3,620080003,3,3,43,3,6,0,3,3,200000006,0,3,1,0,3,3,3,3,409,3,3,1
4,0,0,0,0,4,200800,1,0,4,0,4,30,4,10,0,10,4,620080004,4,4,43,4,6,0,4,4,200000006,0,4,1,0,4,4,4,4,409,4,4,1
4,0,0,0,0,5,200800,1,0,5,0,5,30,5,10,0,10,5,620080005,5,5,47,5,6,0,5,5,200000006,0,5,1,0,5,5,5,5,412,5,5,1
6,0,0,0,0,6,200800,1,0,6,0,6,30,6,10,0,10,6,620080006,6,6,64,6,9,0,6,6,200000006,0,6,1,0,6,6,6,6,433,6,6,1
7,0,0,0,0,7,200800,1,0,7,0,7,30,7,10,0,10,7,620080007,7,7,73,7,10,0,7,7,200000006,0,7,1,0,7,7,7,7,487,7,7,1
7,0,0,0,0,8,200800,1,0,8,0,8,30,8,10,0,10,8,620080008,8,8,82,8,10,0,8,8,200000006,0,8,1,0,8,8,8,8,542,8,8,1
8,0,0,0,0,9,200800,1,0,9,0,9,30,9,10,0,10,9,620080009,9,9,91,9,11,0,9,9,200000006,0,9,1,0,9,9,9,9,596,9,9,1
9,0,0,0,0,10,200800,1,0,10,0,10,30,10,10,0,10,10,620080010,10,10,100,10,12,0,10,10,200000006,0,10,1,0,10,10,10,10,650,10,10,1
9,0,0,0,0,11,200800,1,0,11,0,11,30,11,10,0,10,11,620080011,11,11,109,11,13,0,11,11,200000006,0,11,1,0,11,11,11,11,705,11,11,1
10,0,0,0,0,12,200800,1,0,12,0,12,30,12,10,0,10,12,620080012,12,12,119,12,15,0,12,12,200000006,0,12,1,0,12,12,12,12,760,12,12,1
11,0,0,0,0,13,200800,1,0,13,0,13,30,13,10,0,10,13,620080013,13,13,127,13,15,0,13,13,200000006,0,13,1,0,13,13,13,13,814,13,13,1
11,0,0,0,0,14,200800,1,0,14,0,14,30,14,10,0,10,14,620080014,14,14,136,14,16,0,14,14,200000006,0,14,1,0,14,14,14,14,868,14,14,1
12,0,0,0,0,15,200800,1,0,15,0,15,30,15,10,0,10,15,620080015,15,15,145,15,17,0,15,15,200000006,0,15,1,0,15,15,15,15,922,15,15,1
12,0,0,0,0,16,200800,1,0,16,0,16,30,16,10,0,10,16,620080016,16,16,163,16,18,0,16,16,200000006,0,16,1,0,16,16,16,16,1003,16,16,1
12,0,0,0,0,17,200800,1,0,17,0,17,30,17,10,0,10,17,620080017,17,17,181,17,18,0,17,17,200000006,0,17,1,0,17,17,17,17,1084,17,17,1
13,0,0,0,0,18,200800,1,0,18,0,18,30,18,10,0,10,18,620080018,18,18,219,18,18,0,18,18,200000006,0,18,1,0,18,18,18,18,1529,18,18,1
13,0,0,0,0,19,200800,1,0,19,0,19,30,19,10,0,10,19,620080019,19,19,236,19,18,0,19,19,200000006,0,19,1,0,19,19,19,19,1748,19,19,1
13,0,0,0,0,20,200800,1,0,20,0,20,30,20,10,0,10,20,620080020,20,20,248,20,20,0,20,20,200000006,0,20,1,0,20,20,20,20,1844,20,20,1
15,0,0,0,0,21,200800,1,0,21,0,21,30,21,10,0,10,21,620080021,21,21,275,21,22,0,21,21,200000006,0,21,1,0,21,21,21,21,2104,21,21,1
17,0,0,0,0,22,200800,1,0,22,0,22,30,22,10,0,10,22,620080022,22,22,300,22,24,0,22,22,200000006,0,22,1,0,22,22,22,22,2364,22,22,1
18,0,0,0,0,23,200800,1,0,23,0,23,30,23,10,0,10,23,620080023,23,23,326,23,26,0,23,23,200000006,0,23,1,0,23,23,23,23,2625,23,23,1
20,0,0,0,0,24,200800,1,0,24,0,24,30,24,10,0,10,24,620080024,24,24,352,24,28,0,24,24,200000006,0,24,1,0,24,24,24,24,2885,24,24,1
21,0,0,0,0,25,200800,1,0,25,0,25,30,25,10,0,10,25,620080025,25,25,355,25,29,0,25,25,200000006,0,25,1,0,25,25,25,25,3186,25,25,1
21,0,0,0,0,26,200800,1,0,26,0,26,30,26,10,0,10,26,620080026,26,26,359,26,29,0,26,26,200000006,0,26,1,0,26,26,26,26,3487,26,26,1
21,0,0,0,0,27,200800,1,0,27,0,27,30,27,10,0,10,27,620080027,27,27,386,27,30,0,27,27,200000006,0,27,1,0,27,27,27,27,3788,27,27,1
21,0,0,0,0,28,200800,1,0,28,0,28,30,28,10,0,10,28,620080028,28,28,413,28,30,0,28,28,200000006,0,28,1,0,28,28,28,28,4089,28,28,1
22,0,0,0,0,29,200800,1,0,29,0,29,30,29,10,0,10,29,620080029,29,29,439,29,31,0,29,29,200000006,0,29,1,0,29,29,29,29,4390,29,29,1
22,0,0,0,0,30,200800,1,0,30,0,30,30,30,10,0,10,30,620080030,30,30,466,30,31,0,30,30,200000006,0,30,1,0,30,30,30,30,4691,30,30,1
22,0,0,0,0,31,200800,1,0,31,0,31,30,31,10,0,10,31,620080031,31,31,493,31,31,0,31,31,200000006,0,31,1,0,31,31,31,31,4991,31,31,1
22,0,0,0,0,32,200800,1,0,32,0,32,30,32,10,0,10,32,620080032,32,32,520,32,32,0,32,32,200000006,0,32,1,0,32,32,32,32,5292,32,32,1
22,0,0,0,0,33,200800,1,0,33,0,33,30,33,10,0,10,33,620080033,33,33,547,33,32,0,33,33,200000006,0,33,1,0,33,33,33,33,5594,33,33,1
23,0,0,0,0,34,200800,1,0,34,0,34,30,34,10,0,10,34,620080034,34,34,574,34,32,0,34,34,200000006,0,34,1,0,34,34,34,34,5894,34,34,1
23,0,0,0,0,35,200800,1,0,35,0,35,30,35,10,0,10,35,620080035,35,35,601,35,33,0,35,35,200000006,0,35,1,0,35,35,35,35,6195,35,35,1
23,0,0,0,0,36,200800,1,0,36,0,36,30,36,10,0,10,36,620080036,36,36,628,36,33,0,36,36,200000006,0,36,1,0,36,36,36,36,6496,36,36,1
27,0,0,0,0,37,200800,1,0,37,0,37,30,37,10,0,10,37,620080037,37,37,688,37,38,0,37,37,200000006,0,37,1,0,37,37,37,37,6685,37,37,1
31,0,0,0,0,38,200800,1,0,38,0,38,30,38,10,0,10,38,620080038,38,38,749,38,43,0,38,38,200000006,0,38,1,0,38,38,38,38,6873,38,38,1
35,0,0,0,0,39,200800,1,0,39,0,39,30,39,10,0,10,39,620080039,39,39,809,39,48,0,39,39,200000006,0,39,1,0,39,39,39,39,7061,39,39,1
36,0,0,0,0,40,200800,1,0,40,0,40,30,40,10,0,10,40,620080040,40,40,949,40,48,0,40,40,200000006,0,40,1,0,40,40,40,40,8772,40,40,1
36,0,0,0,0,41,200800,1,0,41,0,41,30,41,10,0,10,41,620080041,41,41,1088,41,49,0,41,41,200000006,0,41,1,0,41,41,41,41,10484,41,41,1
36,0,0,0,0,42,200800,1,0,42,0,42,30,42,10,0,10,42,620080042,42,42,1049,42,50,0,42,42,200000006,0,42,1,0,42,42,42,42,10730,42,42,1
37,0,0,0,0,43,200800,1,0,43,0,43,30,43,10,0,10,43,620080043,43,43,1063,43,52,0,43,43,200000006,0,43,1,0,43,43,43,43,11327,43,43,1
38,0,0,0,0,44,200800,1,0,44,0,44,30,44,10,0,10,44,620080044,44,44,1077,44,53,0,44,44,200000006,0,44,1,0,44,44,44,44,11923,44,44,1
38,0,0,0,0,45,200800,1,0,45,0,45,30,45,10,0,10,45,620080045,45,45,1091,45,53,0,45,45,200000006,0,45,1,0,45,45,45,45,11969,45,45,1
43,0,0,0,0,46,200800,1,0,46,0,46,30,46,10,0,10,46,620080046,46,46,1115,46,57,0,46,46,200000006,0,46,1,0,46,46,46,46,12851,46,46,1
52,0,0,0,0,47,200800,1,0,47,0,47,30,47,10,0,10,47,620080047,47,47,1138,47,62,0,47,47,200000006,0,47,1,0,47,47,47,47,15043,47,47,1
61,0,0,0,0,48,200800,1,0,48,0,48,30,48,10,0,10,48,620080048,48,48,1362,48,67,0,48,48,200000006,0,48,1,0,48,48,48,48,17235,48,48,1
61,0,0,0,0,49,200800,1,0,49,0,49,30,49,10,0,10,49,620080049,49,49,1372,49,67,0,49,49,200000006,0,49,1,0,49,49,49,49,17435,49,49,1
64,0,0,0,0,50,200800,1,0,50,0,50,30,50,10,0,10,50,620080050,50,50,1438,50,71,0,50,50,200000006,0,50,1,0,50,50,50,50,17828,50,50,1
67,0,0,0,0,51,200800,1,0,51,0,51,30,51,10,0,10,51,620080051,51,51,1505,51,75,0,51,51,200000006,0,51,1,0,51,51,51,51,18221,51,51,1
70,0,0,0,0,52,200800,1,0,52,0,52,30,52,10,0,10,52,620080052,52,52,1572,52,79,0,52,52,200000006,0,52,1,0,52,52,52,52,18614,52,52,1
72,0,0,0,0,53,200800,1,0,53,0,53,30,53,10,0,10,53,620080053,53,53,1639,53,83,0,53,53,200000006,0,53,1,0,53,53,53,53,19007,53,53,1
75,0,0,0,0,54,200800,1,0,54,0,54,30,54,10,0,10,54,620080054,54,54,1705,54,88,0,54,54,200000006,0,54,1,0,54,54,54,54,19401,54,54,1
78,0,0,0,0,55,200800,1,0,55,0,55,30,55,10,0,10,55,620080055,55,55,1772,55,92,0,55,55,200000006,0,55,1,0,55,55,55,55,19794,55,55,1
81,0,0,0,0,56,200800,1,0,56,0,56,30,56,10,0,10,56,620080056,56,56,1838,56,96,0,56,56,200000006,0,56,1,0,56,56,56,56,20187,56,56,1
84,0,0,0,0,57,200800,1,0,57,0,57,30,57,10,0,10,57,620080057,57,57,1905,57,100,0,57,57,200000006,0,57,1,0,57,57,57,57,20580,57,57,1
87,0,0,0,0,58,200800,1,0,58,0,58,30,58,10,0,10,58,620080058,58,58,1971,58,104,0,58,58,200000006,0,58,1,0,58,58,58,58,20973,58,58,1
91,0,0,0,0,59,200800,1,0,59,0,59,30,59,10,0,10,59,620080059,59,59,2062,59,108,0,59,59,200000006,0,59,1,0,59,59,59,59,22714,59,59,1
95,0,0,0,0,60,200800,1,0,60,0,60,30,60,10,0,10,60,620080060,60,60,2153,60,113,0,60,60,200000006,0,60,1,0,60,60,60,60,24455,60,60,1
100,0,0,0,0,61,200800,1,0,61,0,61,30,61,10,0,10,61,620080061,61,61,2243,61,117,0,61,61,200000006,0,61,1,0,61,61,61,61,26196,61,61,1
100,0,0,0,0,62,200800,1,0,62,0,62,30,62,10,0,10,62,620080062,62,62,2343,62,117,0,62,62,200000006,0,62,1,0,62,62,62,62,26837,62,62,1
101,0,0,0,0,63,200800,1,0,63,0,63,30,63,10,0,10,63,620080063,63,63,2443,63,117,0,63,63,200000006,0,63,1,0,63,63,63,63,27477,63,63,1
101,0,0,0,0,64,200800,1,0,64,0,64,30,64,10,0,10,64,620080064,64,64,2542,64,117,0,64,64,200000006,0,64,1,0,64,64,64,64,28118,64,64,1
102,0,0,0,0,65,200800,1,0,65,0,65,30,65,10,0,10,65,620080065,65,65,2642,65,118,0,65,65,200000006,0,65,1,0,65,65,65,65,28759,65,65,1
102,0,0,0,0,66,200800,1,0,66,0,66,30,66,10,0,10,66,620080066,66,66,2742,66,118,0,66,66,200000006,0,66,1,0,66,66,66,66,29399,66,66,1
103,0,0,0,0,67,200800,1,0,67,0,67,30,67,10,0,10,67,620080067,67,67,2842,67,118,0,67,67,200000006,0,67,1,0,67,67,67,67,30040,67,67,1
103,0,0,0,0,68,200800,1,0,68,0,68,30,68,10,0,10,68,620080068,68,68,2941,68,118,0,68,68,200000006,0,68,1,0,68,68,68,68,30681,68,68,1
103,0,0,0,0,69,200800,1,0,69,0,69,30,69,10,0,10,69,620080069,69,69,3041,69,118,0,69,69,200000006,0,69,1,0,69,69,69,69,31321,69,69,1
104,0,0,0,0,70,200800,1,0,70,0,70,30,70,10,0,10,70,620080070,70,70,3141,70,118,0,70,70,200000006,0,70,1,0,70,70,70,70,31962,70,70,1
104,0,0,0,0,71,200800,1,0,71,0,71,30,71,10,0,10,71,620080071,71,71,3241,71,118,0,71,71,200000006,0,71,1,0,71,71,71,71,32603,71,71,1
5,0,0,0,0,1,200801,1,0,1,0,1,30,1,10,0,10,1,620080101,1,1,62,1,8,0,1,1,200000006,0,1,1,0,1,1,1,1,789,1,1,1
5,0,0,0,0,2,200801,1,0,2,0,2,30,2,10,0,10,2,620080102,2,2,73,2,19,0,2,2,200000006,0,2,1,0,2,2,2,2,811,2,2,1
7,0,0,0,0,3,200801,1,0,3,0,3,30,3,10,0,10,3,620080103,3,3,83,3,10,0,3,3,200000006,0,3,1,0,3,3,3,3,833,3,3,1
7,0,0,0,0,4,200801,1,0,4,0,4,30,4,10,0,10,4,620080104,4,4,83,4,10,0,4,4,200000006,0,4,1,0,4,4,4,4,833,4,4,1
7,0,0,0,0,5,200801,1,0,5,0,5,30,5,10,0,10,5,620080105,5,5,91,5,10,0,5,5,200000006,0,5,1,0,5,5,5,5,837,5,5,1
10,0,0,0,0,6,200801,1,0,6,0,6,30,6,10,0,10,6,620080106,6,6,125,6,15,0,6,6,200000006,0,6,1,0,6,6,6,6,881,6,6,1
11,0,0,0,0,7,200801,1,0,7,0,7,30,7,10,0,10,7,620080107,7,7,143,7,17,0,7,7,200000006,0,7,1,0,7,7,7,7,991,7,7,1
13,0,0,0,0,8,200801,1,0,8,0,8,30,8,10,0,10,8,620080108,8,8,160,8,18,0,8,8,200000006,0,8,1,0,8,8,8,8,1102,8,8,1
14,0,0,0,0,9,200801,1,0,9,0,9,30,9,10,0,10,9,620080109,9,9,177,9,19,0,9,9,200000006,0,9,1,0,9,9,9,9,1212,9,9,1
15,0,0,0,0,10,200801,1,0,10,0,10,30,10,10,0,10,10,620080110,10,10,195,10,21,0,10,10,200000006,0,10,1,0,10,10,10,10,1323,10,10,1
16,0,0,0,0,11,200801,1,0,11,0,11,30,11,10,0,10,11,620080111,11,11,213,11,23,0,11,11,200000006,0,11,1,0,11,11,11,11,1434,11,11,1
17,0,0,0,0,12,200801,1,0,12,0,12,30,12,10,0,10,12,620080112,12,12,231,12,25,0,12,12,200000006,0,12,1,0,12,12,12,12,1545,12,12,1
19,0,0,0,0,13,200801,1,0,13,0,13,30,13,10,0,10,13,620080113,13,13,247,13,25,0,13,13,200000006,0,13,1,0,13,13,13,13,1656,13,13,1
19,0,0,0,0,14,200801,1,0,14,0,14,30,14,10,0,10,14,620080114,14,14,265,14,28,0,14,14,200000006,0,14,1,0,14,14,14,14,1766,14,14,1
20,0,0,0,0,15,200801,1,0,15,0,15,30,15,10,0,10,15,620080115,15,15,283,15,29,0,15,15,200000006,0,15,1,0,15,15,15,15,1876,15,15,1
20,0,0,0,0,16,200801,1,0,16,0,16,30,16,10,0,10,16,620080116,16,16,318,16,30,0,16,16,200000006,0,16,1,0,16,16,16,16,2041,16,16,1
20,0,0,0,0,17,200801,1,0,17,0,17,30,17,10,0,10,17,620080117,17,17,353,17,31,0,17,17,200000006,0,17,1,0,17,17,17,17,2205,17,17,1
22,0,0,0,0,18,200801,1,0,18,0,18,30,18,10,0,10,18,620080118,18,18,426,18,31,0,18,18,200000006,0,18,1,0,18,18,18,18,3110,18,18,1
22,0,0,0,0,19,200801,1,0,19,0,19,30,19,10,0,10,19,620080119,19,19,459,19,31,0,19,19,200000006,0,19,1,0,19,19,19,19,3556,19,19,1
22,0,0,0,0,20,200801,1,0,20,0,20,30,20,10,0,10,20,620080120,20,20,483,20,33,0,20,20,200000006,0,20,1,0,20,20,20,20,3750,20,20,1
26,0,0,0,0,21,200801,1,0,21,0,21,30,21,10,0,10,21,620080121,21,21,535,21,38,0,21,21,200000006,0,21,1,0,21,21,21,21,4280,21,21,1
28,0,0,0,0,22,200801,1,0,22,0,22,30,22,10,0,10,22,620080122,22,22,584,22,41,0,22,22,200000006,0,22,1,0,22,22,22,22,4809,22,22,1
31,0,0,0,0,23,200801,1,0,23,0,23,30,23,10,0,10,23,620080123,23,23,635,23,44,0,23,23,200000006,0,23,1,0,23,23,23,23,5339,23,23,1
34,0,0,0,0,24,200801,1,0,24,0,24,30,24,10,0,10,24,620080124,24,24,685,24,48,0,24,24,200000006,0,24,1,0,24,24,24,24,5869,24,24,1
35,0,0,0,0,25,200801,1,0,25,0,25,30,25,10,0,10,25,620080125,25,25,692,25,49,0,25,25,200000006,0,25,1,0,25,25,25,25,6481,25,25,1
36,0,0,0,0,26,200801,1,0,26,0,26,30,26,10,0,10,26,620080126,26,26,698,26,50,0,26,26,200000006,0,26,1,0,26,26,26,26,7093,26,26,1
36,0,0,0,0,27,200801,1,0,27,0,27,30,27,10,0,10,27,620080127,27,27,751,27,51,0,27,27,200000006,0,27,1,0,27,27,27,27,7705,27,27,1
36,0,0,0,0,28,200801,1,0,28,0,28,30,28,10,0,10,28,620080128,28,28,803,28,51,0,28,28,200000006,0,28,1,0,28,28,28,28,8317,28,28,1
37,0,0,0,0,29,200801,1,0,29,0,29,30,29,10,0,10,29,620080129,29,29,856,29,52,0,29,29,200000006,0,29,1,0,29,29,29,29,8929,29,29,1
37,0,0,0,0,30,200801,1,0,30,0,30,30,30,10,0,10,30,620080130,30,30,908,30,53,0,30,30,200000006,0,30,1,0,30,30,30,30,9541,30,30,1
38,0,0,0,0,31,200801,1,0,31,0,31,30,31,10,0,10,31,620080131,31,31,960,31,53,0,31,31,200000006,0,31,1,0,31,31,31,31,10153,31,31,1
38,0,0,0,0,32,200801,1,0,32,0,32,30,32,10,0,10,32,620080132,32,32,1013,32,54,0,32,32,200000006,0,32,1,0,32,32,32,32,10765,32,32,1
38,0,0,0,0,33,200801,1,0,33,0,33,30,33,10,0,10,33,620080133,33,33,1064,33,54,0,33,33,200000006,0,33,1,0,33,33,33,33,11378,33,33,1
39,0,0,0,0,34,200801,1,0,34,0,34,30,34,10,0,10,34,620080134,34,34,1118,34,55,0,34,34,200000006,0,34,1,0,34,34,34,34,11989,34,34,1
39,0,0,0,0,35,200801,1,0,35,0,35,30,35,10,0,10,35,620080135,35,35,1170,35,56,0,35,35,200000006,0,35,1,0,35,35,35,35,12601,35,35,1
39,0,0,0,0,36,200801,1,0,36,0,36,30,36,10,0,10,36,620080136,36,36,1223,36,56,0,36,36,200000006,0,36,1,0,36,36,36,36,13213,36,36,1
46,0,0,0,0,37,200801,1,0,37,0,37,30,37,10,0,10,37,620080137,37,37,1339,37,65,0,37,37,200000006,0,37,1,0,37,37,37,37,13597,37,37,1
53,0,0,0,0,38,200801,1,0,38,0,38,30,38,10,0,10,38,620080138,38,38,1458,38,73,0,38,38,200000006,0,38,1,0,38,38,38,38,13979,38,38,1
60,0,0,0,0,39,200801,1,0,39,0,39,30,39,10,0,10,39,620080139,39,39,1576,39,81,0,39,39,200000006,0,39,1,0,39,39,39,39,14362,39,39,1
61,0,0,0,0,40,200801,1,0,40,0,40,30,40,10,0,10,40,620080140,40,40,1847,40,82,0,40,40,200000006,0,40,1,0,40,40,40,40,17844,40,40,1
61,0,0,0,0,41,200801,1,0,41,0,41,30,41,10,0,10,41,620080141,41,41,2118,41,83,0,41,41,200000006,0,41,1,0,41,41,41,41,21325,41,41,1
61,0,0,0,0,42,200801,1,0,42,0,42,30,42,10,0,10,42,620080142,42,42,2042,42,85,0,42,42,200000006,0,42,1,0,42,42,42,42,21826,42,42,1
63,0,0,0,0,43,200801,1,0,43,0,43,30,43,10,0,10,43,620080143,43,43,2069,43,88,0,43,43,200000006,0,43,1,0,43,43,43,43,23039,43,43,1
65,0,0,0,0,44,200801,1,0,44,0,44,30,44,10,0,10,44,620080144,44,44,2097,44,90,0,44,44,200000006,0,44,1,0,44,44,44,44,24252,44,44,1
65,0,0,0,0,45,200801,1,0,45,0,45,30,45,10,0,10,45,620080145,45,45,2124,45,90,0,45,45,200000006,0,45,1,0,45,45,45,45,24346,45,45,1
73,0,0,0,0,46,200801,1,0,46,0,46,30,46,10,0,10,46,620080146,46,46,2171,46,97,0,46,46,200000006,0,46,1,0,46,46,46,46,26140,46,46,1
89,0,0,0,0,47,200801,1,0,47,0,47,30,47,10,0,10,47,620080147,47,47,2215,47,105,0,47,47,200000006,0,47,1,0,47,47,47,47,30599,47,47,1
104,0,0,0,0,48,200801,1,0,48,0,48,30,48,10,0,10,48,620080148,48,48,2652,48,114,0,48,48,200000006,0,48,1,0,48,48,48,48,35057,48,48,1
104,0,0,0,0,49,200801,1,0,49,0,49,30,49,10,0,10,49,620080149,49,49,2671,49,114,0,49,49,200000006,0,49,1,0,49,49,49,49,35464,49,49,1
109,0,0,0,0,50,200801,1,0,50,0,50,30,50,10,0,10,50,620080150,50,50,2800,50,121,0,50,50,200000006,0,50,1,0,50,50,50,50,36264,50,50,1
114,0,0,0,0,51,200801,1,0,51,0,51,30,51,10,0,10,51,620080151,51,51,2930,51,128,0,51,51,200000006,0,51,1,0,51,51,51,51,37063,51,51,1
119,0,0,0,0,52,200801,1,0,52,0,52,30,52,10,0,10,52,620080152,52,52,3061,52,135,0,52,52,200000006,0,52,1,0,52,52,52,52,37863,52,52,1
123,0,0,0,0,53,200801,1,0,53,0,53,30,53,10,0,10,53,620080153,53,53,3191,53,142,0,53,53,200000006,0,53,1,0,53,53,53,53,38662,53,53,1
128,0,0,0,0,54,200801,1,0,54,0,54,30,54,10,0,10,54,620080154,54,54,3320,54,149,0,54,54,200000006,0,54,1,0,54,54,54,54,39462,54,54,1
133,0,0,0,0,55,200801,1,0,55,0,55,30,55,10,0,10,55,620080155,55,55,3449,55,156,0,55,55,200000006,0,55,1,0,55,55,55,55,40262,55,55,1
138,0,0,0,0,56,200801,1,0,56,0,56,30,56,10,0,10,56,620080156,56,56,3579,56,163,0,56,56,200000006,0,56,1,0,56,56,56,56,41061,56,56,1
143,0,0,0,0,57,200801,1,0,57,0,57,30,57,10,0,10,57,620080157,57,57,3708,57,170,0,57,57,200000006,0,57,1,0,57,57,57,57,41861,57,57,1
148,0,0,0,0,58,200801,1,0,58,0,58,30,58,10,0,10,58,620080158,58,58,3838,58,177,0,58,58,200000006,0,58,1,0,58,58,58,58,42661,58,58,1
155,0,0,0,0,59,200801,1,0,59,0,59,30,59,10,0,10,59,620080159,59,59,4014,59,185,0,59,59,200000006,0,59,1,0,59,59,59,59,46202,59,59,1
162,0,0,0,0,60,200801,1,0,60,0,60,30,60,10,0,10,60,620080160,60,60,4191,60,192,0,60,60,200000006,0,60,1,0,60,60,60,60,49743,60,60,1
170,0,0,0,0,61,200801,1,0,61,0,61,30,61,10,0,10,61,620080161,61,61,4367,61,200,0,61,61,200000006,0,61,1,0,61,61,61,61,53285,61,61,1
172,0,0,0,0,62,200801,1,0,62,0,62,30,62,10,0,10,62,620080162,62,62,4414,62,202,0,62,62,200000006,0,62,1,0,62,62,62,62,54085,62,62,1
174,0,0,0,0,63,200801,1,0,63,0,63,30,63,10,0,10,63,620080163,63,63,4461,63,204,0,63,63,200000006,0,63,1,0,63,63,63,63,54885,63,63,1
176,0,0,0,0,64,200801,1,0,64,0,64,30,64,10,0,10,64,620080164,64,64,4508,64,206,0,64,64,200000006,0,64,1,0,64,64,64,64,55685,64,64,1
178,0,0,0,0,65,200801,1,0,65,0,65,30,65,10,0,10,65,620080165,65,65,4555,65,208,0,65,65,200000006,0,65,1,0,65,65,65,65,56485,65,65,1
180,0,0,0,0,66,200801,1,0,66,0,66,30,66,10,0,10,66,620080166,66,66,4603,66,210,0,66,66,200000006,0,66,1,0,66,66,66,66,57285,66,66,1
182,0,0,0,0,67,200801,1,0,67,0,67,30,67,10,0,10,67,620080167,67,67,4650,67,212,0,67,67,200000006,0,67,1,0,67,67,67,67,58085,67,67,1
184,0,0,0,0,68,200801,1,0,68,0,68,30,68,10,0,10,68,620080168,68,68,4697,68,214,0,68,68,200000006,0,68,1,0,68,68,68,68,58885,68,68,1
186,0,0,0,0,69,200801,1,0,69,0,69,30,69,10,0,10,69,620080169,69,69,4744,69,216,0,69,69,200000006,0,69,1,0,69,69,69,69,59685,69,69,1
188,0,0,0,0,70,200801,1,0,70,0,70,30,70,10,0,10,70,620080170,70,70,4791,70,218,0,70,70,200000006,0,70,1,0,70,70,70,70,60485,70,70,1
190,0,0,0,0,71,200801,1,0,71,0,71,30,71,10,0,10,71,620080171,71,71,4838,71,220,0,71,71,200000006,0,71,1,0,71,71,71,71,61285,71,71,1
2,0,0,0,0,1,200900,1,0,1,0,1,30,1,10,0,10,1,620090001,1,1,28,1,3,0,1,1,200000001,0,1,1,0,1,1,1,1,301,1,1,1
3,0,0,0,0,2,200900,1,0,2,0,2,30,2,10,0,10,2,620090002,2,2,43,2,9,0,2,2,200000001,0,2,1,0,2,2,2,2,464,2,2,1
4,0,0,0,0,3,200900,1,0,3,0,3,30,3,10,0,10,3,620090003,3,3,51,3,9,0,3,3,200000001,0,3,1,0,3,3,3,3,496,3,3,1
5,0,0,0,0,4,200900,1,0,4,0,4,30,4,10,0,10,4,620090004,4,4,59,4,8,0,4,4,200000001,0,4,1,0,4,4,4,4,527,4,4,1
