equip_slot_5,equip_slot_6,unit_id,equip_slot_3,equip_slot_2,equip_slot_1,equip_slot_4,promotion_level
10055033,10055032,106801,10040033,10001033,10001034,10040032,33
10055034,10055033,106801,10049034,10001034,10001035,10040033,34
999999,10055034,106801,999999,10001035,999999,10049034,35
101071,101581,106901,101281,101011,101011,101401,1
101071,101551,106901,102311,102011,102014,102493,2
102071,102551,106901,102282,102014,103011,102401,3
102582,102552,106901,103311,103011,103012,103581,4
103071,103551,106901,103282,103012,103013,103401,5
103552,103552,106901,103283,103013,104011,103401,6
103072,103582,106901,104311,104011,104012,103553,7
104551,103553,106901,104312,104012,104013,104401,8
104552,104551,106901,104402,104013,104014,104432,9
104553,104552,106901,104284,104014,105011,104402,10
105551,104553,106901,105281,105011,105012,104284,11
105552,105551,106901,105342,105012,105013,105281,12
105553,105552,106901,105283,105013,105014,105282,13
105554,105553,106901,105284,105014,105015,105283,14
105555,105554,106901,105315,105015,105016,105284,15
105556,105555,106901,105316,105016,105017,105315,16
105557,105556,106901,105317,105017,106011,105316,17
106551,105557,106901,106311,106011,106012,105317,18
106552,106551,106901,106312,106012,106013,106311,19
106553,106552,106901,106313,106013,107011,106312,20
107551,106553,106901,107311,107011,107012,106313,21
107552,107551,106901,107342,107012,107013,107311,22
107553,107552,106901,107343,107013,108011,107342,23
108551,107553,106901,108431,108011,108012,107343,24
108552,108551,106901,108492,108012,108013,108431,25
108553,108552,106901,108343,108013,108014,108492,26
108554,108553,106901,108494,108014,109011,108343,27
109551,108554,106901,109401,109011,109012,108494,28
109552,109551,106901,109402,109012,109013,109401,29
109553,109552,106901,109343,109013,109014,109402,30
109554,109553,106901,109494,109014,10001032,109343,31
10055032,109554,106901,10040032,10001032,10001033,109494,32
10055033,10055032,106901,10040033,10001033,10001034,10040032,33
10055034,10055033,106901,10049034,10001034,10001035,10040033,34
999999,10055034,106901,999999,10001035,999999,10049034,35
101611,101611,107001,101371,101251,101251,101521,1
101611,101611,107001,102371,102221,102222,102461,2
102611,102611,107001,102372,102222,103221,102521,3
102613,102613,107001,103521,103221,103252,103521,4
103611,103611,107001,103371,103252,103222,103522,5
103371,103613,107001,103372,103222,104221,103522,6
103222,103613,107001,104371,104221,104222,103614,7
104611,103614,107001,104522,104222,104223,104221,8
104612,104611,107001,104462,104223,104224,104222,9
104613,104612,107001,104463,104224,105221,104223,10
105611,104613,107001,105521,105221,105222,104224,11
105612,105611,107001,105372,105222,105223,105221,12
105613,105612,107001,105373,105223,105224,105222,13
105614,105613,107001,105523,105224,105225,105223,14
105615,105614,107001,105375,105225,105226,105224,15
105616,105615,107001,105376,105226,105227,105225,16
105617,105616,107001,105377,105227,106221,105226,17
106611,105617,107001,106371,106221,106222,105227,18
106612,106611,107001,106372,106222,106223,106221,19
106613,106612,107001,106373,106223,107221,106222,20
107611,106613,107001,107371,107221,107222,106223,21
107612,107611,107001,107372,107222,107223,107221,22
107613,107612,107001,107373,107223,108221,107222,23
108611,107613,107001,108521,108221,108222,107223,24
108612,108611,107001,108462,108222,108223,108221,25
108613,108612,107001,108523,108223,108224,108222,26
108614,108613,107001,108524,108224,109221,108223,27
109611,108614,107001,109461,109221,109222,108224,28
109612,109611,107001,109522,109222,109223,109221,29
109613,109612,107001,109463,109223,109224,109222,30
109614,109613,107001,109524,109224,10022032,109223,31
10061032,109614,107001,10046032,10022032,10022033,109224,32
10061033,10061032,107001,10046033,10022033,10022034,10022032,33
10061034,10061033,107001,10052034,10022034,10022035,10022033,34
999999,10061034,107001,999999,10022035,999999,10022034,35
101011,101551,107101,101281,101011,101011,101401,1
101551,101551,107101,102281,102011,102013,102071,2
102011,102551,107101,102282,102013,103011,102401,3
102552,102552,107101,103281,103011,103012,103431,4
103071,103551,107101,103282,103012,103013,103401,5
103552,103552,107101,103283,103013,104011,103401,6
103553,103552,107101,104281,104011,104012,103013,7
104551,103553,107101,104282,104012,104013,104011,8
104552,104551,107101,104402,104013,104014,104012,9
104553,104552,107101,104284,104014,105011,104013,10
105551,104553,107101,105281,105011,105012,104014,11
105552,105551,107101,105282,105012,105013,105011,12
105553,105552,107101,105283,105013,105014,105012,13
105554,105553,107101,105284,105014,105015,105013,14
105555,105554,107101,105285,105015,105016,105014,15
105556,105555,107101,105286,105016,105017,105015,16
105557,105556,107101,105287,105017,106011,105016,17
106551,105557,107101,106281,106011,106012,105017,18
106552,106551,107101,106282,106012,106013,106011,19
106553,106552,107101,106283,106013,107011,106012,20
107551,106553,107101,107281,107011,107012,106013,21
107552,107551,107101,107492,107012,107013,107011,22
107553,107552,107101,107493,107013,108011,107012,23
108551,107553,107101,108431,108011,108012,107013,24
108552,108551,107101,108492,108012,108013,108011,25
108553,108552,107101,108343,108013,108014,108012,26
108554,108553,107101,108494,108014,109011,108013,27
109551,108554,107101,109341,109011,109012,108014,28
109552,109551,107101,109432,109012,109013,109011,29
109553,109552,107101,109493,109013,109014,109012,30
109554,109553,107101,109434,109014,10001032,109013,31
10055032,109554,107101,10034032,10001032,10001033,109014,32
10055033,10055032,107101,10043033,10001033,10001034,10001032,33
10055034,10055033,107101,10034034,10001034,10001035,10001033,34
999999,10055034,107101,999999,10001035,999999,10001034,35
101011,101551,107501,101281,101011,101011,101401,1
101551,101551,107501,102281,102011,102013,102071,2
102011,102551,107501,102282,102013,103011,102401,3
102552,102552,107501,103281,103011,103012,103431,4
103071,103551,107501,103282,103012,103013,103401,5
103552,103552,107501,103283,103013,104011,103401,6
103553,103552,107501,104281,104011,104012,103013,7
104551,103553,107501,104282,104012,104013,104011,8
104552,104551,107501,104402,104013,104014,104012,9
104553,104552,107501,104284,104014,105011,104013,10
105551,104554,107501,105281,105011,105012,104014,11
105552,105551,107501,105282,105012,105013,105011,12
105553,105552,107501,105491,105013,105014,105012,13
105554,105553,107501,105284,105014,105015,105013,14
105555,105554,107501,105345,105015,105016,105014,15
105556,105555,107501,105286,105016,105017,105015,16
105557,105556,107501,105287,105017,106011,105016,17
106551,105557,107501,106341,106011,106012,105017,18
106552,106551,107501,106282,106012,106013,106011,19
106553,106552,107501,106283,106013,107011,106012,20
107551,106553,107501,107491,107011,107012,106013,21
107552,107551,107501,107282,107012,107013,107011,22
107553,107552,107501,107283,107013,108011,107012,23
108551,107553,107501,108431,108011,108012,107013,24
108552,108551,107501,108492,108012,108013,108011,25
108553,108552,107501,108343,108013,108014,108012,26
108554,108553,107501,108494,108014,109011,108013,27
109551,108554,107501,109341,109011,109012,108014,28
109552,109551,107501,109432,109012,109013,109011,29
109553,109552,107501,109493,109013,109014,109012,30
109554,109553,107501,109494,109014,10001032,109013,31
10055032,109554,107501,10034032,10001032,10001033,109014,32
10055033,10055032,107501,10043033,10001033,10001034,10001032,33
10055034,10055033,107501,10034034,10001034,10001035,10001033,34
999999,10055034,107501,999999,10001035,999999,10001034,35
101581,101581,107601,101281,101161,101161,101431,1
101581,101581,107601,102341,102162,102163,102491,2
102581,102581,107601,102342,102163,103161,102432,3
102582,102582,107601,103341,103161,103162,103431,4
103581,103581,107601,103342,103162,103193,103432,5
103582,103582,107601,103343,103193,104161,103401,6
103614,103582,107601,104341,104161,104162,103583,7
104581,103614,107601,104432,104162,104163,104491,8
104582,104581,107601,104343,104163,104164,104432,9
104583,104582,107601,104433,104164,105161,104343,10
105581,104583,107601,105401,105161,105162,104344,11
105582,105581,107601,105342,105162,105163,105341,12
105583,105582,107601,105283,105163,105164,105342,13
105584,105583,107601,105432,105164,105165,105343,14
105585,105584,107601,105345,105165,105166,105344,15
105586,105585,107601,105346,105166,105167,105345,16
105587,105586,107601,105347,105167,106161,105346,17
106581,105587,107601,106341,106161,106162,105347,18
106582,106581,107601,106342,106162,106163,106341,19
106583,106582,107601,106343,106163,107161,106342,20
107581,106583,107601,107341,107161,107162,106343,21
107582,107581,107601,107342,107162,107163,107341,22
107583,107582,107601,107343,107163,108161,107342,23
108581,107583,107601,108281,108161,108162,107343,24
108582,108581,107601,108282,108162,108163,108281,25
108583,108582,107601,108283,108163,108164,108282,26
108584,108583,107601,108284,108164,109161,108283,27
109581,108584,107601,109281,109161,109162,108284,28
109582,109581,107601,109282,109162,109163,109281,29
109583,109582,107601,109283,109163,109164,109282,30
109584,109583,107601,109284,109164,10016032,109283,31
10058032,109584,107601,10028032,10016032,10016033,109284,32
10058033,10058032,107601,10028033,10016033,10016034,10028032,33
10058034,10058033,107601,10028034,10016034,10016035,10028033,34
999999,10058034,107601,999999,10016035,999999,10028034,35
101611,101581,107701,101371,101251,101251,101521,1
101611,101581,107701,102371,102251,102252,102461,2
102612,102581,107701,102372,102252,103251,102521,3
102614,102582,107701,103521,103251,103252,103521,4
103612,103581,107701,103371,103252,103222,103461,5
103613,103582,107701,103372,103222,104251,103522,6
103222,103582,107701,104371,104461,104252,103614,7
104581,103614,107701,104372,104252,104253,104461,8
104582,104611,107701,104462,104253,104254,104522,9
104583,104612,107701,104373,104254,105251,104523,10
105581,104613,107701,105371,105251,105252,104463,11
105582,105611,107701,105522,105252,105253,105521,12
105583,105612,107701,105462,105253,105254,105522,13
105584,105613,107701,105374,105254,105255,105462,14
105585,105614,107701,105463,105255,105256,105374,15
105586,105615,107701,105524,105256,105257,105463,16
105587,105616,107701,105464,105257,106251,105524,17
106581,105617,107701,106461,106251,106252,105464,18
106582,106611,107701,106521,106252,106253,106461,19
106583,106612,107701,106462,106253,107251,106372,20
107581,106613,107701,107461,107251,107252,106462,21
107582,107611,107701,107462,107252,107253,107461,22
107583,107612,107701,107463,107253,108251,107462,23
108581,107613,107701,108371,108251,108252,107463,24
108582,108611,107701,108372,108252,108253,108371,25
108583,108612,107701,108373,108253,108254,108372,26
108584,108613,107701,108374,108254,109251,108373,27
109581,108614,107701,109371,109251,109252,108374,28
109582,109611,107701,109372,109252,109253,109371,29
109583,109612,107701,109373,109253,109254,109372,30
109584,109613,107701,109374,109254,10025032,109373,31
10058032,109614,107701,10037032,10025032,10025033,109374,32
10058033,10061032,107701,10037033,10025033,10025034,10037032,33
10058034,10061033,107701,10037034,10025034,10025035,10037033,34
999999,10061034,107701,999999,10025035,999999,10037034,35
101611,101611,107801,101371,101251,101251,101521,1
101611,101611,107801,102371,102221,102222,102461,2
102611,102611,107801,102372,102222,103221,102521,3
102613,102613,107801,103521,103221,103252,103521,4
103611,103611,107801,103371,103252,103222,103522,5
103371,103613,107801,103372,103222,104221,103522,6
103222,103613,107801,104371,104221,104222,103614,7
104611,103614,107801,104522,104222,104223,104221,8
104612,104611,107801,104523,104223,104224,104222,9
104613,104612,107801,104463,104224,105221,104223,10
105611,104613,107801,105521,105221,105222,104224,11
105612,105611,107801,105522,105222,105223,105221,12
105613,105612,107801,105373,105223,105224,105222,13
105614,105613,107801,105523,105224,105225,105223,14
105615,105614,107801,105375,105225,105226,105224,15
105616,105615,107801,105376,105226,105227,105225,16
105617,105616,107801,105377,105227,106221,105226,17
106611,105617,107801,106371,106221,106222,105227,18
106612,106611,107801,106372,106222,106223,106221,19
106613,106612,107801,106373,106223,107221,106222,20
107611,106613,107801,107371,107221,107222,106223,21
107612,107611,107801,107372,107222,107223,107221,22
107613,107612,107801,107373,107223,108221,107222,23
108611,107613,107801,108521,108221,108222,107223,24
108612,108611,107801,108462,108222,108223,108221,25
108613,108612,107801,108523,108223,108224,108222,26
108614,108613,107801,108524,108224,109221,108223,27
109611,108614,107801,109461,109221,109222,108224,28
109612,109611,107801,109522,109222,109223,109221,29
109613,109612,107801,109463,109223,109224,109222,30
109614,109613,107801,109524,109224,10022032,109223,31
10061032,109614,107801,10046032,10022032,10022033,109224,32
10061033,10061032,107801,10046033,10022033,10022034,10022032,33
10061034,10061033,107801,10052034,10022034,10022035,10022033,34
999999,10061034,107801,999999,10022035,999999,10022034,35
101551,101551,107901,101281,101071,101071,101431,1
101551,101551,107901,102431,102071,102041,102431,2
102551,102551,107901,102342,102041,103071,102432,3
102552,102552,107901,103341,103431,103041,103431,4
103551,103551,107901,103342,103041,103072,103432,5
103552,103552,107901,103343,103072,104071,103432,6
103072,103552,107901,104341,104071,104072,103553,7
104551,103553,107901,104342,104072,104073,104431,8
104582,104551,107901,104343,104073,104074,104342,9
104553,104552,107901,104433,104074,105071,104343,10
105551,104554,107901,105401,105071,105072,104344,11
105552,105551,107901,105282,105072,105073,105341,12
105553,105552,107901,105343,105073,105074,105342,13
105554,105553,107901,105344,105074,105075,105343,14
105555,105554,107901,105285,105075,105076,105344,15
105556,105555,107901,105286,105076,105077,105285,16
105557,105556,107901,105347,105077,106071,105286,17
106551,105557,107901,106341,106071,106072,105347,18
106552,106551,107901,106342,106072,106073,106341,19
106553,106552,107901,106343,106073,107071,106342,20
107551,106553,107901,107491,107071,107072,106343,21
107552,107551,107901,107282,107072,107073,107491,22
107553,107552,107901,107283,107073,108071,107282,23
108551,107553,107901,108431,108071,108072,107283,24
108552,108551,107901,108492,108072,108073,108431,25
108553,108552,107901,108343,108073,108074,108492,26
108554,108553,107901,108434,108074,109071,108343,27
109551,108554,107901,109341,109071,109072,108434,28
109552,109551,107901,109432,109072,109073,109341,29
109553,109552,107901,109493,109073,109074,109432,30
109554,109553,107901,109434,109074,10007032,109493,31
10055032,109554,107901,10034032,10007032,10007033,109434,32
10055033,10055032,107901,10043033,10007033,10007034,10034032,33
10055034,10055033,107901,10034034,10007034,10007035,10043033,34
999999,10055034,107901,999999,10007035,999999,10034034,35
101161,101581,108001,101281,101191,101161,101431,1
101161,101581,108001,102311,102191,102163,102493,2
102162,102581,108001,102282,102192,103161,102401,3
102163,102582,108001,103281,103191,103162,103431,4
103161,103581,108001,103282,103162,103193,103491,5
103162,103582,108001,103283,103193,104161,103432,6
103583,103401,108001,104311,104191,104162,103553,7
104581,103553,108001,104432,104192,104163,104491,8
104552,104551,108001,104283,104193,104194,104432,9
104553,104552,108001,104284,104194,105161,104163,10
105551,104553,108001,105281,105191,105162,104164,11
105552,105551,108001,105282,105192,105163,105161,12
105553,105552,108001,105343,105193,105164,105162,13
105554,105553,108001,105284,105194,105165,105163,14
105555,105554,108001,105285,105195,105166,105164,15
105556,105555,108001,105286,105196,105167,105165,16
105557,105556,108001,105287,105197,106161,105166,17
106551,105557,108001,106341,106191,106162,105167,18
106552,106551,108001,106342,106192,106163,106161,19
106553,106552,108001,106283,106193,107161,106162,20
107551,106553,108001,107281,107191,107162,106163,21
107552,107551,108001,107492,107192,107163,107161,22
107553,107552,108001,107493,107193,108161,107162,23
108551,107553,108001,108431,108191,108162,107163,24
108552,108551,108001,108342,108192,108163,108161,25
108553,108552,108001,108343,108193,108164,108162,26
108554,108553,108001,108494,108194,109161,108163,27
109551,108554,108001,109401,109191,109162,108164,28
109552,109551,108001,109282,109192,109163,109161,29
109553,109552,108001,109343,109193,109164,109162,30
109554,109553,108001,109494,109194,10016032,109163,31
10055032,109554,108001,10028032,10019032,10016033,109164,32
10055033,10055032,108001,10028033,10019033,10016034,10016032,33
10055034,10055033,108001,10028034,10019034,10016035,10016033,34
999999,10055034,108001,999999,10019035,999999,10016034,35
101551,101551,108101,101281,101191,101191,101401,1
101551,101551,108101,102341,102191,102041,102191,2
102551,102551,108101,102342,102041,103191,102401,3
102552,102552,108101,103341,103191,103041,103191,4
103551,103551,108101,103342,103192,103042,103041,5
103552,103552,108101,103343,103042,104041,103401,6
103583,103552,108101,104341,104041,104042,103553,7
104551,103553,108101,104342,104042,104043,104401,8
104552,104551,108101,104343,104043,104044,104432,9
104553,104552,108101,104344,104044,105041,104402,10
105551,104554,108101,105341,105041,105042,104433,11
105552,105551,108101,105282,105042,105043,105401,12
105553,105552,108101,105491,105043,105044,105431,13
105554,105553,108101,105344,105044,105045,105491,14
105555,105554,108101,105345,105045,105046,105344,15
105556,105555,108101,105286,105046,105047,105345,16
105557,105556,108101,105287,105047,106041,105286,17
106551,105557,108101,106281,106041,106042,105287,18
106552,106551,108101,106282,106042,106043,106281,19
106553,106552,108101,106283,106043,107041,106042,20
107551,106553,108101,107281,107041,107042,106043,21
107552,107551,108101,107282,107042,107043,107041,22
107553,107552,108101,107283,107043,108041,107042,23
108551,107553,108101,108401,108041,108042,107043,24
108552,108551,108101,108312,108042,108043,108041,25
108553,108552,108101,108403,108043,108044,108042,26
108554,108553,108101,108434,108044,109041,108043,27
109551,108554,108101,109341,109041,109042,108044,28
109552,109551,108101,109402,109042,109043,109041,29
109553,109552,108101,109493,109043,109044,109042,30
109554,109553,108101,109434,109044,10004032,109043,31
10055032,109554,108101,10040032,10004032,10004033,109044,32
10055033,10055032,108101,10040033,10004033,10004034,10004032,33
10055034,10055033,108101,10049034,10004034,10004035,10004033,34
999999,10055034,108101,999999,10004035,999999,10004034,35
101071,101551,108201,101281,101101,101101,101431,1
101101,101551,108201,102341,102071,102101,102431,2
102071,102551,108201,102342,102101,103071,102432,3
102101,102552,108201,103341,103071,103101,103431,4
103071,103551,108201,103342,103101,103072,103432,5
103552,103552,108201,103343,103072,104101,103432,6
103072,103552,108201,104341,104101,104102,103583,7
104551,103553,108201,104342,104102,104103,104431,8
104552,104551,108201,104343,104103,104104,104102,9
104553,104552,108201,104433,104104,105101,104343,10
105551,104554,108201,105341,105101,105102,104433,11
105552,105551,108201,105282,105102,105103,105341,12
105553,105552,108201,105491,105103,105104,105342,13
105554,105553,108201,105432,105104,105105,105343,14
105555,105554,108201,105345,105105,105106,105344,15
105556,105555,108201,105286,105106,105107,105345,16
105557,105556,108201,105347,105107,106101,105286,17
106551,105557,108201,106341,106101,106102,105347,18
106552,106551,108201,106342,106102,106103,106341,19
106553,106552,108201,106343,106103,107101,106342,20
107551,106553,108201,107341,107101,107102,106343,21
107552,107551,108201,107492,107102,107103,107341,22
107553,107552,108201,107493,107103,108101,107492,23
108551,107553,108201,108431,108101,108102,107493,24
108552,108551,108201,108312,108102,108103,108431,25
108553,108552,108201,108313,108103,108104,108312,26
108554,108553,108201,108314,108104,109101,108313,27
109551,108554,108201,109341,109101,109102,108314,28
109552,109551,108201,109282,109102,109103,109341,29
109553,109552,108201,109493,109103,109104,109282,30
109554,109553,108201,109284,109104,10010032,109493,31
10055032,109554,108201,10028032,10010032,10010033,109284,32
10055033,10055032,108201,10028033,10010033,10010034,10028032,33
10055034,10055033,108201,10028034,10010034,10010035,10028033,34
999999,10055034,108201,999999,10010035,999999,10028034,35
101611,101611,108301,101371,101251,101251,101521,1
101611,101611,108301,102371,102221,102222,102461,2
102611,102611,108301,102372,102222,103221,102521,3
102613,102613,108301,103521,103221,103252,103611,4
103611,103611,108301,103371,103252,103222,103522,5
103371,103613,108301,103372,103222,104221,103522,6
103583,103613,108301,104371,104521,104222,103614,7
104581,103583,108301,104372,104222,104223,104461,8
104612,104581,108301,104523,104223,104224,104522,9
104613,104582,108301,104373,104224,105221,104462,10
105611,104583,108301,105371,105221,105222,104463,11
105612,105581,108301,105372,105222,105223,105521,12
105613,105582,108301,105373,105223,105224,105522,13
105614,105583,108301,105523,105224,105225,105462,14
105615,105584,108301,105463,105225,105226,105523,15
105616,105585,108301,105524,105226,105227,105463,16
105617,105586,108301,105464,105227,106221,105524,17
106611,105587,108301,106461,106221,106222,105464,18
106612,106581,108301,106521,106222,106223,106461,19
106613,106582,108301,106462,106223,107221,106521,20
107611,106583,108301,107461,107221,107222,106462,21
107612,107581,108301,107462,107222,107223,107461,22
107613,107582,108301,107463,107223,108221,107462,23
108611,107583,108301,108521,108221,108222,107463,24
108612,108581,108301,108462,108222,108223,108521,25
108613,108582,108301,108523,108223,108224,108462,26
108614,108583,108301,108524,108224,109221,108523,27
109611,108584,108301,109461,109221,109222,108524,28
109612,109581,108301,109522,109222,109223,109461,29
109613,109582,108301,109463,109223,109224,109522,30
109614,109583,108301,109524,109224,10022032,109463,31
10061032,109584,108301,10046032,10022032,10022033,109524,32
10061033,10058032,108301,10046033,10022033,10022034,10046032,33
10061034,10058033,108301,10052034,10022034,10022035,10046033,34
999999,10058034,108301,999999,10022035,999999,10052034,35
101611,101611,108401,101371,101251,101251,101521,1
101611,101611,108401,102371,102251,102252,102461,2
102612,102611,108401,102372,102252,103251,102521,3
102614,102613,108401,103521,103251,103252,103521,4
103612,103611,108401,103371,103252,103222,103461,5
103613,103613,108401,103372,103222,104251,103522,6
103583,103613,108401,104371,104521,104252,103614,7
104581,103614,108401,104372,104252,104253,104461,8
104582,104611,108401,104523,104253,104254,104372,9
104613,104612,108401,104373,104254,105251,104462,10
105611,104613,108401,105371,105251,105252,104463,11
105582,105611,108401,105522,105252,105253,105521,12
105583,105612,108401,105462,105253,105254,105522,13
105584,105613,108401,105374,105254,105255,105462,14
105585,105614,108401,105463,105255,105256,105374,15
105586,105615,108401,105524,105256,105257,105463,16
105587,105616,108401,105464,105257,106251,105524,17
106581,105617,108401,106461,106251,106252,105464,18
106582,106611,108401,106521,106252,106253,106461,19
106583,106612,108401,106462,106253,107251,106372,20
107581,106613,108401,107461,107251,107252,106462,21
107582,107611,108401,107462,107252,107253,107461,22
107583,107612,108401,107463,107253,108251,107462,23
108581,107613,108401,108371,108251,108252,107463,24
108582,108611,108401,108372,108252,108253,108371,25
108583,108612,108401,108373,108253,108254,108372,26
108584,108613,108401,108374,108254,109251,108373,27
109581,108614,108401,109371,109251,109252,108374,28
109582,109611,108401,109372,109252,109253,109371,29
109583,109612,108401,109373,109253,109254,109372,30
109584,109613,108401,109374,109254,10025032,109373,31
10058032,109614,108401,10037032,10025032,10025033,109374,32
10058033,10061032,108401,10037033,10025033,10025034,10037032,33
10058034,10061033,108401,10037034,10025034,10025035,10037033,34
999999,10061034,108401,999999,10025035,999999,10037034,35
101551,101581,108501,101281,101431,101161,101191,1
101431,101581,108501,102311,102431,102163,102191,2
102191,102551,108501,102282,102401,103161,102192,3
102401,102401,108501,103311,103581,103162,103191,4
103581,103551,108501,103282,103432,103193,103192,5
103582,103282,108501,103283,103583,104161,103192,6
103583,103582,108501,104311,104401,104162,103193,7
104581,103583,108501,104282,104162,104163,104491,8
104582,104581,108501,104313,104163,104164,104432,9
104583,104582,108501,104433,104164,105161,104313,10
105581,104583,108501,105281,105161,105162,104433,11
105582,105581,108501,105342,105162,105163,105401,12
105583,105582,108501,105283,105163,105164,105431,13
105584,105583,108501,105314,105164,105165,105491,14
105585,105584,108501,105315,105165,105166,105432,15
105586,105585,108501,105316,105166,105167,105315,16
105587,105586,108501,105317,105167,106161,105316,17
106581,105587,108501,106311,106161,106162,105317,18
106582,106581,108501,106312,106162,106163,106311,19
106583,106582,108501,106313,106163,107161,106312,20
107581,106583,108501,107311,107161,107162,106313,21
107582,107581,108501,107312,107162,107163,107311,22
107583,107582,108501,107313,107163,108161,107312,23
108581,107583,108501,108311,108161,108162,107313,24
108582,108581,108501,108282,108162,108163,108311,25
108583,108582,108501,108283,108163,108164,108282,26
108584,108583,108501,108314,108164,109161,108283,27
109581,108584,108501,109311,109161,109162,108314,28
109582,109581,108501,109312,109162,109163,109311,29
109583,109582,108501,109313,109163,109164,109312,30
109584,109583,108501,109314,109164,10016032,109313,31
10058032,109584,108501,10031032,10016032,10016033,109314,32
10058033,10058032,108501,10031033,10016033,10016034,10031032,33
10058034,10058033,108501,10031034,10016034,10016035,10031033,34
999999,10058034,108501,999999,10016035,999999,10031034,35
101551,101581,108601,101281,101161,101191,101191,1
101551,101551,108601,102311,102162,102192,102191,2
102191,102551,108601,102282,102163,103191,102192,3
102552,102552,108601,103311,103161,103192,103191,4
103191,103551,108601,103282,103162,103193,103192,5
103552,103552,108601,103283,103553,104191,103192,6
103193,103582,108601,104311,104161,104192,103193,7
104551,103553,108601,104282,104162,104193,104191,8
104552,104551,108601,104402,104163,104194,104192,9
104583,104552,108601,104433,104164,105191,104193,10
105551,104554,108601,105401,105161,105192,104194,11
105552,105551,108601,105431,105162,105193,105191,12
105553,105552,108601,105343,105163,105194,105192,13
105554,105553,108601,105344,105164,105195,105193,14
105555,105554,108601,105315,105165,105196,105194,15
105556,105555,108601,105286,105166,105197,105195,16
105557,105556,108601,105347,105167,106191,105196,17
106551,105557,108601,106341,106161,106192,105197,18
106552,106551,108601,106342,106162,106193,106191,19
106553,106552,108601,106343,106163,107191,106192,20
107551,106553,108601,107491,107161,107192,106193,21
107552,107551,108601,107492,107162,107193,107191,22
107553,107552,108601,107493,107163,108191,107192,23
108551,107553,108601,108431,108161,108192,107193,24
108552,108551,108601,108342,108162,108193,108191,25
108553,108552,108601,108343,108163,108194,108192,26
108554,108553,108601,108434,108164,109191,108193,27
109551,108554,108601,109341,109161,109192,108194,28
109552,109551,108601,109432,109162,109193,109191,29
109553,109552,108601,109343,109163,109194,109192,30
109554,109553,108601,109494,109164,10019032,109193,31
10055032,109554,108601,10034032,10016032,10019033,109194,32
10055033,10055032,108601,10043033,10016033,10019034,10019032,33
10055034,10055033,108601,10034034,10016034,10019035,10019033,34
999999,10055034,108601,999999,10016035,999999,10019034,35
101071,101551,108701,101281,101071,101101,101431,1
101551,101551,108701,102341,102071,102101,102431,2
102551,102551,108701,102342,102101,103071,102432,3
102552,102552,108701,103341,103071,103101,103431,4
103551,103551,108701,103342,103101,103072,103432,5
103342,103582,108701,103343,103072,104101,103432,6
103072,103552,108701,104341,104101,104102,103553,7
104551,103553,108701,104342,104102,104103,104101,8
104552,104551,108701,104343,104103,104104,104102,9
104554,104552,108701,104344,104104,105101,104103,10
105551,104553,108701,105341,105101,105102,104104,11
105552,105551,108701,105282,105102,105103,105101,12
105553,105552,108701,105343,105103,105104,105102,13
105554,105553,108701,105344,105104,105105,105103,14
105555,105554,108701,105285,105105,105106,105104,15
105556,105555,108701,105286,105106,105107,105105,16
105557,105556,108701,105287,105107,106101,105106,17
106551,105557,108701,106281,106101,106102,105107,18
106552,106551,108701,106282,106102,106103,106101,19
106553,106552,108701,106283,106103,107101,106102,20
107551,106553,108701,107341,107101,107102,106103,21
107552,107551,108701,107492,107102,107103,107101,22
107553,107552,108701,107493,107103,108101,107102,23
108551,107553,108701,108401,108101,108102,107103,24
108552,108551,108701,108312,108102,108103,108101,25
108553,108552,108701,108403,108103,108104,108102,26
108554,108553,108701,108434,108104,109101,108103,27
109551,108554,108701,109341,109101,109102,108104,28
109552,109551,108701,109432,109102,109103,109101,29
109553,109552,108701,109343,109103,109104,109102,30
109554,109553,108701,109494,109104,10010032,109103,31
10055032,109554,108701,10034032,10010032,10010033,109104,32
10055033,10055032,108701,10043033,10010033,10010034,10010032,33
10055034,10055033,108701,10034034,10010034,10010035,10010033,34
999999,10055034,108701,999999,10010035,999999,10010034,35
101611,101581,108801,101371,101251,101251,101521,1
101611,101611,108801,102371,102251,102252,102461,2
102612,102581,108801,102372,102252,103251,102521,3
102613,102614,108801,103521,103251,103252,103521,4
103612,103581,108801,103371,103252,103222,103461,5
103613,103613,108801,103372,103222,104251,103522,6
103614,103461,108801,104371,104251,104252,103614,7
104611,103614,108801,104372,104252,104253,104461,8
104612,104611,108801,104523,104253,104254,104522,9
104613,104612,108801,104373,104254,105251,104523,10
105581,104613,108801,105371,105251,105252,104373,11
105612,105611,108801,105522,105252,105253,105521,12
105583,105612,108801,105462,105253,105254,105522,13
105584,105613,108801,105374,105254,105255,105462,14
105585,105614,108801,105463,105255,105256,105374,15
105586,105615,108801,105524,105256,105257,105463,16
105587,105616,108801,105464,105257,106251,105524,17
106581,105617,108801,106461,106251,106252,105464,18
106582,106611,108801,106521,106252,106253,106461,19
106583,106612,108801,106462,106253,107251,106372,20
107581,106613,108801,107461,107251,107252,106462,21
107582,107611,108801,107462,107252,107253,107461,22
107583,107612,108801,107463,107253,108251,107462,23
108581,107613,108801,108371,108251,108252,107463,24
108582,108611,108801,108372,108252,108253,108371,25
108583,108612,108801,108373,108253,108254,108372,26
108584,108613,108801,108374,108254,109251,108373,27
109581,108614,108801,109371,109251,109252,108374,28
