fix_reward_id_2,damage_rank_id_5,damage_rank_id_4,wave_group_id_1,score_coefficient_3,map_bg,fix_reward_id_4,score_coefficient_4,wave_group_id_5,lap_num_from,damage_rank_id_3,score_coefficient_2,lap_num_to,score_coefficient_1,id,score_coefficient_5,boss_id_1,param_adjust_id,damage_rank_id_2,limited_mana,difficulty,aura_effect,rsl_unlock_lap,boss_id_2,boss_id_3,wave_group_id_3,wave_group_id_4,reward_gold_coefficient,boss_id_4,phase,fix_reward_id_3,param_adjust_interval,fix_reward_id_5,fix_reward_id_1,clan_battle_id,damage_rank_id_1,last_attack_reward_id,wave_group_id_2,boss_id_5
1004107,1004210,1004209,401045311,3.7,710041,1004109,3.8,401045351,35,1004208,3.5,-1,3.5,99,4.0,10280101,0,1004207,1000000,1,2,35,10280102,10280103,401045331,401045341,0.06,10280104,4,1004108,0,1004110,1004106,1028,1004206,1001303,401045321,10280105
1004102,1004205,1004204,401045511,1.3,710051,1004104,1.4,401045551,1,1004203,1.2,1,1.2,100,1.5,10290101,0,1004202,1000000,1,1,1,10290102,10290103,401045531,401045541,0.03,10290104,1,1004103,0,1004105,1004101,1029,1004201,1001301,401045521,10290105
1004107,1004210,1004209,401045511,1.3,710051,1004109,1.4,401045551,2,1004208,1.2,3,1.2,101,1.5,10290101,0,1004207,1000000,1,1,2,10290102,10290103,401045531,401045541,0.03,10290104,1,1004108,0,1004110,1004106,1029,1004206,1001303,401045521,10290105
1004107,1004210,1004209,401045561,1.8,710051,1004109,1.9,401045601,4,1004208,1.6,10,1.6,102,2.0,10290101,0,1004207,1000000,1,2,4,10290102,10290103,401045581,401045591,0.06,10290104,2,1004108,0,1004110,1004106,1029,1004206,1001303,401045571,10290105
1004107,1004210,1004209,401045611,2.4,710051,1004109,2.4,401045651,11,1004208,2.0,34,2.0,103,2.6,10290101,0,1004207,1000000,1,2,11,10290102,10290103,401045631,401045641,0.06,10290104,3,1004108,0,1004110,1004106,1029,1004206,1001303,401045621,10290105
1004107,1004210,1004209,401045661,3.7,710051,1004109,3.8,401045701,35,1004208,3.5,-1,3.5,104,4.0,10290101,0,1004207,1000000,1,2,35,10290102,10290103,401045681,401045691,0.06,10290104,4,1004108,0,1004110,1004106,1029,1004206,1001303,401045671,10290105
1004102,1004205,1004204,401045861,1.3,710061,1004104,1.4,401045901,1,1004203,1.2,1,1.2,105,1.5,10300101,0,1004202,1000000,1,1,1,10300102,10300103,401045881,401045891,0.03,10300104,1,1004103,0,1004105,1004101,1030,1004201,1001301,401045871,10300105
1004107,1004210,1004209,401045861,1.3,710061,1004109,1.4,401045901,2,1004208,1.2,3,1.2,106,1.5,10300101,0,1004207,1000000,1,1,2,10300102,10300103,401045881,401045891,0.03,10300104,1,1004108,0,1004110,1004106,1030,1004206,1001303,401045871,10300105
1004107,1004210,1004209,401045911,1.8,710061,1004109,1.9,401045951,4,1004208,1.6,10,1.6,107,2.0,10300101,0,1004207,1000000,1,2,4,10300102,10300103,401045931,401045941,0.06,10300104,2,1004108,0,1004110,1004106,1030,1004206,1001303,401045921,10300105
1004107,1004210,1004209,401045961,2.4,710061,1004109,2.4,401046001,11,1004208,2.0,34,2.0,108,2.6,10300101,0,1004207,1000000,1,2,11,10300102,10300103,401045981,401045991,0.06,10300104,3,1004108,0,1004110,1004106,1030,1004206,1001303,401045971,10300105
1004107,1004210,1004209,401046011,3.7,710061,1004109,3.8,401046051,35,1004208,3.5,-1,3.5,109,4.0,10300101,0,1004207,1000000,1,2,35,10300102,10300103,401046031,401046041,0.06,10300104,4,1004108,0,1004110,1004106,1030,1004206,1001303,401046021,10300105
1004102,1004205,1004204,401046211,1.3,710071,1004104,1.4,401046251,1,1004203,1.2,1,1.2,110,1.5,10310101,0,1004202,1000000,1,1,1,10310102,10310103,401046231,401046241,0.03,10310104,1,1004103,0,1004105,1004101,1031,1004201,1001301,401046221,10310105
1004107,1004210,1004209,401046211,1.3,710071,1004109,1.4,401046251,2,1004208,1.2,3,1.2,111,1.5,10310101,0,1004207,1000000,1,1,2,10310102,10310103,401046231,401046241,0.03,10310104,1,1004108,0,1004110,1004106,1031,1004206,1001303,401046221,10310105
1004107,1004210,1004209,401046261,1.8,710071,1004109,1.9,401046301,4,1004208,1.6,10,1.6,112,2.0,10310101,0,1004207,1000000,1,2,4,10310102,10310103,401046281,401046291,0.06,10310104,2,1004108,0,1004110,1004106,1031,1004206,1001303,401046271,10310105
1004107,1004210,1004209,401046311,2.4,710071,1004109,2.4,401046351,11,1004208,2.0,34,2.0,113,2.6,10310101,0,1004207,1000000,1,2,11,10310102,10310103,401046331,401046341,0.06,10310104,3,1004108,0,1004110,1004106,1031,1004206,1001303,401046321,10310105
1004107,1004210,1004209,401046361,3.7,710071,1004109,3.8,401046401,35,1004208,3.5,-1,3.5,114,4.0,10310101,0,1004207,1000000,1,2,35,10310102,10310103,401046381,401046391,0.06,10310104,4,1004108,0,1004110,1004106,1031,1004206,1001303,401046371,10310105
1004102,1004205,1004204,401046561,1.3,710081,1004104,1.4,401046601,1,1004203,1.2,1,1.2,115,1.5,10320101,0,1004202,1000000,1,1,1,10320102,10320103,401046581,401046591,0.03,10320104,1,1004103,0,1004105,1004101,1032,1004201,1001301,401046571,10320105
1004107,1004210,1004209,401046561,1.3,710081,1004109,1.4,401046601,2,1004208,1.2,3,1.2,116,1.5,10320101,0,1004207,1000000,1,1,2,10320102,10320103,401046581,401046591,0.03,10320104,1,1004108,0,1004110,1004106,1032,1004206,1001303,401046571,10320105
1004107,1004210,1004209,401046611,1.8,710081,1004109,1.9,401046651,4,1004208,1.6,10,1.6,117,2.0,10320101,0,1004207,1000000,1,2,4,10320102,10320103,401046631,401046641,0.06,10320104,2,1004108,0,1004110,1004106,1032,1004206,1001303,401046621,10320105
1004107,1004210,1004209,401046661,2.4,710081,1004109,2.4,401046701,11,1004208,2.0,34,2.0,118,2.6,10320101,0,1004207,1000000,1,2,11,10320102,10320103,401046681,401046691,0.06,10320104,3,1004108,0,1004110,1004106,1032,1004206,1001303,401046671,10320105
1004107,1004210,1004209,401046711,3.7,710081,1004109,3.8,401046751,35,1004208,3.5,-1,3.5,119,4.0,10320101,0,1004207,1000000,1,2,35,10320102,10320103,401046731,401046741,0.06,10320104,4,1004108,0,1004110,1004106,1032,1004206,1001303,401046721,10320105
1004102,1004205,1004204,401046911,1.3,710091,1004104,1.4,401046951,1,1004203,1.2,1,1.2,120,1.5,10330101,0,1004202,1000000,1,1,1,10330102,10330103,401046931,401046941,0.03,10330104,1,1004103,0,1004105,1004101,1033,1004201,1001301,401046921,10330105
1004107,1004210,1004209,401046911,1.3,710091,1004109,1.4,401046951,2,1004208,1.2,3,1.2,121,1.5,10330101,0,1004207,1000000,1,1,2,10330102,10330103,401046931,401046941,0.03,10330104,1,1004108,0,1004110,1004106,1033,1004206,1001303,401046921,10330105
1004107,1004210,1004209,401046961,1.8,710091,1004109,1.9,401047001,4,1004208,1.6,10,1.6,122,2.0,10330101,0,1004207,1000000,1,2,4,10330102,10330103,401046981,401046991,0.06,10330104,2,1004108,0,1004110,1004106,1033,1004206,1001303,401046971,10330105
1004107,1004210,1004209,401047011,2.4,710091,1004109,2.4,401047051,11,1004208,2.0,34,2.0,123,2.6,10330101,0,1004207,1000000,1,2,11,10330102,10330103,401047031,401047041,0.06,10330104,3,1004108,0,1004110,1004106,1033,1004206,1001303,401047021,10330105
1004107,1004210,1004209,401047061,3.7,710091,1004109,3.8,401047101,35,1004208,3.5,-1,3.5,124,4.0,10330101,0,1004207,1000000,1,2,35,10330102,10330103,401047081,401047091,0.06,10330104,4,1004108,0,1004110,1004106,1033,1004206,1001303,401047071,10330105
1004102,1004205,1004204,401047261,1.3,710101,1004104,1.4,401047301,1,1004203,1.2,1,1.2,125,1.5,10340101,0,1004202,1000000,1,1,1,10340102,10340103,401047281,401047291,0.03,10340104,1,1004103,0,1004105,1004101,1034,1004201,1001301,401047271,10340105
1004107,1004210,1004209,401047261,1.3,710101,1004109,1.4,401047301,2,1004208,1.2,3,1.2,126,1.5,10340101,0,1004207,1000000,1,1,2,10340102,10340103,401047281,401047291,0.03,10340104,1,1004108,0,1004110,1004106,1034,1004206,1001303,401047271,10340105
1004107,1004210,1004209,401047311,1.8,710101,1004109,1.9,401047351,4,1004208,1.6,10,1.6,127,2.0,10340101,0,1004207,1000000,1,2,4,10340102,10340103,401047331,401047341,0.06,10340104,2,1004108,0,1004110,1004106,1034,1004206,1001303,401047321,10340105
1004107,1004210,1004209,401047361,2.4,710101,1004109,2.4,401047401,11,1004208,2.0,34,2.0,128,2.6,10340101,0,1004207,1000000,1,2,11,10340102,10340103,401047381,401047391,0.06,10340104,3,1004108,0,1004110,1004106,1034,1004206,1001303,401047371,10340105
1004107,1004210,1004209,401047411,3.7,710101,1004109,3.8,401047451,35,1004208,3.5,44,3.5,129,4.0,10340101,0,1004207,1000000,1,2,35,10340102,10340103,401047431,401047441,0.06,10340104,4,1004108,0,1004110,1004106,1034,1004206,1001303,401047421,10340105
1004107,1004210,1004209,401047461,3.7,710101,1004109,3.8,401047501,45,1004208,3.5,-1,3.5,130,4.0,10340101,0,1004207,1000000,1,2,45,10340102,10340103,401047481,401047491,0.06,10340104,5,1004108,0,1004110,1004106,1034,1004206,1001303,401047471,10340105
1004102,1004205,1004204,401047661,1.3,710111,1004104,1.4,401047701,1,1004203,1.2,1,1.2,131,1.5,10350101,0,1004202,1000000,1,1,1,10350102,10350103,401047681,401047691,0.03,10350104,1,1004103,0,1004105,1004101,1035,1004201,1001301,401047671,10350105
1004107,1004210,1004209,401047661,1.3,710111,1004109,1.4,401047701,2,1004208,1.2,3,1.2,132,1.5,10350101,0,1004207,1000000,1,1,2,10350102,10350103,401047681,401047691,0.03,10350104,1,1004108,0,1004110,1004106,1035,1004206,1001303,401047671,10350105
1004107,1004210,1004209,401047711,1.8,710111,1004109,1.9,401047751,4,1004208,1.6,10,1.6,133,2.0,10350101,0,1004207,1000000,1,2,4,10350102,10350103,401047731,401047741,0.06,10350104,2,1004108,0,1004110,1004106,1035,1004206,1001303,401047721,10350105
1004107,1004210,1004209,401047761,2.4,710111,1004109,2.4,401047801,11,1004208,2.0,34,2.0,134,2.6,10350101,0,1004207,1000000,1,2,11,10350102,10350103,401047781,401047791,0.06,10350104,3,1004108,0,1004110,1004106,1035,1004206,1001303,401047771,10350105
1004107,1004210,1004209,401047811,3.7,710111,1004109,3.8,401047851,35,1004208,3.5,44,3.5,135,4.0,10350101,0,1004207,1000000,1,2,35,10350102,10350103,401047831,401047841,0.06,10350104,4,1004108,0,1004110,1004106,1035,1004206,1001303,401047821,10350105
1004107,1004210,1004209,401047861,3.7,710111,1004109,3.8,401047901,45,1004208,3.5,-1,3.5,136,4.0,10350101,0,1004207,1000000,1,2,45,10350102,10350103,401047881,401047891,0.06,10350104,5,1004108,0,1004110,1004106,1035,1004206,1001303,401047871,10350105
1004102,1004205,1004204,401048061,1.3,710121,1004104,1.4,401048101,1,1004203,1.2,1,1.2,137,1.5,10360101,0,1004202,1000000,1,1,1,10360102,10360103,401048081,401048091,0.03,10360104,1,1004103,0,1004105,1004101,1036,1004201,1001301,401048071,10360105
1004107,1004210,1004209,401048061,1.3,710121,1004109,1.4,401048101,2,1004208,1.2,3,1.2,138,1.5,10360101,0,1004207,1000000,1,1,2,10360102,10360103,401048081,401048091,0.03,10360104,1,1004108,0,1004110,1004106,1036,1004206,1001303,401048071,10360105
1004107,1004210,1004209,401048111,1.8,710121,1004109,1.9,401048151,4,1004208,1.6,10,1.6,139,2.0,10360101,0,1004207,1000000,1,2,4,10360102,10360103,401048131,401048141,0.06,10360104,2,1004108,0,1004110,1004106,1036,1004206,1001303,401048121,10360105
1004107,1004210,1004209,401048161,2.4,710121,1004109,2.4,401048201,11,1004208,2.0,34,2.0,140,2.6,10360101,0,1004207,1000000,1,2,11,10360102,10360103,401048181,401048191,0.06,10360104,3,1004108,0,1004110,1004106,1036,1004206,1001303,401048171,10360105
1004107,1004210,1004209,401048211,3.7,710121,1004109,3.8,401048251,35,1004208,3.5,44,3.5,141,4.0,10360101,0,1004207,1000000,1,2,35,10360102,10360103,401048231,401048241,0.06,10360104,4,1004108,0,1004110,1004106,1036,1004206,1001303,401048221,10360105
1004107,1004210,1004209,401048261,3.7,710121,1004109,3.8,401048301,45,1004208,3.5,-1,3.5,142,4.0,10360101,0,1004207,1000000,1,2,45,10360102,10360103,401048281,401048291,0.06,10360104,5,1004108,0,1004110,1004106,1036,1004206,1001303,401048271,10360105
1004102,1004205,1004204,401048461,1.3,710011,1004104,1.4,401048501,1,1004203,1.2,1,1.2,143,1.5,10370101,0,1004202,1000000,1,1,1,10370102,10370103,401048481,401048491,0.03,10370104,1,1004103,0,1004105,1004101,1037,1004201,1001301,401048471,10370105
1004107,1004210,1004209,401048461,1.3,710011,1004109,1.4,401048501,2,1004208,1.2,3,1.2,144,1.5,10370101,0,1004207,1000000,1,1,2,10370102,10370103,401048481,401048491,0.03,10370104,1,1004108,0,1004110,1004106,1037,1004206,1001303,401048471,10370105
1004107,1004210,1004209,401048511,1.8,710011,1004109,1.9,401048551,4,1004208,1.6,10,1.6,145,2.0,10370101,0,1004207,1000000,1,2,4,10370102,10370103,401048531,401048541,0.06,10370104,2,1004108,0,1004110,1004106,1037,1004206,1001303,401048521,10370105
1004107,1004210,1004209,401048561,2.4,710011,1004109,2.4,401048601,11,1004208,2.0,34,2.0,146,2.6,10370101,0,1004207,1000000,1,2,11,10370102,10370103,401048581,401048591,0.06,10370104,3,1004108,0,1004110,1004106,1037,1004206,1001303,401048571,10370105
1004107,1004210,1004209,401048611,3.7,710011,1004109,3.8,401048651,35,1004208,3.5,44,3.5,147,4.0,10370101,0,1004207,1000000,1,2,35,10370102,10370103,401048631,401048641,0.06,10370104,4,1004108,0,1004110,1004106,1037,1004206,1001303,401048621,10370105
1004107,1004210,1004209,401048661,3.7,710011,1004109,3.8,401048701,45,1004208,3.5,-1,3.5,148,4.0,10370101,0,1004207,1000000,1,2,45,10370102,10370103,401048681,401048691,0.06,10370104,5,1004108,0,1004110,1004106,1037,1004206,1001303,401048671,10370105
1004102,1004205,1004204,401048861,1.3,710021,1004104,1.4,401048901,1,1004203,1.2,1,1.2,149,1.5,10380101,0,1004202,1000000,1,1,1,10380102,10380103,401048881,401048891,0.03,10380104,1,1004103,0,1004105,1004101,1038,1004201,1001301,401048871,10380105
1004107,1004210,1004209,401048861,1.3,710021,1004109,1.4,401048901,2,1004208,1.2,3,1.2,150,1.5,10380101,0,1004207,1000000,1,1,2,10380102,10380103,401048881,401048891,0.03,10380104,1,1004108,0,1004110,1004106,1038,1004206,1001303,401048871,10380105
1004107,1004210,1004209,401048911,1.8,710021,1004109,1.9,401048951,4,1004208,1.6,10,1.6,151,2.0,10380101,0,1004207,1000000,1,2,4,10380102,10380103,401048931,401048941,0.06,10380104,2,1004108,0,1004110,1004106,1038,1004206,1001303,401048921,10380105
1004107,1004210,1004209,401048961,2.4,710021,1004109,2.4,401049001,11,1004208,2.0,34,2.0,152,2.6,10380101,0,1004207,1000000,1,2,11,10380102,10380103,401048981,401048991,0.06,10380104,3,1004108,0,1004110,1004106,1038,1004206,1001303,401048971,10380105
1004107,1004210,1004209,401049011,3.7,710021,1004109,3.8,401049051,35,1004208,3.5,44,3.5,153,4.0,10380101,0,1004207,1000000,1,2,35,10380102,10380103,401049031,401049041,0.06,10380104,4,1004108,0,1004110,1004106,1038,1004206,1001303,401049021,10380105
1004107,1004210,1004209,401049061,3.7,710021,1004109,3.8,401049101,45,1004208,3.5,-1,3.5,154,4.0,10380101,0,1004207,1000000,1,2,45,10380102,10380103,401049081,401049091,0.06,10380104,5,1004108,0,1004110,1004106,1038,1004206,1001303,401049071,10380105
1004102,1004205,1004204,401049261,1.3,710031,1004104,1.4,401049301,1,1004203,1.2,1,1.2,155,1.5,10390101,0,1004202,1000000,1,1,1,10390102,10390103,401049281,401049291,0.03,10390104,1,1004103,0,1004105,1004101,1039,1004201,1001301,401049271,10390105
1004107,1004210,1004209,401049261,1.3,710031,1004109,1.4,401049301,2,1004208,1.2,3,1.2,156,1.5,10390101,0,1004207,1000000,1,1,2,10390102,10390103,401049281,401049291,0.03,10390104,1,1004108,0,1004110,1004106,1039,1004206,1001303,401049271,10390105
1004107,1004210,1004209,401049311,1.8,710031,1004109,1.9,401049351,4,1004208,1.6,10,1.6,157,2.0,10390101,0,1004207,1000000,1,2,4,10390102,10390103,401049331,401049341,0.06,10390104,2,1004108,0,1004110,1004106,1039,1004206,1001303,401049321,10390105
1004107,1004210,1004209,401049361,2.4,710031,1004109,2.4,401049401,11,1004208,2.0,30,2.0,158,2.6,10390101,0,1004207,1000000,1,2,11,10390102,10390103,401049381,401049391,0.06,10390104,3,1004108,0,1004110,1004106,1039,1004206,1001303,401049371,10390105
1004107,1004210,1004209,401049411,3.7,710031,1004109,3.8,401049451,31,1004208,3.5,40,3.5,159,4.0,10390101,0,1004207,1000000,1,2,31,10390102,10390103,401049431,401049441,0.06,10390104,4,1004108,0,1004110,1004106,1039,1004206,1001303,401049421,10390105
1004107,1004210,1004209,401049461,3.7,710031,1004109,3.8,401049501,41,1004208,3.5,-1,3.5,160,4.0,10390101,0,1004207,1000000,1,2,41,10390102,10390103,401049481,401049491,0.06,10390104,5,1004108,0,1004110,1004106,1039,1004206,1001303,401049471,10390105
1004102,1004205,1004204,401049661,1.3,710041,1004104,1.4,401049701,1,1004203,1.2,1,1.2,161,1.5,10400101,0,1004202,1000000,1,1,1,10400102,10400103,401049681,401049691,0.03,10400104,1,1004103,0,1004105,1004101,1040,1004201,1001301,401049671,10400105
1004107,1004210,1004209,401049661,1.3,710041,1004109,1.4,401049701,2,1004208,1.2,3,1.2,162,1.5,10400101,0,1004207,1000000,1,1,2,10400102,10400103,401049681,401049691,0.03,10400104,1,1004108,0,1004110,1004106,1040,1004206,1001303,401049671,10400105
1004107,1004210,1004209,401049711,1.8,710041,1004109,1.9,401049751,4,1004208,1.6,10,1.6,163,2.0,10400101,0,1004207,1000000,1,2,4,10400102,10400103,401049731,401049741,0.06,10400104,2,1004108,0,1004110,1004106,1040,1004206,1001303,401049721,10400105
1004107,1004210,1004209,401049761,2.4,710041,1004109,2.4,401049801,11,1004208,2.0,30,2.0,164,2.6,10400101,0,1004207,1000000,1,2,11,10400102,10400103,401049781,401049791,0.06,10400104,3,1004108,0,1004110,1004106,1040,1004206,1001303,401049771,10400105
1004107,1004210,1004209,401049811,3.7,710041,1004109,3.8,401049851,31,1004208,3.5,40,3.5,165,4.0,10400101,0,1004207,1000000,1,2,31,10400102,10400103,401049831,401049841,0.06,10400104,4,1004108,0,1004110,1004106,1040,1004206,1001303,401049821,10400105
1004107,1004210,1004209,401049861,3.7,710041,1004109,3.8,401049901,41,1004208,3.5,-1,3.5,166,4.0,10400101,0,1004207,1000000,1,2,41,10400102,10400103,401049881,401049891,0.06,10400104,5,1004108,0,1004110,1004106,1040,1004206,1001303,401049871,10400105
1004102,1004205,1004204,401050061,1.3,710051,1004104,1.4,401050101,1,1004203,1.2,1,1.2,167,1.5,10410101,0,1004202,1000000,1,1,1,10410102,10410103,401050081,401050091,0.03,10410104,1,1004103,0,1004105,1004101,1041,1004201,1001301,401050071,10410105
1004107,1004210,1004209,401050061,1.3,710051,1004109,1.4,401050101,2,1004208,1.2,3,1.2,168,1.5,10410101,0,1004207,1000000,1,1,2,10410102,10410103,401050081,401050091,0.03,10410104,1,1004108,0,1004110,1004106,1041,1004206,1001303,401050071,10410105
1004107,1004210,1004209,401050111,1.8,710051,1004109,1.9,401050151,4,1004208,1.6,10,1.6,169,2.0,10410101,0,1004207,1000000,1,2,4,10410102,10410103,401050131,401050141,0.06,10410104,2,1004108,0,1004110,1004106,1041,1004206,1001303,401050121,10410105
1004107,1004210,1004209,401050161,2.4,710051,1004109,2.4,401050201,11,1004208,2.0,30,2.0,170,2.6,10410101,0,1004207,1000000,1,2,11,10410102,10410103,401050181,401050191,0.06,10410104,3,1004108,0,1004110,1004106,1041,1004206,1001303,401050171,10410105
1004107,1004210,1004209,401050211,3.7,710051,1004109,3.8,401050251,31,1004208,3.5,40,3.5,171,4.0,10410101,0,1004207,1000000,1,2,31,10410102,10410103,401050231,401050241,0.06,10410104,4,1004108,0,1004110,1004106,1041,1004206,1001303,401050221,10410105
1004107,1004210,1004209,401050261,3.7,710051,1004109,3.8,401050301,41,1004208,3.5,-1,3.5,172,4.0,10410101,0,1004207,1000000,1,2,41,10410102,10410103,401050281,401050291,0.06,10410104,5,1004108,0,1004110,1004106,1041,1004206,1001303,401050271,10410105
1004102,1004205,1004204,401050461,1.3,710061,1004104,1.4,401050501,1,1004203,1.2,1,1.2,173,1.5,10420101,0,1004202,1000000,1,1,1,10420102,10420103,401050481,401050491,0.03,10420104,1,1004103,0,1004105,1004101,1042,1004201,1001301,401050471,10420105
1004107,1004210,1004209,401050461,1.3,710061,1004109,1.4,401050501,2,1004208,1.2,3,1.2,174,1.5,10420101,0,1004207,1000000,1,1,2,10420102,10420103,401050481,401050491,0.03,10420104,1,1004108,0,1004110,1004106,1042,1004206,1001303,401050471,10420105
1004107,1004210,1004209,401050511,1.8,710061,1004109,1.9,401050551,4,1004208,1.6,10,1.6,175,2.0,10420101,0,1004207,1000000,1,2,4,10420102,10420103,401050531,401050541,0.06,10420104,2,1004108,0,1004110,1004106,1042,1004206,1001303,401050521,10420105
1004107,1004210,1004209,401050561,2.4,710061,1004109,2.4,401050601,11,1004208,2.0,30,2.0,176,2.6,10420101,0,1004207,1000000,1,2,11,10420102,10420103,401050581,401050591,0.06,10420104,3,1004108,0,1004110,1004106,1042,1004206,1001303,401050571,10420105
1004107,1004210,1004209,401050611,3.7,710061,1004109,3.8,401050651,31,1004208,3.5,40,3.5,177,4.0,10420101,0,1004207,1000000,1,2,31,10420102,10420103,401050631,401050641,0.06,10420104,4,1004108,0,1004110,1004106,1042,1004206,1001303,401050621,10420105
1004107,1004210,1004209,401050661,3.7,710061,1004109,3.8,401050701,41,1004208,3.5,-1,3.5,178,4.0,10420101,0,1004207,1000000,1,2,41,10420102,10420103,401050681,401050691,0.06,10420104,5,1004108,0,1004110,1004106,1042,1004206,1001303,401050671,10420105
1004102,1004205,1004204,401050861,1.3,710071,1004104,1.4,401050901,1,1004203,1.2,1,1.2,179,1.5,10430101,0,1004202,1000000,1,1,1,10430102,10430103,401050881,401050891,0.03,10430104,1,1004103,0,1004105,1004101,1043,1004201,1001301,401050871,10430105
1004107,1004210,1004209,401050861,1.3,710071,1004109,1.4,401050901,2,1004208,1.2,3,1.2,180,1.5,10430101,0,1004207,1000000,1,1,2,10430102,10430103,401050881,401050891,0.03,10430104,1,1004108,0,1004110,1004106,1043,1004206,1001303,401050871,10430105
1004107,1004210,1004209,401050911,1.8,710071,1004109,1.9,401050951,4,1004208,1.6,10,1.6,181,2.0,10430101,0,1004207,1000000,1,2,4,10430102,10430103,401050931,401050941,0.06,10430104,2,1004108,0,1004110,1004106,1043,1004206,1001303,401050921,10430105
1004107,1004210,1004209,401050961,2.4,710071,1004109,2.4,401051001,11,1004208,2.0,30,2.0,182,2.6,10430101,0,1004207,1000000,1,2,11,10430102,10430103,401050981,401050991,0.06,10430104,3,1004108,0,1004110,1004106,1043,1004206,1001303,401050971,10430105
1004107,1004210,1004209,401051011,3.7,710071,1004109,3.8,401051051,31,1004208,3.5,40,3.5,183,4.0,10430101,0,1004207,1000000,1,2,31,10430102,10430103,401051031,401051041,0.06,10430104,4,1004108,0,1004110,1004106,1043,1004206,1001303,401051021,10430105
1004107,1004210,1004209,401051061,3.7,710071,1004109,3.8,401051101,41,1004208,3.5,-1,3.5,184,4.0,10430101,0,1004207,1000000,1,2,41,10430102,10430103,401051081,401051091,0.06,10430104,5,1004108,0,1004110,1004106,1043,1004206,1001303,401051071,10430105
1004102,1004205,1004204,401051261,1.3,710081,1004104,1.4,401051301,1,1004203,1.2,1,1.2,185,1.5,10440101,0,1004202,1000000,1,1,1,10440102,10440103,401051281,401051291,0.03,10440104,1,1004103,0,1004105,1004101,1044,1004201,1001301,401051271,10440105
1004107,1004210,1004209,401051261,1.3,710081,1004109,1.4,401051301,2,1004208,1.2,3,1.2,186,1.5,10440101,0,1004207,1000000,1,1,2,10440102,10440103,401051281,401051291,0.03,10440104,1,1004108,0,1004110,1004106,1044,1004206,1001303,401051271,10440105
1004107,1004210,1004209,401051311,1.8,710081,1004109,1.9,401051351,4,1004208,1.6,10,1.6,187,2.0,10440101,0,1004207,1000000,1,2,4,10440102,10440103,401051331,401051341,0.06,10440104,2,1004108,0,1004110,1004106,1044,1004206,1001303,401051321,10440105
1004107,1004210,1004209,401051361,2.4,710081,1004109,2.4,401051401,11,1004208,2.0,30,2.0,188,2.6,10440101,0,1004207,1000000,1,2,11,10440102,10440103,401051381,401051391,0.06,10440104,3,1004108,0,1004110,1004106,1044,1004206,1001303,401051371,10440105
1004107,1004210,1004209,401051411,3.7,710081,1004109,3.8,401051451,31,1004208,3.5,40,3.5,189,4.0,10440101,0,1004207,1000000,1,2,31,10440102,10440103,401051431,401051441,0.06,10440104,4,1004108,0,1004110,1004106,1044,1004206,1001303,401051421,10440105
1004107,1004210,1004209,401051461,3.7,710081,1004109,3.8,401051501,41,1004208,3.5,-1,3.5,190,4.0,10440101,0,1004207,1000000,1,2,41,10440102,10440103,401051481,401051491,0.06,10440104,5,1004108,0,1004110,1004106,1044,1004206,1001303,401051471,10440105
1004102,1004205,1004204,401051661,1.3,710091,1004104,1.4,401051701,1,1004203,1.2,1,1.2,191,1.5,10450101,0,1004202,1000000,1,1,1,10450102,10450103,401051681,401051691,0.03,10450104,1,1004103,0,1004105,1004101,1045,1004201,1001301,401051671,10450105
1004107,1004210,1004209,401051661,1.3,710091,1004109,1.4,401051701,2,1004208,1.2,3,1.2,192,1.5,10450101,0,1004207,1000000,1,1,2,10450102,10450103,401051681,401051691,0.03,10450104,1,1004108,0,1004110,1004106,1045,1004206,1001303,401051671,10450105
1004107,1004210,1004209,401051711,1.8,710091,1004109,1.9,401051751,4,1004208,1.6,10,1.6,193,2.0,10450101,0,1004207,1000000,1,2,4,10450102,10450103,401051731,401051741,0.06,10450104,2,1004108,0,1004110,1004106,1045,1004206,1001303,401051721,10450105
1004107,1004210,1004209,401051761,2.4,710091,1004109,2.4,401051801,11,1004208,2.0,30,2.0,194,2.6,10450101,0,1004207,1000000,1,2,11,10450102,10450103,401051781,401051791,0.06,10450104,3,1004108,0,1004110,1004106,1045,1004206,1001303,401051771,10450105
1004107,1004210,1004209,401051811,3.7,710091,1004109,3.8,401051851,31,1004208,3.5,40,3.5,195,4.0,10450101,0,1004207,1000000,1,2,31,10450102,10450103,401051831,401051841,0.06,10450104,4,1004108,0,1004110,1004106,1045,1004206,1001303,401051821,10450105
1004107,1004210,1004209,401051861,3.7,710091,1004109,3.8,401051901,41,1004208,3.5,-1,3.5,196,4.0,10450101,0,1004207,1000000,1,2,41,10450102,10450103,401051881,401051891,0.06,10450104,5,1004108,0,1004110,1004106,1045,1004206,1001303,401051871,10450105
1004102,1004205,1004204,401052061,1.3,710101,1004104,1.4,401052101,1,1004203,1.2,1,1.2,197,1.5,10460101,0,1004202,1000000,1,1,1,10460102,10460103,401052081,401052091,0.03,10460104,1,1004103,0,1004105,1004101,1046,1004201,1001301,401052071,10460105
1004107,1004210,1004209,401052061,1.3,710101,1004109,1.4,401052101,2,1004208,1.2,3,1.2,198,1.5,10460101,0,1004207,1000000,1,1,2,10460102,10460103,401052081,401052091,0.03,10460104,1,1004108,0,1004110,1004106,1046,1004206,1001303,401052071,10460105
