param_07,param_08,drama_id,param_03,param_01,command_id,param_02,command_type,param_05,param_06,param_04
"","",7,"",10,1070058,1,93,"","",""
"","",7,1,112611,1070059,0,4,"","",""
"","",7,-205,112611,1070060,120,2,1,"",0
"","",7,-205,112411,1070061,420,2,1,"",0
0.1,"",7,0,112611,1070062,omp_psn_13,3,1,0,omp_psn_13_loop
0.1,"",7,0,112411,1070063,omp_psn_13,3,1,0,omp_psn_13_loop
0,"",7,0,112511,1070064,omp_psn_15,3,1,0,omp_psn_15_loop
"","",7,"",1,1070065,1,93,"","",""
"","",7,0,105831,1070066,omp_surprise,3,1,0,omp_idle_surprise1
"","",7,0,105931,1070067,omp_surprise,3,1,0,omp_idle_surprise1
0.2,"",7,0,106031,1070068,omp_surprise,3,1,0,omp_idle_surprise2
"","",7,"",1070057,1070069,"",91,"","",""
"","",7,0,vo_omp_7007,1070070,vo_omp_7007_009,21,"","",0
"","",7,10,112511,1070071,"잠깐, 하, 하지 마…!",11,1,"",1
"","",7,"",0,1070072,"",91,"","",""
"","",7,1,105831,1070073,1,4,"","",""
"","",7,1,105831,1070074,omp_talk_joy1,3,"",0,""
"","",7,0,vo_omp_7007,1070075,vo_omp_7007_010,21,"","",0
"","",7,10,105831,1070076,"캬루,\n저희도 해요♪",11,1,"",1
"","",7,"",0,1070077,"",91,"","",""
"","",7,1,105831,1070078,omp_idle_joy1,3,"",0,""
"","",7,1,106031,1070079,omp_talk_tsun,3,"",0,""
"","",7,0,vo_omp_7007,1070080,vo_omp_7007_011,21,"","",0
"","",7,10,106031,1070081,"뭐!? 어째서, 싫어, 거절할 거야!\n야, 왜 가까이 오는 건데!?\n코로스케, 도와줘!?",11,1,"",1
"","",7,"",4,1070082,1,93,"","",""
"","",7,1,105831,1070083,omp_walk,3,"",0,""
"","",7,-205,105831,1070084,-120,2,1,"",1
"","",7,"",0,1070085,"",91,"","",""
"","",7,1,105831,1070086,omp_idle_joy1,3,"",0.2,""
"","",7,"",1070081,1070087,"",91,"","",""
"","",7,1,105831,1070088,omp_idle_joy1,3,"",0,""
"","",7,1,106031,1070089,omp_idle_tsun,3,"",0,""
"","",7,1,105931,1070090,omp_talk_normal,3,"",0,""
"","",7,0,vo_omp_7007,1070091,vo_omp_7007_012,21,"","",0
"","",7,10,105931,1070092,"캬루 님\n도망치실 길은 없습니다\n외람되지만 저도\n참가할 거라…♪",11,1,"",1
"","",7,"",0,1070093,"",91,"","",""
"","",7,-205,105831,1070094,-120,2,1,"",0
"","",7,-205,105931,1070095,-440,2,1,"",0
0.1,"",7,0,105831,1070096,omp_psn_14,3,1,0,omp_psn_14_loop
0.1,"",7,0,105931,1070097,omp_psn_14,3,1,0,omp_psn_14_loop
0,"",7,0,106031,1070098,omp_psn_15,3,1,0,omp_psn_15_loop
"","",7,0,vo_omp_7007,1070099,vo_omp_7007_013,21,"","",0
"","",7,10,105831,1070100,"꼬옥~♪",11,1,"",1
"","",7,"",0,1070101,"",91,"","",""
"","",7,1,106031,1070102,omp_psn_16_loop,3,"",0,""
"","",7,0,vo_omp_7007,1070103,vo_omp_7007_014,21,"","",0
"","",7,10,106031,1070104,"잠깐, 웃기지 마, 으헉!?\n페코린느, 힘 조절!\n날 반으로 가를 생각이야!?\n잠깐, 대체 뭐야~!?",11,1,"",1
"","",7,"",0,1070105,"",91,"","",""
"","",7,1,112611,1070106,omp_psn_13_loop,3,"",0,""
"","",7,0,vo_omp_7007,1070107,vo_omp_7007_015,21,"","",0
"","",7,10,112611,1070108,"와아~!\n캬루 캬루~!",11,1,"",1
"","",7,"",0,1070109,"",91,"","",""
"","",7,1,112611,1070110,omp_psn_13_loop,3,"",0,""
"","",7,1,112411,1070111,omp_psn_13_loop,3,"",0,""
"","",7,0,vo_omp_7007,1070112,vo_omp_7007_016,21,"","",0
"","",7,10,112411,1070113,"아하하♪\n【미식전】 여러분의\n스킨십, 대담하네요!",11,1,"",1
"","",7,"",0,1070114,"",91,"","",""
"","",7,1,112411,1070115,omp_psn_13_loop,3,"",0,""
"","",7,1,112511,1070116,omp_psn_15_loop,3,"",0,""
"","",7,0,vo_omp_7007,1070117,vo_omp_7007_017,21,"","",0
"","",7,10,112511,1070118,"대담하다는 수준을\n뛰어넘은 거 같은데…!?\n좀, 하지\n햐아앗!",11,1,"",1
"","",7,"",5.5,1070119,1,93,"","",""
"","",7,1,112511,1070120,omp_psn_16_loop,3,"",0.1,""
"","",7,"",1070118,1070121,"",91,"","",""
"","",7,"",0.4,1070122,"",93,"","",""
1,omp_idle_normal,8,1600,1,1080001,105831,1,-195,1.8,200
0,omp_talk_normal,8,1500,1,1080002,105931,1,-185,1.8,0
0,omp_idle_normal,8,1600,1,1080003,106031,1,-205,1.8,-200
"","",8,0,1,1080004,1,31,1,1,0
"","",8,"",1,1080005,"",93,"","",""
"","",8,0,vo_omp_7008,1080006,vo_omp_7008_000,21,"","",0
"","",8,10,105931,1080007,"무사 마을… 처음 와봤습니다만\n멋진 마을이네요",11,1,"",1
"","",8,"",0,1080008,"",91,"","",""
"","",8,1,105931,1080009,omp_idle_normal,3,"",0,""
"","",8,1,105831,1080010,omp_talk_joy1,3,"",0,""
"","",8,0,vo_omp_7008,1080011,vo_omp_7008_001,21,"","",0
"","",8,10,105831,1080012,"네♪ 활기도 있고\n무엇보다 다양한 특산품이 맛있어 보여서\n장난 아니네요☆",11,1,"",1
"","",8,"",0,1080013,"",91,"","",""
"","",8,1,105831,1080014,omp_idle_joy1,3,"",0,""
"","",8,1,106031,1080015,omp_talk_sad,3,"",0,""
"","",8,0,vo_omp_7008,1080016,vo_omp_7008_002,21,"","",0
"","",8,10,106031,1080017,"하아. 정말 네 머릿속에는\n먹을 것뿐이구나",11,1,"",1
"","",8,"",0,1080018,"",91,"","",""
"","",8,1,106031,1080019,omp_idle_sad,3,"",0,""
"","",8,1,105931,1080020,omp_talk_normal,3,"",0,""
"","",8,0,vo_omp_7008,1080021,vo_omp_7008_003,21,"","",0
"","",8,10,105931,1080022,"후후, 그럼 조금 있다\n맛집 탐방을 하시지 않겠습니까?\n저, 배가 고픕니다",11,1,"",1
"","",8,"",0,1080023,"",91,"","",""
"","",8,1,105931,1080024,omp_idle_normal,3,"",0,""
"","",8,1,106031,1080025,omp_talk_surprise1,3,"",0,""
"","",8,0,vo_omp_7008,1080026,vo_omp_7008_004,21,"","",0
"","",8,10,106031,1080027,"코로스케까지!?",11,1,"",1
"","",8,"",0,1080028,"",91,"","",""
"","",8,1,106031,1080029,omp_idle_surprise1,3,"",0,""
"","",8,1,105831,1080030,omp_talk_normal,3,"",0,""
"","",8,0,vo_omp_7008,1080031,vo_omp_7008_005,21,"","",0
"","",8,10,105831,1080032,"캬루는 어떡할래요~?",11,1,"",1
"","",8,"",0,1080033,"",91,"","",""
"","",8,"",105931,1080034,1,4,"","",""
"","",8,1,105831,1080035,omp_idle_normal,3,"",0,""
"","",8,1,106031,1080036,omp_talk_tsun,3,"",0,""
"","",8,0,vo_omp_7008,1080037,vo_omp_7008_006,21,"","",0
"","",8,10,106031,1080038,"나도\n맛있는 거 먹고 싶어!\n…마물 요리가 아니라면",11,1,"",1
"","",8,"",0,1080039,"",91,"","",""
"","",8,1,106031,1080040,omp_idle_tsun,3,"",0,""
"","",8,1,105931,1080041,omp_talk_normal,3,"",0,""
"","",8,0,vo_omp_7008,1080042,vo_omp_7008_007,21,"","",0
"","",8,10,105931,1080043,"후후, 저희는 한마음\n과연 【미식전】이군요♪",11,1,"",1
"","",8,"",0,1080044,"",91,"","",""
"","",8,"",105931,1080045,0,4,"","",""
"","",8,1,105931,1080046,omp_idle_normal,3,"",0,""
"","",8,1,105831,1080047,omp_talk_joy1,3,"",0,""
"","",8,0,vo_omp_7008,1080048,vo_omp_7008_008,21,"","",0
"","",8,10,105831,1080049,"에헤헤~♪\n그럼 가죠!\n콧코로! 캬루!",11,1,"",1
"","",8,"",0,1080050,"",91,"","",""
"","",8,"",0.4,1080051,"",93,"","",""
1,omp_idle_normal,9,1600,1,1090001,105831,1,-270,1.8,300
1,omp_idle_normal,9,1700,1,1090002,105931,1,-285,1.8,450
1,omp_idle_normal,9,1600,1,1090003,106031,1,-230,1.8,-310
1,omp_idle_normal,9,1500,1,1090004,112511,1,-190,1.8,-45
1,omp_idle_normal,9,1600,1,1090005,112411,1,-240,1.8,65
1,omp_idle_normal,9,1500,1,1090006,112611,1,-192,1.8,205
"","",9,0,1,1090007,1,31,1,1,0
"","",9,"",0.2,1090008,"",93,"","",""
"","",9,1,112611,1090009,omp_idle_normal,3,"",0.1,""
"","",9,1,106031,1090010,omp_talk_sad,3,"",0,""
"","",9,1,112511,1090011,omp_idle_normal,3,"",0.1,""
"","",9,1,105831,1090012,omp_idle_normal,3,"",0.1,""
"","",9,"",0.1,1090013,"",93,"","",""
"","",9,"",1,1090014,"",93,"","",""
"","",9,0,vo_omp_7009,1090015,vo_omp_7009_000,21,"","",0
"","",9,10,106031,1090016,"여기서 있었던 일은 떠올리고 싶지 않아\n왜 그런 짓을 했던 걸까…\n하아. 정말 최악이야!",11,1,"",1
"","",9,"",0,1090017,"",91,"","",""
"","",9,0,106031,1090018,omp_psn_17,3,"",0,""
"","",9,0,vo_omp_7009,1090019,vo_omp_7009_001,21,"","",0
"","",9,10,106031,1090020,"…캬루캬룽\n이라니냥",11,1,"",1
"","",9,"",2,1090021,1,93,"","",""
"","",9,1,106031,1090022,omp_talk_sad,3,"",0.2,""
"","",9,"",1090020,1090023,"",91,"","",""
"","",9,1,106031,1090024,omp_idle_sad,3,"",0,""
0.2,"",9,0,105831,1090025,omp_psn_17,3,1,0,omp_idle_joy1
"","",9,0,vo_omp_7009,1090026,vo_omp_7009_002,21,"","",0
"","",9,10,105831,1090027,"캬루캬룽♪",11,1,"",1
"","",9,"",0,1090028,"",91,"","",""
0.2,"",9,1,105931,1090029,omp_psn_17,3,"",0,omp_idle_normal
"","",9,0,vo_omp_7009,1090030,vo_omp_7009_003,21,"","",0
"","",9,10,105931,1090031,"캬루캬룽입니다냥",11,1,"",1
"","",9,"",0,1090032,"",91,"","",""
"","",9,"",106031,1090033,0,4,"","",""
0,"",9,0,106031,1090034,omp_surprise,3,1,0,omp_idle_surprise1
"","",9,0,vo_omp_7009,1090035,vo_omp_7009_004,21,"","",0
"","",9,10,106031,1090036,"뭣, 너희!?\n지, 지금 그거, 봤…!?",11,1,"",1
"","",9,"",0,1090037,"",91,"","",""
0.2,"",9,1,112611,1090038,omp_psn_17_other,3,"",0,omp_idle_joy1
"","",9,0,vo_omp_7009,1090039,vo_omp_7009_005,21,"","",0
"","",9,10,112611,1090040,"캬루캬룽~♪\n화려하게 등장이다냥☆",11,1,"",1
"","",9,"",0,1090041,"",91,"","",""
"","",9,1,106031,1090042,omp_talk_anger2,3,"",0,""
"","",9,0,vo_omp_7009,1090043,vo_omp_7009_006,21,"","",0
"","",9,10,106031,1090044,"죽인다! 죽일 거야!\n전부 한꺼번에 죽이고\n그런 짓을 한 나도 죽일 거야!\n다들 없애버리겠어~!",11,1,"",1
"","",9,"",0,1090045,"",91,"","",""
"","",9,1,106031,1090046,omp_idle_anger2,3,"",0,""
"","",9,1,112411,1090047,omp_talk_sad,3,"",0,""
"","",9,0,vo_omp_7009,1090048,vo_omp_7009_007,21,"","",0
"","",9,10,112411,1090049,"캬, 캬루. 그러니까, 저기…",11,1,"",1
"","",9,"",0,1090050,"",91,"","",""
"","",9,1,112411,1090051,omp_idle_sad,3,"",0,""
"","",9,1,112511,1090052,omp_talk_normal,3,"",0,""
"","",9,0,vo_omp_7009,1090053,vo_omp_7009_008,21,"","",0
"","",9,10,112511,1090054,"큰일이네",11,1,"",1
"","",9,"",0,1090055,"",91,"","",""
"","",9,1,112511,1090056,omp_idle_normal,3,"",0,""
"","",9,1,106031,1090057,omp_talk_tsun,3,"",0,""
"","",9,0,vo_omp_7009,1090058,vo_omp_7009_009,21,"","",0
"","",9,10,106031,1090059,"너, 너희는 못 본 척해 줄게…!\n하지만 저 녀석들은 안 돼!\n이 세상에서 없애버리지 않으면 내가\n안심할 수 없어…!",11,1,"",1
"","",9,"",0,1090060,"",91,"","",""
"","",9,1,106031,1090061,omp_idle_tsun,3,"",0,""
"","",9,1,112511,1090062,omp_talk_normal,3,"",0,""
"","",9,0,vo_omp_7009,1090063,vo_omp_7009_010,21,"","",0
"","",9,10,112511,1090064,"하지만 그거, 귀여웠는데",11,1,"",1
"","",9,"",0,1090065,"",91,"","",""
"","",9,1,112511,1090066,omp_idle_normal,3,"",0,""
"","",9,1,112411,1090067,omp_talk_joy2,3,"",0,""
"","",9,0,vo_omp_7009,1090068,vo_omp_7009_011,21,"","",0
"","",9,10,112411,1090069,"네! 정말 멋졌어요!",11,1,"",1
"","",9,"",0,1090070,"",91,"","",""
"","",9,1,112411,1090071,omp_psn_20,3,"",0,""
"","",9,1,106031,1090072,omp_talk_tsun,3,"",0,""
"","",9,0,vo_omp_7009,1090073,vo_omp_7009_012,21,"","",0
"","",9,10,106031,1090074,"그런 거 안 기쁘거든~!?",11,1,"",1
"","",9,"",0,1090075,"",91,"","",""
"","",9,1,106031,1090076,omp_idle_tsun,3,"",0,""
0.2,"",9,0,105831,1090077,omp_psn_17,3,1,0,omp_idle_joy1
0.2,"",9,0,105931,1090078,omp_psn_17,3,1,0,omp_idle_normal
0.2,"",9,0,112611,1090079,omp_psn_17_other,3,1,0,omp_idle_joy1
"","",9,0,vo_omp_7009,1090080,vo_omp_7009_013,21,"","",0
"","",9,10,105831,1090081,"캬루캬룽♪",11,1,"",1
"","",9,"",0,1090082,"",91,"","",""
"","",9,1,106031,1090083,omp_talk_anger2,3,"",0,""
"","",9,0,vo_omp_7009,1090084,vo_omp_7009_014,21,"","",0
"","",9,10,106031,1090085,"반드시 죽여버리겠어~~~~~!",11,1,"",1
"","",9,"",0,1090086,"",91,"","",""
"","",9,"",0.4,1090087,"",93,"","",""
