main_skill_lv_8,energy_recovery_rate,main_skill_lv_6,main_skill_lv_9,hp,physical_critical,ex_skill_lv_3,resist_status_id,ex_skill_lv_1,life_steal,main_skill_lv_2,energy_reduce_rate,atk,union_burst_level,main_skill_lv_7,main_skill_lv_1,physical_penetrate,rarity,level,accuracy,unit_id,main_skill_lv_10,hp_recovery_rate,main_skill_lv_4,dodge,magic_penetrate,main_skill_lv_5,main_skill_lv_3,ex_skill_lv_4,magic_def,enemy_id,wave_hp_recovery,def,ex_skill_lv_2,resist_variation_id,ex_skill_lv_5,wave_energy_recovery,promotion_level,magic_critical,magic_str
42,30,42,42,12622,10,42,200000003,42,0,42,0,1346,42,42,42,0,1,42,0,201200,42,0,42,1,0,42,42,42,59,670120042,0,300,42,0,42,0,1,10,0
43,30,43,43,12795,10,43,200000003,43,0,43,0,1383,43,43,43,0,1,43,0,201200,43,0,43,1,0,43,43,43,61,670120043,0,300,43,0,43,0,1,10,0
44,30,44,44,12968,10,44,200000003,44,0,44,0,1421,44,44,44,0,1,44,0,201200,44,0,44,1,0,44,44,44,62,670120044,0,300,44,0,44,0,1,10,0
45,30,45,45,13141,10,45,200000003,45,0,45,0,1459,45,45,45,0,1,45,0,201200,45,0,45,1,0,45,45,45,64,670120045,0,300,45,0,45,0,1,10,0
46,30,46,46,13314,10,46,200000003,46,0,46,0,1496,46,46,46,0,1,46,0,201200,46,0,46,1,0,46,46,46,65,670120046,0,300,46,0,46,0,1,10,0
47,30,47,47,13325,10,47,200000003,47,0,47,0,1534,47,47,47,0,1,47,0,201200,47,0,47,1,0,47,47,47,69,670120047,0,300,47,0,47,0,1,10,0
48,30,48,48,13336,10,48,200000003,48,0,48,0,1572,48,48,48,0,1,48,0,201200,48,0,48,1,0,48,48,48,73,670120048,0,300,48,0,48,0,1,10,0
49,30,49,49,13347,10,49,200000003,49,0,49,0,1609,49,49,49,0,1,49,0,201200,49,0,49,1,0,49,49,49,77,670120049,0,300,49,0,49,0,1,10,0
50,30,50,50,13358,10,50,200000003,50,0,50,0,1647,50,50,50,0,1,50,0,201200,50,0,50,1,0,50,50,50,81,670120050,0,300,50,0,50,0,1,10,0
51,30,51,51,14848,10,51,200000003,51,0,51,0,1689,51,51,51,0,1,51,0,201200,51,0,51,1,0,51,51,51,81,670120051,0,300,51,0,51,0,1,10,0
52,30,52,52,16337,10,52,200000003,52,0,52,0,1731,52,52,52,0,1,52,0,201200,52,0,52,1,0,52,52,52,81,670120052,0,300,52,0,52,0,1,10,0
53,30,53,53,17827,10,53,200000003,53,0,53,0,1773,53,53,53,0,1,53,0,201200,53,0,53,1,0,53,53,53,81,670120053,0,300,53,0,53,0,1,10,0
54,30,54,54,19317,10,54,200000003,54,0,54,0,1816,54,54,54,0,1,54,0,201200,54,0,54,1,0,54,54,54,81,670120054,0,300,54,0,54,0,1,10,0
55,30,55,55,20806,10,55,200000003,55,0,55,0,1858,55,55,55,0,1,55,0,201200,55,0,55,1,0,55,55,55,81,670120055,0,300,55,0,55,0,1,10,0
56,30,56,56,22296,10,56,200000003,56,0,56,0,1900,56,56,56,0,1,56,0,201200,56,0,56,1,0,56,56,56,81,670120056,0,300,56,0,56,0,1,10,0
57,30,57,57,23785,10,57,200000003,57,0,57,0,1942,57,57,57,0,1,57,0,201200,57,0,57,1,0,57,57,57,81,670120057,0,300,57,0,57,0,1,10,0
58,30,58,58,25275,10,58,200000003,58,0,58,0,1984,58,58,58,0,1,58,0,201200,58,0,58,1,0,58,58,58,81,670120058,0,300,58,0,58,0,1,10,0
59,30,59,59,26765,10,59,200000003,59,0,59,0,2026,59,59,59,0,1,59,0,201200,59,0,59,1,0,59,59,59,81,670120059,0,300,59,0,59,0,1,10,0
60,30,60,60,28254,10,60,200000003,60,0,60,0,2069,60,60,60,0,1,60,0,201200,60,0,60,1,0,60,60,60,81,670120060,0,400,60,0,60,0,1,10,0
61,30,61,61,30368,10,61,200000003,61,0,61,0,2190,61,61,61,0,1,61,0,201200,61,0,61,1,0,61,61,61,81,670120061,0,400,61,0,61,0,1,10,0
62,30,62,62,30880,10,62,200000003,62,0,62,0,2359,62,62,62,0,1,62,0,201200,62,0,62,1,0,62,62,62,84,670120062,0,400,62,0,62,0,1,10,0
63,30,63,63,31393,10,63,200000003,63,0,63,0,2527,63,63,63,0,1,63,0,201200,63,0,63,1,0,63,63,63,86,670120063,0,400,63,0,63,0,1,10,0
64,30,64,64,31905,10,64,200000003,64,0,64,0,2696,64,64,64,0,1,64,0,201200,64,0,64,1,0,64,64,64,89,670120064,0,400,64,0,64,0,1,10,0
65,30,65,65,32418,10,65,200000003,65,0,65,0,2865,65,65,65,0,1,65,0,201200,65,0,65,1,0,65,65,65,92,670120065,0,400,65,0,65,0,1,10,0
66,30,66,66,32930,10,66,200000003,66,0,66,0,3033,66,66,66,0,1,66,0,201200,66,0,66,1,0,66,66,66,95,670120066,0,400,66,0,66,0,1,10,0
67,30,67,67,33443,10,67,200000003,67,0,67,0,3202,67,67,67,0,1,67,0,201200,67,0,67,1,0,67,67,67,97,670120067,0,400,67,0,67,0,1,10,0
68,30,68,68,33955,10,68,200000003,68,0,68,0,3370,68,68,68,0,1,68,0,201200,68,0,68,1,0,68,68,68,100,670120068,0,400,68,0,68,0,1,10,0
69,30,69,69,34468,10,69,200000003,69,0,69,0,3539,69,69,69,0,1,69,0,201200,69,0,69,1,0,69,69,69,103,670120069,0,400,69,0,69,0,1,10,0
70,30,70,70,34980,10,70,200000003,70,0,70,0,3708,70,70,70,0,1,70,0,201200,70,0,70,1,0,70,70,70,106,670120070,0,400,70,0,70,0,1,10,0
71,30,71,71,35492,10,71,200000003,71,0,71,0,3876,71,71,71,0,1,71,0,201200,71,0,71,1,0,71,71,71,108,670120071,0,400,71,0,71,0,1,10,0
1,30,1,1,148,10,1,200000003,1,0,1,0,48,1,1,1,0,1,1,0,201201,1,0,1,1,0,1,1,1,9999,670120101,0,102,1,0,1,0,1,10,0
2,30,2,2,285,10,2,200000003,2,0,2,0,22,2,2,2,0,1,2,0,201201,2,0,2,1,0,2,2,2,9999,670120102,0,102,2,0,2,0,1,10,0
3,30,3,3,324,10,3,200000003,3,0,3,0,58,3,3,3,0,1,3,0,201201,3,0,3,1,0,3,3,3,9999,670120103,0,102,3,0,3,0,1,10,0
4,30,4,4,362,10,4,200000003,4,0,4,0,85,4,4,4,0,1,4,0,201201,4,0,4,1,0,4,4,4,9999,670120104,0,102,4,0,4,0,1,10,0
5,30,5,5,400,10,5,200000003,5,0,5,0,116,5,5,5,0,1,5,0,201201,5,0,5,1,0,5,5,5,9999,670120105,0,105,5,0,5,0,1,10,0
6,30,6,6,401,10,6,200000003,6,0,6,0,125,6,6,6,0,1,6,0,201201,6,0,6,1,0,6,6,6,9999,670120106,0,132,6,0,6,0,1,10,0
7,30,7,7,402,10,7,200000003,7,0,7,0,133,7,7,7,0,1,7,0,201201,7,0,7,1,0,7,7,7,9999,670120107,0,159,7,0,7,0,1,10,0
8,30,8,8,435,10,8,200000003,8,0,8,0,142,8,8,8,0,1,8,0,201201,8,0,8,1,0,8,8,8,9999,670120108,0,182,8,0,8,0,1,10,0
9,30,9,9,467,10,9,200000003,9,0,9,0,151,9,9,9,0,1,9,0,201201,9,0,9,1,0,9,9,9,9999,670120109,0,205,9,0,9,0,1,10,0
10,30,10,10,499,10,10,200000003,10,0,10,0,159,10,10,10,0,1,10,0,201201,10,0,10,1,0,10,10,10,9999,670120110,0,227,10,0,10,0,1,10,0
11,30,11,11,532,10,11,200000003,11,0,11,0,168,11,11,11,0,1,11,0,201201,11,0,11,1,0,11,11,11,9999,670120111,0,250,11,0,11,0,1,10,0
12,30,12,12,564,10,12,200000003,12,0,12,0,177,12,12,12,0,1,12,0,201201,12,0,12,1,0,12,12,12,9999,670120112,0,273,12,0,12,0,1,10,0
13,30,13,13,596,10,13,200000003,13,0,13,0,185,13,13,13,0,1,13,0,201201,13,0,13,1,0,13,13,13,9999,670120113,0,296,13,0,13,0,1,10,0
14,30,14,14,632,10,14,200000003,14,0,14,0,187,14,14,14,0,1,14,0,201201,14,0,14,1,0,14,14,14,9999,670120114,0,298,14,0,14,0,1,10,0
15,30,15,15,668,10,15,200000003,15,0,15,0,190,15,15,15,0,1,15,0,201201,15,0,15,1,0,15,15,15,9999,670120115,0,300,15,0,15,0,1,10,0
16,30,16,16,842,10,16,200000003,16,0,16,0,214,16,16,16,0,1,16,0,201201,16,0,16,1,0,16,16,16,9999,670120116,0,300,16,0,16,0,1,10,0
17,30,17,17,1015,10,17,200000003,17,0,17,0,237,17,17,17,0,1,17,0,201201,17,0,17,1,0,17,17,17,9999,670120117,0,300,17,0,17,0,1,10,0
18,30,18,18,1189,10,18,200000003,18,0,18,0,261,18,18,18,0,1,18,0,201201,18,0,18,1,0,18,18,18,9999,670120118,0,300,18,0,18,0,1,10,0
19,30,19,19,1362,10,19,200000003,19,0,19,0,285,19,19,19,0,1,19,0,201201,19,0,19,1,0,19,19,19,9999,670120119,0,300,19,0,19,0,1,10,0
20,30,20,20,1535,10,20,200000003,20,0,20,0,309,20,20,20,0,1,20,0,201201,20,0,20,1,0,20,20,20,9999,670120120,0,300,20,0,20,0,1,10,0
21,30,21,21,1558,10,21,200000003,21,0,21,0,344,21,21,21,0,1,21,0,201201,21,0,21,1,0,21,21,21,9999,670120121,0,300,21,0,21,0,1,10,0
22,30,22,22,1581,10,22,200000003,22,0,22,0,380,22,22,22,0,1,22,0,201201,22,0,22,1,0,22,22,22,9999,670120122,0,300,22,0,22,0,1,10,0
23,30,23,23,1687,10,23,200000003,23,0,23,0,386,23,23,23,0,1,23,0,201201,23,0,23,1,0,23,23,23,9999,670120123,0,300,23,0,23,0,1,10,0
24,30,24,24,1921,10,24,200000003,24,0,24,0,414,24,24,24,0,1,24,0,201201,24,0,24,1,0,24,24,24,9999,670120124,0,300,24,0,24,0,1,10,0
25,30,25,25,2155,10,25,200000003,25,0,25,0,442,25,25,25,0,1,25,0,201201,25,0,25,1,0,25,25,25,9999,670120125,0,300,25,0,25,0,1,10,0
26,30,26,26,2192,10,26,200000003,26,0,26,0,444,26,26,26,0,1,26,0,201201,26,0,26,1,0,26,26,26,9999,670120126,0,300,26,0,26,0,1,10,0
27,30,27,27,2230,10,27,200000003,27,0,27,0,446,27,27,27,0,1,27,0,201201,27,0,27,1,0,27,27,27,9999,670120127,0,300,27,0,27,0,1,10,0
28,30,28,28,2267,10,28,200000003,28,0,28,0,448,28,28,28,0,1,28,0,201201,28,0,28,1,0,28,28,28,9999,670120128,0,300,28,0,28,0,1,10,0
29,30,29,29,2740,10,29,200000003,29,0,29,0,466,29,29,29,0,1,29,0,201201,29,0,29,1,0,29,29,29,9999,670120129,0,300,29,0,29,0,1,10,0
30,30,30,30,3177,10,30,200000003,30,0,30,0,556,30,30,30,0,1,30,0,201201,30,0,30,1,0,30,30,30,9999,670120130,0,300,30,0,30,0,1,10,0
31,30,31,31,3210,10,31,200000003,31,0,31,0,580,31,31,31,0,1,31,0,201201,31,0,31,1,0,31,31,31,9999,670120131,0,300,31,0,31,0,1,10,0
32,30,32,32,3243,10,32,200000003,32,0,32,0,603,32,32,32,0,1,32,0,201201,32,0,32,1,0,32,32,32,9999,670120132,0,300,32,0,32,0,1,10,0
33,30,33,33,3277,10,33,200000003,33,0,33,0,627,33,33,33,0,1,33,0,201201,33,0,33,1,0,33,33,33,9999,670120133,0,300,33,0,33,0,1,10,0
34,30,34,34,3605,10,34,200000003,34,0,34,0,650,34,34,34,0,1,34,0,201201,34,0,34,1,0,34,34,34,9999,670120134,0,300,34,0,34,0,1,10,0
35,30,35,35,4113,10,35,200000003,35,0,35,0,681,35,35,35,0,1,35,0,201201,35,0,35,1,0,35,35,35,9999,670120135,0,300,35,0,35,0,1,10,0
36,30,36,36,2922,10,36,200000003,36,0,36,0,719,36,36,36,0,1,36,0,201201,36,0,36,1,0,36,36,36,9999,670120136,0,300,36,0,36,0,1,10,0
37,30,37,37,3318,10,37,200000003,37,0,37,0,756,37,37,37,0,1,37,0,201201,37,0,37,1,0,37,37,37,9999,670120137,0,300,37,0,37,0,1,10,0
38,30,38,38,3318,10,38,200000003,38,0,38,0,766,38,38,38,0,1,38,0,201201,38,0,38,1,0,38,38,38,9999,670120138,0,300,38,0,38,0,1,10,0
39,30,39,39,4121,10,39,200000003,39,0,39,0,1019,39,39,39,0,1,39,0,201201,39,0,39,1,0,39,39,39,9999,670120139,0,300,39,0,39,0,1,10,0
40,30,40,40,4743,10,40,200000003,40,0,40,0,1097,40,40,40,0,1,40,0,201201,40,0,40,1,0,40,40,40,9999,670120140,0,300,40,0,40,0,1,10,0
41,30,41,41,5134,10,41,200000003,41,0,41,0,1251,41,41,41,0,1,41,0,201201,41,0,41,1,0,41,41,41,9999,670120141,0,300,41,0,41,0,1,10,0
42,30,42,42,5525,10,42,200000003,42,0,42,0,1610,42,42,42,0,1,42,0,201201,42,0,42,1,0,42,42,42,9999,670120142,0,300,42,0,42,0,1,10,0
43,30,43,43,5857,10,43,200000003,43,0,43,0,1558,43,43,43,0,1,43,0,201201,43,0,43,1,0,43,43,43,9999,670120143,0,300,43,0,43,0,1,10,0
44,30,44,44,6307,10,44,200000003,44,0,44,0,1508,44,44,44,0,1,44,0,201201,44,0,44,1,0,44,44,44,9999,670120144,0,300,44,0,44,0,1,10,0
45,30,45,45,6884,10,45,200000003,45,0,45,0,1601,45,45,45,0,1,45,0,201201,45,0,45,1,0,45,45,45,9999,670120145,0,300,45,0,45,0,1,10,0
46,30,46,46,7461,10,46,200000003,46,0,46,0,1694,46,46,46,0,1,46,0,201201,46,0,46,1,0,46,46,46,9999,670120146,0,300,46,0,46,0,1,10,0
47,30,47,47,8038,10,47,200000003,47,0,47,0,1788,47,47,47,0,1,47,0,201201,47,0,47,1,0,47,47,47,9999,670120147,0,300,47,0,47,0,1,10,0
48,30,48,48,8615,10,48,200000003,48,0,48,0,1881,48,48,48,0,1,48,0,201201,48,0,48,1,0,48,48,48,9999,670120148,0,300,48,0,48,0,1,10,0
49,30,49,49,9192,10,49,200000003,49,0,49,0,1974,49,49,49,0,1,49,0,201201,49,0,49,1,0,49,49,49,9999,670120149,0,300,49,0,49,0,1,10,0
50,30,50,50,9769,10,50,200000003,50,0,50,0,2067,50,50,50,0,1,50,0,201201,50,0,50,1,0,50,50,50,9999,670120150,0,300,50,0,50,0,1,10,0
51,30,51,51,10858,10,51,200000003,51,0,51,0,2120,51,51,51,0,1,51,0,201201,51,0,51,1,0,51,51,51,9999,670120151,0,300,51,0,51,0,1,10,0
52,30,52,52,11948,10,52,200000003,52,0,52,0,2173,52,52,52,0,1,52,0,201201,52,0,52,1,0,52,52,52,9999,670120152,0,300,52,0,52,0,1,10,0
53,30,53,53,13037,10,53,200000003,53,0,53,0,2226,53,53,53,0,1,53,0,201201,53,0,53,1,0,53,53,53,9999,670120153,0,300,53,0,53,0,1,10,0
54,30,54,54,14127,10,54,200000003,54,0,54,0,2279,54,54,54,0,1,54,0,201201,54,0,54,1,0,54,54,54,9999,670120154,0,300,54,0,54,0,1,10,0
55,30,55,55,15216,10,55,200000003,55,0,55,0,2332,55,55,55,0,1,55,0,201201,55,0,55,1,0,55,55,55,9999,670120155,0,300,55,0,55,0,1,10,0
56,30,56,56,16305,10,56,200000003,56,0,56,0,2384,56,56,56,0,1,56,0,201201,56,0,56,1,0,56,56,56,9999,670120156,0,300,56,0,56,0,1,10,0
57,30,57,57,17395,10,57,200000003,57,0,57,0,2437,57,57,57,0,1,57,0,201201,57,0,57,1,0,57,57,57,9999,670120157,0,300,57,0,57,0,1,10,0
58,30,58,58,18484,10,58,200000003,58,0,58,0,2490,58,58,58,0,1,58,0,201201,58,0,58,1,0,58,58,58,9999,670120158,0,300,58,0,58,0,1,10,0
59,30,59,59,19574,10,59,200000003,59,0,59,0,2543,59,59,59,0,1,59,0,201201,59,0,59,1,0,59,59,59,9999,670120159,0,300,59,0,59,0,1,10,0
60,30,60,60,20663,10,60,200000003,60,0,60,0,2596,60,60,60,0,1,60,0,201201,60,0,60,1,0,60,60,60,9999,670120160,0,400,60,0,60,0,1,10,0
61,30,61,61,22209,10,61,200000003,61,0,61,0,2749,61,61,61,0,1,61,0,201201,61,0,61,1,0,61,61,61,9999,670120161,0,400,61,0,61,0,1,10,0
62,30,62,62,23293,10,62,200000003,62,0,62,0,2799,62,62,62,0,1,62,0,201201,62,0,62,1,0,62,62,62,9999,670120162,0,400,62,0,62,0,1,10,0
63,30,63,63,24377,10,63,200000003,63,0,63,0,2849,63,63,63,0,1,63,0,201201,63,0,63,1,0,63,63,63,9999,670120163,0,400,63,0,63,0,1,10,0
64,30,64,64,25461,10,64,200000003,64,0,64,0,2899,64,64,64,0,1,64,0,201201,64,0,64,1,0,64,64,64,9999,670120164,0,400,64,0,64,0,1,10,0
65,30,65,65,26545,10,65,200000003,65,0,65,0,2949,65,65,65,0,1,65,0,201201,65,0,65,1,0,65,65,65,9999,670120165,0,400,65,0,65,0,1,10,0
66,30,66,66,27629,10,66,200000003,66,0,66,0,2999,66,66,66,0,1,66,0,201201,66,0,66,1,0,66,66,66,9999,670120166,0,400,66,0,66,0,1,10,0
67,30,67,67,28713,10,67,200000003,67,0,67,0,3049,67,67,67,0,1,67,0,201201,67,0,67,1,0,67,67,67,9999,670120167,0,400,67,0,67,0,1,10,0
68,30,68,68,29798,10,68,200000003,68,0,68,0,3099,68,68,68,0,1,68,0,201201,68,0,68,1,0,68,68,68,9999,670120168,0,400,68,0,68,0,1,10,0
69,30,69,69,30882,10,69,200000003,69,0,69,0,3149,69,69,69,0,1,69,0,201201,69,0,69,1,0,69,69,69,9999,670120169,0,400,69,0,69,0,1,10,0
70,30,70,70,31966,10,70,200000003,70,0,70,0,3199,70,70,70,0,1,70,0,201201,70,0,70,1,0,70,70,70,9999,670120170,0,400,70,0,70,0,1,10,0
71,30,71,71,33050,10,71,200000003,71,0,71,0,3249,71,71,71,0,1,71,0,201201,71,0,71,1,0,71,71,71,9999,670120171,0,400,71,0,71,0,1,10,0
1,30,1,1,479,10,1,200000003,1,0,1,0,31,1,1,1,0,1,1,0,201300,1,0,1,1,0,1,1,1,4,670130001,0,5,1,0,1,0,1,10,0
2,30,2,2,492,10,2,200000003,2,0,2,0,36,2,2,2,0,1,2,0,201300,2,0,2,1,0,2,2,2,4,670130002,0,12,2,0,2,0,1,10,0
3,30,3,3,505,10,3,200000003,3,0,3,0,41,3,3,3,0,1,3,0,201300,3,0,3,1,0,3,3,3,5,670130003,0,6,3,0,3,0,1,10,0
4,30,4,4,505,10,4,200000003,4,0,4,0,41,4,4,4,0,1,4,0,201300,4,0,4,1,0,4,4,4,5,670130004,0,6,4,0,4,0,1,10,0
5,30,5,5,508,10,5,200000003,5,0,5,0,45,5,5,5,0,1,5,0,201300,5,0,5,1,0,5,5,5,5,670130005,0,6,5,0,5,0,1,10,0
6,30,6,6,534,10,6,200000003,6,0,6,0,62,6,6,6,0,1,6,0,201300,6,0,6,1,0,6,6,6,7,670130006,0,9,6,0,6,0,1,10,0
7,30,7,7,728,10,7,200000003,7,0,7,0,88,7,7,7,0,1,7,0,201300,7,0,7,1,0,7,7,7,7,670130007,0,10,7,0,7,0,1,10,0
8,30,8,8,904,10,8,200000003,8,0,8,0,102,8,8,8,0,1,8,0,201300,8,0,8,1,0,8,8,8,8,670130008,0,10,8,0,8,0,1,10,0
9,30,9,9,932,10,9,200000003,9,0,9,0,112,9,9,9,0,1,9,0,201300,9,0,9,1,0,9,9,9,8,670130009,0,11,9,0,9,0,1,10,0
10,30,10,10,956,10,10,200000003,10,0,10,0,116,10,10,10,0,1,10,0,201300,10,0,10,1,0,10,10,10,9,670130010,0,12,10,0,10,0,1,10,0
11,30,11,11,979,10,11,200000003,11,0,11,0,119,11,11,11,0,1,11,0,201300,11,0,11,1,0,11,11,11,9,670130011,0,12,11,0,11,0,1,10,0
12,30,12,12,1007,10,12,200000003,12,0,12,0,123,12,12,12,0,1,12,0,201300,12,0,12,1,0,12,12,12,9,670130012,0,12,12,0,12,0,1,10,0
13,30,13,13,1088,10,13,200000003,13,0,13,0,137,13,13,13,0,1,13,0,201300,13,0,13,1,0,13,13,13,13,670130013,0,17,13,0,13,0,1,10,0
14,30,14,14,1168,10,14,200000003,14,0,14,0,137,14,14,14,0,1,14,0,201300,14,0,14,1,0,14,14,14,13,670130014,0,17,14,0,14,0,1,10,0
15,30,15,15,1249,10,15,200000003,15,0,15,0,142,15,15,15,0,1,15,0,201300,15,0,15,1,0,15,15,15,13,670130015,0,18,15,0,15,0,1,10,0
16,30,16,16,1329,10,16,200000003,16,0,16,0,146,16,16,16,0,1,16,0,201300,16,0,16,1,0,16,16,16,13,670130016,0,18,16,0,16,0,1,10,0
17,30,17,17,1645,10,17,200000003,17,0,17,0,199,17,17,17,0,1,17,0,201300,17,0,17,1,0,17,17,17,13,670130017,0,18,17,0,17,0,1,10,0
18,30,18,18,2007,10,18,200000003,18,0,18,0,208,18,18,18,0,1,18,0,201300,18,0,18,1,0,18,18,18,14,670130018,0,18,18,0,18,0,1,10,0
19,30,19,19,2127,10,19,200000003,19,0,19,0,216,19,19,19,0,1,19,0,201300,19,0,19,1,0,19,19,19,15,670130019,0,19,19,0,19,0,1,10,0
20,30,20,20,2246,10,20,200000003,20,0,20,0,223,20,20,20,0,1,20,0,201300,20,0,20,1,0,20,20,20,15,670130020,0,19,20,0,20,0,1,10,0
21,30,21,21,2279,10,21,200000003,21,0,21,0,227,21,21,21,0,1,21,0,201300,21,0,21,1,0,21,21,21,15,670130021,0,19,21,0,21,0,1,10,0
22,30,22,22,2243,10,22,200000003,22,0,22,0,262,22,22,22,0,1,22,0,201300,22,0,22,1,0,22,22,22,23,670130022,0,28,22,0,22,0,1,10,0
23,30,23,23,2397,10,23,200000003,23,0,23,0,266,23,23,23,0,1,23,0,201300,23,0,23,1,0,23,23,23,24,670130023,0,28,23,0,23,0,1,10,0
24,30,24,24,2740,10,24,200000003,24,0,24,0,294,24,24,24,0,1,24,0,201300,24,0,24,1,0,24,24,24,24,670130024,0,29,24,0,24,0,1,10,0
25,30,25,25,3083,10,25,200000003,25,0,25,0,322,25,25,25,0,1,25,0,201300,25,0,25,1,0,25,25,25,24,670130025,0,29,25,0,25,0,1,10,0
26,30,26,26,3183,10,26,200000003,26,0,26,0,322,26,26,26,0,1,26,0,201300,26,0,26,1,0,26,26,26,24,670130026,0,29,26,0,26,0,1,10,0
27,30,27,27,3206,10,27,200000003,27,0,27,0,324,27,27,27,0,1,27,0,201300,27,0,27,1,0,27,27,27,24,670130027,0,29,27,0,27,0,1,10,0
28,30,28,28,3228,10,28,200000003,28,0,28,0,326,28,28,28,0,1,28,0,201300,28,0,28,1,0,28,28,28,24,670130028,0,29,28,0,28,0,1,10,0
29,30,29,29,3920,10,29,200000003,29,0,29,0,331,29,29,29,0,1,29,0,201300,29,0,29,1,0,29,29,29,25,670130029,0,31,29,0,29,0,1,10,0
30,30,30,30,4558,10,30,200000003,30,0,30,0,419,30,30,30,0,1,30,0,201300,30,0,30,1,0,30,30,30,26,670130030,0,32,30,0,30,0,1,10,0
31,30,31,31,4623,10,31,200000003,31,0,31,0,436,31,31,31,0,1,31,0,201300,31,0,31,1,0,31,31,31,26,670130031,0,32,31,0,31,0,1,10,0
32,30,32,32,4687,10,32,200000003,32,0,32,0,453,32,32,32,0,1,32,0,201300,32,0,32,1,0,32,32,32,26,670130032,0,32,32,0,32,0,1,10,0
33,30,33,33,5032,10,33,200000003,33,0,33,0,478,33,33,33,0,1,33,0,201300,33,0,33,1,0,33,33,33,28,670130033,0,35,33,0,33,0,1,10,0
34,30,34,34,5376,10,34,200000003,34,0,34,0,502,34,34,34,0,1,34,0,201300,34,0,34,1,0,34,34,34,30,670130034,0,37,34,0,34,0,1,10,0
35,30,35,35,5721,10,35,200000003,35,0,35,0,527,35,35,35,0,1,35,0,201300,35,0,35,1,0,35,35,35,33,670130035,0,40,35,0,35,0,1,10,0
36,30,36,36,6065,10,36,200000003,36,0,36,0,552,36,36,36,0,1,36,0,201300,36,0,36,1,0,36,36,36,35,670130036,0,43,36,0,36,0,1,10,0
37,30,37,37,5664,10,37,200000003,37,0,37,0,468,37,37,37,0,1,37,0,201300,37,0,37,1,0,37,37,37,37,670130037,0,45,37,0,37,0,1,10,0
38,30,38,38,6754,10,38,200000003,38,0,38,0,601,38,38,38,0,1,38,0,201300,38,0,38,1,0,38,38,38,39,670130038,0,48,38,0,38,0,1,10,0
39,30,39,39,8235,10,39,200000003,39,0,39,0,755,39,39,39,0,1,39,0,201300,39,0,39,1,0,39,39,39,39,670130039,0,48,39,0,39,0,1,10,0
40,30,40,40,9716,10,40,200000003,40,0,40,0,908,40,40,40,0,1,40,0,201300,40,0,40,1,0,40,40,40,40,670130040,0,49,40,0,40,0,1,10,0
41,30,41,41,11197,10,41,200000003,41,0,41,0,1062,41,41,41,0,1,41,0,201300,41,0,41,1,0,41,41,41,40,670130041,0,49,41,0,41,0,1,10,0
42,30,42,42,11662,10,42,200000003,42,0,42,0,1072,42,42,42,0,1,42,0,201300,42,0,42,1,0,42,42,42,41,670130042,0,50,42,0,42,0,1,10,0
43,30,43,43,12756,10,43,200000003,43,0,43,0,1148,43,43,43,0,1,43,0,201300,43,0,43,1,0,43,43,43,42,670130043,0,51,43,0,43,0,1,10,0
44,30,44,44,13850,10,44,200000003,44,0,44,0,1223,44,44,44,0,1,44,0,201300,44,0,44,1,0,44,44,44,43,670130044,0,52,44,0,44,0,1,10,0
45,30,45,45,14945,10,45,200000003,45,0,45,0,1299,45,45,45,0,1,45,0,201300,45,0,45,1,0,45,45,45,43,670130045,0,54,45,0,45,0,1,10,0
46,30,46,46,16039,10,46,200000003,46,0,46,0,1374,46,46,46,0,1,46,0,201300,46,0,46,1,0,46,46,46,44,670130046,0,55,46,0,46,0,1,10,0
47,30,47,47,17133,10,47,200000003,47,0,47,0,1450,47,47,47,0,1,47,0,201300,47,0,47,1,0,47,47,47,45,670130047,0,56,47,0,47,0,1,10,0
48,30,48,48,18227,10,48,200000003,48,0,48,0,1525,48,48,48,0,1,48,0,201300,48,0,48,1,0,48,48,48,46,670130048,0,57,48,0,48,0,1,10,0
49,30,49,49,18439,10,49,200000003,49,0,49,0,1536,49,49,49,0,1,49,0,201300,49,0,49,1,0,49,49,49,46,670130049,0,57,49,0,49,0,1,10,0
50,30,50,50,18854,10,50,200000003,50,0,50,0,1611,50,50,50,0,1,50,0,201300,50,0,50,1,0,50,50,50,48,670130050,0,61,50,0,50,0,1,10,0
51,30,51,51,19270,10,51,200000003,51,0,51,0,1685,51,51,51,0,1,51,0,201300,51,0,51,1,0,51,51,51,50,670130051,0,64,51,0,51,0,1,10,0
52,30,52,52,19686,10,52,200000003,52,0,52,0,1761,52,52,52,0,1,52,0,201300,52,0,52,1,0,52,52,52,52,670130052,0,68,52,0,52,0,1,10,0
53,30,53,53,20101,10,53,200000003,53,0,53,0,1835,53,53,53,0,1,53,0,201300,53,0,53,1,0,53,53,53,55,670130053,0,71,53,0,53,0,1,10,0
54,30,54,54,20517,10,54,200000003,54,0,54,0,1909,54,54,54,0,1,54,0,201300,54,0,54,1,0,54,54,54,57,670130054,0,75,54,0,54,0,1,10,0
55,30,55,55,20933,10,55,200000003,55,0,55,0,1984,55,55,55,0,1,55,0,201300,55,0,55,1,0,55,55,55,59,670130055,0,78,55,0,55,0,1,10,0
56,30,56,56,21349,10,56,200000003,56,0,56,0,2058,56,56,56,0,1,56,0,201300,56,0,56,1,0,56,56,56,61,670130056,0,82,56,0,56,0,1,10,0
