param_04,param_06,param_05,command_id,param_07,drama_id,param_01,command_type,param_03,param_08,param_02
"","","",17414052,"",17414,0.1,93,"","",""
wac_birthday_idle_doya,0.2,1,17414053,0.2,17414,111011,3,0,"",wac_birthday_clap
"","","",17414054,"",17414,2,93,"","",""
"","","",17414055,"",17414,1,131,"","",""
0,"","",17414056,"",17414,vo_wac_17414,21,0,"",vo_wac_17414_000
1,0,1,17414057,0,17414,110811,11,10,0.5,"우앗, 뭐야 이거, 쫄았잖아.\n제법 거대한 날것이\n아무렇게나 방치되어 있잖아.\n성벽이야. 새로운 방식의 바이오 테러인가?"
"","","",17414058,"",17414,0,91,"","",""
"",0.2,"",17414059,"",17414,110811,3,1,"",wac_birthday_idle_smile
"",0.2,"",17414060,"",17414,110911,3,1,"",wac_birthday_talk_sad
0,"","",17414061,"",17414,vo_wac_17414,21,0,"",vo_wac_17414_001
1,0,1,17414062,0,17414,110911,11,10,0.5,"부끄러워하는 건지 새로운 방식의 개그인지\n모르겠지만요, 클로에 선배……\n아무리 봐도 생일 케이크인 걸 앞에 두고\n그런 식으로 시치미 떼는 건 무리거든요?"
"","","",17414063,"",17414,0,91,"","",""
"",0.2,"",17414064,"",17414,110911,3,1,"",wac_birthday_idle_sad
"",0.2,"",17414065,"",17414,110811,3,1,"",wac_birthday_chloe_talk_sad
0,"","",17414066,"",17414,vo_wac_17414,21,0,"",vo_wac_17414_002
1,0,1,17414067,0,17414,110811,11,10,0.5,"뭐? 그럼, 그런 식으로 말할 거면\n나도 말하겠는데.\n너희 서프라이즈 할 거면\n좀 더 잘하라고."
"","","",17414068,"",17414,0,91,"","",""
"",0.2,"",17414069,"",17414,110811,3,1,"",wac_birthday_talk_smile
0,"","",17414070,"",17414,vo_wac_17414,21,0,"",vo_wac_17414_003
1,0,1,17414071,0,17414,110811,11,10,0.5,"아침부터 유니 선배는 크림 범벅이었다고.\n당연히 눈치채지. 기뻐하기가 어려워.\n진작에 실컷 웃은 뒤라고.\n말은 할 거지만. 고마워."
"","","",17414072,"",17414,0,91,"","",""
"","","",17414073,"",17414,0,22,"","",""
"","","",17614001,"",17614,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,17614002,0,17614,1,1,250,wac_birthday_idle_normal,104311
200,2,-270,17614003,1,17614,1,1,256,wac_birthday_idle_wish,101011
320,2,-310,17614004,1,17614,1,1,258,wac_birthday_idle_smile,101411
450,2,-290,17614005,1,17614,1,1,257,wac_birthday_idle_kyapi,101711
"","","",17614006,"",17614,104311,13,"","",300
"","","",17614007,"",17614,101011,13,"","",300
"","","",17614008,"",17614,101411,13,"","",300
"","","",17614009,"",17614,101711,13,"","",300
0,0,1,17614010,"",17614,501,31,0,"",501
0,1,1,17614011,"",17614,600,31,0,"",600
0,0,1,17614012,"",17614,602,31,0,"",602
0,0,1,17614013,"",17614,603,31,0,"",603
60,1,1,17614014,"",17614,604,31,30,"",604
0,1,1,17614015,"",17614,613,31,0,"",613
0,0,1,17614016,"",17614,700,31,0,"",700
0,0,1,17614017,"",17614,701,31,0,"",701
0,0,1,17614018,"",17614,702,31,0,"",702
0,0,1,17614019,"",17614,800,31,0,"",800
60,1,1,17614020,"",17614,921,31,30,"",921
"","","",17614021,"",17614,1,93,"","",""
wac_birthday_reaction_03,0.2,1,17614022,0.2,17614,101411,3,0,"",wac_birthday_reaction_01
"","","",17614023,"",17614,0.1,93,"","",""
wac_birthday_reaction_04,0.2,1,17614024,0.2,17614,101011,3,0,"",wac_birthday_reaction_03
wac_birthday_reaction_03,0.2,1,17614025,0.2,17614,101711,3,0,"",wac_birthday_reaction_02
"","","",17614026,"",17614,0.3,93,"","",""
"",0.2,"",17614027,"",17614,104311,3,1,"",wac_birthday_makoto_run_01
3,"","",17614028,"",17614,104311,2,-70,"",0
"","","",17614029,"",17614,2.5,93,"","",""
"","","",17614030,"",17614,602,32,"","",1
"","","",17614031,"",17614,0.6,93,"","",""
"","","",17614032,"",17614,501,32,"","",1
"","","",17614033,"",17614,600,32,"","",0
"","","",17614034,"",17614,613,32,"","",0
"","","",17614035,"",17614,604,32,"","",0
"","","",17614036,"",17614,701,32,"","",1
0.01,"","",17614037,"",17614,921,33,0,"",0
wac_birthday_makoto_wish_01,0.2,1,17614038,0.2,17614,104311,3,0,"",wac_birthday_makoto_blowout_02
0.01,"","",17614039,"",17614,104311,2,-330,"",-200
"",0.2,"",17614040,"",17614,101011,3,1,"",wac_birthday_idle_wish
0.01,"","",17614041,"",17614,101011,2,-320,"",180
"",0.2,"",17614042,"",17614,101411,3,1,"",wac_birthday_idle_smile
0.01,"","",17614043,"",17614,101411,2,-360,"",290
"",0.2,"",17614044,"",17614,101711,3,1,"",wac_birthday_idle_kyapi
0.01,"","",17614045,"",17614,101711,2,-340,"",420
"","","",17614046,"",17614,0,93,"","",""
"","","",17614047,"",17614,800,32,"","",1
"","","",17614048,"",17614,0.7,93,"","",""
"","","",17614049,"",17614,702,32,"","",1
"","","",17614050,"",17614,0.5,93,"","",""
"","","",17614051,"",17614,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",17614052,"",17614,701,32,"","",0
"","","",17614053,"",17614,0.4,93,"","",""
"","","",17614054,"",17614,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",17614055,"",17614,700,32,"","",1
"","","",17614056,"",17614,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_wish,0.2,1,17614057,0.2,17614,101011,3,0,"",wac_birthday_clap_to_wish
"","","",17614058,"",17614,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,17614059,0.2,17614,101411,3,0,"",wac_birthday_clap
"","","",17614060,"",17614,0.1,93,"","",""
wac_birthday_idle_kyapi,0.2,1,17614061,0.2,17614,101711,3,0,"",wac_birthday_clap
"","","",17614062,"",17614,2,93,"","",""
"","","",17614063,"",17614,1,131,"","",""
0,"","",17614064,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_000
1,0,1,17614065,0,17614,104311,11,10,0.5,"이건 뭐야, 케이크인가?\n누군가의 분실물……일 리는 없지.\n왜 이런 게 여기 있어?"
"","","",17614066,"",17614,0,91,"","",""
"",0.2,"",17614067,"",17614,104311,3,1,"",wac_birthday_idle_normal
"",0.2,"",17614068,"",17614,101011,3,1,"",wac_birthday_talk_wish
0,"","",17614069,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_001
1,0,1,17614070,0,17614,101011,11,10,0.5,"뭐냐니요, 오늘은 마코토 공의 생일이지 않사옵니까~?\n저희와 왕자님이 특제 케이크를\n준비했사옵니다♪"
"","","",17614071,"",17614,0,91,"","",""
"",0.2,"",17614072,"",17614,101011,3,1,"",wac_birthday_idle_wish
"",0.2,"",17614073,"",17614,101411,3,1,"",wac_birthday_talk_smile
0,"","",17614074,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_002
1,0,1,17614075,0,17614,101411,11,10,0.5,"길드 일에 항상 가장 열심인\n너를 격려하는 의미도 겸하고 있어.\n다시 한번 생일 축하해♪"
"","","",17614076,"",17614,0,91,"","",""
"",0.2,"",17614077,"",17614,101411,3,1,"",wac_birthday_idle_smile
"",0.2,"",17614078,"",17614,101711,3,1,"",wac_birthday_talk_smile
0,"","",17614079,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_003
1,0,1,17614080,0,17614,101711,11,10,0.5,"정말 항상 수고 많아~♪\n맛있는 케이크를 잔뜩 먹고\n앞으로도 우리 몫까지\n일 열심히 해야 해~?"
"","","",17614081,"",17614,0,91,"","",""
"",0.2,"",17614082,"",17614,101711,3,1,"",wac_birthday_idle_smile
"",0.2,"",17614083,"",17614,104311,3,1,"",wac_birthday_makoto_talk_smile
0,"","",17614084,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_004
1,0,1,17614085,0,17614,104311,11,10,0.5,"기쁜데, 고마워!\n……아니, 잠깐 기다려.\n길드 일은 모두 다\n열심히 해야 하는 거거든!? "
"","","",17614086,"",17614,0,91,"","",""
"",0.2,"",17614087,"",17614,104311,3,1,"",wac_birthday_talk_doya
0,"","",17614088,"",17614,vo_wac_17614,21,0,"",vo_wac_17614_005
1,0,1,17614089,0,17614,104311,11,10,0.5,"뭐, 하지만 오늘은 케이크를\n봐서 봐줄까.\n너도 일부러 준비해줘서 고마워.\n앞으로도 함께 힘내자♪"
"","","",17614090,"",17614,0,91,"","",""
"","","",17614091,"",17614,0,22,"","",""
"","","",17714001,"",17714,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,17714002,0,17714,1,1,250,wac_birthday_idle_normal,100411
230,2,-270,17714003,1,17714,1,1,256,wac_birthday_idle_doya,103611
410,2,-310,17714004,1,17714,1,1,257,wac_birthday_idle_smile,102011
"","","",17714005,"",17714,100411,13,"","",300
"","","",17714006,"",17714,103611,13,"","",300
0,0,1,17714007,"",17714,501,31,0,"",501
0,1,1,17714008,"",17714,600,31,0,"",600
0,0,1,17714009,"",17714,602,31,0,"",602
0,0,1,17714010,"",17714,603,31,0,"",603
60,1,1,17714011,"",17714,604,31,30,"",604
0,1,1,17714012,"",17714,613,31,0,"",613
0,0,1,17714013,"",17714,700,31,0,"",700
0,0,1,17714014,"",17714,701,31,0,"",701
0,0,1,17714015,"",17714,702,31,0,"",702
0,0,1,17714016,"",17714,800,31,0,"",800
60,1,1,17714017,"",17714,922,31,30,"",922
"","","",17714018,"",17714,1,93,"","",""
wac_birthday_reaction_03,0.2,1,17714019,0.2,17714,102011,3,0,"",wac_birthday_reaction_01
"","","",17714020,"",17714,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,17714021,0.2,17714,103611,3,0,"",wac_birthday_reaction_01
"","","",17714022,"",17714,0.3,93,"","",""
"",0.2,"",17714023,"",17714,100411,3,1,"",wac_birthday_run_01
3,"","",17714024,"",17714,100411,2,-70,"",0
"","","",17714025,"",17714,2.5,93,"","",""
"","","",17714026,"",17714,602,32,"","",1
"","","",17714027,"",17714,0.6,93,"","",""
"","","",17714028,"",17714,501,32,"","",1
"","","",17714029,"",17714,600,32,"","",0
"","","",17714030,"",17714,613,32,"","",0
"","","",17714031,"",17714,604,32,"","",0
"","","",17714032,"",17714,701,32,"","",1
0.01,"","",17714033,"",17714,922,33,0,"",0
wac_birthday_wish_02,0.2,1,17714034,0.2,17714,100411,3,0,"",wac_birthday_blowout_01
0.01,"","",17714035,"",17714,100411,2,-330,"",-200
"",0.2,"",17714036,"",17714,103611,3,1,"",wac_birthday_idle_doya
0.01,"","",17714037,"",17714,103611,2,-320,"",180
"",0.2,"",17714038,"",17714,102011,3,1,"",wac_birthday_idle_smile
0.01,"","",17714039,"",17714,102011,2,-340,"",320
"","","",17714040,"",17714,0,93,"","",""
"","","",17714041,"",17714,800,32,"","",1
"","","",17714042,"",17714,0.7,93,"","",""
"","","",17714043,"",17714,702,32,"","",1
"","","",17714044,"",17714,0.5,93,"","",""
"","","",17714045,"",17714,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",17714046,"",17714,701,32,"","",0
"","","",17714047,"",17714,0.4,93,"","",""
"","","",17714048,"",17714,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",17714049,"",17714,700,32,"","",1
"","","",17714050,"",17714,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_doya,0.2,1,17714051,0.2,17714,103611,3,0,"",wac_birthday_clap
"","","",17714052,"",17714,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,17714053,0.2,17714,102011,3,0,"",wac_birthday_clap
"","","",17714054,"",17714,2,93,"","",""
"","","",17714055,"",17714,1,131,"","",""
0,"","",17714056,"",17714,vo_wac_17714,21,0,"",vo_wac_17714_000
1,0,1,17714057,0,17714,100411,11,10,0.5,"어라, 이 케이크는……?\n혹시 미소기의 생일을\n축하해 주는 거야!?"
"","","",17714058,"",17714,0,91,"","",""
"",0.2,"",17714059,"",17714,100411,3,1,"",wac_birthday_idle_smile
"",0.2,"",17714060,"",17714,103611,3,1,"",wac_birthday_kyoka_talk_wish
0,"","",17714061,"",17714,vo_wac_17714,21,0,"",vo_wac_17714_001
1,0,1,17714062,0,17714,103611,11,10,0.5,"맞아.\n생일 축하해, 미소기♪\n미미랑 둘이 직접 만들었어!\n잔뜩 먹어!"
"","","",17714063,"",17714,0,91,"","",""
"",0.2,"",17714064,"",17714,103611,3,1,"",wac_birthday_idle_wish
"",0.2,"",17714065,"",17714,100411,3,1,"",wac_birthday_talk_normal
0,"","",17714066,"",17714,vo_wac_17714,21,0,"",vo_wac_17714_002
1,0,1,17714067,0,17714,100411,11,10,0.5,"야호~ 고마워~!\n그나저나 크네~……\n옮기기 힘들지 않았어?"
"","","",17714068,"",17714,0,91,"","",""
"",0.2,"",17714069,"",17714,100411,3,1,"",wac_birthday_idle_normal
"",0.2,"",17714070,"",17714,102011,3,1,"",wac_birthday_talk_smile
0,"","",17714071,"",17714,vo_wac_17714,21,0,"",vo_wac_17714_003
1,0,1,17714072,0,17714,102011,11,10,0.5,"실은 우리끼리만 옮긴 게 아니라.\n오빠도 도와줬어~♪"
"","","",17714073,"",17714,0,91,"","",""
"",0.2,"",17714074,"",17714,102011,3,1,"",wac_birthday_idle_smile
"",0.2,"",17714075,"",17714,100411,3,1,"",wac_birthday_talk_kyapi
0,"","",17714076,"",17714,vo_wac_17714,21,0,"",vo_wac_17714_004
1,0,1,17714077,0,17714,100411,11,10,0.5,"그렇구나~ 에헤헤~♪\n오빠, 항상 고마워!\n다음에 새로운 장난이 떠오르면\n가장 먼저 오빠한테 가르쳐 줄게!"
"","","",17714078,"",17714,0,91,"","",""
"","","",17714079,"",17714,0,22,"","",""
"","","",17814001,"",17814,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,17814002,0,17814,1,1,250,wac_birthday_idle_normal,103711
200,2,-270,17814003,1,17814,1,1,256,wac_birthday_idle_doya,104711
320,2,-310,17814004,1,17814,1,1,258,wac_birthday_idle_smile,100511
450,2,-290,17814005,1,17814,1,1,257,wac_birthday_idle_normal,107111
"","","",17814006,"",17814,103711,13,"","",300
"","","",17814007,"",17814,104711,13,"","",300
"","","",17814008,"",17814,100511,13,"","",300
"","","",17814009,"",17814,107111,13,"","",300
0,0,1,17814010,"",17814,501,31,0,"",501
0,1,1,17814011,"",17814,600,31,0,"",600
0,0,1,17814012,"",17814,602,31,0,"",602
0,0,1,17814013,"",17814,603,31,0,"",603
60,1,1,17814014,"",17814,604,31,30,"",604
0,1,1,17814015,"",17814,613,31,0,"",613
0,0,1,17814016,"",17814,700,31,0,"",700
0,0,1,17814017,"",17814,701,31,0,"",701
0,0,1,17814018,"",17814,702,31,0,"",702
0,0,1,17814019,"",17814,800,31,0,"",800
60,1,1,17814020,"",17814,923,31,30,"",923
"","","",17814021,"",17814,1,93,"","",""
wac_birthday_reaction_03,0.2,1,17814022,0.2,17814,100511,3,0,"",wac_birthday_reaction_02
"","","",17814023,"",17814,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,17814024,0.2,17814,104711,3,0,"",wac_birthday_reaction_05
wac_birthday_reaction_04,0.2,1,17814025,0.2,17814,107111,3,0,"",wac_birthday_reaction_01
"","","",17814026,"",17814,0.3,93,"","",""
"",0.2,"",17814027,"",17814,103711,3,1,"",wac_birthday_run_01
3,"","",17814028,"",17814,103711,2,-70,"",0
"","","",17814029,"",17814,2.5,93,"","",""
"","","",17814030,"",17814,602,32,"","",1
"","","",17814031,"",17814,0.6,93,"","",""
"","","",17814032,"",17814,501,32,"","",1
"","","",17814033,"",17814,600,32,"","",0
"","","",17814034,"",17814,613,32,"","",0
"","","",17814035,"",17814,604,32,"","",0
"","","",17814036,"",17814,701,32,"","",1
0.01,"","",17814037,"",17814,923,33,0,"",0
wac_birthday_wish_01,0.2,1,17814038,0.2,17814,103711,3,0,"",wac_birthday_blowout_01
0.01,"","",17814039,"",17814,103711,2,-330,"",-200
"",0.2,"",17814040,"",17814,104711,3,1,"",wac_birthday_idle_doya
0.01,"","",17814041,"",17814,104711,2,-320,"",180
"",0.2,"",17814042,"",17814,100511,3,1,"",wac_birthday_idle_smile
0.01,"","",17814043,"",17814,100511,2,-360,"",300
"",0.2,"",17814044,"",17814,107111,3,1,"",wac_birthday_idle_normal
0.01,"","",17814045,"",17814,107111,2,-340,"",430
"","","",17814046,"",17814,0,93,"","",""
"","","",17814047,"",17814,800,32,"","",1
"","","",17814048,"",17814,0.7,93,"","",""
"","","",17814049,"",17814,702,32,"","",1
"","","",17814050,"",17814,0.5,93,"","",""
"","","",17814051,"",17814,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",17814052,"",17814,701,32,"","",0
"","","",17814053,"",17814,0.4,93,"","",""
"","","",17814054,"",17814,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",17814055,"",17814,700,32,"","",1
"","","",17814056,"",17814,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_doya,0.2,1,17814057,0.2,17814,104711,3,0,"",wac_birthday_clap
"","","",17814058,"",17814,0.1,93,"","",""
wac_birthday_idle_smile,0.2,1,17814059,0.2,17814,100511,3,0,"",wac_birthday_clap
"","","",17814060,"",17814,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,17814061,0.2,17814,107111,3,0,"",wac_birthday_clap
"","","",17814062,"",17814,2,93,"","",""
"","","",17814063,"",17814,1,131,"","",""
0,"","",17814064,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_000
1,0,1,17814065,0,17814,103711,11,10,0.5,"으음, 확인 삼아 말하는 건데.\n혹시, 혹시나 할 것도 없이,\n제 생일 케이크가\n맞나요?"
"","","",17814066,"",17814,0,91,"","",""
"",0.2,"",17814067,"",17814,103711,3,1,"",wac_birthday_idle_smile
"",0.2,"",17814068,"",17814,104711,3,1,"",wac_birthday_talk_normal
0,"","",17814069,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_001
1,0,1,17814070,0,17814,104711,11,10,0.5,"그래, 맞아.\n【왕궁기사단(NIGHTMARE)】\n과 소년이, 또 하나 성장한\n토모에게 주는 선물이야."
"","","",17814071,"",17814,0,91,"","",""
"",0.2,"",17814072,"",17814,104711,3,1,"",wac_birthday_idle_normal
"",0.2,"",17814073,"",17814,100511,3,1,"",wac_birthday_talk_smile
0,"","",17814074,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_002
1,0,1,17814075,0,17814,100511,11,10,0.5,"생일, 축하함다!\n이야~ 저도 얼른 생일을 맞이해서\n쥰 씨와 토모 언니 같은\n어른이 되고 싶슴다!"
"","","",17814076,"",17814,0,91,"","",""
"",0.2,"",17814077,"",17814,100511,3,1,"",wac_birthday_idle_smile
"",0.2,"",17814078,"",17814,103711,3,1,"",wac_birthday_talk_smile
0,"","",17814079,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_003
1,0,1,17814080,0,17814,103711,11,10,0.5,"아하하, 고마워.\n나는 어른이라고 불리기에는\n너무 이른 것 같기도 하지만.\n아직 성인조차 되지 않았고."
"","","",17814081,"",17814,0,91,"","",""
"",0.2,"",17814082,"",17814,103711,3,1,"",wac_birthday_idle_smile
"",0.2,"",17814083,"",17814,107111,3,1,"",wac_birthday_christina_talk_doya
0,"","",17814084,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_004
1,0,1,17814085,0,17814,107111,11,10,0.5,"……왜 거기서 나를 보지?\n말해두겠는데, 언젠가 너희도 전원,\n지금의 나와 같은 나이가 되는 날이 올 거다.\n그때를 한껏 기대하며 기다리도록 해."
"","","",17814086,"",17814,0,91,"","",""
"",0.2,"",17814087,"",17814,107111,3,1,"",wac_birthday_christina_idle_doya
"",0.2,"",17814088,"",17814,103711,3,1,"",wac_birthday_talk_smile
0,"","",17814089,"",17814,vo_wac_17814,21,0,"",vo_wac_17814_005
1,0,1,17814090,0,17814,103711,11,10,0.5,"이거 이거, 실례했네요♪\n……당신도 오늘은 고마워.\n기념적인 날에 곁에 있어 줘서\n정말로 기뻐♪"
"","","",17814091,"",17814,0,91,"","",""
"","","",17814092,"",17814,0,22,"","",""
"","","",17824001,"",17824,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,17824002,0,17824,1,1,250,wac_birthday_idle_normal,106111
310,2,-290,17824003,1,17824,1,1,256,wac_birthday_idle_doya,107111
"","","",17824004,"",17824,106111,13,"","",300
"","","",17824005,"",17824,107111,13,"","",300
0,0,1,17824006,"",17824,501,31,0,"",501
0,1,1,17824007,"",17824,601,31,0,"",601
0,0,1,17824008,"",17824,602,31,0,"",602
0,0,1,17824009,"",17824,603,31,0,"",603
60,1,1,17824010,"",17824,604,31,30,"",604
0,1,1,17824011,"",17824,613,31,0,"",613
0,0,1,17824012,"",17824,700,31,0,"",700
0,0,1,17824013,"",17824,701,31,0,"",701
0,0,1,17824014,"",17824,702,31,0,"",702
0,0,1,17824015,"",17824,800,31,0,"",800
60,1,1,17824016,"",17824,924,31,30,"",924
"","","",17824017,"",17824,1,93,"","",""
wac_birthday_reaction_04,0.2,1,17824018,0.2,17824,107111,3,0,"",wac_birthday_reaction_01
"","","",17824019,"",17824,0.4,93,"","",""
"",0.2,"",17824020,"",17824,106111,3,1,"",wac_birthday_run_01
3,"","",17824021,"",17824,106111,2,-70,"",0
"","","",17824022,"",17824,2.5,93,"","",""
"","","",17824023,"",17824,602,32,"","",1
"","","",17824024,"",17824,0.6,93,"","",""
"","","",17824025,"",17824,501,32,"","",1
"","","",17824026,"",17824,601,32,"","",0
"","","",17824027,"",17824,613,32,"","",0
"","","",17824028,"",17824,604,32,"","",0
"","","",17824029,"",17824,701,32,"","",1
0.01,"","",17824030,"",17824,924,33,0,"",0
wac_birthday_wish_02,0.2,1,17824031,0.2,17824,106111,3,0,"",wac_birthday_blowout_01
0.01,"","",17824032,"",17824,106111,2,-330,"",-200
"",0.2,"",17824033,"",17824,107111,3,1,"",wac_birthday_idle_doya
0.01,"","",17824034,"",17824,107111,2,-330,"",200
"","","",17824035,"",17824,0,93,"","",""
"","","",17824036,"",17824,800,32,"","",1
"","","",17824037,"",17824,0.7,93,"","",""
"","","",17824038,"",17824,702,32,"","",1
"","","",17824039,"",17824,0.5,93,"","",""
"","","",17824040,"",17824,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",17824041,"",17824,701,32,"","",0
"","","",17824042,"",17824,0.4,93,"","",""
"","","",17824043,"",17824,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",17824044,"",17824,700,32,"","",1
"","","",17824045,"",17824,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_doya,0.2,1,17824046,0.2,17824,107111,3,0,"",wac_birthday_clap
"","","",17824047,"",17824,2.1,93,"","",""
"","","",17824048,"",17824,1,131,"","",""
0,"","",17824049,"",17824,vo_wac_17824,21,0,"",vo_wac_17824_000
1,0,1,17824050,0,17824,106111,11,10,0.5,"으음…… 뭐라고 해야 하나.\n크리스티나가 나를 위해서\n케이크를 준비해 주다니.\n무슨 바람이 분 거야?"
"","","",17824051,"",17824,0,91,"","",""
"",0.2,"",17824052,"",17824,106111,3,1,"",wac_birthday_idle_smile
"",0.2,"",17824053,"",17824,107111,3,1,"",wac_birthday_talk_doya
0,"","",17824054,"",17824,vo_wac_17824,21,0,"",vo_wac_17824_001
1,0,1,17824055,0,17824,107111,11,10,0.5,"꼬맹이가 상담했거든,\n네 생일을 축하하고 싶다고.\n오쿠토 꼬맹이는 없지만……\n내가 있잖아, 지루하진 않을 거다☆"
"","","",17824056,"",17824,0,91,"","",""
"",0.2,"",17824057,"",17824,107111,3,1,"",wac_birthday_idle_doya
"",0.2,"",17824058,"",17824,106111,3,1,"",wac_birthday_talk_smile
0,"","",17824059,"",17824,vo_wac_17824,21,0,"",vo_wac_17824_002
1,0,1,17824060,0,17824,106111,11,10,0.5,"둘 다…… 정말로 고마워!\n그렇다면 나도 대악당답게\n호쾌하고 화려하게 마음대로\n즐겨줄게!"
"","","",17824061,"",17824,0,91,"","",""
"",0.2,"",17824062,"",17824,106111,3,1,"",wac_birthday_talk_doya
0,"","",17824063,"",17824,vo_wac_17824,21,0,"",vo_wac_17824_003
1,0,1,17824064,0,17824,106111,11,10,0.5,"그리고 언젠가 오늘 일을\n오쿠토 녀석에게 자랑할 거야!\n어때, 엄~청 나쁘지!\n분명 분해 할 거야♪"
"","","",17824065,"",17824,0,91,"","",""
"","","",17824066,"",17824,0,22,"","",""
"","","",18114001,"",18114,bgm_M321,25,"","",bgm_M321_2C
-1000,2,-70,18114002,0,18114,1,1,250,wac_birthday_idle_normal,101811
230,2,-270,18114003,1,18114,1,1,256,wac_birthday_idle_normal,105011
410,2,-310,18114004,1,18114,1,1,257,wac_birthday_idle_normal,101611
"","","",18114005,"",18114,101811,13,"","",300
"","","",18114006,"",18114,105011,13,"","",300
"","","",18114007,"",18114,101611,13,"","",300
0,0,1,18114008,"",18114,501,31,0,"",501
0,1,1,18114009,"",18114,600,31,0,"",600
0,0,1,18114010,"",18114,602,31,0,"",602
0,0,1,18114011,"",18114,603,31,0,"",603
60,1,1,18114012,"",18114,604,31,30,"",604
0,1,1,18114013,"",18114,613,31,0,"",613
0,0,1,18114014,"",18114,700,31,0,"",700
0,0,1,18114015,"",18114,701,31,0,"",701
0,0,1,18114016,"",18114,702,31,0,"",702
0,0,1,18114017,"",18114,800,31,0,"",800
60,1,1,18114018,"",18114,925,31,30,"",925
"","","",18114019,"",18114,1,93,"","",""
wac_birthday_reaction_03,0.2,1,18114020,0.2,18114,101611,3,0,"",wac_birthday_reaction_02
"","","",18114021,"",18114,0.1,93,"","",""
wac_birthday_reaction_03,0.2,1,18114022,0.2,18114,105011,3,0,"",wac_birthday_reaction_01
"","","",18114023,"",18114,0.3,93,"","",""
"",0.2,"",18114024,"",18114,101811,3,1,"",wac_birthday_run_01
3,"","",18114025,"",18114,101811,2,-70,"",0
"","","",18114026,"",18114,2.5,93,"","",""
"","","",18114027,"",18114,602,32,"","",1
"","","",18114028,"",18114,0.6,93,"","",""
"","","",18114029,"",18114,501,32,"","",1
"","","",18114030,"",18114,600,32,"","",0
"","","",18114031,"",18114,613,32,"","",0
"","","",18114032,"",18114,604,32,"","",0
"","","",18114033,"",18114,701,32,"","",1
0.01,"","",18114034,"",18114,925,33,0,"",0
wac_birthday_wish_04,0.2,1,18114035,0.2,18114,101811,3,0,"",wac_birthday_blowout_03
0.01,"","",18114036,"",18114,101811,2,-330,"",-200
"",0.2,"",18114037,"",18114,105011,3,1,"",wac_birthday_idle_normal
0.01,"","",18114038,"",18114,105011,2,-320,"",180
"",0.2,"",18114039,"",18114,101611,3,1,"",wac_birthday_idle_normal
0.01,"","",18114040,"",18114,101611,2,-340,"",320
"","","",18114041,"",18114,0,93,"","",""
"","","",18114042,"",18114,800,32,"","",1
"","","",18114043,"",18114,0.7,93,"","",""
"","","",18114044,"",18114,702,32,"","",1
"","","",18114045,"",18114,0.5,93,"","",""
"","","",18114046,"",18114,se_common,23,0,"",se_sys_login_birthday_blow_candle
"","","",18114047,"",18114,701,32,"","",0
"","","",18114048,"",18114,0.4,93,"","",""
"","","",18114049,"",18114,se_common,23,0,"",se_sys_login_birthday_cracker
"","","",18114050,"",18114,700,32,"","",1
"","","",18114051,"",18114,se_common,23,0,"",se_sys_login_birthday_calendar_applause
wac_birthday_idle_normal,0.2,1,18114052,0.2,18114,105011,3,0,"",wac_birthday_clap
"","","",18114053,"",18114,0.1,93,"","",""
wac_birthday_idle_normal,0.2,1,18114054,0.2,18114,101611,3,0,"",wac_birthday_clap
"","","",18114055,"",18114,2,93,"","",""
"","","",18114056,"",18114,1,131,"","",""
0,"","",18114057,"",18114,vo_wac_18114,21,0,"",vo_wac_18114_000
