position_x,cursor_position,quest_detail_bg_id,result_boss_position_y,battle_report_monster_size,background,map_position_y,quest_detail_monster_height,position_y,quest_detail_monster_size,clan_battle_id,tap_height_ratio,tap_width_ratio,boss_thumb_id,scale_ratio,battle_report_monster_height,quest_detail_bg_position,order_num,wave_bgm,difficulty,boss_id,map_position_x
-10,200,101171,150,0.55,101171,0,-50,0,0.9,1041,1.4,1.0,3,0.6,-60,-30,3,bgm_M64,1,10410103,-13
190,200,101171,100,1.0,101171,0,0,-110,1.2,1041,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10410104,0
475,250,101172,200,1.0,101172,10,-50,-30,1.45,1041,1.0,1.0,5,1.0,0,-30,5,bgm_M55,1,10410105,-20
-480,210,101191,100,0.7,101191,10,0,-120,0.8,1042,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10420101,0
-260,200,101191,100,1.0,101191,10,0,-100,1.2,1042,1.0,1.0,2,0.8,0,-30,2,bgm_M64,1,10420102,0
-10,200,101451,100,1.0,101191,0,-30,65,1.4,1042,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10420103,-15
190,200,101191,100,1.0,101191,0,0,-110,1.1,1042,1.0,1.0,4,0.65,0,-30,4,bgm_M64,1,10420104,0
485,280,101192,200,1.0,101192,-10,-50,-70,1.3,1042,1.2,1.0,5,1.1,-45,-30,5,bgm_M55,1,10420105,0
-480,210,101201,100,0.85,101201,10,0,-120,0.8,1043,1.0,1.0,1,0.6,0,-30,1,bgm_M64,1,10430101,0
-260,240,101201,100,1.1,101201,10,0,-120,1.2,1043,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10430102,0
-10,200,101201,100,1.0,101201,0,0,65,1.1,1043,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10430103,-15
190,200,101201,100,1.0,101201,0,43,-110,1.0,1043,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10430104,0
475,250,101202,100,1.0,101202,10,-50,-30,1.45,1043,1.0,1.0,5,1.0,-45,-30,5,bgm_M55,1,10430105,-20
-480,210,101291,100,0.85,101291,10,0,-120,0.8,1044,1.0,1.0,1,0.6,0,-30,1,bgm_M64,1,10440101,0
-260,240,101291,100,1.1,101291,10,0,-120,1.2,1044,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10440102,0
-40,200,101291,100,2.2,101291,0,0,65,2.3,1044,1.0,1.0,3,1.55,-10,-30,3,bgm_M64,1,10440103,-15
150,200,101291,100,1.0,101291,0,0,-110,1.2,1044,1.0,1.0,4,1.1,0,-30,4,bgm_M64,1,10440104,0
490,230,101292,100,1.0,101292,30,15,-15,1.45,1044,1.0,1.0,5,1.1,30,-30,5,bgm_M55,1,10440105,-20
-480,210,101301,100,0.7,101301,10,0,-120,0.8,1045,1.0,1.0,1,0.58,-30,-30,1,bgm_M64,1,10450101,0
-260,200,101301,100,1.0,101301,10,0,-120,1.2,1045,1.0,1.0,2,0.9,0,-30,2,bgm_M64,1,10450102,0
-50,200,101301,200,1.0,101301,-10,-30,100,1.4,1045,1.0,1.0,3,0.93,-10,-30,3,bgm_M64,1,10450103,0
100,200,101301,100,1.0,101301,0,15,-100,1.3,1045,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10450104,0
470,270,101302,100,1.1,101302,10,-15,-55,1.2,1045,1.0,1.0,5,1.0,-30,-30,5,bgm_M55,1,10450105,-20
-450,210,101161,100,0.85,101441,10,0,-130,0.8,1046,1.0,1.0,1,0.575,0,-30,1,bgm_M64,1,10460101,0
-250,200,101161,200,0.7,101441,10,0,-120,1.0,1046,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10460102,0
-10,200,101161,100,1.1,101441,0,0,50,1.2,1046,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10460103,-15
210,200,101161,150,1.0,101441,0,43,-100,1.0,1046,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10460104,0
470,230,101162,100,1.1,101442,10,-35,-70,1.2,1046,1.0,1.0,5,0.95,-30,-30,5,bgm_M55,1,10460105,-20
-450,210,101451,100,0.7,101451,10,0,-130,0.8,1047,1.0,1.0,1,0.58,-30,-30,1,bgm_M64,1,10470101,0
-250,200,101451,100,1.0,101451,10,0,-120,1.2,1047,1.0,1.0,2,0.9,0,-30,2,bgm_M64,1,10470102,0
-20,200,101451,100,1.0,101451,0,-30,50,1.4,1047,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10470103,-15
200,200,101451,100,0.85,101451,0,0,-100,1.0,1047,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10470104,0
510,290,101452,100,1.4,101452,0,-35,-70,1.55,1047,1.2,1.0,5,1.25,-50,-30,5,bgm_M55,1,10470105,0
-450,210,101451,100,0.7,101561,10,0,-130,0.8,1048,1.0,1.0,1,0.58,-30,-30,1,bgm_M64,1,10480101,0
-240,240,101451,100,1.1,101561,0,0,-120,1.2,1048,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10480102,0
-10,200,101451,150,0.55,101561,0,-50,0,0.9,1048,1.4,1.0,3,0.6,-60,-30,3,bgm_M64,1,10480103,-13
195,200,101451,100,1.0,101561,0,20,-100,1.1,1048,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10480104,0
460,290,101452,400,1.35,101562,0,-60,-70,1.55,1048,1.4,1.0,5,1.25,-50,-30,5,bgm_M55,1,10480105,0
-480,210,101001,100,0.7,101001,10,0,-120,0.8,1049,1.0,1.0,1,0.58,-30,-30,1,bgm_M64,1,10490101,0
-270,200,101001,100,1.1,101001,10,0,-120,1.2,1049,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10490102,0
-25,200,101001,200,1.0,101001,0,-30,65,1.4,1049,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10490103,-15
200,200,101001,150,1.0,101001,0,-30,-120,1.1,1049,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10490104,0
480,250,101011,200,1.0,101011,0,0,-40,1.3,1049,1.2,1.0,5,1.2,0,-30,5,bgm_M55,1,10490105,0
-450,210,101021,170,0.9,101021,10,-25,-110,1.0,1050,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10500101,0
-240,240,101021,100,1.1,101021,0,0,-120,1.2,1050,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10500102,0
-10,200,101021,100,0.8,101021,5,0,65,0.9,1050,1.0,1.0,3,0.6,-10,-30,3,bgm_M64,1,10500103,-5
190,200,101021,100,1.0,101021,0,0,-110,1.1,1050,1.0,1.0,4,0.65,0,-30,4,bgm_M64,1,10500104,0
440,220,101031,200,1.6,101031,0,0,0,1.8,1050,1.0,1.0,5,1.4,0,-30,5,bgm_M55,1,10500105,0
-450,210,101041,100,0.7,101041,10,0,-130,0.8,1051,1.0,1.0,1,0.58,-30,-30,1,bgm_M64,1,10510101,0
-250,200,101041,200,0.7,101041,10,0,-120,1.0,1051,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10510102,0
-35,200,101041,100,1.0,101041,10,-10,70,1.3,1051,1.0,1.0,3,0.75,-10,-30,3,bgm_M64,1,10510103,-15
150,200,101041,100,1.0,101041,0,0,-110,1.4,1051,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10510104,0
450,210,101042,150,1.35,101042,0,-50,-55,1.8,1051,1.0,1.3,5,1.1,0,-30,5,bgm_M55,1,10510105,0
-480,210,101161,250,0.7,101161,10,0,-120,0.8,1052,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10520101,0
-260,240,101161,100,1.1,101161,0,0,-100,1.2,1052,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10520102,0
-10,200,101161,100,1.0,101161,5,0,65,1.1,1052,1.0,1.0,3,0.65,-10,-30,3,bgm_M64,1,10520103,-5
240,200,101161,100,1.0,101161,0,-30,-50,1.3,1052,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10520104,0
485,280,101162,270,1.0,101162,-10,-50,-70,1.15,1052,1.0,1.3,5,0.9,-45,-30,5,bgm_M55,1,10520105,-40
-480,210,101171,120,0.85,101171,10,0,-120,0.8,1053,1.0,1.0,1,0.5,0,-30,1,bgm_M64,1,10530101,0
-270,200,101171,100,1.1,101171,10,0,-120,1.2,1053,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10530102,0
-25,200,101171,100,2.2,101171,0,0,65,2.3,1053,1.0,1.0,3,1.55,-10,-30,3,bgm_M64,1,10530103,-15
200,200,101171,100,1.0,101171,0,-30,-100,1.5,1053,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10530104,0
475,250,101172,200,1.0,101172,10,-50,-30,1.45,1053,1.0,1.0,5,1.0,0,-30,5,bgm_M55,1,10530105,-20
-450,210,101191,170,0.9,101191,10,-25,-110,1.0,1054,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10540101,0
-250,200,101191,200,0.7,101191,10,0,-120,1.0,1054,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10540102,0
-10,200,101191,100,1.1,101191,0,0,50,1.2,1054,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10540103,-15
190,200,101191,200,1.0,101191,0,0,-90,1.5,1054,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10540104,0
485,280,101192,200,1.0,101192,-10,-50,-70,1.3,1054,1.2,1.0,5,1.1,-45,-30,5,bgm_M55,1,10540105,0
-480,210,101201,120,0.85,101201,10,0,-120,0.8,1055,1.0,1.0,1,0.5,0,-30,1,bgm_M64,1,10550101,0
-250,240,101201,250,1.0,101201,0,-30,-120,1.0,1055,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10550102,0
-10,200,101201,100,1.0,101201,0,0,65,1.1,1055,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10550103,-15
190,200,101201,100,1.0,101201,0,43,-110,1.0,1055,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10550104,0
475,250,101202,100,1.0,101202,10,-50,-30,1.45,1055,1.0,1.0,5,1.0,-45,-30,5,bgm_M55,1,10550105,-20
-480,210,101291,250,0.7,101291,10,0,-120,0.8,1056,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10560101,0
-260,240,101291,100,1.1,101291,0,0,-100,1.2,1056,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10560102,0
-35,200,101291,100,1.0,101291,0,-30,50,1.4,1056,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10560103,-15
190,200,101291,150,1.0,101291,0,-30,-120,1.1,1056,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10560104,0
490,230,101292,100,1.0,101292,30,15,-15,1.45,1056,1.0,1.0,5,1.1,30,-30,5,bgm_M55,1,10560105,-20
-450,210,101301,170,0.9,101301,10,-25,-110,1.0,1057,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10570101,0
-270,200,101301,100,1.1,101301,10,0,-120,1.2,1057,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10570102,0
-50,200,101301,200,1.0,101301,-10,-30,100,1.4,1057,1.0,1.0,3,0.93,-10,-30,3,bgm_M64,1,10570103,0
190,200,101301,100,1.0,101301,0,0,-110,1.2,1057,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10570104,0
470,270,101302,100,1.1,101302,10,-15,-55,1.2,1057,1.0,1.0,5,1.0,-30,-30,5,bgm_M55,1,10570105,-20
-480,210,101441,250,0.7,101441,10,0,-120,0.8,1058,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10580101,0
-250,240,101441,250,1.0,101441,0,-30,-120,1.0,1058,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10580102,0
-5,200,101441,100,1.0,101441,10,-10,70,1.3,1058,1.0,1.0,3,0.75,-10,-30,3,bgm_M64,1,10580103,-15
210,200,101441,100,1.0,101441,10,20,-100,1.1,1058,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10580104,0
470,230,101442,100,1.1,101442,10,-35,-70,1.2,1058,1.0,1.0,5,0.95,-30,-30,5,bgm_M55,1,10580105,-20
-450,210,101451,170,0.9,101451,10,-25,-110,1.0,1059,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10590101,0
-250,200,101451,200,0.7,101451,10,0,-120,1.0,1059,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10590102,0
-10,200,101451,150,0.55,101451,0,-50,0,0.9,1059,1.4,1.0,3,0.6,-60,-30,3,bgm_M64,1,10590103,-13
200,200,101451,100,0.7,101451,0,0,-120,1.0,1059,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10590104,0
510,290,101452,100,1.4,101452,0,-35,-70,1.55,1059,1.2,1.0,5,1.25,-50,-30,5,bgm_M55,1,10590105,0
-480,210,101561,120,0.85,101561,10,0,-120,0.8,1060,1.0,1.0,1,0.5,0,-30,1,bgm_M64,1,10600101,0
-270,200,101561,100,1.1,101561,10,0,-120,1.2,1060,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10600102,0
-25,200,101561,200,1.0,101561,0,-30,65,1.4,1060,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10600103,-15
190,200,101561,100,1.0,101561,0,0,-110,1.1,1060,1.0,1.0,4,0.65,0,-30,4,bgm_M64,1,10600104,0
460,290,101562,400,1.35,101562,0,-60,-70,1.55,1060,1.4,1.0,5,1.25,-50,-30,5,bgm_M55,1,10600105,0
-480,210,101001,250,0.7,101001,10,0,-120,0.8,1061,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10610101,0
-260,240,101001,100,1.1,101001,0,0,-100,1.2,1061,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10610102,0
-10,200,101001,100,1.0,101001,0,-30,65,1.4,1061,1.0,1.0,3,1.0,-10,-30,3,bgm_M64,1,10610103,-15
200,200,101001,100,1.0,101001,0,0,-110,1.4,1061,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10610104,0
480,250,101011,200,1.0,101011,0,0,-40,1.3,1061,1.2,1.0,5,1.2,0,-30,5,bgm_M55,1,10610105,0
-480,210,101021,120,0.85,101021,10,0,-120,0.8,1063,1.0,1.0,1,0.5,0,-30,1,bgm_M64,1,10630101,0
-250,240,101021,250,1.0,101021,0,-30,-120,1.0,1063,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10630102,0
-10,200,101021,100,1.0,101021,0,0,70,1.3,1063,1.0,1.0,3,0.9,0,-30,3,bgm_M64,1,10630103,0
240,200,101021,100,1.0,101021,0,-30,-70,1.2,1063,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10630104,0
470,220,101031,200,1.6,101031,0,0,0,1.8,1063,1.0,1.0,5,1.4,0,-30,5,bgm_M55,1,10630105,0
-450,210,101041,170,0.9,101041,10,-25,-110,1.0,1064,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10640101,0
-250,200,101041,200,0.7,101041,10,0,-120,1.0,1064,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10640102,0
-10,200,101041,100,1.0,101041,0,0,65,1.1,1064,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10640103,-15
200,200,101041,100,1.0,101041,0,-30,-100,1.5,1064,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10640104,0
450,210,101042,150,1.35,101042,0,-50,-55,1.8,1064,1.0,1.3,5,1.1,0,-30,5,bgm_M55,1,10640105,0
-480,210,101161,250,0.7,101161,10,0,-120,0.8,1065,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10650101,0
-260,240,101161,100,1.1,101161,0,0,-100,1.2,1065,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10650102,0
-10,200,101161,100,1.0,101161,5,0,65,1.1,1065,1.0,1.0,3,0.65,-10,-30,3,bgm_M64,1,10650103,-5
200,200,101161,100,0.85,101161,0,0,-100,1.0,1065,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10650104,0
485,280,101162,270,1.0,101162,-10,-50,-70,1.15,1065,1.0,1.3,5,0.9,-45,-30,5,bgm_M55,1,10650105,-40
-480,210,101171,120,0.85,101171,10,0,-120,0.8,1066,1.0,1.0,1,0.5,0,-30,1,bgm_M64,1,10660101,0
-250,240,101171,250,1.0,101171,0,-30,-120,1.0,1066,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10660102,0
0,200,101171,100,1.1,101171,0,0,65,1.15,1066,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10660103,-10
230,200,101171,100,1.3,101171,0,0,5,1.35,1066,1.0,1.0,4,0.9,-10,-30,4,bgm_M64,1,10660104,0
475,250,101172,200,1.0,101172,10,-50,-30,1.45,1066,1.0,1.0,5,1.0,0,-30,5,bgm_M55,1,10660105,-20
-480,210,101191,250,0.7,101191,10,0,-50,0.8,1067,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10670101,0
-270,200,101191,100,1.1,101191,10,0,-120,1.2,1067,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10670102,0
-20,200,101191,100,1.0,101191,0,-30,50,1.4,1067,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10670103,-15
200,200,101191,200,1.0,101191,0,0,-90,1.5,1067,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10670104,0
485,280,101192,200,1.0,101192,-10,-50,-70,1.3,1067,1.2,1.0,5,1.1,-45,-30,5,bgm_M55,1,10670105,0
-470,210,101201,100,1.1,101201,10,20,0,1.45,1068,1.0,1.0,1,0.8,0,-30,1,bgm_M64,1,10680101,0
-250,200,101201,200,0.7,101201,10,0,-120,1.0,1068,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10680102,0
-5,200,101201,100,1.0,101201,10,-10,70,1.3,1068,1.0,1.0,3,0.75,-10,-30,3,bgm_M64,1,10680103,-15
190,200,101201,100,1.0,101201,0,43,-110,1.0,1068,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10680104,0
475,250,101202,100,1.0,101202,10,-50,-30,1.45,1068,1.0,1.0,5,1.0,-45,-30,5,bgm_M55,1,10680105,-20
-450,210,101291,170,0.9,101291,10,-25,-110,1.0,1069,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10690101,0
-225,240,101291,100,1.1,101291,0,0,-25,1.2,1069,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10690102,0
0,200,101291,100,2.2,101291,0,0,65,2.3,1069,1.0,1.0,3,1.55,-10,-30,3,bgm_M64,1,10690103,-15
190,200,101291,100,1.0,101291,0,0,-110,1.1,1069,1.0,1.0,4,0.65,0,-30,4,bgm_M64,1,10690104,0
490,230,101292,100,1.0,101292,30,15,-15,1.45,1069,1.0,1.0,5,1.1,30,-30,5,bgm_M55,1,10690105,-20
-480,210,101301,250,0.7,101301,10,0,-50,0.8,1070,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10700101,0
-250,200,101301,200,0.7,101301,10,0,-120,1.0,1070,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10700102,0
-50,200,101301,200,1.0,101301,-10,-30,100,1.4,1070,1.0,1.0,3,0.93,-10,-30,3,bgm_M64,1,10700103,0
190,200,101301,150,1.0,101301,0,-30,-120,1.1,1070,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10700104,0
470,270,101302,100,1.1,101302,10,-15,-55,1.2,1070,1.0,1.0,5,1.0,-30,-30,5,bgm_M55,1,10700105,-20
-470,210,101441,100,1.1,101441,10,20,0,1.45,1071,1.0,1.0,1,0.8,0,-30,1,bgm_M64,1,10710101,0
-250,240,101441,250,1.0,101441,0,-30,-120,1.0,1071,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10710102,0
-10,200,101441,100,1.0,101441,0,0,65,1.1,1071,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10710103,-15
200,200,101441,100,0.7,101441,0,0,-120,1.0,1071,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10710104,0
470,230,101442,100,1.1,101442,10,-35,-70,1.2,1071,1.0,1.0,5,0.95,-30,-30,5,bgm_M55,1,10710105,-20
-450,210,101451,170,0.9,101451,10,-25,-110,1.0,1072,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10720101,0
-225,240,101451,100,1.1,101451,0,0,-25,1.2,1072,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10720102,0
-10,200,101451,100,1.0,101451,0,-30,65,1.4,1072,1.0,1.0,3,1.0,-10,-30,3,bgm_M64,1,10720103,-15
210,200,101451,100,1.0,101451,10,20,-100,1.1,1072,1.0,1.0,4,0.8,0,-30,4,bgm_M64,1,10720104,0
510,290,101452,100,1.4,101452,0,-35,-70,1.55,1072,1.2,1.0,5,1.25,-50,-30,5,bgm_M55,1,10720105,0
-450,210,101561,170,0.9,101561,10,-25,0,1.0,1073,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10730101,0
-270,200,101561,100,1.1,101561,10,0,-120,1.2,1073,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10730102,0
-10,200,101561,100,1.0,101561,5,0,65,1.1,1073,1.0,1.0,3,0.65,-10,-30,3,bgm_M64,1,10730103,-5
200,200,101561,100,1.0,101561,0,0,-110,1.4,1073,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10730104,0
460,290,101562,400,1.35,101562,0,-60,-70,1.55,1073,1.4,1.0,5,1.25,-50,-30,5,bgm_M55,1,10730105,0
-480,210,101001,250,0.7,101001,10,0,-50,0.8,1074,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10740101,0
-260,240,101001,200,1.1,101001,0,10,-110,1.35,1074,1.0,1.0,2,0.9,10,-30,2,bgm_M64,1,10740102,0
-5,200,101001,100,1.0,101001,10,-10,70,1.15,1074,1.0,1.0,3,0.75,-10,-30,3,bgm_M64,1,10740103,-15
190,200,101001,100,1.0,101001,0,0,-110,1.2,1074,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10740104,0
480,250,101011,200,1.0,101011,0,0,-40,1.3,1074,1.2,1.0,5,1.2,0,-30,5,bgm_M55,1,10740105,0
-470,210,101021,100,1.1,101021,10,20,0,1.45,1075,1.0,1.0,1,0.8,0,-30,1,bgm_M64,1,10750101,0
-250,200,101021,200,0.7,101021,10,0,-120,1.0,1075,1.0,1.0,2,0.65,0,-30,2,bgm_M64,1,10750102,0
-10,200,101021,150,0.55,101021,0,-50,0,0.9,1075,1.4,1.0,3,0.6,-60,-30,3,bgm_M64,1,10750103,-13
200,200,101021,100,1.0,101021,0,-30,-100,1.5,1075,1.0,1.0,4,0.9,0,-30,4,bgm_M64,1,10750104,0
470,220,101031,200,1.6,101031,0,0,0,1.8,1075,1.0,1.0,5,1.4,0,-30,5,bgm_M55,1,10750105,0
-480,210,101041,170,0.9,101041,10,-25,-110,1.0,1076,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10760101,0
-230,240,101041,250,1.0,101041,0,-30,-20,1.0,1076,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10760102,0
15,200,101041,100,1.0,101041,0,-30,-120,1.4,1076,1.0,1.0,3,0.9,-10,-30,3,bgm_M64,1,10760103,-15
200,200,101041,300,1.0,101041,0,-60,40,1.3,1076,1.0,1.0,4,0.8,-50,-30,4,bgm_M64,1,10760104,0
450,210,101042,150,1.35,101042,0,-50,-55,1.8,1076,1.0,1.3,5,1.1,0,-30,5,bgm_M55,1,10760105,0
-480,210,101161,250,0.7,101161,10,0,-50,0.8,1077,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10770101,0
-270,200,101161,100,1.1,101161,10,0,-120,1.2,1077,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10770102,0
-10,200,101161,100,1.0,101161,0,0,70,1.3,1077,1.0,1.0,3,0.9,0,-30,3,bgm_M64,1,10770103,0
200,200,101161,200,1.0,101161,0,0,-90,1.5,1077,1.0,1.0,4,1.0,0,-30,4,bgm_M64,1,10770104,0
485,280,101162,270,1.0,101162,-10,-50,-70,1.15,1077,1.0,1.3,5,0.9,-45,-30,5,bgm_M55,1,10770105,-40
-450,210,101171,170,0.9,101171,10,-25,-90,1.0,1078,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10780101,0
-225,240,101171,100,1.1,101171,0,0,20,1.2,1078,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10780102,0
0,200,101171,100,1.1,101171,0,0,-65,1.15,1078,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10780103,-10
230,200,101171,100,0.9,101171,0,0,0,1.0,1078,1.0,1.0,4,0.65,-10,-30,4,bgm_M64,1,10780104,0
475,250,101172,200,1.0,101172,10,-50,-30,1.45,1078,1.0,1.0,5,1.0,0,-30,5,bgm_M55,1,10780105,-20
-480,210,101191,250,0.7,101191,10,0,-50,0.8,1079,1.0,1.0,1,0.6,-30,-30,1,bgm_M64,1,10790101,0
-260,240,101191,200,1.1,101191,0,10,-110,1.35,1079,1.0,1.0,2,0.9,10,-30,2,bgm_M64,1,10790102,0
-10,200,101191,100,1.0,101191,0,0,65,1.1,1079,1.0,1.0,3,0.8,-10,-30,3,bgm_M64,1,10790103,-15
230,200,101191,100,1.3,101191,0,0,5,1.35,1079,1.0,1.0,4,0.9,-10,-30,4,bgm_M64,1,10790104,0
485,280,101192,200,1.0,101192,-10,-50,-70,1.3,1079,1.2,1.0,5,1.1,-45,-30,5,bgm_M55,1,10790105,0
-470,210,101201,100,1.1,101201,10,0,0,1.35,1080,1.0,1.0,1,0.85,0,-30,1,bgm_M64,1,10800101,0
-250,200,101201,200,0.8,101201,10,0,-120,1.0,1080,1.0,1.0,2,0.65,-5,-30,2,bgm_M64,1,10800102,0
-5,200,101201,100,0.8,101201,10,0,70,1.2,1080,1.0,1.0,3,0.6,0,-30,3,bgm_M64,1,10800103,-15
190,200,101201,100,0.9,101201,0,10,-110,1.0,1080,1.0,1.0,4,0.7,-15,-30,4,bgm_M64,1,10800104,0
475,250,101202,100,1.0,101202,10,-50,-30,1.45,1080,1.0,1.0,5,1.0,-45,-30,5,bgm_M55,1,10800105,-20
-480,210,101291,170,0.9,101291,10,-25,-100,1.0,1081,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10810101,0
-230,240,101291,250,0.8,101291,0,-30,-10,1.0,1081,1.0,1.0,2,0.7,-30,-30,2,bgm_M64,1,10810102,0
-10,200,101291,100,1.0,101291,5,0,-110,1.2,1081,1.0,1.0,3,0.75,-10,-30,3,bgm_M64,1,10810103,-15
200,200,101291,300,1.0,101291,-20,-50,55,1.3,1081,1.0,1.0,4,0.8,-50,-30,4,bgm_M64,1,10810104,-10
490,230,101292,100,1.0,101292,30,15,-15,1.45,1081,1.0,1.0,5,1.1,30,-30,5,bgm_M55,1,10810105,-20
-470,210,101301,100,1.1,101301,10,20,0,1.45,1082,1.0,1.0,1,0.8,0,-30,1,bgm_M64,1,10820101,0
-270,200,101301,100,1.1,101301,10,0,-120,1.2,1082,1.0,1.0,2,0.75,0,-30,2,bgm_M64,1,10820102,0
0,200,101301,100,2.2,101301,0,0,65,2.3,1082,1.0,1.0,3,1.55,-10,-30,3,bgm_M64,1,10820103,-15
200,200,101301,100,0.7,101301,0,0,-120,1.0,1082,1.0,1.0,4,0.7,0,-30,4,bgm_M64,1,10820104,0
470,270,101302,100,1.1,101302,10,-15,-55,1.2,1082,1.0,1.0,5,1.0,-30,-30,5,bgm_M55,1,10820105,-20
-450,210,101441,170,0.9,101441,10,-25,0,1.0,1083,1.0,1.0,1,0.575,-30,-30,1,bgm_M64,1,10830101,0
