catch_copy,age,voice_id,birth_day,favorite,blood_type,guild,birth_month,self_text,voice,unit_id,race,height,guild_id,weight,unit_name
"아가씨를 위해 노력하는 덜렁이 메이드",15,0,12,"봉사활동",O,"사렌디아 구호원",12,"으으… 죄송해요~\n또 부엌을 폭발시켜 버렸어요~\n이래선 메이드 실격이에요…","유우키 아오이",112101,"휴먼족",154,9,43,"스즈메(새해)"
"두뇌 명석한 미소녀 탐정",15,0,3,"독서, 추리",AB,"자경단(카온)",11,"","미나세 이노리",112201,"수인족",152,10,41,"카스미(매지컬)"
"독서가 취미인 연약한 소녀",14,0,3,"독서, 산책",A,"목장(엘리자베스 파크)",11,"콜록, 콜록… 모, 몸은 약하지만\n적어도 마음만은 긍정적으로…!\n 앗, 하지만 안 되겠어… 현기증이…","코시미즈 아미",112301,"수인족",153,11,40,"시오리(매지컬)"
"만발한 미소! 아이돌을 꿈꾸는 소녀",17,0,24,"친구와 오래 이야기하기",O,"뉴 제네레이션즈",4,"","오오하시 아야카",112401,"휴먼족",159,100,45,"우즈키(데레마스)"
"쿨 뷰티한 「푸른 검사」",15,0,10,"개와 산책하기",B,"뉴 제네레이션즈",8,"","후쿠하라 아야카",112501,"휴먼족",165,100,44,"린(데레마스)"
"슈퍼스타를 꿈꾸는 씩씩한 아가씨☆☆★",15,0,1,"쇼핑",B,"뉴 제네레이션즈",12,"","하라 사유리",112601,"휴먼족",161,100,46,"미오(데레마스)"
"놀이와 수면이 무엇보다도 소중한 게으른 소녀",17,0,1,"단팥빵",B,"목장(엘리자베스 파크)",1,"","코이와이 코토리",112701,"수인족",144,11,42,"린(레인저)"
"모두를 웃음 짓게 만드는 예능인 목장 주인",20,0,3,"만담",B,"목장(엘리자베스 파크)",3,"난 어떤 때도 모두에게 미소를 전하는\n최고의 예능인이 목표야!\n같이 힘내자!","닛타 에미",112801,"휴먼족",142,11,35,"마히루(레인저)"
"붙임성 있는 투 머치 토커형 여동생 소녀",15,0,25,"재봉",A,"라비린스",8,"기억나지 않으실 거 같지만… 저는 여동생이에요!\n그러니까 오빠라고 불러도 될까요?","아스미 카나",112901,"휴먼족",156,3,44,"리노(원더)"
"항상 일편단심인 순정 소녀",16,0,7,"관찰",O,"바이스플뤼겔 랜드솔 지부",4,"","오오제키 에리",113001,"엘프족",155,15,43,"아유미(원더)"
"인정미 넘치는 멋진 「누님」",25,0,11,"낚시",B,"트와일라이트 캐러밴",7,"","사토 리나",113101,"휴먼족",167,13,54,"루카(여름)"
"전생을 믿고 있는 중2병 환자. 「질풍의 명희」",17,0,5,"소설 집필",A,"트와일라이트 캐러밴",7,"알겠나? 절대 내 본명을 불러서는 안 된다\n항상 「기관」의 눈과 귀를 의심해라\n그것이 살아남기 위한 기술이다…!","타카노 아사미",113201,"마족",159,13,45,"안나(여름)"
"완전 오타쿠 마법 소녀",18,0,21,"독서, 마법",O,"트와일라이트 캐러밴",8,"","요시무라 하루카",113301,"마족",166,13,55,"나나카(여름)"
"모두를 위해 초능력을 사용하는 잠꾸러기 공주",17,0,24,"여동생과 놀기, 다시 잠들기, 낮잠, 일찍 자기",A,"포레스티에",12,"난 하츠네! 도움이 필요한 사람 편이야!\n도움이 필요할 땐 언제든 말해♪\n내 초… 마, 마법으로 도와줄 테니까!","오오하시 아야카",113401,"엘프족",156,6,46,"하츠네(여름)"
"모성이 넘치고 자상한 모두의 「미사토 선생님」",21,0,5,"그림책 만들기",O,"포레스티에",9,"","코우다 마리코",113501,"엘프족",165,6,54,"미사토(여름)"
"얼굴을 보이지 않는 냉정하고 침착한 여기사",25,0,25,"격투기, 목욕",A,"왕궁기사단(NIGHTMARE)",10,"","카와스미 아야코",113601,"휴먼족",171,8,50,"쥰(여름)"
"애교 만점인 모두의 인기인",13,0,22,"색소폰",O,"악마왕국군(디아볼로스)",11,"아카리는 아직 모르는 게 많아서…\n그러니까 앞으로 이것저것 가르쳐주세요, 오빠!","아사쿠라 아즈미",113701,"마족",150,7,42,"아카리(엔젤)"
"낯가림 심한 새침데기 소녀",13,0,22,"게임 전반",O,"악마왕국군(디아볼로스)",11,"저, 저기… 이, 이럴 땐\n뭐라고 말하면 되는 거지…\m으으, 왜 말이 잘 안 나오는 걸까…","하라 사유리",113801,"마족",150,7,40,"요리(엔젤)"
"패션을 좋아하는 큐트 걸",14,0,7,"재봉",AB,"카르미나",9,"","키도 이부키",113901,"휴먼족",153,4,45,"츠무기(할로윈)"
"쿨하고 올곧은 검술사",18,0,12,"독서, 승마, 차 마시기",B,"트윙클 위시",1,"너랑 만난 것도 분명 인연일 거야\n함께 탑의 정상을 목표로 하는\n동료로서 힘내자 잘 부탁해","하야미 사오리",114001,"마족",163,2,46,"레이(할로윈)"
"히어로를 동경하는 견습 기사 소녀",12,0,25,"히어로 놀이",O,"왕궁기사단(NIGHTMARE)",11,"","시모다 아사미",114101,"수인족",146,8,40,"마츠리(할로윈)"
"외면도 내면도 꼬마인 이국의 군인",18,0,28,"과자가게 드나들기",A,"바이스플뤼겔 랜드솔 지부",7,"「흰 날개」를 뜻하는 바이스플뤼겔…\n그 이름에 부끄럽지 않도록\n하늘 높이 날아 화려하게 적을 쓰러트리겠다!","츠지 아유미",114201,"휴먼족",140,15,33,"모니카(매지컬)"
"의리가 있고 농담을 좋아하는 검술 소녀",13,0,11,"검술, 연장자 놀리기",A,"왕궁기사단(NIGHTMARE)",8,"","치하라 미노리",114301,"휴먼족",149,8,43,"토모(매지컬)"
"어엿한 상인이 되려 노력하는 파워풀한 아가씨",18,0,12,"자선사업",AB,"메르쿠리우스 재단",3,"저와 함께 있는 한\n금전적인 어려움은 없어요!","마츠자키 레이",114401,"휴먼족",157,12,45,"아키노(크리스마스)"
"구호원을 경영하는 상냥한 서민파 아가씨",17,0,4,"경영, 다도회",A,"사렌디아 구호원",10,"궁상맞다고?\n아니, 「아깝다」는 마음으로\n하루하루를 살고 있을 뿐이야! ","호리에 유이",114501,"엘프족",156,9,43,"사렌(크리스마스)"
"보호 본능을 자극하는 순정적인 여성",22,0,16,"윈도쇼핑",A,"메르쿠리우스 재단",3,"네겐 한심한 꼴만 보였지만\n그런 모습, 다른 사람 말고 너한테만 보여주는 거니까","이마이 아사미",114601,"엘프족",164,12,55,"유카리(크리스마스)"
"방황하는 수수께끼의 소녀",16,0,11,"모험, 추억 이야기",O,???,8,"괜찮아, 나는… 혼자라도. 괜찮다니까 이미 익숙해졌어","한 메구미",114701,"휴먼족",148,"",40,"무이미(새해)"
"연구소에서 숨어사는 조용한 언니",24,0,24,"흉내내기, 예술 감상",O,???,3,"","이구치 유카",115001,"엘프족",149,"",??,"네네카(새해)"
"주인님을 모시는 꼬마 가이드",11,0,11,"명상, 동식물 기르기",B,"미식전",5,"주인님의 가이드 역할을 맡게 되었습니다\n저는 주인님이 만족하실 수 있도록\n성심성의를 다하겠습니다","이토 미쿠",115501,"엘프족",140,1,35,"콧코로(의장복)"
"전투 지원이 특기인 마음씨 고운 소녀",17,0,5,"요리, 인간 관찰",O,"트윙클 위시",4,"도움이 될 수 있을지는 잘 모르겠지만…\n나도 열심히 모두를 서포트할게!","타네다 리사",115601,"휴먼족",158,2,47,"유이(의장복)"
"두뇌 명석한 미소녀 탐정",15,0,3,"독서, 추리",AB,"자경단(카온)",11,"","미나세 이노리",115701,"수인족",152,10,41,"카스미(여름)"
"소녀다운 폭신폭신한 애니멀",18,0,14,"털 다듬기, 수다떨기",A,"목장(엘리자베스 파크)",3,"난 어디에나 있는 무척 평범한 소녀야!\n외, 외모 이외에는 말이지…","토쿠이 소라",115801,"수인족",150,11,100,"리마(신데렐라)"
"늠름하고 정이 많은 와일드한 소녀",17,0,9,"과자 만들기",O,"자경단(카온)",8,"배고프면 말해\n간단한 거라도 좋다면\n엄청 맛있는 거 먹게 해줄게!","코마츠 미카코",115901,"수인족",168,10,54,"마코토(신데렐라)"
"마호마호 왕국의 공주",16,0,22,"공상에 잠기기, 인형 수집",O,"자경단(카온)",9,"마호마호 왕국의 공주인 마호 공주이옵니다!\n왜 이상한 표정을 짓고 계시옵니까?\n마호마호 왕국은 저 먼 곳에 있는 나라이옵니다","우치다 마아야",116001,"수인족",155,10,42,"마호(신데렐라)"
"다운타운에서 자란 어두운 분위기의 엘프",17,0,7,"다트",O,"성 테레사 여학원(단짝부)",8,"","타네자키 아츠미",116201,"엘프족",154,16,42,"클로에(성학제)"
"자유분방, 내추럴하고, 무례한 요즘 아이",16,0,15,"댄스, 노래방",O,"성 테레사 여학원(단짝부)",9,"","사쿠라 아야네",116301,"휴먼족",156,16,46,"치에루(성학제)"
"서고에 잠든 작은 현자",18,0,28,"독서",O,"성 테레사 여학원(단짝부)",2,"","코하라 코노미",116401,"휴먼족",142,16,36,"유니(성학제)"
"말주변이 좋은 겁쟁이 드래곤",13,0,29,"게임",AB,"드래곤즈 네스트",9,"","후지타 아카네",116501,"드래곤족",145,17,???,"이노리(시간 여행)"
"주먹으로 이야기하는 싸움꾼 드래곤 소녀",16,0,25,"격투기",B,"드래곤즈 네스트",6,"","코이치 마코토",116601,"드래곤족",156,17,???,"카야(시간 여행)"
"「친구」를 사귀고 싶어 하는 엘프 숲의 소녀",13,0,6,"친구를 만드는 이미지 트레이닝",AB,"포레스티에",6,"","하나자와 카나",116701,"엘프족",158,6,44,"아오이(작업복)"
"약자를 돕고 악당을 벌하는 고양이 소녀",18,0,1,"고양이와 놀기",AB,"메르쿠리우스 재단",3,"돈벌이가 되는 이야기라면 꼭 나한테\n가져와라냥! 벌 수 있다면 1루피라도\n놓치지 않는 것이 내 신조다냥~♪","누마쿠라 마나미",116801,"수인족",158,12,48,"타마키(작업복)"
"공과 사, 어느 쪽이든 효율을 중시하는 용병 소녀",20,0,11,"용병 등의 아르바이트",O,"메르쿠리우스 재단",11,"내가 네 스승이 되어줄게!\n물론 공짜로는 안 되지만\n시급은 확실히 받을 거야","타도코로 아즈사",116901,"휴먼족",163,12,49,"미후유(작업복)"
"운명의 상대에게 일편단심인 소녀",16,0,30,"실험, 재봉, 요리",B,"트와일라이트 캐러밴",7,"전 『파괴사』라는 다른 이름을 가지고 있지만…\n겁먹을 필요는 없답니다\n당신은 소중한 운명의 상대니까요…","하시모토 치나미",117001,"마족",154,13,43,"에리코(여름)"
"누나가 돌봐줄 테니까!",18,0,24,"집안일 전반",O,"라비린스",10,"동생을 돌보는 일은 누나가 해줄게!\n요리도 빨래도 청소도\n목욕할 때 등도 밀어줄 거야!","나바타메 히토미",117101,"휴먼족",168,3,54,"시즈루(여름)"
"가창력과 안무를 겸비한 대인기 아이돌",17,0,24,"무대 감상, 댄스",B,"카르미나",1,"","히카사 요코",117201,"휴먼족",157,4,40,"노조미(여름)"
"사람들을 지키기 위해 노래하는 창환사 소녀",17,0,3,"각종 악기",O,"카르미나",6,"저는 사람들의 평화를 지키기 위해서\n소환술을 구사해 싸우겠어요\n최근에는 아, 아이돌로 활동하고 있지만\n그쪽은 아직 익숙하지 않아서…","후쿠하라 아야카",117301,"휴먼족",163,4,46,"치카(여름)"
"패션을 좋아하는 큐트 걸",14,0,7,"재봉",AB,"카르미나",9,"","키도 이부키",117401,"휴먼족",153,4,45,"츠무기(여름)"
"실험이 취미인 위험한 과학자",27,0,7,"연구, 실험",A,"트와일라이트 캐러밴",3,"나는 과학자이지만,\n의사 흉내도 내고 있어\n병에 걸리면 진찰해줄게","미츠이시 코토노",117501,"휴먼족",166,13,53,"미츠키(오에도)"
"나는 누구보다도 아름다워",14,0,10,"거울로 자기 얼굴 보기",AB,"바이스플뤼겔 랜드솔 지부",10,"난 정말 아름다워…\n귀엽고 아름답다니, 정말 죄라고 생각하지만\n원래 이렇게 태어났으니 어쩔 수 없어♪","오오조라 나오미",117601,"엘프족",150,15,40,"유키(오에도)"
"항상 「어떻게든 될 거야~」라는 천진난만한 소녀",19,0,7,"댄스, 공수도",A,"자경단(카온)",7,"안녀~엉! 노래하고 춤추고\n최고로 신난다~! 자자, 너도 같이 춤추자~!","타카모리 나츠미",117701,"수인족",158,10,53,"카오리(할로윈)"
"동국의 신비, 가르쳐주세요입니다!",16,0,31,"인법 개발",O,"바이스플뤼겔 랜드솔 지부",8,"스시, 게이샤, 텐푸라…\n하으~! 동쪽 나라의 문화는 멋지다입니다~!","사토 사토미",117801,"휴먼족",163,15,51,"니논(할로윈)"
"천진난만한 인기 카리스마 모델",18,0,10,"패션",O,"루센트 학원",4,"히데사이, 하이욤~!\n난 한자랑 계산은 쫌… 이랄까 겁나 답없어~\n그치만 패션은 맡겨달라고~!","우에사카 스미레",117901,"마족",167,14,48,"스즈나(할로윈)"
"충의를 자각한 여상인",26,0,19,"돈을 세는 것, 흉계",A,"리치몬드 상공회",9,"",Lynn,118001,"휴먼족",160,18,57,"크레짓타"
"정적을 찾아 노래하는 음침 소녀",20,0,28,"노래, 독서, 시를 쓰는 것",O,"레이지ㆍ레기온",12,"","하라다 사야카",118101,"마족",165,19,53,"란파"
"명랑쾌활하지만 자꾸 파멸로 흘러가는 발랄 소녀",16,0,2,"딱히 없음",A,"레이지ㆍ레기온",7,"","키토 아카리",118201,"휴먼족",159,19,??,"미소라"
"【길드 관리 협회】 직원인 친절한 언니",24,0,12,"서류 업무, 산책, 보드게임",A,???,9,"","스자키 아야",118501,"휴먼족",152,"",43,"카린"
"환영 안개에서 장난치는 짓궃은 가이드 요정",??,0,?,"장난치는 것",?,???,?,"","아이사카 유카",118601,???,???,"",???,"네비아"
"남자를 매료시키는 순수한 여교사",23,0,14,"연애 소설, 연애극, 연애 만화 감상",B,"루센트 학원",8,"항상 구해줘서 고마워\n내가 연상인데 항상 의지만 해서 미안해~","이토 시즈카",119001,"마족",162,14,52,"이오(느와르)"
"망상을 좋아하는 부끄럼쟁이 소녀",18,0,19,"소설 읽기",AB,"바이스플뤼겔 랜드솔 지부",11,"당신을 생각하고 있었어요\n…반항할 수 없는 쿠우카를 저렇게, 이렇게\n그흐, 그흐흐흐…","나가츠마 쥬리",119101,"휴먼족",157,15,49,"쿠우카(느와르)"
"모두를 웃음 짓게 만드는 예능인 목장 주인",20,0,3,"만담",B,"목장(엘리자베스 파크)",3,"난 어떤 때도 모두에게 미소를 전하는\n최고의 예능인이 목표야!\n같이 힘내자!","닛타 에미",119201,"휴먼족",142,11,35,"마히루(크리스마스)"
"붙임성 있는 투 머치 토커형 여동생 소녀",15,0,25,"재봉",A,"라비린스",8,"기억나지 않으실 거 같지만… 저는 여동생이에요!\n그러니까 오빠라고 불러도 될까요?","아스미 카나",119301,"휴먼족",156,3,44,"리노(크리스마스)"
"푸딩을 좋아하는 유령 소녀",14,0,23,"푸딩 먹기",B,"악마왕국군(디아볼로스)",1,"어려운 건 모르는 거야~\n그냥 매일 푸딩을 먹을 수 있다면\n유령이어도 좋은 거야~","아마미야 소라",119901,"마족",130,7,32,"미야코(크리스마스)"
"누나가 돌봐줄 테니까!",18,0,24,"집안일 전반",O,"라비린스",10,"동생을 돌보는 일은 누나가 해줄게!\n요리도 빨래도 청소도\n목욕할 때 등도 밀어줄 거야!","나바타메 히토미",120001,"휴먼족",168,3,54,"시즈루(느와르)"
"기억상실 드래곤 소녀",14,0,14,"독서, 스트레칭",B,"미식전",12,"","콘도 레이나",120701,"드래곤족",147,1,???,"셰피(새해)"
"인정미 넘치는 멋진 「누님」",25,0,11,"낚시",B,"트와일라이트 캐러밴",7,"","사토 리나",120801,"휴먼족",167,13,54,"루카(새해)"
"한때 밤을 지배했던 최강의 뱀파이어",??,0,5,"세계 정복",A,"악마왕국군(디아볼로스)",5,"","탄게 사쿠라",120901,"마족",172,7,50,"이리야(새해)"
"언제나 명랑한 먹보 소녀",17,0,31,"맛집 탐방, 요리",O,"미식전",3,"","MㆍAㆍO",121001,"휴먼족",156,1,46,"페코린느(오버로드)"
"길가에 쓰러진 의문의 고양이 귀를 가진 마법사",14,0,2,"고양이와 놀기",A,"미식전",9,"","타치바나 리카",121101,"수인족",152,1,39,"캬루(오버로드)"
"비밀결사 라비린스의 『미궁여왕』",25,0,25,"인간 관찰",AB,"라비린스",7,"","사와시로 미유키",121201,"휴먼족",160,3,??,"라비리스타(오버로드)"
"울보, 겁쟁이에 보살펴 주고 싶은 소녀",12,0,9,"연극 감상, 소꿉놀이",B,"사렌디아 구호원",6,"저기, 그게… 저, 쿠, 쿠루미예요오…\n자기소개하면 되는 건가…\n부, 부끄러워서… 죄, 죄송해요오오!","우에다 카나",121301,"휴먼족",150,9,40,"쿠루미(무대)"
"약간은 조숙한 연애를 동경하는 소녀",11,0,3,"패션 잡지 보기, 화장품 수집",A,"루센트 학원",1,"나 불렀어?\n숙녀의 매력으로 흠뻑\n빠지게 만들어줄게!","쿠노 미사키",121401,"마족",120,14,22,"미사키(무대)"
"항상 일편단심인 순정 소녀",16,0,7,"관찰",O,"바이스플뤼겔 랜드솔 지부",4,"","오오제키 에리",121501,"엘프족",155,15,43,"아유미(괴도)"
"말주변이 좋은 겁쟁이 드래곤",13,0,29,"게임",AB,"드래곤즈 네스트",9,"","후지타 아카네",121601,"드래곤족",145,17,???,"이노리(괴도)"
"전생을 믿고 있는 중2병 환자. 「질풍의 명희」",17,0,5,"소설 집필",A,"트와일라이트 캐러밴",7,"알겠나? 절대 내 본명을 불러서는 안 된다\n항상 「기관」의 눈과 귀를 의심해라\n그것이 살아남기 위한 기술이다…!","타카노 아사미",121901,"마족",159,13,45,"안나(해적)"
"점치기가 특기인 영능력자 소녀",18,0,22,"점치기",AB,"악마왕국군(디아볼로스)",12,"저 어렸을 때부터 사람에겐\n보이지 않는 것이 보였어요\n지금도 당신 뒤에 하나, 둘, 셋… 떠들썩하네요","오오츠보 유카",122001,"마족",157,7,42,"시노부(해적)"
"「친구」를 사귀고 싶어 하는 엘프 숲의 소녀",13,0,6,"친구를 만드는 이미지 트레이닝",AB,"포레스티에",6,"","하나자와 카나",122101,"엘프족",158,6,44,"아오이(캠프)"
"보호 본능을 자극하는 순정적인 여성",22,0,16,"윈도쇼핑",A,"메르쿠리우스 재단",3,"네겐 한심한 꼴만 보였지만\n그런 모습, 다른 사람 말고 너한테만 보여주는 거니까","이마이 아사미",122201,"엘프족",164,12,55,"유카리(캠프)"
"권속의 주인님",??,0,6,"산책, 요리",AB,???,12,"","쿠기미야 리에",122301,"마족",149,"",41,"밤피"
"다른 사람을 돕기 좋아하는 낙천적인 격투 소녀",16,0,27,"다른 사람 돕기, 응원",A,"트윙클 위시",8,"안녕! 히요리야!\n곤란한 사람이 있으면 도와줄게!\n괜찮으면 같이 갈래?","토야마 나오",122401,"수인족",155,2,44,"히요리(여름)"
"쿨하고 올곧은 검술사",18,0,12,"독서, 승마, 차 마시기",B,"트윙클 위시",1,"너랑 만난 것도 분명 인연일 거야\n함께 탑의 정상을 목표로 하는\n동료로서 힘내자 잘 부탁해","하야미 사오리",122501,"마족",163,2,46,"레이(여름)"
"전투 지원이 특기인 마음씨 고운 소녀",17,0,5,"요리, 인간 관찰",O,"트윙클 위시",4,"도움이 될 수 있을지는 잘 모르겠지만…\n나도 열심히 모두를 서포트할게!","타네다 리사",122601,"휴먼족",158,2,47,"유이(여름)"
"예의 바르고 착실한 꼬마 우등생",8,0,2,"공부",A,"리틀 리리컬",2,"","오구라 유이",122701,"엘프족",118,5,21,"쿄우카(여름)"
"탐험을 좋아하는 장난꾸러기",9,0,10,"장난, 탐험",O,"리틀 리리컬",8,"함정이라면 맡겨줘!\n오빠, 빠지지 않도록 조심해~","모로호시 스미레",122801,"휴먼족",128,5,27,"미소기(여름)"
"노래도 당근도 토끼도 너무 좋아♪",10,0,3,"귀여운 것 수집하기",O,"리틀 리리컬",4,"깡총깡총, 토끼가 되고 싶어~♪\n미미, 토끼가 되면\n맨 처음으로 오빠한테 보여줄게!","히다카 리나",122901,"수인족",117,5,21,"미미(여름)"
"새로운 모습으로 기사의 모험을 계속 돕는 요정",??,0,?,???,?,???,?,"","아이사카 유카",123001,???,150,"",???,"아메스"
"마호마호 왕국의 공주",16,0,22,"공상에 잠기기, 인형 수집",O,"자경단(카온)",9,"마호마호 왕국의 공주인 마호 공주이옵니다!\n왜 이상한 표정을 짓고 계시옵니까?\n마호마호 왕국은 저 먼 곳에 있는 나라이옵니다","우치다 마아야",123101,"수인족",155,10,42,"마호(탐험가)"
"푸우키치와 항상 함께!",14,0,10,"실내에서 할 수 있는 놀이",B,"사렌디아 구호원",5,"이 아이는 말이지 푸우키치라고 해\n무기지만 말할 수 있어♪\n무지 소중한 내 친구야~!","세리자와 유우",123201,"휴먼족",148,9,38,"아야네(탐험가)"
"쇼타 정말 좋아♪ 갸루계 슬라임 아가씨",19,0,13,"귀여운 쇼타와 놀기, 쇼핑",B,"레이지ㆍ레기온",6,"","와키 아즈미",123301,"마족?",157,19,55,"네아"
"얼굴을 보이지 않는 냉정하고 침착한 여기사",25,0,25,"격투기, 목욕",A,"왕궁기사단(NIGHTMARE)",10,"","카와스미 아야코",123401,"휴먼족",171,8,50,"쥰(캠프)"
"놀이와 수면이 무엇보다도 소중한 게으른 소녀",17,0,1,"단팥빵",B,"목장(엘리자베스 파크)",1,"","코이와이 코토리",123501,"수인족",144,11,42,"린(할로윈)"
"의리가 있고 농담을 좋아하는 검술 소녀",13,0,11,"검술, 연장자 놀리기",A,"왕궁기사단(NIGHTMARE)",8,"","치하라 미노리",123601,"휴먼족",149,8,43,"토모(할로윈)"
"완전 오타쿠 마법 소녀",18,0,21,"독서, 마법",O,"트와일라이트 캐러밴",8,"","요시무라 하루카",123701,"마족",166,13,55,"나나카(할로윈)"
"방약무인한 왕궁기사단 부단장",27,0,7,"강적과의 투쟁",O,"왕궁기사단(NIGHTMARE)",2,"","타카하시 치아키",123801,"휴먼족",165,8,??,"크리스티나(와일드)"
"히어로를 동경하는 견습 기사 소녀",12,0,25,"히어로 놀이",O,"왕궁기사단(NIGHTMARE)",11,"","시모다 아사미",123901,"수인족",146,8,40,"마츠리(와일드)"
"애교 만점인 모두의 인기인",13,0,22,"색소폰",O,"악마왕국군(디아볼로스)",11,"아카리는 아직 모르는 게 많아서…\n그러니까 앞으로 이것저것 가르쳐주세요, 오빠!","아사쿠라 아즈미",124001,"마족",150,7,42,"아카리(크리스마스)"
"낯가림 심한 새침데기 소녀",13,0,22,"게임 전반",O,"악마왕국군(디아볼로스)",11,"저, 저기… 이, 이럴 땐\n뭐라고 말하면 되는 거지…\m으으, 왜 말이 잘 안 나오는 걸까…","하라 사유리",124101,"마족",150,7,40,"요리(크리스마스)"
"얼굴을 보이지 않는 냉정하고 침착한 여기사",25,0,25,"격투기, 목욕",A,"왕궁기사단(NIGHTMARE)",10,"","카와스미 아야코",124201,"휴먼족",171,8,50,"쥰(크리스마스)"
"요염한 미소로 모든 걸 꿰뚫어 보는 와룡 우두머리",25,0,17,"그림 그리기, 독서",O,"드래곤즈 네스트",4,"","오오니시 사오리",124501,"드래곤족",168,17,???,"호마레(새해)"
"모성이 넘치고 자상한 모두의 「미사토 선생님」",21,0,5,"그림책 만들기",O,"포레스티에",9,"","코우다 마리코",124601,"엘프족",165,6,54,"미사토(새해)"
"실험이 취미인 위험한 과학자",27,0,7,"연구, 실험",A,"트와일라이트 캐러밴",3,"나는 과학자이지만,\n의사 흉내도 내고 있어\n병에 걸리면 진찰해줄게","미츠이시 코토노",124701,"휴먼족",166,13,53,"미츠키(새해)"
"가창력과 안무를 겸비한 대인기 아이돌",17,0,24,"무대 감상, 댄스",B,"카르미나",1,"","히카사 요코",124801,"휴먼족",157,4,40,"노조미(리버레이터)"
"주먹으로 이야기하는 싸움꾼 드래곤 소녀",16,0,25,"격투기",B,"드래곤즈 네스트",6,"","코이치 마코토",124901,"드래곤족",156,17,???,"카야(리버레이터)"
"방황하는 수수께끼의 소녀",16,0,11,"모험, 추억 이야기",O,???,8,"괜찮아, 나는… 혼자라도. 괜찮다니까 이미 익숙해졌어","한 메구미",125001,"휴먼족",148,"",40,"무이미(리버레이터)"
"약자를 돕고 악당을 벌하는 고양이 소녀",18,0,1,"고양이와 놀기",AB,"메르쿠리우스 재단",3,"돈벌이가 되는 이야기라면 꼭 나한테\n가져와라냥! 벌 수 있다면 1루피라도\n놓치지 않는 것이 내 신조다냥~♪","누마쿠라 마나미",125101,"수인족",158,12,48,"타마키(카페)"
"외면도 내면도 꼬마인 이국의 군인",18,0,28,"과자가게 드나들기",A,"바이스플뤼겔 랜드솔 지부",7,"「흰 날개」를 뜻하는 바이스플뤼겔…\n그 이름에 부끄럽지 않도록\n하늘 높이 날아 화려하게 적을 쓰러트리겠다!","츠지 아유미",125201,"휴먼족",140,15,33,"모니카(카페)"
"주인님을 모시는 꼬마 가이드",11,0,11,"명상, 동식물 기르기",B,"미식전",5,"주인님의 가이드 역할을 맡게 되었습니다\n저는 주인님이 만족하실 수 있도록\n성심성의를 다하겠습니다","이토 미쿠",125301,"엘프족",140,1,35,"콧코로(레인저)"
"독서가 취미인 연약한 소녀",14,0,3,"독서, 산책",A,"목장(엘리자베스 파크)",11,"콜록, 콜록… 모, 몸은 약하지만\n적어도 마음만큼은 긍정적으로…!\n앗, 하지만 안 되겠어… 빈혈이…","코시미즈 아미",125401,"수인족",153,11,40,"시오리(레인저)"
"하늘을 향한 모험을 꿈꾸는 기공사 소녀",17,0,10,"모험, 수다떨기",O,???,3,"","카네모토 히사코",125501,"휴먼족",156,"",45,"지타(워록)"
"음양의 양면을 모두 가진 서신궁의 무녀",14,0,4,"생쥐 귀 머리띠 만들기",AB,???,12,"","타네자키 아츠미",125601,"휴먼족",145,"",39,"비카라"
"【길드 관리 협회】 직원인 친절한 언니",24,0,12,"서류 업무, 산책, 보드게임",A,???,9,"","스자키 아야",125701,"휴먼족",152,"",43,"카린(알케미스트)"
"속죄를 품고 힘을 추구하는 여동생 계열 요조숙녀",15,0,29,"꽃꽂이, 독서(고전 문학), 동국화",A,"얼터 메이든",4,"","스즈키 미노리",125801,"휴먼족",154,20,44,"리리(폴른)"
"잊기 힘든 과오를 품은, 검은 날개의 성녀",13,0,1,"과자 만들기, 꽃 돌보기, 바이올린 연주",O,"얼터 메이든",11,"","마에다 카오리",126001,"휴먼족",147,20,42,"크리아(폴른)"
"정의의 혼을 계승한, 폭식계 천연 천재 소녀",10,0,1,"밥을 먹는 것",O,"얼터 메이든",3,"","타카오 카논",126101,"수인족",135,20,34,"프레시아(폴른)"
"한때 밤을 지배했던 최강의 뱀파이어",??,0,5,"세계 정복",A,"악마왕국군(디아볼로스)",5,"","탄게 사쿠라",126201,"마족",172,7,50,"이리야(의장복)"
"나는 누구보다도 아름다워",14,0,10,"거울로 자기 얼굴 보기",AB,"바이스플뤼겔 랜드솔 지부",10,"난 정말 아름다워…\n귀엽고 아름답다니, 정말 죄라고 생각하지만\n원래 이렇게 태어났으니 어쩔 수 없어♪","오오조라 나오미",126301,"엘프족",150,15,40,"유키(의장복)"
"스마일 가득! 파워풀 기계 소녀",??,0,11,"낮잠, 누군가의 도움이 되는 일",?,???,11,"","하세가와 이쿠미",126401,"기계인족",170,"","부품 미교체 시 252","클로체"
"상냥함과 오만함을 겸비한 프린세스",??,0,17,"낮잠, 새로운 디저트 시식",?,???,1,"","카와세 마키",126501,"천사족",162,"",??,"라이라엘"
"연구소에서 숨어사는 조용한 언니",24,0,24,"흉내내기, 예술 감상",O,???,3,"","이구치 유카",126601,"엘프족",149,"",??,"네네카(여름)"
"어엿한 상인이 되려 노력하는 파워풀한 아가씨",18,0,12,"자선사업",AB,"메르쿠리우스 재단",3,"저와 함께 있는 한\n금전적인 어려움은 없어요!","마츠자키 레이",126701,"휴먼족",157,12,45,"아키노(여름)"
