icon_id,wave_group_id_3,position_y,end_time,clear_reward_group,reward_image_4,drop_reward_group,recommended_knight_rank,quest_id,position_x,area_id,wave_group_id_1,drop_gold,quest_name,limit_time,reward_image_2,team_exp,reward_image_5,love,stamina,daily_bonus_reward_group,wave_group_id_2,unit_exp,reward_image_1,start_time,reward_image_3
100501,0,50,"2030/12/17 14:59:59",282001064,0,182001064,260,82001064,12550,82001,820010641,182100,"창파의 심역 7-4",90,25012,10,0,10,10,382001064,0,215,25021,"2025/12/19 14:00:00",0
100501,0,125,"2030/12/17 14:59:59",282001065,0,182001065,260,82001065,12750,82001,820010651,182100,"창파의 심역 7-5",90,25012,10,0,10,10,382001065,0,215,25021,"2025/12/19 14:00:00",0
100461,0,200,"2030/12/17 14:59:59",282001066,0,182001066,260,82001066,12950,82001,820010661,182100,"창파의 심역 7-6",90,25012,10,0,10,10,382001066,0,215,25021,"2025/12/19 14:00:00",0
100501,0,25,"2030/12/17 14:59:59",282001067,0,182001067,260,82001067,13100,82001,820010671,182100,"창파의 심역 7-7",90,25012,10,0,10,10,382001067,0,215,25021,"2025/12/19 14:00:00",0
100501,0,100,"2030/12/17 14:59:59",282001068,0,182001068,260,82001068,13300,82001,820010681,182100,"창파의 심역 7-8",90,25012,10,0,10,10,382001068,0,215,25021,"2025/12/19 14:00:00",0
100501,0,175,"2030/12/17 14:59:59",282001069,0,182001069,260,82001069,13500,82001,820010691,182100,"창파의 심역 7-9",90,25012,10,0,10,10,382001069,0,215,25021,"2025/12/19 14:00:00",0
82001,0,50,"2030/12/17 14:59:59",282001070,0,182001070,260,82001070,13750,82001,820010701,182100,"창파의 심역 7-10",90,25012,10,0,10,10,382001070,0,215,25021,"2025/12/19 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001001,0,183001001,10,83001001,0,83001,830010011,182100,"취람의 심역 1-1",90,25013,10,0,10,10,383001001,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001002,0,183001002,10,83001002,200,83001,830010021,182100,"취람의 심역 1-2",90,25013,10,0,10,10,383001002,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001003,0,183001003,10,83001003,400,83001,830010031,182100,"취람의 심역 1-3",90,25013,10,0,10,10,383001003,0,215,25021,"2025/03/13 8:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001004,0,183001004,10,83001004,550,83001,830010041,182100,"취람의 심역 1-4",90,25013,10,0,10,10,383001004,0,215,25021,"2025/03/13 8:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001005,0,183001005,10,83001005,750,83001,830010051,182100,"취람의 심역 1-5",90,25013,10,0,10,10,383001005,0,215,25021,"2025/03/13 8:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001006,0,183001006,10,83001006,950,83001,830010061,182100,"취람의 심역 1-6",90,25013,10,0,10,10,383001006,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001007,0,183001007,10,83001007,1100,83001,830010071,182100,"취람의 심역 1-7",90,25013,10,0,10,10,383001007,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001008,0,183001008,10,83001008,1300,83001,830010081,182100,"취람의 심역 1-8",90,25013,10,0,10,10,383001008,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001009,0,183001009,10,83001009,1500,83001,830010091,182100,"취람의 심역 1-9",90,25013,10,0,10,10,383001009,0,215,25021,"2025/03/13 8:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001010,0,183001010,10,83001010,1750,83001,830010101,182100,"취람의 심역 1-10",90,25013,10,0,10,10,383001010,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001011,0,183001011,20,83001011,2000,83001,830010111,182100,"취람의 심역 2-1",90,25013,10,0,10,10,383001011,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001012,0,183001012,20,83001012,2200,83001,830010121,182100,"취람의 심역 2-2",90,25013,10,0,10,10,383001012,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001013,0,183001013,20,83001013,2400,83001,830010131,182100,"취람의 심역 2-3",90,25013,10,0,10,10,383001013,0,215,25021,"2025/03/13 8:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001014,0,183001014,20,83001014,2550,83001,830010141,182100,"취람의 심역 2-4",90,25013,10,0,10,10,383001014,0,215,25021,"2025/03/13 8:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001015,0,183001015,20,83001015,2750,83001,830010151,182100,"취람의 심역 2-5",90,25013,10,0,10,10,383001015,0,215,25021,"2025/03/13 8:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001016,0,183001016,20,83001016,2950,83001,830010161,182100,"취람의 심역 2-6",90,25013,10,0,10,10,383001016,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001017,0,183001017,20,83001017,3100,83001,830010171,182100,"취람의 심역 2-7",90,25013,10,0,10,10,383001017,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001018,0,183001018,20,83001018,3300,83001,830010181,182100,"취람의 심역 2-8",90,25013,10,0,10,10,383001018,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001019,0,183001019,20,83001019,3500,83001,830010191,182100,"취람의 심역 2-9",90,25013,10,0,10,10,383001019,0,215,25021,"2025/03/13 8:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001020,0,183001020,20,83001020,3750,83001,830010201,182100,"취람의 심역 2-10",90,25013,10,0,10,10,383001020,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001021,0,183001021,30,83001021,4000,83001,830010211,182100,"취람의 심역 3-1",90,25013,10,0,10,10,383001021,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001022,0,183001022,30,83001022,4200,83001,830010221,182100,"취람의 심역 3-2",90,25013,10,0,10,10,383001022,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001023,0,183001023,30,83001023,4400,83001,830010231,182100,"취람의 심역 3-3",90,25013,10,0,10,10,383001023,0,215,25021,"2025/03/13 8:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001024,0,183001024,30,83001024,4550,83001,830010241,182100,"취람의 심역 3-4",90,25013,10,0,10,10,383001024,0,215,25021,"2025/03/13 8:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001025,0,183001025,30,83001025,4750,83001,830010251,182100,"취람의 심역 3-5",90,25013,10,0,10,10,383001025,0,215,25021,"2025/03/13 8:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001026,0,183001026,30,83001026,4950,83001,830010261,182100,"취람의 심역 3-6",90,25013,10,0,10,10,383001026,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001027,0,183001027,30,83001027,5100,83001,830010271,182100,"취람의 심역 3-7",90,25013,10,0,10,10,383001027,0,215,25021,"2025/03/13 8:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001028,0,183001028,30,83001028,5300,83001,830010281,182100,"취람의 심역 3-8",90,25013,10,0,10,10,383001028,0,215,25021,"2025/03/13 8:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001029,0,183001029,30,83001029,5500,83001,830010291,182100,"취람의 심역 3-9",90,25013,10,0,10,10,383001029,0,215,25021,"2025/03/13 8:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001030,0,183001030,30,83001030,5750,83001,830010301,182100,"취람의 심역 3-10",90,25013,10,0,10,10,383001030,0,215,25021,"2025/03/13 8:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001031,0,183001031,60,83001031,6000,83001,830010311,182100,"취람의 심역 4-1",90,25013,10,0,10,10,383001031,0,215,25021,"2025/06/13 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001032,0,183001032,60,83001032,6200,83001,830010321,182100,"취람의 심역 4-2",90,25013,10,0,10,10,383001032,0,215,25021,"2025/06/13 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001033,0,183001033,60,83001033,6400,83001,830010331,182100,"취람의 심역 4-3",90,25013,10,0,10,10,383001033,0,215,25021,"2025/06/13 14:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001034,0,183001034,60,83001034,6550,83001,830010341,182100,"취람의 심역 4-4",90,25013,10,0,10,10,383001034,0,215,25021,"2025/06/13 14:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001035,0,183001035,60,83001035,6750,83001,830010351,182100,"취람의 심역 4-5",90,25013,10,0,10,10,383001035,0,215,25021,"2025/06/13 14:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001036,0,183001036,60,83001036,6950,83001,830010361,182100,"취람의 심역 4-6",90,25013,10,0,10,10,383001036,0,215,25021,"2025/06/13 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001037,0,183001037,60,83001037,7100,83001,830010371,182100,"취람의 심역 4-7",90,25013,10,0,10,10,383001037,0,215,25021,"2025/06/13 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001038,0,183001038,60,83001038,7300,83001,830010381,182100,"취람의 심역 4-8",90,25013,10,0,10,10,383001038,0,215,25021,"2025/06/13 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001039,0,183001039,60,83001039,7500,83001,830010391,182100,"취람의 심역 4-9",90,25013,10,0,10,10,383001039,0,215,25021,"2025/06/13 14:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001040,0,183001040,60,83001040,7750,83001,830010401,182100,"취람의 심역 4-10",90,25013,10,0,10,10,383001040,0,215,25021,"2025/06/13 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001041,0,183001041,90,83001041,8000,83001,830010411,182100,"취람의 심역 5-1",90,25013,10,0,10,10,383001041,0,215,25021,"2025/06/13 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001042,0,183001042,90,83001042,8200,83001,830010421,182100,"취람의 심역 5-2",90,25013,10,0,10,10,383001042,0,215,25021,"2025/06/13 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001043,0,183001043,90,83001043,8400,83001,830010431,182100,"취람의 심역 5-3",90,25013,10,0,10,10,383001043,0,215,25021,"2025/06/13 14:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001044,0,183001044,90,83001044,8550,83001,830010441,182100,"취람의 심역 5-4",90,25013,10,0,10,10,383001044,0,215,25021,"2025/06/13 14:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001045,0,183001045,90,83001045,8750,83001,830010451,182100,"취람의 심역 5-5",90,25013,10,0,10,10,383001045,0,215,25021,"2025/06/13 14:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001046,0,183001046,90,83001046,8950,83001,830010461,182100,"취람의 심역 5-6",90,25013,10,0,10,10,383001046,0,215,25021,"2025/06/13 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001047,0,183001047,90,83001047,9100,83001,830010471,182100,"취람의 심역 5-7",90,25013,10,0,10,10,383001047,0,215,25021,"2025/06/13 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001048,0,183001048,90,83001048,9300,83001,830010481,182100,"취람의 심역 5-8",90,25013,10,0,10,10,383001048,0,215,25021,"2025/06/13 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001049,0,183001049,90,83001049,9500,83001,830010491,182100,"취람의 심역 5-9",90,25013,10,0,10,10,383001049,0,215,25021,"2025/06/13 14:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001050,0,183001050,90,83001050,9750,83001,830010501,182100,"취람의 심역 5-10",90,25013,10,0,10,10,383001050,0,215,25021,"2025/06/13 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001051,0,183001051,230,83001051,10000,83001,830010511,182100,"취람의 심역 6-1",90,25013,10,0,10,10,383001051,0,215,25021,"2025/12/19 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001052,0,183001052,230,83001052,10200,83001,830010521,182100,"취람의 심역 6-2",90,25013,10,0,10,10,383001052,0,215,25021,"2025/12/19 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001053,0,183001053,230,83001053,10400,83001,830010531,182100,"취람의 심역 6-3",90,25013,10,0,10,10,383001053,0,215,25021,"2025/12/19 14:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001054,0,183001054,230,83001054,10550,83001,830010541,182100,"취람의 심역 6-4",90,25013,10,0,10,10,383001054,0,215,25021,"2025/12/19 14:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001055,0,183001055,230,83001055,10750,83001,830010551,182100,"취람의 심역 6-5",90,25013,10,0,10,10,383001055,0,215,25021,"2025/12/19 14:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001056,0,183001056,230,83001056,10950,83001,830010561,182100,"취람의 심역 6-6",90,25013,10,0,10,10,383001056,0,215,25021,"2025/12/19 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001057,0,183001057,230,83001057,11100,83001,830010571,182100,"취람의 심역 6-7",90,25013,10,0,10,10,383001057,0,215,25021,"2025/12/19 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001058,0,183001058,230,83001058,11300,83001,830010581,182100,"취람의 심역 6-8",90,25013,10,0,10,10,383001058,0,215,25021,"2025/12/19 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001059,0,183001059,230,83001059,11500,83001,830010591,182100,"취람의 심역 6-9",90,25013,10,0,10,10,383001059,0,215,25021,"2025/12/19 14:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001060,0,183001060,230,83001060,11750,83001,830010601,182100,"취람의 심역 6-10",90,25013,10,0,10,10,383001060,0,215,25021,"2025/12/19 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001061,0,183001061,260,83001061,12000,83001,830010611,182100,"취람의 심역 7-1",90,25013,10,0,10,10,383001061,0,215,25021,"2025/12/19 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001062,0,183001062,260,83001062,12200,83001,830010621,182100,"취람의 심역 7-2",90,25013,10,0,10,10,383001062,0,215,25021,"2025/12/19 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001063,0,183001063,260,83001063,12400,83001,830010631,182100,"취람의 심역 7-3",90,25013,10,0,10,10,383001063,0,215,25021,"2025/12/19 14:00:00",0
100450,0,50,"2030/12/17 14:59:59",283001064,0,183001064,260,83001064,12550,83001,830010641,182100,"취람의 심역 7-4",90,25013,10,0,10,10,383001064,0,215,25021,"2025/12/19 14:00:00",0
100450,0,125,"2030/12/17 14:59:59",283001065,0,183001065,260,83001065,12750,83001,830010651,182100,"취람의 심역 7-5",90,25013,10,0,10,10,383001065,0,215,25021,"2025/12/19 14:00:00",0
100830,0,200,"2030/12/17 14:59:59",283001066,0,183001066,260,83001066,12950,83001,830010661,182100,"취람의 심역 7-6",90,25013,10,0,10,10,383001066,0,215,25021,"2025/12/19 14:00:00",0
100450,0,25,"2030/12/17 14:59:59",283001067,0,183001067,260,83001067,13100,83001,830010671,182100,"취람의 심역 7-7",90,25013,10,0,10,10,383001067,0,215,25021,"2025/12/19 14:00:00",0
100450,0,100,"2030/12/17 14:59:59",283001068,0,183001068,260,83001068,13300,83001,830010681,182100,"취람의 심역 7-8",90,25013,10,0,10,10,383001068,0,215,25021,"2025/12/19 14:00:00",0
100450,0,175,"2030/12/17 14:59:59",283001069,0,183001069,260,83001069,13500,83001,830010691,182100,"취람의 심역 7-9",90,25013,10,0,10,10,383001069,0,215,25021,"2025/12/19 14:00:00",0
83001,0,50,"2030/12/17 14:59:59",283001070,0,183001070,260,83001070,13750,83001,830010701,182100,"취람의 심역 7-10",90,25013,10,0,10,10,383001070,0,215,25021,"2025/12/19 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001001,0,184001001,10,84001001,0,84001,840010011,182100,"박천의 심역 1-1",90,25014,10,0,10,10,384001001,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001002,0,184001002,10,84001002,200,84001,840010021,182100,"박천의 심역 1-2",90,25014,10,0,10,10,384001002,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001003,0,184001003,10,84001003,400,84001,840010031,182100,"박천의 심역 1-3",90,25014,10,0,10,10,384001003,0,215,25021,"2025/03/13 8:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001004,0,184001004,10,84001004,550,84001,840010041,182100,"박천의 심역 1-4",90,25014,10,0,10,10,384001004,0,215,25021,"2025/03/13 8:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001005,0,184001005,10,84001005,750,84001,840010051,182100,"박천의 심역 1-5",90,25014,10,0,10,10,384001005,0,215,25021,"2025/03/13 8:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001006,0,184001006,10,84001006,950,84001,840010061,182100,"박천의 심역 1-6",90,25014,10,0,10,10,384001006,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001007,0,184001007,10,84001007,1100,84001,840010071,182100,"박천의 심역 1-7",90,25014,10,0,10,10,384001007,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001008,0,184001008,10,84001008,1300,84001,840010081,182100,"박천의 심역 1-8",90,25014,10,0,10,10,384001008,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001009,0,184001009,10,84001009,1500,84001,840010091,182100,"박천의 심역 1-9",90,25014,10,0,10,10,384001009,0,215,25021,"2025/03/13 8:00:00",0
84001,0,50,"2030/12/17 14:59:59",284001010,0,184001010,10,84001010,1750,84001,840010101,182100,"박천의 심역 1-10",90,25014,10,0,10,10,384001010,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001011,0,184001011,20,84001011,2000,84001,840010111,182100,"박천의 심역 2-1",90,25014,10,0,10,10,384001011,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001012,0,184001012,20,84001012,2200,84001,840010121,182100,"박천의 심역 2-2",90,25014,10,0,10,10,384001012,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001013,0,184001013,20,84001013,2400,84001,840010131,182100,"박천의 심역 2-3",90,25014,10,0,10,10,384001013,0,215,25021,"2025/03/13 8:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001014,0,184001014,20,84001014,2550,84001,840010141,182100,"박천의 심역 2-4",90,25014,10,0,10,10,384001014,0,215,25021,"2025/03/13 8:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001015,0,184001015,20,84001015,2750,84001,840010151,182100,"박천의 심역 2-5",90,25014,10,0,10,10,384001015,0,215,25021,"2025/03/13 8:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001016,0,184001016,20,84001016,2950,84001,840010161,182100,"박천의 심역 2-6",90,25014,10,0,10,10,384001016,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001017,0,184001017,20,84001017,3100,84001,840010171,182100,"박천의 심역 2-7",90,25014,10,0,10,10,384001017,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001018,0,184001018,20,84001018,3300,84001,840010181,182100,"박천의 심역 2-8",90,25014,10,0,10,10,384001018,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001019,0,184001019,20,84001019,3500,84001,840010191,182100,"박천의 심역 2-9",90,25014,10,0,10,10,384001019,0,215,25021,"2025/03/13 8:00:00",0
84001,0,50,"2030/12/17 14:59:59",284001020,0,184001020,20,84001020,3750,84001,840010201,182100,"박천의 심역 2-10",90,25014,10,0,10,10,384001020,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001021,0,184001021,30,84001021,4000,84001,840010211,182100,"박천의 심역 3-1",90,25014,10,0,10,10,384001021,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001022,0,184001022,30,84001022,4200,84001,840010221,182100,"박천의 심역 3-2",90,25014,10,0,10,10,384001022,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001023,0,184001023,30,84001023,4400,84001,840010231,182100,"박천의 심역 3-3",90,25014,10,0,10,10,384001023,0,215,25021,"2025/03/13 8:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001024,0,184001024,30,84001024,4550,84001,840010241,182100,"박천의 심역 3-4",90,25014,10,0,10,10,384001024,0,215,25021,"2025/03/13 8:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001025,0,184001025,30,84001025,4750,84001,840010251,182100,"박천의 심역 3-5",90,25014,10,0,10,10,384001025,0,215,25021,"2025/03/13 8:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001026,0,184001026,30,84001026,4950,84001,840010261,182100,"박천의 심역 3-6",90,25014,10,0,10,10,384001026,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001027,0,184001027,30,84001027,5100,84001,840010271,182100,"박천의 심역 3-7",90,25014,10,0,10,10,384001027,0,215,25021,"2025/03/13 8:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001028,0,184001028,30,84001028,5300,84001,840010281,182100,"박천의 심역 3-8",90,25014,10,0,10,10,384001028,0,215,25021,"2025/03/13 8:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001029,0,184001029,30,84001029,5500,84001,840010291,182100,"박천의 심역 3-9",90,25014,10,0,10,10,384001029,0,215,25021,"2025/03/13 8:00:00",0
84001,0,50,"2030/12/17 14:59:59",284001030,0,184001030,30,84001030,5750,84001,840010301,182100,"박천의 심역 3-10",90,25014,10,0,10,10,384001030,0,215,25021,"2025/03/13 8:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001031,0,184001031,60,84001031,6000,84001,840010311,182100,"박천의 심역 4-1",90,25014,10,0,10,10,384001031,0,215,25021,"2025/06/13 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001032,0,184001032,60,84001032,6200,84001,840010321,182100,"박천의 심역 4-2",90,25014,10,0,10,10,384001032,0,215,25021,"2025/06/13 14:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001033,0,184001033,60,84001033,6400,84001,840010331,182100,"박천의 심역 4-3",90,25014,10,0,10,10,384001033,0,215,25021,"2025/06/13 14:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001034,0,184001034,60,84001034,6550,84001,840010341,182100,"박천의 심역 4-4",90,25014,10,0,10,10,384001034,0,215,25021,"2025/06/13 14:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001035,0,184001035,60,84001035,6750,84001,840010351,182100,"박천의 심역 4-5",90,25014,10,0,10,10,384001035,0,215,25021,"2025/06/13 14:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001036,0,184001036,60,84001036,6950,84001,840010361,182100,"박천의 심역 4-6",90,25014,10,0,10,10,384001036,0,215,25021,"2025/06/13 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001037,0,184001037,60,84001037,7100,84001,840010371,182100,"박천의 심역 4-7",90,25014,10,0,10,10,384001037,0,215,25021,"2025/06/13 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001038,0,184001038,60,84001038,7300,84001,840010381,182100,"박천의 심역 4-8",90,25014,10,0,10,10,384001038,0,215,25021,"2025/06/13 14:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001039,0,184001039,60,84001039,7500,84001,840010391,182100,"박천의 심역 4-9",90,25014,10,0,10,10,384001039,0,215,25021,"2025/06/13 14:00:00",0
84001,0,50,"2030/12/17 14:59:59",284001040,0,184001040,60,84001040,7750,84001,840010401,182100,"박천의 심역 4-10",90,25014,10,0,10,10,384001040,0,215,25021,"2025/06/13 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001041,0,184001041,90,84001041,8000,84001,840010411,182100,"박천의 심역 5-1",90,25014,10,0,10,10,384001041,0,215,25021,"2025/06/13 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001042,0,184001042,90,84001042,8200,84001,840010421,182100,"박천의 심역 5-2",90,25014,10,0,10,10,384001042,0,215,25021,"2025/06/13 14:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001043,0,184001043,90,84001043,8400,84001,840010431,182100,"박천의 심역 5-3",90,25014,10,0,10,10,384001043,0,215,25021,"2025/06/13 14:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001044,0,184001044,90,84001044,8550,84001,840010441,182100,"박천의 심역 5-4",90,25014,10,0,10,10,384001044,0,215,25021,"2025/06/13 14:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001045,0,184001045,90,84001045,8750,84001,840010451,182100,"박천의 심역 5-5",90,25014,10,0,10,10,384001045,0,215,25021,"2025/06/13 14:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001046,0,184001046,90,84001046,8950,84001,840010461,182100,"박천의 심역 5-6",90,25014,10,0,10,10,384001046,0,215,25021,"2025/06/13 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001047,0,184001047,90,84001047,9100,84001,840010471,182100,"박천의 심역 5-7",90,25014,10,0,10,10,384001047,0,215,25021,"2025/06/13 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001048,0,184001048,90,84001048,9300,84001,840010481,182100,"박천의 심역 5-8",90,25014,10,0,10,10,384001048,0,215,25021,"2025/06/13 14:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001049,0,184001049,90,84001049,9500,84001,840010491,182100,"박천의 심역 5-9",90,25014,10,0,10,10,384001049,0,215,25021,"2025/06/13 14:00:00",0
84001,0,50,"2030/12/17 14:59:59",284001050,0,184001050,90,84001050,9750,84001,840010501,182100,"박천의 심역 5-10",90,25014,10,0,10,10,384001050,0,215,25021,"2025/06/13 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001051,0,184001051,230,84001051,10000,84001,840010511,182100,"박천의 심역 6-1",90,25014,10,0,10,10,384001051,0,215,25021,"2025/12/19 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001052,0,184001052,230,84001052,10200,84001,840010521,182100,"박천의 심역 6-2",90,25014,10,0,10,10,384001052,0,215,25021,"2025/12/19 14:00:00",0
100370,0,175,"2030/12/17 14:59:59",284001053,0,184001053,230,84001053,10400,84001,840010531,182100,"박천의 심역 6-3",90,25014,10,0,10,10,384001053,0,215,25021,"2025/12/19 14:00:00",0
100370,0,50,"2030/12/17 14:59:59",284001054,0,184001054,230,84001054,10550,84001,840010541,182100,"박천의 심역 6-4",90,25014,10,0,10,10,384001054,0,215,25021,"2025/12/19 14:00:00",0
100370,0,125,"2030/12/17 14:59:59",284001055,0,184001055,230,84001055,10750,84001,840010551,182100,"박천의 심역 6-5",90,25014,10,0,10,10,384001055,0,215,25021,"2025/12/19 14:00:00",0
100380,0,200,"2030/12/17 14:59:59",284001056,0,184001056,230,84001056,10950,84001,840010561,182100,"박천의 심역 6-6",90,25014,10,0,10,10,384001056,0,215,25021,"2025/12/19 14:00:00",0
100370,0,25,"2030/12/17 14:59:59",284001057,0,184001057,230,84001057,11100,84001,840010571,182100,"박천의 심역 6-7",90,25014,10,0,10,10,384001057,0,215,25021,"2025/12/19 14:00:00",0
100370,0,100,"2030/12/17 14:59:59",284001058,0,184001058,230,84001058,11300,84001,840010581,182100,"박천의 심역 6-8",90,25014,10,0,10,10,384001058,0,215,25021,"2025/12/19 14:00:00",0
