command_id,param_01,param_02,param_05,drama_id,command_type,param_03,param_08,param_06,param_04,param_07
131130009,5,5,"",3113,122,0.5,"","","",""
131130010,1.1,0,"",3113,93,"","","","",""
131130011,1.05,1.05,0,3113,123,1.05,"",0,1.05,""
131130012,10,10,"",3113,122,0.5,"","","",""
131130013,0.8,0,"",3113,93,"","","","",""
131130014,1000001,glad_dot_light,"",3113,3,0,"",0.2,"",""
131130015,0.1,0,"",3113,93,"","","","",""
131130016,0.907,0.907,0.4,3113,123,0.907,"",5,0.907,""
131130017,1,0,"",3113,93,"","","","",""
131130018,1000001,disappoint,"",3113,3,0,"",0.2,"",""
131130019,1,0,"",3113,93,"","","","",""
131130020,2,"","",3113,113,"","","","",""
131140001,311400,311400,1,3114,31,345.4,"",0,0,""
131140002,0,"","",3114,91,"","","","",""
131140003,1.05,1.05,7.4,3114,123,1.05,"",0,1.05,""
131140004,1000001,wait,"",3114,3,0,"",0.2,"",""
131140005,311400,1,"",3114,32,"","","","",""
131140006,0.1,0,"",3114,93,"","","","",""
131140007,2,0,"",3114,32,"","","","",""
131140008,3.4,0,"",3114,93,"","","","",""
131140009,0.95,0.95,3.2,3114,123,0.95,"",5,0.95,""
131140010,1000001,shock_short_in,1,3114,3,0,"",0.1,shock_short_loop,0
131140011,1.4,0,"",3114,93,"","","","",""
131140012,1000001,disappoint,"",3114,3,0,"",0.2,"",""
131140013,0.7,0,"",3114,93,"","","","",""
131140014,2,"","",3114,113,"","","","",""
131210001,312100,312100,1,3121,31,345.4,"",0,0,""
131210002,0,"","",3121,91,"","","","",""
131210003,1.05,1.05,7.4,3121,123,1.05,"",0,1.05,""
131210004,1000001,wait,"",3121,3,0,"",0.2,"",""
131210005,2,1,"",3121,35,"","","","",""
131210006,se_travel,se_travel_treasure_big_rock,"",3121,23,0,"","","",""
131210007,3.7,0,"",3121,93,"","","","",""
131210008,312100,1,"",3121,32,"","","","",""
131210009,15,15,"",3121,122,0.65,"","","",""
131210010,0.5,0,"",3121,93,"","","","",""
131210011,20,20,"",3121,122,3.2,"","","",""
131210012,1000001,shock_jump_short,"",3121,3,0,"",0.2,"",""
131210013,0,0,"",3121,91,"","","","",""
131210014,1000001,escape,"",3121,3,1,"",0,"",""
131210015,1000001,-880,0,3121,2,-240,"","",2,""
131210016,0.8,0,"",3121,93,"","","","",""
131210017,2,"","",3121,113,"","","","",""
131220001,1000001,idle,"",3122,3,1,"",0.2,"",""
131220002,312200,11,1,3122,31,345,"",0,-65,""
131220003,312201,12,1,3122,31,345,"",0,-65,""
131220004,0,"","",3122,91,"","","","",""
131220005,1.05,1.05,6.8,3122,123,1.05,"",0,1.05,0
131220006,1000001,wait,"",3122,3,0,"",0.2,"",""
131220007,2,1,"",3122,35,"","","","",""
131220008,4,0,"",3122,93,"","","","",""
131220009,0.95,0.95,0.4,3122,123,0.95,"",0,0.95,""
131220010,11,1,"",3122,32,"","","","",""
131220011,12,1,"",3122,32,"","","","",""
131220012,1000001,arrow_panic,"",3122,3,0,"","","",""
131220013,2.7,0,"",3122,93,"","","","",""
131220014,2,0,"",3122,113,"","","","",""
131230001,6,6,1,3123,31,345.4,"",0,0,""
131230002,7,7,1,3123,31,345.4,"",0,0,""
131230003,310000,310000,1,3123,31,345.4,"",0,0,""
131230004,312300,312300,1,3123,31,345.4,"",0,0,""
131230005,990001,990001,1,3123,31,345.4,"",1,0,""
131230006,4,14,-180,3123,5,14,reward_loop,1.1,345,0
131230007,0,"","",3123,91,"","","","",""
131230008,1.05,1.05,7.4,3123,123,1.05,"",0,1.05,""
131230009,1000001,wait,"",3123,3,0,"",0.2,"",""
131230010,2,1,"",3123,35,"","","","",""
131230011,4.9,0,"",3123,93,"","","","",""
131230012,30,30,"",3123,122,0.4,"","","",""
131230013,312300,1,"",3123,32,"","","","",""
131230014,6,1,"",3123,32,"","","","",""
131230015,0.1,0,"",3123,93,"","","","",""
131230016,2,0,"",3123,32,"","","","",""
131230017,3,0,"",3123,32,"","","","",""
131230018,1000001,dotEyes_noEmotion,"",3123,3,0,"","","",""
131230019,vo_travel_round_event,vo_travel_round_event_3123,"",3123,21,0,"","",0,""
131230020,2.5,0,"",3123,93,"","","","",""
131230021,7,1,"",3123,32,"","","","",""
131230022,0.1,0,"",3123,93,"","","","",""
131230023,6,0,"",3123,32,"","","","",""
131230024,0.2,0,"",3123,93,"","","","",""
131230025,0.95,0.95,0.3,3123,123,0.95,"",0,0.95,""
131230026,310000,1,"",3123,32,"","","","",""
131230027,0.2,0,"",3123,93,"","","","",""
131230028,50,50,"",3123,122,0.6,"","","",""
131230029,1.6,0,"",3123,93,"","","","",""
131230030,2,"","",3123,113,"","","","",""
131240001,312400,312400,1,3124,31,345.4,"",0,0,""
131240002,8,8,1,3124,31,345.4,"",0,0,""
131240003,8,0,"",3124,35,"","","","",""
131240004,8,1,"",3124,32,"","","","",""
131240005,990002,990002,1,3124,31,345.4,"",1,0,""
131240006,2,3124,-240,3124,5,56,empty,0.5,345.4,0
131240007,0,"","",3124,91,"","","","",""
131240008,1.05,1.05,7.4,3124,123,1.05,"",0,1.05,""
131240009,1000001,wait,"",3124,3,0,"",0.2,"",""
131240010,2,1,"",3124,35,"","","","",""
131240011,5.4,0,"",3124,93,"","","","",""
131240012,312400,1,"",3124,32,"","","","",""
131240013,0.1,0,"",3124,93,"","","","",""
131240014,2,0,"",3124,32,"","","","",""
131240015,0.95,0.95,0.4,3124,123,0.95,"",0,0.95,""
131240016,1000001,glad,"",3124,3,0,"",0.2,"",""
131240017,3124,drop,"",3124,3,0,"",0,"",""
131240018,0.7,0,"",3124,93,"","","","",""
131240019,1000001,joy_short,"",3124,3,0,"",0.2,"",""
131240020,0.7,0,"",3124,93,"","","","",""
131240021,3124,shock,"",3124,3,0,"",0,"",""
131240022,0.8,0,"",3124,93,"","","","",""
131240023,1000001,shock_jump_mimic,0,3124,3,0,"",0.2,"",""
131240024,2.4,0,"",3124,93,"","","","",""
131240025,2,"","",3124,113,"","","","",""
132000001,320000,320000,1,3200,31,345.4,"",0,0,""
132000002,110,110,1,3200,31,345.4,"",0,0,""
132000003,111,111,1,3200,31,345.4,"",0,0,""
132000004,990001,990001,1,3200,31,345.4,"",1,0,""
132000005,0,"","",3200,91,"","","","",""
132000006,1.05,1.05,7.4,3200,123,1.05,"",0,1.05,""
132000007,1000001,wait,"",3200,3,0,"",0.2,"",""
132000008,2,1,"",3200,35,"","","","",""
132000009,5.4,0,"",3200,93,"","","","",""
132000010,1000001,glad,"",3200,3,0,"",0.2,"",""
132000011,320000,1,"",3200,32,"","","","",""
132000012,1,0,"",3200,93,"","","","",""
132000013,0.95,0.95,0.8,3200,123,0.95,"",5,0.95,""
132000014,110,1,"",3200,32,"","","","",""
132000015,111,1,"",3200,32,"","","","",""
132000016,0.1,0,"",3200,93,"","","","",""
132000017,2,0,"",3200,32,"","","","",""
132000018,3,0,"",3200,32,"","","","",""
132000019,1.1,0,"",3200,93,"","","","",""
132000020,1000001,joy_round3_in,1,3200,3,0,"",0.2,joy_round3_loop,0
132000021,0.5,0,"",3200,93,"","","","",""
132000022,998,1,"",3200,32,"","","","",""
132000023,5.2,0,"",3200,93,"","","","",""
132000024,1,"","",3200,113,"","","","",""
132010001,320000,320000,1,3201,31,345.4,"",0,0,""
132010002,110,110,1,3201,31,345.4,"",0,0,""
132010003,111,111,1,3201,31,345.4,"",0,0,""
132010004,990002,990002,1,3201,31,345.4,"",1,0,""
132010005,0,"","",3201,91,"","","","",""
132010006,1.05,1.05,7.4,3201,123,1.05,"",0,1.05,""
132010007,1000001,wait,"",3201,3,0,"",0.2,"",""
132010008,2,1,"",3201,35,"","","","",""
132010009,5.4,0,"",3201,93,"","","","",""
132010010,1000001,glad,"",3201,3,0,"",0.2,"",""
132010011,320000,1,"",3201,32,"","","","",""
132010012,1,0,"",3201,93,"","","","",""
132010013,0.95,0.95,0.8,3201,123,0.95,"",5,0.95,""
132010014,110,1,"",3201,32,"","","","",""
132010015,111,1,"",3201,32,"","","","",""
132010016,0.1,0,"",3201,93,"","","","",""
132010017,2,0,"",3201,32,"","","","",""
132010018,3,0,"",3201,32,"","","","",""
132010019,1.1,0,"",3201,93,"","","","",""
132010020,1000001,joy_round3_in,1,3201,3,0,"",0.2,joy_round3_loop,0
132010021,0.5,0,"",3201,93,"","","","",""
132010022,998,1,"",3201,32,"","","","",""
132010023,5.2,0,"",3201,93,"","","","",""
132010024,1,"","",3201,113,"","","","",""
132020001,320000,320000,1,3202,31,345.4,"",0,0,""
132020002,320001,320001,1,3202,31,345.4,"",0,0,""
132020003,110,110,1,3202,31,345.4,"",0,0,""
132020004,111,111,1,3202,31,345.4,"",0,0,""
132020005,990003,990003,1,3202,31,345.4,"",1,0,""
132020006,0,"","",3202,91,"","","","",""
132020007,1.05,1.05,7.4,3202,123,1.05,"",0,1.05,""
132020008,1000001,wait,"",3202,3,0,"",0.2,"",""
132020009,320001,1,"",3202,32,"","","","",""
132020010,0.1,0,"",3202,93,"","","","",""
132020011,2,0,"",3202,32,"","","","",""
132020012,5.3,0,"",3202,93,"","","","",""
132020013,1000001,glad,"",3202,3,0,"",0.2,"",""
132020014,320000,1,"",3202,32,"","","","",""
132020015,1,0,"",3202,93,"","","","",""
132020016,0.95,0.95,0.8,3202,123,0.95,"",5,0.95,""
132020017,110,1,"",3202,32,"","","","",""
132020018,111,1,"",3202,32,"","","","",""
132020019,0.1,0,"",3202,93,"","","","",""
132020020,320001,0,"",3202,32,"","","","",""
132020021,3,0,"",3202,32,"","","","",""
132020022,1.1,0,"",3202,93,"","","","",""
132020023,1000001,joy_round3_in,1,3202,3,0,"",0.2,joy_round3_loop,0
132020024,0.5,0,"",3202,93,"","","","",""
132020025,998,1,"",3202,32,"","","","",""
132020026,5.2,0,"",3202,93,"","","","",""
132020027,1,"","",3202,113,"","","","",""
132110001,6,6,1,3211,31,345.4,"",0,0,""
132110002,7,7,1,3211,31,345.4,"",0,0,""
132110003,8,8,1,3211,31,345.4,"",0,0,""
132110004,111,111,1,3211,31,345.4,"",0,0,""
132110005,110,110,1,3211,31,345.4,"",0,0,""
132110006,321100,321100,1,3211,31,345.4,"",0,0,""
132110007,321101,321101,1,3211,31,345.4,"",0,0,""
132110008,321102,321102,1,3211,31,345.4,"",0,0,""
132110009,3,13,0,3211,5,55,appear,1.3,8000,0
132110010,2,100711,-250,3211,1,56,03_run,0.89,8000,1
132110011,0,"","",3211,91,"","","","",""
132110012,13,1,0,3211,6,1,"",0,1,0
132110013,13,95,0,3211,2,-250,"","",0,""
132110014,100711,1100,0,3211,2,-250,"","",0,""
132110015,1.05,1.05,7.4,3211,123,1.05,"",0,1.05,""
132110016,1000001,wait,"",3211,3,0,"",0.2,"",""
132110017,2,1,"",3211,35,"","","","",""
132110018,4.9,0,"",3211,93,"","","","",""
132110019,0.95,0.95,0.3,3211,123,0.95,"",0,0.95,""
132110020,se_travel,se_travel_treasure_ghost_special_success,"",3211,23,0,"","","",""
132110021,8,1,"",3211,32,"","","","",""
132110022,8,0,"",3211,35,"","","","",""
132110023,6,1,"",3211,32,"","","","",""
132110024,0.1,0,"",3211,93,"","","","",""
132110025,2,0,"",3211,32,"","","","",""
132110026,3,0,"",3211,32,"","","","",""
132110027,1000001,dotEyes,"",3211,3,0,"",0.2,"",""
132110028,0.3,0,"",3211,93,"","","","",""
132110029,13,appear,"",3211,3,0,"","","",""
132110030,13,1,1,3211,6,1,"",0,1,0
132110031,0.67,0,"",3211,93,"","","","",""
132110032,1000001,shock_jump,"",3211,3,0,"","","",""
132110033,1000001,70,0,3211,2,-250,"","",1,""
132110034,1.1,0,"",3211,93,"","","","",""
132110035,1000001,escape,"",3211,3,1,"","","",""
132110036,1000001,-350,0,3211,2,-250,"","",1.2,""
132110037,13,march_pudding,"",3211,3,0,"","","",""
132110038,7,1,"",3211,32,"","","","",""
132110039,0.1,0,"",3211,93,"","","","",""
132110040,6,0,"",3211,32,"","","","",""
132110041,0.3,0,"",3211,93,"","","","",""
132110042,321100,1,"",3211,32,"","","","",""
132110043,0.4,0,"",3211,93,"","","","",""
132110044,100711,630,0,3211,2,-250,"","",1.1,""
132110045,0.9,0,"",3211,93,"","","","",""
132110046,vo_travel_round_event,vo_travel_round_event_3211,"",3211,21,1,"","",0,""
132110047,0.2,0,"",3211,93,"","","","",""
132110048,100711,03_idle,"",3211,3,1,"","","",0
132110049,0.3,0,"",3211,93,"","","","",""
132110050,100711,03_attack,"",3211,3,0,"",0.2,03_idle,0.2
132110051,321101,1,"",3211,32,"","","","",""
132110052,1000001,run,"",3211,3,1,"","","",""
132110053,1000001,0,"",3211,4,"","","","",""
132110054,1000001,70,0,3211,2,-250,"","",2,""
132110055,0.6,0,"",3211,93,"","","","",""
132110056,321102,1,"",3211,32,"","","","",""
132110057,110,1,"",3211,32,"","","","",""
132110058,111,1,"",3211,32,"","","","",""
132110059,0.1,0,"",3211,93,"","","","",""
132110060,7,0,"",3211,32,"","","","",""
132110061,1.2,0,"",3211,93,"","","","",""
132110062,8,0,"",3211,32,"","","","",""
132110063,0.1,0,"",3211,93,"","","","",""
132110064,100711,03_joy_short,"",3211,3,0,"",0.2,"",""
132110065,1000001,joy_round3_in,1,3211,3,0,"",0.2,joy_round3_loop,0.2
132110066,998,1,"",3211,32,"","","","",""
132110067,0.7,0,"",3211,93,"","","","",""
132110068,13,pudding_loop,"",3211,3,1,"","","",""
132110069,4.5,0,"",3211,93,"","","","",""
132110070,1,"","",3211,113,"","","","",""
132120001,1000001,idle,"",3212,3,1,"",0.2,"",""
132120002,301200,13,1,3212,31,0,"",0,0,""
132120003,101,14,1,3212,31,0,"",0,0,""
132120004,301204,16,1,3212,31,260,"",0,-150,""
132120005,301204,19,1,3212,31,320,"",0,-120,""
132120006,301205,17,1,3212,31,0,"",0,0,""
132120007,6,18,1,3212,31,345.4,"",0,0,""
132120008,301201,20,1,3212,31,345.4,"",0,0,""
132120009,301202,21,1,3212,31,345.4,"",0,0,""
132120010,111,111,1,3212,31,345.4,"",0,0,""
132120011,111,0,"",3212,35,"","","","",""
132120012,110,110,1,3212,31,345.4,"",0,0,""
132120013,1,3,-234,3212,5,55,round_monster_walk,1,9340,0
132120014,0,"","",3212,91,"","","","",""
132120015,3,1,0,3212,6,1,"",0,1,0
132120016,3,345,0,3212,2,-234,"",0,0,0
132120017,1.05,1.05,7.4,3212,123,1.05,"",0,1.05,0
132120018,1000001,wait,"",3212,3,0,"",0.2,"",""
132120019,2,1,"",3212,35,"","","","",""
132120020,301203,15,1,3212,31,0,"",0,0,""
132120021,2,1000003,-250,3212,1,57,<weapon>_run,0.89,9340,0
132120022,2,1000004,-290,3212,1,58,<weapon>_run,0.89,9340,0
132120023,4.3,0,"",3212,93,"","","","",""
132120024,0.95,0.95,0.4,3212,123,0.95,"",0,0.95,""
132120025,21,1,"",3212,32,"","","","",""
132120026,21,0,"",3212,35,"","","","",""
132120027,se_travel,se_travel_treasure_success_monster_helper_2,"",3212,23,"","","","",""
132120028,18,1,"",3212,32,"","","","",""
132120029,0.1,0,"",3212,93,"","","","",""
132120030,2,0,"",3212,32,"","","","",""
132120031,3,1,1,3212,6,1,"",0.3,1,0
132120032,13,1,"",3212,32,"","","","",""
132120033,3,round_monster_appear,"",3212,3,0,"","","",""
132120034,1000001,back,"",3212,3,0,"","","",""
132120035,0.67,0,"",3212,93,"","","","",""
132120036,3,round_monster_walk,"",3212,3,0,"",0.1,"",""
132120037,3,220,0,3212,2,-234,"","",1.4,""
132120038,20,1,"",3212,32,"","","","",""
132120039,0.1,0,"",3212,93,"","","","",""
132120040,18,0,"",3212,32,"","","","",""
132120041,0.5,0,"",3212,93,"","","","",""
132120042,1000003,1,"",3212,4,"","","","",""
132120043,1000003,1545,0,3212,2,-240,"","",0,""
132120044,1000004,1,"",3212,4,"","","","",""
132120045,1000004,1635,0,3212,2,-280,"","",0,""
132120046,0.5,0,"",3212,93,"","","","",""
132120047,3,round_monster_attack,"",3212,3,0,"",0.3,"",""
132120048,0.5,0,"",3212,93,"","","","",""
132120049,17,1,"",3212,32,"","","","",""
132120050,1000001,back_loop,"",3212,3,0,"",0.1,"",""
132120051,0.5,0,"",3212,93,"","","","",""
132120052,1000003,920,0,3212,2,-240,"","",0,""
132120053,1000003,620,0,3212,2,-240,"","",0.16,""
132120054,1000003,<weapon>_run,"",3212,3,0,"",0.2,"",""
132120055,0.16,0,"",3212,93,"","","","",""
132120056,1000003,<weapon>_attack_skipQuest,"",3212,3,0,"",0.2,"",""
132120057,0.1,0,"",3212,93,"","","","",""
132120058,3,280,0,3212,2,-234,"","",0,""
132120059,3,1,"",3212,4,"","","","",""
132120060,3,round_monster_die,"",3212,3,0,"",0,"",""
132120061,16,1,"",3212,32,"","","","",""
132120062,0.15,0,"",3212,93,"","","","",""
132120063,1000004,910,0,3212,2,-280,"","",0,""
132120064,1000004,710,0,3212,2,-280,"","",0.16,""
132120065,1000004,<weapon>_run,"",3212,3,0,"",0.2,"",""
132120066,0.16,0,"",3212,93,"","","","",""
132120067,1000004,<weapon>_attack_skipQuest,"",3212,3,0,"",0.2,"",""
132120068,0.1,0,"",3212,93,"","","","",""
132120069,0.1,0,"",3212,93,"","","","",""
132120070,3,round_monster_die,"",3212,3,0,"",0,"",""
132120071,19,1,"",3212,32,"","","","",""
132120072,0.4,0,"",3212,93,"","","","",""
132120073,1000001,20,0,3212,2,-240,"","",0,""
132120074,1000001,back_origin,"",3212,3,0,"",0,"",""
132120075,1000001,surprise,"",3212,3,0,"",0.2,"",""
132120076,1000003,<weapon>_idle,"",3212,3,1,"",0.2,"",""
132120077,0.2,0,"",3212,93,"","","","",""
132120078,110,1,"",3212,32,"","","","",""
132120079,111,1,"",3212,32,"","","","",""
132120080,0.2,0,"",3212,93,"","","","",""
132120081,1000004,<weapon>_idle,"",3212,3,1,"",0.2,"",""
132120082,0.46,0,"",3212,93,"","","","",""
132120083,3,1,0,3212,6,1,"",0.6,1,""
132120084,18,1,"",3212,32,"","","","",""
132120085,0.02,0,"",3212,93,"","","","",""
132120086,20,0,"",3212,32,"","","","",""
132120087,21,0,"",3212,32,"","","","",""
132120088,1000001,joy_round3_in,1,3212,3,0,"",0.2,joy_round3_loop,""
132120089,0.1,0,"",3212,93,"","","","",""
132120090,1000003,<weapon>_joy_short,"",3212,3,0,"",0,"",""
132120091,0.1,0,"",3212,93,"","","","",""
132120092,1000004,<weapon>_joy_short,"",3212,3,0,"",0,"",""
132120093,0.9,0,"",3212,93,"","","","",""
132120094,998,1,"",3212,32,"","","","",""
132120095,3.8,0,"",3212,93,"","","","",""
132120096,1,0,"",3212,113,"","","","",""
132130001,321300,321300,1,3213,31,345.4,"",0,0,""
132130002,111,111,1,3213,31,345.4,"",0,0,""
132130003,111,0,"",3213,35,"","","","",""
132130004,110,110,1,3213,31,345.4,"",0,0,""
132130005,0,"","",3213,91,"","","","",""
132130006,1000001,wait_gradeUp,"",3213,3,0,"",0.2,"",""
132130007,321300,1,"",3213,32,"","","","",""
132130008,0.1,0,"",3213,93,"","","","",""
132130009,2,0,"",3213,32,"","","","",""
132130010,0.8,0,"",3213,93,"","","","",""
132130011,1.05,1.05,0,3213,123,1.05,"",0,1.05,""
132130012,5,5,"",3213,122,0.5,"","","",""
132130013,1.1,0,"",3213,93,"","","","",""
132130014,1.05,1.05,0,3213,123,1.05,"",0,1.05,""
132130015,10,10,"",3213,122,0.5,"","","",""
132130016,0.8,0,"",3213,93,"","","","",""
132130017,1000001,glad_dot_light,"",3213,3,0,"",0.2,"",""
132130018,0.1,0,"",3213,93,"","","","",""
132130019,0.907,0.907,0.4,3213,123,0.907,"",5,0.907,""
132130020,1.5,0,"",3213,93,"","","","",""
132130021,20,20,"",3213,122,0.7,"","","",""
132130022,1.4,0,"",3213,93,"","","","",""
132130023,110,1,"",3213,32,"","","","",""
132130024,111,1,"",3213,32,"","","","",""
132130025,1.2,0,"",3213,93,"","","","",""
132130026,1000001,joy_round3_in,1,3213,3,0,"",0.2,joy_round3_loop,0
132130027,0.3,0,"",3213,93,"","","","",""
132130028,998,1,"",3213,32,"","","","",""
132130029,3.8,0,"",3213,93,"","","","",""
132130030,1,"","",3213,113,"","","","",""
132140001,321400,321400,1,3214,31,345.4,"",0,0,""
132140002,2,103111,-240,3214,1,57,05_idle,0.89,1088,1
132140003,110,110,1,3214,31,345.4,"",0,0,""
132140004,111,111,1,3214,31,345.4,"",0,0,""
132140005,0,"","",3214,91,"","","","",""
132140006,1.05,1.05,7.4,3214,123,1.05,"",0,1.05,""
132140007,1000001,wait,"",3214,3,0,"",0.2,"",""
132140008,321400,1,"",3214,32,"","","","",""
132140009,0.1,0,"",3214,93,"","","","",""
132140010,2,0,"",3214,32,"","","","",""
132140011,3.4,0,"",3214,93,"","","","",""
132140012,0.95,0.95,3.2,3214,123,0.95,"",5,0.95,""
132140013,1000001,shock_jump_aura,"",3214,3,0,"",0.2,"",""
132140014,0.1,0,"",3214,93,"","","","",""
132140015,1000001,70,2,3214,2,-240,"","",0.6,""
132140016,0.5,0,"",3214,93,"","","","",""
132140017,103111,05_run_gamestart,"",3214,3,1,"",0,"",""
132140018,103111,586,0,3214,2,-240,"","",0.5,""
132140019,0.5,0,"",3214,93,"","","","",""
132140020,103111,05_idle,"",3214,3,1,"",0.2,"",""
132140021,0.5,0,"",3214,93,"","","","",""
132140022,103111,shinobu_exorcise,1,3214,3,0,"",0.2,05_idle,0
132140023,vo_travel_round_event,vo_travel_round_event_3214,"",3214,21,0,"","",0,""
132140024,1,0,"",3214,93,"","","","",""
132140025,110,1,"",3214,32,"","","","",""
132140026,111,1,"",3214,32,"","","","",""
132140027,0.1,0,"",3214,93,"","","","",""
132140028,3,0,"",3214,32,"","","","",""
132140029,1.1,0,"",3214,93,"","","","",""
132140030,1000001,joy_round3_in,1,3214,3,0,"",0.2,joy_round3_loop,0
132140031,103111,05_joy_short,"",3214,3,0,"",0.2,"",""
132140032,0.5,0,"",3214,93,"","","","",""
132140033,998,1,"",3214,32,"","","","",""
132140034,3.8,0,"",3214,93,"","","","",""
132140035,1,"","",3214,113,"","","","",""
132150001,321500,321500,1,3215,31,345.4,"",1,0,""
132150002,321501,321501,1,3215,31,345.4,"",1,0,""
132150003,120,120,1,3215,31,345.4,"",0,0,""
132150004,121,121,1,3215,31,345.4,"",0,0,""
132150005,990001,990001,1,3215,31,345.4,"",1,0,""
132150006,0,"","",3215,91,"","","","",""
132150007,1.05,1.05,7.4,3215,123,1.05,"",0,1.05,""
132150008,1000001,wait_wakuwaku,"",3215,3,0,"",0.2,"",""
132150009,2,1,"",3215,35,"","","","",""
132150010,5.2,0,"",3215,93,"","","","",""
132150011,0.95,0.95,0.8,3215,123,0.95,"",5,0.95,""
132150012,120,1,"",3215,32,"","","","",""
132150013,121,1,"",3215,32,"","","","",""
132150014,0.1,0,"",3215,93,"","","","",""
132150015,321501,0,"",3215,32,"","","","",""
132150016,2,0,"",3215,32,"","","","",""
132150017,3,0,"",3215,32,"","","","",""
132150018,998,1,"",3215,32,"","","","",""
132150019,0.4,0,"",3215,93,"","","","",""
132150020,1000001,dance,"",3215,3,1,"",0.2,"",""
132150021,4.8,0,"",3215,93,"","","","",""
132150022,1,"","",3215,113,"","","","",""
132160001,6,6,1,3216,31,345.4,"",0,0,""
132160002,8,8,1,3216,31,345.4,"",0,0,""
132160003,110,110,1,3216,31,345.4,"",0,0,""
132160004,111,111,1,3216,31,345.4,"",0,0,""
132160005,301600,301600,1,3216,31,345.4,"",0,-80,""
132160006,990002,990002,1,3216,31,345.4,"",1,0,""
132160007,0,"","",3216,91,"","","","",""
132160008,1.05,1.05,7.4,3216,123,1.05,"",0,1.05,""
132160009,1000001,wait,"",3216,3,0,"",0.2,"",""
132160010,2,1,"",3216,35,"","","","",""
132160011,5.4,0,"",3216,93,"","","","",""
132160012,0.95,0.95,0.4,3216,123,0.95,"",0,0.95,""
132160013,8,1,"",3216,32,"","","","",""
132160014,8,0,"",3216,35,"","","","",""
132160015,301600,1,"",3216,32,"","","","",""
132160016,6,1,"",3216,32,"","","","",""
132160017,111,1,"",3216,32,"","","","",""
132160018,111,0,"",3216,35,"","","","",""
132160019,0.1,0,"",3216,93,"","","","",""
132160020,2,0,"",3216,32,"","","","",""
132160021,3,0,"",3216,32,"","","","",""
132160022,1000001,glad,"",3216,3,0,"",0.1,"",""
132160023,0.1,0,"",3216,93,"","","","",""
132160024,8,1,"",3216,35,"","","","",""
132160025,110,1,"",3216,32,"","","","",""
132160026,se_travel,se_travel_treasure_special_success_butterfly,"",3216,23,0,"","","",""
132160027,1.5,0,"",3216,93,"","","","",""
132160028,998,1,"",3216,32,"","","","",""
132160029,1000001,joy_round3_in,1,3216,3,0,"",0.2,joy_round3_loop,""
132160030,5.2,0,"",3216,93,"","","","",""
132160031,1,"","",3216,113,"","","","",""
132170001,310000,310000,1,3217,31,345.4,"",0,0,""
132170002,310001,310001,1,3217,31,0,"",0,0,""
132170003,301700,301700,1,3217,31,345.4,"",0,0,""
132170004,301701,301701,1,3217,31,740,"",0,-115,""
132170005,301702,301702,1,3217,31,345.4,"",0,0,""
132170006,120,120,1,3217,31,345.4,"",0,0,""
132170007,321700,321700,1,3217,31,345.4,"",0,0,""
132170008,5,15,-235,3217,5,100,empty,0.44,610,0
132170009,5,16,-235,3217,5,55,empty,0.44,610,0
132170010,0,"","",3217,91,"","","","",""
132170011,1.05,1.05,7.4,3217,123,1.05,"",0,1.05,""
132170012,1000001,wait,"",3217,3,0,"",0.2,"",""
132170013,2,1,"",3217,35,"","","","",""
132170014,5.4,0,"",3217,93,"","","","",""
132170015,0.95,0.95,0.3,3217,123,0.95,"",0,0.95,""
132170016,310000,1,"",3217,32,"","","","",""
132170017,310001,1,"",3217,32,"","","","",""
132170018,0.2,0,"",3217,93,"","","","",""
132170019,50,50,"",3217,122,0.6,"","","",""
132170020,1000001,shock,"",3217,3,0,"",0.2,"",""
132170021,1.6,0,"",3217,93,"","","","",""
132170022,301700,1,"",3217,32,"","","","",""
132170023,1.2,0,"",3217,93,"","","","",""
132170024,se_travel,se_travel_treasure_croce_ui,"",3217,23,0,"","","",""
132170025,15,punch,"",3217,3,0,"","","",""
132170026,16,punch_B,"",3217,3,0,"","","",""
132170027,0.2,0,"",3217,93,"","","","",""
132170028,1.05,1.05,0.1,3217,123,1.05,"",11,1.05,""
132170029,0.1,0,"",3217,93,"","","","",""
132170030,0.95,0.95,0.3,3217,123,0.95,"",0,0.95,""
132170031,1,0,"",3217,93,"","","","",""
132170032,se_travel,se_travel_treasure_croce_door,"",3217,23,0,"","","",""
132170033,0.4,0,"",3217,93,"","","","",""
132170034,301701,1,"",3217,32,"","","","",""
132170035,0.9,0,"",3217,93,"","","","",""
132170036,1.05,1.05,0.3,3217,123,1.05,"",0,1.05,""
132170037,75,75,"",3217,122,0.5,"","","",""
132170038,301702,1,"",3217,32,"","","","",""
132170039,0.4,0,"",3217,93,"","","","",""
132170040,2,0,"",3217,32,"","","","",""
132170041,310000,0,"",3217,32,"","","","",""
132170042,321700,1,"",3217,32,"","","","",""
132170043,0.4,0,"",3217,93,"","","","",""
132170044,0.95,0.95,2,3217,123,0.95,"",2,0.95,""
132170045,0.2,0,"",3217,93,"","","","",""
132170046,1000001,glad,"",3217,3,0,"",0.2,"",""
132170047,120,1,"",3217,32,"","","","",""
132170048,0.4,0,"",3217,93,"","","","",""
132170049,998,1,"",3217,32,"","","","",""
132170050,0.6,0,"",3217,93,"","","","",""
132170051,1000001,joy_round3_in,1,3217,3,0,"",0.2,joy_round3_loop,""
132170052,5,0,"",3217,93,"","","","",""
132170053,1,"","",3217,113,"","","","",""
133000001,330000,330000,1,3300,31,345.4,"",0,0,""
