dear_point,chara_index,reward_type_1,reward_type_5,reward_type_3,event_id,id,reward_count_2,reward_count_1,reward_count_3,reward_type_2,mission_detail,reward_count_5,reward_id_1,reward_id_4,reward_count_4,reward_id_2,reward_id_3,reward_id_5,reward_type_4
100,5,12,0,0,20032,1005621,0,6000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,5,12,0,0,20032,1005622,0,15000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,5,8,0,0,20032,1005623,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,5,12,0,0,20032,1005624,0,30000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,5,8,0,0,20032,1005625,0,60,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20035,1006101,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20035,1006102,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20035,1006103,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20035,1006104,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20035,1006105,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20035,1006106,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20035,1006107,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20035,1006108,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20035,1006109,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20035,1006110,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20035,1006111,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20035,1006112,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20035,1006113,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20035,1006114,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20035,1006115,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20037,1006601,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20037,1006602,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20037,1006603,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20037,1006604,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20037,1006605,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20037,1006606,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20037,1006607,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20037,1006608,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20037,1006609,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20037,1006610,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,8,0,0,20038,1006801,27500,50,0,12,"신뢰도를 100까지 달성하자",0,91002,0,0,94002,0,0,0
200,1,8,0,0,20038,1006802,27500,50,0,12,"신뢰도를 200까지 달성하자",0,91002,0,0,94002,0,0,0
500,1,8,0,0,20038,1006803,55000,100,0,12,"신뢰도를 500까지 달성하자",0,91002,0,0,94002,0,0,0
800,1,8,0,0,20038,1006804,55000,100,0,12,"신뢰도를 800까지 달성하자",0,91002,0,0,94002,0,0,0
1000,1,8,0,0,20038,1006805,90000,150,0,12,"신뢰도를 MAX로 만들자",0,91002,0,0,94002,0,0,0
100,1,12,0,0,20042,1007601,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20042,1007602,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20042,1007603,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20042,1007604,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20042,1007605,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20042,1007606,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20042,1007607,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20042,1007608,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20042,1007609,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20042,1007610,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20042,1007611,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20042,1007612,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20042,1007613,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20042,1007614,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20042,1007615,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20043,1007801,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20043,1007802,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20043,1007803,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20043,1007804,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20043,1007805,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20043,1007806,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20043,1007807,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20043,1007808,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20043,1007809,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20043,1007810,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20048,1008801,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20048,1008802,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20048,1008803,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20048,1008804,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20048,1008805,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20048,1008806,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20048,1008807,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20048,1008808,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20048,1008809,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20048,1008810,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20049,1009001,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20049,1009002,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20049,1009003,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20049,1009004,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20049,1009005,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20049,1009006,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20049,1009007,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20049,1009008,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20049,1009009,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20049,1009010,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20051,1009401,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20051,1009402,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20051,1009403,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20051,1009404,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20051,1009405,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20051,1009406,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20051,1009407,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20051,1009408,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20051,1009409,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20051,1009410,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20051,1009411,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20051,1009412,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20051,1009413,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20051,1009414,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20051,1009415,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20054,1010001,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20054,1010002,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20054,1010003,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20054,1010004,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20054,1010005,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20054,1010006,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20054,1010007,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20054,1010008,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20054,1010009,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20054,1010010,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20055,1010201,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20055,1010202,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20055,1010203,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20055,1010204,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20055,1010205,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20055,1010206,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20055,1010207,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20055,1010208,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20055,1010209,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20055,1010210,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,20055,1010211,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,20055,1010212,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,20055,1010213,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,20055,1010214,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,20055,1010215,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,20056,1010401,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,20056,1010402,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,20056,1010403,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,20056,1010404,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,20056,1010405,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,20056,1010406,0,15000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,20056,1010407,0,37500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,20056,1010408,0,75,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,20056,1010409,0,75000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,20056,1010410,0,150,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,10141,1011401,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,10141,1011402,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,10141,1011403,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,10141,1011404,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,10141,1011405,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,10141,1011406,0,10000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,10141,1011407,0,25000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,10141,1011408,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,10141,1011409,0,50000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,10141,1011410,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,10151,1012401,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,10151,1012402,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,10151,1012403,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,10151,1012404,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,10151,1012405,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,10151,1012406,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,10151,1012407,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,10151,1012408,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,10151,1012409,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,10151,1012410,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,3,12,0,0,10151,1012411,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,3,12,0,0,10151,1012412,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,3,8,0,0,10151,1012413,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,3,12,0,0,10151,1012414,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,3,8,0,0,10151,1012415,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,4,12,0,0,10151,1012416,0,7500,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,4,12,0,0,10151,1012417,0,17500,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,4,8,0,0,10151,1012418,0,30,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,4,12,0,0,10151,1012419,0,40000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,4,8,0,0,10151,1012420,0,90,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,1,12,0,0,10144,1014401,0,30000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,1,12,0,0,10144,1014402,0,60000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,1,8,0,0,10144,1014403,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,1,12,0,0,10144,1014404,0,160000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,1,8,0,0,10144,1014405,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
100,2,12,0,0,10144,1014406,0,30000,0,0,"신뢰도를 100까지 달성하자",0,94002,0,0,0,0,0,0
200,2,12,0,0,10144,1014407,0,60000,0,0,"신뢰도를 200까지 달성하자",0,94002,0,0,0,0,0,0
500,2,8,0,0,10144,1014408,0,50,0,0,"신뢰도를 500까지 달성하자",0,91002,0,0,0,0,0,0
800,2,12,0,0,10144,1014409,0,160000,0,0,"신뢰도를 800까지 달성하자",0,94002,0,0,0,0,0,0
1000,2,8,0,0,10144,1014410,0,100,0,0,"신뢰도를 MAX로 만들자",0,91002,0,0,0,0,0,0
