target_shape,bonus_id,description,target_category,effect_value,effect_target
1,20101068,"타이어(특대)에<1>HP+68%",2,68,1
1,20101069,"타이어(특대)에<1>HP+69%",2,69,1
1,20101070,"타이어(특대)에<1>HP+70%",2,70,1
1,20101071,"타이어(특대)에<1>HP+71%",2,71,1
1,20101072,"타이어(특대)에<1>HP+72%",2,72,1
1,20101073,"타이어(특대)에<1>HP+73%",2,73,1
1,20101074,"타이어(특대)에<1>HP+74%",2,74,1
1,20101075,"타이어(특대)에<1>HP+75%",2,75,1
1,20101076,"타이어(특대)에<1>HP+76%",2,76,1
1,20101077,"타이어(특대)에<1>HP+77%",2,77,1
1,20101078,"타이어(특대)에<1>HP+78%",2,78,1
1,20101079,"타이어(특대)에<1>HP+79%",2,79,1
1,20101080,"타이어(특대)에<1>HP+80%",2,80,1
1,20101081,"타이어(특대)에<1>HP+81%",2,81,1
1,20101082,"타이어(특대)에<1>HP+82%",2,82,1
1,20101083,"타이어(특대)에<1>HP+83%",2,83,1
1,20101084,"타이어(특대)에<1>HP+84%",2,84,1
1,20101085,"타이어(특대)에<1>HP+85%",2,85,1
1,20101086,"타이어(특대)에<1>HP+86%",2,86,1
1,20101087,"타이어(특대)에<1>HP+87%",2,87,1
1,20101088,"타이어(특대)에<1>HP+88%",2,88,1
1,20101089,"타이어(특대)에<1>HP+89%",2,89,1
1,20101090,"타이어(특대)에<1>HP+90%",2,90,1
1,20101091,"타이어(특대)에<1>HP+91%",2,91,1
1,20101092,"타이어(특대)에<1>HP+92%",2,92,1
1,20101093,"타이어(특대)에<1>HP+93%",2,93,1
1,20101094,"타이어(특대)에<1>HP+94%",2,94,1
1,20101095,"타이어(특대)에<1>HP+95%",2,95,1
1,20101096,"타이어(특대)에<1>HP+96%",2,96,1
1,20101097,"타이어(특대)에<1>HP+97%",2,97,1
1,20101098,"타이어(특대)에<1>HP+98%",2,98,1
1,20101099,"타이어(특대)에<1>HP+99%",2,99,1
1,20101100,"타이어(특대)에<1>HP+100%",2,100,1
2,20201010,"타이어(대)에<1>HP+10%",2,10,1
2,20201011,"타이어(대)에<1>HP+11%",2,11,1
2,20201012,"타이어(대)에<1>HP+12%",2,12,1
2,20201013,"타이어(대)에<1>HP+13%",2,13,1
2,20201014,"타이어(대)에<1>HP+14%",2,14,1
2,20201015,"타이어(대)에<1>HP+15%",2,15,1
2,20201016,"타이어(대)에<1>HP+16%",2,16,1
2,20201017,"타이어(대)에<1>HP+17%",2,17,1
2,20201018,"타이어(대)에<1>HP+18%",2,18,1
2,20201019,"타이어(대)에<1>HP+19%",2,19,1
2,20201020,"타이어(대)에<1>HP+20%",2,20,1
2,20201021,"타이어(대)에<1>HP+21%",2,21,1
2,20201022,"타이어(대)에<1>HP+22%",2,22,1
2,20201023,"타이어(대)에<1>HP+23%",2,23,1
2,20201024,"타이어(대)에<1>HP+24%",2,24,1
2,20201025,"타이어(대)에<1>HP+25%",2,25,1
2,20201026,"타이어(대)에<1>HP+26%",2,26,1
2,20201027,"타이어(대)에<1>HP+27%",2,27,1
2,20201028,"타이어(대)에<1>HP+28%",2,28,1
2,20201029,"타이어(대)에<1>HP+29%",2,29,1
2,20201030,"타이어(대)에<1>HP+30%",2,30,1
2,20201031,"타이어(대)에<1>HP+31%",2,31,1
2,20201032,"타이어(대)에<1>HP+32%",2,32,1
2,20201033,"타이어(대)에<1>HP+33%",2,33,1
2,20201034,"타이어(대)에<1>HP+34%",2,34,1
2,20201035,"타이어(대)에<1>HP+35%",2,35,1
2,20201036,"타이어(대)에<1>HP+36%",2,36,1
2,20201037,"타이어(대)에<1>HP+37%",2,37,1
2,20201038,"타이어(대)에<1>HP+38%",2,38,1
2,20201039,"타이어(대)에<1>HP+39%",2,39,1
2,20201040,"타이어(대)에<1>HP+40%",2,40,1
2,20201041,"타이어(대)에<1>HP+41%",2,41,1
2,20201042,"타이어(대)에<1>HP+42%",2,42,1
2,20201043,"타이어(대)에<1>HP+43%",2,43,1
2,20201044,"타이어(대)에<1>HP+44%",2,44,1
2,20201045,"타이어(대)에<1>HP+45%",2,45,1
2,20201046,"타이어(대)에<1>HP+46%",2,46,1
2,20201047,"타이어(대)에<1>HP+47%",2,47,1
2,20201048,"타이어(대)에<1>HP+48%",2,48,1
2,20201049,"타이어(대)에<1>HP+49%",2,49,1
2,20201050,"타이어(대)에<1>HP+50%",2,50,1
2,20201051,"타이어(대)에<1>HP+51%",2,51,1
2,20201052,"타이어(대)에<1>HP+52%",2,52,1
2,20201053,"타이어(대)에<1>HP+53%",2,53,1
2,20201054,"타이어(대)에<1>HP+54%",2,54,1
2,20201055,"타이어(대)에<1>HP+55%",2,55,1
2,20201056,"타이어(대)에<1>HP+56%",2,56,1
2,20201057,"타이어(대)에<1>HP+57%",2,57,1
2,20201058,"타이어(대)에<1>HP+58%",2,58,1
2,20201059,"타이어(대)에<1>HP+59%",2,59,1
2,20201060,"타이어(대)에<1>HP+60%",2,60,1
2,20201061,"타이어(대)에<1>HP+61%",2,61,1
2,20201062,"타이어(대)에<1>HP+62%",2,62,1
2,20201063,"타이어(대)에<1>HP+63%",2,63,1
2,20201064,"타이어(대)에<1>HP+64%",2,64,1
2,20201065,"타이어(대)에<1>HP+65%",2,65,1
2,20201066,"타이어(대)에<1>HP+66%",2,66,1
2,20201067,"타이어(대)에<1>HP+67%",2,67,1
2,20201068,"타이어(대)에<1>HP+68%",2,68,1
2,20201069,"타이어(대)에<1>HP+69%",2,69,1
2,20201070,"타이어(대)에<1>HP+70%",2,70,1
2,20201071,"타이어(대)에<1>HP+71%",2,71,1
2,20201072,"타이어(대)에<1>HP+72%",2,72,1
2,20201073,"타이어(대)에<1>HP+73%",2,73,1
2,20201074,"타이어(대)에<1>HP+74%",2,74,1
2,20201075,"타이어(대)에<1>HP+75%",2,75,1
2,20201076,"타이어(대)에<1>HP+76%",2,76,1
2,20201077,"타이어(대)에<1>HP+77%",2,77,1
2,20201078,"타이어(대)에<1>HP+78%",2,78,1
2,20201079,"타이어(대)에<1>HP+79%",2,79,1
2,20201080,"타이어(대)에<1>HP+80%",2,80,1
2,20201081,"타이어(대)에<1>HP+81%",2,81,1
2,20201082,"타이어(대)에<1>HP+82%",2,82,1
2,20201083,"타이어(대)에<1>HP+83%",2,83,1
2,20201084,"타이어(대)에<1>HP+84%",2,84,1
2,20201085,"타이어(대)에<1>HP+85%",2,85,1
2,20201086,"타이어(대)에<1>HP+86%",2,86,1
2,20201087,"타이어(대)에<1>HP+87%",2,87,1
2,20201088,"타이어(대)에<1>HP+88%",2,88,1
2,20201089,"타이어(대)에<1>HP+89%",2,89,1
2,20201090,"타이어(대)에<1>HP+90%",2,90,1
2,20201091,"타이어(대)에<1>HP+91%",2,91,1
2,20201092,"타이어(대)에<1>HP+92%",2,92,1
2,20201093,"타이어(대)에<1>HP+93%",2,93,1
2,20201094,"타이어(대)에<1>HP+94%",2,94,1
2,20201095,"타이어(대)에<1>HP+95%",2,95,1
2,20201096,"타이어(대)에<1>HP+96%",2,96,1
2,20201097,"타이어(대)에<1>HP+97%",2,97,1
2,20201098,"타이어(대)에<1>HP+98%",2,98,1
2,20201099,"타이어(대)에<1>HP+99%",2,99,1
2,20201100,"타이어(대)에<1>HP+100%",2,100,1
3,20301010,"타이어(중)에<1>HP+10%",2,10,1
3,20301011,"타이어(중)에<1>HP+11%",2,11,1
3,20301012,"타이어(중)에<1>HP+12%",2,12,1
3,20301013,"타이어(중)에<1>HP+13%",2,13,1
3,20301014,"타이어(중)에<1>HP+14%",2,14,1
3,20301015,"타이어(중)에<1>HP+15%",2,15,1
3,20301016,"타이어(중)에<1>HP+16%",2,16,1
3,20301017,"타이어(중)에<1>HP+17%",2,17,1
3,20301018,"타이어(중)에<1>HP+18%",2,18,1
3,20301019,"타이어(중)에<1>HP+19%",2,19,1
3,20301020,"타이어(중)에<1>HP+20%",2,20,1
3,20301021,"타이어(중)에<1>HP+21%",2,21,1
3,20301022,"타이어(중)에<1>HP+22%",2,22,1
3,20301023,"타이어(중)에<1>HP+23%",2,23,1
3,20301024,"타이어(중)에<1>HP+24%",2,24,1
3,20301025,"타이어(중)에<1>HP+25%",2,25,1
3,20301026,"타이어(중)에<1>HP+26%",2,26,1
3,20301027,"타이어(중)에<1>HP+27%",2,27,1
3,20301028,"타이어(중)에<1>HP+28%",2,28,1
3,20301029,"타이어(중)에<1>HP+29%",2,29,1
3,20301030,"타이어(중)에<1>HP+30%",2,30,1
3,20301031,"타이어(중)에<1>HP+31%",2,31,1
3,20301032,"타이어(중)에<1>HP+32%",2,32,1
3,20301033,"타이어(중)에<1>HP+33%",2,33,1
3,20301034,"타이어(중)에<1>HP+34%",2,34,1
3,20301035,"타이어(중)에<1>HP+35%",2,35,1
3,20301036,"타이어(중)에<1>HP+36%",2,36,1
3,20301037,"타이어(중)에<1>HP+37%",2,37,1
3,20301038,"타이어(중)에<1>HP+38%",2,38,1
3,20301039,"타이어(중)에<1>HP+39%",2,39,1
3,20301040,"타이어(중)에<1>HP+40%",2,40,1
3,20301041,"타이어(중)에<1>HP+41%",2,41,1
3,20301042,"타이어(중)에<1>HP+42%",2,42,1
3,20301043,"타이어(중)에<1>HP+43%",2,43,1
3,20301044,"타이어(중)에<1>HP+44%",2,44,1
3,20301045,"타이어(중)에<1>HP+45%",2,45,1
3,20301046,"타이어(중)에<1>HP+46%",2,46,1
3,20301047,"타이어(중)에<1>HP+47%",2,47,1
3,20301048,"타이어(중)에<1>HP+48%",2,48,1
3,20301049,"타이어(중)에<1>HP+49%",2,49,1
3,20301050,"타이어(중)에<1>HP+50%",2,50,1
3,20301051,"타이어(중)에<1>HP+51%",2,51,1
3,20301052,"타이어(중)에<1>HP+52%",2,52,1
3,20301053,"타이어(중)에<1>HP+53%",2,53,1
3,20301054,"타이어(중)에<1>HP+54%",2,54,1
3,20301055,"타이어(중)에<1>HP+55%",2,55,1
3,20301056,"타이어(중)에<1>HP+56%",2,56,1
3,20301057,"타이어(중)에<1>HP+57%",2,57,1
3,20301058,"타이어(중)에<1>HP+58%",2,58,1
3,20301059,"타이어(중)에<1>HP+59%",2,59,1
3,20301060,"타이어(중)에<1>HP+60%",2,60,1
3,20301061,"타이어(중)에<1>HP+61%",2,61,1
3,20301062,"타이어(중)에<1>HP+62%",2,62,1
3,20301063,"타이어(중)에<1>HP+63%",2,63,1
3,20301064,"타이어(중)에<1>HP+64%",2,64,1
3,20301065,"타이어(중)에<1>HP+65%",2,65,1
3,20301066,"타이어(중)에<1>HP+66%",2,66,1
3,20301067,"타이어(중)에<1>HP+67%",2,67,1
3,20301068,"타이어(중)에<1>HP+68%",2,68,1
3,20301069,"타이어(중)에<1>HP+69%",2,69,1
3,20301070,"타이어(중)에<1>HP+70%",2,70,1
3,20301071,"타이어(중)에<1>HP+71%",2,71,1
3,20301072,"타이어(중)에<1>HP+72%",2,72,1
3,20301073,"타이어(중)에<1>HP+73%",2,73,1
3,20301074,"타이어(중)에<1>HP+74%",2,74,1
3,20301075,"타이어(중)에<1>HP+75%",2,75,1
3,20301076,"타이어(중)에<1>HP+76%",2,76,1
3,20301077,"타이어(중)에<1>HP+77%",2,77,1
3,20301078,"타이어(중)에<1>HP+78%",2,78,1
3,20301079,"타이어(중)에<1>HP+79%",2,79,1
3,20301080,"타이어(중)에<1>HP+80%",2,80,1
3,20301081,"타이어(중)에<1>HP+81%",2,81,1
3,20301082,"타이어(중)에<1>HP+82%",2,82,1
3,20301083,"타이어(중)에<1>HP+83%",2,83,1
3,20301084,"타이어(중)에<1>HP+84%",2,84,1
3,20301085,"타이어(중)에<1>HP+85%",2,85,1
3,20301086,"타이어(중)에<1>HP+86%",2,86,1
3,20301087,"타이어(중)에<1>HP+87%",2,87,1
3,20301088,"타이어(중)에<1>HP+88%",2,88,1
3,20301089,"타이어(중)에<1>HP+89%",2,89,1
3,20301090,"타이어(중)에<1>HP+90%",2,90,1
3,20301091,"타이어(중)에<1>HP+91%",2,91,1
3,20301092,"타이어(중)에<1>HP+92%",2,92,1
3,20301093,"타이어(중)에<1>HP+93%",2,93,1
3,20301094,"타이어(중)에<1>HP+94%",2,94,1
3,20301095,"타이어(중)에<1>HP+95%",2,95,1
3,20301096,"타이어(중)에<1>HP+96%",2,96,1
3,20301097,"타이어(중)에<1>HP+97%",2,97,1
3,20301098,"타이어(중)에<1>HP+98%",2,98,1
3,20301099,"타이어(중)에<1>HP+99%",2,99,1
3,20301100,"타이어(중)에<1>HP+100%",2,100,1
4,20401010,"타이어(소)에<1>HP+10%",2,10,1
4,20401011,"타이어(소)에<1>HP+11%",2,11,1
4,20401012,"타이어(소)에<1>HP+12%",2,12,1
4,20401013,"타이어(소)에<1>HP+13%",2,13,1
4,20401014,"타이어(소)에<1>HP+14%",2,14,1
4,20401015,"타이어(소)에<1>HP+15%",2,15,1
4,20401016,"타이어(소)에<1>HP+16%",2,16,1
4,20401017,"타이어(소)에<1>HP+17%",2,17,1
4,20401018,"타이어(소)에<1>HP+18%",2,18,1
4,20401019,"타이어(소)에<1>HP+19%",2,19,1
4,20401020,"타이어(소)에<1>HP+20%",2,20,1
4,20401021,"타이어(소)에<1>HP+21%",2,21,1
4,20401022,"타이어(소)에<1>HP+22%",2,22,1
4,20401023,"타이어(소)에<1>HP+23%",2,23,1
4,20401024,"타이어(소)에<1>HP+24%",2,24,1
4,20401025,"타이어(소)에<1>HP+25%",2,25,1
4,20401026,"타이어(소)에<1>HP+26%",2,26,1
4,20401027,"타이어(소)에<1>HP+27%",2,27,1
4,20401028,"타이어(소)에<1>HP+28%",2,28,1
4,20401029,"타이어(소)에<1>HP+29%",2,29,1
4,20401030,"타이어(소)에<1>HP+30%",2,30,1
4,20401031,"타이어(소)에<1>HP+31%",2,31,1
4,20401032,"타이어(소)에<1>HP+32%",2,32,1
4,20401033,"타이어(소)에<1>HP+33%",2,33,1
4,20401034,"타이어(소)에<1>HP+34%",2,34,1
4,20401035,"타이어(소)에<1>HP+35%",2,35,1
4,20401036,"타이어(소)에<1>HP+36%",2,36,1
4,20401037,"타이어(소)에<1>HP+37%",2,37,1
4,20401038,"타이어(소)에<1>HP+38%",2,38,1
4,20401039,"타이어(소)에<1>HP+39%",2,39,1
4,20401040,"타이어(소)에<1>HP+40%",2,40,1
4,20401041,"타이어(소)에<1>HP+41%",2,41,1
4,20401042,"타이어(소)에<1>HP+42%",2,42,1
4,20401043,"타이어(소)에<1>HP+43%",2,43,1
4,20401044,"타이어(소)에<1>HP+44%",2,44,1
4,20401045,"타이어(소)에<1>HP+45%",2,45,1
4,20401046,"타이어(소)에<1>HP+46%",2,46,1
4,20401047,"타이어(소)에<1>HP+47%",2,47,1
4,20401048,"타이어(소)에<1>HP+48%",2,48,1
4,20401049,"타이어(소)에<1>HP+49%",2,49,1
4,20401050,"타이어(소)에<1>HP+50%",2,50,1
4,20401051,"타이어(소)에<1>HP+51%",2,51,1
4,20401052,"타이어(소)에<1>HP+52%",2,52,1
4,20401053,"타이어(소)에<1>HP+53%",2,53,1
4,20401054,"타이어(소)에<1>HP+54%",2,54,1
4,20401055,"타이어(소)에<1>HP+55%",2,55,1
4,20401056,"타이어(소)에<1>HP+56%",2,56,1
4,20401057,"타이어(소)에<1>HP+57%",2,57,1
4,20401058,"타이어(소)에<1>HP+58%",2,58,1
4,20401059,"타이어(소)에<1>HP+59%",2,59,1
4,20401060,"타이어(소)에<1>HP+60%",2,60,1
4,20401061,"타이어(소)에<1>HP+61%",2,61,1
4,20401062,"타이어(소)에<1>HP+62%",2,62,1
4,20401063,"타이어(소)에<1>HP+63%",2,63,1
4,20401064,"타이어(소)에<1>HP+64%",2,64,1
4,20401065,"타이어(소)에<1>HP+65%",2,65,1
4,20401066,"타이어(소)에<1>HP+66%",2,66,1
4,20401067,"타이어(소)에<1>HP+67%",2,67,1
4,20401068,"타이어(소)에<1>HP+68%",2,68,1
4,20401069,"타이어(소)에<1>HP+69%",2,69,1
4,20401070,"타이어(소)에<1>HP+70%",2,70,1
4,20401071,"타이어(소)에<1>HP+71%",2,71,1
4,20401072,"타이어(소)에<1>HP+72%",2,72,1
4,20401073,"타이어(소)에<1>HP+73%",2,73,1
4,20401074,"타이어(소)에<1>HP+74%",2,74,1
4,20401075,"타이어(소)에<1>HP+75%",2,75,1
4,20401076,"타이어(소)에<1>HP+76%",2,76,1
4,20401077,"타이어(소)에<1>HP+77%",2,77,1
4,20401078,"타이어(소)에<1>HP+78%",2,78,1
4,20401079,"타이어(소)에<1>HP+79%",2,79,1
4,20401080,"타이어(소)에<1>HP+80%",2,80,1
4,20401081,"타이어(소)에<1>HP+81%",2,81,1
4,20401082,"타이어(소)에<1>HP+82%",2,82,1
4,20401083,"타이어(소)에<1>HP+83%",2,83,1
4,20401084,"타이어(소)에<1>HP+84%",2,84,1
4,20401085,"타이어(소)에<1>HP+85%",2,85,1
4,20401086,"타이어(소)에<1>HP+86%",2,86,1
4,20401087,"타이어(소)에<1>HP+87%",2,87,1
4,20401088,"타이어(소)에<1>HP+88%",2,88,1
4,20401089,"타이어(소)에<1>HP+89%",2,89,1
4,20401090,"타이어(소)에<1>HP+90%",2,90,1
4,20401091,"타이어(소)에<1>HP+91%",2,91,1
4,20401092,"타이어(소)에<1>HP+92%",2,92,1
4,20401093,"타이어(소)에<1>HP+93%",2,93,1
4,20401094,"타이어(소)에<1>HP+94%",2,94,1
4,20401095,"타이어(소)에<1>HP+95%",2,95,1
4,20401096,"타이어(소)에<1>HP+96%",2,96,1
4,20401097,"타이어(소)에<1>HP+97%",2,97,1
4,20401098,"타이어(소)에<1>HP+98%",2,98,1
4,20401099,"타이어(소)에<1>HP+99%",2,99,1
4,20401100,"타이어(소)에<1>HP+100%",2,100,1
1,30102010,"캐논에<0>공격력+10%",3,10,2
1,30102011,"캐논에<0>공격력+11%",3,11,2
1,30102012,"캐논에<0>공격력+12%",3,12,2
1,30102013,"캐논에<0>공격력+13%",3,13,2
1,30102014,"캐논에<0>공격력+14%",3,14,2
1,30102015,"캐논에<0>공격력+15%",3,15,2
1,30102016,"캐논에<0>공격력+16%",3,16,2
1,30102017,"캐논에<0>공격력+17%",3,17,2
1,30102018,"캐논에<0>공격력+18%",3,18,2
1,30102019,"캐논에<0>공격력+19%",3,19,2
1,30102020,"캐논에<0>공격력+20%",3,20,2
1,30102021,"캐논에<0>공격력+21%",3,21,2
1,30102022,"캐논에<0>공격력+22%",3,22,2
1,30102023,"캐논에<0>공격력+23%",3,23,2
1,30102024,"캐논에<0>공격력+24%",3,24,2
1,30102025,"캐논에<0>공격력+25%",3,25,2
1,30102026,"캐논에<0>공격력+26%",3,26,2
1,30102027,"캐논에<0>공격력+27%",3,27,2
1,30102028,"캐논에<0>공격력+28%",3,28,2
1,30102029,"캐논에<0>공격력+29%",3,29,2
1,30102030,"캐논에<0>공격력+30%",3,30,2
1,30102031,"캐논에<0>공격력+31%",3,31,2
1,30102032,"캐논에<0>공격력+32%",3,32,2
1,30102033,"캐논에<0>공격력+33%",3,33,2
1,30102034,"캐논에<0>공격력+34%",3,34,2
1,30102035,"캐논에<0>공격력+35%",3,35,2
1,30102036,"캐논에<0>공격력+36%",3,36,2
1,30102037,"캐논에<0>공격력+37%",3,37,2
1,30102038,"캐논에<0>공격력+38%",3,38,2
1,30102039,"캐논에<0>공격력+39%",3,39,2
1,30102040,"캐논에<0>공격력+40%",3,40,2
1,30102041,"캐논에<0>공격력+41%",3,41,2
1,30102042,"캐논에<0>공격력+42%",3,42,2
1,30102043,"캐논에<0>공격력+43%",3,43,2
1,30102044,"캐논에<0>공격력+44%",3,44,2
1,30102045,"캐논에<0>공격력+45%",3,45,2
1,30102046,"캐논에<0>공격력+46%",3,46,2
1,30102047,"캐논에<0>공격력+47%",3,47,2
1,30102048,"캐논에<0>공격력+48%",3,48,2
1,30102049,"캐논에<0>공격력+49%",3,49,2
1,30102050,"캐논에<0>공격력+50%",3,50,2
1,30102051,"캐논에<0>공격력+51%",3,51,2
1,30102052,"캐논에<0>공격력+52%",3,52,2
1,30102053,"캐논에<0>공격력+53%",3,53,2
1,30102054,"캐논에<0>공격력+54%",3,54,2
1,30102055,"캐논에<0>공격력+55%",3,55,2
1,30102056,"캐논에<0>공격력+56%",3,56,2
1,30102057,"캐논에<0>공격력+57%",3,57,2
1,30102058,"캐논에<0>공격력+58%",3,58,2
1,30102059,"캐논에<0>공격력+59%",3,59,2
1,30102060,"캐논에<0>공격력+60%",3,60,2
1,30102061,"캐논에<0>공격력+61%",3,61,2
1,30102062,"캐논에<0>공격력+62%",3,62,2
1,30102063,"캐논에<0>공격력+63%",3,63,2
1,30102064,"캐논에<0>공격력+64%",3,64,2
1,30102065,"캐논에<0>공격력+65%",3,65,2
1,30102066,"캐논에<0>공격력+66%",3,66,2
1,30102067,"캐논에<0>공격력+67%",3,67,2
1,30102068,"캐논에<0>공격력+68%",3,68,2
1,30102069,"캐논에<0>공격력+69%",3,69,2
1,30102070,"캐논에<0>공격력+70%",3,70,2
1,30102071,"캐논에<0>공격력+71%",3,71,2
1,30102072,"캐논에<0>공격력+72%",3,72,2
1,30102073,"캐논에<0>공격력+73%",3,73,2
1,30102074,"캐논에<0>공격력+74%",3,74,2
1,30102075,"캐논에<0>공격력+75%",3,75,2
1,30102076,"캐논에<0>공격력+76%",3,76,2
1,30102077,"캐논에<0>공격력+77%",3,77,2
1,30102078,"캐논에<0>공격력+78%",3,78,2
1,30102079,"캐논에<0>공격력+79%",3,79,2
1,30102080,"캐논에<0>공격력+80%",3,80,2
1,30102081,"캐논에<0>공격력+81%",3,81,2
1,30102082,"캐논에<0>공격력+82%",3,82,2
1,30102083,"캐논에<0>공격력+83%",3,83,2
1,30102084,"캐논에<0>공격력+84%",3,84,2
1,30102085,"캐논에<0>공격력+85%",3,85,2
1,30102086,"캐논에<0>공격력+86%",3,86,2
1,30102087,"캐논에<0>공격력+87%",3,87,2
1,30102088,"캐논에<0>공격력+88%",3,88,2
1,30102089,"캐논에<0>공격력+89%",3,89,2
1,30102090,"캐논에<0>공격력+90%",3,90,2
1,30102091,"캐논에<0>공격력+91%",3,91,2
1,30102092,"캐논에<0>공격력+92%",3,92,2
1,30102093,"캐논에<0>공격력+93%",3,93,2
1,30102094,"캐논에<0>공격력+94%",3,94,2
1,30102095,"캐논에<0>공격력+95%",3,95,2
1,30102096,"캐논에<0>공격력+96%",3,96,2
1,30102097,"캐논에<0>공격력+97%",3,97,2
1,30102098,"캐논에<0>공격력+98%",3,98,2
1,30102099,"캐논에<0>공격력+99%",3,99,2
1,30102100,"캐논에<0>공격력+100%",3,100,2
2,30202010,"슬라이서에<0>공격력+10%",3,10,2
2,30202011,"슬라이서에<0>공격력+11%",3,11,2
2,30202012,"슬라이서에<0>공격력+12%",3,12,2
2,30202013,"슬라이서에<0>공격력+13%",3,13,2
2,30202014,"슬라이서에<0>공격력+14%",3,14,2
2,30202015,"슬라이서에<0>공격력+15%",3,15,2
2,30202016,"슬라이서에<0>공격력+16%",3,16,2
2,30202017,"슬라이서에<0>공격력+17%",3,17,2
2,30202018,"슬라이서에<0>공격력+18%",3,18,2
2,30202019,"슬라이서에<0>공격력+19%",3,19,2
2,30202020,"슬라이서에<0>공격력+20%",3,20,2
2,30202021,"슬라이서에<0>공격력+21%",3,21,2
2,30202022,"슬라이서에<0>공격력+22%",3,22,2
2,30202023,"슬라이서에<0>공격력+23%",3,23,2
2,30202024,"슬라이서에<0>공격력+24%",3,24,2
2,30202025,"슬라이서에<0>공격력+25%",3,25,2
2,30202026,"슬라이서에<0>공격력+26%",3,26,2
2,30202027,"슬라이서에<0>공격력+27%",3,27,2
2,30202028,"슬라이서에<0>공격력+28%",3,28,2
2,30202029,"슬라이서에<0>공격력+29%",3,29,2
2,30202030,"슬라이서에<0>공격력+30%",3,30,2
2,30202031,"슬라이서에<0>공격력+31%",3,31,2
2,30202032,"슬라이서에<0>공격력+32%",3,32,2
2,30202033,"슬라이서에<0>공격력+33%",3,33,2
2,30202034,"슬라이서에<0>공격력+34%",3,34,2
2,30202035,"슬라이서에<0>공격력+35%",3,35,2
2,30202036,"슬라이서에<0>공격력+36%",3,36,2
2,30202037,"슬라이서에<0>공격력+37%",3,37,2
2,30202038,"슬라이서에<0>공격력+38%",3,38,2
2,30202039,"슬라이서에<0>공격력+39%",3,39,2
2,30202040,"슬라이서에<0>공격력+40%",3,40,2
2,30202041,"슬라이서에<0>공격력+41%",3,41,2
2,30202042,"슬라이서에<0>공격력+42%",3,42,2
2,30202043,"슬라이서에<0>공격력+43%",3,43,2
2,30202044,"슬라이서에<0>공격력+44%",3,44,2
2,30202045,"슬라이서에<0>공격력+45%",3,45,2
2,30202046,"슬라이서에<0>공격력+46%",3,46,2
2,30202047,"슬라이서에<0>공격력+47%",3,47,2
2,30202048,"슬라이서에<0>공격력+48%",3,48,2
2,30202049,"슬라이서에<0>공격력+49%",3,49,2
2,30202050,"슬라이서에<0>공격력+50%",3,50,2
2,30202051,"슬라이서에<0>공격력+51%",3,51,2
2,30202052,"슬라이서에<0>공격력+52%",3,52,2
2,30202053,"슬라이서에<0>공격력+53%",3,53,2
2,30202054,"슬라이서에<0>공격력+54%",3,54,2
2,30202055,"슬라이서에<0>공격력+55%",3,55,2
2,30202056,"슬라이서에<0>공격력+56%",3,56,2
2,30202057,"슬라이서에<0>공격력+57%",3,57,2
2,30202058,"슬라이서에<0>공격력+58%",3,58,2
2,30202059,"슬라이서에<0>공격력+59%",3,59,2
2,30202060,"슬라이서에<0>공격력+60%",3,60,2
2,30202061,"슬라이서에<0>공격력+61%",3,61,2
2,30202062,"슬라이서에<0>공격력+62%",3,62,2
2,30202063,"슬라이서에<0>공격력+63%",3,63,2
2,30202064,"슬라이서에<0>공격력+64%",3,64,2
2,30202065,"슬라이서에<0>공격력+65%",3,65,2
2,30202066,"슬라이서에<0>공격력+66%",3,66,2
2,30202067,"슬라이서에<0>공격력+67%",3,67,2
2,30202068,"슬라이서에<0>공격력+68%",3,68,2
2,30202069,"슬라이서에<0>공격력+69%",3,69,2
2,30202070,"슬라이서에<0>공격력+70%",3,70,2
2,30202071,"슬라이서에<0>공격력+71%",3,71,2
2,30202072,"슬라이서에<0>공격력+72%",3,72,2
2,30202073,"슬라이서에<0>공격력+73%",3,73,2
2,30202074,"슬라이서에<0>공격력+74%",3,74,2
2,30202075,"슬라이서에<0>공격력+75%",3,75,2
2,30202076,"슬라이서에<0>공격력+76%",3,76,2
2,30202077,"슬라이서에<0>공격력+77%",3,77,2
2,30202078,"슬라이서에<0>공격력+78%",3,78,2
2,30202079,"슬라이서에<0>공격력+79%",3,79,2
2,30202080,"슬라이서에<0>공격력+80%",3,80,2
2,30202081,"슬라이서에<0>공격력+81%",3,81,2
2,30202082,"슬라이서에<0>공격력+82%",3,82,2
2,30202083,"슬라이서에<0>공격력+83%",3,83,2
2,30202084,"슬라이서에<0>공격력+84%",3,84,2
2,30202085,"슬라이서에<0>공격력+85%",3,85,2
2,30202086,"슬라이서에<0>공격력+86%",3,86,2
2,30202087,"슬라이서에<0>공격력+87%",3,87,2
2,30202088,"슬라이서에<0>공격력+88%",3,88,2
2,30202089,"슬라이서에<0>공격력+89%",3,89,2
2,30202090,"슬라이서에<0>공격력+90%",3,90,2
2,30202091,"슬라이서에<0>공격력+91%",3,91,2
2,30202092,"슬라이서에<0>공격력+92%",3,92,2
2,30202093,"슬라이서에<0>공격력+93%",3,93,2
2,30202094,"슬라이서에<0>공격력+94%",3,94,2
2,30202095,"슬라이서에<0>공격력+95%",3,95,2
2,30202096,"슬라이서에<0>공격력+96%",3,96,2
2,30202097,"슬라이서에<0>공격력+97%",3,97,2
2,30202098,"슬라이서에<0>공격력+98%",3,98,2
