reward_image_2,quest_id,camera_size_2,add_treasure_num,stamina,enemy_image_5,wave_bgm_que_id_1,area_id,reward_image_3,camera_size_1,enemy_image_1,enemy_image_4,limit_time,story_id_wavestart_2,story_id_wavestart_1,quest_detail_bg_position,start_time,wave_bgm_sheet_id_3,wave_group_id_2,rank_reward_group,lv_reward_flag,wave_group_id_3,wave_bgm_sheet_id_1,daily_limit,reward_image_4,background_1,end_time,love,position_x,clear_reward_group,quest_name,enemy_image_2,wave_bgm_sheet_id_2,quest_detail_bg_id,story_id_waveend_2,background_3,story_id_waveend_1,reward_image_5,team_exp,unit_exp,wave_bgm_que_id_2,icon_id,story_id_wavestart_3,wave_group_id_1,story_id_waveend_3,position_y,reward_image_1,stamina_start,enemy_image_3,limit_team_level,background_2,wave_bgm_que_id_3,camera_size_3
114613,11016014,0.0,0,10,0,bgm_M17_02,11016,124463,0.0,101161407,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M63,110160142,211001000,0,110160143,bgm_M17,0,25015,100231,"2030/12/31 14:59:59",10,760,110160141,"테미스 설산 16-14",0,bgm_M17,100232,0,100233,0,0,10,215,bgm_M17_02,100080,9016155,110160141,9016156,20,115221,1,0,0,100232,bgm_M63,0.0
115071,11017001,0.0,0,10,0,bgm_M06,11017,124314,0.0,101170101,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170012,211001000,0,110170013,bgm_M06,0,0,100971,"2030/12/31 14:59:59",10,-800,110170011,"피데스 빙원 17-1",101170105,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170011,0,-115,115161,1,101170103,0,100972,bgm_M06,0.0
115251,11017002,0.0,0,10,0,bgm_M06,11017,124433,0.0,101170204,101170207,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170022,211001000,0,110170023,bgm_M06,0,0,100971,"2030/12/31 14:59:59",10,-595,110170021,"피데스 빙원 17-2",101170205,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170021,0,-145,125191,1,101170203,0,100972,bgm_M06,0.0
115221,11017003,0.0,0,10,0,bgm_M06,11017,124344,0.0,101170305,101170307,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170032,211001000,0,110170033,bgm_M06,0,0,100971,"2030/12/31 14:59:59",10,-405,110170031,"피데스 빙원 17-3",101170304,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170031,0,-215,115041,1,101170301,0,100972,bgm_M06,0.0
115011,11017004,0.0,0,10,101170407,bgm_M06,11017,124463,0.0,101170402,101170405,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170042,211001000,0,110170043,bgm_M06,0,0,100941,"2030/12/31 14:59:59",10,-210,110170041,"피데스 빙원 17-4",101170404,bgm_M06,100942,0,100943,0,0,10,215,bgm_M06,100140,0,110170041,0,-160,115581,1,101170403,0,100942,bgm_M06,0.0
125101,11017005,0.0,0,10,0,bgm_M06,11017,124284,0.0,101170504,101170505,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170052,211001000,0,110170053,bgm_M06,0,0,100971,"2030/12/31 14:59:59",10,-375,110170051,"피데스 빙원 17-5",101170501,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170051,0,-50,115611,1,101170503,0,100972,bgm_M06,0.0
125131,11017006,0.0,0,10,0,bgm_M06,11017,124373,0.0,101170602,101170604,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170062,211001000,0,110170063,bgm_M06,0,0,100941,"2030/12/31 14:59:59",10,-185,110170061,"피데스 빙원 17-6",101170601,bgm_M06,100942,0,100943,0,0,10,215,bgm_M06,100140,0,110170061,0,10,115551,1,101170603,0,100942,bgm_M06,0.0
115161,11017007,0.0,0,10,0,bgm_M06,11017,124314,0.0,101170704,101170706,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170072,211001000,0,110170073,bgm_M06,0,0,100941,"2030/12/31 14:59:59",10,20,110170071,"피데스 빙원 17-7",101170703,bgm_M06,100942,0,100943,0,0,10,215,bgm_M06,100140,0,110170071,0,35,115581,1,101170702,0,100942,bgm_M06,0.0
115041,11017008,0.0,0,10,0,bgm_M06,11017,124433,0.0,101170802,101170804,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170082,211001000,0,110170083,bgm_M06,0,0,100221,"2030/12/31 14:59:59",10,220,110170081,"피데스 빙원 17-8",101170801,bgm_M06,100222,0,100223,0,0,10,215,bgm_M06,100130,0,110170081,0,40,115611,1,101170806,0,100222,bgm_M06,0.0
125191,11017009,0.0,0,10,0,bgm_M06,11017,124344,0.0,101170901,101170906,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170092,211001000,0,110170093,bgm_M06,0,0,100941,"2030/12/31 14:59:59",10,105,110170091,"피데스 빙원 17-9",101170903,bgm_M06,100942,0,100943,0,0,10,215,bgm_M06,100140,0,110170091,0,-100,115551,1,101170905,0,100942,bgm_M06,0.0
125101,11017010,0.0,0,10,0,bgm_M06,11017,124463,0.0,101171001,101171004,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170102,211001000,0,110170103,bgm_M06,0,25011,100221,"2030/12/31 14:59:59",10,215,110170101,"피데스 빙원 17-10",101171006,bgm_M06,100222,0,100223,0,0,10,215,bgm_M06,100130,0,110170101,0,-225,115581,1,101171003,0,100222,bgm_M06,0.0
115071,11017011,0.0,0,10,101171107,bgm_M06,11017,124433,0.0,101171105,101171102,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170112,211001000,0,110170113,bgm_M06,0,25012,100971,"2030/12/31 14:59:59",10,400,110170111,"피데스 빙원 17-11",101171101,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170111,0,-190,115611,1,101171106,0,100972,bgm_M06,0.0
115581,11017012,0.0,0,10,0,bgm_M06,11017,115011,0.0,101171203,101171207,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170122,211001000,0,110170123,bgm_M06,0,25013,100971,"2030/12/31 14:59:59",10,380,110170121,"피데스 빙원 17-12",101171202,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170121,0,-35,115551,1,101171208,0,100972,bgm_M06,0.0
115611,11017013,0.0,0,10,101171307,bgm_M06,11017,115251,0.0,101171304,101171305,90,0,0,-50,"2015/12/17 15:00:00",bgm_M06,110170132,211001000,0,110170133,bgm_M06,0,25014,100971,"2030/12/31 14:59:59",10,560,110170131,"피데스 빙원 17-13",101171301,bgm_M06,100972,0,100973,0,0,10,215,bgm_M06,100240,0,110170131,0,25,115581,1,101171302,0,100972,bgm_M06,0.0
115551,11017014,0.0,0,10,0,bgm_M17_02,11017,115221,0.0,101171407,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M63,110170142,211001000,0,110170143,bgm_M17,0,25015,100981,"2030/12/31 14:59:59",10,760,110170141,"피데스 빙원 17-14",0,bgm_M17,100982,0,100983,0,0,10,215,bgm_M17_02,100240,9017155,110170141,9017156,40,115611,1,0,0,100982,bgm_M63,0.0
115581,11018001,0.0,0,10,0,bgm_M169,11018,125131,0.0,101180105,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180012,211001000,0,110180013,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-720,110180011,"파에톤 벌판ㆍ북부 18-1",101180102,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100050,0,110180011,0,65,115551,1,101180104,0,100038,bgm_M169,0.0
115611,11018002,0.0,0,10,0,bgm_M169,11018,125101,0.0,101180205,101180206,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180022,211001000,0,110180023,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-530,110180021,"파에톤 벌판ㆍ북부 18-2",101180202,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100050,0,110180021,0,80,115581,1,101180204,0,100038,bgm_M169,0.0
115551,11018003,0.0,0,10,0,bgm_M169,11018,115071,0.0,101180302,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180032,211001000,0,110180033,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-580,110180031,"파에톤 벌판ㆍ북부 18-3",101180307,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110180031,0,-100,115611,1,101180304,0,101382,bgm_M169,0.0
115551,11018004,0.0,0,10,0,bgm_M169,11018,115161,0.0,101180401,101180402,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180042,211001000,0,110180043,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-470,110180041,"파에톤 벌판ㆍ북부 18-4",101180406,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110180041,0,-220,125401,1,101180404,0,101382,bgm_M169,0.0
115581,11018005,0.0,0,10,0,bgm_M169,11018,115041,0.0,101180504,101180505,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180052,211001000,0,110180053,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-380,110180051,"파에톤 벌판ㆍ북부 18-5",101180502,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100050,0,110180051,0,-55,125341,1,101180501,0,101382,bgm_M169,0.0
115611,11018006,0.0,0,10,101180607,bgm_M169,11018,115221,0.0,101180604,101180606,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180062,211001000,0,110180063,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-210,110180061,"파에톤 벌판ㆍ북부 18-6",101180605,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100020,0,110180061,0,30,125521,1,101180603,0,100038,bgm_M169,0.0
115551,11018007,0.0,0,10,0,bgm_M169,11018,125191,0.0,101180701,101180705,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180072,211001000,0,110180073,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-20,110180071,"파에톤 벌판ㆍ북부 18-7",101180702,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110180071,0,40,125281,1,101180704,0,100022,bgm_M169,0.0
115581,11018008,0.0,0,10,0,bgm_M169,11018,115251,0.0,101180801,101180806,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180082,211001000,0,110180083,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-150,110180081,"파에톤 벌판ㆍ북부 18-8",101180805,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100050,0,110180081,0,-140,125311,1,101180803,0,100022,bgm_M169,0.0
115611,11018009,0.0,0,10,0,bgm_M169,11018,125131,0.0,101180902,101180905,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180092,211001000,0,110180093,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,20,110180091,"파에톤 벌판ㆍ북부 18-9",101180904,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110180091,0,-210,125371,1,101180901,0,101412,bgm_M169,0.0
115551,11018010,0.0,0,10,0,bgm_M169,11018,115011,0.0,101181001,101181006,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180102,211001000,0,110180103,bgm_M169,0,25011,100037,"2030/12/31 14:59:59",10,180,110180101,"파에톤 벌판ㆍ북부 18-10",101181005,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100020,0,110180101,0,-60,125341,1,101181003,0,100038,bgm_M169,0.0
115581,11018011,0.0,0,10,101181105,bgm_M169,11018,115161,0.0,101181101,101181105,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180112,211001000,0,110180113,bgm_M169,0,25012,101411,"2030/12/31 14:59:59",10,300,110180111,"파에톤 벌판ㆍ북부 18-11",101181104,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100020,0,110180111,0,-190,125521,1,101181107,0,101412,bgm_M169,0.0
125401,11018012,0.0,0,10,0,bgm_M169,11018,115551,0.0,101181201,101181203,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180122,211001000,0,110180123,bgm_M169,0,25013,100021,"2030/12/31 14:59:59",10,400,110180121,"파에톤 벌판ㆍ북부 18-12",101181204,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110180121,0,-20,125311,1,101181205,0,100022,bgm_M169,0.0
125521,11018013,0.0,0,10,101181307,bgm_M169,11018,115611,0.0,101181301,101181306,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110180132,211001000,0,110180133,bgm_M169,0,25014,101411,"2030/12/31 14:59:59",10,550,110180131,"파에톤 벌판ㆍ북부 18-13",101181304,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110180131,0,-120,125371,1,101181303,0,101412,bgm_M169,0.0
125341,11018014,0.0,0,10,0,bgm_M170,11018,115581,0.0,101181407,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M170,110180142,211001000,0,110180143,bgm_M170,0,25015,101421,"2030/12/31 14:59:59",10,720,110180141,"파에톤 벌판ㆍ북부 18-14",0,bgm_M170,101422,0,101423,0,0,10,215,bgm_M170,100050,9018155,110180141,9018156,-80,125281,1,0,0,101422,bgm_M170,0.0
125401,11019001,0.0,0,10,0,bgm_M169,11019,115551,0.0,101190102,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190012,211001000,0,110190013,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-535,110190011,"파에톤 벌판ㆍ남부 19-1",101190105,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100050,0,110190011,0,35,125371,1,101190103,0,100038,bgm_M169,0.0
125281,11019002,0.0,0,10,0,bgm_M169,11019,115581,0.0,101190202,101190205,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190022,211001000,0,110190023,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-400,110190021,"파에톤 벌판ㆍ남부 19-2",101190203,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100050,0,110190021,0,-55,125311,1,101190204,0,100038,bgm_M169,0.0
125341,11019003,0.0,0,10,0,bgm_M169,11019,115611,0.0,101190301,101190302,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190032,211001000,0,110190033,bgm_M169,0,0,100201,"2030/12/31 14:59:59",10,-590,110190031,"파에톤 벌판ㆍ남부 19-3",101190304,bgm_M169,100202,0,100203,0,0,10,215,bgm_M169,100110,0,110190031,0,-145,125521,1,101190305,0,100202,bgm_M169,0.0
125371,11019004,0.0,0,10,0,bgm_M169,11019,115551,0.0,101190401,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190042,211001000,0,110190043,bgm_M169,0,0,100201,"2030/12/31 14:59:59",10,-395,110190041,"파에톤 벌판ㆍ남부 19-4",101190403,bgm_M169,100202,0,100203,0,0,10,215,bgm_M169,100110,0,110190041,0,-210,125072,1,101190405,0,100202,bgm_M169,0.0
115192,11019005,0.0,0,10,0,bgm_M169,11019,125521,0.0,101190501,101190505,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190052,211001000,0,110190053,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-240,110190051,"파에톤 벌판ㆍ남부 19-5",101190503,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100050,0,110190051,0,-100,125012,1,101190506,0,100038,bgm_M169,0.0
115102,11019006,0.0,0,10,0,bgm_M169,11019,125281,0.0,101190604,101190606,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190062,211001000,0,110190063,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-130,110190061,"파에톤 벌판ㆍ남부 19-6",101190605,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110190061,0,30,115222,1,101190602,0,101382,bgm_M169,0.0
115132,11019007,0.0,0,10,0,bgm_M169,11019,125371,0.0,101190701,101190703,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190072,211001000,0,110190073,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-85,110190071,"파에톤 벌판ㆍ남부 19-7",101190702,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110190071,0,-170,115042,1,101190704,0,100022,bgm_M169,0.0
125162,11019008,0.0,0,10,101190804,bgm_M169,11019,125401,0.0,101190805,101190806,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190082,211001000,0,110190083,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,120,110190081,"파에톤 벌판ㆍ남부 19-8",101190807,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110190081,0,-140,125252,1,101190803,0,100022,bgm_M169,0.0
125281,11019009,0.0,0,10,0,bgm_M169,11019,125311,0.0,101190901,101190906,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190092,211001000,0,110190093,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,110,110190091,"파에톤 벌판ㆍ남부 19-9",101190904,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110190091,0,45,125072,1,101190902,0,101412,bgm_M169,0.0
125401,11019010,0.0,0,10,0,bgm_M169,11019,125341,0.0,101191001,101191007,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190102,211001000,0,110190103,bgm_M169,0,25011,100037,"2030/12/31 14:59:59",10,290,110190101,"파에톤 벌판ㆍ남부 19-10",101191005,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100020,0,110190101,0,-20,115042,1,101191002,0,100038,bgm_M169,0.0
125371,11019011,0.0,0,10,0,bgm_M169,11019,125281,0.0,101191101,101191107,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190112,211001000,0,110190113,bgm_M169,0,25012,101411,"2030/12/31 14:59:59",10,380,110190111,"파에톤 벌판ㆍ남부 19-11",101191104,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110190111,0,-175,125252,1,101191103,0,101412,bgm_M169,0.0
125311,11019012,0.0,0,10,0,bgm_M169,11019,115581,0.0,101191201,101191205,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190122,211001000,0,110190123,bgm_M169,0,25013,100021,"2030/12/31 14:59:59",10,585,110190121,"파에톤 벌판ㆍ남부 19-12",101191204,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110190121,0,-120,125012,1,101191206,0,100022,bgm_M169,0.0
125341,11019013,0.0,0,10,0,bgm_M169,11019,115551,0.0,101191301,101191306,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110190132,211001000,0,110190133,bgm_M169,0,25014,101411,"2030/12/31 14:59:59",10,460,110190131,"파에톤 벌판ㆍ남부 19-13",101191305,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110190131,0,15,115132,1,101191303,0,101412,bgm_M169,0.0
125521,11019014,0.0,0,10,0,bgm_M170,11019,115611,0.0,101191407,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M170,110190142,211001000,0,110190143,bgm_M170,0,25015,101421,"2030/12/31 14:59:59",10,680,110190141,"파에톤 벌판ㆍ남부 19-14",101191405,bgm_M170,101422,0,101423,0,0,10,215,bgm_M170,100050,9019155,110190141,9019156,35,115222,1,101191403,0,101422,bgm_M170,0.0
125162,11020001,0.0,0,10,0,bgm_M169,11020,125401,0.0,101200102,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200012,211001000,0,110200013,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,-535,110200011,"카스탈리아 숲ㆍ서부 20-1",101200101,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110200011,0,-145,115102,1,101200105,0,101412,bgm_M169,0.0
125252,11020002,0.0,0,10,0,bgm_M169,11020,125371,0.0,101200202,101200205,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200022,211001000,0,110200023,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,-600,110200021,"카스탈리아 숲ㆍ서부 20-2",101200203,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110200021,0,0,115192,1,101200204,0,101412,bgm_M169,0.0
115222,11020003,0.0,0,10,0,bgm_M169,11020,125311,0.0,101200304,101200305,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200032,211001000,0,110200033,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,-460,110200031,"카스탈리아 숲ㆍ서부 20-3",101200301,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110200031,0,95,115042,1,101200303,0,101412,bgm_M169,0.0
115132,11020004,0.0,0,10,0,bgm_M169,11020,125281,0.0,101200404,101200403,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200042,211001000,0,110200043,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-370,110200041,"카스탈리아 숲ㆍ서부 20-4",101200401,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110200041,0,-50,115582,1,101200405,0,101382,bgm_M169,0.0
125012,11020005,0.0,0,10,0,bgm_M169,11020,125521,0.0,101200501,101200506,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200052,211001000,0,110200053,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-260,110200051,"카스탈리아 숲ㆍ서부 20-5",101200502,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110200051,0,-150,115612,1,101200505,0,101382,bgm_M169,0.0
115102,11020006,0.0,0,10,0,bgm_M169,11020,125401,0.0,101200601,101200607,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200062,211001000,0,110200063,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-170,110200061,"카스탈리아 숲ㆍ서부 20-6",101200604,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110200061,0,0,115552,1,101200603,0,100022,bgm_M169,0.0
125072,11020007,0.0,0,10,0,bgm_M169,11020,125341,0.0,101200704,101200703,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200072,211001000,0,110200073,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,0,110200071,"카스탈리아 숲ㆍ서부 20-7",101200702,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110200071,0,40,115582,1,101200705,0,100022,bgm_M169,0.0
115042,11020008,0.0,0,10,0,bgm_M169,11020,125371,0.0,101200801,101200805,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200082,211001000,0,110200083,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,-20,110200081,"카스탈리아 숲ㆍ서부 20-8",101200807,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100020,0,110200081,0,-140,115612,1,101200806,0,100038,bgm_M169,0.0
115192,11020009,0.0,0,10,101200906,bgm_M169,11020,125311,0.0,101200904,101200903,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200092,211001000,0,110200093,bgm_M169,0,0,100037,"2030/12/31 14:59:59",10,120,110200091,"카스탈리아 숲ㆍ서부 20-9",101200907,bgm_M169,100038,0,100039,0,0,10,215,bgm_M169,100020,0,110200091,0,-200,115552,1,101200902,0,100038,bgm_M169,0.0
125012,11020010,0.0,0,10,101201004,bgm_M169,11020,125281,0.0,101201006,101201003,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200102,211001000,0,110200103,bgm_M169,0,25011,100051,"2030/12/31 14:59:59",10,180,110200101,"카스탈리아 숲ㆍ서부 20-10",101201002,bgm_M169,100052,0,100053,0,0,10,215,bgm_M169,100080,0,110200101,0,-60,115582,1,101201002,0,100052,bgm_M169,0.0
115222,11020011,0.0,0,10,101201106,bgm_M169,11020,125162,0.0,101201104,101201105,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200112,211001000,0,110200113,bgm_M169,0,25012,100051,"2030/12/31 14:59:59",10,335,110200111,"카스탈리아 숲ㆍ서부 20-11",101201107,bgm_M169,100052,0,100053,0,0,10,215,bgm_M169,100080,0,110200111,0,15,115612,1,101201103,0,100052,bgm_M169,0.0
115582,11020012,0.0,0,10,0,bgm_M169,11020,125072,0.0,101201203,101201206,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200122,211001000,0,110200123,bgm_M169,0,25013,100011,"2030/12/31 14:59:59",10,400,110200121,"카스탈리아 숲ㆍ서부 20-12",101201201,bgm_M169,100012,0,100013,0,0,10,215,bgm_M169,100020,0,110200121,0,-130,115552,1,101201204,0,100012,bgm_M169,0.0
115612,11020013,0.0,0,10,101201303,bgm_M169,11020,125252,0.0,101201302,101201301,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110200132,211001000,0,110200133,bgm_M169,0,25014,100014,"2030/12/31 14:59:59",10,580,110200131,"카스탈리아 숲ㆍ서부 20-13",101201307,bgm_M169,100015,0,100016,0,0,10,215,bgm_M169,100020,0,110200131,0,-90,115582,1,101201305,0,100015,bgm_M169,0.0
115552,11020014,0.0,0,10,0,bgm_M170,11020,115132,0.0,101201407,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M170,110200142,211001000,0,110200143,bgm_M170,0,25015,100357,"2030/12/31 14:59:59",10,680,110200141,"카스탈리아 숲ㆍ서부 20-14",0,bgm_M170,100358,0,100359,0,0,10,215,bgm_M170,100020,9020155,110200141,9020156,35,115612,1,0,0,100358,bgm_M170,0.0
115582,11021001,0.0,0,10,0,bgm_M169,11021,115132,0.0,101210102,0,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210012,211001000,0,110210013,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,-680,110210011,"카스탈리아 숲ㆍ동부 21-1",101210105,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110210011,0,-165,115552,1,101210103,0,101412,bgm_M169,0.0
115612,11021002,0.0,0,10,0,bgm_M169,11021,115102,0.0,101210201,101210204,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210022,211001000,0,110210023,bgm_M169,0,0,101411,"2030/12/31 14:59:59",10,-565,110210021,"카스탈리아 숲ㆍ동부 21-2",101210202,bgm_M169,101412,0,101413,0,0,10,215,bgm_M169,100050,0,110210021,0,-35,115582,1,101210205,0,101412,bgm_M169,0.0
115552,11021003,0.0,0,10,0,bgm_M169,11021,125072,0.0,101210301,101210307,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210032,211001000,0,110210033,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-410,110210031,"카스탈리아 숲ㆍ동부 21-3",101210304,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110210031,0,65,115612,1,101210306,0,100022,bgm_M169,0.0
115552,11021004,0.0,0,10,0,bgm_M169,11021,125162,0.0,101210404,101210403,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210042,211001000,0,110210043,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,-370,110210041,"카스탈리아 숲ㆍ동부 21-4",101210401,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110210041,0,-105,125431,1,101210405,0,100022,bgm_M169,0.0
115582,11021005,0.0,0,10,0,bgm_M169,11021,115042,0.0,101210501,101210506,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210052,211001000,0,110210053,bgm_M169,0,0,101381,"2030/12/31 14:59:59",10,-190,110210051,"카스탈리아 숲ㆍ동부 21-5",101210502,bgm_M169,101382,0,101383,0,0,10,215,bgm_M169,100010,0,110210051,0,-175,125342,1,101210505,0,101382,bgm_M169,0.0
115612,11021006,0.0,0,10,0,bgm_M169,11021,115222,0.0,101210601,101210604,90,0,0,-50,"2015/12/17 15:00:00",bgm_M169,110210062,211001000,0,110210063,bgm_M169,0,0,100021,"2030/12/31 14:59:59",10,0,110210061,"카스탈리아 숲ㆍ동부 21-6",101210603,bgm_M169,100022,0,100023,0,0,10,215,bgm_M169,100020,0,110210061,0,-130,125522,1,101210606,0,100022,bgm_M169,0.0
